Region,Resource,Zone,Cluster,AnnualSum
BE0 0,BE0 0 CCGT,1,1,3028.636
BE0 0,BE0 0 OCGT,1,1,480.72308
BE0 0,BE0 0 biomass,1,1,1.1680896e9
BE0 0,BE0 0 coal,1,1,112.69898
BE0 0,BE0 0 nuclear,1,1,1.4685766e9
BE0 0,BE0 0 offwind-ac,1,1,1.2710808e8
BE0 0,BE0 0 offwind-dc,1,1,1.5095237e8
BE0 0,BE0 0 onwind,1,1,1.9177906e8
BE0 0,BE0 0 ror,1,1,3.5185416e7
BE0 0,BE0 0 solar,1,1,501.80038
DE0 0,DE0 0 CCGT,2,1,1686.8428
DE0 0,DE0 0 OCGT,2,1,442.0512
DE0 0,DE0 0 biomass,2,1,1.5985122e10
DE0 0,DE0 0 coal,2,1,135.43224
DE0 0,DE0 0 lignite,2,1,129.29193
DE0 0,DE0 0 nuclear,2,1,2.0116538e9
DE0 0,DE0 0 offwind-ac,2,1,3.2747862e8
DE0 0,DE0 0 offwind-dc,2,1,2.8712416e8
DE0 0,DE0 0 oil,2,1,192.0253
DE0 0,DE0 0 onwind,2,1,2.3606003e9
DE0 0,DE0 0 ror,2,1,7.6247706e8
DE0 0,DE0 0 solar,2,1,248.72372
DK0 0,DK0 0 OCGT,3,1,499.32242
DK0 0,DK0 0 biomass,3,1,5.4621114e8
DK0 0,DK0 0 coal,3,1,134.41571
DK0 0,DK0 0 offwind-ac,3,1,2.5569598e7
DK0 0,DK0 0 offwind-dc,3,1,2.7743276e7
DK0 0,DK0 0 onwind,3,1,1.011465e8
DK0 0,DK0 0 solar,3,1,308.59146
BE0 0,DK0 0 nuclear,3,1,2891.3372
DK3 0,DK3 0 CCGT,4,1,2206.7593
DK3 0,DK3 0 OCGT,4,1,483.32797
DK3 0,DK3 0 biomass,4,1,3.578817e8
DK3 0,DK3 0 coal,4,1,149.6496
DK3 0,DK3 0 offwind-ac,4,1,3.7775884e7
DK3 0,DK3 0 offwind-dc,4,1,4.7674456e7
DK3 0,DK3 0 oil,4,1,233.43541
DK3 0,DK3 0 onwind,4,1,1.778641e8
BE0 0,DK3 0 nuclear,4,1,3379.1118
FR0 0,FR0 0 CCGT,5,1,1020.95245
FR0 0,FR0 0 OCGT,5,1,360.81567
FR0 0,FR0 0 coal,5,1,122.47958
FR0 0,FR0 0 nuclear,5,1,1.3447547e10
FR0 0,FR0 0 offwind-ac,5,1,565490.56
FR0 0,FR0 0 offwind-dc,5,1,5.7772056e7
FR0 0,FR0 0 oil,5,1,168.35127
FR0 0,FR0 0 onwind,5,1,1.1428479e9
FR0 0,FR0 0 ror,5,1,8.785612e8
FR0 0,FR0 0 solar,5,1,3.485744e7
GB4 0,GB4 0 CCGT,6,1,4498.183
GB4 0,GB4 0 coal,6,1,111.81801
GB4 0,GB4 0 offwind-ac,6,1,1.5928444e7
GB4 0,GB4 0 offwind-dc,6,1,7.867443e7
GB4 0,GB4 0 oil,6,1,157.90654
GB4 0,GB4 0 onwind,6,1,5.0514696e7
GB4 0,GB4 0 solar,6,1,3.0983312e6
GB5 0,GB5 0 CCGT,7,1,2073.0085
GB5 0,GB5 0 OCGT,7,1,495.61377
GB5 0,GB5 0 biomass,7,1,9.96785e9
GB5 0,GB5 0 coal,7,1,144.36931
GB5 0,GB5 0 nuclear,7,1,1.9928462e9
GB5 0,GB5 0 offwind-ac,7,1,4.8436797e8
GB5 0,GB5 0 offwind-dc,7,1,5.633542e8
GB5 0,GB5 0 oil,7,1,210.33662
GB5 0,GB5 0 onwind,7,1,6.8997056e8
GB5 0,GB5 0 ror,7,1,3.3066112e8
GB5 0,GB5 0 solar,7,1,1536.6299
NL0 0,NL0 0 CCGT,8,1,6856.086
NL0 0,NL0 0 OCGT,8,1,650.7407
NL0 0,NL0 0 coal,8,1,171.66226
NL0 0,NL0 0 nuclear,8,1,2.2370442e9
NL0 0,NL0 0 offwind-ac,8,1,1.30770936e8
NL0 0,NL0 0 offwind-dc,8,1,1.2737506e8
NL0 0,NL0 0 onwind,8,1,3.2519027e8
NL0 0,NL0 0 solar,8,1,499.385
NO3 0,NO3 0 CCGT,9,1,41.1358
NO3 0,NO3 0 OCGT,9,1,28.447
NO3 0,NO3 0 offwind-ac,9,1,30.531677
NO3 0,NO3 0 offwind-dc,9,1,18.61009
NO3 0,NO3 0 onwind,9,1,92.336784
NO3 0,NO3 0 solar,9,1,6.558033
SE3 2,NO3 0 coal,9,1,14.918108
NL0 0,NO3 0 nuclear,9,1,107.6963
SE3 0,SE3 0 CCGT,10,1,394.26678
SE3 1,SE3 0 biomass,10,1,1.5773995e8
SE3 2,SE3 0 coal,10,1,97.846504
SE3 3,SE3 0 nuclear,10,1,0.0
SE3 4,SE3 0 offwind-ac,10,1,417.69324
SE3 5,SE3 0 offwind-dc,10,1,671.3203
SE3 6,SE3 0 oil,10,1,143.92189
SE3 7,SE3 0 onwind,10,1,4.1354048e8
SE3 8,SE3 0 ror,10,1,0.0
SE3 9,SE3 0 solar,10,1,66.53036
DE0 0,DE0 0 hydro,2,1,3.5352006e8
FR0 0,FR0 0 hydro,5,1,1.5703217e9
GB5 0,GB5 0 hydro,7,1,0.0
NO3 0,NO3 0 hydro,9,1,5.3254358e8
SE3 0,SE3 0 hydro,10,1,2.9122947e9
DE0 0,DE0 0 PHS,2,1,1.3988573e9
FR0 0,FR0 0 PHS,5,1,6.9107e8
GB5 0,GB5 0 PHS,7,1,6106.595
NO3 0,NO3 0 PHS,9,1,0.0
SE3 0,SE3 0 PHS,10,1,0.0
BE0 0,BE0 0 Battery,1,1,57592.836
DE0 0,DE0 0 Battery,2,1,62482.68
DK0 0,DK0 0 Battery,3,1,83598.39
DK3 0,DK3 0 Battery,4,1,14793.236
FR0 0,FR0 0 Battery,5,1,8399.26
GB4 0,GB4 0 Battery,6,1,10082.747
GB5 0,GB5 0 Battery,7,1,4.070404e8
NL0 0,NL0 0 Battery,8,1,2.0621979e8
NO0 0,NO0 0 Battery,9,1,220.64813
SE3 0,SE3 0 Battery,10,1,1047.3971
