Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_Tonne,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_H2_tonne_per_hr_z1
,,,,,,,194,5.4
,,,,,,,195,4.98
,,,,,,,196,7.38
,,,,,,,197,13.29
,,,,,,,198,21.81
,,,,,,,199,32.94
,,,,,,,200,45
,,,,,,,201,56.85
,,,,,,,202,63.06
,,,,,,,203,65.04
,,,,,,,204,67.86
,,,,,,,205,72.21
,,,,,,,206,75.45
,,,,,,,207,78.96
,,,,,,,208,80.94
,,,,,,,209,77.01
,,,,,,,210,69.72
,,,,,,,211,57.87
,,,,,,,212,44.79
,,,,,,,213,34.2
,,,,,,,214,26.49
,,,,,,,215,18.6
,,,,,,,216,11.85
,,,,,,,217,5.07
,,,,,,,218,3.72
,,,,,,,219,5.22
,,,,,,,220,12.15
,,,,,,,221,26.13
,,,,,,,222,42
,,,,,,,223,51.96
,,,,,,,224,59.55
,,,,,,,225,62.73
,,,,,,,226,60.03
,,,,,,,227,59.7
,,,,,,,228,61.89
,,,,,,,229,65.79
,,,,,,,230,68.31
,,,,,,,231,73.86
,,,,,,,232,78.42
,,,,,,,233,76.23
,,,,,,,234,71.67
,,,,,,,235,59.04
,,,,,,,236,43.35
,,,,,,,237,31.38
,,,,,,,238,23.61
,,,,,,,239,14.01
,,,,,,,240,7.92
,,,,,,,241,5.28
,,,,,,,242,3.87
,,,,,,,243,5.46
,,,,,,,244,12.69
,,,,,,,245,27.3
,,,,,,,246,43.86
,,,,,,,247,54.24
,,,,,,,248,62.16
,,,,,,,249,65.52
,,,,,,,250,62.7
,,,,,,,251,62.34
,,,,,,,252,64.62
,,,,,,,253,68.67
,,,,,,,254,71.31
,,,,,,,255,77.13
,,,,,,,256,81.9
,,,,,,,257,79.59
,,,,,,,258,74.85
,,,,,,,259,61.62
,,,,,,,260,45.27
,,,,,,,261,32.76
,,,,,,,262,24.66
,,,,,,,263,14.61
,,,,,,,264,8.28
,,,,,,,265,5.58
,,,,,,,266,4.08
,,,,,,,267,5.76
,,,,,,,268,13.38
,,,,,,,269,28.83
,,,,,,,270,46.32
,,,,,,,271,57.3
,,,,,,,272,65.67
,,,,,,,273,69.21
,,,,,,,274,66.21
,,,,,,,275,65.85
,,,,,,,276,68.28
,,,,,,,277,72.54
,,,,,,,278,75.33
,,,,,,,279,81.48
,,,,,,,280,86.49
,,,,,,,281,84.09
,,,,,,,282,79.05
,,,,,,,283,65.1
,,,,,,,284,47.82
,,,,,,,285,34.59
,,,,,,,286,26.04
,,,,,,,287,15.45
,,,,,,,288,8.73
,,,,,,,289,8.58
,,,,,,,290,6.06
,,,,,,,291,5.88
,,,,,,,292,8.22
,,,,,,,293,15.27
,,,,,,,294,25.08
,,,,,,,295,38.07
,,,,,,,296,51.72
,,,,,,,297,65.55
,,,,,,,298,72.6
,,,,,,,299,74.94
,,,,,,,300,78.39
,,,,,,,301,83.28
,,,,,,,302,86.94
,,,,,,,303,91.2
,,,,,,,304,93.57
,,,,,,,305,88.92
,,,,,,,306,80.43
,,,,,,,307,66.84
,,,,,,,308,51.96
,,,,,,,309,39.66
,,,,,,,310,30.96
,,,,,,,311,21.6
,,,,,,,312,13.98
,,,,,,,313,8.64
,,,,,,,314,11.13
,,,,,,,315,4.08
,,,,,,,316,6.36
,,,,,,,317,11.88
,,,,,,,318,19.5
,,,,,,,319,29.79
,,,,,,,320,42.18
,,,,,,,321,55.11
,,,,,,,322,70.92
,,,,,,,323,81.03
,,,,,,,324,83.1
,,,,,,,325,82.74
,,,,,,,326,80.25
,,,,,,,327,78.54
,,,,,,,328,75.12
,,,,,,,329,71.49
,,,,,,,330,64.08
,,,,,,,331,55.11
,,,,,,,332,44.07
,,,,,,,333,35.13
,,,,,,,334,27.3
,,,,,,,335,19.68
,,,,,,,336,13.41
,,,,,,,337,4.86
,,,,,,,338,3.66
,,,,,,,339,5.25
,,,,,,,340,12
,,,,,,,341,24.72
,,,,,,,342,40.23
,,,,,,,343,50.37
,,,,,,,344,57.72
,,,,,,,345,60.72
,,,,,,,346,64.29
,,,,,,,347,76.23
,,,,,,,348,81.18
,,,,,,,349,83.58
,,,,,,,350,81.99
,,,,,,,351,81.18
,,,,,,,352,77.82
,,,,,,,353,73.83
,,,,,,,354,65.28
,,,,,,,355,54.36
,,,,,,,356,41.43
,,,,,,,357,31.5
,,,,,,,358,21.96
,,,,,,,359,13.59
,,,,,,,360,8.04
,,,,,,,361,7.47
,,,,,,,362,5.4
,,,,,,,363,4.98
,,,,,,,364,7.38
,,,,,,,365,13.29
,,,,,,,366,21.81
,,,,,,,367,32.94
,,,,,,,368,45
,,,,,,,369,56.85
,,,,,,,370,63.06
,,,,,,,371,65.04
,,,,,,,372,67.86
,,,,,,,373,72.21
,,,,,,,374,75.45
,,,,,,,375,78.96
,,,,,,,376,80.94
,,,,,,,377,77.01
,,,,,,,378,69.72
,,,,,,,379,57.87
,,,,,,,380,44.79
,,,,,,,381,34.2
,,,,,,,382,26.49
,,,,,,,383,18.6
,,,,,,,384,11.85
,,,,,,,385,5.07
,,,,,,,386,3.72
,,,,,,,387,5.22
,,,,,,,388,12.15
,,,,,,,389,26.13
,,,,,,,390,42
,,,,,,,391,51.96
,,,,,,,392,59.55
,,,,,,,393,62.73
,,,,,,,394,60.03
,,,,,,,395,59.7
,,,,,,,396,61.89
,,,,,,,397,65.79
,,,,,,,398,68.31
,,,,,,,399,73.86
,,,,,,,400,78.42
,,,,,,,401,76.23
,,,,,,,402,71.67
,,,,,,,403,59.04
,,,,,,,404,43.35
,,,,,,,405,31.38
,,,,,,,406,23.61
,,,,,,,407,14.01
,,,,,,,408,7.92
,,,,,,,409,5.28
,,,,,,,410,3.87
,,,,,,,411,5.46
,,,,,,,412,12.69
,,,,,,,413,27.3
,,,,,,,414,43.86
,,,,,,,415,54.24
,,,,,,,416,62.16
,,,,,,,417,65.52
,,,,,,,418,62.7
,,,,,,,419,62.34
,,,,,,,420,64.62
,,,,,,,421,68.67
,,,,,,,422,71.31
,,,,,,,423,77.13
,,,,,,,424,81.9
,,,,,,,425,79.59
,,,,,,,426,74.85
,,,,,,,427,61.62
,,,,,,,428,45.27
,,,,,,,429,32.76
,,,,,,,430,24.66
,,,,,,,431,14.61
,,,,,,,432,8.28
,,,,,,,433,5.58
,,,,,,,434,4.08
,,,,,,,435,5.76
,,,,,,,436,13.38
,,,,,,,437,28.83
,,,,,,,438,46.32
,,,,,,,439,57.3
,,,,,,,440,65.67
,,,,,,,441,69.21
,,,,,,,442,66.21
,,,,,,,443,65.85
,,,,,,,444,68.28
,,,,,,,445,72.54
,,,,,,,446,75.33
,,,,,,,447,81.48
,,,,,,,448,86.49
,,,,,,,449,84.09
,,,,,,,450,79.05
,,,,,,,451,65.1
,,,,,,,452,47.82
,,,,,,,453,34.59
,,,,,,,454,26.04
,,,,,,,455,15.45
,,,,,,,456,8.73
,,,,,,,457,8.58
,,,,,,,458,6.06
,,,,,,,459,5.88
,,,,,,,460,8.22
,,,,,,,461,15.27
,,,,,,,462,25.08
,,,,,,,463,38.07
,,,,,,,464,51.72
,,,,,,,465,65.55
,,,,,,,466,72.6
,,,,,,,467,74.94
,,,,,,,468,78.39
,,,,,,,469,83.28
,,,,,,,470,86.94
,,,,,,,471,91.2
,,,,,,,472,93.57
,,,,,,,473,88.92
,,,,,,,474,80.43
,,,,,,,475,66.84
,,,,,,,476,51.96
,,,,,,,477,39.66
,,,,,,,478,30.96
,,,,,,,479,21.6
,,,,,,,480,13.98
,,,,,,,481,8.64
,,,,,,,482,11.13
,,,,,,,483,4.08
,,,,,,,484,6.36
,,,,,,,485,11.88
,,,,,,,486,19.5
,,,,,,,487,29.79
,,,,,,,488,42.18
,,,,,,,489,55.11
,,,,,,,490,70.92
,,,,,,,491,81.03
,,,,,,,492,83.1
,,,,,,,493,82.74
,,,,,,,494,80.25
,,,,,,,495,78.54
,,,,,,,496,75.12
,,,,,,,497,71.49
,,,,,,,498,64.08
,,,,,,,499,55.11
,,,,,,,500,44.07
,,,,,,,501,35.13
,,,,,,,502,27.3
,,,,,,,503,19.68
,,,,,,,504,13.41
,,,,,,,505,4.86
,,,,,,,506,3.66
,,,,,,,507,5.25
,,,,,,,508,12
,,,,,,,509,24.72
,,,,,,,510,40.23
,,,,,,,511,50.37
,,,,,,,512,57.72
,,,,,,,513,60.72
,,,,,,,514,64.29
,,,,,,,515,76.23
,,,,,,,516,81.18
,,,,,,,517,83.58
,,,,,,,518,81.99
,,,,,,,519,81.18
,,,,,,,520,77.82
,,,,,,,521,73.83
,,,,,,,522,65.28
,,,,,,,523,54.36
,,,,,,,524,41.43
,,,,,,,525,31.5
,,,,,,,526,21.96
,,,,,,,527,13.59
,,,,,,,528,8.04
,,,,,,,529,7.47
,,,,,,,530,5.4
,,,,,,,531,4.98
,,,,,,,532,7.38
,,,,,,,533,13.29
,,,,,,,534,21.81
,,,,,,,535,32.94
,,,,,,,536,45
,,,,,,,537,56.85
,,,,,,,538,63.06
,,,,,,,539,65.04
,,,,,,,540,67.86
,,,,,,,541,72.21
,,,,,,,542,75.45
,,,,,,,543,78.96
,,,,,,,544,80.94
,,,,,,,545,77.01
,,,,,,,546,69.72
,,,,,,,547,57.87
,,,,,,,548,44.79
,,,,,,,549,34.2
,,,,,,,550,26.49
,,,,,,,551,18.6
,,,,,,,552,11.85
,,,,,,,553,5.07
,,,,,,,554,3.72
,,,,,,,555,5.22
,,,,,,,556,12.15
,,,,,,,557,26.13
,,,,,,,558,42
,,,,,,,559,51.96
,,,,,,,560,59.55
,,,,,,,561,62.73
,,,,,,,562,60.03
,,,,,,,563,59.7
,,,,,,,564,61.89
,,,,,,,565,65.79
,,,,,,,566,68.31
,,,,,,,567,73.86
,,,,,,,568,78.42
,,,,,,,569,76.23
,,,,,,,570,71.67
,,,,,,,571,59.04
,,,,,,,572,43.35
,,,,,,,573,31.38
,,,,,,,574,23.61
,,,,,,,575,14.01
,,,,,,,576,7.92
,,,,,,,577,5.28
,,,,,,,578,3.87
,,,,,,,579,5.46
,,,,,,,580,12.69
,,,,,,,581,27.3
,,,,,,,582,43.86
,,,,,,,583,54.24
,,,,,,,584,62.16
,,,,,,,585,65.52
,,,,,,,586,62.7
,,,,,,,587,62.34
,,,,,,,588,64.62
,,,,,,,589,68.67
,,,,,,,590,71.31
,,,,,,,591,77.13
,,,,,,,592,81.9
,,,,,,,593,79.59
,,,,,,,594,74.85
,,,,,,,595,61.62
,,,,,,,596,45.27
,,,,,,,597,32.76
,,,,,,,598,24.66
,,,,,,,599,14.61
,,,,,,,600,8.28
,,,,,,,601,5.58
,,,,,,,602,4.08
,,,,,,,603,5.76
,,,,,,,604,13.38
,,,,,,,605,28.83
,,,,,,,606,46.32
,,,,,,,607,57.3
,,,,,,,608,65.67
,,,,,,,609,69.21
,,,,,,,610,66.21
,,,,,,,611,65.85
,,,,,,,612,68.28
,,,,,,,613,72.54
,,,,,,,614,75.33
,,,,,,,615,81.48
,,,,,,,616,86.49
,,,,,,,617,84.09
,,,,,,,618,79.05
,,,,,,,619,65.1
,,,,,,,620,47.82
,,,,,,,621,34.59
,,,,,,,622,26.04
,,,,,,,623,15.45
,,,,,,,624,8.73
,,,,,,,625,8.58
,,,,,,,626,6.06
,,,,,,,627,5.88
,,,,,,,628,8.22
,,,,,,,629,15.27
,,,,,,,630,25.08
,,,,,,,631,38.07
,,,,,,,632,51.72
,,,,,,,633,65.55
,,,,,,,634,72.6
,,,,,,,635,74.94
,,,,,,,636,78.39
,,,,,,,637,83.28
,,,,,,,638,86.94
,,,,,,,639,91.2
,,,,,,,640,93.57
,,,,,,,641,88.92
,,,,,,,642,80.43
,,,,,,,643,66.84
,,,,,,,644,51.96
,,,,,,,645,39.66
,,,,,,,646,30.96
,,,,,,,647,21.6
,,,,,,,648,13.98
,,,,,,,649,8.64
,,,,,,,650,11.13
,,,,,,,651,4.08
,,,,,,,652,6.36
,,,,,,,653,11.88
,,,,,,,654,19.5
,,,,,,,655,29.79
,,,,,,,656,42.18
,,,,,,,657,55.11
,,,,,,,658,70.92
,,,,,,,659,81.03
,,,,,,,660,83.1
,,,,,,,661,82.74
,,,,,,,662,80.25
,,,,,,,663,78.54
,,,,,,,664,75.12
,,,,,,,665,71.49
,,,,,,,666,64.08
,,,,,,,667,55.11
,,,,,,,668,44.07
,,,,,,,669,35.13
,,,,,,,670,27.3
,,,,,,,671,19.68
,,,,,,,672,13.41
,,,,,,,673,4.86
,,,,,,,674,3.66
,,,,,,,675,5.25
,,,,,,,676,12
,,,,,,,677,24.72
,,,,,,,678,40.23
,,,,,,,679,50.37
,,,,,,,680,57.72
,,,,,,,681,60.72
,,,,,,,682,64.29
,,,,,,,683,76.23
,,,,,,,684,81.18
,,,,,,,685,83.58
,,,,,,,686,81.99
,,,,,,,687,81.18
,,,,,,,688,77.82
,,,,,,,689,73.83
,,,,,,,690,65.28
,,,,,,,691,54.36
,,,,,,,692,41.43
,,,,,,,693,31.5
,,,,,,,694,21.96
,,,,,,,695,13.59
,,,,,,,696,8.04
,,,,,,,697,7.47
,,,,,,,698,5.4
,,,,,,,699,4.98
,,,,,,,700,7.38
,,,,,,,701,13.29
,,,,,,,702,21.81
,,,,,,,703,32.94
,,,,,,,704,45
,,,,,,,705,56.85
,,,,,,,706,63.06
,,,,,,,707,65.04
,,,,,,,708,67.86
,,,,,,,709,72.21
,,,,,,,710,75.45
,,,,,,,711,78.96
,,,,,,,712,80.94
,,,,,,,713,77.01
,,,,,,,714,69.72
,,,,,,,715,57.87
,,,,,,,716,44.79
,,,,,,,717,34.2
,,,,,,,718,26.49
,,,,,,,719,18.6
,,,,,,,720,11.85
,,,,,,,721,5.07
,,,,,,,722,3.72
,,,,,,,723,5.22
,,,,,,,724,12.15
,,,,,,,725,26.13
,,,,,,,726,42
,,,,,,,727,51.96
,,,,,,,728,59.55
,,,,,,,729,62.73
,,,,,,,730,60.03
,,,,,,,731,59.7
,,,,,,,732,61.89
,,,,,,,733,65.79
,,,,,,,734,68.31
,,,,,,,735,73.86
,,,,,,,736,78.42
,,,,,,,737,76.23
,,,,,,,738,71.67
,,,,,,,739,59.04
,,,,,,,740,43.35
,,,,,,,741,31.38
,,,,,,,742,23.61
,,,,,,,743,14.01
,,,,,,,744,7.92
,,,,,,,745,5.28
,,,,,,,746,3.87
,,,,,,,747,5.46
,,,,,,,748,12.69
,,,,,,,749,27.3
,,,,,,,750,43.86
,,,,,,,751,54.24
,,,,,,,752,62.16
,,,,,,,753,65.52
,,,,,,,754,62.7
,,,,,,,755,62.34
,,,,,,,756,64.62
,,,,,,,757,68.67
,,,,,,,758,71.31
,,,,,,,759,77.13
,,,,,,,760,81.9
,,,,,,,761,79.59
,,,,,,,762,74.85
,,,,,,,763,61.62
,,,,,,,764,45.27
,,,,,,,765,32.76
,,,,,,,766,24.66
,,,,,,,767,14.61
,,,,,,,768,8.28
,,,,,,,769,5.58
,,,,,,,770,4.08
,,,,,,,771,5.76
,,,,,,,772,13.38
,,,,,,,773,28.83
,,,,,,,774,46.32
,,,,,,,775,57.3
,,,,,,,776,65.67
,,,,,,,777,69.21
,,,,,,,778,66.21
,,,,,,,779,65.85
,,,,,,,780,68.28
,,,,,,,781,72.54
,,,,,,,782,75.33
,,,,,,,783,81.48
,,,,,,,784,86.49
,,,,,,,785,84.09
,,,,,,,786,79.05
,,,,,,,787,65.1
,,,,,,,788,47.82
,,,,,,,789,34.59
,,,,,,,790,26.04
,,,,,,,791,15.45
,,,,,,,792,8.73
,,,,,,,793,8.58
,,,,,,,794,6.06
,,,,,,,795,5.88
,,,,,,,796,8.22
,,,,,,,797,15.27
,,,,,,,798,25.08
,,,,,,,799,38.07
,,,,,,,800,51.72
,,,,,,,801,65.55
,,,,,,,802,72.6
,,,,,,,803,74.94
,,,,,,,804,78.39
,,,,,,,805,83.28
,,,,,,,806,86.94
,,,,,,,807,91.2
,,,,,,,808,93.57
,,,,,,,809,88.92
,,,,,,,810,80.43
,,,,,,,811,66.84
,,,,,,,812,51.96
,,,,,,,813,39.66
,,,,,,,814,30.96
,,,,,,,815,21.6
,,,,,,,816,13.98
,,,,,,,817,8.64
,,,,,,,818,11.13
,,,,,,,819,4.08
,,,,,,,820,6.36
,,,,,,,821,11.88
,,,,,,,822,19.5
,,,,,,,823,29.79
,,,,,,,824,42.18
,,,,,,,825,55.11
,,,,,,,826,70.92
,,,,,,,827,81.03
,,,,,,,828,83.1
,,,,,,,829,82.74
,,,,,,,830,80.25
,,,,,,,831,78.54
,,,,,,,832,75.12
,,,,,,,833,71.49
,,,,,,,834,64.08
,,,,,,,835,55.11
,,,,,,,836,44.07
,,,,,,,837,35.13
,,,,,,,838,27.3
,,,,,,,839,19.68
,,,,,,,840,13.41
,,,,,,,841,4.86
,,,,,,,842,3.66
,,,,,,,843,5.25
,,,,,,,844,12
,,,,,,,845,24.72
,,,,,,,846,40.23
,,,,,,,847,50.37
,,,,,,,848,57.72
,,,,,,,849,60.72
,,,,,,,850,64.29
,,,,,,,851,76.23
,,,,,,,852,81.18
,,,,,,,853,83.58
,,,,,,,854,81.99
,,,,,,,855,81.18
,,,,,,,856,77.82
,,,,,,,857,73.83
,,,,,,,858,65.28
,,,,,,,859,54.36
,,,,,,,860,41.43
,,,,,,,861,31.5
,,,,,,,862,21.96
,,,,,,,863,13.59
,,,,,,,864,8.04
,,,,,,,865,7.47
,,,,,,,866,5.4
,,,,,,,867,4.98
,,,,,,,868,7.38
,,,,,,,869,13.29
,,,,,,,870,21.81
,,,,,,,871,32.94
,,,,,,,872,45
,,,,,,,873,56.85
,,,,,,,874,63.06
,,,,,,,875,65.04
,,,,,,,876,67.86
,,,,,,,877,72.21
,,,,,,,878,75.45
,,,,,,,879,78.96
,,,,,,,880,80.94
,,,,,,,881,77.01
,,,,,,,882,69.72
,,,,,,,883,57.87
,,,,,,,884,44.79
,,,,,,,885,34.2
,,,,,,,886,26.49
,,,,,,,887,18.6
,,,,,,,888,11.85
,,,,,,,889,5.07
,,,,,,,890,3.72
,,,,,,,891,5.22
,,,,,,,892,12.15
,,,,,,,893,26.13
,,,,,,,894,42
,,,,,,,895,51.96
,,,,,,,896,59.55
,,,,,,,897,62.73
,,,,,,,898,60.03
,,,,,,,899,59.7
,,,,,,,900,61.89
,,,,,,,901,65.79
,,,,,,,902,68.31
,,,,,,,903,73.86
,,,,,,,904,78.42
,,,,,,,905,76.23
,,,,,,,906,71.67
,,,,,,,907,59.04
,,,,,,,908,43.35
,,,,,,,909,31.38
,,,,,,,910,23.61
,,,,,,,911,14.01
,,,,,,,912,7.92
,,,,,,,913,5.28
,,,,,,,914,3.87
,,,,,,,915,5.46
,,,,,,,916,12.69
,,,,,,,917,27.3
,,,,,,,918,43.86
,,,,,,,919,54.24
,,,,,,,920,62.16
,,,,,,,921,65.52
,,,,,,,922,62.7
,,,,,,,923,62.34
,,,,,,,924,64.62
,,,,,,,925,68.67
,,,,,,,926,71.31
,,,,,,,927,77.13
,,,,,,,928,81.9
,,,,,,,929,79.59
,,,,,,,930,74.85
,,,,,,,931,61.62
,,,,,,,932,45.27
,,,,,,,933,32.76
,,,,,,,934,24.66
,,,,,,,935,14.61
,,,,,,,936,8.28
,,,,,,,937,5.58
,,,,,,,938,4.08
,,,,,,,939,5.76
,,,,,,,940,13.38
,,,,,,,941,28.83
,,,,,,,942,46.32
,,,,,,,943,57.3
,,,,,,,944,65.67
,,,,,,,945,69.21
,,,,,,,946,66.21
,,,,,,,947,65.85
,,,,,,,948,68.28
,,,,,,,949,72.54
,,,,,,,950,75.33
,,,,,,,951,81.48
,,,,,,,952,86.49
,,,,,,,953,84.09
,,,,,,,954,79.05
,,,,,,,955,65.1
,,,,,,,956,47.82
,,,,,,,957,34.59
,,,,,,,958,26.04
,,,,,,,959,15.45
,,,,,,,960,8.73
,,,,,,,961,8.58
,,,,,,,962,6.06
,,,,,,,963,5.88
,,,,,,,964,8.22
,,,,,,,965,15.27
,,,,,,,966,25.08
,,,,,,,967,38.07
,,,,,,,968,51.72
,,,,,,,969,65.55
,,,,,,,970,72.6
,,,,,,,971,74.94
,,,,,,,972,78.39
,,,,,,,973,83.28
,,,,,,,974,86.94
,,,,,,,975,91.2
,,,,,,,976,93.57
,,,,,,,977,88.92
,,,,,,,978,80.43
,,,,,,,979,66.84
,,,,,,,980,51.96
,,,,,,,981,39.66
,,,,,,,982,30.96
,,,,,,,983,21.6
,,,,,,,984,13.98
,,,,,,,985,8.64
,,,,,,,986,11.13
,,,,,,,987,4.08
,,,,,,,988,6.36
,,,,,,,989,11.88
,,,,,,,990,19.5
,,,,,,,991,29.79
,,,,,,,992,42.18
,,,,,,,993,55.11
,,,,,,,994,70.92
,,,,,,,995,81.03
,,,,,,,996,83.1
,,,,,,,997,82.74
,,,,,,,998,80.25
,,,,,,,999,78.54
,,,,,,,1000,75.12
,,,,,,,1001,71.49
,,,,,,,1002,64.08
,,,,,,,1003,55.11
,,,,,,,1004,44.07
,,,,,,,1005,35.13
,,,,,,,1006,27.3
,,,,,,,1007,19.68
,,,,,,,1008,13.41
,,,,,,,1009,4.86
,,,,,,,1010,3.66
,,,,,,,1011,5.25
,,,,,,,1012,12
,,,,,,,1013,24.72
,,,,,,,1014,40.23
,,,,,,,1015,50.37
,,,,,,,1016,57.72
,,,,,,,1017,60.72
,,,,,,,1018,64.29
,,,,,,,1019,76.23
,,,,,,,1020,81.18
,,,,,,,1021,83.58
,,,,,,,1022,81.99
,,,,,,,1023,81.18
,,,,,,,1024,77.82
,,,,,,,1025,73.83
,,,,,,,1026,65.28
,,,,,,,1027,54.36
,,,,,,,1028,41.43
,,,,,,,1029,31.5
,,,,,,,1030,21.96
,,,,,,,1031,13.59
,,,,,,,1032,8.04
,,,,,,,1033,7.47
,,,,,,,1034,5.4
,,,,,,,1035,4.98
,,,,,,,1036,7.38
,,,,,,,1037,13.29
,,,,,,,1038,21.81
,,,,,,,1039,32.94
,,,,,,,1040,45
,,,,,,,1041,56.85
,,,,,,,1042,63.06
,,,,,,,1043,65.04
,,,,,,,1044,67.86
,,,,,,,1045,72.21
,,,,,,,1046,75.45
,,,,,,,1047,78.96
,,,,,,,1048,80.94
,,,,,,,1049,77.01
,,,,,,,1050,69.72
,,,,,,,1051,57.87
,,,,,,,1052,44.79
,,,,,,,1053,34.2
,,,,,,,1054,26.49
,,,,,,,1055,18.6
,,,,,,,1056,11.85
,,,,,,,1057,5.07
,,,,,,,1058,3.72
