Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_Tonne,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_CO2_tonne_per_hr_z1,Load_CO2_tonne_per_hr_z2,Load_CO2_tonne_per_hr_z3,Load_CO2_tonne_per_hr_z4,Load_CO2_tonne_per_hr_z5,Load_CO2_tonne_per_hr_z6,Load_CO2_tonne_per_hr_z7
50000000,1,1,0,1,168,1,1,7.940679241,6.646438847,9.096001359,5.466679963,3.172428095,2.328094071,5.623509537
,,,,,,,2,6.012678233,11.09385829,0.131291495,1.408560484,7.944381018,1.673612499,10.33060945
,,,,,,,3,6.673470987,2.560922754,1.447595844,6.876496007,10.87493702,9.441926465,9.15944401
,,,,,,,4,7.909360945,7.208994446,1.692117822,3.474423466,6.746752857,6.239132946,0.239262774
,,,,,,,5,8.215097546,10.57723761,5.807014129,0.732548957,9.911401601,8.536315565,1.916083193
,,,,,,,6,7.431664094,5.881353005,8.265706834,8.869161904,5.085450667,0.842696208,1.22220764
,,,,,,,7,2.04071394,7.610563976,9.22946554,3.434434585,2.004085634,4.5697818,9.157954114
,,,,,,,8,0.913731331,6.274343927,0.294928646,8.325737665,2.238491088,4.411087828,10.83405132
,,,,,,,9,7.207054351,3.33757346,11.1642816,8.99657583,9.005840144,5.091440694,4.125814634
,,,,,,,10,1.658527611,11.17682423,4.836724486,7.110948466,7.586365973,6.164277292,0.075971383
,,,,,,,11,6.353643254,7.914463429,7.855139407,8.158286717,8.01714963,6.073442602,3.313400239
,,,,,,,12,2.848865328,10.99852888,7.098994667,5.188418599,0.901888658,5.647766582,1.048428462
,,,,,,,13,2.074203023,5.348190145,10.93730032,2.60894665,7.557849505,9.162529186,4.771445961
,,,,,,,14,8.630896217,7.97226889,7.129218434,4.736271384,1.957203092,10.05842294,7.640979134
,,,,,,,15,4.359506025,4.305587563,1.572143453,3.044115505,6.285794924,7.393779242,1.75155291
,,,,,,,16,7.248803854,8.454927955,3.892701342,4.341478737,9.67557733,1.352705676,4.673217751
,,,,,,,17,3.073920699,9.576036696,5.784404693,0.908452642,5.332433909,11.11745934,1.840394868
,,,,,,,18,5.892314674,4.821219815,7.77289198,10.53671087,2.572875685,0.280700811,6.517972987
,,,,,,,19,1.9830402,4.207033857,0.007497035,5.442718687,6.142731657,2.044825882,1.915579255
,,,,,,,20,1.109949646,7.644084083,9.672842036,1.945859441,1.989828312,9.862105634,3.912101204
,,,,,,,21,0.194034541,0.395847138,2.17784998,0.917044074,6.528063119,2.80506487,10.55172865
,,,,,,,22,1.675948351,9.126701139,7.741281774,6.393201507,6.917756686,6.881102796,3.519185663
,,,,,,,23,3.128062873,9.481860773,6.90920738,1.852503453,7.395066949,4.368652373,1.427570961
,,,,,,,24,3.492950853,9.004352839,6.959654596,8.169423342,9.292316191,10.87925696,3.673085603
,,,,,,,25,3.921592402,3.547679568,8.90136626,6.836513833,5.967577539,8.521771051,5.674404916
,,,,,,,26,5.825777664,0.89211019,0.339523363,11.09686615,7.603629292,4.407074544,2.268840466
,,,,,,,27,10.4869767,4.726538282,6.089707998,8.131755492,4.781465344,5.887692914,6.014812212
,,,,,,,28,8.785132927,2.070352273,4.736869125,1.156415866,5.07012454,1.02297071,5.458909029
,,,,,,,29,8.327439142,3.527879024,10.09822033,2.417504525,6.333757078,4.057472434,7.64183104
,,,,,,,30,9.43316473,5.602931913,1.135853101,8.427480656,5.567376552,1.129698113,2.33117942
,,,,,,,31,4.173791576,10.86538371,0.761100964,10.38159448,0.073337193,6.191521013,3.772924861
,,,,,,,32,3.827085559,4.415110705,10.01989859,8.581677653,8.786202338,4.574574293,1.884406799
,,,,,,,33,7.159842759,7.76184554,4.05466416,0.580477367,0.239403266,8.992615286,0.913293872
,,,,,,,34,3.620171506,6.330101441,4.786179577,10.47680469,4.113310142,5.347741228,8.835058021
,,,,,,,35,5.92336974,3.420482163,9.875829206,5.207529272,5.288465876,0.59010378,4.562549361
,,,,,,,36,8.34756788,8.643550361,5.150225305,2.028255633,3.960776392,6.366115231,10.69283799
,,,,,,,37,0.646681405,7.180705261,3.90565516,0.48385407,5.625015126,4.518270371,0.714893357
,,,,,,,38,3.273563599,3.014312362,5.476817891,9.391152934,0.532761811,5.452384649,7.216318361
,,,,,,,39,9.883606581,4.109774326,9.61955426,5.410609697,10.69720723,2.845256756,1.041091545
,,,,,,,40,8.491118008,7.212924389,4.329082427,8.308302416,0.769922523,6.258059331,8.207266131
,,,,,,,41,6.745627196,5.113296322,10.93513068,2.823266321,8.973011967,9.900629063,6.185888532
,,,,,,,42,0.566989231,2.995140421,5.250753429,9.18956444,10.77345534,1.95763809,6.224900596
,,,,,,,43,10.87220277,3.57338969,6.184599775,0.677012326,1.974907985,1.405571885,1.595086818
,,,,,,,44,6.372464456,4.574661274,2.706479917,8.179245373,4.95672139,8.499815487,10.79267688
,,,,,,,45,0.708815791,4.100024032,6.429559465,6.641668471,7.092902292,11.01027519,10.74228203
,,,,,,,46,9.667963583,7.038723557,10.85182541,6.868751808,8.553545162,4.389507988,3.008396863
,,,,,,,47,5.741596385,0.997097316,4.445771238,6.760025727,8.576881882,1.319994544,2.150136425
,,,,,,,48,7.31078711,3.740999657,6.077913846,9.115818203,1.23672048,3.125378541,9.028339419
,,,,,,,49,7.444689121,8.711963663,8.476516422,4.235671901,10.12302114,10.30020787,7.338266492
,,,,,,,50,6.551366986,8.528858472,0.463708075,8.302582286,4.673696022,4.23192376,7.802742584
,,,,,,,51,3.57411249,1.032728552,1.950277284,2.814783664,1.497935653,9.498756299,9.683056438
,,,,,,,52,5.930600437,5.128372835,3.641349568,0.961162149,0.016962759,0.680043433,8.238014703
,,,,,,,53,0.68577182,9.885698981,0.87819439,6.652418607,2.800705079,2.62628675,4.542405033
,,,,,,,54,8.198954781,7.574189731,0.882570173,8.476774291,7.351349356,1.557044765,2.80811673
,,,,,,,55,1.81097501,8.166130215,3.457145727,4.072699227,2.59564855,4.115183777,3.253691747
,,,,,,,56,1.950879518,4.830092891,8.059743078,1.738067249,4.20226664,0.67988245,6.352663422
,,,,,,,57,10.2114277,7.532045688,5.092033797,2.76997308,4.232930016,10.08681638,6.208198402
,,,,,,,58,9.327326694,2.501314857,7.716311554,4.412343431,5.159393166,9.917969913,10.57632978
,,,,,,,59,7.525620731,5.037211112,6.166044182,7.954483097,2.609867725,4.002918943,8.361759506
,,,,,,,60,4.986102939,2.527579486,10.03030672,10.06515915,2.310525692,4.375675875,8.184313915
,,,,,,,61,4.366589358,5.962482552,0.893500499,5.312391098,0.671249664,10.20295425,2.190114266
,,,,,,,62,3.607491122,1.663880749,1.796026622,10.32439986,6.906880017,9.249984715,3.61013971
,,,,,,,63,3.69318785,3.353858304,6.753248437,7.707021693,9.43124024,1.130263485,2.623456278
,,,,,,,64,6.730106946,7.781528514,2.865317375,0.017389393,6.13072769,2.199684093,6.720181082
,,,,,,,65,4.579432522,2.087498128,9.751157924,9.085117446,10.0919117,8.752937448,1.309049557
,,,,,,,66,10.45920991,2.179067609,7.636295832,5.297161982,0.047923709,7.186090201,1.183964797
,,,,,,,67,5.888040633,2.562044202,1.430113303,5.111171531,3.858503675,10.79852984,7.139627531
,,,,,,,68,2.516263994,8.327097528,0.698807474,0.30629146,3.446414231,4.078978361,6.085631368
,,,,,,,69,6.068953661,3.486092839,5.580301192,6.585295601,4.662076513,3.99552016,2.377406254
,,,,,,,70,1.210531848,8.45259215,3.111692682,2.487178096,0.994115742,10.8466096,0.286536292
,,,,,,,71,5.202712848,10.0667508,9.767224228,10.1177216,11.13527769,8.743257197,8.137338883
,,,,,,,72,9.994261349,1.86149012,7.710419823,9.957827389,3.975374895,4.563045173,2.02824636
,,,,,,,73,6.765132974,3.333108824,0.389691894,6.690676444,10.54504713,5.703908325,6.090221948
,,,,,,,74,4.185492535,2.944867011,2.632214052,7.971076113,6.698450366,11.1088731,2.649069779
,,,,,,,75,3.933941014,10.70568593,5.234899725,2.175464563,1.585305084,3.348640408,7.05652941
,,,,,,,76,4.083797891,8.759164942,5.778582281,4.626692975,10.16359529,1.317327538,4.160749385
,,,,,,,77,10.67565628,1.872071336,7.936088231,10.40282072,10.47749553,5.081099453,10.72621453
,,,,,,,78,8.434573661,1.813768396,1.155202442,5.491155286,1.036309519,6.767826012,0.94243193
,,,,,,,79,2.92859512,8.243706936,0.541214784,4.398574134,6.764345231,6.5899719,4.29477417
,,,,,,,80,2.407932469,8.002869883,8.490620436,10.88537576,10.85561036,5.247345546,8.874722762
,,,,,,,81,9.478493823,2.00193937,4.809790509,3.998921434,4.417848471,8.375309099,1.30543222
,,,,,,,82,0.303070149,4.722923328,1.144243832,2.600621272,6.762491994,1.368868492,1.394824829
,,,,,,,83,9.753093613,10.53271347,2.687850045,3.605151508,3.985752712,0.807261754,9.45234533
,,,,,,,84,7.523366904,7.750148537,10.08214632,0.062452041,10.32272345,10.59490139,6.957026219
,,,,,,,85,2.657667795,7.292771382,3.061244573,5.351995845,1.041903867,5.040230688,8.348868264
,,,,,,,86,5.50451093,8.036971684,9.500457533,1.362542727,3.399762198,4.540557565,4.047121001
,,,,,,,87,8.423760785,4.050786286,1.42287566,5.669264658,6.585193527,6.045299838,4.667288299
,,,,,,,88,3.709304417,6.48158219,7.946512359,3.748594219,7.308747508,10.92998281,8.875607495
,,,,,,,89,5.619239415,8.217050795,1.321367461,10.18560617,8.87773422,8.511493435,6.721299569
,,,,,,,90,8.485817692,4.291616216,0.93911749,9.616092485,6.861980864,1.784048237,5.702965135
,,,,,,,91,10.1555642,10.25947573,2.625274401,8.417268583,6.864318128,4.979610518,8.404157814
,,,,,,,92,6.983334474,6.811443324,10.0392293,2.605248441,4.439372812,8.313012322,8.862424071
,,,,,,,93,9.151637341,6.300587583,0.189805146,3.753748809,6.046860308,1.255287333,2.624974662
,,,,,,,94,1.174821175,4.914067484,9.566979333,7.289172999,4.705873511,10.40660495,3.352946896
,,,,,,,95,10.70002954,10.13217543,8.560800937,6.393002237,1.231166835,2.105769725,2.515755804
,,,,,,,96,3.965943816,10.32623887,8.832788354,4.909944751,7.87462916,5.068449353,2.292313108
,,,,,,,97,4.624781057,7.653661236,3.97113648,8.472053471,5.295638664,4.567455196,4.270912109
,,,,,,,98,4.805589852,6.286655792,10.69113085,4.91598195,8.236970139,5.261096608,6.547816101
,,,,,,,99,8.290465898,0.524484686,8.939000759,6.503606659,0.56400119,7.490783056,0.584251805
,,,,,,,100,10.92955668,10.68105125,2.857029894,8.942909685,10.11322825,8.787230465,5.021943896
,,,,,,,101,10.95236724,6.110731546,7.801750102,4.64098522,0.609157382,6.241831283,9.285572701
,,,,,,,102,7.935943031,3.029309691,5.549700693,2.964794021,8.873783545,9.119386229,4.999012503
,,,,,,,103,2.970589241,5.875361611,3.328298826,8.704329736,6.197174693,9.434334431,3.228158788
,,,,,,,104,9.678271901,3.226772876,6.760082362,1.953969128,0.400595821,3.446848703,6.887646744
,,,,,,,105,2.436379111,7.311433812,3.829117269,10.1643601,1.062724329,9.396352327,9.852665865
,,,,,,,106,5.364483284,7.991513566,6.959936403,10.55747544,7.637694644,4.948844183,2.458434299
,,,,,,,107,6.561360237,4.574836295,1.244989483,4.623253873,9.456320966,5.252248845,7.079852076
,,,,,,,108,8.923347278,6.918939026,1.610238821,10.43651855,0.077925511,10.98967361,1.533697934
,,,,,,,109,2.478753894,10.04402396,9.571727154,5.186883249,6.194195713,8.309769298,0.570667876
,,,,,,,110,1.628356606,3.397579581,4.385986378,2.399646304,1.711830303,9.114829909,9.000965957
,,,,,,,111,3.017233765,3.757554791,8.473654144,8.676181701,0.399992629,3.398601024,8.310697715
,,,,,,,112,8.504925779,0.37770001,2.045390986,8.629005838,5.304027825,5.92664114,8.765131695
,,,,,,,113,2.062759643,8.029185104,8.019994178,2.495079113,0.72907991,11.14136249,4.344737949
,,,,,,,114,5.974849511,7.443999472,6.908295066,1.63686044,9.620953543,4.26672442,2.956037247
,,,,,,,115,3.801291414,3.850462401,3.807559785,6.576880193,2.002734869,4.809974959,7.035047564
,,,,,,,116,8.546950849,1.362842281,3.180671893,7.10850022,9.477009638,7.199219776,6.64270127
,,,,,,,117,4.694594881,9.723168703,7.752395995,10.99421546,8.851771847,4.398135568,6.705476298
,,,,,,,118,3.879692591,10.39507043,1.707104562,5.71276096,4.338367166,4.783135874,5.59985209
,,,,,,,119,6.026672382,4.623126924,7.756529907,5.910151776,9.137978823,4.448525761,8.543704206
,,,,,,,120,9.295467737,0.159746115,4.991848878,6.439538129,6.595494169,8.978241183,4.807108796
,,,,,,,121,6.575289363,1.221906497,7.402567882,3.772119735,9.561632837,9.677499971,1.603576455
,,,,,,,122,6.367479273,8.871704685,3.145540004,6.674070242,10.40391189,3.480475684,2.803413491
,,,,,,,123,10.28453624,3.210214831,8.41344651,4.294880096,3.066467429,0.129529242,0.582830929
,,,,,,,124,2.156014469,7.517418814,9.154008444,5.779134836,7.60387417,4.633714493,1.416366785
,,,,,,,125,5.464209555,5.668023047,0.910291259,7.757405954,4.987856017,5.424146208,6.145540238
,,,,,,,126,7.217016212,9.577532478,7.599386181,9.987672392,1.406256684,8.057043749,1.594467209
,,,,,,,127,7.090189541,3.493506148,3.613494998,9.568964449,3.526903595,4.525260087,6.187128166
,,,,,,,128,8.785110221,9.66626704,0.948288577,4.479195886,4.677513475,4.505187909,2.329116808
,,,,,,,129,6.028643233,0.184693967,1.54013931,3.818975188,2.606073218,3.800166357,6.335335967
,,,,,,,130,9.486077559,3.528237772,3.363194446,8.647993474,6.5486831,5.967243762,3.813824606
,,,,,,,131,7.973387562,10.88893493,2.145601919,7.514751072,6.178069795,10.7802333,6.673960868
,,,,,,,132,5.68062609,0.512350528,1.594748867,10.72378813,2.276656931,9.879443022,2.606142404
,,,,,,,133,1.280197966,5.717391245,5.106566258,8.33528663,3.446378213,5.374629334,1.403245727
,,,,,,,134,3.214425878,6.99379418,10.38012701,7.97301804,6.359607302,9.264958467,1.649680505
,,,,,,,135,7.370609585,10.68602163,6.122476017,3.393577545,7.43757689,8.508943538,0.767456853
,,,,,,,136,5.557076344,4.908417787,5.057930809,7.015795941,8.686241401,10.19159702,7.924431787
,,,,,,,137,9.970034373,1.700134094,10.11986108,4.219582429,2.362548135,3.637748506,10.69502307
,,,,,,,138,7.596149859,5.526250297,7.314923634,9.601532371,7.765486944,7.442736356,6.860356618
,,,,,,,139,0.907724743,2.314380861,2.641333767,6.58106061,1.540296791,4.226236208,7.396531671
,,,,,,,140,4.923956337,3.474957386,10.0792893,3.385585699,4.602063817,4.939339442,5.228638176
,,,,,,,141,10.29088377,6.479315065,4.460409822,6.591788053,1.969994832,0.29024234,5.759880326
,,,,,,,142,7.496141975,3.049982932,7.408997633,3.451941493,7.274651233,8.432842906,3.846848525
,,,,,,,143,9.997079632,9.680390154,2.890300163,5.183397125,9.529670311,7.936500233,6.502252267
,,,,,,,144,7.441238669,1.143497855,8.000292507,9.515978306,6.487069615,1.842108865,3.399985322
,,,,,,,145,4.598187177,3.410697859,6.224831782,9.899344243,6.704335193,8.002822449,1.925852339
,,,,,,,146,7.137964927,6.736343432,1.855777774,9.126437282,7.260358747,10.64494244,8.26179214
,,,,,,,147,5.479343513,5.11205721,0.048803139,1.857413467,3.531448851,10.86792076,8.374278224
,,,,,,,148,0.822368034,0.872839777,10.58856514,10.27114326,0.260339616,9.296969925,5.737509603
,,,,,,,149,9.718911937,0.414112045,4.251728072,10.53195534,8.222481858,2.722414104,9.846834374
,,,,,,,150,0.227828398,9.671372949,3.190626414,3.685551551,1.962005777,7.080291665,9.427933806
,,,,,,,151,1.41710125,9.109136685,11.15223949,4.501900924,4.651059595,0.03712032,1.038206976
,,,,,,,152,0.712551409,2.028929531,1.647787334,7.016764288,9.890281785,1.580468856,10.85832367
,,,,,,,153,9.093812384,6.170990544,7.915667346,4.173061114,7.372038577,4.448335357,6.523190165
,,,,,,,154,0.851732365,9.856292844,8.697459122,10.49692414,7.438870234,0.848453772,4.500933036
,,,,,,,155,4.233192049,5.002260704,3.234451135,7.853655621,8.225300814,4.01170337,6.764751661
,,,,,,,156,8.0173471,5.567996508,2.774642822,9.443600652,10.70807265,3.372981264,9.318433421
,,,,,,,157,5.7899279,6.779051063,10.24200049,5.074638566,3.88691862,10.54107894,1.523995408
,,,,,,,158,7.722727393,7.61902544,2.386426234,7.907494864,2.678524124,10.21507322,1.482912951
,,,,,,,159,1.39447652,1.784478615,10.51753478,9.584865355,7.215980301,2.233507047,11.14756125
,,,,,,,160,7.791752618,1.386501451,5.502306185,2.475749386,7.174086868,2.20489357,7.942606098
,,,,,,,161,6.967725167,3.526585061,9.260226838,8.298698657,10.79420127,3.71690657,5.541624255
,,,,,,,162,6.031412985,8.943291733,9.349284689,4.198818468,3.14498659,3.969340161,2.324547774
,,,,,,,163,7.805779982,10.09358393,6.33834996,9.045181414,4.0194291,3.760368263,10.53504701
,,,,,,,164,5.931644522,2.469659221,7.770783675,3.717122533,9.188245624,4.177489591,5.88147505
,,,,,,,165,6.921311227,4.168421999,0.024061487,3.56617916,6.206994709,5.398499001,5.431740293
,,,,,,,166,3.343668326,7.583598077,2.798658177,10.50589935,4.026319032,0.000980346,0.164647401
,,,,,,,167,7.010551983,3.694657257,7.111574517,4.350670292,4.727336271,6.507728256,8.625330598
,,,,,,,168,7.423116161,3.918869803,10.61696261,8.573208996,10.21211103,0.989182725,6.220745515
,,,,,,,169,3.551027393,2.615474699,10.96468951,5.605257906,0.084690025,7.000377412,2.776255474
,,,,,,,170,7.995272231,2.307567837,8.638154649,8.936551336,0.728395945,10.95768523,1.404390029
,,,,,,,171,9.952530989,1.772646326,4.685656244,1.240196148,9.887658514,7.365767227,6.226606884
,,,,,,,172,9.703489169,9.580107484,10.67238119,4.457418898,8.0913609,4.07884178,7.135492764
,,,,,,,173,10.64548586,8.297838303,1.743266509,9.009249138,7.252333196,1.553256914,1.919068375
,,,,,,,174,6.457838713,3.444363838,2.893927855,9.051236328,2.633579685,4.052329706,0.024896548
,,,,,,,175,4.916283254,1.802666791,5.53685197,5.142305367,10.73345495,4.812437728,8.90113005
,,,,,,,176,4.432171051,5.008792282,6.98321625,3.662467448,11.07091612,1.047124511,3.313799517
,,,,,,,177,4.264960304,10.98197916,3.237110689,7.369519073,1.494728589,5.151705341,8.251300553
,,,,,,,178,8.531174279,4.476629527,4.082362537,9.21849655,2.558745072,8.387196321,4.506961772
,,,,,,,179,5.942476122,2.515436994,0.546563242,9.529504628,8.486185357,7.151354351,5.964446499
,,,,,,,180,7.392156676,7.187628339,3.113014483,8.264457578,1.842226106,9.281526657,8.456991031
,,,,,,,181,6.141912697,5.377658291,9.724371261,4.25883106,10.17059788,2.567815613,6.918732793
,,,,,,,182,7.210341789,1.4117224,6.35284801,10.43100849,3.939585294,10.22263354,4.356033057
,,,,,,,183,7.807607332,8.328289305,3.326524488,4.566129496,0.993123547,1.988342738,1.880108496
,,,,,,,184,0.782843592,2.210583397,5.450470505,1.160217039,0.429451438,9.665692803,3.973844395
,,,,,,,185,2.92583837,10.7345963,3.738433117,5.934970376,5.827168309,6.062259845,7.09053771
,,,,,,,186,2.371106291,9.578827188,8.705127511,9.358418305,5.270968509,2.265328824,3.328440147
,,,,,,,187,7.440792638,8.963768619,2.384928482,3.362890472,4.337694453,5.903443534,9.793832868
,,,,,,,188,10.05372653,9.343393985,3.221079054,1.645197979,2.162458523,4.86014943,3.577475607
,,,,,,,189,1.46268982,9.81755576,10.36566505,8.20041913,5.811842376,3.191232469,2.394076566
,,,,,,,190,8.200530823,0.941933953,7.265593419,1.07652506,6.404939665,3.254164003,5.934404278
,,,,,,,191,6.57052325,9.392200372,2.901803623,8.890617558,9.281471837,3.184838911,7.563819961
,,,,,,,192,10.08425755,10.15372602,2.713641485,8.752043735,6.149179615,5.100541271,3.757150198
,,,,,,,193,6.712295092,8.267096432,0.744551027,5.621991828,8.130293312,1.177640453,1.551943029
,,,,,,,194,8.486463406,8.796550284,5.904682815,11.1788839,10.00620085,6.647743965,1.066423065
,,,,,,,195,1.200445594,10.28823074,8.759949403,6.8174287,9.220857797,7.10265498,8.864249845
,,,,,,,196,0.946263119,9.576806082,10.69001474,0.458441198,0.364709265,3.152792508,6.126210764
,,,,,,,197,10.15305708,2.673428175,8.230099402,3.385811136,0.543206586,2.91725188,8.701423138
,,,,,,,198,2.323887155,7.29328084,7.136937139,10.46369014,5.499763234,6.238650249,1.941643247
