Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_Tonne,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_CO2_tonne_per_hr_z1,Load_CO2_tonne_per_hr_z2,Load_CO2_tonne_per_hr_z3,Load_CO2_tonne_per_hr_z4,Load_CO2_tonne_per_hr_z5,Load_CO2_tonne_per_hr_z6,Load_CO2_tonne_per_hr_z7
,,,,,,,531,2.823137499,7.902590232,7.874375042,2.289254719,9.811941862,8.628009422,2.904867072
,,,,,,,532,10.28241891,7.704656825,8.70604426,5.805696506,7.16428484,1.538001307,1.412330694
,,,,,,,533,6.907569501,11.06379252,0.233435558,2.703096811,4.893194565,4.488267947,3.321812007
,,,,,,,534,1.682130073,8.293437277,1.858123603,7.931644295,5.79556876,8.060981182,10.52058762
,,,,,,,535,10.44521121,7.6244425,0.403555509,0.547937929,3.158129556,2.713384871,6.047021312
,,,,,,,536,11.15150177,10.30074021,9.05978791,2.759283747,8.89513887,8.543024875,0.536038574
,,,,,,,537,3.869599128,2.589152522,10.77666722,1.141981034,0.306506574,1.615189111,10.83257557
,,,,,,,538,5.946685283,0.462886763,5.665125932,4.149557134,10.61825466,4.990818866,0.929522969
,,,,,,,539,10.92041972,2.453810768,11.041374,3.461876726,3.184463479,9.171435821,10.91757331
,,,,,,,540,2.420715849,7.732633962,9.078237614,3.288362975,6.42996223,1.265416118,5.25325083
,,,,,,,541,0.984438904,2.256497915,7.361219811,9.754020501,0.518920633,4.817921307,5.548055004
,,,,,,,542,3.874692677,5.278928441,4.134715777,4.308567931,6.050521847,2.518678987,2.308703249
,,,,,,,543,1.344449061,3.00664938,8.715370234,5.890932177,11.09070431,8.536408399,0.441931841
,,,,,,,544,1.51417997,1.950561437,10.34225274,6.667683467,8.179220314,5.702024922,6.496421609
,,,,,,,545,6.438909645,9.582144106,8.53594856,5.339815492,2.869008103,8.324132355,7.479121113
,,,,,,,546,2.882155265,2.129356209,11.1222358,8.660168632,10.11895319,2.972132888,10.52192962
,,,,,,,547,5.706248665,4.835446215,6.990417486,1.032528447,0.042030071,3.505993444,10.55303247
,,,,,,,548,2.135629878,10.22939768,9.232972068,11.1275634,3.111972718,10.80352051,9.900686247
,,,,,,,549,6.795747469,1.370569895,11.00585075,3.125916235,3.663310318,0.415340528,6.597038047
,,,,,,,550,6.112417238,3.717839978,8.686493644,0.659413296,6.607858742,10.0962826,1.177612098
,,,,,,,551,11.12063746,0.243939135,10.30764003,7.309886982,3.23075347,8.157880788,8.540699189
,,,,,,,552,5.414214238,2.320703961,6.611652475,2.105846289,5.634083706,0.443653589,6.518493923
,,,,,,,553,5.473561755,8.641274504,6.529862417,6.096536791,10.4049584,9.799685185,1.913139266
,,,,,,,554,3.789985203,2.615728868,3.087744253,6.201899354,8.676018282,10.12967036,5.83983671
,,,,,,,555,10.01148767,7.825675011,4.157876089,4.311435499,4.433921912,6.443616633,0.606754443
,,,,,,,556,0.233962315,2.909216258,2.111846195,10.08757435,10.80876522,0.958750921,7.979612935
,,,,,,,557,3.1315497,8.387468804,0.35068625,3.81177525,10.00034915,4.203882957,2.124212213
,,,,,,,558,5.18227303,5.824909196,8.845215673,7.991111252,9.366256947,9.396317448,11.06914384
,,,,,,,559,3.105113454,4.936892608,10.09610682,7.402995032,10.27274961,9.353482308,5.162106375
,,,,,,,560,10.50448195,6.64540224,0.358436994,0.152643133,1.031556959,7.441853489,5.43273645
,,,,,,,561,4.903204829,2.002350928,6.819602412,4.298877298,9.554841497,3.246701998,3.384928525
,,,,,,,562,8.007202206,7.583015641,3.816313528,1.975969992,1.589484524,10.96092379,3.75343038
,,,,,,,563,2.105697313,2.256552083,3.917610103,2.998624253,2.793397711,0.857074044,2.409059965
,,,,,,,564,4.336636178,9.723043331,5.844013751,4.941897794,4.190238236,10.20960251,3.663584784
,,,,,,,565,9.335262304,4.761215373,2.284887129,5.897240138,9.222375761,10.9962,6.162750282
,,,,,,,566,1.094179401,7.562447382,2.758438329,9.327779631,5.482277799,9.517765981,1.858463332
,,,,,,,567,10.43098539,10.81166875,2.21807069,5.674680858,6.328530546,10.4796406,0.150474277
,,,,,,,568,2.471112791,11.01443122,8.516949263,1.69459574,10.61495513,0.617395453,3.379129595
,,,,,,,569,5.710620395,0.569986319,8.530258813,0.210720659,8.092370403,0.701075204,7.979785226
,,,,,,,570,5.154967265,10.055433,5.250377103,8.813030225,9.349115454,3.619449587,1.147245776
,,,,,,,571,8.029215681,6.432645971,10.05777007,2.633430366,0.390866826,8.301423212,9.242805175
,,,,,,,572,6.999289996,1.514126417,6.139735565,4.40751571,9.186538446,0.361101324,8.943146968
,,,,,,,573,9.727877565,7.870661333,0.51910886,7.563849624,11.03937939,7.218901369,7.749425725
,,,,,,,574,10.23337954,7.287163291,9.275974252,5.814878519,3.034336134,8.027944426,10.79419547
,,,,,,,575,3.398962357,5.351359014,3.096332985,7.721379402,2.46202124,4.235267419,7.361671058
,,,,,,,576,6.021925298,6.133064519,5.200231185,2.853069791,4.707627431,5.756842759,4.599003511
,,,,,,,577,2.919549289,8.661022318,7.032337595,9.314115586,8.745390239,1.9615925,5.758354934
,,,,,,,578,1.663978203,7.908814086,3.625719667,8.317918908,9.115438072,6.979437416,6.836215338
,,,,,,,579,6.200789928,5.872198088,5.460522164,0.156817823,0.322118246,10.4178217,10.42298379
,,,,,,,580,8.646493463,6.454753085,10.55487697,8.763980061,4.504687897,0.128649092,8.458183004
,,,,,,,581,1.091608594,7.751682725,4.400033685,6.926503755,8.710161678,11.11006909,9.418953287
,,,,,,,582,8.042815548,4.914890769,3.659363659,0.394694278,8.48626366,6.117503302,1.649721521
,,,,,,,583,7.755701437,3.303047122,7.199310678,2.531760309,1.425964503,3.017235937,3.260411923
,,,,,,,584,7.345489436,1.030464016,9.794918296,4.484047151,2.613236448,5.286392279,9.510512733
,,,,,,,585,8.780839509,10.3271917,5.442364776,7.574140807,3.605446762,1.266657106,6.647892933
,,,,,,,586,2.534559727,4.087192156,8.875148636,3.250561249,5.055487103,4.397367785,0.175868176
,,,,,,,587,1.397733528,9.827935885,0.135035734,8.868713247,2.255144051,2.231582918,6.704861075
,,,,,,,588,6.358811837,0.041407541,9.386718336,9.543093826,8.270527375,11.13224901,8.201242373
,,,,,,,589,5.265737304,11.1463585,10.8948887,4.223359794,4.650350594,2.291104584,2.877612225
,,,,,,,590,10.34701513,2.930771488,2.879561138,7.591758394,8.414854134,5.858352455,3.894102705
,,,,,,,591,3.963830956,10.20881767,1.099085928,10.15642287,10.35328813,6.566146487,6.893302958
,,,,,,,592,7.319116552,0.268441227,8.817318507,7.436544594,0.99954401,9.763334669,4.998455599
,,,,,,,593,11.12145573,4.107004636,11.15005851,9.620813389,2.62048498,3.858158054,2.023792213
,,,,,,,594,2.571369211,8.767860963,4.038141628,1.882986359,3.123696974,4.225011391,8.458914174
,,,,,,,595,3.297787897,6.518764874,7.300170663,1.377656168,2.722057462,7.982859574,9.749218827
,,,,,,,596,6.497111579,0.126388425,2.908011912,7.168840523,10.97430448,8.646733438,6.396786895
,,,,,,,597,2.010355194,5.515169341,1.800979046,9.989063958,7.610251838,10.93745826,10.65849196
,,,,,,,598,2.069265962,5.340591465,2.706858748,6.853110347,4.987183119,10.03911851,6.037699889
,,,,,,,599,10.1275486,2.418596176,10.98669364,8.465580847,0.970813257,8.190760583,0.653309831
,,,,,,,600,8.214911541,7.498677114,4.799252853,3.225064961,5.753516112,2.931700947,6.147271795
,,,,,,,601,4.133884479,11.17218011,4.795347359,3.406523491,4.321980839,5.860558933,2.717475477
,,,,,,,602,3.998849369,0.189051117,1.556397969,2.60453843,8.976728328,9.468747643,10.29697541
,,,,,,,603,5.852066044,4.80273317,0.591988054,0.265299008,5.117060135,2.456453145,2.743469186
,,,,,,,604,0.004703054,6.935566371,1.346860798,10.49861861,10.40894187,5.17004652,3.78888461
,,,,,,,605,0.743968197,10.25629286,4.426702903,2.803219583,7.25332392,4.629095587,3.72037699
,,,,,,,606,0.593282725,9.027240122,5.208546071,7.279404018,0.314530681,2.690758022,1.791496122
,,,,,,,607,7.417378156,0.569615719,4.285892667,2.920383821,3.217150648,3.63316339,3.314384525
,,,,,,,608,6.916319027,6.215039983,5.485780926,9.447224452,9.817315176,2.752121499,6.95575946
,,,,,,,609,5.528796356,4.394953347,9.135081829,4.002791704,8.952012668,8.151239309,3.689654347
,,,,,,,610,8.603874674,6.560507165,7.658446761,10.58077878,9.258210493,7.842064081,0.687562993
,,,,,,,611,7.029745664,3.101428592,1.398898649,2.758399491,1.527628286,3.33745782,6.004464629
,,,,,,,612,9.892239258,5.406413213,3.426197183,10.96898451,3.14202254,9.984410524,7.518732541
,,,,,,,613,6.615796408,7.97424767,0.040572865,3.047493845,1.762744588,3.802354419,2.129231867
,,,,,,,614,8.130356156,5.194281018,0.682446029,8.536658088,9.77875718,7.14373502,2.659773525
,,,,,,,615,3.197986081,0.991010012,2.619371189,6.971156231,10.42136942,2.09721329,4.206240582
,,,,,,,616,10.62834719,6.702575547,7.190934397,7.73668473,1.478173117,1.652320976,2.829165662
,,,,,,,617,10.25837903,9.307539337,1.026720285,0.317767395,4.433322024,9.148246577,6.979391246
,,,,,,,618,6.825966136,10.35084159,2.145209974,7.563318062,6.972607965,8.59418625,1.008202607
,,,,,,,619,5.422465253,6.75545922,0.444154523,3.835665508,9.077131974,10.23014142,4.319569359
,,,,,,,620,0.647724324,5.151957914,8.453260656,8.520139531,2.923003275,10.64954475,0.740446487
,,,,,,,621,4.656911374,0.211362336,6.064991443,0.018645156,5.645395673,10.64747607,9.925382159
,,,,,,,622,11.0099437,5.65531793,6.873972302,9.055212479,0.003084512,1.225395193,0.035449344
,,,,,,,623,2.838340106,7.740600123,6.365997241,10.2168384,9.139418919,7.192524215,7.119987481
,,,,,,,624,6.943970979,3.124843166,4.481934045,10.93714212,5.602240267,10.69242881,10.74820221
,,,,,,,625,0.486950359,10.09941766,2.910267305,5.15565468,10.08592943,6.385204222,7.437523391
,,,,,,,626,2.127227959,5.097377308,7.52996333,0.61071351,8.698243616,9.980460883,1.223040936
,,,,,,,627,2.880010181,5.567190433,4.714099437,6.714476937,2.073731883,6.84422965,4.335103854
,,,,,,,628,0.05780056,8.017709945,0.90277579,9.17042095,6.797228078,10.86526953,7.988250183
,,,,,,,629,7.719511073,9.071254636,7.976804097,9.274435514,10.40820381,7.145693358,4.816276583
,,,,,,,630,10.95764824,0.524025739,0.935802337,0.048592559,5.925266769,3.714953895,7.972699728
,,,,,,,631,4.763147569,8.710818338,6.545501351,0.394696212,5.321640954,2.241794573,2.195374041
,,,,,,,632,1.853344574,1.907588117,4.185649917,0.340643682,9.081104842,4.628726971,9.911566593
,,,,,,,633,9.312471288,6.460469275,0.68942276,0.338707065,1.95047601,6.332646011,2.554443927
,,,,,,,634,6.230258227,6.851272285,4.772022672,4.824764635,10.47050117,2.919166509,2.257041015
,,,,,,,635,3.444593836,1.676472397,1.021891037,8.616992899,0.87288757,3.080299196,1.34323479
,,,,,,,636,0.663668156,5.812101295,6.691741913,5.538019972,9.397604343,9.425854743,6.553833429
,,,,,,,637,1.036577575,5.701014594,8.210900247,6.830561958,1.732903394,10.13765469,1.258001483
,,,,,,,638,6.603990408,2.112003901,6.828103913,10.77585034,8.605973192,8.716820143,1.116240104
,,,,,,,639,3.431128757,3.525038651,6.984169395,2.414090296,0.461878415,3.526485629,6.563300698
,,,,,,,640,7.949377357,7.691508574,3.938533678,7.751544021,9.471389091,2.311550231,8.782300663
,,,,,,,641,5.853938026,9.627805992,0.828748678,11.16939672,9.504725156,4.989582631,9.053478681
,,,,,,,642,7.924916979,0.080358941,7.722237381,5.455304168,4.974956893,1.327350475,8.86661377
,,,,,,,643,3.261155163,10.59075363,2.750117246,3.052820997,7.359317821,3.347125142,11.0759719
,,,,,,,644,7.772364906,0.480267631,0.315383979,7.91322375,0.300514648,1.330996214,6.181413927
,,,,,,,645,5.970342142,5.859012698,3.339736546,10.9827873,1.098095565,4.140353656,2.887413681
,,,,,,,646,2.057684559,4.237194799,4.155796087,4.359086473,8.291542257,1.02566249,3.017229185
,,,,,,,647,9.328702395,6.01886161,2.615731335,10.51113288,8.220496615,10.18619876,0.87302704
,,,,,,,648,1.083670229,7.721295779,5.423848009,6.342807923,9.11981718,6.84191998,3.343189444
,,,,,,,649,2.191974912,7.500287811,3.166571395,7.0588484,8.752901975,1.652927574,9.479113317
,,,,,,,650,3.179365018,4.432946591,9.343611331,1.79762727,1.25021054,5.329012972,6.585115687
,,,,,,,651,7.13575203,3.640158883,4.685678417,7.296572358,6.623736966,2.178536563,1.22565465
,,,,,,,652,10.64946971,9.413873206,7.815513443,7.49481315,1.443676308,0.44808913,6.729571062
,,,,,,,653,6.446526966,7.868161773,9.14283514,6.609983027,6.16594699,5.333652388,7.540346592
,,,,,,,654,9.877212109,0.457561366,2.899027944,0.78791208,6.375233475,0.729185745,6.998930027
,,,,,,,655,2.519036617,2.811095908,3.077336052,8.033871552,4.176369328,1.278103812,5.954725311
,,,,,,,656,7.675592488,3.817722895,9.502665415,1.823667996,3.97131743,8.407367978,4.699504891
,,,,,,,657,2.457658898,0.309079658,4.655193389,8.963324283,2.456184865,6.301497708,4.860094796
,,,,,,,658,3.50682196,0.432845995,5.601714313,7.39057447,7.934075037,6.329226399,4.34753211
,,,,,,,659,1.951695842,2.257672067,8.099513709,1.27069526,9.865829783,10.79436815,3.326322764
,,,,,,,660,10.68949653,2.304479698,3.884340858,4.841353701,0.130066994,2.822604625,6.750928996
,,,,,,,661,6.749480068,8.737368467,4.132114705,6.298922904,4.514087038,7.207432691,10.20164324
,,,,,,,662,10.21725014,1.985224651,11.19082865,5.223134195,2.783503682,2.932649699,10.82810833
,,,,,,,663,8.353677366,0.480714991,1.942388349,2.755746909,9.518235545,4.996720931,3.470813247
,,,,,,,664,7.414494219,6.610458337,5.141621779,9.818881452,11.06324496,7.801031356,11.09562527
,,,,,,,665,9.004547187,9.983944599,10.92527078,7.729228255,11.16977503,1.134914954,8.19541689
,,,,,,,666,6.015452234,2.886379319,6.470894798,2.421727785,1.78504425,2.44105519,0.484481537
,,,,,,,667,10.31586013,2.64648864,5.971862339,6.072484915,10.20499893,2.182375029,2.415724441
,,,,,,,668,4.760166916,9.315346253,8.824547319,6.53095588,4.32991062,8.753368548,9.422386139
,,,,,,,669,0.820261745,7.303323988,10.0545016,2.734891985,0.77669532,10.19344584,0.844396657
,,,,,,,670,8.521770389,5.835622922,0.841441951,10.24189177,7.663457618,2.836455125,7.897777518
,,,,,,,671,0.905848643,7.927956955,8.478145127,7.022277843,2.240819614,3.919099889,2.567350519
,,,,,,,672,3.705175087,5.449704845,7.967057473,9.791913385,7.010720053,0.518026046,2.076667955
,,,,,,,673,10.54807451,7.067033724,2.886798698,2.619109257,3.522459913,5.631999883,0.383451006
,,,,,,,674,0.718691741,10.03041683,2.29962375,1.455048079,2.666938471,7.01975617,0.629680792
,,,,,,,675,3.227283456,8.963308923,0.977657023,6.673861472,2.864358017,2.631473948,1.529697547
,,,,,,,676,3.238267972,2.858411381,5.761921899,2.066004338,9.778752977,10.04211256,1.432430543
,,,,,,,677,7.29811639,6.350301622,4.140148958,7.977242018,9.57877931,11.1534435,2.049088176
,,,,,,,678,10.52188711,1.70330215,2.313520861,11.13415284,1.466553352,9.475148174,1.089371994
,,,,,,,679,10.14638178,10.16423959,10.70683037,7.368802387,9.394284501,3.179796128,4.277579219
,,,,,,,680,6.925696467,10.40120087,4.641346986,0.595628955,4.284466919,5.604002796,3.740437343
,,,,,,,681,2.370745401,9.889888011,9.660730487,3.887362606,0.473826248,8.649562799,1.391065179
,,,,,,,682,9.662302643,1.799980327,2.027288901,6.265251767,7.365164056,11.17173095,3.016510987
,,,,,,,683,7.086804177,3.330333758,2.356762186,8.32117559,1.613953066,6.558494278,0.642291247
,,,,,,,684,9.715244055,5.748831798,1.940095449,2.784641422,11.08570382,3.637007405,10.57745403
,,,,,,,685,10.86362983,10.13127588,0.11884656,1.14324257,7.766390356,4.896514958,11.07549168
,,,,,,,686,9.303257718,7.226633143,6.421616512,7.966583397,6.570811823,8.457675663,1.827262426
,,,,,,,687,2.956556938,0.227003844,7.371654904,5.978738935,8.112882051,5.37898024,4.110675908
,,,,,,,688,5.106878144,5.58421017,6.564290876,4.541728231,0.277795061,4.453896397,9.529027497
,,,,,,,689,9.505561051,2.017940759,5.178819865,6.613281042,8.294159501,0.314167395,2.202424712
,,,,,,,690,5.761524211,7.736438683,7.9342317,0.509197829,8.372816114,1.781418016,9.188168519
,,,,,,,691,0.069477888,1.531299254,4.493480446,8.750802253,9.478594691,10.26504798,8.126863461
,,,,,,,692,5.973454404,5.480635471,5.895938444,6.846763683,0.355350884,8.232420944,4.159433982
,,,,,,,693,4.638768911,6.935966479,5.516214192,11.06329077,7.109609252,5.301973823,0.590055815
,,,,,,,694,4.892771033,0.723771095,8.437265705,1.856556021,5.582547372,0.821107994,5.533410971
,,,,,,,695,1.926045825,10.81614441,0.297034177,8.218410738,3.849801202,9.715133451,9.797716572
,,,,,,,696,9.518963951,10.59411823,4.228814825,7.899074488,2.880307586,0.011300734,4.451873924
,,,,,,,697,6.593313574,1.209393447,5.132881982,5.587295097,9.848999189,8.201407573,1.154607516
,,,,,,,698,10.28372783,10.04188827,2.053528326,3.085444849,4.523881835,8.099451171,6.782174236
,,,,,,,699,6.830442156,0.259766686,10.33971417,2.831225953,1.488792686,0.763840822,9.229270206
,,,,,,,700,4.207449591,5.098771232,3.277074054,10.33961224,1.043873549,0.790429404,3.985768358
,,,,,,,701,11.18168367,3.315918174,1.684181583,0.542920547,0.534544252,0.09865917,6.366261589
,,,,,,,702,8.029443641,8.702498536,9.001649583,4.47803239,4.736505635,2.120287194,9.135401249
,,,,,,,703,3.282042329,3.871153182,4.595882665,7.809550576,4.755615719,6.725567248,2.148601791
,,,,,,,704,1.241857018,8.094086498,8.413323643,0.607981666,0.487468301,4.303326337,7.127736759
,,,,,,,705,4.005658959,1.802813887,0.21333061,3.497277538,5.602739739,9.828099969,4.682149031
,,,,,,,706,6.645044232,10.49211705,4.640310469,4.479470357,2.356072168,0.193181983,8.466848152
,,,,,,,707,0.253480249,8.892868384,5.92391278,3.856687238,8.483385287,2.901566319,9.633537374
,,,,,,,708,8.687735448,3.217309713,6.402778176,3.71668549,9.315183335,9.2821019,3.315314905
,,,,,,,709,5.157591955,10.45762299,8.409533654,7.644458111,4.420816788,7.401337516,1.176472988
,,,,,,,710,10.68721539,2.452844927,0.890643005,5.839893906,2.019768692,2.40684086,3.248362681
,,,,,,,711,2.31885708,5.851789986,4.411565066,9.02043787,2.137330198,10.77857243,8.359402837
,,,,,,,712,9.704855467,2.344571219,10.8560693,3.848000991,7.466086245,1.87457586,0.013316304
,,,,,,,713,3.940409064,8.111937386,7.094693533,0.882382478,6.310665944,8.074108995,10.06257965
,,,,,,,714,3.208411628,1.160809975,10.95880756,7.402856002,7.908759167,1.483296671,5.639332125
,,,,,,,715,3.326591956,0.547714933,0.297709528,0.086118416,2.749882736,8.405879146,2.339513807
,,,,,,,716,3.909579198,5.555759272,3.053209336,1.029110312,8.468745924,8.368622166,8.297769762
,,,,,,,717,2.062753229,7.100759527,1.993830056,10.07573804,5.759717134,2.646650111,2.792547028
,,,,,,,718,4.963203467,10.71977607,2.631546202,1.392250504,4.257898524,3.331049457,9.013233743
,,,,,,,719,3.061597111,8.134255444,8.319153635,4.343130227,5.267248703,4.698495939,2.746202659
,,,,,,,720,10.24332219,7.261101094,8.262738196,10.16328455,6.360646633,8.497931552,5.5663404
,,,,,,,721,8.240311289,0.032919874,9.833547459,5.072857552,9.626817135,7.208930096,0.670472951
,,,,,,,722,5.48229303,6.173294157,8.899350597,9.081105916,9.387372646,0.919476146,0.931912348
,,,,,,,723,10.36430536,5.097117269,6.725658779,1.389493669,9.370096789,8.80405054,5.775418031
,,,,,,,724,4.420260789,3.003314983,8.094473382,1.465549574,0.143380763,9.487720776,6.306566779
,,,,,,,725,4.98327495,2.904849247,8.194799068,8.898054404,9.46514193,8.526848757,5.059947774
,,,,,,,726,6.47360978,2.519487877,9.662435985,7.801232758,0.596198672,8.711677156,4.494364967
,,,,,,,727,9.128120352,4.440534585,6.984758795,6.291770171,7.933589865,10.34249488,5.613163306
,,,,,,,728,6.699814757,8.250101832,5.550863168,2.948371407,6.716856518,1.230719125,0.464613114
,,,,,,,729,2.736183553,5.603645352,2.332186094,2.391709314,9.650932675,8.386392731,5.228974081
,,,,,,,730,4.154657785,3.569435745,1.060345286,6.269580019,5.208363286,8.580194701,1.986690826
,,,,,,,731,5.339696455,10.27790493,5.112407924,9.157075898,1.38004601,5.385495001,2.503745889
,,,,,,,732,10.58557456,0.754527739,3.438127406,2.115827,1.217967162,8.49614214,5.570385516
,,,,,,,733,9.587385265,8.621417197,10.26704075,6.690555826,7.026154758,3.718000291,6.307043694
,,,,,,,734,2.82731144,3.659433912,4.81885115,5.619595613,1.754891231,5.738857314,3.366753282
,,,,,,,735,10.81572368,1.711896539,7.928490877,3.168893115,8.876052728,9.42477758,7.27767498
,,,,,,,736,8.080628479,9.377599561,1.937663671,5.488827819,1.852551715,9.3504346,5.112711594
,,,,,,,737,7.142730367,1.140132302,5.658133346,0.927384966,1.332873645,9.217238126,3.463136342
,,,,,,,738,10.97281143,7.578835044,10.82825501,1.339515465,5.431182158,10.93480915,1.182369568
,,,,,,,739,2.055559172,8.048584403,1.644190877,4.748773719,1.217367796,4.640166065,4.712023388
,,,,,,,740,5.671588629,4.782602395,2.384015052,7.381269082,9.11511882,10.97261891,2.975945879
,,,,,,,741,4.838978356,10.50523039,1.98568032,10.38136824,1.474576941,4.277427961,2.553209002
,,,,,,,742,7.962692476,1.446703695,4.956746435,9.355963372,7.865848208,7.323397189,6.894308376
,,,,,,,743,3.193956509,0.042342349,3.762568751,1.381134292,4.106890171,4.985397867,9.957763876
,,,,,,,744,10.95926164,0.843810469,5.850784989,4.669019258,1.552631021,7.799960548,10.65840166
,,,,,,,745,8.142611282,9.173147913,0.258279892,4.318208931,1.65159012,3.802707029,4.873866999
,,,,,,,746,5.888989156,2.645471268,2.538897325,1.212548102,1.822032898,9.880264655,7.643970009
,,,,,,,747,10.94131557,2.696217527,8.064591825,7.597368488,6.496457646,5.159586236,0.254423748
,,,,,,,748,6.4493794,9.549563089,8.678637652,3.2648301,0.7959137,4.722541635,9.414804933
,,,,,,,749,7.981520711,8.420704995,5.428117976,10.60358114,0.889719118,2.418693972,4.068472615
,,,,,,,750,9.918103757,10.91751483,3.774033021,5.320652952,1.396312632,4.982279652,10.8961697
,,,,,,,751,3.082577013,8.682500129,4.078215994,9.292099298,6.45228333,4.313515102,6.917744478
,,,,,,,752,5.434747161,7.340447967,1.691188109,4.442082081,10.65212488,8.064102455,2.228088645
,,,,,,,753,7.962441527,2.322630643,6.44858985,5.445884873,0.011992193,7.225248821,2.400925649
,,,,,,,754,8.372561491,5.305758961,1.318709529,0.19191991,2.919440285,4.317621681,4.458873293
,,,,,,,755,5.874673371,10.50824213,6.37490576,4.056379043,4.936833505,9.308083265,1.420391199
,,,,,,,756,2.871593972,5.436172735,3.834986708,0.305879029,0.613380832,5.857519882,5.955021283
,,,,,,,757,9.019842497,9.536299325,11.00273385,0.865198073,4.793839596,7.973236529,8.437275575
,,,,,,,758,3.038231197,4.344822587,10.39866561,4.257519994,6.205381382,6.741386359,0.252970668
,,,,,,,759,4.648044915,10.20082286,10.52434538,2.309914925,9.126341568,9.218536092,0.980495813
,,,,,,,760,6.96945533,1.311052082,3.824646915,6.986988088,11.0141108,4.475077616,2.406409661
,,,,,,,761,7.053905066,8.71673163,7.026795861,11.00231234,7.90331033,10.43740031,4.197427589
,,,,,,,762,10.92887892,5.153150524,7.260064007,1.937865988,2.617873047,4.580371318,2.215269038
,,,,,,,763,1.52088991,1.883666296,1.726328219,3.180940922,10.89644584,8.714550225,2.604235919
,,,,,,,764,10.09338597,5.132433528,4.295916935,4.86150499,2.390699013,3.275474069,10.13084296
,,,,,,,765,5.022455896,7.646279556,7.910178853,9.805659239,6.155163714,2.635476302,6.7981162
,,,,,,,766,3.642529563,8.885393033,4.166331042,8.509115664,9.536507562,10.29461692,9.061607723
,,,,,,,767,2.908350437,10.86411878,2.274583821,2.813557833,1.82966623,2.866191142,0.628647287
,,,,,,,768,0.489922736,1.297067451,4.524641711,5.742901535,0.440419787,5.01447657,7.861630666
,,,,,,,769,10.69745136,11.17330076,4.75461293,8.224386055,7.087013833,0.997840257,7.432661229
,,,,,,,770,11.16916686,10.1016869,7.025607141,8.077054225,4.936932185,5.340900805,4.103906469
,,,,,,,771,11.13583593,4.186071068,4.458009243,5.314913543,10.24782105,3.282782893,4.985396774
,,,,,,,772,11.04055897,6.465057643,0.501367881,7.99448819,0.971988729,6.683627252,9.00743341
,,,,,,,773,3.710500982,3.722466856,9.361080007,0.18263986,2.551942384,5.511778402,6.578273766
,,,,,,,774,8.285737067,5.281803189,4.592977322,8.724951415,5.745758014,8.005099407,3.425566656
,,,,,,,775,8.049384747,9.905489905,5.921052051,5.616562118,10.34779917,7.624707232,2.418314618
,,,,,,,776,8.039287949,4.906326914,6.458419199,10.26781941,5.12304236,11.09347248,2.941929876
,,,,,,,777,7.250520636,7.691976216,5.816275719,8.538124597,7.276528407,9.058883241,9.986552223
,,,,,,,778,0.427249301,8.703588176,6.786279525,4.352264849,0.731041978,1.834937705,7.554102219
,,,,,,,779,3.795791553,5.990639774,9.898216503,8.410280511,6.709068825,3.708813192,3.317166379
,,,,,,,780,5.252563039,7.434064533,4.46364192,10.02482537,10.90107332,2.647925225,4.696598382
,,,,,,,781,6.593998882,9.568877932,10.46783564,6.663437243,6.049827093,0.92665695,8.150125358
,,,,,,,782,2.231280324,2.799550976,0.283467851,0.593007051,2.541124686,10.11232682,3.094596381
,,,,,,,783,1.172037009,8.704102162,5.606729497,3.234768779,3.810014888,5.481144357,0.893152902
,,,,,,,784,9.049552818,5.068152944,0.83224211,9.904453079,9.097198487,10.95609319,1.064034635
,,,,,,,785,9.327987616,9.576541782,0.698805914,9.48167053,10.10639527,7.386469989,0.666030606
,,,,,,,786,9.196445555,10.39934812,7.140115513,4.73831939,0.496030242,7.590733489,2.39672334
,,,,,,,787,6.904191769,7.473394322,7.120607443,7.693841027,11.14533842,10.47036851,0.603403744
,,,,,,,788,2.77958181,9.674820137,5.651866352,1.028844157,4.305231089,0.955301328,9.209793663
,,,,,,,789,3.131450982,2.298073088,0.477420015,8.120138889,2.953833086,7.049213919,2.32581448
,,,,,,,790,10.14300877,1.4528629,3.309987569,4.571111667,6.794434123,4.622824769,1.033530832
,,,,,,,791,5.211736889,10.01984451,2.135487085,4.018706985,4.693818788,0.605459479,10.0084407
,,,,,,,792,9.010055359,6.122963811,3.764163665,9.19426804,1.373466667,9.481158853,7.731728446
,,,,,,,793,5.582906557,9.67164377,6.277159524,0.688016809,2.898198181,6.053755952,9.261397145
,,,,,,,794,1.776394755,3.877187461,6.368642162,3.380910143,3.31762602,3.614549511,0.15618123
,,,,,,,795,4.806745539,10.81234442,2.839807382,3.146505783,5.536578852,7.572135546,10.98489402
,,,,,,,796,4.098159388,9.09610343,10.83921306,6.940481676,3.117838742,0.906182599,10.29020916
,,,,,,,797,9.249457739,3.161902013,4.503980382,2.69003824,0.397025736,10.5532106,7.031444643
,,,,,,,798,2.448519732,5.031472049,9.375521118,4.419458377,2.553396295,10.81919969,4.468047197
,,,,,,,799,8.524641637,8.674937088,8.722489267,8.893086555,3.588064687,10.74185891,9.838454233
,,,,,,,800,8.091200167,6.786684747,8.953531807,1.469546035,7.942818666,10.78406266,8.469142182
