Resource,SE_conventional_hydroelectric_1,SE_hydroelectric_pumped_storage_1,SE_natural_gas_fired_combined_cycle_1,SE_natural_gas_fired_combined_cycle_2,SE_natural_gas_fired_combined_cycle_3,SE_natural_gas_fired_combined_cycle_4,SE_natural_gas_fired_combustion_turbine_1,SE_natural_gas_fired_combustion_turbine_2,SE_nuclear_1,SE_nuclear_2,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,SE_naturalgas_ccccsavgcf_conservative_0,SE_naturalgas_ccavgcf_moderate_0,SE_naturalgas_ctavgcf_moderate_0,SE_battery_moderate_0,SE_nuclear_mid_0,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8,Total
t40,0.0,0.0,1.9693949124088386e-9,4.7661004098541464e-9,1.372461197777798e-9,1.7831468770993714e-9,6.711982392252833e-9,3.817791774528412e-8,9.041124299468917e-11,8.317981996333164e-11,0.0,0.0,2.6000769077931033e-9,2.7628144028310786e-9,4.281090344848731e-9,0.0,8.347589053553772e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.468205214364358e-8
t41,0.0,0.0,1.8099338186950459e-9,4.337788965553788e-9,1.2443878393896482e-9,1.617983078041883e-9,6.10029758574843e-9,3.535350900133697e-8,8.733655975905698e-11,8.085887399390365e-11,0.0,0.0,2.1839904323263624e-9,2.251499079982881e-9,3.872811909216627e-9,0.0,8.171205604167958e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.902210920008627e-8
t42,0.0,0.0,1.6513331795298868e-9,3.900744023252882e-9,1.1207005174927915e-9,1.4466605222602498e-9,5.472536204441033e-9,3.233893041064419e-8,8.451600522211198e-11,7.873036327470315e-11,0.0,0.0,1.8643771589677955e-9,1.890919513890678e-9,3.91812239961973e-9,0.0,8.029810433986805e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.384786840293592e-8
t43,0.0,0.0,1.6685843133799952e-9,4.145948248427365e-9,1.1387398059063484e-9,1.5273034658739427e-9,5.631681079898753e-9,3.2863392114967266e-8,8.525454363587884e-11,7.951954613304604e-11,0.0,0.0,1.8620820048688249e-9,1.8140531274342798e-9,3.5588173573630518e-9,0.0,8.03257042873757e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4455701312176126e-8
t44,0.0,0.0,1.218462347546234e-8,2.092029625760222e-8,6.3301553874970966e-9,5.201371454995782e-9,1.4895282422050358e-8,8.371731161917129e-8,9.609973920448654e-11,8.890556543257353e-11,0.0,0.0,4.410075343072622e-9,7.701231768164083e-9,1.012997535871095e-8,0.0,8.723591669141302e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6576256430805522e-7
t45,0.0,0.0,1.3607163905147037e-8,2.443111924594115e-8,7.656746924480722e-9,5.7042821053468375e-9,1.509704091846274e-8,8.939859179195295e-8,9.755571080393264e-11,9.020801668267085e-11,0.0,0.0,4.145550741229372e-9,6.539887236058148e-9,1.0514233463417452e-8,0.0,8.807215567306887e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7737045221519608e-7
t46,0.0,0.0,1.588998937983004e-8,2.966678805929667e-8,1.0203866865129985e-8,6.143414692066334e-9,1.4798550568259457e-8,9.077291301203924e-8,9.915594440463502e-11,9.147737432920467e-11,0.0,0.0,3.9850680054172265e-9,6.065947730451848e-9,8.67411946534767e-9,0.0,8.926377167260738e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.864805548682449e-7
t47,0.0,0.0,1.9485740447557733e-8,3.877283518400116e-8,1.7012621042906398e-8,6.668850614870908e-9,1.455273687523481e-8,9.207403973069794e-8,1.0064115052002129e-10,9.278016402761153e-11,0.0,0.0,3.886525385921245e-9,5.7887556753725994e-9,8.402954571303518e-9,0.0,9.060759344752974e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0692908843586146e-7
t48,0.0,0.0,2.5305405982071612e-8,5.592166038886094e-8,2.3391083910660125e-7,7.1975392095286125e-9,1.4505268495316574e-8,9.349106476556597e-8,1.0230301443420623e-10,9.414593801403059e-11,0.0,0.0,3.890166956354603e-9,5.941426786805672e-9,9.195807218500817e-9,0.0,9.195152993517455e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4964757939198944e-7
t49,0.0,0.0,2.2412344942690793e-8,5.427302133012084e-8,3.0179691475382664,7.0232726480355034e-9,1.446643446476828e-8,9.497901012911559e-8,1.0392165795699225e-10,9.54968421374553e-11,0.0,0.0,3.907003254881075e-9,6.114690590930589e-9,7.797122042977492e-9,0.0,9.369408023265726e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0179693588042786
t50,0.0,0.0,1.9710933514197868e-8,5.104303240290419e-8,8.701994258155883,6.707224750361739e-9,1.4391560237601748e-8,9.613238028622424e-8,1.0558018364089827e-10,9.681972153143978e-11,0.0,0.0,3.9342459690148e-9,6.091891001603593e-9,7.915255620591103e-9,0.0,9.519691185849775e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.701994464380004
t51,0.0,0.0,2.0160826634970435e-8,5.792560571943033e-8,1.9629715684254592,6.980231995538858e-9,1.4896266354383195e-8,9.91635885567432e-8,1.0752469005380734e-10,9.84520471862207e-11,0.0,0.0,4.201240069514349e-9,6.78537778249336e-9,8.868900098649566e-9,0.0,9.682118286844768e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9629717877102941
t52,0.0,0.0,1.5298015832692452e-8,4.228126795140977e-8,4.9363953767264367e-8,6.300850546918331e-9,1.4331105977625186e-8,9.646372013840979e-8,1.0824584543886307e-10,9.91378809462212e-11,0.0,0.0,4.135876824452748e-9,6.180268742231929e-9,7.40851655454199e-9,0.0,9.779397285957127e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.420687540347912e-7
t53,0.0,0.0,1.220270825562919e-8,3.3357889250634926e-8,2.1337186223974266e-8,5.815743991954406e-9,1.389001739303947e-8,9.398323025775447e-8,1.0880921451165953e-10,9.982798898866003e-11,0.0,0.0,4.126605731558578e-9,5.765413593222292e-9,7.62314451149909e-9,0.0,9.85359482273353e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9840911236099435e-7
t54,0.0,0.0,1.197219098034341e-8,3.626433887604975e-8,2.2949007713231204e-8,6.183680234967497e-9,1.4495960542893684e-8,9.685053796006982e-8,1.101504591200416e-10,1.0137900802065466e-10,0.0,0.0,4.617537565867358e-9,6.878093997367674e-9,8.63091028651854e-9,0.0,9.933403414579435e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0915312165859542e-7
t55,0.0,0.0,1.169711851892643e-8,3.9704553794818994e-8,2.4662600121512612e-8,6.703386943261688e-9,1.5262552529036224e-8,1.0007778126697449e-7,1.1155009690355704e-10,1.0303404357409979e-10,0.0,0.0,5.345518774280572e-9,8.575973484089062e-9,7.4955687634174e-9,0.0,1.0040213615681072e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1984004047295194e-7
t56,0.0,0.0,7.996632240837332e-9,2.3445179606359702e-8,9.193625559001206e-9,5.379221388058714e-9,1.3594608065113214e-8,9.054759105033469e-8,1.101488175916502e-10,1.023745785826265e-10,0.0,0.0,4.857017652212389e-9,7.169114418265603e-9,7.538434632289988e-9,0.0,1.0039499286231913e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7003434300150944e-7
t57,0.0,0.0,6.06646743476385e-9,1.661195187668569e-8,5.634501411832819e-9,4.529545040819833e-9,1.2351658496877846e-8,8.283284774200818e-8,1.084900744863278e-10,1.0174046020484847e-10,0.0,0.0,4.5185171345683995e-9,6.293091434217757e-9,7.817447603300305e-9,0.0,9.979131655457294e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4696605002632043e-7
t58,0.0,0.0,4.884733709537839e-9,1.285782218411194e-8,4.056218178046951e-9,3.934396937259977e-9,1.1375087448821535e-8,7.642159581053801e-8,1.0626906068957068e-10,1.0103996944961756e-10,0.0,0.0,4.257680483523161e-9,5.628843365498439e-9,6.471545354870671e-9,0.0,9.885402409806373e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3019408652644578e-7
t59,0.0,0.0,4.087512065780056e-9,1.0488132029035532e-8,3.1669123709756184e-9,3.4886929949563527e-9,1.0564178770889157e-8,7.099833533954357e-8,1.0425699380503065e-10,1.0033973314325275e-10,0.0,0.0,4.020822348089695e-9,5.082385575932336e-9,6.400809675003018e-9,0.0,9.762422053340008e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18600002117687e-7
t60,0.0,0.0,3.514681475455842e-9,8.85626536957222e-9,2.597832197386583e-9,3.1374294837178097e-9,9.870517610525034e-9,6.63541827495936e-8,1.0233732553150186e-10,9.963735693532075e-11,0.0,0.0,3.782834130650552e-9,4.600473093726998e-9,6.6983953756251e-9,0.0,9.628811882463279e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0971087428754519e-7
t61,0.0,0.0,3.0843894808138433e-9,7.664479418897972e-9,2.204989233697183e-9,2.8481779962886827e-9,9.256152410206657e-9,6.23301868167721e-8,1.0044760140220479e-10,9.892338613036339e-11,0.0,0.0,3.5213718439180544e-9,4.134306688426479e-9,5.70879602870906e-9,0.0,9.505399218244097e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0104727489744505e-7
t62,0.0,0.0,2.748574770521424e-9,6.753373319963133e-9,1.92600179198874e-9,2.601941242193967e-9,8.693470851400932e-9,5.8801847586621773e-8,9.868153339042505e-11,9.822561479255467e-11,0.0,0.0,3.234593996859571e-9,3.6791951510679906e-9,5.458703765002257e-9,0.0,9.396800529714265e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.418857762909992e-8
t63,0.0,0.0,2.475154553538946e-9,6.025940245824735e-9,1.6996432822042703e-9,2.3864475888998014e-9,8.17047464013607e-9,5.567001902079544e-8,9.722665538978092e-11,9.753816580805294e-11,0.0,0.0,2.925189852993206e-9,3.2121540726123944e-9,5.6974432693498534e-9,0.0,9.272413874373299e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.854995548629627e-8
t64,0.0,0.0,2.25409517279201e-9,5.4356895377193384e-9,1.5331432371884494e-9,2.189625039035313e-9,7.66920855045712e-9,5.278362086782086e-8,9.636293239479281e-11,9.685067711213532e-11,0.0,0.0,2.590950442269072e-9,2.746766717570542e-9,4.960840925915421e-9,0.0,9.238199022123733e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.244953609049628e-8
t65,0.0,0.0,2.2310034397668797e-9,5.460818289999041e-9,1.532187863979304e-9,2.227599150952931e-9,7.809430362914296e-9,5.362149294882792e-8,9.754360105083574e-11,9.807270045274602e-11,0.0,0.0,2.537145429073686e-9,2.5836656846466406e-9,4.760987749674958e-9,0.0,9.27506340885195e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.305269785542777e-8
t66,0.0,0.0,2.202885763543123e-9,5.475927838888741e-9,1.534196029802446e-9,2.2529706942168587e-9,7.929207038065159e-9,5.4671085712838064e-8,9.81443601658487e-11,9.931444398864513e-11,0.0,0.0,2.4865742034406157e-9,2.4757675408583337e-9,5.161944804965359e-9,0.0,9.361842540708561e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.448163685618027e-8
t67,0.0,0.0,2.1646202475154592e-9,5.473773934929805e-9,1.531845626752087e-9,2.2629751904985706e-9,7.96191470083303e-9,5.55564382673182e-8,9.996905937297721e-11,1.0056010182570584e-10,0.0,0.0,2.4235102629031103e-9,2.4258410585736554e-9,4.6594912832457495e-9,0.0,9.451919920231412e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.475545893297066e-8
t68,0.0,0.0,3.2606130478120363e-9,7.939719915302893e-9,2.2223147665784285e-9,3.066942910707549e-9,1.0047776956204476e-8,7.280751488832105e-8,1.056553250291308e-10,1.0594392952605454e-10,0.0,0.0,2.873759603757252e-9,3.182816340044292e-9,5.876968031533247e-9,0.0,9.740169971067023e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1158742741452709e-7
t69,0.0,0.0,6.651614238716862e-9,1.4454658607412074e-8,4.44406804635747e-9,4.70890750984803e-9,1.3631855255029976e-8,1.070673986135499e-7,1.1186674966098266e-10,1.1188710854669481e-10,0.0,0.0,3.7175724605328356e-9,4.876607269512651e-9,9.213121880995481e-9,0.0,1.0125673571141809e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.690908144758744e-7
t70,0.0,0.0,1.2385691631629252,9.418243179411392e-8,6.903060617367981,9.710909665691201e-9,2.133115011254255e-8,1.8821265611015443e-7,1.1887487126248896e-10,1.185646814704275e-10,0.0,0.0,5.778285335748735e-9,1.0809407548985236e-8,1.2233129727769298e-8,0.0,1.0582274688976119e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.141630123132138
t71,0.0,0.0,3.30207962420653,1.0192238976572079e-7,20.156395122151526,1.0388722135236538e-8,2.2958893037737326e-8,2.1688900348759834e-7,1.209083475314495e-10,1.203969552994885e-10,0.0,0.0,6.163898128013521e-9,1.2147815108349677e-8,1.2364033758107568e-8,0.0,1.0790774122476472e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.458475129542027
t72,0.0,0.0,2.2084381021320493e-7,1.161074520533046e-7,22.36856522582487,1.124561885800635e-8,2.4852946358242163e-8,2.4137936100728186e-7,1.2286685673914492e-10,1.2226434364410309e-10,0.0,0.0,6.898211963472725e-9,1.4600413863687257e-8,1.3843563502440388e-8,0.0,1.0962886348412326e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.36856587595101
t73,0.0,0.0,1.3842508310848783e-7,2.2846220263866233e-7,10.244526326172954,1.3959979211397378e-8,2.893467017977219e-8,2.8166484369831666e-7,1.2536828648392776e-10,1.243453306788427e-10,0.0,0.0,8.967940521251792e-9,2.4045361118684364e-8,1.2315130698239655e-8,0.0,1.1137342344205707e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.244527063309254
t74,0.0,0.0,6.952380911333898e-6,2.897282456208809e-7,0.32744178095136794,1.8491527193354523e-8,3.444581613258375e-8,3.3673499900963087e-7,1.2719769539744488e-10,1.2605546790502175e-10,0.0,0.0,1.25408963733573e-8,3.45187135232553e-8,1.326398923622782e-8,0.0,1.1188680144239281e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3274494734216063
t75,0.0,0.0,1.852957179733427e-8,3.956092545061394e-8,8.45865199361924e-9,8.407924614766078e-9,2.2846829317024482e-8,2.014835090227368e-7,1.225150269376873e-10,1.208882849864972e-10,0.0,0.0,8.944585723325355e-9,1.778005592568147e-8,1.25532997832719e-8,0.0,1.1008988156160105e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.389188468218593e-7
t76,0.0,0.0,1.0013144230570989e-8,2.1651076294170437e-8,5.349570928196286e-9,5.7864896189447854e-9,1.7769536030112965e-8,1.462203986462447e-7,1.1818791773663183e-10,1.1612432829161257e-10,0.0,0.0,7.289669760020665e-9,1.2231359978204897e-8,9.535576743408165e-9,0.0,1.0813851104523967e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3618927298694736e-7
t77,0.0,0.0,7.125072134687982e-9,1.559096364448857e-8,4.066565889060647e-9,4.592818247166565e-9,1.4939163018252218e-8,1.1572823561346239e-7,1.1426991518288218e-10,1.117177909376944e-10,0.0,0.0,6.31693722640468e-9,9.59899289819652e-9,9.008081610483353e-9,0.0,1.0570823042179781e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.872985262187453e-7
t78,0.0,0.0,5.533341254176926e-9,1.2296157954453884e-8,3.300316648825879e-9,3.867975486390519e-9,1.3030789060276461e-8,9.588974118117458e-8,1.1012991400599654e-10,1.0750714005721055e-10,0.0,0.0,5.604040897177974e-9,7.896204848558406e-9,9.172913352691973e-9,0.0,1.028995743144327e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5691201731210425e-7
t79,0.0,0.0,4.404477599672381e-9,9.9020097366134e-9,2.702478341160605e-9,3.260370709692017e-9,1.1339218544333829e-8,8.04663041507804e-8,1.0595139080758369e-10,1.0326963117041962e-10,0.0,0.0,4.8761366502937565e-9,6.4099646939435915e-9,7.170794338409196e-9,0.0,1.0031212171725256e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3084128790859444e-7
t80,0.0,0.0,3.839534958112018e-9,8.885181200761166e-9,2.429663179145666e-9,3.0168740153303693e-9,1.056839626856458e-8,7.148089218272174e-8,1.0275863153670105e-10,9.989886666077337e-11,0.0,0.0,4.62055012251975e-9,5.8125219319687625e-9,7.136771711718146e-9,0.0,9.828460497119999e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1809132767401088e-7
t81,0.0,0.0,3.4337434721458497e-9,8.128038854168602e-9,2.2348868724423242e-9,2.8308521490287765e-9,9.930157318092553e-9,6.446023562212774e-8,9.931859850916452e-11,9.68020860335142e-11,0.0,0.0,4.3986191908182915e-9,5.347948387898579e-9,7.358998772107641e-9,0.0,9.599978349250537e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0841560110686553e-7
t82,0.0,0.0,3.1076266969200184e-9,7.496915334802968e-9,2.0871233551317255e-9,2.669860841018939e-9,9.399424044527139e-9,5.8722487899864835e-8,9.566854932775269e-11,9.384630441533429e-11,0.0,0.0,4.2111926740587e-9,4.98663365089046e-9,6.111685429688344e-9,0.0,9.383499246330041e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.90762997731095e-8
t83,0.0,0.0,2.832906514108698e-9,6.938356026623834e-9,1.9507988153928493e-9,2.52367229529271e-9,8.912767522979182e-9,5.3906472638319157e-8,9.222902278791132e-11,9.106870124820994e-11,0.0,0.0,4.0199381844450166e-9,4.651597430242446e-9,6.032809999118488e-9,0.0,9.126171762586194e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.204387886818436e-8
t84,0.0,0.0,2.5996502980509204e-9,6.43607612019022e-9,1.8272141825744205e-9,2.3837030103329397e-9,8.441604939015997e-9,4.97808859819898e-8,8.892958447772326e-11,8.844099879034644e-11,0.0,0.0,3.810638990027902e-9,4.3416653868820365e-9,6.2416279263319145e-9,0.0,8.872079687231298e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.612915821553654e-8
t85,0.0,0.0,2.3980944547383095e-9,5.9729949192116965e-9,1.7127714728061943e-9,2.2438554800290364e-9,7.968245572826013e-9,4.618058609311112e-8,8.5867200664804e-11,8.594410992448515e-11,0.0,0.0,3.5723381837933207e-9,4.035177218606395e-9,5.2902195997166545e-9,0.0,8.632686604125293e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.963242117146927e-8
t86,0.0,0.0,2.2219073580048396e-9,5.538407577846592e-9,1.6047954750258617e-9,2.1016453086381436e-9,7.491590337311515e-9,4.2992626447858917e-8,8.310491978887026e-11,8.359548077511262e-11,0.0,0.0,3.2654593402359764e-9,3.655404249238993e-9,5.05545090935237e-9,0.0,8.412462124276506e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.417811202531996e-8
t87,0.0,0.0,2.063727677956198e-9,5.1228871277683284e-9,1.501713425310728e-9,1.9533176973411583e-9,6.996517289942622e-9,4.012767002721479e-8,8.054937735197796e-11,8.136363304944316e-11,0.0,0.0,2.917967047008806e-9,3.2417481411303625e-9,5.1972881408762725e-9,0.0,8.223334033740989e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.93669829252881e-8
t88,0.0,0.0,1.9113143867186597e-9,4.708371913228057e-9,1.386066924578454e-9,1.7963858308897619e-9,6.462541831619302e-9,3.74928215068325e-8,7.826157000395419e-11,7.924393537442711e-11,0.0,0.0,2.5175705804672567e-9,2.71105160624303e-9,4.488609958241907e-9,0.0,8.027442805529079e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.37125144722526e-8
t89,0.0,0.0,1.7653806596781184e-9,4.292412931917092e-9,1.276133006903739e-9,1.633692096762603e-9,5.920104372385855e-9,3.4918978837870906e-8,7.641579863879028e-11,7.722631001291938e-11,0.0,0.0,2.184894470710769e-9,2.330066437094699e-9,4.0624840543862475e-9,0.0,7.888933151859859e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.861667830788034e-8
t90,0.0,0.0,1.7999363332889978e-9,4.579099026589654e-9,1.3152914867869552e-9,1.745362608126017e-9,6.196770476747808e-9,3.5822628636797745e-8,7.705221715296781e-11,7.796320691765583e-11,0.0,0.0,2.2527914845340503e-9,2.357283288390651e-9,4.518899684461563e-9,0.0,7.907501325671843e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.082215346305078e-8
t91,0.0,0.0,1.8068485366199249e-9,4.655342602584037e-9,1.3011913668629372e-9,1.786454395249627e-9,6.254246561600304e-9,3.612777928831862e-8,7.775318720301119e-11,7.843291364297915e-11,0.0,0.0,2.2019706013511526e-9,2.2308226441236154e-9,4.168599296948804e-9,0.0,7.955223689646658e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.076899363140147e-8
t92,0.0,0.0,3.1356662957153106e-9,7.794683926968545e-9,2.2738571439323864e-9,2.732205239697331e-9,8.466403770798073e-9,4.751581119177148e-8,8.17804780615173e-11,8.258031424895536e-11,0.0,0.0,3.0479303307492394e-9,3.783019839196719e-9,6.096101291749672e-9,0.0,8.243666319224838e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.509247648608148e-8
t93,0.0,0.0,3.6368873592820826e-9,9.075003563664538e-9,2.725950013075434e-9,3.06728627876462e-9,8.995214443000605e-9,5.032846122172017e-8,8.339331674581436e-11,8.407221269552418e-11,0.0,0.0,3.090344839147534e-9,3.938179088591791e-9,7.2241358149050925e-9,0.0,8.34563940591472e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.233238454565235e-8
t94,0.0,0.0,4.358045730647837e-9,1.0826911580368622e-8,3.4576689279851734e-9,3.4411468915015527e-9,9.544465982690053e-9,5.3144570161203994e-8,8.472276344440528e-11,8.55909210563244e-11,0.0,0.0,3.1628637656802958e-9,4.117726829460636e-9,6.549447777594849e-9,0.0,8.494436171858674e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.885810569335233e-8
t95,0.0,0.0,5.444623770790627e-9,1.3307266995082276e-8,4.792732723783343e-9,3.8823970763988435e-9,1.0297533975459213e-8,5.631180864553932e-8,8.583605192812799e-11,8.721584063810172e-11,0.0,0.0,3.442175791554339e-9,4.278711521525669e-9,6.919547680963624e-9,0.0,8.659595261061721e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0893644602627411e-7
t96,0.0,0.0,6.7277715876184354e-9,1.647373541423287e-8,6.3486755616820644e-9,4.35136161516813e-9,1.1098177085420988e-8,5.983012039269023e-8,8.696224669040546e-11,8.890246348584433e-11,0.0,0.0,3.671962932288404e-9,5.112213055629741e-9,8.063925734844788e-9,0.0,8.840157997045955e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2194220966972236e-7
