Resource,SE_conventional_hydroelectric_1,SE_hydroelectric_pumped_storage_1,SE_natural_gas_fired_combined_cycle_1,SE_natural_gas_fired_combined_cycle_2,SE_natural_gas_fired_combined_cycle_3,SE_natural_gas_fired_combined_cycle_4,SE_natural_gas_fired_combustion_turbine_1,SE_natural_gas_fired_combustion_turbine_2,SE_nuclear_1,SE_nuclear_2,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,SE_naturalgas_ccccsavgcf_conservative_0,SE_naturalgas_ccavgcf_moderate_0,SE_naturalgas_ctavgcf_moderate_0,SE_battery_moderate_0,SE_nuclear_mid_0,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
AnnualSum,0.0,0.0,1572.275615241328,0.08362420522228292,6787.856341045455,0.008651078955889714,0.02549694614069383,0.3414998511277461,0.00027990632128484005,0.00023030574531504816,0.0,0.0,0.007056406871854922,0.010389098784148832,0.010869347915933105,0.0,0.00014116969407758622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8360.620194603564
t1,0.0,0.0,3.8067776777443147e-7,1.3148044717243647e-6,2.532898471646736e-7,4.831740238712818e-7,1.2689696492538155e-6,1.1235289188151368e-5,2.0591824420353686e-8,1.7540131690742586e-8,0.0,0.0,3.2955926181458514e-7,3.11228311163765e-7,8.006598016712016e-7,0.0,1.2849473403441154e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6428633752104024e-5
t2,0.0,0.0,3.82367482924018e-7,1.3077184961218609e-6,2.5144636811924826e-7,4.76088595375075e-7,1.248464590141713e-6,1.0844534927854914e-5,2.0118334234228773e-8,1.7197105663969026e-8,0.0,0.0,3.4659112975180283e-7,3.4217291699561416e-7,7.790329934378949e-7,0.0,1.2701317417928552e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6028434258038267e-5
t3,0.0,0.0,3.814810357493492e-7,1.283963468517186e-6,2.484576313639252e-7,4.6086536378354236e-7,1.2179300896761428e-6,1.0434747697232882e-5,1.965828742370408e-8,1.6880440507867367e-8,0.0,0.0,3.602192622178548e-7,3.7119279759314346e-7,7.809339382704467e-7,0.0,1.2550510213262826e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5588880522549307e-5
t4,0.0,0.0,3.8479071458784e-7,1.2747331496512418e-6,2.4961391199695034e-7,4.486686138729418e-7,1.1973709272836547e-6,1.0143553797569683e-5,1.929399234626216e-8,1.6630297259438095e-8,0.0,0.0,3.7752289739955945e-7,4.1016367919359125e-7,8.048015078405878e-7,0.0,1.2423156487275368e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5339566645489025e-5
t5,0.0,0.0,3.883038233945857e-7,1.2609007238087702e-6,2.5080729229606833e-7,4.322270974078059e-7,1.1676407430404472e-6,9.858511928809334e-6,1.8941597371866862e-8,1.6393712290470873e-8,0.0,0.0,3.8627337272734527e-7,4.4129673457642225e-7,7.699913175144776e-7,0.0,1.2294159348748232e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5003582502586343e-5
t6,0.0,0.0,3.855319941367242e-7,1.2127892583494204e-6,2.4666837624948626e-7,4.024387095511871e-7,1.1089980630527093e-6,9.449039191305275e-6,1.851800405105571e-8,1.6094128489089545e-8,0.0,0.0,3.694100839920747e-7,4.282208922531298e-7,7.538147832188378e-7,0.0,1.214004224994531e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4403663526898935e-5
t7,0.0,0.0,3.611047866239859e-7,1.0750749851206635e-6,2.251977493769643e-7,3.5455724412289313e-7,1.0075740510107623e-6,8.838740770900135e-6,1.801282776547306e-8,1.5714255662761703e-8,0.0,0.0,3.2591157357959095e-7,3.689571286372828e-7,7.304500102366887e-7,0.0,1.198867140997733e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333284054447179e-5
t8,0.0,0.0,4.2918561502317384e-7,1.2651499789216601e-6,2.649348644495575e-7,4.0732887495429604e-7,1.1271660358025236e-6,9.84588750030874e-6,1.858173785154543e-8,1.614092550774114e-8,0.0,0.0,3.8200829090247274e-7,4.3211869648184445e-7,7.699217109017695e-7,0.0,1.2189544959503053e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4970613776064828e-5
