Resource,SE_conventional_hydroelectric_1,SE_hydroelectric_pumped_storage_1,SE_natural_gas_fired_combined_cycle_1,SE_natural_gas_fired_combined_cycle_2,SE_natural_gas_fired_combined_cycle_3,SE_natural_gas_fired_combined_cycle_4,SE_natural_gas_fired_combustion_turbine_1,SE_natural_gas_fired_combustion_turbine_2,SE_nuclear_1,SE_nuclear_2,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,SE_naturalgas_ccccsavgcf_conservative_0,SE_naturalgas_ccavgcf_moderate_0,SE_naturalgas_ctavgcf_moderate_0,SE_battery_moderate_0,SE_nuclear_mid_0,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8
t59,0.0,0.0,7.01997226246401e-5,7.956223644932839e-5,2.0644309976968126e-5,1.0999262704505787e-5,3.4669933610440465e-5,0.0006585752816366647,31.999997982131326,1.9999973424035167,0.0,0.0,2.6830022754539808e-5,2.8750038822135035e-5,2.537430323368288e-5,0.0,6.44409644349915e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t60,0.0,0.0,7.206818925179791e-5,8.24838104295053e-5,2.139776489781508e-5,1.1369831795483917e-5,3.5547076495871165e-5,0.0006707017870299467,31.999997987476565,1.999997360670638,0.0,0.0,2.71649718866095e-5,2.9451207095092912e-5,2.5849672263223607e-5,0.0,6.45034797556737e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t61,0.0,0.0,7.456777191034729e-5,8.652250550913987e-5,2.2438550240943017e-5,1.1898417849104242e-5,3.6742655102334014e-5,0.0006852505757238712,31.999998044349233,1.9999973797169464,0.0,0.0,2.76501580079709e-5,3.042624062439348e-5,2.6479649892802092e-5,0.0,6.456886398019726e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t62,0.0,0.0,7.819123687397757e-5,9.256153529000775e-5,2.3969338806776844e-5,1.2669364371742553e-5,3.8376692509224715e-5,0.0007027887371266683,31.99999800302436,1.999997399532531,0.0,0.0,2.8325912600468513e-5,3.18038061063443e-5,2.7188046746886833e-5,0.0,6.463711671558919e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t63,0.0,0.0,8.466055744419214e-5,0.00010395604799240917,2.674387707546553e-5,1.3866023854615974e-5,4.066956321758715e-5,0.0007241803148740717,31.99999806369323,1.9999974201560105,0.0,0.0,2.9259990987592915e-5,3.387933386316901e-5,2.8072458475815884e-5,0.0,6.470811561546312e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t64,0.0,0.0,0.0001973440988053966,0.0001730434191575573,16.32902331049559,1.6017275425588514e-5,4.407930383095448e-5,0.0007506688094395997,31.999998022829377,1.9999974415003978,0.0,0.0,3.0652131556783334e-5,3.770131341118131e-5,2.9256088989109632e-5,0.0,6.478121184451425e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t65,0.0,0.0,0.0002311113760552104,0.0002043012898151466,22.949335674793442,1.7640283515328443e-5,4.663585430049642e-5,0.0007705882211966125,31.99999804899953,1.9999974604409083,0.0,0.0,3.149228387345669e-5,3.968816277970041e-5,3.020831639672153e-5,0.0,6.484690709843944e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t66,0.0,0.0,0.00025336142562927403,0.0002262021725274621,32.942166960785094,1.8940170595896687e-5,4.8670575778237446e-5,0.0007856572919318471,31.999998055493016,1.9999974771508868,0.0,0.0,3.210597327294552e-5,4.116541645104088e-5,3.1058974019254744e-5,0.0,6.4904683419571e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t67,0.0,0.0,0.00026097752297009596,0.00023765804816899626,32.94217302153339,1.9915432481479036e-5,5.024939293116512e-5,0.0007962135398193171,31.99999816031065,1.999997491729458,0.0,0.0,3.261777084921924e-5,4.254277632805066e-5,3.192440729418592e-5,0.0,6.495439969348239e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t68,0.0,0.0,0.00026112330367026053,0.00023814868239841537,32.942173117455944,1.987108641254889e-5,5.0000424830166064e-5,0.0007918103400611576,31.99999806242838,1.9999975009019957,0.0,0.0,3.2594676035236275e-5,4.254590146986541e-5,3.165923358697118e-5,0.0,6.498348828792326e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t69,0.0,0.0,0.0002605652539171994,0.0002367091209164774,32.94217272772209,1.941421741060295e-5,4.8935285836295095e-5,0.0007796506992670572,31.999998064159108,1.9999975068468712,0.0,0.0,3.236188943283437e-5,4.226365312114241e-5,3.101694096767348e-5,0.0,6.4999573156909086e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t70,0.0,0.0,0.0002584532055559242,0.00023159716943010748,32.942171116535924,1.8328581045962258e-5,4.67213836152999e-5,0.0007554893854823572,31.999998028981175,1.9999975097374354,0.0,0.0,3.179337684773783e-5,4.148247965956854e-5,3.001515080912354e-5,0.0,6.5003051983653396e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t71,0.0,0.0,0.0002281421847649899,0.00019375626872567925,24.949919443688128,1.566442954682782e-5,4.2246581363552556e-5,0.0007051793548552916,31.999998024249923,1.9999975097273122,0.0,0.0,3.022845276590249e-5,3.8135601195864305e-5,2.8267304273462412e-5,0.0,6.4994650246360535e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t72,0.0,0.0,3.0068984410247393e-5,5.695541884689212e-5,1.3695585374803996e-5,1.1216275529504112e-5,3.546303878422294e-5,0.0006265246490508769,31.999998077554896,1.9999975081273669,0.0,0.0,2.6043805183677573e-5,2.5927623393645364e-5,2.6161655776508822e-5,0.0,6.498187996857705e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t73,0.0,0.0,2.3322132678927108e-5,4.403970630392186e-5,1.0268528995235925e-5,9.724863617236701e-6,3.20647674877916e-5,0.0005848024371615909,31.9999980058759,1.999997508425252,0.0,0.0,2.4091193005257593e-5,2.2924224364189065e-5,2.4736552660056548e-5,0.0,6.49752341054282e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t74,0.0,0.0,2.1343300245409652e-5,4.056288139107351e-5,9.175499083860207e-6,8.949010629569506e-6,2.9939725001605896e-5,0.0005581728073241114,31.99999808233086,1.9999975105755807,0.0,0.0,2.2886822146191042e-5,2.1326026745764293e-5,2.3680333020869287e-5,0.0,6.497559083761431e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t75,0.0,0.0,2.020377966847713e-5,3.8131591232347915e-5,8.559646289216457e-6,8.444325179156008e-6,2.8458695544341677e-5,0.0005396193891578274,31.99999806654838,1.999997514516551,0.0,0.0,2.2045137316204322e-5,2.0254839046127816e-5,2.2867699340316793e-5,0.0,6.4983209544851785e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t76,0.0,0.0,1.946167035177719e-5,3.652213329369622e-5,8.163399222908952e-6,8.12001488973513e-6,2.743435949037331e-5,0.0005263362757296519,31.999998019298914,1.999997520331716,0.0,0.0,2.1468785315986162e-5,1.9536905086354534e-5,2.2290092467363934e-5,0.0,6.499820723508718e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t77,0.0,0.0,1.895606700503289e-5,3.547308601185919e-5,7.898084413771676e-6,7.91346708138453e-6,2.6726465262265246e-5,0.0005168880057373728,31.999998127050493,1.9999975279459297,0.0,0.0,2.1069986945964215e-5,1.904519568102413e-5,2.1845857685766422e-5,0.0,6.502056968115961e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t78,0.0,0.0,1.8640746894268924e-5,3.4902784013902654e-5,7.732869418057458e-6,7.80057867980947e-6,2.627547793753776e-5,0.0005106738824199422,31.99999809985742,1.9999975373546068,0.0,0.0,2.0812862877327604e-5,1.8738056171283813e-5,2.153626252307813e-5,0.0,6.505047154897079e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t79,0.0,0.0,1.847128423562781e-5,3.471252789958482e-5,7.637001514098139e-6,7.756150590940044e-6,2.6016047223022106e-5,0.0005072967360238277,31.999998128891512,1.9999975485837334,0.0,0.0,2.0664584692187147e-5,1.8570423710116906e-5,2.136621098141496e-5,0.0,6.508770182755995e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t80,0.0,0.0,1.8416296689177378e-5,3.4755675646068595e-5,7.598314292076948e-6,7.750905099945576e-6,2.5917898133440262e-5,0.0005065596939259747,31.999998067149377,1.9999975618341541,0.0,0.0,2.0609176350053306e-5,1.8515545568084024e-5,2.1272616143990926e-5,0.0,6.513224678333908e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t81,0.0,0.0,1.8489944847823833e-5,3.504887663533005e-5,7.620402261051092e-6,7.790774302370908e-6,2.598907167170242e-5,0.0005084365056078898,31.999998153789125,1.9999975771043328,0.0,0.0,2.065237278024148e-5,1.8580794134238954e-5,2.129490993642763e-5,0.0,6.5184344679762655e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t82,0.0,0.0,1.8704484491974035e-5,3.562024590074035e-5,7.707643842442432e-6,7.882799048608267e-6,2.6243989400600273e-5,0.0005130898622735159,31.999998181144257,1.9999975944841095,0.0,0.0,2.080621786384968e-5,1.877594850601033e-5,2.1448789994409697e-5,0.0,6.524415463021625e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t83,0.0,0.0,1.9084892695692035e-5,3.652141078153773e-5,7.86969819654565e-6,8.038711778633668e-6,2.670570762997901e-5,0.0005208293289099052,31.999998120135658,1.9999976141318325,0.0,0.0,2.1072849789000037e-5,1.9116039986346677e-5,2.1684423963891566e-5,0.0,6.531193855257961e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t84,0.0,0.0,1.967092195995275e-5,3.7835220653004555e-5,8.124243159334157e-6,8.2764489637519e-6,2.741422135158518e-5,0.0005321993616267129,31.999998168831006,1.9999976362027831,0.0,0.0,2.1470900068224436e-5,1.9628194509241968e-5,2.2060982374677355e-5,0.0,6.538791116786236e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t85,0.0,0.0,2.053498743043789e-5,3.971335489658532e-5,8.504388581529586e-6,8.625706763071329e-6,2.84391356337733e-5,0.0005481686242021695,31.999998193377156,1.9999976608875318,0.0,0.0,2.2036880757436104e-5,2.0362167946829193e-5,2.2603848942831472e-5,0.0,6.547229407685416e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t86,0.0,0.0,2.1820993913994812e-5,4.2458972149089316e-5,9.077220044778834e-6,9.138372482132028e-6,2.990440253899668e-5,0.0005705229830334356,31.99999819457839,1.999997688423966,0.0,0.0,2.2841967365838523e-5,2.1422265910881705e-5,2.3281334660390474e-5,0.0,6.556535364209771e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t87,0.0,0.0,2.386012677362474e-5,4.6785644816072845e-5,1.0002821571184114e-5,9.918306975514668e-6,3.205311492360019e-5,0.0006028682050987716,31.99999816131079,1.9999977190755858,0.0,0.0,2.4005359162649394e-5,2.3027836618812627e-5,2.420237739636501e-5,0.0,6.566735897335647e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t88,0.0,0.0,2.7718774496544725e-5,5.521833306686471e-5,1.1797710647538624e-5,1.123749575631178e-5,3.546326414068572e-5,0.0006542300830020191,31.99999818342188,1.9999977532216753,0.0,0.0,2.5783440185489418e-5,2.5760506726779946e-5,2.5461469907687542e-5,0.0,6.577843567775106e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t89,0.0,0.0,0.00018599969172597522,0.00013046123260279757,3.2252831608201125,1.4368421062131314e-5,4.217736257916755e-5,0.0007593594830672839,31.999998228429394,1.9999977913082523,0.0,0.0,2.9256243609833294e-5,3.449252002180252e-5,2.7135920605138918e-5,0.0,6.589787146296863e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t90,0.0,0.0,0.0005804517285240927,0.0002089490590491327,25.902583054732307,1.7165201014052824e-5,4.780644993595001e-5,0.0008462435227733795,31.999998279411173,1.99999782757552,0.0,0.0,3.1046417973925504e-5,3.948671862931752e-5,2.8678302270641926e-5,0.0,6.6015567815331525e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t91,0.0,0.0,0.0005892057283552793,0.00022491250938063952,25.902589932649438,1.879658329688017e-5,5.1299702050623295e-5,0.0008989998715548048,31.999998312637956,1.9999978598157533,0.0,0.0,3.177669075149355e-5,4.077539571840496e-5,2.986578528010544e-5,0.0,6.612333777101917e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t92,0.0,0.0,0.0005931149528251337,0.0002338111686504346,25.902592199430973,1.9963664566947214e-5,5.373432349492628e-5,0.0009362281398127721,31.99999835447549,1.999997888526246,0.0,0.0,3.217059236784611e-5,4.143201749233083e-5,3.062851406431344e-5,0.0,6.6221496030963146e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t93,0.0,0.0,0.0005950945552600443,0.00023896439340509315,25.90259328412879,2.0772559208979006e-5,5.546670140009786e-5,0.0009634619860046237,31.999998401757807,1.9999979140283755,0.0,0.0,3.2396531383042894e-5,4.1806798174358665e-5,3.119595703269621e-5,0.0,6.631054340851773e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t94,0.0,0.0,0.0005962303540284317,0.00024212385968409769,25.902593845818924,2.1320197332055806e-5,5.668779602051801e-5,0.0009839959857501487,31.999998447228034,1.999997936741969,0.0,0.0,3.2522198184839767e-5,4.201135453596488e-5,3.1675742639069886e-5,0.0,6.639085713859449e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t95,0.0,0.0,0.0005968573002570064,0.00024394291352753864,25.902594067587355,2.1652812369868358e-5,5.750311744274933e-5,0.0009994972206124482,31.999998435601803,1.9999979569235662,0.0,0.0,3.258258551982768e-5,4.208892556664798e-5,3.197056949770884e-5,0.0,6.646294444642017e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t96,0.0,0.0,0.0005971347028280566,0.0002447620398976777,25.90259403418689,2.1806006392670397e-5,5.798273050500771e-5,0.0010110291317110456,31.99999848194802,1.999997974805453,0.0,0.0,3.259557583566674e-5,4.2043886361249754e-5,3.214615103692761e-5,0.0,6.652730134235197e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t97,0.0,0.0,0.0005970972923490584,0.0002446783391542877,25.902593729586926,2.178667069217019e-5,5.8131766697395244e-5,0.0010191489659560492,31.999998570729986,1.9999979905882543,0.0,0.0,3.2564317385215394e-5,4.193337276840346e-5,3.228665299335039e-5,0.0,6.658411957212419e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t98,0.0,0.0,0.0005968133569591188,0.00024378872082577308,25.902593223763294,2.1614988965382318e-5,5.799330884982981e-5,0.0010242997286462737,31.999998560388672,1.9999980044341439,0.0,0.0,3.24895158967838e-5,4.1743378086626985e-5,3.2274756570784384e-5,0.0,6.6634086332381246e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t99,0.0,0.0,0.0005965372475482159,0.00024277892080212912,25.90259275580826,2.1433405803833167e-5,5.779964203260523e-5,0.001028278589905287,31.99999862841972,1.999998017070596,0.0,0.0,3.244577754360519e-5,4.163803394623005e-5,3.224318786372716e-5,0.0,6.667967332746908e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t100,0.0,0.0,0.0005959542616409861,0.00024070051991873306,25.902591867973175,2.1074531177192694e-5,5.7310480749903596e-5,0.0010295901434380487,31.999998613753416,1.9999980280015701,0.0,0.0,3.2338847341395394e-5,4.1403839030504616e-5,3.2189587256582846e-5,0.0,6.671886977210203e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t101,0.0,0.0,0.0005949581719375682,0.00023716475419246802,25.902589998912465,2.0508667997343042e-5,5.649609691232232e-5,0.0010283701469301842,31.999998635816908,1.9999980373031592,0.0,0.0,3.2139571868836965e-5,4.097178090834729e-5,3.197947327190983e-5,0.0,6.675173834366421e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t102,0.0,0.0,0.0005933615710251427,0.0002311223729190711,25.90258371244945,1.968676268449429e-5,5.531924593092565e-5,0.0010245868808891436,31.99999862678038,1.9999980450199952,0.0,0.0,3.180463414663651e-5,4.0257261985286524e-5,3.164609730442416e-5,0.0,6.6778572197423236e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t103,0.0,0.0,0.00059073840173382,0.00021942883916840542,10.815265360266736,1.8487524832406146e-5,5.368534685631141e-5,0.0010181144425952721,31.999998671960274,1.999998051258855,0.0,0.0,3.122569736434287e-5,3.879962107367012e-5,3.125101446369941e-5,0.0,6.679977348954107e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t104,0.0,0.0,0.0005891559790448214,0.00021380285477210577,10.815258104690935,1.7700172300042015e-5,5.249420195328762e-5,0.001013608374749329,31.999998705677704,1.9999980576429504,0.0,0.0,3.080727836921681e-5,3.7883557042538686e-5,3.091674545517999e-5,0.0,6.682154544016679e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t105,0.0,0.0,0.0005882073768153761,0.000210735116999752,10.81525635099953,1.7191476449798978e-5,5.167806426175655e-5,0.0010109652577734124,31.999998710289226,1.9999980641291022,0.0,0.0,3.0514931493676673e-5,3.728171509912542e-5,3.067091066977182e-5,0.0,6.684434264377798e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t106,0.0,0.0,0.000587680686693047,0.00020915506426610192,10.815255570873878,1.689462796320758e-5,5.1187488209989955e-5,0.001010165646843347,31.999998753926604,1.9999980707296507,0.0,0.0,3.0332294884782073e-5,3.6913246049386287e-5,3.057713494551129e-5,0.0,6.686820632071411e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t107,0.0,0.0,0.0005874808591828742,0.00020865923278924712,10.815255234862148,1.677489600835643e-5,5.0993363803321525e-5,0.0010112039511937629,31.999998742251876,1.9999980774668216,0.0,0.0,3.024868606496213e-5,3.6743068806638105e-5,3.051910899679054e-5,0.0,6.6893084500648484e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t108,0.0,0.0,0.0005875774861585034,0.00020912096089413843,10.815255209015728,1.6819597708108488e-5,5.108692722079151e-5,0.001014082782184128,31.999998778763473,1.9999980843289298,0.0,0.0,3.0249462350067873e-5,3.674852772508921e-5,3.0537709371668945e-5,0.0,6.691898610704188e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t109,0.0,0.0,0.0005879833671992073,0.00021058341537591642,10.815255484343467,1.7029475078160394e-5,5.147239986172645e-5,0.001018880412508242,31.99999879816059,1.9999980913203093,0.0,0.0,3.0335361659118106e-5,3.692934123010781e-5,3.07012017080305e-5,0.0,6.694591306390778e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t110,0.0,0.0,0.000588761955802075,0.00021329477018424423,10.815256163634576,1.7420555103789072e-5,5.2171241725399326e-5,0.0010257068954106787,31.999998771582735,1.9999980984439572,0.0,0.0,3.05157989371917e-5,3.7309541390452886e-5,3.0903100970130706e-5,0.0,6.697390711873964e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t111,0.0,0.0,0.0005900553830322044,0.00021788167160296861,10.815257605001728,1.8028719679393178e-5,5.322607101597691e-5,0.0010347225189556114,31.999998792798404,1.999998105682643,0.0,0.0,3.0805123480902634e-5,3.7931141279674306e-5,3.119020583346144e-5,0.0,6.700295112459518e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t112,0.0,0.0,0.0005921447620293046,0.00022604688092872985,10.815261265662746,1.8918825605052345e-5,5.470110818732771e-5,0.0010461189808458698,31.999998784266463,1.999998113031741,0.0,0.0,3.122188347984616e-5,3.887051111577123e-5,3.1656634391344635e-5,0.0,6.703291701078953e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t113,0.0,0.0,0.0005960555294760429,0.0002456414336813187,14.053617352903979,2.0267480426150313e-5,5.6725525840836934e-5,0.0010603603157562365,31.99999887599639,1.9999981205400543,0.0,0.0,3.1804372828580755e-5,4.0351990700679974e-5,3.219453885645234e-5,0.0,6.706359204731438e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t114,0.0,0.0,0.0005998308183707164,0.000262650843579935,15.94111753197412,2.1518537847433413e-5,5.8593063413238866e-5,0.001073243877908614,31.999998818606215,1.999998127140378,0.0,0.0,3.228666164139325e-5,4.1513108131402196e-5,3.2703549498204705e-5,0.0,6.709101007735509e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t115,0.0,0.0,0.0006013667972175768,0.0002694453198032207,15.941120242293804,2.2339868372794045e-5,5.985463318921437e-5,0.0010822823792015655,31.999998848255,1.9999981321642537,0.0,0.0,3.256438494097677e-5,4.207674869482693e-5,3.313908884967566e-5,0.0,6.71117509333798e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t116,0.0,0.0,0.000602083051316421,0.00027290192267280826,15.941121185363542,2.2863662361655596e-5,6.062635922576739e-5,0.0010879013692511826,31.999998761553663,1.9999981355724872,0.0,0.0,3.2722002480007935e-5,4.237243931045987e-5,3.334527671102382e-5,0.0,6.7125842228395575e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t117,0.0,0.0,0.0006022818314988295,0.00027456607974401376,15.941121540891997,2.31437296138825e-5,6.0985987839521716e-5,0.0010904770255850587,31.99999875447412,1.9999981374434481,0.0,0.0,3.280162492457911e-5,4.251742823005839e-5,3.341395293228934e-5,0.0,6.7133312737240895e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t118,0.0,0.0,0.0006020376779221535,0.00027493461050228025,15.941121523936292,2.320760999614501e-5,6.0964106517668676e-5,0.0010901344831919287,31.99999877593877,1.9999981378114098,0.0,0.0,3.282100001814326e-5,4.2547668561531776e-5,3.34498594232798e-5,0.0,6.713422673530406e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t119,0.0,0.0,0.0006012494465567843,0.00027404005568048477,15.94112111409811,2.3061516689176743e-5,6.0570104483584285e-5,0.00108685056564957,31.99999874975063,1.999998136687337,0.0,0.0,3.278825436316375e-5,4.247324132902805e-5,3.332353613956221e-5,0.0,6.7128625486834106e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t120,0.0,0.0,0.0005995399303932456,0.000271556721394896,15.941120162345651,2.2703739863922694e-5,5.97970272766431e-5,0.0010805373056665072,31.99999882813479,1.999998134074847,0.0,0.0,3.2701120170172056e-5,4.227878583834706e-5,3.307051860131121e-5,0.0,6.711658349871317e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
