Resource,SE_conventional_hydroelectric_1,SE_hydroelectric_pumped_storage_1,SE_natural_gas_fired_combined_cycle_1,SE_natural_gas_fired_combined_cycle_2,SE_natural_gas_fired_combined_cycle_3,SE_natural_gas_fired_combined_cycle_4,SE_natural_gas_fired_combustion_turbine_1,SE_natural_gas_fired_combustion_turbine_2,SE_nuclear_1,SE_nuclear_2,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,SE_naturalgas_ccccsavgcf_conservative_0,SE_naturalgas_ccavgcf_moderate_0,SE_naturalgas_ctavgcf_moderate_0,SE_battery_moderate_0,SE_nuclear_mid_0,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8
t17,0.0,0.0,0.002044164357347408,0.00012249905038282262,3.735220615054423e-5,1.7136222968455392e-5,4.342702658810501e-5,0.0009106633008081494,31.99999820228211,1.9999973043858872,0.0,0.0,2.619479127393742e-5,2.8147712187568332e-5,3.0466275314916152e-5,0.0,6.433373520684949e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t18,0.0,0.0,1.7470438096869922,0.0001428657144910008,4.6523961697592304e-5,2.0011104986995655e-5,0.00010372332599976075,0.003075761059572876,31.999998206653526,1.9999972939299293,0.0,0.0,2.830780256973635e-5,3.191920694244452e-5,3.388491207506431e-5,0.0,6.429832931018134e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t19,0.0,0.0,1.9500684180625911,0.0001951052536879618,6.304065087900811e-5,2.6317565840961487e-5,0.00016184010577437766,0.003828868417625358,31.99999816444861,1.9999972852782983,0.0,0.0,3.336402342995692e-5,4.4661755238953067e-5,4.2600342504355944e-5,0.0,6.4267691483075944e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t20,0.0,0.0,1.9496609489443597,0.00013687964595457262,4.667712131394465e-5,1.9674158971684898e-5,0.0001034165055092424,0.003058860914313631,31.999998276151203,1.9999972526520178,0.0,0.0,2.7591141354093273e-5,3.0479510858358875e-5,3.2451369328902806e-5,0.0,6.4161526034818e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t21,0.0,0.0,1.9492843356748304,0.0001184859859289698,4.0091449829053177e-5,1.682631078249575e-5,4.333550809992009e-5,0.000774893981939709,31.999998156847333,1.9999972229834668,0.0,0.0,2.5236557565138943e-5,2.648864727908248e-5,2.876684255343707e-5,0.0,6.406034232268652e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t22,0.0,0.0,1.9488041156782618,0.00010285045777360546,3.379344260719576e-5,1.4801600577725653e-5,3.66470447181065e-5,0.00065084171426281,31.999998113274977,1.999997196040713,0.0,0.0,2.369871829454507e-5,2.3979282356818335e-5,2.6441176208017612e-5,0.0,6.396613466501002e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t23,0.0,0.0,1.9480297598339367,8.61871899058398e-5,2.7540602318338445e-5,1.2933019482184505e-5,3.319837037152088e-5,0.0005900402728786867,31.999998030564562,1.9999971716009481,0.0,0.0,2.2582459814728056e-5,2.2099434017070845e-5,2.4831729727312786e-5,0.0,6.387929871584148e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t24,0.0,0.0,0.203029499009198,6.724899702095414e-5,1.9546755455353634e-5,1.1196187229758951e-5,3.095679807394681e-5,0.0005507154786831179,31.999997960854508,1.9999971495037252,0.0,0.0,2.1806061717384154e-5,2.081343387652401e-5,2.3597716036518873e-5,0.0,6.379972841385992e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t25,0.0,0.0,2.843348920568485e-5,5.090531023455979e-5,1.1891316336676961e-5,9.939233785808852e-6,2.9302048421468778e-5,0.0005224353527736613,31.9999979771396,1.9999971296781518,0.0,0.0,2.118899404916806e-5,1.978748227120441e-5,2.2641374204956934e-5,0.0,6.372720228914912e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t26,0.0,0.0,2.4448732038299858e-5,4.50608084737125e-5,1.0396210165996734e-5,9.246171967633729e-6,2.8139242640609532e-5,0.0005010763395133198,31.999997927152727,1.9999971120570565,0.0,0.0,2.0735962152528898e-5,1.905316497534659e-5,2.1876079216152513e-5,0.0,6.36618232438518e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t27,0.0,0.0,2.247372092800751e-5,4.177105557563549e-5,9.554925415945521e-6,8.808912118474958e-6,2.730570599576403e-5,0.0004844168652300713,31.999997953504774,1.9999970965264144,0.0,0.0,2.0391498000014146e-5,1.8526578649502444e-5,2.125832574468293e-5,0.0,6.360350423843512e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t28,0.0,0.0,2.1225640554681787e-5,3.958024755167794e-5,8.988453716217404e-6,8.533066040057003e-6,2.6733352051282125e-5,0.00047125894475927765,31.999997899923613,1.9999970830457523,0.0,0.0,2.0121662306024673e-5,1.816700214238442e-5,2.0780999787198286e-5,0.0,6.355214237702769e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t29,0.0,0.0,2.006926962941044e-5,3.77717077961908e-5,8.45214184615939e-6,8.27248109913603e-6,2.6113448687823074e-5,0.00045860467280149837,31.99999793308725,1.9999970711524808,0.0,0.0,1.980542367212774e-5,1.7791612947524767e-5,2.0317037601443056e-5,0.0,6.3506689407478806e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t30,0.0,0.0,1.8919880900489258e-5,3.5808107392742844e-5,7.903489125911898e-6,7.954992972331848e-6,2.5351726807242925e-5,0.0004454909264518138,31.999997982122043,1.9999970606704158,0.0,0.0,1.9372060293718033e-5,1.7298623375059244e-5,1.984754754839964e-5,0.0,6.346669038901145e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t31,0.0,0.0,1.7820767834183783e-5,3.375151357475024e-5,7.349586351956735e-6,7.563316389927307e-6,2.4410508538817893e-5,0.0004321417794981976,31.99999795116594,1.9999970515346406,0.0,0.0,1.881448453180468e-5,1.669525486844553e-5,1.9375900150417515e-5,0.0,6.343223050515546e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t32,0.0,0.0,1.71030272979079e-5,3.236330404654935e-5,6.987491840371984e-6,7.289920958843906e-6,2.3737160465411642e-5,0.0004225384857952367,31.99999794853567,1.9999970446187603,0.0,0.0,1.8415741449207606e-5,1.6279754076643956e-5,1.9010321840435083e-5,0.0,6.340560940887454e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t33,0.0,0.0,1.6636904420544968e-5,3.145784007799536e-5,6.748481125782007e-6,7.102854580973936e-6,2.3274259347869136e-5,0.0004160541504739213,31.99999800411711,1.9999970398855216,0.0,0.0,1.8147150997333643e-5,1.601566618452274e-5,1.875977025291025e-5,0.0,6.338718437244696e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t34,0.0,0.0,1.6367403650212408e-5,3.094116480849319e-5,6.6062859500575735e-6,6.983584950882275e-6,2.2994532486710226e-5,0.00041226317649391796,31.999998027950685,1.999997037204131,0.0,0.0,1.8007405209492844e-5,1.5893569221605942e-5,1.8620384132797217e-5,0.0,6.337707738431886e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t35,0.0,0.0,1.6270770774097222e-5,3.077021180564248e-5,6.544320054776402e-6,6.9205002792974855e-6,2.2875117427422943e-5,0.0004110568099465686,31.99999797600533,1.9999970366068782,0.0,0.0,1.7994582911445937e-5,1.590341567364577e-5,1.8556673910534507e-5,0.0,6.337524662310678e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t36,0.0,0.0,1.634247950882751e-5,3.093855501158362e-5,6.555592897170938e-6,6.908232213350813e-6,2.290583589284857e-5,0.00041240888431092425,31.99999801830568,1.99999703809713,0.0,0.0,1.8113799804096285e-5,1.6046029340642026e-5,1.8599533927737732e-5,0.0,6.338169131179357e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t37,0.0,0.0,1.6596157661041305e-5,3.1479761623134895e-5,6.65135510481892e-6,6.958486007912673e-6,2.308692761086311e-5,0.0004164609512428741,31.999997951921685,1.9999970417018338,0.0,0.0,1.8378707106940437e-5,1.6332608829822134e-5,1.873691224492181e-5,0.0,6.339639572845031e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t38,0.0,0.0,1.707288363759494e-5,3.2483718682884e-5,6.852217727916252e-6,7.084044664272032e-6,2.3428430741001474e-5,0.00042351992025568906,31.99999792774245,1.9999970474325826,0.0,0.0,1.8807259433299487e-5,1.6790207982033024e-5,1.8955722309570192e-5,0.0,6.341941848229688e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t39,0.0,0.0,1.78620496370647e-5,3.413790178589119e-5,7.2157396857504586e-6,7.30850240679801e-6,2.399853205969199e-5,0.0004342135716484567,31.999998000903425,1.999997055323931,0.0,0.0,1.94468388468688e-5,1.746004434899271e-5,1.929439199796517e-5,0.0,6.345078041055905e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t40,0.0,0.0,1.9181731765896662e-5,3.688429337040988e-5,7.886901408805985e-6,7.680061137537715e-6,2.49235468815949e-5,0.0004503186695921634,31.99999804965798,1.9999970655160244,0.0,0.0,2.0382277128579452e-5,1.847857043979161e-5,1.9829565768877266e-5,0.0,6.349049329532031e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t41,0.0,0.0,2.1825773678908084e-5,4.292279558584194e-5,9.57372623044724e-6,8.32253861816919e-6,2.6380469706784713e-5,0.0004766806474892451,31.999997949029805,1.9999970782532632,0.0,0.0,2.177673625476041e-5,2.04353959733975e-5,2.0533424474265705e-5,0.0,6.353826742345356e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t42,0.0,0.0,5.9034112793814617e-5,8.0488211590412e-5,3.980816394597154e-5,1.0102690317159273e-5,2.999076493330145e-5,0.0005322049666295675,31.99999801166388,1.9999970936278075,0.0,0.0,2.4953925826349284e-5,2.54748102587214e-5,2.1623859770560972e-5,0.0,6.3593272182519005e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t43,0.0,0.0,6.149833254237418e-5,8.615057784547189e-5,4.172343362086436e-5,1.0878637816108017e-5,3.1609914050736584e-5,0.0005569398006572755,31.999998018008704,1.9999971088490784,0.0,0.0,2.6453811637470705e-5,2.816330326486421e-5,2.2395043492375552e-5,0.0,6.364971195965502e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t44,0.0,0.0,6.345940018676737e-5,8.92323702782024e-5,4.247370797088482e-5,1.1352661465433204e-5,3.2574569333272194e-5,0.0005720039108306075,31.999997994049043,1.9999971240220256,0.0,0.0,2.7276412834310507e-5,2.929798367419755e-5,2.287550484264681e-5,0.0,6.37051521126624e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t45,0.0,0.0,6.500778062328705e-5,9.146485866731071e-5,4.3061630920297614e-5,1.165470915450072e-5,3.326636680159632e-5,0.0005827492362215341,31.999997986043827,1.9999971389165165,0.0,0.0,2.7763723281925765e-5,2.9947068325989407e-5,2.3257863187654856e-5,0.0,6.375838279894651e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t46,0.0,0.0,6.617761950645086e-5,9.311270818427472e-5,4.346955897670905e-5,1.1833762132735373e-5,3.375432222450713e-5,0.0005914242601989905,31.999997992781235,1.9999971534400836,0.0,0.0,2.802160360777281e-5,3.026751854680308e-5,2.3568985962033238e-5,0.0,6.380910850301745e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t47,0.0,0.0,6.700998938184615e-5,9.408152970107387e-5,4.369413537598998e-5,1.1915245315238358e-5,3.404382507432979e-5,0.0005986384446743456,31.999997978107103,1.9999971675101877,0.0,0.0,2.8099081110122365e-5,3.0311651850812722e-5,2.3756268688229137e-5,0.0,6.385727051722037e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t48,0.0,0.0,6.744892301014025e-5,9.395346340706438e-5,4.3572960900888666e-5,1.1881228554965542e-5,3.4149786324981244e-5,0.0006043518527655016,31.999997991996935,1.9999971810648054,0.0,0.0,2.800805494367118e-5,3.0051963385992794e-5,2.3861197399688583e-5,0.0,6.390294224613638e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t49,0.0,0.0,6.725807071690144e-5,9.164425166327726e-5,4.236680793072606e-5,1.1679627984801118e-5,3.403313614299624e-5,0.0006082759748900701,31.9999980120315,1.9999971941241395,0.0,0.0,2.7753035234107553e-5,2.9454850335171403e-5,2.3928100363777214e-5,0.0,6.394614720895059e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t50,0.0,0.0,6.562391024088443e-5,8.074551141005703e-5,2.327992049011325e-5,1.1139832898812385e-5,3.3562163909090797e-5,0.0006097704945169855,31.999997944926427,1.9999972066248006,0.0,0.0,2.7347323597427833e-5,2.8598128795819163e-5,2.3879028867689963e-5,0.0,6.398739867674148e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t51,0.0,0.0,6.496681338394965e-5,7.652639396814968e-5,2.0440358686310472e-5,1.0829152173077105e-5,3.329435394711707e-5,0.0006121264211423694,31.99999799081599,1.99999721976277,0.0,0.0,2.7066627180284908e-5,2.8102707909595136e-5,2.387581366587756e-5,0.0,6.403043673382715e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t52,0.0,0.0,6.488856131774351e-5,7.463959220024765e-5,1.9591587083069146e-5,1.0661691613983621e-5,3.3205527397118366e-5,0.0006154482231947452,31.999998024308525,1.9999972335531602,0.0,0.0,2.6898424141959075e-5,2.7844012067050206e-5,2.396181512397578e-5,0.0,6.407574360113393e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t53,0.0,0.0,6.516953368936667e-5,7.400757884980173e-5,1.931224911600905e-5,1.0598479401228288e-5,3.328290831409263e-5,0.0006198287058191614,31.99999803816029,1.9999972480314994,0.0,0.0,2.6825837417617903e-5,2.776752520234635e-5,2.405991564861196e-5,0.0,6.412341344999342e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t54,0.0,0.0,6.555412651206488e-5,7.392716607861367e-5,1.9256789257010896e-5,1.0530797303437274e-5,3.3253944176850414e-5,0.0006235922757188302,31.999998067639062,1.9999972622469193,0.0,0.0,2.6659105418528924e-5,2.767472778160719e-5,2.4140331940863125e-5,0.0,6.417091432065122e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t55,0.0,0.0,6.603782474657509e-5,7.407579154554704e-5,1.927578370806291e-5,1.0477181627843463e-5,3.323941872920968e-5,0.0006277230747978679,31.99999804993366,1.9999972767632168,0.0,0.0,2.6518624487982728e-5,2.76367234930534e-5,2.4279942644874232e-5,0.0,6.421970344760343e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t56,0.0,0.0,6.67155704266707e-5,7.470351361530585e-5,1.9420555565703543e-5,1.0490280986239236e-5,3.3350344939881614e-5,0.0006331989095198817,31.99999806458037,1.9999972920955087,0.0,0.0,2.6460395911596565e-5,2.771083975243781e-5,2.4433520203754254e-5,0.0,6.4270823461732334e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t57,0.0,0.0,6.76067047653732e-5,7.579620301181622e-5,1.9688890856167445e-5,1.0574723828569725e-5,3.360909456664711e-5,0.0006400447963177697,31.999998063114756,1.9999973081392175,0.0,0.0,2.649035080232975e-5,2.7909920927057872e-5,2.466126333273945e-5,0.0,6.432465045879752e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t58,0.0,0.0,6.874863094837966e-5,7.739038262917207e-5,2.008973262711274e-5,1.0740620255140088e-5,3.403915849583831e-5,0.0006484411562610298,31.99999805603803,1.9999973248983027,0.0,0.0,2.6610689044150883e-5,2.8248971018601305e-5,2.5000372299520183e-5,0.0,6.438135434562406e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
