Resource,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap,MaxAnnualGeneration,AnnualGeneration,CapacityFactor,AnnualEmissions
SE_small_hydroelectric_1,1,249.895,0.0,0.0,249.895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1890802e6,473817.0642760191,0.21644573107738085,0.0
SE_solar_photovoltaic_1,1,8502.2,1.896444344992533e-6,0.0,8502.199998103557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.447927198338716e7,2.181532342634283e7,0.29290462762859454,0.0
SE_naturalgas_ccccsavgcf_conservative_0,1,0.0,0.0,6.173690938762984e-5,6.173690938762984e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5408153262356373,0.317913993779491,0.5878420569038634,0.01209155409025998
SE_naturalgas_ccavgcf_moderate_0,1,0.0,0.0,0.00015163035937288557,0.00015163035937288557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3282819481064776,0.6567851044771233,0.4944621173338977,0.22210864370318265
SE_naturalgas_ctavgcf_moderate_0,1,0.0,0.0,5.624284212313659e-5,5.624284212313659e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4926872969986765,0.14145102176649765,0.28710101240316255,0.07308819387610314
SE_battery_moderate_0,1,0.0,0.0,70643.76388830166,70643.76388830166,0.0,0.0,278343.36136399495,278343.36136399495,0.0,0.0,0.0,0.0,6.188393716615225e8,9.613325271523778e7,0.15534443527264516,0.0
SE_nuclear_mid_0,1,0.0,0.0,3.97266570475061e-5,3.97266570475061e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34800551573615346,0.24798021135946038,0.7125755200600641,0.0
SE_utilitypv_class1_moderate_70_0_2_1,1,0.0,0.0,6.1007971883830434e-5,6.1007971883830434e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5344298337023546,0.11630251485980714,0.21761980249886398,0.0
SE_utilitypv_class1_moderate_70_0_2_2,1,0.0,0.0,4.168333814042174e-5,4.168333814042174e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36514604211009444,0.07025104487371361,0.19239163724122296,0.0
SE_utilitypv_class1_moderate_70_0_2_3,1,0.0,0.0,8.655650912324162e-5,8.655650912324162e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7582350199195965,0.18685720446055665,0.2464370538838618,0.0
SE_utilitypv_class1_moderate_70_0_2_4,1,0.0,0.0,148487.77532599145,148487.77532599145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.300752911855685e9,4.1911367177687615e8,0.322208520893456,0.0
SE_utilitypv_class1_moderate_70_0_2_5,1,0.0,0.0,52208.6998683676,52208.6998683676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5734821084690017e8,1.4523716071489385e8,0.3175636359131025,0.0
SE_utilitypv_class1_moderate_70_0_2_6,1,0.0,0.0,9.409535216401907e-5,9.409535216401907e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.824275284956807,0.20410841218153492,0.2476216573595682,0.0
SE_utilitypv_class1_moderate_70_0_2_7,1,0.0,0.0,7.266027140986377e-5,7.266027140986377e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6365039775504066,0.15270306912230325,0.23990905714365351,0.0
SE_utilitypv_class1_moderate_70_0_2_8,1,0.0,0.0,9.539710110142985e-5,9.539710110142985e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8356786056485255,0.1976802230995372,0.23655053720817484,0.0
SE_landbasedwind_class4_moderate_70_1,1,0.0,0.0,4.728396702713758e-5,4.728396702713758e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41420755115772523,0.06830584493730928,0.16490729043058713,0.0
SE_landbasedwind_class4_moderate_70_2,1,0.0,0.0,0.00012102336686073759,0.00012102336686073759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0601646937000613,0.24248961899353597,0.22872825367087768,0.0
SE_landbasedwind_class4_moderate_70_3,1,0.0,0.0,0.00034616019258304487,0.00034616019258304487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.032363287027473,0.7543130159937017,0.24875417111817436,0.0
SE_landbasedwind_class4_moderate_70_4,1,0.0,0.0,95535.9998603287,95535.9998603287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.368953587764794e8,2.6707293396393082e8,0.319123449739744,0.0
SE_landbasedwind_class4_moderate_70_5,1,0.0,0.0,0.002445946843893154,0.002445946843893154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.42649435250403,5.738587187406567,0.26782669591191993,0.0
SE_landbasedwind_class4_moderate_70_6,1,0.0,0.0,0.010127105389815538,0.010127105389815538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.71344321478412,23.91550865451673,0.269581562702001,0.0
SE_landbasedwind_class4_moderate_70_7,1,0.0,0.0,7.107612491707126e-5,7.107612491707126e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6226268542735443,0.12665237530072665,0.2034161784565163,0.0
SE_landbasedwind_class4_moderate_70_8,1,0.0,0.0,5.620439092542118e-5,5.620439092542118e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4923504645066895,0.09674903916278525,0.19650441329373566,0.0
Total,n/a,167238.963,6044.318669574179,366876.25291852705,528070.8972489528,0.0,0.0,278343.36136399495,278343.36136399495,0.0,0.0,0.0,0.0,4.625901059900826e9,1.3763550420639281e9,-,4.379136321972302e7
SE_CCGT-H2,1,0.0,0.0,8.566895876944023e-5,8.566895876944023e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7504600788202964,0.19038663688692228,0.25369322401026995,0.0
SE_OCGT-H2,1,0.0,0.0,7.284939883808617e-5,7.284939883808617e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6381607338216349,0.09742274916114144,0.15266177312058027,0.0
SE_BECCS_Electricity_Herb,1,0.0,0.0,9.729023820534273e-6,9.729023820534273e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08522624866788023,0.06307106287528771,0.7400426964827529,0.0
SE_BECCS_Electricity_Wood,1,0.0,0.0,8.364985213485521e-6,8.364985213485521e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07327727047013316,0.05369517446641093,0.7327671203077408,0.0
SE_BECCS_H2_Herb,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SE_BECCS_H2_Wood,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SE_BECCS_Gasoline_Pyrolysis_Herb,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SE_BECCS_Gasoline_Pyrolysis_Wood,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SE_BECCS_Gasoline_Gasification_Herb,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SE_BECCS_Gasoline_Gasification_Wood,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SE_BECCS_FT_RCB_Herb,1,0.0,0.0,2.2948047914740506e-6,2.2948047914740506e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020102489973312685,0.017692264842830017,0.8801031546996221,0.0
SE_BECCS_FT_RCB_Wood,1,0.0,0.0,2.121034413367708e-6,2.121034413367708e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01858026146110112,0.016349248074229213,0.8799256193707141,0.0
SE_BECCS_FT_OTB_Herb,1,0.0,0.0,5.741254972436936e-6,5.741254972436936e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05029339355854756,0.04420013049695998,0.8788456568456791,0.0
SE_BECCS_FT_OTB_Wood,1,0.0,0.0,5.284952993054376e-6,5.284952993054376e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046296188219156334,0.040680675208060374,0.8787046358003965,0.0
SE_BECCS_FT_OTAB_Herb,1,0.0,0.0,2.8436693052635843e-6,2.8436693052635843e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024910543114108997,0.021876649417034922,0.878208448399677,0.0
SE_BECCS_FT_OTAB_Wood,1,0.0,0.0,2.6500086867001875e-6,2.6500086867001875e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02321407609549364,0.02038430191117013,0.8781009344208692,0.0
SE_BECCS_FT_SB95_Herb,1,0.0,0.0,2.4055199176577328e-6,2.4055199176577328e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021072354478681738,0.018457655453223025,0.8759180409524752,0.0
SE_BECCS_FT_SB95_Wood,1,0.0,0.0,2.3704122603624685e-6,2.3704122603624685e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020764811400775223,0.018188188753270863,0.8759139874774801,0.0
Total,n/a,334477.926,12088.637339148358,733752.506039378,1.0561417947002295e6,0.0,0.0,556686.7227279899,556686.7227279899,0.0,0.0,0.0,0.0,9.25180212157401e9,2.752710084730261e9,-,8.758272643944603e7
