Segment,1,Total
Zone,1,0
AnnualSum,0.0031913905839888535,0.0031913905839888535
t1,3.6465109783178385e-7,3.6465109783178385e-7
t2,3.6485002704200096e-7,3.6485002704200096e-7
t3,3.6498089553718093e-7,3.6498089553718093e-7
t4,3.651605663001055e-7,3.651605663001055e-7
t5,3.6532526979092474e-7,3.6532526979092474e-7
t6,3.655831381944456e-7,3.655831381944456e-7
t7,3.6516556341439894e-7,3.6516556341439894e-7
t8,3.653306681836777e-7,3.653306681836777e-7
t9,3.651799218590995e-7,3.651799218590995e-7
t10,3.6426316123674257e-7,3.6426316123674257e-7
t11,3.6385171589772257e-7,3.6385171589772257e-7
t12,3.633800074554571e-7,3.633800074554571e-7
t13,3.6327328520477927e-7,3.6327328520477927e-7
t14,3.632030632359773e-7,3.632030632359773e-7
t15,3.6316924732132514e-7,3.6316924732132514e-7
t16,3.6310350455885494e-7,3.6310350455885494e-7
t17,3.6291593198496393e-7,3.6291593198496393e-7
t18,3.6294900657103843e-7,3.6294900657103843e-7
t19,3.6501144844926863e-7,3.6501144844926863e-7
t20,3.63448777306267e-7,3.63448777306267e-7
t21,3.6396711212990844e-7,3.6396711212990844e-7
t22,3.6459924433774113e-7,3.6459924433774113e-7
t23,3.653232434048243e-7,3.653232434048243e-7
t24,3.6533170209243177e-7,3.6533170209243177e-7
t25,3.653502681977976e-7,3.653502681977976e-7
t26,3.6544299316413055e-7,3.6544299316413055e-7
t27,3.654296980620137e-7,3.654296980620137e-7
t28,3.6559715551766905e-7,3.6559715551766905e-7
t29,3.657706207920028e-7,3.657706207920028e-7
t30,3.657273237148745e-7,3.657273237148745e-7
t31,3.6556482845250887e-7,3.6556482845250887e-7
t32,3.6547296172900494e-7,3.6547296172900494e-7
t33,3.653042708369553e-7,3.653042708369553e-7
t34,3.6437938483450874e-7,3.6437938483450874e-7
t35,3.6389067291755073e-7,3.6389067291755073e-7
t36,3.634727580477835e-7,3.634727580477835e-7
t37,3.6321684678906126e-7,3.6321684678906126e-7
t38,3.6315004464985206e-7,3.6315004464985206e-7
t39,3.630669762700914e-7,3.630669762700914e-7
t40,3.629910297643833e-7,3.629910297643833e-7
t41,3.629133179979631e-7,3.629133179979631e-7
t42,3.63214449097377e-7,3.63214449097377e-7
t43,3.631967563066606e-7,3.631967563066606e-7
t44,3.6362794570149865e-7,3.6362794570149865e-7
t45,3.641964901882531e-7,3.641964901882531e-7
t46,3.6497444481199526e-7,3.6497444481199526e-7
t47,3.6564266058115047e-7,3.6564266058115047e-7
t48,3.6566837060115917e-7,3.6566837060115917e-7
t49,3.657012717593554e-7,3.657012717593554e-7
t50,3.656337126497457e-7,3.656337126497457e-7
t51,3.6565730049962445e-7,3.6565730049962445e-7
t52,3.6557688829357014e-7,3.6557688829357014e-7
t53,3.6560506957526667e-7,3.6560506957526667e-7
t54,3.6580780854530934e-7,3.6580780854530934e-7
t55,3.6492048586737474e-7,3.6492048586737474e-7
t56,3.6398819484071755e-7,3.6398819484071755e-7
t57,3.6364815168635786e-7,3.6364815168635786e-7
t58,3.633419192904439e-7,3.633419192904439e-7
t59,3.6315793900935894e-7,3.6315793900935894e-7
t60,3.630558700925023e-7,3.630558700925023e-7
t61,3.6308596504895414e-7,3.6308596504895414e-7
t62,3.630504133106726e-7,3.630504133106726e-7
t63,3.6306833279526597e-7,3.6306833279526597e-7
t64,3.633684603714463e-7,3.633684603714463e-7
t65,3.6326160605799353e-7,3.6326160605799353e-7
t66,3.631151720735475e-7,3.631151720735475e-7
t67,3.634777835254861e-7,3.634777835254861e-7
t68,3.6377735643027604e-7,3.6377735643027604e-7
t69,3.6433399080602004e-7,3.6433399080602004e-7
t70,3.6517814891959884e-7,3.6517814891959884e-7
t71,3.658625042663724e-7,3.658625042663724e-7
t72,3.6546100094569515e-7,3.6546100094569515e-7
t73,3.6548962638344725e-7,3.6548962638344725e-7
t74,3.655157944055953e-7,3.655157944055953e-7
t75,3.655838862840864e-7,3.655838862840864e-7
t76,3.655789897541481e-7,3.655789897541481e-7
t77,3.654210821363947e-7,3.654210821363947e-7
t78,3.656172648270041e-7,3.656172648270041e-7
t79,3.648324904008413e-7,3.648324904008413e-7
t80,3.639453478316076e-7,3.639453478316076e-7
t81,3.637163929422605e-7,3.637163929422605e-7
t82,3.633531337907003e-7,3.633531337907003e-7
t83,3.631420023440708e-7,3.631420023440708e-7
t84,3.630024316646549e-7,3.630024316646549e-7
t85,3.629385935896103e-7,3.629385935896103e-7
t86,3.6295329154463946e-7,3.6295329154463946e-7
t87,3.6292004847259974e-7,3.6292004847259974e-7
t88,3.6296030364400355e-7,3.6296030364400355e-7
t89,3.632253297427915e-7,3.632253297427915e-7
t90,3.6324870060641685e-7,3.6324870060641685e-7
t91,3.63376900778608e-7,3.63376900778608e-7
t92,3.637878061412902e-7,3.637878061412902e-7
t93,3.64396024527398e-7,3.64396024527398e-7
t94,3.6518324265930493e-7,3.6518324265930493e-7
t95,3.6588376996686233e-7,3.6588376996686233e-7
t96,3.6587760778423185e-7,3.6587760778423185e-7
t97,3.657388747167407e-7,3.657388747167407e-7
t98,3.656985175569829e-7,3.656985175569829e-7
t99,3.6583712399871213e-7,3.6583712399871213e-7
t100,3.6585634179047495e-7,3.6585634179047495e-7
t101,3.6580320534355576e-7,3.6580320534355576e-7
t102,3.6585254768407586e-7,3.6585254768407586e-7
t103,3.649311726949989e-7,3.649311726949989e-7
t104,3.6419172285941676e-7,3.6419172285941676e-7
t105,3.6396133968678773e-7,3.6396133968678773e-7
t106,3.636475613422756e-7,3.636475613422756e-7
t107,3.6332061192036916e-7,3.6332061192036916e-7
t108,3.631839558477917e-7,3.631839558477917e-7
t109,3.631127026638157e-7,3.631127026638157e-7
t110,3.6306072242063656e-7,3.6306072242063656e-7
