CO2_Resource,Zone,CO2_CAPTURE_TYPE,New_Build,etaPCO2_MWh_p_tonne,etaFuel_MMBtu_p_tonne,Inv_Cost_p_tonne_p_hr_yr,Inv_Cost_Charge_p_tonne_p_hr_yr,Inv_Cost_Energy_p_tonne_yr,Fixed_OM_Cost_p_tonne_p_hr_yr,Var_OM_Cost_p_tonne,Var_OM_Cost_Charge_p_tonne,Fuel,Max_Cap_tonne_p_hr,Min_Cap_tonne_p_hr,Max_Charge_Cap_tonne_p_hr,Min_Charge_Cap_tonne_p_hr,Existing_Cap_tonne_p_hr,Existing_Charge_Cap_tonne_p_hr,Cap_Size_tonne_p_hr,Ramp_Up_Percentage,Ramp_Down_Percentage,CO2Capture_min_output,Start_Cost_per_tonne_p_hr,Up_Time,Down_Time
Small_DAC_1,1,2,1,5,10,116000000,0,0,0,0,0,natural_gas,-1,0,-1,0,0,0,114.15,1,1,0,0,0,0
Small_DAC_2,2,2,1,5,10,116000000,0,0,0,0,0,natural_gas,-1,0,-1,0,0,0,114.15,1,1,0,0,0,0
Small_DAC_3,3,2,1,5,10,116000000,0,0,0,0,0,natural_gas,-1,0,-1,0,0,0,114.15,1,1,0,0,0,0
Small_DAC_4,4,2,1,5,10,116000000,0,0,0,0,0,natural_gas,-1,0,-1,0,0,0,114.15,1,1,0,0,0,0
Small_DAC_5,5,2,1,5,10,116000000,0,0,0,0,0,natural_gas,-1,0,-1,0,0,0,114.15,1,1,0,0,0,0
Small_DAC_6,6,2,1,5,10,116000000,0,0,0,0,0,natural_gas,-1,0,-1,0,0,0,114.15,1,1,0,0,0,0
