,1,2,3,4,5,6,7
1,0,317.2085335,503.6544232,601.7336301,487.2304632,608.3654284,2000
2,317.2085335,0,199.1662906,297.3093903,179.0475715,340.1791705,2000
3,503.6544232,199.1662906,0,98.84415185,157.8372178,332.62478,2000
4,601.7336301,297.3093903,98.84415185,0,216.2626645,357.9784705,2000
5,487.2304632,179.0475715,157.8372178,216.2626645,0,186.0922043,2000
6,608.3654284,340.1791705,332.62478,357.9784705,186.0922043,0,2000
7,2000,2000,2000,2000,2000,2000,0
