Resource,Zone,StartCap,RetCap,NewCap,EndCap
CCGT-H2_1.0,1.0,0,7.854015312467409e-6,207.3205409549445,207.3205331009292
Fuel_cell_1.0,1.0,0,3.6750283763961035e-6,0.020663648918456637,0.02065997389008024
CCGT-H2_2.0,2.0,0,7.858252572525921e-6,1251.5264346187014,1251.5264267604489
Fuel_cell_2.0,2.0,0,3.6801158043689424e-6,0.021269568163371784,0.021265888047567415
CCGT-H2_3.0,3.0,0,7.845181196661364e-6,475.5942828890807,475.59427504389953
Fuel_cell_3.0,3.0,0,3.668528704528281e-6,0.022177072657731518,0.022173404129026988
CCGT-H2_4.0,4.0,0,7.84791959076539e-6,162.06427360013492,162.06426575221533
Fuel_cell_4.0,4.0,0,3.6702037001293338e-6,0.022131730212209356,0.022128060008509226
CCGT-H2_5.0,5.0,0,7.840761995294258e-6,0.23851350708456875,0.23850566632257347
Fuel_cell_5.0,5.0,0,3.668081709831684e-6,0.01814877344320338,0.01814510536149355
CCGT-H2_6.0,6.0,0,7.807851361803255e-6,1181.1047983428375,1181.1047905349863
Fuel_cell_6.0,6.0,0,3.6704976720818156e-6,0.029984015798386436,0.029980345300714355
CCGT-H2_7.0,7.0,0,7.836816570070456e-6,2808.1609056423536,2808.160897805537
Fuel_cell_7.0,7.0,0,3.670357837694351e-6,0.022712750385787,0.022709080027949306
CCGT-H2_8.0,8.0,0,7.841404839782535e-6,9898.937877584587,9898.937869743182
Fuel_cell_8.0,8.0,0,3.667982638354353e-6,0.02614377494357735,0.026140106960938995
CCGT-H2_9.0,9.0,0,7.88897802507155e-6,0.02297088101715919,0.022962992039134118
Fuel_cell_9.0,9.0,0,3.6656029944935845e-6,0.00978327713400318,0.009779611531008687
CCGT-H2_10.0,10.0,0,7.90028822792229e-6,0.03418141182526088,0.03417351153703296
Fuel_cell_10.0,10.0,0,3.6704264946626405e-6,0.013174329908712739,0.013170659482218076
Total,n/a,0,0.0001152282956249055,15985.210968374131,15985.210853145834
