Resource,CCGT-H2_1.0,Fuel_cell_1.0,CCGT-H2_2.0,Fuel_cell_2.0,CCGT-H2_3.0,Fuel_cell_3.0,CCGT-H2_4.0,Fuel_cell_4.0,CCGT-H2_5.0,Fuel_cell_5.0,CCGT-H2_6.0,Fuel_cell_6.0,CCGT-H2_7.0,Fuel_cell_7.0,CCGT-H2_8.0,Fuel_cell_8.0,CCGT-H2_9.0,Fuel_cell_9.0,CCGT-H2_10.0,Fuel_cell_10.0
Zone,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,7.0,7.0,8.0,8.0,9.0,9.0,10.0,10.0
AnnualSum,2080.007,2.659965,15214.25,2.9198322,23092.281,4.6242795,6636.6626,3.662612,9.588094,2.3231597,214502.5,10.207579,102660.23,3.2952328,494702.06,5.1192813,2.7135694,1.7817581,8.902825,4.492226
t1,0.007423457599367755,0.003045296028027319,0.006880920712622446,0.0025116969714171025,0.00876220147356084,0.003473705567968747,0.006579174838924063,0.002646001175505671,0.0066093347345060425,0.0027118289810144575,228.97494443046284,0.014281130801635915,0.005849030362019627,0.0034149679415710426,0.007171899783682257,0.0033141300776845495,0.004298317032362602,0.002829595744876872,0.00033719208290695446,0.00037203521273063356
t2,0.00713766183596222,0.0028875697923664927,0.00677079309354895,0.0024184680031769084,0.008717634922571152,0.0033903792902141017,0.006344595438786812,0.002535359979903705,0.006566955838604456,0.0025750977374694984,270.36751544796215,0.017213807827580547,0.0069255822258606076,0.003445803661918833,0.0069260655196038325,0.003128018985338193,0.004094797671438154,0.0027542312626557064,0.00032770942769626743,0.0003584274981296523
t3,0.0070946141808276965,0.002800109636421152,0.006756620901308111,0.002370677369927722,0.008679128815631936,0.003321951209541089,0.006260125199737074,0.0024789674816508896,0.006568032494751163,0.0025057514194359552,300.3135928527925,0.017833565637205825,0.00737878744139234,0.0033519909578301104,0.00686944827851004,0.0030256048869668263,0.003980309013546751,0.0026954646404248714,0.00033142492672647743,0.00034824247148580024
t4,0.0070493479201982,0.002753057867784153,0.0067378100849870256,0.0023441399664758445,0.008644044905923109,0.003261813587392491,0.00621821387470401,0.0024409316098482903,0.006664689555230452,0.0025014404265540136,332.70736552205176,0.018038654569878194,0.007167386942263071,0.003076627868217846,0.006792284011251867,0.0029710675827015346,0.003889891273592265,0.002645258452052816,0.0003353310704791863,0.0003400646296399125
t5,0.006967528356165208,0.002850524372691875,0.006700928145081507,0.002347908530965345,0.008609959295050889,0.003223878783563265,0.006146363929253335,0.002445285518735869,0.006627134766806039,0.0025674376149289304,370.00170038516336,0.018287171360128095,0.007219482118134654,0.003014811587223639,0.006583732168121921,0.003049696164813957,0.0037812041925373244,0.0025773536800757424,0.0003509564380347142,0.0003550310748699255
t6,0.009730646500319684,0.004259818881716802,0.008720766172014949,0.0031320579890661104,0.01037291501732533,0.0036762409848348594,0.00866987684556006,0.0034472233693096602,0.005604552582209884,0.002829378015994367,444.00760595937976,0.01921017439669958,0.008216166530526207,0.003180468030487232,0.008115479422831438,0.006399158927725881,0.0034609958768377826,0.0023472776104841585,0.0004549741707490999,0.0004358699905994482
t7,0.013026090313497333,0.007419084511970741,0.002897235363907751,0.0023912075258397253,0.002788233299380484,0.001119504290662859,0.002931762056469345,0.0015694337567861024,0.0027460986074435223,0.0031482820445491084,588.2514542220082,0.025003765498522575,0.0009685521463372565,0.0010296585336494943,2215.5957857142375,0.0199330341069806,0.0008290004506263218,0.000704499639185623,0.0009278073761042297,0.0008961474872334356
t8,0.004155839938598291,0.007893487531578062,0.0005701911871601943,0.0007355076701780607,0.0007750330306960804,0.000311699399067378,0.0010692883847980032,0.0006077599451446592,0.0006568468162816405,0.0013623103300017445,749.8703396390007,0.028570159438634363,0.001975300156935909,0.0008695440032055328,4067.204032507145,0.023975699083293913,0.00039154007860329933,0.0003357321311781205,0.00033231498541110276,0.00032586779890401236
t9,0.0041251828309704485,0.007740896457066685,0.0005949566645664616,0.0007118853419030007,0.0011672801941383783,0.0005040013176943497,0.0010695271453537384,0.0006098664585399953,0.0007865704181724526,0.001410223647193263,1181.1023217246548,0.02948929084239031,1754.570944666961,0.021028265104299913,5105.954735274335,0.02407784058649491,0.00038956210556413174,0.0003328824596397223,0.0004990834870448745,0.0005206427123063766
t10,0.0042648466416358695,0.007348493798346376,0.0006822875648264048,0.0007385588471313293,0.0010738787285588082,0.00045079939903552976,0.0010749227166764546,0.00061244312745151,0.0009190874945075528,0.0015174746224189853,1181.1043337372848,0.029841626993259436,2808.160066807136,0.022515739893277303,4351.884415941405,0.0240791430520926,0.00038839144692122483,0.0003317444400002452,0.0004568282582137572,0.0004764625616498386
t11,0.004293265564774821,0.006596038547055205,0.0011951920646818932,0.0014341645473124021,0.001466763697422496,0.0006580795014392681,0.0016022454438288376,0.0010552295149381264,0.0009375172657805149,0.0015010576732517004,1181.1043321539707,0.029840445885175752,2808.160118967816,0.022517886741361542,4536.1316622966715,0.02406467676365039,0.0003844616494468995,0.0003312724271311467,0.0006187671169641452,0.0006608859074520058
t12,0.001325333856211378,0.0010673694105335684,0.0006803447512348718,0.0007279901885322495,0.0010685852031497194,0.0004523976880396104,0.0010058688725614932,0.0005860220373830142,0.0006069570262785644,0.0007621342095481001,1181.104335961061,0.02984022977025142,2808.1601476081137,0.022521694698661485,4104.730072649515,0.024061216343828972,0.0003847384997338339,0.0003307273194643171,0.00048570466614241466,0.0004908439035518673
t13,0.001275959125787385,0.001046144861153379,0.0006560466823973174,0.0007229560302236839,0.0010714870465792835,0.00045444362887038666,0.0010059161097775503,0.0005883262624597293,0.000685737477196745,0.0007295499887966845,1181.1039622974242,0.029751425270179682,2808.1601442184337,0.02252260909457896,4107.631936290368,0.02405236870527116,0.00038430604189758165,0.00033034024228368306,0.00049365523551083,0.0004961388174776412
