Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1
50000,1,1,1,1,168,8760.0,1,10756.032031326724
,,,,,,,2,10190.644123866658
,,,,,,,3,9910.051983919004
,,,,,,,4,9824.928525732637
,,,,,,,5,10043.517159100098
,,,,,,,6,10764.439286456241
,,,,,,,7,12474.264798421907
,,,,,,,8,14014.894300906028
,,,,,,,9,14844.059838054713
,,,,,,,10,15424.160441991435
,,,,,,,11,15874.999498311821
,,,,,,,12,16152.438917585907
,,,,,,,13,16304.820416808416
,,,,,,,14,16452.998288466166
,,,,,,,15,16455.100102248543
,,,,,,,16,16464.55826426925
,,,,,,,17,16482.423681419477
,,,,,,,18,16338.449437326486
,,,,,,,19,15888.661287897288
,,,,,,,20,15522.945689763268
,,,,,,,21,15597.560079037738
,,,,,,,22,15015.357661318636
,,,,,,,23,13448.455486554773
,,,,,,,24,11941.455004588723
,,,,,,,25,10965.162502673478
,,,,,,,26,10368.24738847772
,,,,,,,27,10087.655248530065
,,,,,,,28,9976.259118063956
,,,,,,,29,10221.12042371116
,,,,,,,30,10908.413530549233
,,,,,,,31,12631.900832100364
,,,,,,,32,14149.41038297831
,,,,,,,33,14952.303247847252
,,,,,,,34,15453.585834944746
,,,,,,,35,15879.20312587658
,,,,,,,36,16108.300828155938
,,,,,,,37,16212.34061038372
,,,,,,,38,16402.554757689057
,,,,,,,39,16362.62029582385
,,,,,,,40,16275.395023855102
,,,,,,,41,16240.715096445841
,,,,,,,42,16089.384504114523
,,,,,,,43,15765.705181628091
,,,,,,,44,15560.778337846097
,,,,,,,45,15656.41086494436
,,,,,,,46,14970.168664997478
,,,,,,,47,13492.59357598474
,,,,,,,48,12083.327434899333
,,,,,,,49,11144.86758106692
,,,,,,,50,10611.006880342544
,,,,,,,51,10323.058392156561
,,,,,,,52,10230.578585731868
,,,,,,,53,10433.403615731482
,,,,,,,54,11236.296480600424
,,,,,,,55,12886.220299768274
,,,,,,,56,14430.002522925965
,,,,,,,57,15157.230091629248
,,,,,,,58,15572.338313649185
,,,,,,,59,15892.864915462047
,,,,,,,60,16036.839159555038
,,,,,,,61,16015.821021731244
,,,,,,,62,16048.399135358124
,,,,,,,63,15927.544842871308
,,,,,,,64,15806.69055038449
,,,,,,,65,15838.217757120181
,,,,,,,66,15826.657781317095
,,,,,,,67,15586.00010323465
,,,,,,,68,15346.393332043395
,,,,,,,69,15376.869631887897
,,,,,,,70,14905.012437743715
,,,,,,,71,13477.880879508084
,,,,,,,72,12041.291159251745
,,,,,,,73,11046.082333295086
,,,,,,,74,10464.930822467173
,,,,,,,75,10104.469758789102
,,,,,,,76,9993.073628322993
,,,,,,,77,10182.23686873714
,,,,,,,78,10894.751740963766
,,,,,,,79,12527.861049872583
,,,,,,,80,14038.014252512201
,,,,,,,81,14821.990793339728
,,,,,,,82,15274.931663442496
,,,,,,,83,15642.749075358895
,,,,,,,84,15801.436015928542
,,,,,,,85,15857.134081161597
,,,,,,,86,15981.141094321983
,,,,,,,87,16021.075556187192
,,,,,,,88,16036.839159555038
,,,,,,,89,16059.959111161212
,,,,,,,90,15939.104818674394
,,,,,,,91,15566.032872302047
,,,,,,,92,15211.877249971112
,,,,,,,93,15250.760804945132
,,,,,,,94,14931.285110023458
,,,,,,,95,13475.779065725705
,,,,,,,96,11986.644000909879
,,,,,,,97,10936.788016611355
,,,,,,,98,10279.971209617785
,,,,,,,99,9932.121028633988
,,,,,,,100,9806.012201691223
,,,,,,,101,9969.953676716817
,,,,,,,102,10540.596118632833
,,,,,,,103,12127.465524329302
,,,,,,,104,13662.840492357474
,,,,,,,105,14596.04581173394
,,,,,,,106,15206.622715515163
,,,,,,,107,15665.869026965069
,,,,,,,108,15885.508567223718
,,,,,,,109,15951.71570136867
,,,,,,,110,16082.028155876196
,,,,,,,111,16082.028155876196
,,,,,,,112,16043.144600902177
,,,,,,,113,16005.311952819346
,,,,,,,114,15773.06152986642
,,,,,,,115,15283.338918572013
,,,,,,,116,14819.888979557349
,,,,,,,117,14738.969148935741
,,,,,,,118,14465.733357226416
