region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
BE0 0,BE0 0 CCGT,1,1,1,0.28627616061892175,0.0,0.23407944354403298,0.0,0.014507658779621124,0.08900773059205744,0.0,0.0,0.0,0.044836782,0.0,0.0,0.0,2.2294763277242806,0.0,0.04483678191900253,2.853347321258914,-2.8085105393399115
BE0 0,BE0 0 OCGT,1,1,2,0.0025294399089344968,0.0,0.08448961125395726,0.0,0.005636701709590852,0.07073515429129888,0.0,0.0,0.0,0.023226982,0.0,0.0,0.0,1.7717826415905416,0.0,0.023226981982588768,1.9351735487543231,-1.9119465667717344
BE0 0,BE0 0 biomass,1,1,3,0.16082947320413277,0.0,1.6581947928375784,0.0,0.0,0.2790210782167078,0.0,0.0,0.0,0.12455339,0.0,0.0,0.0,0.0,0.0,0.1245533898472786,2.098045344258419,-1.9734919544111404
BE0 0,BE0 0 coal,1,1,4,0.13051330534206174,0.0,0.04967729041417391,0.0,0.006218529073521495,0.01929454114897546,0.0,0.0,0.0,0.01281178,0.0,0.0,0.0,1.730519502851112,0.0,0.012811779975891113,1.9362231688298446,-1.9234113888539535
BE0 0,BE0 0 nuclear,1,1,5,0.0496276497997074,0.0,0.0,0.0,1.34439e7,7.807223953673259e6,0.0,0.0,0.0,2.1251124e7,0.0,0.0,0.0,0.0,0.0,2.1251124e7,2.125112400330091e7,-0.0033009089529514313
BE0 0,BE0 0 offwind-ac,1,1,6,0.06095704661501277,0.0,0.7104960177634341,0.0,0.0073188580339774495,0.0,0.0,0.0,0.0,0.03338856,0.0,0.0,0.0,0.0,0.0,0.03338855877518654,0.7787719224124243,-0.7453833636372378
BE0 0,BE0 0 offwind-dc,1,1,7,0.03506076645185926,0.0,0.6492472568925851,0.0,0.007567830733023585,0.0,0.0,0.0,0.0,0.03461071,0.0,0.0,0.0,0.0,0.0,0.03461071103811264,0.691875854077468,-0.6572651430393553
BE0 0,BE0 0 onwind,1,1,8,0.07440407879848518,0.0,0.7805244124426178,0.0,0.006553841265849769,0.0,0.0,0.0,0.0,0.0351551,0.0,0.0,0.0,0.0,0.0,0.035155098885297775,0.8614823325069528,-0.826327233621655
BE0 0,BE0 0 ror,1,1,9,0.0,0.0,0.0009025978897625464,0.0,0.0,0.0,0.0,0.0,0.0,8.8908106e-5,0.0,0.0,0.0,0.0,0.0,8.890810568118468e-5,0.0009025978897625464,-0.0008136897840813617
BE0 0,BE0 0 solar,1,1,10,0.04373315444919001,0.0,0.42930483938293945,0.0,6.872202502563596e-6,0.0,0.0,0.0,0.0,0.00883689,0.0,0.0,0.0,0.0,0.0,0.008836889639496803,0.47304486603463203,-0.4642079763951352
DE0 0,DE0 0 CCGT,2,1,11,0.000517914460039227,0.0,0.15457575500477105,0.0,0.01036657765507698,0.06360127027121469,0.0,0.0,0.0,0.037975345,0.0,0.0,0.0,1.6733877074382897,0.0,0.03797534480690956,1.9024492248293916,-1.864473880022482
DE0 0,DE0 0 OCGT,2,1,12,0.00042448022748526373,0.0,0.08025006536627188,0.0,0.00537078024353832,0.06739810069640498,0.0,0.0,0.0,0.026232429,0.0,0.0,0.0,1.7732846015356476,0.0,0.02623242884874344,1.926728028069348,-1.9004955992206045
DE0 0,DE0 0 biomass,2,1,13,1.0628991398307825,0.0,2.636186427877609,0.0,0.0,0.4458818379953411,0.0,0.0,0.0,0.23592776,0.0,0.0,0.0,0.0,0.0,0.2359277606010437,4.144967405703733,-3.9090396451026894
DE0 0,DE0 0 coal,2,1,14,0.00044150516250376193,0.0,0.05613180326286238,0.0,0.006864560768008232,0.021299015639388484,0.0,0.0,0.0,0.016764011,0.0,0.0,0.0,2.006583436659318,0.0,0.01676401123404503,2.091320321492081,-2.074556310258036
DE0 0,DE0 0 lignite,2,1,15,0.0004439385053480575,0.0,0.06460712029365823,0.0,0.0076825316064059734,0.01866855210025084,0.0,0.0,0.0,0.016081356,0.0,0.0,0.0,2.0076630842932217,0.0,0.01608135551214218,2.099065226798885,-2.082983871286743
DE0 0,DE0 0 nuclear,2,1,16,0.38785768893465095,0.0,0.0,0.0,4.880336e7,2.834138515703785e7,0.0,0.0,0.0,8.9454696e7,0.0,0.0,0.0,0.0,0.0,8.9454696e7,7.714474554489554e7,1.2309950455104455e7
DE0 0,DE0 0 offwind-ac,2,1,17,0.10322316191072688,0.0,0.7625228515923121,0.0,0.009357073693536222,0.0,0.0,0.0,0.0,0.050518177,0.0,0.0,0.0,0.0,0.0,0.05051817744970322,0.8751030871965753,-0.824584909746872
DE0 0,DE0 0 offwind-dc,2,1,18,0.023570103243682076,0.0,0.8975445406261126,0.0,0.014113826584070921,0.0,0.0,0.0,0.0,0.07669562,0.0,0.0,0.0,0.0,0.0,0.07669562101364136,0.9352284704538655,-0.8585328494402241
DE0 0,DE0 0 oil,2,1,19,0.0005518727733948116,0.0,0.017702126569929533,0.0,0.0,0.18028055301433427,0.0,0.0,0.0,0.022052858,0.0,0.0,0.0,1.8481544291341674,0.0,0.022052858024835587,2.046688981491826,-2.0246361234669905
