Region,Resource,Zone,Cluster,AnnualSum
BE0 0,BE0 0 CCGT,1,1,0.044836782
BE0 0,BE0 0 OCGT,1,1,0.023226982
BE0 0,BE0 0 biomass,1,1,0.12455339
BE0 0,BE0 0 coal,1,1,0.01281178
BE0 0,BE0 0 nuclear,1,1,2.1251124e7
BE0 0,BE0 0 offwind-ac,1,1,0.03338856
BE0 0,BE0 0 offwind-dc,1,1,0.03461071
BE0 0,BE0 0 onwind,1,1,0.0351551
BE0 0,BE0 0 ror,1,1,8.8908106e-5
BE0 0,BE0 0 solar,1,1,0.00883689
DE0 0,DE0 0 CCGT,2,1,0.037975345
DE0 0,DE0 0 OCGT,2,1,0.026232429
DE0 0,DE0 0 biomass,2,1,0.23592776
DE0 0,DE0 0 coal,2,1,0.016764011
DE0 0,DE0 0 lignite,2,1,0.016081356
DE0 0,DE0 0 nuclear,2,1,8.9454696e7
DE0 0,DE0 0 offwind-ac,2,1,0.050518177
DE0 0,DE0 0 offwind-dc,2,1,0.07669562
DE0 0,DE0 0 oil,2,1,0.022052858
DE0 0,DE0 0 onwind,2,1,0.05363465
DE0 0,DE0 0 ror,2,1,0.0008686001
DE0 0,DE0 0 solar,2,1,0.010577631
DK0 0,DK0 0 OCGT,3,1,0.032877803
DK0 0,DK0 0 biomass,3,1,0.104420975
DK0 0,DK0 0 coal,3,1,0.011873322
DK0 0,DK0 0 offwind-ac,3,1,0.05176394
DK0 0,DK0 0 offwind-dc,3,1,0.07072113
DK0 0,DK0 0 onwind,3,1,0.050944377
DK0 0,DK0 0 solar,3,1,0.008007434
BE0 0,DK0 0 nuclear,3,1,0.03809964
DK3 0,DK3 0 CCGT,4,1,0.05623239
DK3 0,DK3 0 OCGT,4,1,0.022522721
DK3 0,DK3 0 biomass,4,1,0.10604842
DK3 0,DK3 0 coal,4,1,0.013720447
DK3 0,DK3 0 offwind-ac,4,1,0.042852517
DK3 0,DK3 0 offwind-dc,4,1,0.0930142
DK3 0,DK3 0 oil,4,1,0.02128551
DK3 0,DK3 0 onwind,4,1,0.07961314
BE0 0,DK3 0 nuclear,4,1,0.04685389
