Zone,1,2,3,4,5,6,7,8,9,10,Total
CO2_Price_1,-1795.38308555396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO2_Price_2,0.0,-1885.8744501215747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO2_Price_3,0.0,0.0,-1761.7679839971906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO2_Price_4,0.0,0.0,0.0,-1847.4431917051236,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO2_Price_5,0.0,0.0,0.0,0.0,-1872.5459260447126,0.0,0.0,0.0,0.0,0.0,0.0
CO2_Price_6,0.0,0.0,0.0,0.0,0.0,-1792.810970986055,0.0,0.0,0.0,0.0,0.0
CO2_Price_7,0.0,0.0,0.0,0.0,0.0,0.0,-1813.9897817531455,0.0,0.0,0.0,0.0
CO2_Price_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1806.002302507535,0.0,0.0,0.0
CO2_Price_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1726.7018654810277,0.0,0.0
CO2_Price_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1769.9899066237042,0.0
AnnualSum,3.1925100098608816e-6,4.936210498244208e-6,2.6451227164816726e-6,4.576572308768897e-6,4.082002258427627e-6,3.130438818913221e-6,4.117690855432446e-6,3.0809757341365346e-6,3.7338325932389998e-6,2.783360876162688e-6,3.627871666966718e-5
t1,3.803912786316697e-9,5.874101803779462e-9,3.1460478586930624e-9,5.4466090527736e-9,4.859127421138189e-9,3.71953068617805e-9,4.9005509621824186e-9,3.6663178938268536e-9,4.44416831492162e-9,3.315511819480145e-9,4.3175878599290094e-8
t2,3.803766044802412e-9,5.874733178053525e-9,3.1465279672215964e-9,5.447360899717194e-9,4.860021438759169e-9,3.7195815519106774e-9,4.901760060009719e-9,3.6656965982842947e-9,4.444601219155408e-9,3.315395416871687e-9,4.317944437478569e-8
t3,3.80407204632907e-9,5.8751473936070986e-9,3.1468307456916383e-9,5.447732381971274e-9,4.860360624512889e-9,3.7202618654486686e-9,4.9021084537354555e-9,3.666020837527095e-9,4.444570962331423e-9,3.3154211852858537e-9,4.318252649644046e-8
t4,3.803669743952532e-9,5.875339191661636e-9,3.1470307852231234e-9,5.4474837071095084e-9,4.860581097455938e-9,3.7198088046306016e-9,4.901373654631964e-9,3.665750883802005e-9,4.4443995792329474e-9,3.315591349572882e-9,4.318102879727314e-8
t5,3.803988618233138e-9,5.875439088798595e-9,3.147195589432075e-9,5.4477176984615975e-9,4.860766605483943e-9,3.7196446208685716e-9,4.901698607602185e-9,3.666079948096939e-9,4.444524659763492e-9,3.315607118367828e-9,4.3182662555108364e-8
