,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10
AnnualSum,1.6804875260583088e6,0.009434674577129742,-0.010985654208172267,0.0,0.0,0.0,4.799971563038312e-5,1.0107798490604657e-5,-778018.7177836508,-63225.4645450493,-837793.3062350077,6.10041998602981e6,0.009984479344517653,-0.03757067037220075,0.0,0.0,0.0,6.10774702790687e-5,8.906493053771912e-6,4.931184656257044e6,-371559.32250204333,-5.844399783220356e6,0.034467051996661835,0.010950838108671762,-0.011212629893590433,0.0,0.0,0.0,4.424004578104407e-5,8.020850052591555e-6,338922.21669350663,-93020.94640043985,-245270.54525009292,0.03830439863363893,0.010636054334822972,-0.010967839586507225,0.0,0.0,0.0,4.383063853988799e-5,7.844491256102607e-6,397365.7560975774,-205089.70515579553,-187318.37102502285,1.2031916206703614e7,0.00990733895441062,-0.037343916895450795,0.0,0.0,0.0,5.815207614546568e-5,9.344496020001745e-6,-5.081392496598657e6,-382902.58180018666,-4.476178097172114e6,0.03051941281583307,0.008877018532089566,-0.014202300206427654,0.0,0.0,0.0,4.326364325697297e-5,7.005822503738775e-6,102031.26677472661,-7652.368382411183,-94368.83971047282,6.057241617563981e6,0.008922475871943763,-0.029688125184153907,0.0,0.0,0.0,5.7547683805027125e-5,9.718022718794195e-6,1.3000256440280976e6,-112826.91583493886,-3.844073603895596e6,347127.19797694247,0.010292563080122212,-0.010773051184732358,0.0,0.0,0.0,5.081528330635599e-5,1.0621017816265306e-5,1.2827508921217103e6,-113513.11887380417,-1.4953563005478596e6,0.032696815879921105,0.010976110608121358,-0.011663511397020352,0.0,0.0,0.0,4.958560291574849e-5,1.0459042949427229e-5,2.0302231218538578e6,-394723.817431179,-1.1636610097831977e6,0.053966078670169816,0.010481797033832152,-0.010921265271837744,0.0,0.0,0.0,5.012335166553738e-5,1.0257574972568014e-5,2.2925536757366834e6,-375357.1780514287,-1.3129010190028315e6
t1,1568.031881653106,1.2095399218652997e-5,-1.217731901003109e-5,0,0,-0.0,5.738126596376916e-8,1.2334307228734175e-8,-512.2287235599078,-38.41721373265054,-1017.3841611164476,7302.599954294715,1.3069145025518856e-5,-4.43384662540704e-5,0,0,-0.0,7.221978317267113e-8,1.1030439690074752e-8,6023.27228144532,-451.745512493949,-6365.2109594957265,5.3419831260223786e-5,1.489059965905393e-5,-1.2493730178121209e-5,0,0,-0.0,5.24009476359647e-8,9.44781795828237e-9,368.5818112859329,-113.35650544006738,-254.89472987744912,6.176032336592713e-5,1.3683521464245414e-5,-1.2293424911126005e-5,0,0,-0.0,5.19495546013074e-8,9.249917318615743e-9,443.1050827619913,-239.99972292455504,-194.66856709674417,16023.807909034982,1.290027314175414e-5,-4.37468947252055e-5,0,0,-0.0,7.119233172075672e-8,1.0855127346207359e-8,-6644.825327667068,-498.3619918647938,-6327.259800301454,2.247681587416601e-5,1.2373775668312495e-5,-1.6726402426154126e-5,0,0,-0.0,5.144129774995897e-8,8.322432042577442e-9,119.60290725312564,-8.970246038671542,-110.63237180712457,7252.360297640791,1.2605300082895624e-5,-3.368336543214553e-5,0,0,-0.0,6.870236342175209e-8,1.1622356998395006e-8,1880.3957497273407,-158.97019433894877,-4506.561505370073,436.49977107699544,1.3058585748559792e-5,-1.2047158957562968e-5,0,0,-0.0,5.950793594158638e-8,1.2730038611730976e-8,1212.2280480372888,-90.91726463648794,-1530.8181163687182,3.709803115126347e-5,1.204891057794379e-5,-1.3084444668445562e-5,0,0,-0.0,5.969669610728864e-8,1.2901180355281444e-8,2544.7051406418386,-474.1466737468198,-1501.7367493462987,6.754187946902965e-5,1.3189387363493172e-5,-1.2219835183001497e-5,0,0,-0.0,6.011333666525036e-8,1.262312796396057e-8,2934.5730438748437,-444.9067006267592,-1672.2421704135024
t2,1557.074203912089,1.2075799425686641e-5,-1.282776109738647e-5,0,0,-0.0,5.719734256752005e-8,1.2254876370541958e-8,-534.6505944259734,-40.09884259975719,-982.3229364185869,7302.599954890238,1.3148203884275186e-5,-4.478228237390154e-5,0,0,-0.0,7.202616647806762e-8,1.1069998643196937e-8,5884.433011284559,-441.33255608760425,-6236.784635549321,5.198441552326907e-5,1.489561143264733e-5,-1.3028996439621674e-5,0,0,-0.0,5.237650685057906e-8,9.438242543986179e-9,365.4757043412566,-113.58946367137578,-251.55714472488887,5.71643094654216e-5,1.3684320271119854e-5,-1.2759086285255138e-5,0,0,-0.0,5.1930708835179485e-8,9.241744089057501e-9,441.98577554190854,-241.42819327180106,-192.1195816657572,15692.82534306755,1.2890276049369876e-5,-4.42057943132899e-5,0,0,-0.0,7.086691261237895e-8,1.087917648634777e-8,-6495.902278758612,-487.1928349060944,-6156.342395143863,1.9851282382165133e-5,1.2451599708046884e-5,-1.688800962264456e-5,0,0,-0.0,5.144295904733908e-8,8.321334486529696e-9,118.6924899753867,-8.901964555483868,-109.79024143629297,7252.360303661579,1.2684634750230053e-5,-3.4801708639848916e-5,0,0,-0.0,6.86391485337729e-8,1.1637551887555504e-8,1938.6028074246951,-163.19915353090357,-4472.257688821191,436.4994609138511,1.2992344114028744e-5,-1.2632512823571804e-5,0,0,-0.0,5.933136981061438e-8,1.2743048638190819e-8,1177.3522853603417,-96.89612556571916,-1489.9624643317984,3.7067567499914645e-5,1.2053373543594661e-5,-1.3581011645674624e-5,0,0,-0.0,5.969490225053289e-8,1.2904987093005627e-8,2542.365999076056,-474.0346095267155,-1499.1403587525529,6.82254889622581e-5,1.3191063808301541e-5,-1.274845696376391e-5,0,0,-0.0,6.007042337654811e-8,1.2613750954384989e-8,2926.376524762506,-445.23393923488317,-1663.7184130603498
t3,1557.0741991442308,1.2089936069712491e-5,-1.2863842234773132e-5,0,0,-0.0,5.7071194049713685e-8,1.218157938110118e-8,-557.8696486241297,-41.84027292896228,-957.3624527494337,7302.5999547562915,1.3161466040562385e-5,-4.5186718177679155e-5,0,0,-0.0,7.197840145939708e-8,1.1082050960743385e-8,5849.0073086686025,-438.67563044392267,-6204.015856251663,5.070435360011724e-5,1.4881209077198717e-5,-1.319298391410708e-5,0,0,-0.0,5.240414866784807e-8,9.449577352861526e-9,368.93899485672193,-113.32971699650426,-255.28282118975804,5.5577181971327865e-5,1.3715974574093593e-5,-1.2897755979314808e-5,0,0,-0.0,5.19533159273928e-8,9.252625055411004e-9,443.53223080041244,-240.12668949989163,-194.96496063858487,15496.99758164394,1.2818849671894275e-5,-4.4487946382114896e-5,0,0,-0.0,7.060489650848718e-8,1.0930673117656336e-8,-6469.926800470301,-485.2446640410949,-5988.436348606919,1.783592291314938e-5,1.2468920729356584e-5,-1.662813485159671e-5,0,0,-0.0,5.1442990216995206e-8,8.311117843704609e-9,116.58948717531473,-8.74423887758683,-107.8449687432843,7252.360315844653,1.2715670631023819e-5,-3.46532661308323e-5,0,0,-0.0,6.847412423628279e-8,1.1667970624538925e-8,1965.9912857871605,-164.93783761332526,-4393.0178534786555,436.4994995961312,1.2991183262563873e-5,-1.2629256728242386e-5,0,0,-0.0,5.930510754411495e-8,1.2744847740611503e-8,1175.2861684767222,-100.53395482001451,-1484.2585917284157,3.715630010433243e-5,1.2061755785887903e-5,-1.371251531946487e-5,0,0,-0.0,5.968379339707422e-8,1.2904448129917807e-8,2541.570634539529,-473.98472243675235,-1497.2857952721256,6.859861137654535e-5,1.3203792406052345e-5,-1.2898489672780632e-5,0,0,-0.0,6.008571394050983e-8,1.2612780004254734e-8,2930.0213355428727,-444.85103955320346,-1667.746122403009
t4,1557.0740389583045,1.2081590262175175e-5,-1.328208929202079e-5,0,0,-0.0,5.7011955043918476e-8,1.214781727126108e-8,-567.0772976385788,-42.530842538613896,-946.4212750698176,7302.599952543474,1.3102278584459928e-5,-4.5660371104091426e-5,0,0,-0.0,7.197316184467683e-8,1.1084244851193707e-8,5843.844550156602,-438.28841896524415,-6199.240288428997,5.0077362175929745e-5,1.4872816042553946e-5,-1.3413918139888536e-5,0,0,-0.0,5.241489909686778e-8,9.453962035504942e-9,370.8054930585042,-113.18972987990256,-256.7117246040953,6.117651558994717e-5,1.3861425409445968e-5,-1.3132218474461889e-5,0,0,-0.0,5.196095281596932e-8,9.255144252753616e-9,444.0052895480744,-239.45573693779585,-196.05624490364144,15254.49383506911,1.2586191519153741e-5,-4.488431400839899e-5,0,0,-0.0,7.055021566584836e-8,1.0940662274703581e-8,-6272.02161199635,-474.5788251961198,-5954.64386110306,1.5082902848776183e-5,1.2439547693816468e-5,-1.7089644913122625e-5,0,0,-0.0,5.1435456235841326e-8,8.283778666919165e-9,111.51824846990553,-8.363897876714022,-103.15403783770734,7252.360181846627,1.2588316482940395e-5,-3.570997697375941e-5,0,0,-0.0,6.806305522781479e-8,1.1740223839783443e-8,1780.5554514049331,-150.26947459203632,-4201.934825821593,421.58109586875366,1.2961723970958107e-5,-1.3034874230136624e-5,0,0,-0.0,5.9258115828457165e-8,1.2746996318581117e-8,1177.5489117854477,-97.56834556049019,-1474.4310902974682,3.735022711974455e-5,1.2086421926560062e-5,-1.3957414565674348e-5,0,0,-0.0,5.973687099080897e-8,1.290259548916644e-8,2557.918763498314,-474.52041187020205,-1509.0430330445522,6.906546954662575e-5,1.3268442740758462e-5,-1.3123683086519579e-5,0,0,-0.0,6.016221078705526e-8,1.261933401940619e-8,2948.739450831591,-445.2089798359149,-1686.106292776333
t5,1557.0740380730485,1.211026369780007e-5,-1.4487414921180386e-5,0,0,-0.0,5.7188409246736195e-8,1.2257860739831015e-8,-533.5653908945469,-40.01744944283706,-981.2247967336144,7302.599957648669,1.3214592917588952e-5,-4.673329413573687e-5,0,0,-0.0,7.229179120835997e-8,1.0994239515545736e-8,5980.727684820813,-448.55465372024247,-6429.079844201253,4.992487365012285e-5,1.4850033805166843e-5,-1.4509723836066378e-5,0,0,-0.0,5.2503995413216215e-8,9.489079688121303e-9,382.2198955919358,-112.33364951811924,-268.77432972814603,6.307729588518222e-5,1.4425201478531977e-5,-1.42249521223819e-5,0,0,-0.0,5.20335905382046e-8,9.287450015344551e-9,441.35412692508896,-234.392963319034,-205.26871486201193,15608.827784195535,1.2616374388012893e-5,-4.6137022797536546e-5,0,0,-0.0,7.097942807972031e-8,1.0844542670068184e-8,-6335.654322853057,-476.6999603740681,-6243.199364609359,1.2965974674804776e-5,1.2440359859097846e-5,-1.8279054924382346e-5,0,0,-0.0,5.1436688824561003e-8,8.262973342736166e-9,107.5342423506014,-8.065097365675847,-99.46882660536036,7252.36018190359,1.2804983986416447e-5,-3.8720024263320684e-5,0,0,-0.0,6.774634484887667e-8,1.1797117301657257e-8,1617.622380121356,-137.45189350121754,-4051.8193496116714,430.5046109889642,1.300391592249768e-5,-1.4199823258540324e-5,0,0,-0.0,5.943077816090619e-8,1.2737635780632656e-8,1205.2774141530522,-93.11323987449846,-1515.5405058907224,3.7479077670598514e-5,1.2262468671871385e-5,-1.5118013376468676e-5,0,0,-0.0,5.995661236374775e-8,1.2905949610708811e-8,2602.4176951322615,-476.0784279538136,-1550.8442110566955,6.917022105194993e-5,1.3511696113425037e-5,-1.4234279317267438e-5,0,0,-0.0,6.0470124145607e-8,1.263487125322509e-8,3016.9013873390413,-444.99227203441717,-1754.4849922064432
t6,1808.203872427523,1.2176708290821985e-5,-1.2167486651973148e-5,0,0,-0.0,5.762115457477454e-8,1.2519735602201125e-8,-687.7164972351675,-51.57879744314215,-1065.8521648623723,7302.599971549085,1.3092377275215744e-5,-4.366239276097765e-5,0,0,-0.0,7.331304962428722e-8,1.0687670187625214e-8,5820.42830257342,-436.5322158867536,-7220.202286616917,5.058849437410972e-5,1.4793897986689862e-5,-1.2495824266529764e-5,0,0,-0.0,5.284485395917406e-8,9.616306090337184e-9,425.1705278107372,-109.11235161107638,-314.9113511969706,6.136500579049815e-5,1.4410383090793747e-5,-1.2265429454888332e-5,0,0,-0.0,5.2326091682109406e-8,9.408001316778097e-9,478.3514163081351,-236.09269360169878,-240.50454670578918,16090.936541799538,1.2903799801036951e-5,-4.339528367415406e-5,0,0,-0.0,7.166336236557643e-8,1.0635492389559666e-8,-6327.342662136722,-474.55079416472404,-6791.289849842915,1.1013436493774852e-5,1.2364902106086441e-5,-1.5885483054995267e-5,0,0,-0.0,5.14405355192125e-8,8.269975510647544e-9,108.74902390103694,-8.15620576411902,-100.59250303191135,7252.360183722109,1.2729748427141721e-5,-3.396252949856739e-5,0,0,-0.0,6.783306371288152e-8,1.1778881530249516e-8,1732.9404166300355,-146.28298545791708,-4097.591818999726,436.49979112191113,1.3126378167528446e-5,-1.1943190834830645e-5,0,0,-0.0,6.016520837825574e-8,1.2680942099979932e-8,1387.7163163515338,-104.07883355608978,-1693.144939048322,3.729363152297627e-5,1.2725015827422334e-5,-1.3049436111536869e-5,0,0,-0.0,6.049997432450302e-8,1.2894680398594959e-8,2719.5724309715556,-480.2167561823034,-1663.860647562256,6.828121123703614e-5,1.3699565066085364e-5,-1.2204971070214767e-5,0,0,-0.0,6.120942572072872e-8,1.2600363353479263e-8,3061.2753223156765,-454.5891627997692,-1922.9944195547416
t7,2177.8718962781504,1.2202892706840225e-5,-1.2729191615008673e-5,0,0,-0.0,5.787923183071577e-8,1.2668024737929126e-8,-980.5278018694135,-73.53964555431806,-1119.077234043264,7302.599972825373,1.3044914132725763e-5,-4.4338657128055964e-5,0,0,-0.0,7.395764481972315e-8,1.042284938984115e-8,4938.851326198451,-370.41394357970296,-7785.6471334790485,5.1293903271736154e-5,1.4742904884975607e-5,-1.3071570371507738e-5,0,0,-0.0,5.320512952279743e-8,9.7485218495819e-9,471.98970336625007,-105.60091363204884,-365.2168369477802,6.034563870795703e-5,1.4367149844755856e-5,-1.2795417207816873e-5,0,0,-0.0,5.2610618763698085e-8,9.520407802736923e-9,526.6148348842776,-245.9228225236829,-278.9239242327608,15237.475899443141,1.303820254003185e-5,-4.4236168836261454e-5,0,0,-0.0,7.1920012753305e-8,1.0548919794865078e-8,-5562.668536635182,-417.20023120538826,-7000.147310835432,1.0334118242057677e-5,1.2356536054163391e-5,-1.629362590387804e-5,0,0,-0.0,5.1464590590208607e-8,8.337328247497269e-9,121.71441598009005,-9.128609463425478,-112.58550012257432,7252.360248881352,1.2726077563245868e-5,-3.4835720570946404e-5,0,0,-0.0,6.888546139837385e-8,1.1596856798438444e-8,1878.2804258493102,-159.12828369766268,-4586.121335335106,436.4997881898235,1.3152712322911175e-5,-1.2507257149345184e-5,0,0,-0.0,6.126059643908076e-8,1.2631297394094084e-8,1680.527548082713,-126.03968080957576,-1963.9953047008692,3.7441688816937756e-5,1.6378828553070894e-5,-1.3560503038599161e-5,0,0,-0.0,6.102618044840487e-8,1.286847403041608e-8,2791.737004472933,-482.79991832276176,-1782.662976596776,6.776826688043117e-5,1.374724013271907e-5,-1.2757167999798723e-5,0,0,-0.0,6.168425053833078e-8,1.2555311571623906e-8,2996.9548213738594,-467.40870684159995,-2037.692431630193
t8,2389.6936714711364,1.2212180487586093e-5,-1.289637476220811e-5,0,0,-0.0,5.7876581539671695e-8,1.2664022351065164e-8,-1177.8509135782733,-88.33887917998443,-1118.7858660925544,7302.599974156637,1.2985579688718938e-5,-4.4764210436397014e-5,0,0,-0.0,7.424683682150339e-8,1.0294079920030754e-8,4967.589996696187,-372.5693443287459,-8066.838127177915,5.2356287746109544e-5,1.472776036103303e-5,-1.321256706837637e-5,0,0,-0.0,5.332301653658762e-8,9.791319818356345e-9,487.43210230468503,-104.44273347965296,-381.82714461950053,6.0696322253555766e-5,1.4355986416047938e-5,-1.2936883663993052e-5,0,0,-0.0,5.270460791915153e-8,9.55552526403979e-9,541.4111898443945,-248.0349920595495,-291.60957216518557,15301.109167062858,1.3057625062172859e-5,-4.4654391401411786e-5,0,0,-0.0,7.1999856496998e-8,1.0525200999690976e-8,-5584.72471891752,-418.85444473347206,-7062.1944783945255,9.918163514007925e-6,1.231917854114886e-5,-1.642738434808236e-5,0,0,-0.0,5.152431705469613e-8,8.418038210133314e-9,137.986695478731,-10.349030623715143,-127.63735398633077,7252.3602525545775,1.2682150238289814e-5,-3.518410779798532e-5,0,0,-0.0,7.002589257811444e-8,1.1366618635607329e-8,1862.0085351250727,-160.34873549340566,-5199.252049583322,436.49978868280897,1.315127683076231e-5,-1.2674464883943018e-5,0,0,-0.0,6.199809267039196e-8,1.256047266201907e-8,1877.8507349126635,-140.8389107785876,-2146.519254817724,3.74363865860581e-5,1.6880908318196676e-5,-1.3704164709810345e-5,0,0,-0.0,6.131011221847827e-8,1.284846314890696e-8,2854.389322473229,-485.0386033796451,-1847.6654472395232,6.765248814525132e-5,1.3752325530988048e-5,-1.2917496804273513e-5,0,0,-0.0,6.185683655411642e-8,1.253661943345282e-8,3022.6854320299094,-472.4165202140319,-2080.8732221614746
