,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption
Zone,1,2,3,4,5,6,7,8,9,10
AnnualSum,0.002389819121184079,0.0029641394676292177,0.002152535938067954,0.0028382339231624205,0.00268675972813001,0.002456163615828455,0.002781029420258383,0.0024174998347658285,0.002379601724745742,0.0023262378793532084
t1,2.8438095990236335e-6,3.528237388136732e-6,2.5608830541239028e-6,3.3782103224149924e-6,3.197701795329062e-6,2.9174585222524926e-6,3.309485225271703e-6,2.8761614615263454e-6,2.831583493541407e-6,2.768620233401699e-6
t2,2.8438816725218045e-6,3.527998920912893e-6,2.5613120409693182e-6,3.377855497050092e-6,3.1962011858905814e-6,2.918192493636401e-6,3.3090474428878785e-6,2.876098213265104e-6,2.8309396914770925e-6,2.7683987177300284e-6
t3,2.8440852208200407e-6,3.528035286977894e-6,2.5614430855024486e-6,3.377884961676522e-6,3.1958421071648745e-6,2.9189205975813113e-6,3.3089357357424772e-6,2.87611114895051e-6,2.8308807667482598e-6,2.7683958599068986e-6
t4,2.8442982461495765e-6,3.5281337540666073e-6,2.561514092532732e-6,3.378019740814611e-6,3.1958071389108317e-6,2.918173835101264e-6,3.309052707319045e-6,2.8762875993370737e-6,2.8310207008689815e-6,2.7685073770899047e-6
t5,2.844350899379046e-6,3.528188168651595e-6,2.5615559491755636e-6,3.3781696055781625e-6,3.195822724581154e-6,2.917060622035164e-6,3.3090649591129513e-6,2.87632947698355e-6,2.8310949570623663e-6,2.7686164634330818e-6
t6,2.8441260452975385e-6,3.528207941036254e-6,2.5615913064659416e-6,3.3782542876209685e-6,3.195788516032188e-6,2.9166133005773645e-6,3.308995724064411e-6,2.876113805123652e-6,2.8310598805918592e-6,2.768633280096072e-6
t7,2.8441402060082263e-6,3.528223578171138e-6,2.5617247148504986e-6,3.3783294122021964e-6,3.1958438374878046e-6,2.9160196987169484e-6,3.3089415402335796e-6,2.876106272939114e-6,2.831092650377382e-6,2.7687335940508766e-6
t8,2.844168299849679e-6,3.5282275319687037e-6,2.5617843709762898e-6,3.3783379601901063e-6,3.1959550901757186e-6,2.915666274640214e-6,3.3089058711606093e-6,2.8760973027711295e-6,2.8311357583102993e-6,2.768785902813911e-6
t9,2.844227701088384e-6,3.528256107903803e-6,2.561861268911386e-6,3.378372303093809e-6,3.1961934787880535e-6,2.9155711285805356e-6,3.3087873354385876e-6,2.8760961137478615e-6,2.8312022531736893e-6,2.7688317685278046e-6
t10,2.8443205021046273e-6,3.5282986549490684e-6,2.5619465625184436e-6,3.3783909059083823e-6,3.196534228648042e-6,2.915841462286919e-6,3.307995196008169e-6,2.8761034751193917e-6,2.831348750617312e-6,2.7688814279851547e-6
t11,2.844281029232152e-6,3.5283249738981218e-6,2.5619426591463815e-6,3.3784112362203406e-6,3.1967341313100218e-6,2.916383762295977e-6,3.3073455915347065e-6,2.876048249710782e-6,2.8313286350099574e-6,2.7688054684032885e-6
t12,2.8443549673301375e-6,3.5283134670860937e-6,2.5619629365466713e-6,3.3783896287418194e-6,3.1968406208482463e-6,2.916668520073184e-6,3.307066642704088e-6,2.876080236515425e-6,2.831400063638509e-6,2.7688137138901983e-6
t13,2.844370488268642e-6,3.528324307663775e-6,2.561964529859169e-6,3.378414354901589e-6,3.196829206008863e-6,2.916598292134948e-6,3.306972084832294e-6,2.8761568113468962e-6,2.8314253004863117e-6,2.7688423869514046e-6
t14,2.844358835933624e-6,3.528307777999708e-6,2.5619472577358546e-6,3.3784086728210924e-6,3.1967018375643696e-6,2.916500832224404e-6,3.3070637546584848e-6,2.876222468255429e-6,2.831414298912919e-6,2.768858163762292e-6
