,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions
t211,8.588541926615863e-6,1.0719918441296362e-5,7.787337101904505e-6,1.0308204619024817e-5,9.706479583960052e-6,8.773246281209096e-6,1.0061747522202398e-5,8.694916026249938e-6,8.500138682627114e-6,8.31892215298879e-6
t212,8.588624235970172e-6,1.0719943068048834e-5,7.787415197098833e-6,1.0308400975693455e-5,9.70655453737347e-6,8.772662419571922e-6,1.0061353269015777e-5,8.69488416165349e-6,8.500169474042813e-6,8.319035019204893e-6
t213,8.588785533222149e-6,1.0719965894835806e-5,7.787478683461918e-6,1.0308488395720078e-5,9.706735159173637e-6,8.772287060894735e-6,1.005970793300242e-5,8.694899166213442e-6,8.50021131238755e-6,8.3190480021328e-6
t214,8.58875935600857e-6,1.0719721232031107e-5,7.787280122335865e-6,1.0308197300215003e-5,9.706527107238527e-6,8.77471670085521e-6,1.0061821783407852e-5,8.694936354461888e-6,8.500300621761984e-6,8.319020308871712e-6
t215,8.588072918086621e-6,1.071844078866954e-5,7.785987900562618e-6,1.0306709985494191e-5,9.70493951392984e-6,8.789712438098752e-6,1.0074055422014731e-5,8.69496138345557e-6,8.500311519998912e-6,8.318878207896435e-6
t216,8.588082891587587e-6,1.07179283725927e-5,7.78561607187709e-6,1.0306200270470632e-5,9.70448677585977e-6,8.791666031294025e-6,1.0075130787577623e-5,8.695105922632675e-6,8.50012892457948e-6,8.318632191622508e-6
t217,8.588160498155713e-6,1.0717602656157651e-5,7.785603482049734e-6,1.0305981986397096e-5,9.704364982815737e-6,8.791434414050542e-6,1.0075330570462118e-5,8.695149892002462e-6,8.49995287760303e-6,8.318546069716318e-6
t218,8.588199331007151e-6,1.0717330989530478e-5,7.785534366133019e-6,1.0305800860413187e-5,9.704279974362268e-6,8.791149635412567e-6,1.0075348384369041e-5,8.695129456084662e-6,8.499785979717186e-6,8.318462476011296e-6
t219,8.588169222764617e-6,1.0717137457920417e-5,7.785549877797893e-6,1.0305714554641355e-5,9.704213528724332e-6,8.7908364201799e-6,1.0075323657649289e-5,8.695104115390814e-6,8.499634330324076e-6,8.318374137852844e-6
t220,8.588211251600419e-6,1.07170935449754e-5,7.78565385266441e-6,1.0305789489929547e-5,9.70423937286454e-6,8.789925241771396e-6,1.0075335396706328e-5,8.695082324118377e-6,8.499625046961459e-6,8.318412853139744e-6
t221,8.587944121859012e-6,1.071697151741207e-5,7.785522916855349e-6,1.030571446604511e-5,9.704023948668346e-6,8.792208502418804e-6,1.0075143785291798e-5,8.69485958425696e-6,8.49938700900978e-6,8.318218828254932e-6
t222,8.588064249042318e-6,1.0717205647659103e-5,7.785715808750404e-6,1.0305994155078944e-5,9.704155210786671e-6,8.79155910548098e-6,1.0075290101728185e-5,8.694833156668932e-6,8.499422822741054e-6,8.318400749919022e-6
t223,8.5882023168557e-6,1.071754971792514e-5,7.78601299394484e-6,1.0306284863215433e-5,9.704346699689767e-6,8.791166918557504e-6,1.0075397677263216e-5,8.694797163513133e-6,8.499584476478947e-6,8.318599753816678e-6
t224,8.588223699232667e-6,1.0717961909657052e-5,7.786441385263952e-6,1.03065873927073e-5,9.70469610388029e-6,8.791273722113803e-6,1.007421615154292e-5,8.694622444019104e-6,8.499880279788333e-6,8.318729147696803e-6
t225,8.589402035600476e-6,1.0719575710912786e-5,7.788221548713244e-6,1.0308421422934804e-5,9.706880015361861e-6,8.77278948633879e-6,1.0061825185948227e-5,8.69482023723963e-6,8.500687654081807e-6,8.319373228814182e-6
t226,8.589365647625983e-6,1.0719670391650248e-5,7.788352691902287e-6,1.0308488284624602e-5,9.707134512552566e-6,8.772241774151355e-6,1.006025659936349e-5,8.69475347186727e-6,8.500907987395098e-6,8.31938739534738e-6
t227,8.589187252131178e-6,1.0719485328428257e-5,7.788271018196931e-6,1.0308383492476876e-5,9.707025370982744e-6,8.773300024857569e-6,1.0060074591153255e-5,8.694545537148011e-6,8.501080727271204e-6,8.319266487334872e-6
t228,8.589144372427284e-6,1.0719584427142418e-5,7.788292307059209e-6,1.030863338324016e-5,9.7069781032683e-6,8.77729569022167e-6,1.0059838035106584e-5,8.694502536852189e-6,8.500858693284152e-6,8.319265104112636e-6
t229,8.589134248717276e-6,1.0719681190343275e-5,7.788312530930315e-6,1.0308986654926072e-5,9.706923019884074e-6,8.779879731909623e-6,1.0059741947537549e-5,8.694409542360289e-6,8.500734892953733e-6,8.319282144946415e-6
t230,8.588998791378327e-6,1.071953598608414e-5,7.788140305999e-6,1.0309210843139066e-5,9.706619399763593e-6,8.782175307653598e-6,1.0059875735782815e-5,8.694177686418913e-6,8.500697862709653e-6,8.31913109485471e-6
t231,8.588920397221177e-6,1.0719378763923925e-5,7.787942565920436e-6,1.0309413416419166e-5,9.706242158938663e-6,8.780220373869886e-6,1.006002870483032e-5,8.694006549465306e-6,8.500756104903216e-6,8.319040755153734e-6
t232,8.589210701330556e-6,1.0719466547786846e-5,7.788015099860268e-6,1.030988112535997e-5,9.706203534988856e-6,8.77621780302694e-6,1.0060284256441351e-5,8.694177742046184e-6,8.500791231272064e-6,8.319263690420662e-6
t233,8.589220679689839e-6,1.071940599058356e-5,7.788029242068347e-6,1.0310076060297344e-5,9.70590303505588e-6,8.774322483796978e-6,1.006019398945516e-5,8.694125242703065e-6,8.500659392876045e-6,8.319303186969106e-6
t234,8.589109302285742e-6,1.0719311188845105e-5,7.787989191364354e-6,1.0310106113269477e-5,9.705451821393114e-6,8.772981971329805e-6,1.0059920408646456e-5,8.693995975414224e-6,8.500444221505232e-6,8.319318427956669e-6
t235,8.58900111144816e-6,1.0719151274791905e-5,7.787949260748296e-6,1.0310011406047459e-5,9.705059984067636e-6,8.772488915179599e-6,1.005956485676972e-5,8.693754526764342e-6,8.500362138029884e-6,8.319354779608658e-6
t236,8.58871058843536e-6,1.0718820884962615e-5,7.78787425943023e-6,1.0309613440192891e-5,9.704702058529683e-6,8.775390983070926e-6,1.0058389795466266e-5,8.693335334433904e-6,8.500193652055859e-6,8.319103157623519e-6
t237,8.58850184498845e-6,1.0718415878176472e-5,7.787630584501625e-6,1.0309041542670156e-5,9.704483684548608e-6,8.77972227669876e-6,1.005864250866718e-5,8.693014678183895e-6,8.50006568066925e-6,8.31886765229695e-6
t238,8.588368083102226e-6,1.0718056945348811e-5,7.787349854586382e-6,1.0308484119497217e-5,9.704317225109176e-6,8.781732269036494e-6,1.0061041308806667e-5,8.692861906150756e-6,8.500076990213448e-6,8.318795820477784e-6
t239,8.587801741293117e-6,1.071694494515123e-5,7.786296760805106e-6,1.0307013303801848e-5,9.702950275645965e-6,8.790640429516458e-6,1.0073530948267298e-5,8.692957389164958e-6,8.500074506991978e-6,8.318801455174317e-6
t240,8.588275682275968e-6,1.0716878561651935e-5,7.78623102194022e-6,1.030679453084867e-5,9.702952760970446e-6,8.786502405988963e-6,1.0074983327449596e-5,8.693383914238607e-6,8.500284161316497e-6,8.31898165949562e-6
t241,8.588056908154472e-6,1.0716634438449556e-5,7.78601334921757e-6,1.0306361532790624e-5,9.70256228255172e-6,8.78825970807262e-6,1.007487291385394e-5,8.693194208570978e-6,8.500123916314176e-6,8.318713262462552e-6
t242,8.587906142150908e-6,1.0716481492949358e-5,7.785942832130925e-6,1.0306102823884131e-5,9.702336067193605e-6,8.79199441280413e-6,1.00748013660749e-5,8.693067183647657e-6,8.499985913708144e-6,8.318517589102765e-6
t243,8.587453421030527e-6,1.0716188046019456e-5,7.78564765630913e-6,1.0305688104927417e-5,9.701939182510929e-6,8.801322052088384e-6,1.0074448135190352e-5,8.69282202606259e-6,8.499608694621528e-6,8.31806078625489e-6
t244,8.587372639077402e-6,1.0716237628935914e-5,7.785707976184985e-6,1.0305713877498938e-5,9.701894399611474e-6,8.801196570974861e-6,1.00743125423722e-5,8.69283713392314e-6,8.499593571695614e-6,8.318050120018284e-6
t245,8.587941439806959e-6,1.0716594409557002e-5,7.785980177583891e-6,1.030611700413904e-5,9.702173907237736e-6,8.79343761826554e-6,1.0074773084195048e-5,8.693307181440418e-6,8.500011650432684e-6,8.31854605845183e-6
t246,8.587577972065431e-6,1.0716642040389741e-5,7.785968383916357e-6,1.0306197772443307e-5,9.702128425365878e-6,8.792969960397262e-6,1.0074605323940868e-5,8.692860403600574e-6,8.500004574422597e-6,8.318513850800264e-6
t247,8.587609018860036e-6,1.0716725263903701e-5,7.786090589723563e-6,1.030645028812557e-5,9.702416551575859e-6,8.791933572902504e-6,1.007462119136829e-5,8.692745823845272e-6,8.500176182145955e-6,8.318662696786256e-6
t248,8.587808989927381e-6,1.0716808108529802e-5,7.786370722571068e-6,1.0306701947878447e-5,9.702979302075728e-6,8.790858616998243e-6,1.0074469666844411e-5,8.69275386908711e-6,8.500454389880013e-6,8.318872447855255e-6
t249,8.588047444453481e-6,1.0716817732001204e-5,7.786533213158222e-6,1.030693673467506e-5,9.703581992741589e-6,8.789192839290048e-6,1.007429188372946e-5,8.692810194874857e-6,8.500742544865056e-6,8.319128193895926e-6
t250,8.5880419620564e-6,1.0716619689425615e-5,7.786408790887024e-6,1.0307000886187667e-5,9.703888942606225e-6,8.790426478200273e-6,1.0074520004423363e-5,8.692629542313642e-6,8.50085100092535e-6,8.319158362351523e-6
t251,8.587828265318786e-6,1.0716374586808607e-5,7.786379651410576e-6,1.0306873596219157e-5,9.703945132806743e-6,8.791683457844033e-6,1.007466694151501e-5,8.69231005015912e-6,8.500843627499727e-6,8.318980757512434e-6
t252,8.587792845484855e-6,1.0716238587602568e-5,7.786200412505855e-6,1.0306798119435797e-5,9.70408650242126e-6,8.792788131082791e-6,1.0074824153483584e-5,8.692259780402487e-6,8.500820115628132e-6,8.318954376720257e-6
t253,8.58795839286845e-6,1.0716282160129234e-5,7.786297893805528e-6,1.0306794283458376e-5,9.704232562067293e-6,8.789633378263579e-6,1.0074996742783193e-5,8.69246609524305e-6,8.500832900901592e-6,8.319167658938166e-6
t254,8.587982230266109e-6,1.0716215306433103e-5,7.786337722053939e-6,1.0306578393606531e-5,9.7039880275719e-6,8.788423950910522e-6,1.0075106765011566e-5,8.692573391422026e-6,8.500636356088261e-6,8.319194287099295e-6
t255,8.587935230583578e-6,1.0716045520009666e-5,7.786223882390357e-6,1.0306264651875267e-5,9.703518759546594e-6,8.787628598932054e-6,1.0075233337646994e-5,8.692577430604012e-6,8.500389290654598e-6,8.319141416026707e-6
t256,8.58760440320129e-6,1.0715649514390127e-5,7.786041908505674e-6,1.0305731710798304e-5,9.70272271595731e-6,8.790646476851288e-6,1.0075122708412365e-5,8.69233288219328e-6,8.499981748331345e-6,8.318782522167306e-6
t257,8.587575787332602e-6,1.0715422924830026e-5,7.78599264678618e-6,1.030548813014839e-5,9.702229462157059e-6,8.791475636954855e-6,1.0075316128182235e-5,8.692411250434693e-6,8.499836979628337e-6,8.31873768948254e-6
t258,8.587605680852309e-6,1.0715315136655715e-5,7.786068512027152e-6,1.030531357545112e-5,9.701910075384694e-6,8.790827866930933e-6,1.0075581153405468e-5,8.692568702650267e-6,8.499794366758068e-6,8.31881125419472e-6
t259,8.587809715882164e-6,1.0715355485029454e-5,7.786138116853203e-6,1.0305309379333049e-5,9.701850383060802e-6,8.789965367780188e-6,1.0075751952671683e-5,8.69277252907062e-6,8.499978872749889e-6,8.319011131933364e-6
t260,8.587969958794848e-6,1.0715372194977073e-5,7.78618290375368e-6,1.0305308236608216e-5,9.701840990494804e-6,8.788586039536775e-6,1.0075666261443332e-5,8.692885480213962e-6,8.500200989159447e-6,8.31913755727285e-6
t261,8.587732025641617e-6,1.0715103740157725e-5,7.785893922165827e-6,1.0304992497925962e-5,9.701450996792072e-6,8.790467185578576e-6,1.0075585687108424e-5,8.692686222011858e-6,8.500184134727776e-6,8.318868944607053e-6
t262,8.587814183605509e-6,1.071506499571302e-5,7.78591767441608e-6,1.0305002635402064e-5,9.70140884323259e-6,8.789029837938225e-6,1.0075535946728162e-5,8.692704100659019e-6,8.500435077860154e-6,8.318882145740684e-6
t263,8.587906976895293e-6,1.0715024170927256e-5,7.785860457529725e-6,1.030500128876484e-5,9.70136146604672e-6,8.788658944814445e-6,1.0075387889055115e-5,8.69265435931688e-6,8.5007319207809e-6,8.31889888848072e-6
t264,8.587930257068303e-6,1.0714989105779014e-5,7.785864295110988e-6,1.0305053354656605e-5,9.701250890122889e-6,8.787693856678845e-6,1.0075147656671096e-5,8.692602210815853e-6,8.500781050930187e-6,8.318881023521994e-6
t265,8.587958171344657e-6,1.0714966998733445e-5,7.785852413017387e-6,1.030510827829197e-5,9.701075315043364e-6,8.78701542639661e-6,1.0075082658244765e-5,8.692573364464279e-6,8.500712155750171e-6,8.318878876335494e-6
t266,8.587770845078851e-6,1.0714827581381438e-5,7.78575921233389e-6,1.030503676250567e-5,9.70066977537936e-6,8.788681499643073e-6,1.0074792269278893e-5,8.692370144088546e-6,8.500469538138886e-6,8.318699806085577e-6
t267,8.58801842738337e-6,1.0714842913055523e-5,7.785760691121962e-6,1.0305159413220199e-5,9.700453563749049e-6,8.788117910912667e-6,1.0074955002165448e-5,8.692620947705344e-6,8.50041117021835e-6,8.318772376189284e-6
t268,8.5880472934386e-6,1.0714930570078288e-5,7.78589645581518e-6,1.0305317251097533e-5,9.700324031303493e-6,8.787929493338579e-6,1.0074898314703747e-5,8.692709580597072e-6,8.500327241962311e-6,8.318821836596388e-6
t269,8.588088489062823e-6,1.0715050076377684e-5,7.786004156320358e-6,1.0305429084960641e-5,9.700302025593202e-6,8.786682520505205e-6,1.007487690952459e-5,8.692814065884024e-6,8.500261206744577e-6,8.318871270824726e-6
t270,8.588111470982377e-6,1.0715174959679465e-5,7.786129603399676e-6,1.0305465868640948e-5,9.700412811425582e-6,8.785518430291199e-6,1.0074939384034395e-5,8.692885347810603e-6,8.500274970878843e-6,8.318922619440456e-6
t271,8.587925005548057e-6,1.0715197138762496e-5,7.78600903142338e-6,1.0305288679295978e-5,9.70049775573202e-6,8.78745845120423e-6,1.0074809122210923e-5,8.692693228129642e-6,8.500294737269697e-6,8.318794991879638e-6
t272,8.587950850778464e-6,1.0715489187733275e-5,7.786362774387773e-6,1.0305410303760039e-5,9.701004904621601e-6,8.787881132667878e-6,1.0074799899880301e-5,8.69265786179272e-6,8.500667868180632e-6,8.318925238402088e-6
t273,8.58823602553038e-6,1.0715741738807848e-5,7.786483074660571e-6,1.0305453256471769e-5,9.701513082528867e-6,8.787953572741762e-6,1.007463075107299e-5,8.692828102908324e-6,8.501104760416984e-6,8.319089785923757e-6
t274,8.588425139287296e-6,1.0715859427083365e-5,7.786550166481553e-6,1.0305429965882838e-5,9.701846107788761e-6,8.787370058762666e-6,1.007475008655803e-5,8.692910310483488e-6,8.501447072192708e-6,8.319232914572113e-6
t275,8.588336851203686e-6,1.0715782963747724e-5,7.7866260343774e-6,1.030525422176164e-5,9.70193868564491e-6,8.786861724533406e-6,1.007464625405338e-5,8.692848226945675e-6,8.501486745732477e-6,8.319186983521639e-6
t276,8.588081035902311e-6,1.071555603118015e-5,7.786295590252988e-6,1.0304860541950447e-5,9.701748939936351e-6,8.788338791450109e-6,1.0074278544554457e-5,8.692644710384228e-6,8.501425663993708e-6,8.318988009819805e-6
t277,8.588040619402596e-6,1.0715441970060818e-5,7.786235783743812e-6,1.0304588819216922e-5,9.701559021461865e-6,8.788274842765604e-6,1.0074120897691096e-5,8.692716952914701e-6,8.501522695395332e-6,8.318947726943607e-6
t278,8.58812465227961e-6,1.0715434928836747e-5,7.786329584160288e-6,1.0304390840114658e-5,9.701465829774115e-6,8.787983727615811e-6,1.007401301439379e-5,8.692914251310831e-6,8.501603652535184e-6,8.31897468866456e-6
t279,8.588307366584202e-6,1.0715499109969383e-5,7.786342870545252e-6,1.0304290636979342e-5,9.701420260064752e-6,8.787133860308742e-6,1.0073983533826154e-5,8.6931714991171e-6,8.501651258614153e-6,8.319053284380056e-6
t280,8.588447826497226e-6,1.0715519366841804e-5,7.786251421731324e-6,1.0304214774010945e-5,9.701258728992612e-6,8.787114184298026e-6,1.0073955753989836e-5,8.693363045395964e-6,8.501606583555024e-6,8.319045263243174e-6
t281,8.588353601799305e-6,1.0715423531146818e-5,7.786156735592815e-6,1.0304032669168013e-5,9.700795467671686e-6,8.789362956223734e-6,1.0073868650594383e-5,8.693399423377243e-6,8.501411488499194e-6,8.31881323174058e-6
t282,8.588468143969084e-6,1.0715497576222248e-5,7.7861320435929e-6,1.0304089238026257e-5,9.700501791263565e-6,8.788910918145472e-6,1.007397085753874e-5,8.693591802984869e-6,8.501413171833793e-6,8.318839502896335e-6
t283,8.588597483085671e-6,1.0715599971638423e-5,7.786068823387571e-6,1.0304179414818109e-5,9.700305310770274e-6,8.787888413351565e-6,1.0073975948503161e-5,8.693742519646052e-6,8.501529290393495e-6,8.31892970907621e-6
t284,8.588647127113072e-6,1.0715631475343768e-5,7.786114699067023e-6,1.0304245760312327e-5,9.70014472778788e-6,8.78749295996538e-6,1.0073926865462361e-5,8.6938319281377e-6,8.501683012105399e-6,8.318953190482637e-6
t285,8.588586354794805e-6,1.0715524422203791e-5,7.785949338517426e-6,1.0304233237092083e-5,9.699903977476983e-6,8.788898827911354e-6,1.007413311904725e-5,8.693836035550704e-6,8.501788412448334e-6,8.318889846059502e-6
t286,8.588343803262165e-6,1.0715324811909989e-5,7.785637791687743e-6,1.0304145417219024e-5,9.699523515564398e-6,8.790611502421486e-6,1.007415080386361e-5,8.69364323785639e-6,8.501830494450356e-6,8.318724075546246e-6
t287,8.58832372995221e-6,1.0715244179793718e-5,7.785525950911774e-6,1.0304214201751776e-5,9.699391971251717e-6,8.791866085436705e-6,1.007422278681529e-5,8.693564819916073e-6,8.502038128038356e-6,8.318715408112114e-6
t288,8.588472124358417e-6,1.0715190961604687e-5,7.785389230426775e-6,1.0304252785381006e-5,9.699230183617609e-6,8.79176613845035e-6,1.0074230436257999e-5,8.693725380754147e-6,8.502153429532618e-6,8.318698874765597e-6
t289,8.588538859944042e-6,1.0715166637131192e-5,7.785351037907217e-6,1.0304276296963012e-5,9.699108401597985e-6,8.79134618902698e-6,1.0074368861361933e-5,8.693823135502565e-6,8.502213578273574e-6,8.31869533379322e-6
t290,8.58862289866575e-6,1.0715196587610863e-5,7.785356533792416e-6,1.0304376517520775e-5,9.699046888672557e-6,8.790864944690626e-6,1.0074515951104515e-5,8.693902606643705e-6,8.502263971962543e-6,8.318747829360985e-6
t291,8.588364659609371e-6,1.0715043954148125e-5,7.785104651662198e-6,1.030426161673786e-5,9.69870863927912e-6,8.792771127517795e-6,1.0074369767854877e-5,8.693661723344944e-6,8.502114794524532e-6,8.318591968279551e-6
t292,8.588418546345104e-6,1.0715102112471229e-5,7.785193925263728e-6,1.0304416823922144e-5,9.69869031784758e-6,8.792431322499088e-6,1.0074494529696055e-5,8.693683926500255e-6,8.502217280954015e-6,8.31871583009264e-6
t293,8.588389846648918e-6,1.0715150387432703e-5,7.785206794970795e-6,1.0304460591971069e-5,9.698675226343332e-6,8.793429819528482e-6,1.0074523894386903e-5,8.693641600589268e-6,8.502228483424498e-6,8.318725458661965e-6
t294,8.588554757891512e-6,1.0715356181223211e-5,7.785391047272831e-6,1.0304631389432535e-5,9.69892956971087e-6,8.791677544805095e-6,1.0074734722794044e-5,8.693755426364723e-6,8.50233042907968e-6,8.318931336917044e-6
t295,8.58868165120247e-6,1.0715538165573821e-5,7.785524739000894e-6,1.0304736705637148e-5,9.699419289062552e-6,8.791061634766814e-6,1.0075031370461216e-5,8.693833021884805e-6,8.502296488741721e-6,8.319081607486979e-6
t296,8.588682266125325e-6,1.071558939037467e-5,7.785675406606532e-6,1.0304690772782057e-5,9.700119637943043e-6,8.79203801657747e-6,1.007499607377811e-5,8.69376536501826e-6,8.502168479474942e-6,8.319074158794285e-6
t297,8.588923202547294e-6,1.0715763009719676e-5,7.786014312639435e-6,1.030483054493467e-5,9.701267608604458e-6,8.791055864874116e-6,1.0075112118515675e-5,8.693878895750601e-6,8.502281877184106e-6,8.319309232579716e-6
t298,8.588916400632786e-6,1.0715900520332418e-5,7.78629897116914e-6,1.0304930247249118e-5,9.702292024987873e-6,8.789793934948739e-6,1.0075374478175932e-5,8.693740004463922e-6,8.502463233830446e-6,8.319523463794759e-6
t299,8.588498705528638e-6,1.071563448948374e-5,7.786037107890699e-6,1.0304562617673136e-5,9.702589562537387e-6,8.795174090420902e-6,1.0075481584005394e-5,8.693302032399573e-6,8.50219548617813e-6,8.319225838946932e-6
t300,8.588350125258204e-6,1.071545800300181e-5,7.785909610364153e-6,1.0304364618776e-5,9.70276176941723e-6,8.797502694615903e-6,1.007547105530907e-5,8.693102523584909e-6,8.502100865389386e-6,8.319119120196216e-6
t301,8.588227595713687e-6,1.0715195667551795e-5,7.785632038021587e-6,1.0304088884597014e-5,9.702534921040374e-6,8.80029969010692e-6,1.0075214724272043e-5,8.69303089878478e-6,8.501903373296536e-6,8.318891711666865e-6
t302,8.588365197735882e-6,1.0715206041267838e-5,7.785717696066823e-6,1.0304246739001868e-5,9.702420492039005e-6,8.797981381688424e-6,1.007535807704653e-5,8.693169134796803e-6,8.501867246995148e-6,8.319030421833151e-6
t303,8.588635583617297e-6,1.0715301049879492e-5,7.7859469596396e-6,1.0304572621649335e-5,9.702220733854644e-6,8.792772245318277e-6,1.0075647117721443e-5,8.693445556596593e-6,8.50175575261153e-6,8.319273113805224e-6
t304,8.58867202562337e-6,1.0715175594780334e-5,7.785975632302626e-6,1.030470837469524e-5,9.701730328408056e-6,8.792589951401151e-6,1.0075799873851332e-5,8.693530933630348e-6,8.501348862618913e-6,8.319248048255941e-6
t305,8.588250629190275e-6,1.0714827443512157e-5,7.785780686590651e-6,1.0304639010572773e-5,9.701037286151393e-6,8.797176852703047e-6,1.0075837309726676e-5,8.693176485614962e-6,8.500816423394323e-6,8.318940999726723e-6
t306,8.588015332445172e-6,1.0714513321199706e-5,7.785568974078475e-6,1.0304565679314795e-5,9.700321133744158e-6,8.798874458349139e-6,1.0075781921543428e-5,8.692974417215743e-6,8.500417691604596e-6,8.318730940290546e-6
t307,8.587865388889206e-6,1.071425447878486e-5,7.785424384790314e-6,1.0304497185310042e-5,9.699975803980404e-6,8.8044664054198e-6,1.0075770315517991e-5,8.692872379690141e-6,8.500158171963876e-6,8.318528449308527e-6
t308,8.588118557324436e-6,1.0714389973458712e-5,7.785674772144609e-6,1.0304741573992941e-5,9.700310034744055e-6,8.802692684248874e-6,1.0076080708855368e-5,8.693080607172078e-6,8.500292842319914e-6,8.318733921526897e-6
t309,8.588202665464014e-6,1.0714442635349134e-5,7.78567912410514e-6,1.0304763842309746e-5,9.700688787977899e-6,8.804548637666631e-6,1.0076172823932487e-5,8.693175792216682e-6,8.500218425501842e-6,8.31868632624558e-6
t310,8.588402864761522e-6,1.071443086582822e-5,7.785560652707376e-6,1.0304684107868346e-5,9.700909545465256e-6,8.806848330607193e-6,1.007619362089781e-5,8.693395774892803e-6,8.500109562284057e-6,8.318548621857054e-6
t311,8.588755793431891e-6,1.0714704002211368e-5,7.785693389994807e-6,1.0304926393725245e-5,9.70151412558484e-6,8.799449023957764e-6,1.0076291881633043e-5,8.693659592854896e-6,8.500445861473631e-6,8.318883418775984e-6
t312,8.588991959890373e-6,1.071492607981551e-5,7.785857027843044e-6,1.0305178071097876e-5,9.70211561730163e-6,8.792909626973367e-6,1.0076560172980513e-5,8.693937526300574e-6,8.500547710456685e-6,8.319124460959225e-6
t313,8.58888942602805e-6,1.0714863964663244e-5,7.785716143658351e-6,1.0305061821727032e-5,9.702312042754005e-6,8.7940975266717e-6,1.0076640893162022e-5,8.693960536559598e-6,8.500363020973987e-6,8.31900415946555e-6
t314,8.588757132392302e-6,1.0714748291846963e-5,7.785516748112956e-6,1.0304898206980888e-5,9.702346009539412e-6,8.797920341349647e-6,1.0076592613964941e-5,8.693850280482441e-6,8.500149748688476e-6,8.318816304924202e-6
t315,8.588922357166055e-6,1.0714853210906177e-5,7.785538424468279e-6,1.030505699641768e-5,9.702551082843698e-6,8.797354546383887e-6,1.0076701880161025e-5,8.69389162497792e-6,8.500247958650494e-6,8.318980727717685e-6
t316,8.588519719935345e-6,1.0714637035049014e-5,7.78517425788224e-6,1.0304835484768097e-5,9.70224990647024e-6,8.803657175783073e-6,1.0076329780334567e-5,8.693489834963194e-6,8.499968993299304e-6,8.318663165812104e-6
t317,8.58890965921198e-6,1.0715009153339324e-5,7.78544135245517e-6,1.0305283842393673e-5,9.702663317408944e-6,8.79817465589896e-6,1.0076594712994482e-5,8.693697174443426e-6,8.500415226059963e-6,8.319131828505636e-6
t318,8.58891961193444e-6,1.0715172792819207e-5,7.785437738598298e-6,1.0305337464874921e-5,9.702856899973577e-6,8.799273593210031e-6,1.007661420396155e-5,8.693616733406513e-6,8.500671032424042e-6,8.319170891994633e-6
t319,8.589102158074946e-6,1.0715456991860515e-5,7.785555381520042e-6,1.030541558603223e-5,9.703318618134995e-6,8.799420976316337e-6,1.0076705943041979e-5,8.693644365650293e-6,8.501175686644105e-6,8.319291680062566e-6
t320,8.589499182809023e-6,1.0715863305820513e-5,7.785917792143126e-6,1.0305607225882776e-5,9.704113216366116e-6,8.79771210276384e-6,1.0076859420058646e-5,8.693883202688447e-6,8.501802699659473e-6,8.319563284909543e-6
t321,8.589353125329711e-6,1.0716018995088523e-5,7.785949984065479e-6,1.0305424039250646e-5,9.704597188061237e-6,8.800304044180617e-6,1.0076657384825742e-5,8.693676726566001e-6,8.502093346304527e-6,8.319479454650669e-6
t322,8.589332558652457e-6,1.0715983631916319e-5,7.785833555194314e-6,1.03050357876339e-5,9.704924324330902e-6,8.807242764911794e-6,1.0076369513507166e-5,8.693770304107767e-6,8.502235962867758e-6,8.319270136950574e-6
t323,8.589522525846193e-6,1.071605279499008e-5,7.785885945775683e-6,1.0304879196857702e-5,9.705334997140377e-6,8.807639159488088e-6,1.0076364459135417e-5,8.694045907631487e-6,8.50243684670271e-6,8.319335446746104e-6
t324,8.589732518599963e-6,1.0716089630249022e-5,7.785955799778614e-6,1.0304820400858539e-5,9.705573891449388e-6,8.808724808598354e-6,1.0076394707474068e-5,8.694244430820914e-6,8.502575177641724e-6,8.319382840614087e-6
t325,8.589964165516683e-6,1.0716009500426776e-5,7.785924311202654e-6,1.030477588715292e-5,9.705493505934993e-6,8.808423217839874e-6,1.0076431449619651e-5,8.694505467955478e-6,8.502512708898646e-6,8.319387199213223e-6
t326,8.589692249430739e-6,1.0715754634853761e-5,7.785662630404734e-6,1.03045904678351e-5,9.70494139251234e-6,8.809503631049374e-6,1.0076168070211363e-5,8.694367273970222e-6,8.502200635178657e-6,8.319186581091461e-6
t327,8.589659560020005e-6,1.0715603004945166e-5,7.785649876177031e-6,1.0304638535426518e-5,9.704463911387533e-6,8.807371808803349e-6,1.0076218800474776e-5,8.694465812014676e-6,8.502071668311872e-6,8.31922241676519e-6
t328,8.589642826234873e-6,1.0715466817508424e-5,7.785662733159891e-6,1.0304743644090137e-5,9.703925075943241e-6,8.804112829180248e-6,1.0076312138100977e-5,8.694587673745662e-6,8.502078193827948e-6,8.319281393677326e-6
t329,8.589722020861344e-6,1.0715548448055937e-5,7.78585682333676e-6,1.030511772999087e-5,9.703602310437625e-6,8.796867025010796e-6,1.0076704713898466e-5,8.694776425684808e-6,8.502354616512994e-6,8.319638336812944e-6
t330,8.589621396959311e-6,1.0715385241790496e-5,7.78575600430199e-6,1.0305132784671258e-5,9.702931520775219e-6,8.796559285891354e-6,1.0076942754792042e-5,8.69489252092426e-6,8.502346609695407e-6,8.319610731606078e-6
