,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption
Zone,1,2,3,4,5,6,7,8,9,10
AnnualSum,0.001080471317345577,0.0013439477153621533,0.0009767195597702462,0.0012896628440766643,0.001218017848141398,0.0011086409815882466,0.0012619609205071858,0.0010931634723760975,0.001072699541721431,0.0010491003513489394
t1,1.2858191172701752e-6,1.5997905580983166e-6,1.1622221612581812e-6,1.5351653317680885e-6,1.4497818698424256e-6,1.3174077289183463e-6,1.5017970090416766e-6,1.3007280552622072e-6,1.276581941135875e-6,1.248686118070019e-6
t2,1.285837425913641e-6,1.5996760516564662e-6,1.1623734770052735e-6,1.535034498984133e-6,1.4491513083073355e-6,1.3176558859692076e-6,1.5016330615802404e-6,1.3007031772553413e-6,1.2763340058292537e-6,1.2485932145762138e-6
t3,1.2859091704632318e-6,1.5996756372988319e-6,1.1624131814039307e-6,1.535047483162511e-6,1.448981231498989e-6,1.317911012633558e-6,1.501585038776636e-6,1.3007081395969084e-6,1.2763062927429418e-6,1.2485898642151327e-6
t4,1.2859854729994193e-6,1.5997035090868734e-6,1.1624332314465994e-6,1.5351044715287283e-6,1.4489515462239248e-6,1.3176358378136452e-6,1.5016207134199706e-6,1.3007721263572726e-6,1.2763544313611483e-6,1.2486310756130403e-6
t5,1.2860042233004178e-6,1.5997172080151922e-6,1.1624463421143285e-6,1.535163186562831e-6,1.4489499197706847e-6,1.3172287259558851e-6,1.501622512263289e-6,1.3007877545888604e-6,1.2763805135785073e-6,1.2486713548361347e-6
t6,1.2859228654764455e-6,1.599717248213473e-6,1.1624600147551317e-6,1.5351928263398035e-6,1.448937482878538e-6,1.3170614830826143e-6,1.5015995110788054e-6,1.3007095886400572e-6,1.2763696542300887e-6,1.248679623891963e-6
t7,1.2859280340754233e-6,1.5997161026280744e-6,1.1625077858139767e-6,1.535217353188989e-6,1.4489586009466794e-6,1.3168406889459724e-6,1.50158180944395e-6,1.3007070729101298e-6,1.276381650492841e-6,1.2487156282998447e-6
t8,1.285938502183979e-6,1.5997126099950992e-6,1.1625299154226964e-6,1.5352190510769185e-6,1.4490057581245813e-6,1.3167064659057e-6,1.5015729333065968e-6,1.3007036325448778e-6,1.2763974771543453e-6,1.2487344050702906e-6
t9,1.2859598753018729e-6,1.599721342109743e-6,1.1625568065665468e-6,1.5352301475858094e-6,1.4491075797959572e-6,1.316668207911442e-6,1.5015391963554424e-6,1.3007023467959964e-6,1.2764213743858102e-6,1.2487506704014837e-6
t10,1.2859917283252284e-6,1.599738215081847e-6,1.1625852553147357e-6,1.5352363081254427e-6,1.449252557714332e-6,1.3167675867277832e-6,1.5012754502665626e-6,1.3007016908598997e-6,1.276473766396503e-6,1.2487680312947903e-6
t11,1.2859785018307526e-6,1.599749246100532e-6,1.1625820598095762e-6,1.5352415862208495e-6,1.4493440940536266e-6,1.3169674391576114e-6,1.5010614922862999e-6,1.3006785172418978e-6,1.2764692494945128e-6,1.2487421027625864e-6
t12,1.2860043773406694e-6,1.5997452525239027e-6,1.1625865258109627e-6,1.5352368712538775e-6,1.4493882778612654e-6,1.317072445535233e-6,1.5009706264376664e-6,1.300689256463665e-6,1.2764943837536681e-6,1.2487450231563847e-6
t13,1.2860100558841648e-6,1.5997473699608014e-6,1.1625854279932737e-6,1.5352461721419607e-6,1.4493804660754212e-6,1.3170448446551288e-6,1.5009384747436317e-6,1.3007190205820536e-6,1.2765034836097437e-6,1.248755438946541e-6
t14,1.2860061959500709e-6,1.599739489559793e-6,1.162579460569423e-6,1.5352425544402781e-6,1.4493210415526314e-6,1.317007849726564e-6,1.5009658860473356e-6,1.3007457279922377e-6,1.2764995670717382e-6,1.2487610760282204e-6
t15,1.285978117991656e-6,1.5997169333611266e-6,1.1625415068522315e-6,1.5352161445710322e-6,1.4492014883635115e-6,1.3170614009841496e-6,1.5010447818048046e-6,1.3007677305405787e-6,1.2764776575301625e-6,1.2487552608242108e-6
t16,1.2859018723776472e-6,1.5996745993192401e-6,1.1625027657489705e-6,1.5351786773545635e-6,1.4490286165249252e-6,1.3175541943286653e-6,1.5011928558049762e-6,1.3007542219270818e-6,1.2764148115322662e-6,1.2487036245944433e-6
t17,1.2858723197066532e-6,1.5996489159774627e-6,1.1624951941605776e-6,1.5351685602489218e-6,1.4489020747177974e-6,1.3178184416458245e-6,1.5014151467427213e-6,1.3007498340093189e-6,1.2763971530522206e-6,1.2487041925493595e-6
t18,1.2858641135289354e-6,1.599640310920323e-6,1.162501564923661e-6,1.5351657426728973e-6,1.4488253733819543e-6,1.3182824440748218e-6,1.5016698418018852e-6,1.3007660069072782e-6,1.276398556374203e-6,1.2486978949463376e-6
t19,1.2858623707250165e-6,1.5996314909138175e-6,1.1624939310815926e-6,1.5351645006266967e-6,1.4488063648048854e-6,1.31872802598619e-6,1.5017013486737444e-6,1.3007722954335467e-6,1.2764205674545407e-6,1.248689996132351e-6
t20,1.285862205974231e-6,1.5996086220552615e-6,1.162476156974885e-6,1.5351548214520361e-6,1.4488133260486598e-6,1.318862468579503e-6,1.5018336655278908e-6,1.3007810166576028e-6,1.276446098050071e-6,1.24867865262497e-6
t21,1.2858413010387279e-6,1.5995832110139645e-6,1.162441368816112e-6,1.5351317790186564e-6,1.4488136409919484e-6,1.3190201980172911e-6,1.5018007690360325e-6,1.3007775622672737e-6,1.2764531587989044e-6,1.2486356055107955e-6
t22,1.2858680094364023e-6,1.5995713651626057e-6,1.1624051290906935e-6,1.5351221880387045e-6,1.4488454522025355e-6,1.3189798253987312e-6,1.501834319653524e-6,1.3007977744461162e-6,1.2764904124164286e-6,1.2486310352759528e-6
t23,1.285909918064944e-6,1.5995695868982815e-6,1.162405137036796e-6,1.5351337043358263e-6,1.448876076948843e-6,1.31884728363699e-6,1.5019203987809898e-6,1.300841588865765e-6,1.2765310384129941e-6,1.2486420810396529e-6
t24,1.2859739199608286e-6,1.5995744021526944e-6,1.162388339989205e-6,1.5351426505000316e-6,1.448911612086479e-6,1.31884571093603e-6,1.5019903312691542e-6,1.3008905357379878e-6,1.276587539895055e-6,1.248668100149302e-6
t25,1.2860231379216892e-6,1.5995718278217783e-6,1.1623824411175968e-6,1.5351576985874116e-6,1.448934609841106e-6,1.3189002725717592e-6,1.5020646952221883e-6,1.3009241909307628e-6,1.2766172610806327e-6,1.2486911990707304e-6
t26,1.2860541365117923e-6,1.599549551497339e-6,1.1623716523263092e-6,1.5351424966802646e-6,1.4489229109477946e-6,1.319321600620684e-6,1.5021238788349534e-6,1.3009474189331607e-6,1.276608975832948e-6,1.2486638967153688e-6
t27,1.286111625640522e-6,1.5995472281310416e-6,1.1623472198930651e-6,1.5351483240629872e-6,1.4489483555573197e-6,1.3193953220825338e-6,1.5022137449297178e-6,1.3009656012791026e-6,1.2766337861799504e-6,1.2486849816490456e-6
t28,1.2861375776028163e-6,1.599553414191683e-6,1.1623837626978455e-6,1.5351591777789111e-6,1.4489778770096747e-6,1.3194879192529066e-6,1.5022641582980535e-6,1.3009688856078791e-6,1.2766551101701016e-6,1.2487001213429117e-6
t29,1.2861844904860528e-6,1.599586491200323e-6,1.1624173970675068e-6,1.5351925986294875e-6,1.4490303097244007e-6,1.3191850575293623e-6,1.5023284739785645e-6,1.3009967639798195e-6,1.2767132720030405e-6,1.2487503468671295e-6
t30,1.2861517154254176e-6,1.5996124602138305e-6,1.1624477192204324e-6,1.5352259769166575e-6,1.4490795409550177e-6,1.3190059666473996e-6,1.5023832762611603e-6,1.3009483330707486e-6,1.2767624426161262e-6,1.248798342997008e-6
t31,1.2861021125873546e-6,1.599605944439069e-6,1.1624658716139977e-6,1.5352077610410163e-6,1.449095519948455e-6,1.3194408860806586e-6,1.502407305065748e-6,1.300928289464121e-6,1.2767669306556491e-6,1.2487783154911847e-6
t32,1.2860872525020802e-6,1.5995995474749147e-6,1.1624535600603996e-6,1.5351860389177338e-6,1.4491687128443608e-6,1.3200531495267895e-6,1.502454894108222e-6,1.300919118373803e-6,1.2767869936480113e-6,1.2487689422010746e-6
t33,1.2861094769998355e-6,1.5995985642090733e-6,1.1624933595791228e-6,1.5351757800972518e-6,1.4493007017592991e-6,1.3212105678902639e-6,1.502436307491941e-6,1.3009218485642363e-6,1.2768188809774994e-6,1.248753059339017e-6
t34,1.2861984241304334e-6,1.5996374617890323e-6,1.1625350192695663e-6,1.5352092853341016e-6,1.4494932132899835e-6,1.320609425190214e-6,1.5024244214402252e-6,1.3009523329211454e-6,1.2769091417916326e-6,1.248810809346882e-6
t35,1.286205844275026e-6,1.5996460395181133e-6,1.1625650298248845e-6,1.5352231737129703e-6,1.4496092670184273e-6,1.3200639598497073e-6,1.502448847715128e-6,1.3009447527173916e-6,1.276926466901822e-6,1.248829855838186e-6
t36,1.2861180602768488e-6,1.5995694287704027e-6,1.162488931300168e-6,1.5351387814379356e-6,1.4495844604277275e-6,1.3211995102055407e-6,1.5023874367127024e-6,1.3008488654371345e-6,1.2768766720517864e-6,1.248738354233851e-6
t37,1.2860949609369366e-6,1.5995362224861967e-6,1.1624678855785163e-6,1.5351087021312153e-6,1.4495646966698158e-6,1.3213321803889004e-6,1.5023691335401128e-6,1.3008137317493764e-6,1.2768659266040047e-6,1.24872974819302e-6
t38,1.2860955115648647e-6,1.5995291427420855e-6,1.1624646236571057e-6,1.5351087231987056e-6,1.4495348795366407e-6,1.3209554976077273e-6,1.5023280743115264e-6,1.3008119624969533e-6,1.276875259768487e-6,1.24874599146149e-6
t39,1.2860572311903618e-6,1.5994986974085478e-6,1.162431940596252e-6,1.5350744398075782e-6,1.4494626318949281e-6,1.321352824329201e-6,1.5022985856721497e-6,1.3008011671379412e-6,1.276858622298553e-6,1.2487277722747099e-6
t40,1.2860831023368468e-6,1.5995179791676407e-6,1.1624494783856317e-6,1.5350921661772843e-6,1.449425473573798e-6,1.3205792224257223e-6,1.50240458193906e-6,1.3008585359450941e-6,1.2768873372073561e-6,1.2487720374892192e-6
t41,1.2861033542642929e-6,1.5995410448251576e-6,1.1624691066470606e-6,1.5351289084159226e-6,1.4493791281821722e-6,1.3196899877265353e-6,1.5025868505272282e-6,1.3009175483098792e-6,1.276906275193868e-6,1.248811972296334e-6
t42,1.2860581674971199e-6,1.5994952138436908e-6,1.1624040965029831e-6,1.5350855926920574e-6,1.449296642552313e-6,1.3209174343029094e-6,1.5026609657069468e-6,1.3009005527351528e-6,1.276841989620787e-6,1.248751233380425e-6
t43,1.2860847534333591e-6,1.5994979720342391e-6,1.1623895185132994e-6,1.5350879871513382e-6,1.449303666512191e-6,1.3210998116680305e-6,1.5026298489822402e-6,1.300907119823052e-6,1.2768370238890705e-6,1.2487437959649333e-6
t44,1.2861780274971961e-6,1.5995518842744519e-6,1.1624121127981606e-6,1.535152811082156e-6,1.4493904892382002e-6,1.3200683646724991e-6,1.5027011607315421e-6,1.3009586188986578e-6,1.2768969045917556e-6,1.2488013347977106e-6
t45,1.2862247080256428e-6,1.5995910926261932e-6,1.1624152574987811e-6,1.5351985634956787e-6,1.4494549854125026e-6,1.3193392558693785e-6,1.5024318352306113e-6,1.3009715862763548e-6,1.2769469446344502e-6,1.2488274528558405e-6
t46,1.28617042277462e-6,1.599568134511968e-6,1.162351593851682e-6,1.535159649454282e-6,1.4494252885881669e-6,1.3197647537688556e-6,1.5023685290685896e-6,1.300942088284407e-6,1.2769288551065736e-6,1.2487621982938994e-6
t47,1.286120171473282e-6,1.599534077906534e-6,1.1622926775696583e-6,1.535118426421186e-6,1.449391493370797e-6,1.3199761100833123e-6,1.5023871975042394e-6,1.3009329857965648e-6,1.2768959901775481e-6,1.24871425539375e-6
t48,1.286176913174291e-6,1.5995669401104133e-6,1.162302968912773e-6,1.5351447312474722e-6,1.449434889006162e-6,1.3191016614599797e-6,1.5023966000369632e-6,1.301000446903244e-6,1.2769185720260143e-6,1.2487633903264984e-6
t49,1.2861876906528637e-6,1.5995575938454004e-6,1.1622796655175514e-6,1.535116329130885e-6,1.4494374340968244e-6,1.3191696875993563e-6,1.502393198175234e-6,1.3010151796018402e-6,1.276876261430361e-6,1.2487472842529558e-6
t50,1.2862333075312884e-6,1.5995642023850492e-6,1.162285905047158e-6,1.535118009775345e-6,1.4494674504635465e-6,1.3185910221313833e-6,1.5024176583600444e-6,1.3010477779934097e-6,1.276860444250928e-6,1.248768099586895e-6
t51,1.2862153836161592e-6,1.599517733910815e-6,1.1622324972327086e-6,1.5350485733482462e-6,1.4494420906536785e-6,1.3190224646550444e-6,1.5023935618663201e-6,1.3010372882722121e-6,1.276805077471817e-6,1.24870811009686e-6
t52,1.2862015411238424e-6,1.5994678477634116e-6,1.1621992677889102e-6,1.534989630303257e-6,1.4494326766081366e-6,1.3195893143691332e-6,1.5024240478843432e-6,1.3010292946160167e-6,1.2767631858575044e-6,1.2486697757183425e-6
t53,1.286201565618656e-6,1.5994546696421851e-6,1.162214457526161e-6,1.5349647609567104e-6,1.4494541393908284e-6,1.3196089239589215e-6,1.5024436485321429e-6,1.301022737195949e-6,1.2767547398849474e-6,1.2486742242473822e-6
t54,1.2861776047923186e-6,1.599482247165955e-6,1.1622959967102462e-6,1.5349891689915658e-6,1.449504736729293e-6,1.3191957847140066e-6,1.502474189555551e-6,1.3009857121280764e-6,1.2767669754230393e-6,1.2487233159843406e-6
t55,1.2861896845150192e-6,1.5995031382005431e-6,1.1623623875652606e-6,1.5349877067326028e-6,1.4495436240982451e-6,1.3189649681814569e-6,1.502523542701344e-6,1.3009909568287802e-6,1.2767624643766904e-6,1.2487518310608168e-6
t56,1.2861312597175822e-6,1.599484324452099e-6,1.1623470162522733e-6,1.53491708967783e-6,1.449558829745227e-6,1.319675546923183e-6,1.5025376987457509e-6,1.3009509609356183e-6,1.2767049448809695e-6,1.2486918406212953e-6
t57,1.2861909972510346e-6,1.5995169131694165e-6,1.1624129832058636e-6,1.5349112115559872e-6,1.4496895794206824e-6,1.319712754170997e-6,1.5025840510466996e-6,1.3009976145853378e-6,1.2767320706106278e-6,1.2487099796627568e-6
t58,1.2862212370749632e-6,1.5995224553269356e-6,1.1624426247590577e-6,1.5348863717550665e-6,1.4498019051544212e-6,1.3197904679414217e-6,1.5025791874861753e-6,1.3010328302214858e-6,1.276751627372297e-6,1.2487058671569362e-6
t59,1.2861816690473296e-6,1.5994824270510752e-6,1.1624285878047682e-6,1.534817201444984e-6,1.4498304325818946e-6,1.320377509105049e-6,1.5025218700988258e-6,1.3010316641186755e-6,1.2767163021964244e-6,1.2486546295504118e-6
t60,1.2860934592669983e-6,1.599388394733082e-6,1.1623461000130113e-6,1.5347012639525209e-6,1.4497627026063503e-6,1.3218808082497371e-6,1.5024665751067202e-6,1.3009664068128285e-6,1.2766280882765938e-6,1.248554675177031e-6
t61,1.2860802947647108e-6,1.599370342223805e-6,1.1623323194661429e-6,1.5346595957556366e-6,1.4497314804318133e-6,1.321378258145846e-6,1.5025298075073573e-6,1.300981183088248e-6,1.2765917250819112e-6,1.2485305125685513e-6
t62,1.2861857485915606e-6,1.5994267702979883e-6,1.1623976849194237e-6,1.5347188166349327e-6,1.44978531797973e-6,1.3192113876907798e-6,1.502628371141462e-6,1.301076655774601e-6,1.2766389498454241e-6,1.2486219963985834e-6
t63,1.2862222255894916e-6,1.599433312556502e-6,1.1624147386919386e-6,1.5347299576010002e-6,1.4497690737666531e-6,1.3187076990212614e-6,1.5026860488106093e-6,1.3011155601418111e-6,1.2766298951642252e-6,1.2486476040716447e-6
t64,1.2861393678987066e-6,1.5993552165349103e-6,1.1623126928379093e-6,1.5346401666351048e-6,1.4496365382470076e-6,1.3203107787164353e-6,1.502691926409716e-6,1.301076424797153e-6,1.276507353952342e-6,1.2485519064965557e-6
