,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss
t22,3.091324937481463e-8,3.36885117579488e-8,3.290223603880883e-8,3.243508314199024e-8,3.362918661044542e-8,3.5470683307951396e-8,2.94381313128134e-8,2.8116912982269104e-8,3.059102119351636e-8,2.919872304360054e-8
t23,3.0916437431023827e-8,3.3673982488036974e-8,3.288577876269899e-8,3.243546035620302e-8,3.363983646513784e-8,3.5425472817679596e-8,2.946358973717618e-8,2.8111898881169303e-8,3.058239143698239e-8,2.9180237777635048e-8
t24,3.0915328919755286e-8,3.3660567250640256e-8,3.285323582933926e-8,3.241669797446101e-8,3.3599459451554236e-8,3.53652027810849e-8,2.946481269839623e-8,2.8086756544737798e-8,3.058320523428102e-8,2.9166528862611227e-8
t25,3.0900712819859966e-8,3.364184957442461e-8,3.281638010279213e-8,3.2395001304420104e-8,3.35605960697965e-8,3.539471574609539e-8,2.9495616619035254e-8,2.8053004389057543e-8,3.056674176951017e-8,2.914714958029745e-8
t26,3.1017125492778e-8,3.368461850798792e-8,3.286294846464504e-8,3.2447864727515616e-8,3.364872903971636e-8,3.536863891543167e-8,2.9622295501040307e-8,2.8178581252982205e-8,3.062194979862364e-8,2.9179866093557778e-8
t27,3.1035779150050106e-8,3.366263191846988e-8,3.2828497326629924e-8,3.241861053883494e-8,3.362550069058455e-8,3.536708418701226e-8,2.9738539163540447e-8,2.8198522535391837e-8,3.060543908331808e-8,2.9158439239224223e-8
t28,3.1034211255257034e-8,3.3660378441350785e-8,3.28125914347717e-8,3.240741573695022e-8,3.36135399794815e-8,3.529840632174452e-8,2.982367097494478e-8,2.818061483386469e-8,3.060426276437316e-8,2.9157393074258744e-8
t29,3.1035770360484e-8,3.366124814963932e-8,3.280710371468826e-8,3.239875301637092e-8,3.360807237639639e-8,3.5227655717243176e-8,2.989295874396856e-8,2.8168280589738763e-8,3.060758473582524e-8,2.9164935547075677e-8
t30,3.093204194848948e-8,3.365942864527468e-8,3.282091886984856e-8,3.239751411568715e-8,3.3601064105760955e-8,3.5227510659755933e-8,2.994203621134393e-8,2.803905795452256e-8,3.0609200436013416e-8,2.9182251830949353e-8
t31,3.0990841386531596e-8,3.372326156692288e-8,3.2924178324655336e-8,3.2470877458435305e-8,3.371047227795387e-8,3.5136838003534464e-8,3.007484221529348e-8,2.810605253637091e-8,3.068221520562673e-8,2.923949194432025e-8
t32,3.0980200049585336e-8,3.3720226357687064e-8,3.292441189332112e-8,3.245445130921632e-8,3.3712886786025825e-8,3.5147631551255146e-8,3.018021190494019e-8,2.8096341952586512e-8,3.067583999049052e-8,2.922568663351238e-8
t33,3.100959558065655e-8,3.3766562710612765e-8,3.2929462394802723e-8,3.244799676925939e-8,3.371911200324756e-8,3.5188019130040574e-8,3.0228913617203713e-8,2.811731357369258e-8,3.068949129405831e-8,2.9216396208185312e-8
t34,3.102726400236546e-8,3.377692756445256e-8,3.28939261815577e-8,3.241180646884036e-8,3.367701655027488e-8,3.5074069375692126e-8,3.020621758548918e-8,2.8109522402751317e-8,3.071165223130317e-8,2.9184931521664326e-8
t35,3.1025138592379896e-8,3.37317480869944e-8,3.287966936140304e-8,3.239869641565827e-8,3.3621437832013436e-8,3.5215393731805964e-8,3.021753778286182e-8,2.809786518832842e-8,3.0696165040251934e-8,2.9164466497986113e-8
t36,3.108630363212699e-8,3.3773397607648385e-8,3.290472712072031e-8,3.2445829198873734e-8,3.364573395866421e-8,3.5163469064964386e-8,3.026731772861026e-8,2.8129711462694317e-8,3.076043639426745e-8,2.917942345307213e-8
t37,3.1059234028590746e-8,3.373304373508277e-8,3.286863589156648e-8,3.2427172494730066e-8,3.3649133149020464e-8,3.510454482642571e-8,3.023552453918912e-8,2.8090917325519486e-8,3.073613319152206e-8,2.9159004975527112e-8
t38,3.1039905737325986e-8,3.3720852446087943e-8,3.284847852997159e-8,3.243298792228126e-8,3.371145521319229e-8,3.4974941289755113e-8,3.014994269806223e-8,2.8069781797693042e-8,3.072755863439886e-8,2.9161470614108657e-8
t39,3.100757796609556e-8,3.3693960297963597e-8,3.2826083115476963e-8,3.2427251791235e-8,3.380807616817824e-8,3.5032857181740776e-8,3.0122578065826135e-8,2.8038925852553054e-8,3.070612812210926e-8,2.9158826344369206e-8
t40,3.096571019186634e-8,3.366041818567642e-8,3.280662725312497e-8,3.2403757180501036e-8,3.3882386462753795e-8,3.5069951897592824e-8,3.02037262384064e-8,2.802538163199789e-8,3.066581738954659e-8,2.9137437804969237e-8
t41,3.1006179406091286e-8,3.3681086734028776e-8,3.28896968300225e-8,3.247563083048226e-8,3.402471011415544e-8,3.498331717594632e-8,3.0473254781166824e-8,2.809705289677022e-8,3.0708216777605967e-8,2.9179300092879266e-8
t42,3.099719695553798e-8,3.3678972168045054e-8,3.2875162662016236e-8,3.247126354821896e-8,3.4052605584477804e-8,3.5046424388017665e-8,3.065460681458385e-8,2.8099961278252028e-8,3.0676502933960316e-8,2.915221553001962e-8
t43,3.098968785061528e-8,3.3664109354842624e-8,3.283257467295627e-8,3.2444018995141484e-8,3.410376658636787e-8,3.474190450539881e-8,3.062662967426806e-8,2.808354195888497e-8,3.066663073270086e-8,2.913451700653287e-8
t44,3.098575966329529e-8,3.3635922465953776e-8,3.2773493691850655e-8,3.2414390026753284e-8,3.4130602879663616e-8,3.4746480129211024e-8,3.070806089578522e-8,2.806136123426345e-8,3.065528990740884e-8,2.910120326982423e-8
t45,3.096371803111893e-8,3.3598731407886584e-8,3.271403313594501e-8,3.237936790212713e-8,3.4121377128276466e-8,3.445529289169432e-8,3.019684722902085e-8,2.802832785222011e-8,3.0664291386296436e-8,2.9080900220707916e-8
t46,3.1015170327248636e-8,3.362696569005944e-8,3.273594228065582e-8,3.242564299991056e-8,3.420842947488695e-8,3.444841054590634e-8,3.0185565485654917e-8,2.807561569539561e-8,3.072380298608508e-8,2.908646421600188e-8
t47,3.099376469558983e-8,3.358778433678056e-8,3.2685694213004534e-8,3.2404825401914214e-8,3.41810541885023e-8,3.469465375864592e-8,3.013462473310774e-8,2.8041518677901054e-8,3.069001317832238e-8,2.9031636525584206e-8
t48,3.099122218758096e-8,3.3567377899939455e-8,3.26498726629621e-8,3.239692951015277e-8,3.416788284845571e-8,3.461511576969293e-8,3.005432194233636e-8,2.8047600050254695e-8,3.06720233146329e-8,2.900048585631032e-8
t49,3.0986961652729865e-8,3.35610370427373e-8,3.26144370758985e-8,3.238336059749639e-8,3.4160080617115914e-8,3.457347352759502e-8,3.004268165202299e-8,2.803988854460397e-8,3.064461501548014e-8,2.8962175914514253e-8
t50,3.098159463309904e-8,3.35486090843204e-8,3.258530617398846e-8,3.236827312700615e-8,3.41419850456108e-8,3.454660368760446e-8,3.0022796396777064e-8,2.8032089825698498e-8,3.0608369869568034e-8,2.891615558498179e-8
t51,3.108400062108299e-8,3.3600991983715806e-8,3.2642732810139114e-8,3.241781984662811e-8,3.4220725350989206e-8,3.444343773529368e-8,3.006584941124067e-8,2.8137948790996844e-8,3.065428703576737e-8,2.8916771213793862e-8
t52,3.1101174150432844e-8,3.35962233534494e-8,3.262451918166235e-8,3.2399678149615726e-8,3.4198856787269844e-8,3.460625483849487e-8,3.0110352921955595e-8,2.8154575640843244e-8,3.0619276663668293e-8,2.88709653911282e-8
t53,3.109338808711261e-8,3.361149423533489e-8,3.2622014191401345e-8,3.2391387462205765e-8,3.4182284964116134e-8,3.4617018336707763e-8,3.011547441889423e-8,2.8135210190516068e-8,3.061125912466788e-8,2.8849256663754388e-8
t54,3.099521398399194e-8,3.3632200381156333e-8,3.265641360607348e-8,3.240346068845334e-8,3.417531589080946e-8,3.457911686927086e-8,3.0128018245860084e-8,2.8020823487631024e-8,3.0616562124868454e-8,2.8863214669553645e-8
t55,3.098201471076562e-8,3.363396653090475e-8,3.268866857347827e-8,3.239634305598614e-8,3.414891424794384e-8,3.454449149865971e-8,3.016954609841458e-8,2.8014199462265927e-8,3.059975235599178e-8,2.885620106653478e-8
t56,3.10421978651145e-8,3.369235806763056e-8,3.2771649396463665e-8,3.244847427056982e-8,3.423328139407048e-8,3.453964868867285e-8,3.029673950415151e-8,2.808028952268669e-8,3.064939401592515e-8,2.888159642249663e-8
t57,3.105194335414005e-8,3.371364206250973e-8,3.276230456119497e-8,3.2430637953025066e-8,3.423034372512861e-8,3.459059389837157e-8,3.032686047743155e-8,2.8087140610768033e-8,3.0637791128212296e-8,2.8857501196875817e-8
t58,3.106337512492757e-8,3.371492092446028e-8,3.2747986730720393e-8,3.241908877715452e-8,3.420889709612209e-8,3.4597668906673473e-8,3.030887601038592e-8,2.81016006474142e-8,3.064406422536821e-8,2.8833899725822023e-8
t59,3.105728285113215e-8,3.3714039845423084e-8,3.273621616429407e-8,3.241377599994304e-8,3.415278004150773e-8,3.478052992653374e-8,3.031187252684541e-8,2.8110223620934413e-8,3.063426567077602e-8,2.8809093434155952e-8
t60,3.102816189080537e-8,3.370123183073733e-8,3.270868919533617e-8,3.238936262177327e-8,3.411187667453614e-8,3.4806533990063144e-8,3.028724585811831e-8,2.808005936029519e-8,3.060742359732703e-8,2.8758303918081938e-8
t61,3.106841267065102e-8,3.3734203799697594e-8,3.2760170251799216e-8,3.2431840440660133e-8,3.418368874464124e-8,3.4966127454532545e-8,3.03835673022281e-8,2.811964557517868e-8,3.0629857693907755e-8,2.8743847269934504e-8
t62,3.104739650319306e-8,3.371280644644311e-8,3.2735779615996984e-8,3.240873846101558e-8,3.4180540063357766e-8,3.490252870695616e-8,3.03487561158885e-8,2.8104149327999502e-8,3.058456242760973e-8,2.869639849785036e-8
t63,3.1029976004868924e-8,3.3698680634613376e-8,3.270327623404857e-8,3.239400137798975e-8,3.4193965846789015e-8,3.495020011637959e-8,3.037049279090313e-8,2.8081667689101182e-8,3.054309429091544e-8,2.8656583817448362e-8
t64,3.10160286015959e-8,3.3690410699821094e-8,3.267499296693289e-8,3.238067971597271e-8,3.418102806493232e-8,3.518311095496246e-8,3.045775537135914e-8,2.807515766050858e-8,3.04920661263717e-8,2.8617494133422594e-8
t65,3.0987386015821936e-8,3.366420738335765e-8,3.267250417465393e-8,3.2370396589381035e-8,3.414363062226103e-8,3.5228184652519383e-8,3.053483938068316e-8,2.8084411361822833e-8,3.044984471918844e-8,2.8592932700492768e-8
t66,3.104003568084275e-8,3.369978323929377e-8,3.273186702211457e-8,3.242242061295028e-8,3.418959693289887e-8,3.5137592487856715e-8,3.04904459370865e-8,2.8152018471794822e-8,3.0500486481328945e-8,2.861835568962587e-8
t67,3.10092506887108e-8,3.368202552653418e-8,3.268052784919115e-8,3.2386695325004626e-8,3.417957254373872e-8,3.505461700773088e-8,3.043391966043116e-8,2.812300970615545e-8,3.047661991631488e-8,2.8588053105485134e-8
t68,3.0997423524957724e-8,3.366473748624307e-8,3.2631550104310386e-8,3.235787501687575e-8,3.416900428307098e-8,3.5155036955817797e-8,3.0531184089876935e-8,2.810676156250501e-8,3.0457652003560254e-8,2.8551765886654225e-8
t69,3.0988299556621294e-8,3.366225876193906e-8,3.2587528780827564e-8,3.2340405357818637e-8,3.415233118428455e-8,3.5131194105266496e-8,3.039042832681263e-8,2.8087409642757664e-8,3.044051837031704e-8,2.8534440457153175e-8
t70,3.096962578887854e-8,3.3652533184836536e-8,3.253543173298988e-8,3.2320473864663345e-8,3.412885313254337e-8,3.5118439844931976e-8,3.010579422538699e-8,2.8055506818726034e-8,3.041487845296242e-8,2.8513800128396777e-8
t71,3.1020280747896885e-8,3.3671324683175974e-8,3.255795389626721e-8,3.237301894317345e-8,3.418189772731573e-8,3.5162655323533725e-8,3.004683761758589e-8,2.8093560326863948e-8,3.0449454720105235e-8,2.8535172039524862e-8
t72,3.100477082299854e-8,3.366220243737304e-8,3.253057577670757e-8,3.235359126882226e-8,3.4162196887002806e-8,3.513463026789557e-8,2.989254125565921e-8,2.8059283973694827e-8,3.0424926573538925e-8,2.852238513527653e-8
t73,3.100246834264802e-8,3.3668748634390224e-8,3.2502085084207767e-8,3.233619410357308e-8,3.4150116315297693e-8,3.514647524501404e-8,2.986471664786615e-8,2.8037441675649475e-8,3.0407812472172656e-8,2.8504757237733913e-8
t74,3.1008931857723864e-8,3.3672572694639394e-8,3.247896228306288e-8,3.232225525278196e-8,3.4145406623620585e-8,3.5188569718268286e-8,2.9836159840977434e-8,2.803361198468825e-8,3.039101905658095e-8,2.848150370139278e-8
t75,3.1046212931966046e-8,3.367347301463995e-8,3.2460849067594715e-8,3.2302254126044473e-8,3.412091829913468e-8,3.524008117949277e-8,2.9779753140871416e-8,2.8078344520282244e-8,3.036137378642448e-8,2.8451931502008244e-8
t76,3.1093655652822804e-8,3.3711713345301923e-8,3.252610401747027e-8,3.235183258596694e-8,3.418975956329874e-8,3.521134914518923e-8,2.9772221512633976e-8,2.8126555707727372e-8,3.041155764984447e-8,2.8476887329708562e-8
t77,3.102044527410295e-8,3.3716342538615505e-8,3.252599118299906e-8,3.2336569358939494e-8,3.415694400804297e-8,3.534497584632415e-8,2.973189718644092e-8,2.804541039606403e-8,3.039640147575752e-8,2.84629647491063e-8
t78,3.1015851271290273e-8,3.374706016176849e-8,3.256937764706435e-8,3.2347640598711836e-8,3.414030866857539e-8,3.5415589362776524e-8,2.9709691971369536e-8,2.805106251910501e-8,3.040299436238059e-8,2.8470928565384967e-8
t79,3.101523107336899e-8,3.377067657798868e-8,3.260893087445727e-8,3.2358936795448626e-8,3.412316765429032e-8,3.5486579933923e-8,2.9711115423462814e-8,2.806600829910374e-8,3.040609404980869e-8,2.8477785545918193e-8
t80,3.100475302109303e-8,3.377687990784466e-8,3.262469119500385e-8,3.2343726802638005e-8,3.410980947716342e-8,3.546760527532741e-8,2.976071272067421e-8,2.8065304249691027e-8,3.0402568221496514e-8,2.846674505423613e-8
t81,3.1091465270532585e-8,3.38606527094613e-8,3.2711139221750984e-8,3.239318555370936e-8,3.4226754043329163e-8,3.5597891654850344e-8,2.996597955015116e-8,2.814323471026295e-8,3.047236762485829e-8,2.8492138279971493e-8
t82,3.1084833382932326e-8,3.385779708608859e-8,3.270560822257868e-8,3.236765628846065e-8,3.425715636856533e-8,3.562416199494311e-8,2.9922271131604004e-8,2.8127668692162263e-8,3.0476459493740116e-8,2.8470341526670253e-8
t83,3.106967620288953e-8,3.386116126172787e-8,3.2704685694965456e-8,3.2359382340027376e-8,3.4208236993136377e-8,3.564376587567637e-8,3.0074558790271186e-8,2.811870357420038e-8,3.048254327958967e-8,2.8457501591260416e-8
t84,3.105151866313797e-8,3.385876993464562e-8,3.268267005728828e-8,3.234396172322713e-8,3.416819121206449e-8,3.553196001755695e-8,3.012918727367228e-8,2.8092954346461255e-8,3.0484745003182805e-8,2.8439918456558874e-8
t85,3.102817774479922e-8,3.38544643443641e-8,3.2650462731303014e-8,3.232394554130451e-8,3.415269945261267e-8,3.538595290287188e-8,3.008992370275962e-8,2.8074545152865967e-8,3.046952062647803e-8,2.841542987436369e-8
t86,3.10826438546028e-8,3.391524549856964e-8,3.268495698907331e-8,3.2374961126259566e-8,3.424591658566186e-8,3.5247662444927214e-8,3.013182052126214e-8,2.813303990880113e-8,3.0524646485311144e-8,2.843428702822572e-8
t87,3.1059554171256415e-8,3.389899880366121e-8,3.264455888601558e-8,3.2356965819620184e-8,3.424583676838049e-8,3.50775384687476e-8,3.017261273333406e-8,2.8111940803278505e-8,3.050099945881145e-8,2.841210037352313e-8
t88,3.1046842351507466e-8,3.388004904875272e-8,3.2623509260799056e-8,3.235707944096576e-8,3.424252345836222e-8,3.491414419942678e-8,3.015350893464599e-8,2.8122965262555003e-8,3.0486199830920594e-8,2.8412641040955038e-8
t89,3.102891980011959e-8,3.384670266156014e-8,3.2631155753665044e-8,3.2363400546166916e-8,3.4204880653674055e-8,3.4744756618631757e-8,3.0138013358384486e-8,2.8156502084859326e-8,3.04814459428252e-8,2.8427673020840905e-8
t90,3.100562501950238e-8,3.3827812009303356e-8,3.2618164271975424e-8,3.2350973597113816e-8,3.414575010767261e-8,3.465236190829602e-8,2.993393931503419e-8,2.8165243916529657e-8,3.047950224784656e-8,2.8428908615913813e-8
t91,3.104390350317546e-8,3.3858421662804125e-8,3.265272404757437e-8,3.2399245839832704e-8,3.420324899491134e-8,3.463516986666283e-8,2.993158787182438e-8,2.822648576644516e-8,3.053309763001682e-8,2.846280332668206e-8
t92,3.101920702304639e-8,3.38282994355983e-8,3.261235889639923e-8,3.237409491197734e-8,3.418974290638863e-8,3.4550956140549397e-8,3.004003689335735e-8,2.821104037528472e-8,3.051554357526479e-8,2.844989877995523e-8
t93,3.101243877063768e-8,3.3823456700053935e-8,3.2583766384829713e-8,3.2366960252972744e-8,3.417964130983746e-8,3.429120124710263e-8,2.987457111341185e-8,2.8213336974187476e-8,3.0519592435587335e-8,2.8469067611900813e-8
t94,3.1006270943068054e-8,3.3822327165462736e-8,3.254988650913046e-8,3.236122002024029e-8,3.416738358403824e-8,3.417448968851199e-8,2.966597770759244e-8,2.8200122310271772e-8,3.0524846009932005e-8,2.8492181641050846e-8
t95,3.098371926588775e-8,3.3800893749117985e-8,3.252362248123203e-8,3.234986246123552e-8,3.4111620158225535e-8,3.418514940295963e-8,2.9526240046872265e-8,2.8179615791898522e-8,3.0514447040509236e-8,2.8510548155869535e-8
t96,3.1038113908946783e-8,3.384021631163619e-8,3.2585439620453865e-8,3.2405085444103856e-8,3.417748208554262e-8,3.415058418087087e-8,2.9500098892031454e-8,2.8226045191796736e-8,3.05743953645531e-8,2.858200342093579e-8
t97,3.10249336286409e-8,3.3832364097724016e-8,3.256605848591104e-8,3.238732156697413e-8,3.414263271666527e-8,3.4119114945072954e-8,2.9462759089896477e-8,2.8205419085042883e-8,3.0555753766966506e-8,2.8595916486158295e-8
t98,3.108533951051317e-8,3.383886067911597e-8,3.2555883144611344e-8,3.2378598078463116e-8,3.4129562746532966e-8,3.409246971184669e-8,2.9433392985286584e-8,2.8262359076231467e-8,3.0549724597675405e-8,2.8617267156554247e-8
t99,3.1077170097554196e-8,3.3838980566296215e-8,3.254757510202636e-8,3.2368447186696824e-8,3.411370566379652e-8,3.4105296387173666e-8,2.938445419274985e-8,2.8232355471529042e-8,3.0546901097644834e-8,2.864998662000819e-8
t100,3.1087929205184613e-8,3.382573474734503e-8,3.253729373352331e-8,3.234606002808092e-8,3.40823010506145e-8,3.414831299109556e-8,2.9377593855565804e-8,2.824342570986731e-8,3.0526656235910596e-8,2.8667719944858333e-8
t101,3.1137283078760416e-8,3.385982490692409e-8,3.2617585628412266e-8,3.239656383226326e-8,3.413999367945637e-8,3.4185838076001104e-8,2.9397381898320462e-8,2.8292003505496005e-8,3.058426312756832e-8,2.8750319198985763e-8
t102,3.111805226630172e-8,3.3839811883377675e-8,3.262697028425404e-8,3.23813379794571e-8,3.411403553353856e-8,3.4177624085939085e-8,2.9371689079584268e-8,2.826660865891162e-8,3.0570782672014116e-8,2.8785044955608595e-8
t103,3.111460576073717e-8,3.384387455606314e-8,3.2645005324435566e-8,3.238524737542619e-8,3.40938500167543e-8,3.415241912043872e-8,2.9379257274308146e-8,2.8263689192879276e-8,3.0563524366128346e-8,2.8826670631589384e-8
t104,3.101550375848968e-8,3.3865040426707464e-8,3.267539134857339e-8,3.2387449787483234e-8,3.4065828554039175e-8,3.4149413772759175e-8,2.9370668460530826e-8,2.8148994038483692e-8,3.0565579701203565e-8,2.8891560636847624e-8
t105,3.102191252355385e-8,3.389334377305778e-8,3.2696916258888544e-8,3.2387119961958165e-8,3.405854937002434e-8,3.416479572301194e-8,2.9350180033746285e-8,2.8163693742238386e-8,3.0563833868699347e-8,2.8934977375139143e-8
t106,3.107436640025172e-8,3.395819997767445e-8,3.2783009257979676e-8,3.2437561883510505e-8,3.412910376629568e-8,3.4224289633065885e-8,2.9358146873089253e-8,2.819992932249321e-8,3.061872754783649e-8,2.901409071226997e-8
t107,3.1034475630453354e-8,3.3929829851137194e-8,3.279292922476271e-8,3.24163174969421e-8,3.403272320220869e-8,3.425446498897477e-8,2.930900598594952e-8,2.8162470821655733e-8,3.0592555759632907e-8,2.903182128256831e-8
t108,3.1029774914127606e-8,3.3924033158432127e-8,3.27841273050751e-8,3.2409185043904793e-8,3.402850546955242e-8,3.4257245698647005e-8,2.9333294206483008e-8,2.8180794946254764e-8,3.057268872145305e-8,2.9036658394755305e-8
t109,3.102147024078521e-8,3.391506722443381e-8,3.2771414938941894e-8,3.24012437661067e-8,3.4020580382228014e-8,3.426120914404019e-8,2.9360445869633092e-8,2.8183181050264457e-8,3.055308826284608e-8,2.9036193348275842e-8
t110,3.100015995348019e-8,3.3888038022451585e-8,3.2755923622069603e-8,3.238051394598975e-8,3.401594464552747e-8,3.423574873151076e-8,2.9310943075348572e-8,2.8176239700760737e-8,3.053794172369941e-8,2.902745807817238e-8
t111,3.104630341596141e-8,3.3920042254599174e-8,3.282741775877338e-8,3.24317575788125e-8,3.412821343708465e-8,3.425383030730788e-8,2.9360656011695183e-8,2.8245489791401206e-8,3.059073540952887e-8,2.9063046335978294e-8
t112,3.102251563296284e-8,3.3892243327147555e-8,3.28304135866486e-8,3.2400571836271856e-8,3.412264534457965e-8,3.428144321977252e-8,2.941813164677738e-8,2.8247227478120877e-8,3.057278808868568e-8,2.9041602352474287e-8
t113,3.100873684373139e-8,3.3875723858089393e-8,3.2854266968496945e-8,3.241030079311264e-8,3.410283054243607e-8,3.4286063277518576e-8,2.9535324502251273e-8,2.8261039716202663e-8,3.0561811015706593e-8,2.9047141351833886e-8
t114,3.099875271717107e-8,3.3876290158995295e-8,3.2862851626585446e-8,3.24161057817392e-8,3.405973958137358e-8,3.4480315080147925e-8,2.9817084020881965e-8,2.8260815385728767e-8,3.054668219326403e-8,2.9031505132655245e-8
t115,3.0967849122885606e-8,3.384645972737155e-8,3.2837966113736694e-8,3.238842211267874e-8,3.402822865298097e-8,3.4539708851489065e-8,2.9793605586596387e-8,2.823525090396778e-8,3.053584702973574e-8,2.900453276295147e-8
