Resource,Liquid_DAC_1,Liquid_DAC_2,Liquid_DAC_3,Liquid_DAC_4,Liquid_DAC_5,Liquid_DAC_6,Liquid_DAC_7,Liquid_DAC_8,Liquid_DAC_9,Liquid_DAC_10,Solid_DAC_1,Solid_DAC_2,Solid_DAC_3,Solid_DAC_4,Solid_DAC_5,Solid_DAC_6,Solid_DAC_7,Solid_DAC_8,Solid_DAC_9,Solid_DAC_10
t9,1.6765327862653266e-6,1.995272278749341e-6,1.4299303133290026e-6,1.8453291497134841e-6,1.8085326592676068e-6,1.7476963438950218e-6,1.846234184027072e-6,1.6890408833946191e-6,1.7374733849066248e-6,1.6907650807677133e-6,9.887854581557272e-6,1.2390711013604465e-5,9.024717227737066e-6,1.1960697357353149e-5,1.1223010324508986e-5,1.0092845094157515e-5,1.165681614291036e-5,1.000792266692909e-5,9.741136096980159e-6,9.539007135072967e-6
t10,1.6767774950320506e-6,1.995341805224948e-6,1.4301707839814987e-6,1.8453824287246777e-6,1.8089043452718965e-6,1.7482852893161592e-6,1.843992170928632e-6,1.6891201386117929e-6,1.7378200455730378e-6,1.6908900910846505e-6,9.887896320842306e-6,1.2390793222489505e-5,9.024732591151017e-6,1.1960699478878225e-5,1.1223942396763464e-5,1.0093149843127935e-5,1.1656686338662757e-5,1.000783751300601e-5,9.74126058748904e-6,9.539038247897277e-6
t11,1.6766673503549808e-6,1.9953736506171278e-6,1.4301953843096048e-6,1.845468004979267e-6,1.8090004716596056e-6,1.7494574363196528e-6,1.8421097574239974e-6,1.68905382621014e-6,1.7377221083526239e-6,1.6906870872343683e-6,9.887887522223732e-6,1.2390860576905644e-5,9.02467925426572e-6,1.1960661367510388e-5,1.122466943889459e-5,1.009377493020563e-5,1.1656644669611075e-5,1.0007695429562322e-5,9.74131790508724e-6,9.539008081493927e-6
t12,1.676852974064523e-6,1.9953441350127494e-6,1.4302957494660236e-6,1.8453602295371495e-6,1.8091377640805962e-6,1.7500716938386544e-6,1.8412824221739065e-6,1.6891426842603183e-6,1.7378988565450056e-6,1.6907071336348551e-6,9.887934591948693e-6,1.2390854179051125e-5,9.024619050992275e-6,1.1960726742170384e-5,1.1224929482873232e-5,1.0094104974643658e-5,1.1656654865934607e-5,1.0007703147247461e-5,9.741367184405249e-6,9.539014297627597e-6
t13,1.6768872990610736e-6,1.995402871257963e-6,1.4303308765440337e-6,1.8454101269134836e-6,1.8091808789109385e-6,1.749952241230098e-6,1.8410273579394824e-6,1.6892791602274754e-6,1.7379571765726574e-6,1.6907719482743384e-6,9.887951332990768e-6,1.2390814484504642e-5,9.024574051453032e-6,1.1960760485873933e-5,1.1224816118170188e-5,1.009397621789876e-5,1.1656620796229869e-5,1.0007834334215454e-5,9.741390697615685e-6,9.53904315016578e-6
t14,1.6768539476212132e-6,1.9954007778625817e-6,1.4302860635431409e-6,1.8454264957849486e-6,1.8091403515412523e-6,1.74976186283878e-6,1.8413453014336325e-6,1.6893738580599235e-6,1.7379308054788052e-6,1.690809378995761e-6,9.887949972793092e-6,1.2390745710984478e-5,9.024565200570376e-6,1.1960711583713955e-5,1.122432225234932e-5,1.0093833908083559e-5,1.165654935726543e-5,1.0007979810935021e-5,9.741381848044021e-6,9.539056412624927e-6
t15,1.6766892833261172e-6,1.99529592101955e-6,1.4299541931414427e-6,1.845292343024371e-6,1.8088846442242235e-6,1.7500241811454768e-6,1.842132669606779e-6,1.6893962582540422e-6,1.7378006689823983e-6,1.6907946700509381e-6,9.887862137462156e-6,1.2390647724314324e-5,9.024555760565676e-6,1.196060823765038e-5,1.1223502841059155e-5,1.0094053165834286e-5,1.1656471483314127e-5,1.0008155275384255e-5,9.741314956288847e-6,9.539018826569663e-6
t16,1.676196184749287e-6,1.9950432039449276e-6,1.4296142620572619e-6,1.8450892534611574e-6,1.8082950056529272e-6,1.7529887513470452e-6,1.8434509245224337e-6,1.6891527695125955e-6,1.7373450710876573e-6,1.69045476634546e-6,9.887669574042504e-6,1.239051973957342e-5,9.02454730043348e-6,1.1960474391813696e-5,1.1222537876765465e-5,1.00955201904575e-5,1.165648482911944e-5,1.00082772837885e-5,9.741205392332003e-6,9.538894375690901e-6
t17,1.6760178890113222e-6,1.9948917421319526e-6,1.4295185408218582e-6,1.8449795259513453e-6,1.8080208057704756e-6,1.7545564466033618e-6,1.8453245206380332e-6,1.6890181759887424e-6,1.7372150124034898e-6,1.6904775753829023e-6,9.887582108350666e-6,1.2390440236082641e-5,9.024574931845208e-6,1.1960493138157665e-5,1.122167411075648e-5,1.009632881999578e-5,1.1656610252228165e-5,1.000837241762024e-5,9.741176651735185e-6,9.538876674161699e-6
t18,1.6759807021242381e-6,1.99481867337141e-6,1.4295670123965688e-6,1.8448351758196258e-6,1.8078966369574146e-6,1.7573619033023299e-6,1.847316898492834e-6,1.689041584493303e-6,1.7372179635329236e-6,1.6904474802680281e-6,9.887545498675541e-6,1.239043592123581e-5,9.02458375130542e-6,1.1960612150375495e-5,1.1221108519355125e-5,1.0097696047010817e-5,1.1656908297567286e-5,1.0008494448845531e-5,9.741186320407754e-6,9.538850136155872e-6
t19,1.6759984656188376e-6,1.9947384439115946e-6,1.4295033788402455e-6,1.8447053399024137e-6,1.80789778605601e-6,1.7600341376634756e-6,1.8475654357262064e-6,1.689022424100508e-6,1.737360318136495e-6,1.6904018564116132e-6,9.88751206248383e-6,1.2390436834090363e-5,9.024578735202855e-6,1.1960730816812485e-5,1.1220936429815263e-5,1.0099030844226723e-5,1.1656943095512504e-5,1.0008570160733545e-5,9.741241907174123e-6,9.538824727512405e-6
t20,1.6760237707142889e-6,1.9946306804473916e-6,1.429384006186697e-6,1.8446126812922971e-6,1.807973059157205e-6,1.7607215699469902e-6,1.8483763535440415e-6,1.689055335093693e-6,1.7375056879532634e-6,1.6903412941275376e-6,9.887485275816566e-6,1.2390338942351724e-5,9.024538268767305e-6,1.1960736432485008e-5,1.1220923757827146e-5,1.0099552428070125e-5,1.1657322077462172e-5,1.0008615678014245e-5,9.741326129043778e-6,9.53878327983802e-6
t21,1.6758940298242716e-6,1.994588518268245e-6,1.42914265369739e-6,1.844509076032341e-6,1.8079062086610926e-6,1.7615769092519923e-6,1.8478969854200073e-6,1.6890517123272755e-6,1.737481539706675e-6,1.6900408436634137e-6,9.887427022682275e-6,1.2390152587972443e-5,9.024466778102179e-6,1.1960632821617449e-5,1.1220993440547076e-5,1.0100115518961057e-5,1.165750561382489e-5,1.000858823611943e-5,9.741413773233115e-6,9.538696615966044e-6
t22,1.6760512672716683e-6,1.9946948023624455e-6,1.4289421182748026e-6,1.8445529516242114e-6,1.8080934641598697e-6,1.7611677839576261e-6,1.8478629927643542e-6,1.689216517615535e-6,1.7376925283072636e-6,1.6900248265755584e-6,9.887509968667203e-6,1.2389939776437965e-5,9.024341416713449e-6,1.1960502696205867e-5,1.1221092257085953e-5,1.0100161581138878e-5,1.1657841320666617e-5,1.0008605195029397e-5,9.741537799178607e-6,9.5386715338197e-6
t23,1.6762486606347115e-6,1.9948820749189394e-6,1.429079910195962e-6,1.84479592489658e-6,1.8082684987706123e-6,1.7601776756823322e-6,1.848223350209721e-6,1.6895332091423765e-6,1.7378952847618496e-6,1.690098658402598e-6,9.88768945146011e-6,1.2389736512295822e-5,9.024203696250045e-6,1.1960363286756535e-5,1.1221192624870063e-5,1.0099959767096357e-5,1.1658255056094145e-5,1.0008682518067741e-5,9.741700384419754e-6,9.538697034400037e-6
t24,1.6766200010925856e-6,1.995092994070117e-6,1.4290690966658538e-6,1.8449304478712879e-6,1.8085193218094495e-6,1.7599889977102156e-6,1.8485294089270057e-6,1.6898650532404871e-6,1.7382732311049806e-6,1.6902541330800597e-6,9.887893667619903e-6,1.2389568895792243e-5,9.024063457193903e-6,1.196030921489878e-5,1.1221261362421478e-5,1.0100134302074227e-5,1.1658577886658915e-5,1.0008790843683864e-5,9.741830544929688e-6,9.538775544521579e-6
t25,1.6769155501145854e-6,1.995248634903377e-6,1.4291458457587562e-6,1.8450971726815757e-6,1.8086966434770176e-6,1.760086511948077e-6,1.8488695591228348e-6,1.6900404840415383e-6,1.7384905995707592e-6,1.6903938008393513e-6,9.888040726159598e-6,1.2389390104501106e-5,9.023933660694452e-6,1.1960277814615292e-5,1.122129085509408e-5,1.0100527450028174e-5,1.1658906477047923e-5,1.0008918067494098e-5,9.74188045331263e-6,9.53884360087585e-6
t26,1.6770735171005527e-6,1.9952552788674735e-6,1.4291317946586464e-6,1.8450384441730681e-6,1.8085652181360013e-6,1.7624904436260702e-6,1.8491261028750602e-6,1.690273152166469e-6,1.7384221229779194e-6,1.690165186179314e-6,9.88816152347312e-6,1.238918313387838e-5,9.023850690290178e-6,1.1960199835325714e-5,1.1221317074559994e-5,1.0101912439653463e-5,1.1659182160029197e-5,1.0008894284282818e-5,9.741874422282407e-6,9.538826690757456e-6
t27,1.6774352231425184e-6,1.9953593832788277e-6,1.4289173343678586e-6,1.8450814806694324e-6,1.8086981900273112e-6,1.7626854020078307e-6,1.8496525511301879e-6,1.6904926572466284e-6,1.7385988812505708e-6,1.6902986590602129e-6,9.888316805998868e-6,1.2389058135885216e-5,9.023845434454669e-6,1.1960209203350238e-5,1.1221412921099665e-5,1.0102380444058122e-5,1.1659463860108283e-5,1.0008838289507893e-5,9.74192077864107e-6,9.538882830589478e-6
t28,1.6775915972365557e-6,1.995450605040265e-6,1.42920988637201e-6,1.8451482456234752e-6,1.8087774782077825e-6,1.763062756048353e-6,1.8499542610083707e-6,1.6904616004974497e-6,1.738727880768553e-6,1.6903750739112377e-6,9.888393812860713e-6,1.2389022544165519e-5,9.023881504795666e-6,1.1960240043755224e-5,1.122159911360584e-5,1.0102835798384262e-5,1.1659615507859017e-5,1.0008898881587795e-5,9.741983541624447e-6,9.538942564064587e-6
t29,1.6779048918619356e-6,1.9957159131099345e-6,1.4294713707430602e-6,1.845392677849417e-6,1.8090327924883307e-6,1.7609775088303844e-6,1.850391742265343e-6,1.6906791387774823e-6,1.7390842497971204e-6,1.6906983850426468e-6,9.888502396681705e-6,1.2389054691209518e-5,9.023922487777684e-6,1.1960296158746695e-5,1.1221815316544052e-5,1.0102197468951651e-5,1.1659756405023907e-5,1.00089320480914e-5,9.742150210661878e-6,9.539070921316433e-6
t30,1.6777296627220853e-6,1.995916896274749e-6,1.4297079321283664e-6,1.8456859456215654e-6,1.8092540808577365e-6,1.7596627449719623e-6,1.8507422113110555e-6,1.6903936833940666e-6,1.739354068386033e-6,1.6910143741737612e-6,9.888382886067642e-6,1.2389087242338834e-5,9.023958607623725e-6,1.1960303055427513e-5,1.1222036755068682e-5,1.010190170329602e-5,1.165989876226053e-5,1.0008781973716983e-5,9.742322573845318e-6,9.539186552058326e-6
t31,1.6774108915873988e-6,1.9958478879882183e-6,1.4299017750968845e-6,1.8456475364409506e-6,1.8091074769511322e-6,1.762223672835733e-6,1.8508323864061244e-6,1.6902623482199367e-6,1.7392750293578225e-6,1.6908602435000468e-6,9.88825558851471e-6,1.238909765552859e-5,9.023928005604534e-6,1.1960177652776822e-5,1.1222327054959434e-5,1.0103251921414794e-5,1.1660024673537653e-5,1.0008733060630074e-5,9.742441972941182e-6,9.539160579262406e-6
t32,1.6773157869006456e-6,1.995684638354963e-6,1.429830658627298e-6,1.8455541910360822e-6,1.8092003747070454e-6,1.7659362065597619e-6,1.8510950950505453e-6,1.6901820761037534e-6,1.739330196449746e-6,1.69080860454229e-6,9.888217059341083e-6,1.2389203378505781e-5,9.023888406664066e-6,1.1960075655346416e-5,1.1222892366699078e-5,1.0105045353932951e-5,1.1660189923908288e-5,1.000873085891246e-5,9.742567228442443e-6,9.539127926042916e-6
t33,1.6774685786341454e-6,1.995492835714661e-6,1.4301221944013754e-6,1.8454994967287414e-6,1.8094322145831663e-6,1.7733744168656626e-6,1.850840263555562e-6,1.6901860504977245e-6,1.7394713731358777e-6,1.6906960994536726e-6,9.888264128198909e-6,1.2389386338827367e-5,9.023954780231024e-6,1.1960038094073883e-5,1.1223847477496861e-5,1.0108015582147503e-5,1.1660277609573404e-5,1.0008751436590731e-5,9.742712808316457e-6,9.539097599638206e-6
t34,1.6781138156726703e-6,1.9957178485968564e-6,1.4304098951442416e-6,1.8457167060452508e-6,1.8101208116891708e-6,1.7694058117356858e-6,1.8506831878932918e-6,1.6904791755567646e-6,1.7400642546773026e-6,1.691053803864429e-6,9.888418775428349e-6,1.2389511124326097e-5,9.024041716992147e-6,1.1960122190844152e-5,1.1224890099191977e-5,1.0106578227744658e-5,1.1660327796281397e-5,1.0008732451431954e-5,9.742931624743854e-6,9.539259229830554e-6
t35,1.6781638597121677e-6,1.9958795340354067e-6,1.4306355898703968e-6,1.8458213194025756e-6,1.8104319454718628e-6,1.7658215644873067e-6,1.8507828852870345e-6,1.6905262513097386e-6,1.7401329092576294e-6,1.6911740104063204e-6,9.888435459307852e-6,1.2389426576738994e-5,9.02408590136058e-6,1.1960142472980251e-5,1.122562261404637e-5,1.010525721113956e-5,1.1660447759633182e-5,1.0008617208379035e-5,9.743018771514153e-6,9.53931030468528e-6
t36,1.6775820996165729e-6,1.9954421253870168e-6,1.4300281295427045e-6,1.845260174845818e-6,1.8099778595925852e-6,1.7731652104737498e-6,1.8502647603648124e-6,1.6899429696652262e-6,1.7397172709689047e-6,1.6905536299204309e-6,9.888227794959407e-6,1.2389175039814446e-5,9.024009022437223e-6,1.1959944694200366e-5,1.122585361907403e-5,1.0108125348928594e-5,1.1660413627339347e-5,1.0008338194337782e-5,9.742986614388887e-6,9.539107829017079e-6
t37,1.6774271743169463e-6,1.9953468842652865e-6,1.4298559401355012e-6,1.8451594087107166e-6,1.8098639563216116e-6,1.7739454666082e-6,1.850116289617832e-6,1.689729998866572e-6,1.7396303881674433e-6,1.6905313938715867e-6,9.888174992382124e-6,1.2388971663272455e-5,9.02399195175763e-6,1.1959774962972875e-5,1.1225789790709107e-5,1.0108538169982632e-5,1.1660397501210521e-5,1.0008235214706958e-5,9.742976865465693e-6,9.539052672612406e-6
t38,1.6774285723224914e-6,1.9954099382146448e-6,1.4298288563967743e-6,1.8453420204794021e-6,1.809903539052324e-6,1.771380358246122e-6,1.8498316170285544e-6,1.689727327211511e-6,1.739675273047874e-6,1.6906603522460183e-6,9.888178546066579e-6,1.2388844942559505e-5,9.023989701670723e-6,1.1959592540660037e-5,1.1225482068291567e-5,1.0107715843262217e-5,1.1660312936132657e-5,1.0008221975818645e-5,9.743015911920537e-6,9.53906978679616e-6
t39,1.6771563723969829e-6,1.9952797405801028e-6,1.4295990459546782e-6,1.8452596863899738e-6,1.8097287327861502e-6,1.773868731432148e-6,1.8496226084250825e-6,1.6895818511636538e-6,1.7395341795510991e-6,1.6905579010031239e-6,9.88810649801994e-6,1.2388701351223385e-5,9.023925599695071e-6,1.195936657087242e-5,1.1225007165549534e-5,1.0108800552103833e-5,1.1660256759130222e-5,1.0008270371299847e-5,9.743007387881932e-6,9.53900839643132e-6
t40,1.6773501604093101e-6,1.9955964132831072e-6,1.4298232968513525e-6,1.845499357487605e-6,1.8098758010845307e-6,1.7686370013291534e-6,1.850434615407966e-6,1.6899206171621918e-6,1.7397478936644874e-6,1.6908702166244252e-6,9.888145364202621e-6,1.2388558075634527e-5,9.023859062731666e-6,1.1959286309574305e-5,1.1224525939687034e-5,1.0107075430556839e-5,1.166039795598646e-5,1.0008447511840454e-5,9.743051901365694e-6,9.53909414928582e-6
t41,1.6775005058967193e-6,1.9959673381046974e-6,1.4300765897650183e-6,1.8458426690989884e-6,1.8098978191663726e-6,1.7628561880883347e-6,1.8518010469121007e-6,1.6903153592420598e-6,1.7398868608618273e-6,1.6911102357174589e-6,9.888177140364908e-6,1.2388394575790605e-5,9.023782282960347e-6,1.1959273413778012e-5,1.1224087146500644e-5,1.0104859528876913e-5,1.1660670630491032e-5,1.0008583456494264e-5,9.743083239802454e-6,9.53921325615605e-6
t42,1.6771059084823919e-6,1.9956875188523824e-6,1.429633128957152e-6,1.845551814169826e-6,1.809556704018871e-6,1.7706492137143134e-6,1.8522659592938507e-6,1.6901438720560842e-6,1.7394597896114165e-6,1.690709419342121e-6,9.888165381959334e-6,1.238826224592901e-5,9.023641120170394e-6,1.1959174738816302e-5,1.1223686484401211e-5,1.010810469188739e-5,1.1660872221524017e-5,1.0008602105778025e-5,9.742932203381273e-6,9.539067859258824e-6
t43,1.6772482525510357e-6,1.9957096900805893e-6,1.4295759211305918e-6,1.8454824839903815e-6,1.8096344029770104e-6,1.7718311095547805e-6,1.8519825709939873e-6,1.6901916732908083e-6,1.7394935095627514e-6,1.6906543233144838e-6,9.888262120051116e-6,1.238826487857264e-5,9.023567230967425e-6,1.1959265601902949e-5,1.1223671950549889e-5,1.0108562880265637e-5,1.166087578316285e-5,1.0008613361089156e-5,9.742853827569178e-6,9.539056072053623e-6
t44,1.6778966372452756e-6,1.9961153375525512e-6,1.4298124264259227e-6,1.8458549662801738e-6,1.8101904330697944e-6,1.7650233567482603e-6,1.8524637450492577e-6,1.6906035651971006e-6,1.7399720165109347e-6,1.6910301301854805e-6,9.888452530894978e-6,1.238834405340475e-5,9.023533911687034e-6,1.1959476068631303e-5,1.1223896700367258e-5,1.0106095030594358e-5,1.166103590181713e-5,1.0008664590366371e-5,9.74291381614874e-6,9.539197700729183e-6
t45,1.6782277403308753e-6,1.9963867818851167e-6,1.4298747446207402e-6,1.8460870573047478e-6,1.8105873130301045e-6,1.7603532139063175e-6,1.850524364176281e-6,1.6907601171070078e-6,1.7403259598083232e-6,1.6911978991213581e-6,9.88854121673426e-6,1.2388425202163383e-5,9.023499873174054e-6,1.1959655420174378e-5,1.1224079821974417e-5,1.0104208439595288e-5,1.166055329077526e-5,1.000862465156525e-5,9.743009873235294e-6,9.539264806416776e-6
t46,1.6778702859642375e-6,1.9961979501069057e-6,1.429448465637087e-6,1.8458115640902797e-6,1.8103249590269906e-6,1.7630209762974388e-6,1.8500408039150492e-6,1.690562027369717e-6,1.7401554626144668e-6,1.6907575438976432e-6,9.888410494383066e-6,1.2388407576079858e-5,9.023353637345666e-6,1.1959580966973407e-5,1.1224075118204727e-5,1.0105367097163495e-5,1.1660467551018313e-5,1.000855747159078e-5,9.74301769481875e-6,9.539118340040302e-6
t47,1.6775190996151456e-6,1.9959139522556236e-6,1.4290543118789703e-6,1.8455896989571246e-6,1.8100960178708669e-6,1.7644305273837098e-6,1.8502170115093487e-6,1.690455667467908e-6,1.7398942508884016e-6,1.69045468392585e-6,9.888309780540269e-6,1.2388385309493784e-5,9.023217968423714e-6,1.1959432121377282e-5,1.1224000145535581e-5,1.0105858232358308e-5,1.1660459225039567e-5,1.0008581974587533e-5,9.742983358621923e-6,9.538990058823701e-6
t48,1.6779091891151662e-6,1.996134486494954e-6,1.429159625766977e-6,1.8458730581945167e-6,1.8103904599559106e-6,1.7590057602842447e-6,1.8503815350319255e-6,1.6908871481021182e-6,1.7401030386726173e-6,1.6907919304113102e-6,9.888429958135653e-6,1.2388460298670633e-5,9.0232052025853e-6,1.1959385316333113e-5,1.1224095951970009e-5,1.010341925284507e-5,1.1660379256667385e-5,1.000875715858173e-5,9.742977645014563e-6,9.53909467324425e-6
t49,1.6779326610522506e-6,1.996060978317315e-6,1.4290170025213082e-6,1.845793661645684e-6,1.8103828929466051e-6,1.759447218922415e-6,1.8503860137994173e-6,1.690971707893031e-6,1.7399026079915964e-6,1.6906863308706401e-6,9.888503405969905e-6,1.2388449757702475e-5,9.0231382629243e-6,1.1959209298164432e-5,1.1224126406485271e-5,1.0103589540064603e-5,1.1660344185618156e-5,1.0008805087087547e-5,9.742797584727477e-6,9.539055433994071e-6
t50,1.6782126935399984e-6,1.996217616440301e-6,1.429140270319762e-6,1.8459832475141214e-6,1.8105508476454812e-6,1.7557018528250905e-6,1.8505708455043166e-6,1.6912455858763086e-6,1.7398925844062582e-6,1.690859613629005e-6,9.888633597208998e-6,1.2388352548892876e-5,9.023071106003602e-6,1.1959034826005171e-5,1.1224228383141808e-5,1.010213108001109e-5,1.1660379319603997e-5,1.0008824360107593e-5,9.742665367490577e-6,9.539069339490556e-6
t51,1.6780724721815682e-6,1.9960371015004112e-6,1.4287963705698767e-6,1.8456654518885e-6,1.8102470054686697e-6,1.7582624602054304e-6,1.8503733165287958e-6,1.691232496504481e-6,1.7395542602995654e-6,1.6904778029064958e-6,9.888612632280296e-6,1.2388115181870227e-5,9.022934719652324e-6,1.1958728193329542e-5,1.1224304169474482e-5,1.0103450351440654e-5,1.166036015349207e-5,1.0008743117454263e-5,9.742505788907421e-6,9.538911676381814e-6
t52,1.6779694161056232e-6,1.9958293454961966e-6,1.4285871753700568e-6,1.8454570737524577e-6,1.8100193076114056e-6,1.7616888626782068e-6,1.8505557831500234e-6,1.691186288887386e-6,1.7392979751722664e-6,1.6902698731011862e-6,9.888591205511666e-6,1.238787432144096e-5,9.022845088918706e-6,1.1958406508111365e-5,1.1224447208648817e-5,1.0105121518339178e-5,1.1660451841709178e-5,1.0008717439673914e-5,9.742385350884427e-6,9.538774872567363e-6
t53,1.6779495888203916e-6,1.995846989616823e-6,1.4286892026404289e-6,1.845458670647921e-6,1.8100192624544036e-6,1.76177703984377e-6,1.8507013756594369e-6,1.6911363166085978e-6,1.7392745222029151e-6,1.6903313930902888e-6,9.888611253073999e-6,1.2387738169035922e-5,9.022879660004905e-6,1.1958181266013145e-5,1.1224640264441537e-5,1.0105209686405525e-5,1.1660482514018107e-5,1.0008708442347778e-5,9.74233285086316e-6,9.538753357335811e-6
t54,1.6777879146489423e-6,1.9961018957704e-6,1.4292473375153159e-6,1.8457701849963556e-6,1.8102179386887048e-6,1.7591850528184068e-6,1.8509334414856948e-6,1.690903313680119e-6,1.7393978559634068e-6,1.690680777666829e-6,9.888557452188455e-6,1.2387731262196821e-5,9.02305479117395e-6,1.1958089248381036e-5,1.1224896600243785e-5,1.0104086392451437e-5,1.166052509768293e-5,1.0008608486032799e-5,9.742319548920042e-6,9.538845445213931e-6
t55,1.6778633636034632e-6,1.9962129914091176e-6,1.4296849599967247e-6,1.845920914618346e-6,1.8103007608458819e-6,1.757738639758588e-6,1.8513060593105981e-6,1.6909150205767757e-6,1.7394141343961163e-6,1.6908968674148413e-6,9.888590633833762e-6,1.2387808035574185e-5,9.023214208755619e-6,1.1957925368948225e-5,1.1225163484641935e-5,1.0103457117268903e-5,1.1660596303111562e-5,1.0008643943710817e-5,9.742262703523763e-6,9.538885786009772e-6
t56,1.6774819629539874e-6,1.9959123580287e-6,1.4294975908227625e-6,1.8456385542747015e-6,1.8100212757570675e-6,1.7622075853400705e-6,1.8513683037848284e-6,1.6906218889437488e-6,1.7390336826689491e-6,1.690487872816168e-6,9.888446631628589e-6,1.2387939480569313e-5,9.023263346697681e-6,1.1957572683835281e-5,1.1225579711160442e-5,1.0105378268285676e-5,1.1660661361194945e-5,1.0008577400045624e-5,9.742125893598763e-6,9.538755298238648e-6
