Resource,Zone,Investment_Cost,Fixed_OM_Cost,Var_OM_Cost,Startup_Cost
Liquid_DAC_1,1,2.294524514767019,0.7813251580456659,6.460064512144162e-5,0.0
Liquid_DAC_2,2,2.616493699001945,0.8909612164704899,7.687862917471858e-5,0.0
Liquid_DAC_3,3,2.0576800865220357,0.7006755467036242,5.5036175558863785e-5,0.0
Liquid_DAC_4,4,2.485313497130259,0.8462920960055623,7.114395555667036e-5,0.0
Liquid_DAC_5,5,2.4569908531369715,0.8366477474043998,6.977475134585944e-5,0.0
Liquid_DAC_6,6,2.374069935057761,0.8084117451274272,6.75145594327282e-5,0.0
Liquid_DAC_7,7,2.4803790347462193,0.8446118264868592,7.124635279463827e-5,0.0
Liquid_DAC_8,8,2.315310497150414,0.7884031434262185,6.513171606980199e-5,0.0
Liquid_DAC_9,9,2.3593722829328523,0.8034069411711006,6.701217235327318e-5,0.0
Liquid_DAC_10,10,2.3269977245317928,0.7923828458534984,6.516658352915024e-5,0.0
Solid_DAC_1,1,11.906644674788497,1.3070452049015944,0.00014649393294479562,0.0
Solid_DAC_2,2,14.747026901304443,1.6188465620980816,0.0001836082067017796,0.0
Solid_DAC_3,3,10.867679837738587,1.1929934257968675,0.0001337015348246559,0.0
Solid_DAC_4,4,14.308368123421415,1.5706930421199448,0.0001772013481085078,0.0
Solid_DAC_5,5,13.466519551507517,1.478279589864735,0.00016635139762092479,0.0
Solid_DAC_6,6,12.176244097294852,1.33664032947748,0.00014958300326829103,0.0
Solid_DAC_7,7,13.906307234682592,1.5265570347847055,0.0001727161814801664,0.0
Solid_DAC_8,8,12.022549736395483,1.319768617679504,0.00014827626553095738,0.0
Solid_DAC_9,9,11.740463426223517,1.288802752051604,0.00014433662293968208,0.0
Solid_DAC_10,10,11.542407857224118,1.2670613136501665,0.00014132907097631075,0.0
