Resource,CAPTURE_COMP_1,CAPTURE_COMP_2,CAPTURE_COMP_3,CAPTURE_COMP_4,CAPTURE_COMP_5,CAPTURE_COMP_6,CAPTURE_COMP_7,CAPTURE_COMP_8,CAPTURE_COMP_9,CAPTURE_COMP_10
t211,1.1565914750266022e-5,1.4389286629210347e-5,1.0455352808844182e-5,1.3806738292681825e-5,1.3034376251340055e-5,1.1814830672721967e-5,1.3473355615009707e-5,1.1703274816294334e-5,1.147994508424618e-5,1.1229307680238113e-5
t212,1.1566038218401479e-5,1.438930459449749e-5,1.0455446155070302e-5,1.3806975243917313e-5,1.3034600521086098e-5,1.1813379433584994e-5,1.3472349767947223e-5,1.1703157908846485e-5,1.14800018207071e-5,1.1229495428934855e-5
t213,1.156633122841578e-5,1.4389351582589282e-5,1.0455508708085939e-5,1.380708631140262e-5,1.303493568745204e-5,1.1811904103650526e-5,1.3467694352578018e-5,1.1703276366259006e-5,1.1480137141304804e-5,1.1229529902008736e-5
t214,1.1566191626659743e-5,1.4388880079637742e-5,1.0455062488105741e-5,1.3806546579023976e-5,1.3034519827798646e-5,1.1817856291900605e-5,1.3472877116377424e-5,1.1703198251177088e-5,1.1480193942453474e-5,1.122935127411473e-5
t215,1.1564545521248476e-5,1.4386314393303533e-5,1.045244034915242e-5,1.380365990420361e-5,1.3031556528606752e-5,1.1858304912829685e-5,1.3507085872199491e-5,1.1702230376748274e-5,1.1479386018774122e-5,1.122823027615882e-5
t216,1.1564863202044562e-5,1.4385547673753062e-5,1.0451836805101495e-5,1.3802950186054358e-5,1.3030795304953664e-5,1.1862349319366816e-5,1.3509632587920662e-5,1.1702877527147333e-5,1.1479066944896254e-5,1.1227762331446591e-5
t217,1.1564946966920497e-5,1.4385031087590015e-5,1.045178988144342e-5,1.3802625125333203e-5,1.3030501940629972e-5,1.1862030883750712e-5,1.3509996661024258e-5,1.1702945096483494e-5,1.1478711729832824e-5,1.1227588864935174e-5
t218,1.1564984768411398e-5,1.4384637256864267e-5,1.0451610114910696e-5,1.3802349610950393e-5,1.3030302279585655e-5,1.186152912960258e-5,1.3509963535136824e-5,1.170290124777187e-5,1.1478416560221447e-5,1.122744053827476e-5
t219,1.1564902988481858e-5,1.4384362498231688e-5,1.0451619566033201e-5,1.380220360366227e-5,1.303015000707954e-5,1.186099530341161e-5,1.3509839110543018e-5,1.1702846929301226e-5,1.1478137826401878e-5,1.1227285638057924e-5
t220,1.1564940914508943e-5,1.4384291645950716e-5,1.0451777629772863e-5,1.3802253728109486e-5,1.303015065540744e-5,1.1859341545676806e-5,1.3509748465034326e-5,1.1702735760728059e-5,1.1478124004933415e-5,1.1227354941282462e-5
t221,1.1564562849454405e-5,1.4384130894228258e-5,1.0451634953470822e-5,1.3802126075719034e-5,1.3029845971375996e-5,1.1863469834377556e-5,1.3509465783898502e-5,1.1702434630587716e-5,1.1477789445403704e-5,1.1227069865735628e-5
t222,1.1564751823311963e-5,1.4384479357414541e-5,1.0451981820438216e-5,1.3802531589673159e-5,1.3030033376298784e-5,1.1862281227549546e-5,1.3509749309081194e-5,1.1702400418342014e-5,1.147784997190609e-5,1.1227461529263538e-5
t223,1.1565001999585292e-5,1.4385014888472957e-5,1.0452586622632399e-5,1.380298681393994e-5,1.3030318250956232e-5,1.1861502089736206e-5,1.350999455023703e-5,1.1702373377957893e-5,1.147817895235618e-5,1.1227928370373433e-5
t224,1.1564914714055102e-5,1.4385679265046388e-5,1.0453486913930494e-5,1.3803490953951092e-5,1.3030845410118588e-5,1.1861168800996546e-5,1.3507238165223188e-5,1.1701957216860722e-5,1.1478812483754252e-5,1.1228277347076235e-5
t225,1.1567446002368803e-5,1.4388894728253206e-5,1.0457043784710492e-5,1.380703417816918e-5,1.3034714991843822e-5,1.181418915409859e-5,1.3472043592722725e-5,1.170331195542533e-5,1.1481094115617337e-5,1.123037657503111e-5
t226,1.1567616672526513e-5,1.4389164013107638e-5,1.0457487775953378e-5,1.3807241836840823e-5,1.303526986534249e-5,1.1812086518032115e-5,1.3468667223399077e-5,1.170338829467959e-5,1.1481669351480842e-5,1.1230510237406402e-5
t227,1.1567236916665969e-5,1.43886459113537e-5,1.0457276112899112e-5,1.3806922037352976e-5,1.3034989944425617e-5,1.1813370907008823e-5,1.3468351176682495e-5,1.1702893792419878e-5,1.1482058278540352e-5,1.123023478098274e-5
t228,1.1567212596499009e-5,1.4388920146457855e-5,1.0457375532506476e-5,1.3807393149693861e-5,1.3034976221522945e-5,1.1820261718548128e-5,1.3467787081142486e-5,1.170293698817051e-5,1.1481513506308255e-5,1.1230333040455866e-5
t229,1.1567153062772224e-5,1.4389121896969712e-5,1.0457400978082459e-5,1.380787609759079e-5,1.3034907664634165e-5,1.1824768016248311e-5,1.346752572179065e-5,1.1702793734245797e-5,1.148122388776136e-5,1.1230393751017112e-5
t230,1.1566754865535105e-5,1.4388742990155964e-5,1.045695289611205e-5,1.3808026177601328e-5,1.3034390802703564e-5,1.1828992427863041e-5,1.3467903794713276e-5,1.1702266682489055e-5,1.1481142066247354e-5,1.1230032119022959e-5
t231,1.1566622173422251e-5,1.4388507187244997e-5,1.0456602101327895e-5,1.3808229021529818e-5,1.3033958045400969e-5,1.1825393814950473e-5,1.3468520971121688e-5,1.1701980541341727e-5,1.1481376473335281e-5,1.1229798641904952e-5
t232,1.1567159723362142e-5,1.438875709700487e-5,1.0456687119943776e-5,1.3808945223275595e-5,1.303410636557873e-5,1.1818628081937565e-5,1.3469156567705977e-5,1.1702347129530555e-5,1.1481324084513461e-5,1.1230165686620774e-5
t233,1.1567121356703947e-5,1.4388649188873372e-5,1.0456641274788531e-5,1.3809199565650263e-5,1.3033731349452853e-5,1.1815605891608056e-5,1.346901945202889e-5,1.1702235084415958e-5,1.1481031089321275e-5,1.1230189330476204e-5
t234,1.1566902108412589e-5,1.4388485647952083e-5,1.0456463015882731e-5,1.3809199733430398e-5,1.3033126927616247e-5,1.1813440256900779e-5,1.3468415392730042e-5,1.170204898572607e-5,1.148058213700432e-5,1.1230191239953944e-5
t235,1.1566665986843265e-5,1.4388222591194849e-5,1.04562648248502e-5,1.3809006466725946e-5,1.3032583172210636e-5,1.1812575423802016e-5,1.3467547585875046e-5,1.1701607451638832e-5,1.1480419217430538e-5,1.1230206166720637e-5
t236,1.1566261777022508e-5,1.4387761369062863e-5,1.0456207408255626e-5,1.3808492729604983e-5,1.3032166853651948e-5,1.1816675383461051e-5,1.3464632316419873e-5,1.1701007983649906e-5,1.1480221118270216e-5,1.122981424539236e-5
t237,1.1565856358376005e-5,1.4387044825067337e-5,1.0455697368117314e-5,1.380761070905596e-5,1.3031816457553081e-5,1.1824087785388397e-5,1.346525817476561e-5,1.1700396322093748e-5,1.1479899073106359e-5,1.1229353556686082e-5
t238,1.1565565913987453e-5,1.4386441756285377e-5,1.045516405822287e-5,1.3806770722148469e-5,1.303152706932352e-5,1.1828533962033173e-5,1.3471020849842933e-5,1.1700016972780306e-5,1.147980433298518e-5,1.122915099597639e-5
t239,1.156416826485029e-5,1.4384225678648393e-5,1.045315553185633e-5,1.3804092010169205e-5,1.302908748213503e-5,1.1857359671346575e-5,1.3505777804982575e-5,1.1699203205274431e-5,1.147903607671284e-5,1.1228330805529176e-5
t240,1.15652178480478e-5,1.4384126309678869e-5,1.0453015293188072e-5,1.3803847706371337e-5,1.3029101040597438e-5,1.1850578900824933e-5,1.3508915510943552e-5,1.1700210844458386e-5,1.1479344212311006e-5,1.1228595279245405e-5
t241,1.1564917951774377e-5,1.4383722054488492e-5,1.0452679686900986e-5,1.3803266203137646e-5,1.3028589547900649e-5,1.1853842952803291e-5,1.3508770365608161e-5,1.1699947534403781e-5,1.1479101954414461e-5,1.122813840035428e-5
t242,1.1564601021621773e-5,1.4383359981600482e-5,1.0452455493823385e-5,1.3802776120951511e-5,1.302817398903756e-5,1.1860788333756506e-5,1.3508556168422567e-5,1.1699687223826895e-5,1.1478796752249759e-5,1.1227775020295309e-5
t243,1.1563728853855476e-5,1.4382688328629923e-5,1.045178185719036e-5,1.3801951288195973e-5,1.302744679617597e-5,1.1878142650685811e-5,1.3507827561239606e-5,1.169915648676218e-5,1.147804957114951e-5,1.122696200238324e-5
t244,1.1563548245231981e-5,1.4382710636486748e-5,1.0451856021390254e-5,1.3801927879634246e-5,1.3027352920348982e-5,1.1877955606412919e-5,1.350746690825327e-5,1.1699138405808676e-5,1.1478009489464342e-5,1.1226976895565164e-5
t245,1.1564750542351303e-5,1.4383345600701975e-5,1.045235363327111e-5,1.380256567181948e-5,1.3027814454825706e-5,1.1864678632882098e-5,1.3508526384333655e-5,1.1700193953762196e-5,1.1478747232646443e-5,1.1227865882067896e-5
t246,1.1564043130634003e-5,1.4383506428840823e-5,1.0452447341075313e-5,1.3802717340113719e-5,1.3027816160494439e-5,1.1863965721835628e-5,1.3508261142453065e-5,1.169928554309464e-5,1.147884463735917e-5,1.122791750854631e-5
t247,1.1564096954122971e-5,1.4383673918868853e-5,1.0452667997502162e-5,1.3803044110402998e-5,1.3028223564188026e-5,1.1862304205222035e-5,1.3508170865346548e-5,1.1699077826514587e-5,1.1479162319537387e-5,1.1228228371662418e-5
t248,1.1564505140408933e-5,1.4383896164479484e-5,1.0453229976802421e-5,1.3803394937971459e-5,1.3029089734178831e-5,1.1860366578350877e-5,1.350758964363255e-5,1.169913549112255e-5,1.1479736227503014e-5,1.1228682814175181e-5
t249,1.1564962012016392e-5,1.4384033932503385e-5,1.0453544078483628e-5,1.3803791243504298e-5,1.3030022177400614e-5,1.1857320339287028e-5,1.3506801294308562e-5,1.1699210309421678e-5,1.1480317780015544e-5,1.1229211701395724e-5
t250,1.1564899932707698e-5,1.4383785667680402e-5,1.0453324701049202e-5,1.3803910833457534e-5,1.303045900642294e-5,1.1859224730722898e-5,1.350730576425922e-5,1.169884344272497e-5,1.1480496487782365e-5,1.1229290379161165e-5
t251,1.1564604395063744e-5,1.4383532109874401e-5,1.0453539693517764e-5,1.3803772035099036e-5,1.3030623566379058e-5,1.186110408474953e-5,1.3507783701292746e-5,1.1698351064084011e-5,1.1480565621497927e-5,1.122904605774143e-5
t252,1.156448391350591e-5,1.4383295653099887e-5,1.0453181857458071e-5,1.3803636044385666e-5,1.3030827452994773e-5,1.1863259411170214e-5,1.3508043100562907e-5,1.169819836491573e-5,1.1480475864555892e-5,1.1228973840768815e-5
t253,1.1564759469313986e-5,1.4383385698668161e-5,1.045332361291734e-5,1.3803716668673021e-5,1.3031094206207093e-5,1.1857937737315e-5,1.3508344524163667e-5,1.1698524838018916e-5,1.148048526991044e-5,1.12293267780494e-5
t254,1.1564771379208413e-5,1.4383223903390465e-5,1.0453308352602412e-5,1.380343965491806e-5,1.3030732486323641e-5,1.1856136564900601e-5,1.3508611934719736e-5,1.1698658383744567e-5,1.1480100362516939e-5,1.1229332502650092e-5
t255,1.1564638574086433e-5,1.4382882925756537e-5,1.0452935754358075e-5,1.3802948116729732e-5,1.3030011262182375e-5,1.1854994704748786e-5,1.3508982019198183e-5,1.1698588187665962e-5,1.147959143241671e-5,1.1229193228652982e-5
t256,1.1564119671164725e-5,1.438221684768913e-5,1.0452635860830636e-5,1.3802152627580138e-5,1.3028878590021196e-5,1.1860420614288536e-5,1.3509055947673036e-5,1.1698215658622794e-5,1.1478874686858504e-5,1.1228568897503785e-5
t257,1.156399665523562e-5,1.4381813677086543e-5,1.0452480940115323e-5,1.380178714726043e-5,1.3028149995688573e-5,1.186217555348688e-5,1.3509641688273097e-5,1.1698272906023186e-5,1.1478524899897969e-5,1.1228463483668752e-5
t258,1.156399251163132e-5,1.4381664447659396e-5,1.045262951775924e-5,1.3801586111160521e-5,1.3027733553984309e-5,1.1861188958489056e-5,1.3510341357165209e-5,1.1698496121349112e-5,1.1478385016120547e-5,1.1228556220118768e-5
t259,1.1564339394824138e-5,1.4381803013630253e-5,1.0452741120614281e-5,1.3801666436859064e-5,1.3027745434469626e-5,1.185959760208843e-5,1.3510744187926165e-5,1.1698847566120316e-5,1.1478711152678274e-5,1.1228882447060433e-5
t260,1.1564607670474439e-5,1.438187732916881e-5,1.045280750593578e-5,1.3801691786843757e-5,1.302779056794649e-5,1.1856812281891854e-5,1.3510366975762503e-5,1.1699031176974005e-5,1.1479078025907909e-5,1.122905614923962e-5
t261,1.156426238913279e-5,1.4381434186449039e-5,1.0452383128769932e-5,1.3801225391501555e-5,1.3027290047502606e-5,1.1860436438313925e-5,1.3510378232755023e-5,1.1698703382988627e-5,1.1479066417490615e-5,1.1228553785859746e-5
t262,1.1564386747015912e-5,1.4381425515296967e-5,1.0452411541560363e-5,1.3801231877475893e-5,1.3027230124213844e-5,1.1857832469004304e-5,1.3510129848400601e-5,1.1698693277305954e-5,1.1479451052923847e-5,1.1228532297667998e-5
t263,1.1564550962849454e-5,1.4381356951151518e-5,1.0452220735583286e-5,1.3801176967444375e-5,1.3027149369622134e-5,1.185726219365037e-5,1.3509642153664855e-5,1.169858792968667e-5,1.147994173313113e-5,1.1228497599442052e-5
t264,1.1564589675145953e-5,1.4381302720042332e-5,1.0452181800094736e-5,1.3801236885154923e-5,1.3026994071298174e-5,1.1855416661350356e-5,1.3509005581734169e-5,1.1698484500681336e-5,1.1480006936132609e-5,1.1228424063239197e-5
t265,1.1564597512413677e-5,1.4381243944859855e-5,1.0452110377267577e-5,1.3801256117172828e-5,1.302671440713647e-5,1.185423167679846e-5,1.3508840162308555e-5,1.1698378564814649e-5,1.1479841590240727e-5,1.1228363389939398e-5
t266,1.1564361727568078e-5,1.4380971085485801e-5,1.045206344407891e-5,1.3801169329205126e-5,1.3026197827571226e-5,1.1857212285870254e-5,1.35082941299112e-5,1.1698112126959612e-5,1.1479487318114186e-5,1.122806689228497e-5
t267,1.1564952300095332e-5,1.4380960046526743e-5,1.045200905252517e-5,1.3801282490956146e-5,1.3025870218532449e-5,1.185643438137385e-5,1.3508767328439922e-5,1.1698735011062815e-5,1.1479346677605161e-5,1.122814449362659e-5
t268,1.1565000413761377e-5,1.438106885387818e-5,1.0452203904000986e-5,1.3801475765195214e-5,1.302567310139811e-5,1.1856076945244995e-5,1.3508650151359534e-5,1.1698875113268748e-5,1.1479212677354395e-5,1.1228229491015694e-5
t269,1.1565072025415946e-5,1.4381246482079101e-5,1.0452343038006664e-5,1.380162504809494e-5,1.302565609297653e-5,1.1853758814410376e-5,1.3508573087394196e-5,1.1699035252159984e-5,1.1479120564314212e-5,1.1228325599381077e-5
t270,1.1565086958101009e-5,1.4381416760128261e-5,1.0452547274597907e-5,1.3801667544486053e-5,1.3025792797567448e-5,1.1851626082166715e-5,1.3508597160032559e-5,1.1699129082599916e-5,1.1479134319271701e-5,1.1228432117860438e-5
t271,1.156488045743474e-5,1.4381435034637962e-5,1.0452490304517482e-5,1.380147874063334e-5,1.3025990915370837e-5,1.1855117193883044e-5,1.350828918615229e-5,1.1698924314008762e-5,1.1479276947923966e-5,1.1228316642152717e-5
t272,1.1564782263540617e-5,1.438192053297709e-5,1.045328333431679e-5,1.3801735510484419e-5,1.3026759701848076e-5,1.1855852212197618e-5,1.3507945431953272e-5,1.1698689142420603e-5,1.1479978173520713e-5,1.1228652099014786e-5
t273,1.1565353071377306e-5,1.4382368145728975e-5,1.0453558248837298e-5,1.3801878429934982e-5,1.30275427481578e-5,1.1855924577807559e-5,1.3507238998273882e-5,1.169906079065485e-5,1.1480803375375422e-5,1.1229048930095912e-5
t274,1.1565687076873413e-5,1.4382599754781848e-5,1.0453705818301683e-5,1.3801959966248493e-5,1.3028078001617609e-5,1.1854888993035624e-5,1.3507539044147155e-5,1.1699209808944399e-5,1.1481423705241161e-5,1.1229362229670723e-5
t275,1.1565452442592999e-5,1.4382503190614988e-5,1.0453867220049854e-5,1.3801730243470658e-5,1.3028129935161858e-5,1.1854112568893692e-5,1.350699283839633e-5,1.1699039373691174e-5,1.1481448363154774e-5,1.1229292653136414e-5
t276,1.1565085519346188e-5,1.4382191648830403e-5,1.0453283014809828e-5,1.3801195160400302e-5,1.302789327508823e-5,1.1856811596351105e-5,1.3506159228687785e-5,1.1698761809339102e-5,1.148140293620844e-5,1.1228956401711535e-5
t277,1.1564952536304593e-5,1.438198849143034e-5,1.0453100350620608e-5,1.3800776252369951e-5,1.3027612064847872e-5,1.1856716576683273e-5,1.3505727902932797e-5,1.169880581428627e-5,1.1481510419535555e-5,1.1228836034505483e-5
t278,1.1565066156839593e-5,1.4381983911847208e-5,1.0453241758113403e-5,1.3800514044064784e-5,1.3027513571127442e-5,1.1856148527892488e-5,1.3505530088872828e-5,1.1699093230021379e-5,1.1481606021554154e-5,1.1228851995535695e-5
t279,1.1565364780366363e-5,1.4382123258052564e-5,1.0453176741785193e-5,1.380040697649743e-5,1.3027512442158159e-5,1.1854576580847881e-5,1.3505588959051981e-5,1.1699491107818028e-5,1.1481660804309447e-5,1.1228961706738398e-5
t280,1.1565549464574014e-5,1.4382191816416738e-5,1.04529203281844e-5,1.3800298044075587e-5,1.3027280058609625e-5,1.1854531603428767e-5,1.3505672252965775e-5,1.1699762528654249e-5,1.1481515695920167e-5,1.1228902789872659e-5
t281,1.1565445604936839e-5,1.4382072756974113e-5,1.0452896111639117e-5,1.3800100661810967e-5,1.3026648519822735e-5,1.1858496894754905e-5,1.3505848924353484e-5,1.169990494705881e-5,1.1481207561887752e-5,1.1228479595603926e-5
t282,1.1565570282213747e-5,1.4382237547281159e-5,1.0452820405236451e-5,1.3800212912215285e-5,1.3026205523998201e-5,1.1857467114021152e-5,1.3506255021291627e-5,1.1700229423027088e-5,1.1481158993215868e-5,1.122847516510838e-5
t283,1.156578522708346e-5,1.4382463482051098e-5,1.0452628978408576e-5,1.3800382796620318e-5,1.3025918366089062e-5,1.1855392922563688e-5,1.3506409472098678e-5,1.1700491131783408e-5,1.1481369535005391e-5,1.1228603336506545e-5
t284,1.1565856491991229e-5,1.4382533188865493e-5,1.0452692064775546e-5,1.3800475530176835e-5,1.3025658049476619e-5,1.1854606786189266e-5,1.3506315565820927e-5,1.1700602328771212e-5,1.1481628527254454e-5,1.1228593182045075e-5
t285,1.1565703304833854e-5,1.4382349033254878e-5,1.0452344485481128e-5,1.3800384128929764e-5,1.3025207986456896e-5,1.1857530136198849e-5,1.3506807126148065e-5,1.1700548207430934e-5,1.1481723482808257e-5,1.1228394931285337e-5
t286,1.1565368816778996e-5,1.4382095511085473e-5,1.0451858818895955e-5,1.3800284796732392e-5,1.3024669852293909e-5,1.1860865064387312e-5,1.3506945936831532e-5,1.1700326933033239e-5,1.148183328955573e-5,1.1228065512687331e-5
t287,1.1565288602206397e-5,1.4381956998788571e-5,1.0451592339839727e-5,1.3800326097140129e-5,1.3024382183364846e-5,1.186322608483123e-5,1.350699356941653e-5,1.1700112252329492e-5,1.1482140463733177e-5,1.1227975947926084e-5
t288,1.1565690381810707e-5,1.4381877143286503e-5,1.045129181399504e-5,1.3800365657304838e-5,1.3024117563972296e-5,1.1862924844666673e-5,1.3506919962720085e-5,1.170060034401623e-5,1.1482299805394326e-5,1.1227896601321373e-5
t289,1.1565830976805724e-5,1.4381832122446066e-5,1.0451188625424933e-5,1.3800361882362984e-5,1.3023925228694983e-5,1.1862131821144172e-5,1.3507207562511298e-5,1.1700792337410163e-5,1.1482372908677512e-5,1.122784275313033e-5
t290,1.1565953997214364e-5,1.4381901407193149e-5,1.0451179945328292e-5,1.3800495304344214e-5,1.302384250672298e-5,1.1861161374753259e-5,1.350745943834539e-5,1.1700896410620779e-5,1.1482439319568862e-5,1.1227898257024368e-5
t291,1.1565593712366968e-5,1.4381646424658413e-5,1.0450802801194433e-5,1.3800351157229363e-5,1.3023407680145797e-5,1.1864316234613632e-5,1.3507240250677953e-5,1.1700565152437872e-5,1.1482266342921753e-5,1.1227629283535682e-5
t292,1.1565682112837076e-5,1.4381736111401306e-5,1.04509567436233e-5,1.3800575475877533e-5,1.3023389001122442e-5,1.1863376966561792e-5,1.3507446233784676e-5,1.1700595484306279e-5,1.1482434299375898e-5,1.122783138188009e-5
t293,1.1565622770588271e-5,1.4381792403131115e-5,1.0450964752673072e-5,1.3800599217967668e-5,1.3023340244681558e-5,1.1864776535087514e-5,1.350749714469177e-5,1.1700516400215649e-5,1.1482458812574579e-5,1.1227845917887102e-5
t294,1.1565918451370915e-5,1.4382145774496817e-5,1.0451332378120709e-5,1.3800890035066935e-5,1.3023726226831063e-5,1.1861198574385846e-5,1.3507888044600615e-5,1.1700734538171346e-5,1.148267972513733e-5,1.12282541622806e-5
t295,1.1566145811390857e-5,1.4382479206573371e-5,1.0451644945745754e-5,1.3801099646844343e-5,1.302444621100301e-5,1.1859817469989032e-5,1.3508416796019947e-5,1.1700902921555733e-5,1.148264276097064e-5,1.1228605774752353e-5
t296,1.1566305027674403e-5,1.4382643138582996e-5,1.0452236115642547e-5,1.380117433356221e-5,1.3025507442705776e-5,1.1860914622128729e-5,1.3508183347605871e-5,1.1700965705816037e-5,1.1482632800332045e-5,1.122876130783119e-5
t297,1.1566752195815069e-5,1.4383021427494339e-5,1.0453045159179798e-5,1.3801468753345639e-5,1.3027161124387503e-5,1.185879528479631e-5,1.3507986246283718e-5,1.1701193415377603e-5,1.1482930635743291e-5,1.1229278594505347e-5
t298,1.1566597960216241e-5,1.4383336171027147e-5,1.0453711796514941e-5,1.3801691234074022e-5,1.3028629598647676e-5,1.1856517590519777e-5,1.350841149926394e-5,1.1700760335689044e-5,1.1483359028845594e-5,1.1229716786962937e-5
t299,1.156578115248806e-5,1.4382862663528032e-5,1.0453209904099991e-5,1.3801029012505952e-5,1.302883383058203e-5,1.1866290163058933e-5,1.3508784652826649e-5,1.1699909382617307e-5,1.148285923575512e-5,1.1229184693308817e-5
t300,1.156547751897961e-5,1.4382537277017522e-5,1.0452909369788578e-5,1.3800627631653389e-5,1.3028887835716519e-5,1.1870525587793517e-5,1.3508624313962666e-5,1.1699501256378416e-5,1.1482657868102296e-5,1.1228948836160493e-5
t301,1.1565513468467172e-5,1.4382139318518695e-5,1.0452452975276064e-5,1.3800211360376375e-5,1.302852268476982e-5,1.1875535477297573e-5,1.3508214172269497e-5,1.1699664502629199e-5,1.1482350930215339e-5,1.1228505185639798e-5
t302,1.1565723352949303e-5,1.4382160250428242e-5,1.0452497673170758e-5,1.380043271405405e-5,1.302845323403364e-5,1.1871411704627218e-5,1.350855191631159e-5,1.1699856596936289e-5,1.1482222873815379e-5,1.1228683766133467e-5
t303,1.1566181498644844e-5,1.4382350106309736e-5,1.0452802103103391e-5,1.3800939802666461e-5,1.3028393346614884e-5,1.1862028245753997e-5,1.3509341281180874e-5,1.1700315556419961e-5,1.148199422045176e-5,1.1229076842545938e-5
t304,1.1566203904576647e-5,1.4382160419011949e-5,1.0452686493035369e-5,1.3801078904847651e-5,1.3027813076353234e-5,1.1861863949217889e-5,1.3509942925081667e-5,1.1700443654489034e-5,1.148120974899523e-5,1.1228983001353156e-5
t305,1.1565165381868199e-5,1.4381551790448501e-5,1.0452099553124692e-5,1.3800802813117723e-5,1.3026769391502339e-5,1.1870187637937685e-5,1.3510340410432665e-5,1.169950668661174e-5,1.1480194092567261e-5,1.1228371583571487e-5
t306,1.1564820096053129e-5,1.4381085291440945e-5,1.045168136636597e-5,1.3800657192004762e-5,1.3025864876218928e-5,1.1873018351447121e-5,1.3510610192609105e-5,1.169925316180651e-5,1.1479520402042734e-5,1.1228000225338746e-5
t307,1.1564486279305339e-5,1.4380626747521255e-5,1.0451271486119825e-5,1.3800411150546589e-5,1.3025338501721114e-5,1.1883269752746968e-5,1.3510723516816628e-5,1.1699011940814351e-5,1.1479018813926018e-5,1.1227593167848018e-5
t308,1.1564928126709256e-5,1.4380864455356579e-5,1.045169969022145e-5,1.380079980147158e-5,1.3025936654526053e-5,1.187991446723223e-5,1.351154928542567e-5,1.1699334389360337e-5,1.1479284577536577e-5,1.1227936524873549e-5
t309,1.156505775278659e-5,1.4380908515537181e-5,1.0451649616660842e-5,1.3800809853637044e-5,1.302650550745004e-5,1.1883360637051358e-5,1.3511793483712489e-5,1.1699446720681863e-5,1.1479139371989948e-5,1.1227824707410622e-5
t310,1.156553516379938e-5,1.4380813525206548e-5,1.0451379078214045e-5,1.3800627907200003e-5,1.302678969764404e-5,1.18876384486056e-5,1.3511776736821194e-5,1.1699984431660522e-5,1.1478898047840344e-5,1.1227507644321766e-5
t311,1.1566305753176664e-5,1.4381334112544206e-5,1.0451750465088285e-5,1.380115677868337e-5,1.3027880087996652e-5,1.187420203566173e-5,1.3511939608938862e-5,1.1700579905162974e-5,1.1479636607259193e-5,1.1228126430569188e-5
t312,1.1566753975558747e-5,1.4381749114016395e-5,1.0452108783025083e-5,1.3801649289306994e-5,1.3028806976143238e-5,1.1862376069662654e-5,1.3512373808716056e-5,1.17011144336951e-5,1.1479799972461144e-5,1.1228562861115093e-5
t313,1.1566546452084455e-5,1.4381600724903146e-5,1.0451827026118272e-5,1.3801464815656648e-5,1.3029035383748237e-5,1.186454117129898e-5,1.3512575729415333e-5,1.170113378865449e-5,1.1479438071556874e-5,1.1228347157447512e-5
t314,1.1566262054324084e-5,1.4381360388263125e-5,1.0451411538407473e-5,1.3801164455434846e-5,1.3028996543884185e-5,1.1871448695627913e-5,1.3512484885526918e-5,1.1700913529484223e-5,1.1479016919661076e-5,1.122801340647027e-5
t315,1.1566535996454185e-5,1.4381578077523487e-5,1.045143736536831e-5,1.3801416960224688e-5,1.3029291102144594e-5,1.1870427797892217e-5,1.3512684639746895e-5,1.1700992734646746e-5,1.1479169740072587e-5,1.122832384650216e-5
t316,1.1565888081897613e-5,1.4381208994771145e-5,1.0450875799693516e-5,1.3801069702219882e-5,1.3028832373283858e-5,1.1882008610347135e-5,1.3512029174076754e-5,1.1700365957217146e-5,1.147871060650804e-5,1.1227803956450882e-5
t317,1.1566611427779543e-5,1.4381897678867875e-5,1.0451414639830075e-5,1.3801825526597579e-5,1.3029552187018866e-5,1.1871857799249633e-5,1.3512533228387152e-5,1.1700771394533822e-5,1.1479522769618186e-5,1.1228678074445463e-5
t318,1.1566616833882858e-5,1.4382127674704793e-5,1.0451429012989815e-5,1.3801892436044359e-5,1.3029846273806842e-5,1.1873863298510295e-5,1.3512621163824421e-5,1.1700620197841803e-5,1.147994249893937e-5,1.122876249804897e-5
t319,1.1566949691823477e-5,1.4382569114813246e-5,1.045172152896392e-5,1.3802029615422127e-5,1.303056463743158e-5,1.1874102979125564e-5,1.351282256688768e-5,1.170069034969952e-5,1.1480819093798373e-5,1.1229047066216713e-5
t320,1.1567697663158372e-5,1.4383284277335857e-5,1.0452594115435738e-5,1.380245530701416e-5,1.3031806886287147e-5,1.1870896942764678e-5,1.351299479335965e-5,1.1701192908418193e-5,1.1481927725179954e-5,1.1229623783137626e-5
t321,1.1567422064946543e-5,1.4383671338610602e-5,1.0452961518468863e-5,1.3802316110525196e-5,1.3032548939849914e-5,1.1875482416404625e-5,1.3512582620506516e-5,1.1700753716886731e-5,1.1482544907165996e-5,1.1229607463434367e-5
t322,1.1567398663111427e-5,1.4383584802949592e-5,1.0452828006256779e-5,1.3801695098588184e-5,1.3032897663486686e-5,1.1888197920410159e-5,1.3511989128652455e-5,1.1700847637920582e-5,1.1482750919897685e-5,1.1229249357122292e-5
t323,1.156773706474072e-5,1.4383698000675765e-5,1.0453029617793918e-5,1.3801524442567963e-5,1.3033411834298122e-5,1.188895962733471e-5,1.351185629268451e-5,1.1701262630658991e-5,1.1483091947193137e-5,1.1229367291301843e-5
t324,1.156808139352401e-5,1.43837973014057e-5,1.0453173882298838e-5,1.3801432224496578e-5,1.3033759778728085e-5,1.1890919640114159e-5,1.3511851407668993e-5,1.1701600140327806e-5,1.1483342099575601e-5,1.1229420581217086e-5
