Resource,Zone,Investment_Cost,Fixed_OM_Cost,Total_Cost
CAPTURE_COMP_1,1,0.7594205524759812,0.2626121789906301,1.0220327314666113
CAPTURE_COMP_2,2,0.842845962590592,0.29146118585771486,1.1343071484483067
CAPTURE_COMP_3,3,0.7302729468770478,0.25253276226462906,0.9828057091416769
CAPTURE_COMP_4,4,0.834266463315756,0.2884943435832105,1.1227608068989665
CAPTURE_COMP_5,5,0.8106993607343981,0.28034469825005787,1.0910440589844559
CAPTURE_COMP_6,6,0.7059589844761348,0.24412484832921844,0.9500838328053532
CAPTURE_COMP_7,7,0.8192164269589773,0.2832899508015616,1.1025063777605388
CAPTURE_COMP_8,8,0.7651155743619491,0.26458155169459135,1.0296971260565404
CAPTURE_COMP_9,9,0.766589238391111,0.2650911535489744,1.0316803919400854
CAPTURE_COMP_10,10,0.7640827600829846,0.26422439832626704,1.0283071584092516
