,CO2 Pipeline Power Consumption,CO2 Pipeline Power Consumption,CO2 Pipeline Power Consumption,CO2 Pipeline Power Consumption,CO2 Pipeline Power Consumption,CO2 Pipeline Power Consumption,CO2 Pipeline Power Consumption,CO2 Pipeline Power Consumption,CO2 Pipeline Power Consumption,CO2 Pipeline Power Consumption
t16,2.442097300334749e-6,2.6669777642863796e-6,2.6032475098277174e-6,2.56496966458802e-6,2.6317710118658573e-6,2.7648305549275767e-6,2.252757531646641e-6,2.220772268090545e-6,2.415294177967168e-6,2.3163724380478575e-6
t17,2.439167167483744e-6,2.6637918943762485e-6,2.6029073140587893e-6,2.5632569136028723e-6,2.6328056056033898e-6,2.770927413442836e-6,2.278465048257806e-6,2.2199841194079938e-6,2.4126334032255006e-6,2.314793592279161e-6
t18,2.438437429051324e-6,2.6629877783043217e-6,2.6024332455953533e-6,2.5618406245128087e-6,2.6352570008556886e-6,2.7963534940568614e-6,2.3098003813267687e-6,2.2202985429855484e-6,2.410639804526236e-6,2.311858851769184e-6
t19,2.4365585299180583e-6,2.66025202527906e-6,2.599389555365789e-6,2.5591499108080595e-6,2.6393982790855354e-6,2.809513148156392e-6,2.312173396160371e-6,2.217817672076115e-6,2.4098597905608307e-6,2.3087307304064664e-6
t20,2.434571525568067e-6,2.656444117836305e-6,2.596004368139073e-6,2.5560288778683293e-6,2.6420118509788726e-6,2.8140434297988503e-6,2.3269274644961388e-6,2.2152713519721386e-6,2.408606320887715e-6,2.3045206290418315e-6
t21,2.4390757123728364e-6,2.6593620790646435e-6,2.598312890752826e-6,2.5601271588179483e-6,2.6525879823771482e-6,2.7987429046898785e-6,2.324836001605005e-6,2.2196322051863605e-6,2.4140559574583877e-6,2.306256802866309e-6
t22,2.438344536248748e-6,2.6572489220841967e-6,2.5952298479809104e-6,2.5583822264404064e-6,2.6525695321073257e-6,2.7978212769640804e-6,2.321991640983945e-6,2.217777895660263e-6,2.4129281422693383e-6,2.303107833652984e-6
t23,2.4385960005754087e-6,2.6561028967836653e-6,2.5939317473251873e-6,2.5584119799678854e-6,2.653409560752851e-6,2.7942552088811453e-6,2.3239997252585486e-6,2.2173823983810014e-6,2.4122474529170603e-6,2.301649771230572e-6
t24,2.4385085645261525e-6,2.655044743031785e-6,2.591364858196545e-6,2.5569320594828867e-6,2.6502247428364965e-6,2.7895012888823645e-6,2.3240961887772426e-6,2.2153992461758424e-6,2.4123116428109356e-6,2.300568453066928e-6
t25,2.437355690336548e-6,2.6535683487848292e-6,2.5884577888565985e-6,2.5552206911240458e-6,2.6471593156657668e-6,2.7918291831813216e-6,2.3265259097902135e-6,2.2127369772117576e-6,2.4110130540121655e-6,2.299039873312232e-6
t26,2.446537973360832e-6,2.6569418341862124e-6,2.592130961783499e-6,2.559390399630242e-6,2.654110980405435e-6,2.7897723208696105e-6,2.3365179606435544e-6,2.2226421041790775e-6,2.4153676980197788e-6,2.301620453903621e-6
t27,2.448009317985236e-6,2.6552075978472226e-6,2.58941355918605e-6,2.5570829168332372e-6,2.65227879778675e-6,2.789649688547758e-6,2.3456869126322015e-6,2.22421501281834e-6,2.41406538224033e-6,2.2999303677997714e-6
t28,2.4478856471392573e-6,2.655029850320449e-6,2.588158950068891e-6,2.556199904385111e-6,2.6513353727131127e-6,2.784232584201773e-6,2.352401854975591e-6,2.22280250694922e-6,2.413972597724621e-6,2.299847849440195e-6
t29,2.4480086246905826e-6,2.6550984503057762e-6,2.587726095142523e-6,2.5555166149276525e-6,2.65090410455533e-6,2.7786519883921755e-6,2.3578670667034025e-6,2.221829618709341e-6,2.4142346248846115e-6,2.3004427771089103e-6
t30,2.439826838182994e-6,2.654954933250275e-6,2.5888157932099796e-6,2.555418894151794e-6,2.6503513131549418e-6,2.7786405466919784e-6,2.3617381503600156e-6,2.211636924220362e-6,2.4143620664769943e-6,2.301808633724615e-6
t31,2.444464761771877e-6,2.6599898829524736e-6,2.596960589778964e-6,2.5612055749300572e-6,2.6589811021380733e-6,2.771488559102317e-6,2.372213490243737e-6,2.216921256211074e-6,2.420121252850237e-6,2.3063235624530677e-6
t32,2.4436254049806617e-6,2.659750474737349e-6,2.596979012975864e-6,2.5599099294702716e-6,2.6591715513041764e-6,2.7723399218236006e-6,2.380524735817475e-6,2.2161553144419843e-6,2.419618394971846e-6,2.3052346408786504e-6
t33,2.445944036442161e-6,2.6634053474948568e-6,2.5973773814082368e-6,2.559400814687572e-6,2.659662577796264e-6,2.7755255730914354e-6,2.3843661810361217e-6,2.2178094931121156e-6,2.420695168916364e-6,2.304501839950445e-6
t34,2.447337668635778e-6,2.664222896126605e-6,2.594574391326075e-6,2.55654623216789e-6,2.6563422145270293e-6,2.7665375577083363e-6,2.3825759860212057e-6,2.2171949488801172e-6,2.4224431572819345e-6,2.3020199997034693e-6
t35,2.4471700226609812e-6,2.6606592742415366e-6,2.5934498560464966e-6,2.5555121504329386e-6,2.6519583316695087e-6,2.7776847997012723e-6,2.3834688892899028e-6,2.216275462715744e-6,2.421221574030567e-6,2.3004057799213647e-6
t36,2.4519945378281983e-6,2.6639444637048856e-6,2.5954263370621632e-6,2.5592298432266715e-6,2.6538747373812684e-6,2.7735891374771374e-6,2.3873953823369054e-6,2.218787401469204e-6,2.4262911059649456e-6,2.3015855397476682e-6
t37,2.4498593685653128e-6,2.6607614710827324e-6,2.5925795689871957e-6,2.5577582582741624e-6,2.6541428553371753e-6,2.768941369998819e-6,2.384887630764917e-6,2.2157274361038096e-6,2.4243741421120345e-6,2.2999749913851595e-6
t38,2.448334810831862e-6,2.6597998587154926e-6,2.590989616668882e-6,2.558216961784217e-6,2.65905863312613e-6,2.7587186311437867e-6,2.378137191424694e-6,2.214060328962419e-6,2.4236978067239744e-6,2.300169473572742e-6
t39,2.4457848930476444e-6,2.657678686604081e-6,2.589223133440028e-6,2.5577645129450066e-6,2.6666798047092455e-6,2.7632868632656496e-6,2.3759787511814737e-6,2.2116265044126073e-6,2.4220074320915055e-6,2.2999609014943627e-6
t40,2.4424824883958743e-6,2.655032985233835e-6,2.587688513281247e-6,2.555911328408505e-6,2.6725411782118636e-6,2.7662127833662793e-6,2.382379476024034e-6,2.2105581768554486e-6,2.4188278422235947e-6,2.2982738375577343e-6
t41,2.4456745788227083e-6,2.6566632584327515e-6,2.594240792742416e-6,2.5615805066824244e-6,2.6837672416245603e-6,2.7593792959636806e-6,2.403639080332678e-6,2.2162113915901643e-6,2.4221721789822884e-6,2.3015758094650757e-6
t42,2.4449660700223806e-6,2.656496467800346e-6,2.5930943810948635e-6,2.561236028535988e-6,2.6859675527863505e-6,2.7643570038677032e-6,2.417943585642309e-6,2.216440796011858e-6,2.4196706859674583e-6,2.2994394602555583e-6
t43,2.4443737743132372e-6,2.6553241336038972e-6,2.5897351680540374e-6,2.5590870597772022e-6,2.690002979406023e-6,2.7403373874579272e-6,2.4157368325960107e-6,2.215145689270338e-6,2.418891996295923e-6,2.29804345372385e-6
t44,2.4440639306609926e-6,2.6531008362182784e-6,2.5850750371914286e-6,2.5567500154792032e-6,2.6921197458558205e-6,2.740698298961832e-6,2.42215988349108e-6,2.2133961401357534e-6,2.4179974659587193e-6,2.2954157659353336e-6
t45,2.442325352721948e-6,2.65016731693223e-6,2.5803849666052874e-6,2.553987575167782e-6,2.69139204621432e-6,2.7177303216710763e-6,2.381836880363944e-6,2.210790565883672e-6,2.4187074756570718e-6,2.2938143222216135e-6
t46,2.446383755758916e-6,2.6523943525581647e-6,2.5821130943298042e-6,2.5576376163031056e-6,2.698258474623436e-6,2.7171874628455532e-6,2.380947010232139e-6,2.214520489342702e-6,2.4234015724318442e-6,2.29425319350817e-6
t47,2.444695343636097e-6,2.64930384474606e-6,2.578149677228967e-6,2.555995586514624e-6,2.6960991940128823e-6,2.7366103900536214e-6,2.376928956221065e-6,2.2118310187114465e-6,2.420736333584252e-6,2.2899285494778985e-6
t48,2.4444947982182847e-6,2.6476942461182193e-6,2.5753241806347104e-6,2.5553727822179325e-6,2.695060278153593e-6,2.7303366716736407e-6,2.3705949125639643e-6,2.2123106991511055e-6,2.419317347009814e-6,2.287471477971001e-6
t49,2.444158739988051e-6,2.647194098290776e-6,2.5725291276444005e-6,2.554302507021774e-6,2.6944448615104796e-6,2.727052056320998e-6,2.3696767613226694e-6,2.211702438678655e-6,2.417155462450974e-6,2.2844497044870867e-6
t50,2.4437354055519296e-6,2.6462138181482665e-6,2.570231369338662e-6,2.553112452531234e-6,2.6930175370201033e-6,2.7249326438083726e-6,2.368108271938297e-6,2.211087299085844e-6,2.4142965538830407e-6,2.280819758708457e-6
t51,2.4518128832137655e-6,2.6503456243840013e-6,2.5747610104254114e-6,2.5570205493998107e-6,2.6992283365085067e-6,2.716795222436266e-6,2.3715041647903736e-6,2.2194371372577723e-6,2.417918362446891e-6,2.2808683176655585e-6
t52,2.4531674797801304e-6,2.649969489108976e-6,2.57332437395465e-6,2.5555895866675508e-6,2.6975034096910705e-6,2.729637747956146e-6,2.3750144684430216e-6,2.2207486133820206e-6,2.4151568491396116e-6,2.2772552915462087e-6
t53,2.452553338421984e-6,2.6511740105411207e-6,2.5731267878244373e-6,2.5549356420723796e-6,2.696196273907556e-6,2.730486740462244e-6,2.3754184367844378e-6,2.219221124653005e-6,2.414524449673001e-6,2.275542972141055e-6
t54,2.4448096591651395e-6,2.652807249315807e-6,2.5758401106394857e-6,2.5558879420036728e-6,2.695646574275078e-6,2.7274971862125425e-6,2.3764078562911027e-6,2.210198644077848e-6,2.41494273444818e-6,2.276643937839124e-6
t55,2.443768540020283e-6,2.6529465579189577e-6,2.5783842858759598e-6,2.555326524469495e-6,2.693564091749581e-6,2.7247660406696827e-6,2.379683448939118e-6,2.2096761607937018e-6,2.4136168302186026e-6,2.2760907258363e-6
t56,2.4485156070076944e-6,2.6575523074735334e-6,2.5849295646943266e-6,2.5594384785609887e-6,2.700218719585774e-6,2.7243840543204526e-6,2.389716083883608e-6,2.214889146842934e-6,2.4175324156946315e-6,2.2780938354643062e-6
t57,2.4492843019976787e-6,2.659231125251436e-6,2.5841924720728647e-6,2.55803160324663e-6,2.699987005056936e-6,2.728402459898292e-6,2.3920919360540927e-6,2.215429540154163e-6,2.416617214658456e-6,2.276193276224162e-6
t58,2.4501860058432173e-6,2.6593319980523482e-6,2.583063124481956e-6,2.557120638839728e-6,2.6982953591861006e-6,2.7289605153659556e-6,2.3906733751507608e-6,2.2165701045420287e-6,2.4171120177763696e-6,2.2743316628656413e-6
t59,2.4497054655304775e-6,2.6592625011764195e-6,2.582134697451003e-6,2.5567015828832072e-6,2.693869013969193e-6,2.7433840450073403e-6,2.39090973139556e-6,2.217250258870495e-6,2.4163391371334026e-6,2.2723750168652425e-6
t60,2.4474084913870547e-6,2.658252243333559e-6,2.579963452573308e-6,2.554775928722759e-6,2.69064267887384e-6,2.7454351676654085e-6,2.3889672535146797e-6,2.214870992322749e-6,2.414221914762426e-6,2.2683688919342706e-6
t61,2.4505833523641844e-6,2.660852973505559e-6,2.5840241241392425e-6,2.5581264518702514e-6,2.6963069999115417e-6,2.7580234222158013e-6,2.3965648005768153e-6,2.217993434405805e-6,2.415991449118393e-6,2.2672285948210373e-6
t62,2.448925660011217e-6,2.6591652143584806e-6,2.582100263828639e-6,2.556304236898287e-6,2.696058641361107e-6,2.7530069434631195e-6,2.3938189984457506e-6,2.2167711368341856e-6,2.4124186941563824e-6,2.2634859777716193e-6
t63,2.4475515832717467e-6,2.6580510126232483e-6,2.5795364943968795e-6,2.555141819921651e-6,2.6971176269526094e-6,2.7567671214791395e-6,2.3955335222771183e-6,2.21499785248258e-6,2.409147811716592e-6,2.2603455150126384e-6
t64,2.4464514538691953e-6,2.657398704932412e-6,2.577305594985348e-6,2.5540910471154947e-6,2.6960971334639127e-6,2.7751384309395524e-6,2.402416533302392e-6,2.214484360922469e-6,2.4051228629089974e-6,2.257262237796702e-6
t65,2.4441922124779336e-6,2.655331865799601e-6,2.5771092865034513e-6,2.5532799448843327e-6,2.6931473351783428e-6,2.778693709222785e-6,2.408496689118057e-6,2.2152142651705174e-6,2.401792564748821e-6,2.2553249055201518e-6
t66,2.448345060387329e-6,2.658137982778519e-6,2.581791650140053e-6,2.557383444069608e-6,2.696773020108333e-6,2.771548070566238e-6,2.404995067230085e-6,2.2205469115453137e-6,2.405787035291989e-6,2.257330194769955e-6
t67,2.4459168323983115e-6,2.6567373075742195e-6,2.5777421699228317e-6,2.554565540341274e-6,2.695982326310942e-6,2.765003213176634e-6,2.4005364438040624e-6,2.2182587869828494e-6,2.403904512115746e-6,2.25494001767864e-6
t68,2.444983941139714e-6,2.6553736787277284e-6,2.5738789520779583e-6,2.5522922807428734e-6,2.695148733557737e-6,2.7729240379588904e-6,2.408208370725587e-6,2.2169771820692455e-6,2.4024083799599662e-6,2.252077790524865e-6
t69,2.4442642698404497e-6,2.6551781643775463e-6,2.5704066819101953e-6,2.5509143263520054e-6,2.6938336094555997e-6,2.7710433853084534e-6,2.3971059776496593e-6,2.2154507605918477e-6,2.401056930279018e-6,2.250711212529462e-6
t70,2.4427913389623445e-6,2.654411039980422e-6,2.5662974227893086e-6,2.5493421898598087e-6,2.691981731042859e-6,2.7700373674478435e-6,2.3746548921094017e-6,2.2129343613701018e-6,2.399034530380725e-6,2.249083165207767e-6
t71,2.4467868504357167e-6,2.655893257095431e-6,2.568073903582574e-6,2.5534867882984403e-6,2.6961657298283802e-6,2.7735249519899594e-6,2.370004571440598e-6,2.2159359081349904e-6,2.401761802789049e-6,2.2507689175561054e-6
t72,2.445563474006569e-6,2.6551737216644515e-6,2.565914399499661e-6,2.5519543915247506e-6,2.6946117865416646e-6,2.771314419526522e-6,2.357834136475793e-6,2.2132322920427736e-6,2.399827096041172e-6,2.249760324841331e-6
t73,2.445381861251649e-6,2.655690066081582e-6,2.5636671389949975e-6,2.5505821552283575e-6,2.6936589072226793e-6,2.772248715850037e-6,2.3556394147381058e-6,2.2115094369830472e-6,2.398477186976185e-6,2.248369889072595e-6
t74,2.4458916839648503e-6,2.6559916965023054e-6,2.5618432816854406e-6,2.5494827004199672e-6,2.6932874208470785e-6,2.7755690018420167e-6,2.353386939328434e-6,2.211207362428618e-6,2.3971525726447534e-6,2.2465357197622645e-6
t75,2.4488323034572145e-6,2.6560627110478034e-6,2.560414565492096e-6,2.5479050714393366e-6,2.69135585514565e-6,2.7796320716444837e-6,2.3489377477425314e-6,2.2147357308778776e-6,2.3948142425120913e-6,2.2442031532332707e-6
t76,2.4525744432039378e-6,2.659078993813922e-6,2.5655616805223876e-6,2.551815671887767e-6,2.6967858479072534e-6,2.777365774821076e-6,2.3483436754617708e-6,2.2185384849678006e-6,2.3987725953754326e-6,2.2461715941882428e-6
t77,2.4467998277701528e-6,2.659444130719672e-6,2.565552780477199e-6,2.550611754247901e-6,2.6941974551798604e-6,2.787905848841076e-6,2.3451630133690027e-6,2.2121379857857992e-6,2.397577121750927e-6,2.245073422723625e-6
t78,2.4464374665857294e-6,2.6618670448453746e-6,2.568974974835289e-6,2.5514850204866292e-6,2.692885309419717e-6,2.793475631555902e-6,2.3434115325010736e-6,2.2125838083251276e-6,2.398097148904351e-6,2.2457015847028254e-6
t79,2.4463885472309766e-6,2.663729837033866e-6,2.572094814963876e-6,2.552376030657044e-6,2.6915332775442906e-6,2.7990751552158517e-6,2.343523810139446e-6,2.2137626866940116e-6,2.398341642966193e-6,2.2462424427930124e-6
t80,2.4455620698455734e-6,2.6642191371160902e-6,2.573337941851908e-6,2.551176311972784e-6,2.6904796245356176e-6,2.7975784909683385e-6,2.347435896416816e-6,2.21370715338472e-6,2.3980635361875588e-6,2.2453716018715663e-6
t81,2.4524016724083187e-6,2.6708268848371883e-6,2.5801567033199303e-6,2.5550774701455246e-6,2.6997038617064455e-6,2.8078550904226874e-6,2.363626729223153e-6,2.2198540747399915e-6,2.4035691040997846e-6,2.247374543473688e-6
t82,2.4518785689746088e-6,2.6706016418171486e-6,2.579720434668639e-6,2.5530637981539808e-6,2.702101906076677e-6,2.8099272161786677e-6,2.360179140059674e-6,2.218626273847023e-6,2.4038918584634586e-6,2.245655280846985e-6
t83,2.450683016003319e-6,2.670866997917038e-6,2.5796476684531575e-6,2.5524111738791652e-6,2.6982432922393666e-6,2.811473511584099e-6,2.3721911345267378e-6,2.217919132189602e-6,2.4043717292724478e-6,2.2446425051930003e-6
t84,2.449250803643235e-6,2.670678377197984e-6,2.577911140882364e-6,2.551194841805348e-6,2.6950846009516105e-6,2.8026546003153215e-6,2.376500065704097e-6,2.2158881102155272e-6,2.4045453946360766e-6,2.2432556001831197e-6
t85,2.4474097419026116e-6,2.670338765130323e-6,2.575370723458393e-6,2.5496160253167998e-6,2.693862657358486e-6,2.7911379963495193e-6,2.373403072811253e-6,2.2144360481538663e-6,2.4033445413933206e-6,2.2413240141543554e-6
t86,2.4517058655368513e-6,2.675133000555627e-6,2.5780915272130015e-6,2.55363998188411e-6,2.701215345660495e-6,2.7802300591586967e-6,2.376707768388324e-6,2.219049939330571e-6,2.407692704055291e-6,2.242811409980371e-6
t87,2.449884620460065e-6,2.6738515099144535e-6,2.574905045822084e-6,2.5522205659860834e-6,2.701209049912365e-6,2.7668111893798237e-6,2.379925335918061e-6,2.217385705071433e-6,2.4058274974196197e-6,2.2410613930987493e-6
t88,2.448881950185749e-6,2.6723568099952e-6,2.5732447144213154e-6,2.552229528097567e-6,2.7009477059403357e-6,2.7539231387248394e-6,2.378418485486782e-6,2.2182552814047393e-6,2.4046601470913305e-6,2.241104039326667e-6
t89,2.447468273004085e-6,2.6697265468342893e-6,2.573847846879997e-6,2.552728117946321e-6,2.6979785542336496e-6,2.7405623536086544e-6,2.3771962408351404e-6,2.2209005655169785e-6,2.4042851746346083e-6,2.24228971688451e-6
t90,2.4456308504687707e-6,2.668236508755211e-6,2.572823117709292e-6,2.551747917419405e-6,2.693314513840487e-6,2.7332745355474126e-6,2.3610994914264935e-6,2.221590095020387e-6,2.404131861795383e-6,2.2423871769236835e-6
t91,2.44865014263015e-6,2.670650906558079e-6,2.575549089314021e-6,2.5555554873664833e-6,2.6978498538766966e-6,2.7319184787875767e-6,2.360914016627859e-6,2.226420668743669e-6,2.408359305041434e-6,2.2450606902062053e-6
t92,2.4467021582349426e-6,2.668274955481684e-6,2.5723652070689233e-6,2.5535716574955384e-6,2.696784534060066e-6,2.7252759522625866e-6,2.3694681506792563e-6,2.2252023825425113e-6,2.406974693770886e-6,2.244042818205025e-6
t93,2.4461682987535065e-6,2.667892975004254e-6,2.5701099153809533e-6,2.5530088969590806e-6,2.69598775037488e-6,2.704787264143122e-6,2.3564167054696517e-6,2.2253835313864456e-6,2.407294055748199e-6,2.2455547982649035e-6
t94,2.445681798985314e-6,2.667803880698264e-6,2.5674375722442484e-6,2.5525561245911456e-6,2.695020897671465e-6,2.6955814059120417e-6,2.339963482283361e-6,2.2243411982700995e-6,2.4077084419598775e-6,2.2473779636657756e-6
t95,2.4439029902237663e-6,2.6661132770026215e-6,2.565365944375253e-6,2.551660274348791e-6,2.690622445635437e-6,2.6964222122655324e-6,2.3289413940714755e-6,2.2227237055107124e-6,2.4068882023931084e-6,2.248826659353345e-6
t96,2.448193476775214e-6,2.6692149229766514e-6,2.5702418951962275e-6,2.5560160978638076e-6,2.6958174372286296e-6,2.6936958110579962e-6,2.3268794580613048e-6,2.226385917534769e-6,2.4116167466692957e-6,2.25446283667809e-6
t97,2.4471538557350442e-6,2.6685955638579095e-6,2.5687131693432494e-6,2.554614936432452e-6,2.69306862337333e-6,2.691213611977679e-6,2.3239342062886253e-6,2.2247589920020453e-6,2.4101463532767696e-6,2.2555602575980474e-6
t98,2.4519184908025096e-6,2.6691079947431045e-6,2.5679105688931406e-6,2.5539268537825184e-6,2.6920377032693115e-6,2.689111915774003e-6,2.321617895898273e-6,2.229250247991519e-6,2.409670790458354e-6,2.2572443345410434e-6
t99,2.451274111972858e-6,2.669117451084862e-6,2.5672552553737363e-6,2.5531261818383853e-6,2.6907869440695115e-6,2.6901236455123613e-6,2.3177577504976487e-6,2.2268836535029594e-6,2.4094480812313437e-6,2.2598251478348706e-6
t100,2.4521227581629572e-6,2.668072660552615e-6,2.566444291815341e-6,2.551360349808521e-6,2.688309842227614e-6,2.6935166664099443e-6,2.317216627644896e-6,2.2277568407515658e-6,2.4078512271640716e-6,2.261223899393906e-6
t101,2.4560156439129202e-6,2.6707615902520344e-6,2.5727774760378655e-6,2.555343938641086e-6,2.692860464021291e-6,2.6964765327327076e-6,2.318777449199074e-6,2.2315885117971447e-6,2.412395086265416e-6,2.2677390812034223e-6
t102,2.4544987750157767e-6,2.6691830228867412e-6,2.5735177095868826e-6,2.5541429689678735e-6,2.690812963206919e-6,2.695828637794661e-6,2.3167508765982243e-6,2.229585442347307e-6,2.4113317883005783e-6,2.270478144894261e-6
t103,2.4542269249779317e-6,2.6695034743418787e-6,2.5749402595477247e-6,2.554451330414632e-6,2.6892207900915827e-6,2.693840545596102e-6,2.3173478331339316e-6,2.2293551636094617e-6,2.410759274868413e-6,2.273761453561195e-6
t104,2.4464100558166996e-6,2.671172974833878e-6,2.577337018136136e-6,2.5546250500822343e-6,2.687010541027155e-6,2.693603492771112e-6,2.316670373223688e-6,2.220308353302858e-6,2.4109213935441315e-6,2.278879782852954e-6
t105,2.4469155600129367e-6,2.673405458035306e-6,2.579034838602171e-6,2.5545990344325286e-6,2.68643638079069e-6,2.6948167749434546e-6,2.31505430747464e-6,2.221467821914525e-6,2.4107836875043603e-6,2.2823043651513498e-6
t106,2.451052964725737e-6,2.6785211212336796e-6,2.5858255965518724e-6,2.558577742148556e-6,2.6920015002826805e-6,2.6995094764049294e-6,2.315682707904099e-6,2.224325975972058e-6,2.4151135365272098e-6,2.288544588267284e-6
t107,2.4479065002630323e-6,2.676283370611089e-6,2.5866080538248668e-6,2.5569020485555933e-6,2.6843992900137866e-6,2.7018896181143204e-6,2.3118066218863927e-6,2.2213713616011878e-6,2.4130491842491197e-6,2.2899431225555213e-6
t108,2.4475357218362686e-6,2.675826144849593e-6,2.5859137847585973e-6,2.5563394620192287e-6,2.6840666078925037e-6,2.7021089521660064e-6,2.3137224039872966e-6,2.2228167136751756e-6,2.4114821317723664e-6,2.2903246594793623e-6
t109,2.4468806740726303e-6,2.6751189388256618e-6,2.584911071387128e-6,2.5557130778078817e-6,2.683441500737237e-6,2.7024215768694802e-6,2.315864045866781e-6,2.2230049224139073e-6,2.409936106294009e-6,2.2902879780057142e-6
t110,2.445199782426913e-6,2.6729869563163683e-6,2.583689162703351e-6,2.554077971675662e-6,2.6830758477087175e-6,2.700413335774244e-6,2.3119594136972806e-6,2.2224574095519833e-6,2.4087413926447396e-6,2.2895989660590512e-6
t111,2.448839440563801e-6,2.6755113543066187e-6,2.5893284061064562e-6,2.558119915975852e-6,2.6919312737807415e-6,2.701839556325086e-6,2.3158806212433365e-6,2.227919649321753e-6,2.4129056004842295e-6,2.2924060612603205e-6
t112,2.446963131477015e-6,2.6733186581573605e-6,2.5895647080377913e-6,2.555660077994705e-6,2.6914920793184485e-6,2.704017580169223e-6,2.3204141272190715e-6,2.2280567128464324e-6,2.411489969562105e-6,2.2907146240588007e-6
t113,2.445876301845123e-6,2.6720156519081207e-6,2.5914461913654014e-6,2.5564274689754617e-6,2.6899291470638077e-6,2.704381996488765e-6,2.3296579487069856e-6,2.229146180823472e-6,2.4106241309180333e-6,2.291151523740908e-6
t114,2.4450887838410344e-6,2.6720603200277033e-6,2.592123323487354e-6,2.556885349094402e-6,2.686530261097648e-6,2.719703996963539e-6,2.351882295764754e-6,2.229128486307483e-6,2.4094308147093286e-6,2.289918185597138e-6
