Voll,Demand_Segment,Segment_Cost_of_Demand_Curtailment_Fraction,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_liqH2_MW_z1,Load_liqH2_MW_z2,Load_liqH2_MW_z3
,,,,,,,158,526.7075,3099.4029,1167.2232000000001
,,,,,,,159,515.4842,3033.2445000000002,1142.2169000000001
,,,,,,,160,493.0376,2900.9277000000006,1092.4012
,,,,,,,161,469.2127,2761.1286999999998,1039.8289000000002
,,,,,,,162,420.5784,2474.2454000000002,931.7308
,,,,,,,163,361.7053,2128.489,801.5799000000001
,,,,,,,164,289.2461,1702.0036,640.9095
,,,,,,,165,230.56990000000002,1356.2472,510.75860000000006
,,,,,,,166,179.179,1054.7933,397.1473000000001
,,,,,,,167,129.1664,760.4278,286.4895
,,,,,,,168,88.0143,517.8470000000001,194.931
,,,,,,,169,31.897800000000004,187.2519,70.4902
,,,,,,,170,24.021800000000002,141.1773,53.163000000000004
,,,,,,,171,34.4575,202.6101,76.3972
,,,,,,,172,78.76,463.69950000000006,174.6503
,,,,,,,173,162.24560000000002,954.965,359.7363
,,,,,,,174,264.04290000000003,1553.9348000000002,585.1868000000001
,,,,,,,175,330.5951,1945.372,732.6649000000001
,,,,,,,176,378.8356,2229.4987,839.5816000000001
,,,,,,,177,398.5256,2344.6852,882.8996000000001
,,,,,,,178,421.9567,2482.909,935.0781000000001
,,,,,,,179,500.32290000000006,2943.4581000000003,1108.547
,,,,,,,180,532.8114,3135.4356000000002,1180.8093000000001
,,,,,,,181,548.5634,3227.5848,1215.4637
,,,,,,,182,538.1277,3166.1520000000005,1192.2295
,,,,,,,183,532.8114,3135.4356000000002,1180.8093000000001
,,,,,,,184,510.75860000000006,3004.8909000000003,1131.5843
,,,,,,,185,484.5709,2851.3089000000004,1073.6957
,,,,,,,186,428.4544000000001,2521.1076,949.4518
,,,,,,,187,356.78280000000007,2098.954,790.3566000000001
,,,,,,,188,271.9189,1600.0094000000001,602.5140000000001
,,,,,,,189,206.745,1216.0544,457.98940000000005
,,,,,,,190,144.13080000000002,847.6545,319.17490000000004
,,,,,,,191,89.19570000000002,525.1323000000001,197.6876
,,,,,,,192,52.769200000000005,310.1175,116.7617
,,,,,,,193,49.02810000000001,288.8523,108.88570000000001
,,,,,,,194,35.442,208.714,78.5631
,,,,,,,195,32.6854,192.5682,72.45920000000001
,,,,,,,196,48.437400000000004,284.9143,107.3105
,,,,,,,197,87.2267,513.7121000000001,193.35580000000002
,,,,,,,198,143.1463,842.732,317.4028
,,,,,,,199,216.19620000000003,1272.1709,479.0577
,,,,,,,200,295.35,1737.6425000000002,654.2986999999999
,,,,,,,201,373.1255,2195.0412,826.5862
,,,,,,,202,413.8838,2435.8499,917.3571000000002
,,,,,,,203,426.8792,2512.0502,946.1045
,,,,,,,204,445.3878,2620.3452,986.8628
,,,,,,,205,473.9383,2788.8916,1050.2646000000002
,,,,,,,206,495.2035,2913.3324000000002,1097.1268
,,,,,,,207,518.2408,3049.7841,1148.5177
,,,,,,,208,531.2362,3125.9844,1177.2651
,,,,,,,209,505.44230000000005,2973.5838000000003,1119.7703000000001
,,,,,,,210,457.5956,2692.6075,1014.0350000000001
,,,,,,,211,379.8201,2235.2088,841.7475000000001
,,,,,,,212,293.9717,1729.5696000000003,651.3452
,,,,,,,213,224.466,1320.2145,497.1725
,,,,,,,214,173.86270000000002,1023.2893,385.3333
,,,,,,,215,122.07800000000002,718.2912,270.54060000000004
,,,,,,,216,77.77550000000001,457.3987,172.28750000000002
,,,,,,,217,33.2761,195.3248,73.6406
,,,,,,,218,24.4156,143.34320000000002,53.95060000000001
,,,,,,,219,34.260600000000004,201.82250000000002,76.0034
,,,,,,,220,79.7445,469.0158,176.61930000000004
,,,,,,,221,171.49990000000003,1009.5063000000001,380.2139
,,,,,,,222,275.66,1621.8653000000002,610.7838
,,,,,,,223,341.03080000000006,2006.0172,755.5053
,,,,,,,224,390.84650000000005,2299.2013,865.7693
,,,,,,,225,411.71790000000004,2423.0514000000003,912.4346000000002
,,,,,,,226,393.99690000000004,2318.6944000000003,873.2515000000001
,,,,,,,227,391.831,2305.699,868.3290000000001
,,,,,,,228,406.2047,2390.3660000000004,900.2268
,,,,,,,229,431.80170000000004,2540.2069,956.5402
,,,,,,,230,448.34130000000005,2637.8693000000003,993.3605000000001
,,,,,,,231,484.7678000000001,2852.8840999999998,1074.2864000000002
,,,,,,,232,514.6966,3028.7158,1140.6417000000001
,,,,,,,233,500.32290000000006,2944.0488000000005,1108.7439000000002
,,,,,,,234,470.39410000000004,2768.2171000000003,1042.3886
,,,,,,,235,387.49920000000003,2279.7082,858.484
,,,,,,,236,284.5205,1673.8469000000002,630.4738000000001
,,,,,,,237,205.95740000000004,1211.5257000000001,456.2173000000001
,,,,,,,238,154.96030000000002,911.8439000000001,343.39360000000005
,,,,,,,239,91.95230000000001,540.6874,203.5946
,,,,,,,240,51.98160000000001,306.1795,115.1865
,,,,,,,241,34.6544,203.9884,76.791
,,,,,,,242,25.400100000000002,149.644,56.3134
,,,,,,,243,35.835800000000006,210.87990000000002,79.3507
,,,,,,,244,83.28870000000002,489.69030000000004,184.2984
,,,,,,,245,179.179,1054.2026,396.9504
,,,,,,,246,287.8678,1693.3400000000001,637.7591000000001
,,,,,,,247,355.9952,2094.6222000000002,788.7814000000001
,,,,,,,248,407.9768,2400.6048,903.9679
,,,,,,,249,430.0296,2529.7712,952.7991000000001
,,,,,,,250,411.521,2421.0824000000002,911.647
,,,,,,,251,409.1582,2407.4963000000002,906.5276
,,,,,,,252,424.12260000000003,2495.9044000000004,940.0006000000001
,,,,,,,253,450.70410000000004,2652.243,998.8737
,,,,,,,254,468.03130000000004,2754.2372,1037.2692
,,,,,,,255,506.22990000000004,2978.7032000000004,1121.7393
,,,,,,,256,537.537,3162.4109000000003,1190.8512
,,,,,,,257,522.3757,3074.0028,1157.5751
,,,,,,,258,491.26550000000003,2890.2951,1088.4632000000001
,,,,,,,259,404.43260000000004,2380.3241000000003,896.2888000000002
,,,,,,,260,297.1221,1747.6844000000003,658.2367
,,,,,,,261,215.0148,1264.8856,476.3011000000001
,,,,,,,262,161.85180000000003,952.0115000000001,358.55490000000003
,,,,,,,263,95.89030000000001,564.5123000000001,212.65200000000002
,,,,,,,264,54.3444,319.56870000000004,120.30590000000001
,,,,,,,265,36.623400000000004,215.6055,81.12280000000001
,,,,,,,266,26.778400000000005,158.1107,59.463800000000006
,,,,,,,267,37.8048,222.6939,83.8794
,,,,,,,268,87.8174,517.2563,194.7341
,,,,,,,269,189.2209,1113.4695,419.39700000000005
,,,,,,,270,304.0136,1788.8365000000001,673.5949
,,,,,,,271,376.07900000000006,2212.5653,833.2808000000001
,,,,,,,272,431.01410000000004,2535.8751,954.965
,,,,,,,273,454.24830000000003,2672.3268000000003,1006.3559
,,,,,,,274,434.55830000000003,2557.5341,963.0379
,,,,,,,275,432.19550000000004,2543.1604,957.7216000000001
,,,,,,,276,448.1444000000001,2636.4910000000004,992.7698000000001
,,,,,,,277,476.10420000000005,2801.6901,1054.9902
,,,,,,,278,494.4159,2909.3944,1095.7485000000001
,,,,,,,279,534.7804,3146.4620000000004,1184.9442000000001
,,,,,,,280,567.6627,3340.4085000000005,1257.9941000000001
,,,,,,,281,551.9107,3247.0779,1222.749
,,,,,,,282,518.8315,3053.1314,1149.6991
,,,,,,,283,427.273,2514.413,946.8921000000001
,,,,,,,284,313.8586,1846.3313,695.2539
,,,,,,,285,227.0257,1336.1634000000001,503.2764
,,,,,,,286,170.9092,1005.7652,378.8356
,,,,,,,287,101.40350000000001,596.2132,224.466
,,,,,,,288,57.297900000000006,337.6835,127.1974
,,,,,,,289,56.3134,331.77650000000006,125.0315
,,,,,,,290,39.7738,234.11410000000004,88.21120000000002
,,,,,,,291,38.592400000000005,226.6319,85.4546
,,,,,,,292,53.95060000000001,317.9935,119.71520000000001
,,,,,,,293,100.2221,589.7155,222.10320000000002
,,,,,,,294,164.6084,968.3542000000001,364.65880000000004
,,,,,,,295,249.86610000000002,1470.2523,553.6828
,,,,,,,296,339.4556,1996.7629000000002,751.9611
,,,,,,,297,430.22650000000004,2531.5433,953.3898000000002
,,,,,,,298,476.498,2803.4622,1055.7778
,,,,,,,299,491.85620000000006,2894.6269,1090.0384000000001
,,,,,,,300,514.4997,3026.9437,1139.8541
,,,,,,,301,546.5944000000001,3216.5584000000003,1211.3288000000002
,,,,,,,302,570.6162,3357.1450000000004,1264.2948999999999
,,,,,,,303,598.576,3522.1472000000003,1326.3184
,,,,,,,304,614.1311000000001,3613.3119,1360.7759
,,,,,,,305,583.6116000000001,3433.5422000000003,1293.0423
,,,,,,,306,527.8889,3105.7037,1169.586
,,,,,,,307,438.69320000000005,2580.7683,971.8984
,,,,,,,308,341.03080000000006,2006.6079,755.7022000000001
,,,,,,,309,260.3018,1531.0944000000002,576.5232000000001
,,,,,,,310,203.20080000000002,1195.1830000000002,450.1134
,,,,,,,311,141.768,834.4622,314.2524
,,,,,,,312,91.75540000000001,539.7029,203.20080000000002
,,,,,,,313,56.7072,333.9424,125.8191
,,,,,,,314,73.04990000000001,429.6358,161.85180000000003
,,,,,,,315,26.778400000000005,157.3231,59.2669
,,,,,,,316,41.7428,245.73120000000003,92.543
,,,,,,,317,77.97240000000001,458.9739,172.8782
,,,,,,,318,127.98500000000001,753.1425,283.536
,,,,,,,319,195.5217,1150.2898,433.18
,,,,,,,320,276.8414,1628.363,613.3435000000001
,,,,,,,321,361.7053,2128.489,801.5799000000001
,,,,,,,322,465.4716,2739.0759000000003,1031.5591000000002
,,,,,,,323,531.8269,3128.9379000000004,1178.2496
,,,,,,,324,545.413,3209.8638000000005,1208.7691
,,,,,,,325,543.0502,3195.0963000000006,1203.2559
,,,,,,,326,526.7075,3099.4029,1167.2232000000001
,,,,,,,327,515.4842,3033.2445000000002,1142.2169000000001
,,,,,,,328,493.0376,2900.9277000000006,1092.4012
,,,,,,,329,469.2127,2761.1286999999998,1039.8289000000002
,,,,,,,330,420.5784,2474.2454000000002,931.7308
,,,,,,,331,361.7053,2128.489,801.5799000000001
,,,,,,,332,289.2461,1702.0036,640.9095
,,,,,,,333,230.56990000000002,1356.2472,510.75860000000006
,,,,,,,334,179.179,1054.7933,397.1473000000001
,,,,,,,335,129.1664,760.4278,286.4895
,,,,,,,336,88.0143,517.8470000000001,194.931
,,,,,,,337,31.897800000000004,187.2519,70.4902
,,,,,,,338,24.021800000000002,141.1773,53.163000000000004
,,,,,,,339,34.4575,202.6101,76.3972
,,,,,,,340,78.76,463.69950000000006,174.6503
,,,,,,,341,162.24560000000002,954.965,359.7363
,,,,,,,342,264.04290000000003,1553.9348000000002,585.1868000000001
,,,,,,,343,330.5951,1945.372,732.6649000000001
,,,,,,,344,378.8356,2229.4987,839.5816000000001
,,,,,,,345,398.5256,2344.6852,882.8996000000001
,,,,,,,346,421.9567,2482.909,935.0781000000001
,,,,,,,347,500.32290000000006,2943.4581000000003,1108.547
,,,,,,,348,532.8114,3135.4356000000002,1180.8093000000001
,,,,,,,349,548.5634,3227.5848,1215.4637
,,,,,,,350,538.1277,3166.1520000000005,1192.2295
,,,,,,,351,532.8114,3135.4356000000002,1180.8093000000001
,,,,,,,352,510.75860000000006,3004.8909000000003,1131.5843
,,,,,,,353,484.5709,2851.3089000000004,1073.6957
,,,,,,,354,428.4544000000001,2521.1076,949.4518
,,,,,,,355,356.78280000000007,2098.954,790.3566000000001
,,,,,,,356,271.9189,1600.0094000000001,602.5140000000001
,,,,,,,357,206.745,1216.0544,457.98940000000005
,,,,,,,358,144.13080000000002,847.6545,319.17490000000004
,,,,,,,359,89.19570000000002,525.1323000000001,197.6876
,,,,,,,360,52.769200000000005,310.1175,116.7617
,,,,,,,361,49.02810000000001,288.8523,108.88570000000001
,,,,,,,362,35.442,208.714,78.5631
,,,,,,,363,32.6854,192.5682,72.45920000000001
,,,,,,,364,48.437400000000004,284.9143,107.3105
,,,,,,,365,87.2267,513.7121000000001,193.35580000000002
,,,,,,,366,143.1463,842.732,317.4028
,,,,,,,367,216.19620000000003,1272.1709,479.0577
,,,,,,,368,295.35,1737.6425000000002,654.2986999999999
,,,,,,,369,373.1255,2195.0412,826.5862
,,,,,,,370,413.8838,2435.8499,917.3571000000002
,,,,,,,371,426.8792,2512.0502,946.1045
,,,,,,,372,445.3878,2620.3452,986.8628
,,,,,,,373,473.9383,2788.8916,1050.2646000000002
,,,,,,,374,495.2035,2913.3324000000002,1097.1268
,,,,,,,375,518.2408,3049.7841,1148.5177
,,,,,,,376,531.2362,3125.9844,1177.2651
,,,,,,,377,505.44230000000005,2973.5838000000003,1119.7703000000001
,,,,,,,378,457.5956,2692.6075,1014.0350000000001
,,,,,,,379,379.8201,2235.2088,841.7475000000001
,,,,,,,380,293.9717,1729.5696000000003,651.3452
,,,,,,,381,224.466,1320.2145,497.1725
,,,,,,,382,173.86270000000002,1023.2893,385.3333
,,,,,,,383,122.07800000000002,718.2912,270.54060000000004
,,,,,,,384,77.77550000000001,457.3987,172.28750000000002
,,,,,,,385,33.2761,195.3248,73.6406
,,,,,,,386,24.4156,143.34320000000002,53.95060000000001
,,,,,,,387,34.260600000000004,201.82250000000002,76.0034
,,,,,,,388,79.7445,469.0158,176.61930000000004
,,,,,,,389,171.49990000000003,1009.5063000000001,380.2139
,,,,,,,390,275.66,1621.8653000000002,610.7838
,,,,,,,391,341.03080000000006,2006.0172,755.5053
,,,,,,,392,390.84650000000005,2299.2013,865.7693
,,,,,,,393,411.71790000000004,2423.0514000000003,912.4346000000002
,,,,,,,394,393.99690000000004,2318.6944000000003,873.2515000000001
,,,,,,,395,391.831,2305.699,868.3290000000001
,,,,,,,396,406.2047,2390.3660000000004,900.2268
,,,,,,,397,431.80170000000004,2540.2069,956.5402
,,,,,,,398,448.34130000000005,2637.8693000000003,993.3605000000001
,,,,,,,399,484.7678000000001,2852.8840999999998,1074.2864000000002
,,,,,,,400,514.6966,3028.7158,1140.6417000000001
,,,,,,,401,500.32290000000006,2944.0488000000005,1108.7439000000002
,,,,,,,402,470.39410000000004,2768.2171000000003,1042.3886
,,,,,,,403,387.49920000000003,2279.7082,858.484
,,,,,,,404,284.5205,1673.8469000000002,630.4738000000001
,,,,,,,405,205.95740000000004,1211.5257000000001,456.2173000000001
,,,,,,,406,154.96030000000002,911.8439000000001,343.39360000000005
,,,,,,,407,91.95230000000001,540.6874,203.5946
,,,,,,,408,51.98160000000001,306.1795,115.1865
,,,,,,,409,34.6544,203.9884,76.791
,,,,,,,410,25.400100000000002,149.644,56.3134
,,,,,,,411,35.835800000000006,210.87990000000002,79.3507
,,,,,,,412,83.28870000000002,489.69030000000004,184.2984
,,,,,,,413,179.179,1054.2026,396.9504
,,,,,,,414,287.8678,1693.3400000000001,637.7591000000001
,,,,,,,415,355.9952,2094.6222000000002,788.7814000000001
,,,,,,,416,407.9768,2400.6048,903.9679
,,,,,,,417,430.0296,2529.7712,952.7991000000001
,,,,,,,418,411.521,2421.0824000000002,911.647
,,,,,,,419,409.1582,2407.4963000000002,906.5276
,,,,,,,420,424.12260000000003,2495.9044000000004,940.0006000000001
,,,,,,,421,450.70410000000004,2652.243,998.8737
,,,,,,,422,468.03130000000004,2754.2372,1037.2692
,,,,,,,423,506.22990000000004,2978.7032000000004,1121.7393
,,,,,,,424,537.537,3162.4109000000003,1190.8512
,,,,,,,425,522.3757,3074.0028,1157.5751
,,,,,,,426,491.26550000000003,2890.2951,1088.4632000000001
,,,,,,,427,404.43260000000004,2380.3241000000003,896.2888000000002
,,,,,,,428,297.1221,1747.6844000000003,658.2367
,,,,,,,429,215.0148,1264.8856,476.3011000000001
,,,,,,,430,161.85180000000003,952.0115000000001,358.55490000000003
,,,,,,,431,95.89030000000001,564.5123000000001,212.65200000000002
,,,,,,,432,54.3444,319.56870000000004,120.30590000000001
,,,,,,,433,36.623400000000004,215.6055,81.12280000000001
,,,,,,,434,26.778400000000005,158.1107,59.463800000000006
,,,,,,,435,37.8048,222.6939,83.8794
,,,,,,,436,87.8174,517.2563,194.7341
,,,,,,,437,189.2209,1113.4695,419.39700000000005
,,,,,,,438,304.0136,1788.8365000000001,673.5949
,,,,,,,439,376.07900000000006,2212.5653,833.2808000000001
,,,,,,,440,431.01410000000004,2535.8751,954.965
,,,,,,,441,454.24830000000003,2672.3268000000003,1006.3559
,,,,,,,442,434.55830000000003,2557.5341,963.0379
,,,,,,,443,432.19550000000004,2543.1604,957.7216000000001
,,,,,,,444,448.1444000000001,2636.4910000000004,992.7698000000001
,,,,,,,445,476.10420000000005,2801.6901,1054.9902
,,,,,,,446,494.4159,2909.3944,1095.7485000000001
,,,,,,,447,534.7804,3146.4620000000004,1184.9442000000001
,,,,,,,448,567.6627,3340.4085000000005,1257.9941000000001
,,,,,,,449,551.9107,3247.0779,1222.749
,,,,,,,450,518.8315,3053.1314,1149.6991
,,,,,,,451,427.273,2514.413,946.8921000000001
,,,,,,,452,313.8586,1846.3313,695.2539
,,,,,,,453,227.0257,1336.1634000000001,503.2764
,,,,,,,454,170.9092,1005.7652,378.8356
,,,,,,,455,101.40350000000001,596.2132,224.466
,,,,,,,456,57.297900000000006,337.6835,127.1974
,,,,,,,457,56.3134,331.77650000000006,125.0315
,,,,,,,458,39.7738,234.11410000000004,88.21120000000002
,,,,,,,459,38.592400000000005,226.6319,85.4546
,,,,,,,460,53.95060000000001,317.9935,119.71520000000001
,,,,,,,461,100.2221,589.7155,222.10320000000002
,,,,,,,462,164.6084,968.3542000000001,364.65880000000004
,,,,,,,463,249.86610000000002,1470.2523,553.6828
,,,,,,,464,339.4556,1996.7629000000002,751.9611
,,,,,,,465,430.22650000000004,2531.5433,953.3898000000002
,,,,,,,466,476.498,2803.4622,1055.7778
,,,,,,,467,491.85620000000006,2894.6269,1090.0384000000001
,,,,,,,468,514.4997,3026.9437,1139.8541
,,,,,,,469,546.5944000000001,3216.5584000000003,1211.3288000000002
,,,,,,,470,570.6162,3357.1450000000004,1264.2948999999999
,,,,,,,471,598.576,3522.1472000000003,1326.3184
,,,,,,,472,614.1311000000001,3613.3119,1360.7759
,,,,,,,473,583.6116000000001,3433.5422000000003,1293.0423
,,,,,,,474,527.8889,3105.7037,1169.586
,,,,,,,475,438.69320000000005,2580.7683,971.8984
,,,,,,,476,341.03080000000006,2006.6079,755.7022000000001
,,,,,,,477,260.3018,1531.0944000000002,576.5232000000001
,,,,,,,478,203.20080000000002,1195.1830000000002,450.1134
,,,,,,,479,141.768,834.4622,314.2524
