Voll,Demand_Segment,Segment_Cost_of_Demand_Curtailment_Fraction,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_liqH2_MW_z1,Load_liqH2_MW_z2,Load_liqH2_MW_z3
,,,,,,,2014,179.179,1054.7933,397.1473000000001
,,,,,,,2015,129.1664,760.4278,286.4895
,,,,,,,2016,88.0143,517.8470000000001,194.931
,,,,,,,2017,31.897800000000004,187.2519,70.4902
,,,,,,,2018,24.021800000000002,141.1773,53.163000000000004
,,,,,,,2019,34.4575,202.6101,76.3972
,,,,,,,2020,78.76,463.69950000000006,174.6503
,,,,,,,2021,162.24560000000002,954.965,359.7363
,,,,,,,2022,264.04290000000003,1553.9348000000002,585.1868000000001
,,,,,,,2023,330.5951,1945.372,732.6649000000001
,,,,,,,2024,378.8356,2229.4987,839.5816000000001
,,,,,,,2025,398.5256,2344.6852,882.8996000000001
,,,,,,,2026,421.9567,2482.909,935.0781000000001
,,,,,,,2027,500.32290000000006,2943.4581000000003,1108.547
,,,,,,,2028,532.8114,3135.4356000000002,1180.8093000000001
,,,,,,,2029,548.5634,3227.5848,1215.4637
,,,,,,,2030,538.1277,3166.1520000000005,1192.2295
,,,,,,,2031,532.8114,3135.4356000000002,1180.8093000000001
,,,,,,,2032,510.75860000000006,3004.8909000000003,1131.5843
,,,,,,,2033,484.5709,2851.3089000000004,1073.6957
,,,,,,,2034,428.4544000000001,2521.1076,949.4518
,,,,,,,2035,356.78280000000007,2098.954,790.3566000000001
,,,,,,,2036,271.9189,1600.0094000000001,602.5140000000001
,,,,,,,2037,206.745,1216.0544,457.98940000000005
,,,,,,,2038,144.13080000000002,847.6545,319.17490000000004
,,,,,,,2039,89.19570000000002,525.1323000000001,197.6876
,,,,,,,2040,52.769200000000005,310.1175,116.7617
,,,,,,,2041,49.02810000000001,288.8523,108.88570000000001
,,,,,,,2042,35.442,208.714,78.5631
,,,,,,,2043,32.6854,192.5682,72.45920000000001
,,,,,,,2044,48.437400000000004,284.9143,107.3105
,,,,,,,2045,87.2267,513.7121000000001,193.35580000000002
,,,,,,,2046,143.1463,842.732,317.4028
,,,,,,,2047,216.19620000000003,1272.1709,479.0577
,,,,,,,2048,295.35,1737.6425000000002,654.2986999999999
,,,,,,,2049,373.1255,2195.0412,826.5862
,,,,,,,2050,413.8838,2435.8499,917.3571000000002
,,,,,,,2051,426.8792,2512.0502,946.1045
,,,,,,,2052,445.3878,2620.3452,986.8628
,,,,,,,2053,473.9383,2788.8916,1050.2646000000002
,,,,,,,2054,495.2035,2913.3324000000002,1097.1268
,,,,,,,2055,518.2408,3049.7841,1148.5177
,,,,,,,2056,531.2362,3125.9844,1177.2651
,,,,,,,2057,505.44230000000005,2973.5838000000003,1119.7703000000001
,,,,,,,2058,457.5956,2692.6075,1014.0350000000001
,,,,,,,2059,379.8201,2235.2088,841.7475000000001
,,,,,,,2060,293.9717,1729.5696000000003,651.3452
,,,,,,,2061,224.466,1320.2145,497.1725
,,,,,,,2062,173.86270000000002,1023.2893,385.3333
,,,,,,,2063,122.07800000000002,718.2912,270.54060000000004
,,,,,,,2064,77.77550000000001,457.3987,172.28750000000002
,,,,,,,2065,33.2761,195.3248,73.6406
,,,,,,,2066,24.4156,143.34320000000002,53.95060000000001
,,,,,,,2067,34.260600000000004,201.82250000000002,76.0034
,,,,,,,2068,79.7445,469.0158,176.61930000000004
,,,,,,,2069,171.49990000000003,1009.5063000000001,380.2139
,,,,,,,2070,275.66,1621.8653000000002,610.7838
,,,,,,,2071,341.03080000000006,2006.0172,755.5053
,,,,,,,2072,390.84650000000005,2299.2013,865.7693
,,,,,,,2073,411.71790000000004,2423.0514000000003,912.4346000000002
,,,,,,,2074,393.99690000000004,2318.6944000000003,873.2515000000001
,,,,,,,2075,391.831,2305.699,868.3290000000001
,,,,,,,2076,406.2047,2390.3660000000004,900.2268
,,,,,,,2077,431.80170000000004,2540.2069,956.5402
,,,,,,,2078,448.34130000000005,2637.8693000000003,993.3605000000001
,,,,,,,2079,484.7678000000001,2852.8840999999998,1074.2864000000002
,,,,,,,2080,514.6966,3028.7158,1140.6417000000001
,,,,,,,2081,500.32290000000006,2944.0488000000005,1108.7439000000002
,,,,,,,2082,470.39410000000004,2768.2171000000003,1042.3886
,,,,,,,2083,387.49920000000003,2279.7082,858.484
,,,,,,,2084,284.5205,1673.8469000000002,630.4738000000001
,,,,,,,2085,205.95740000000004,1211.5257000000001,456.2173000000001
,,,,,,,2086,154.96030000000002,911.8439000000001,343.39360000000005
,,,,,,,2087,91.95230000000001,540.6874,203.5946
,,,,,,,2088,51.98160000000001,306.1795,115.1865
,,,,,,,2089,34.6544,203.9884,76.791
,,,,,,,2090,25.400100000000002,149.644,56.3134
,,,,,,,2091,35.835800000000006,210.87990000000002,79.3507
,,,,,,,2092,83.28870000000002,489.69030000000004,184.2984
,,,,,,,2093,179.179,1054.2026,396.9504
,,,,,,,2094,287.8678,1693.3400000000001,637.7591000000001
,,,,,,,2095,355.9952,2094.6222000000002,788.7814000000001
,,,,,,,2096,407.9768,2400.6048,903.9679
,,,,,,,2097,430.0296,2529.7712,952.7991000000001
,,,,,,,2098,411.521,2421.0824000000002,911.647
,,,,,,,2099,409.1582,2407.4963000000002,906.5276
,,,,,,,2100,424.12260000000003,2495.9044000000004,940.0006000000001
,,,,,,,2101,450.70410000000004,2652.243,998.8737
,,,,,,,2102,468.03130000000004,2754.2372,1037.2692
,,,,,,,2103,506.22990000000004,2978.7032000000004,1121.7393
,,,,,,,2104,537.537,3162.4109000000003,1190.8512
,,,,,,,2105,522.3757,3074.0028,1157.5751
,,,,,,,2106,491.26550000000003,2890.2951,1088.4632000000001
,,,,,,,2107,404.43260000000004,2380.3241000000003,896.2888000000002
,,,,,,,2108,297.1221,1747.6844000000003,658.2367
,,,,,,,2109,215.0148,1264.8856,476.3011000000001
,,,,,,,2110,161.85180000000003,952.0115000000001,358.55490000000003
,,,,,,,2111,95.89030000000001,564.5123000000001,212.65200000000002
,,,,,,,2112,54.3444,319.56870000000004,120.30590000000001
,,,,,,,2113,36.623400000000004,215.6055,81.12280000000001
,,,,,,,2114,26.778400000000005,158.1107,59.463800000000006
,,,,,,,2115,37.8048,222.6939,83.8794
,,,,,,,2116,87.8174,517.2563,194.7341
,,,,,,,2117,189.2209,1113.4695,419.39700000000005
,,,,,,,2118,304.0136,1788.8365000000001,673.5949
,,,,,,,2119,376.07900000000006,2212.5653,833.2808000000001
,,,,,,,2120,431.01410000000004,2535.8751,954.965
,,,,,,,2121,454.24830000000003,2672.3268000000003,1006.3559
,,,,,,,2122,434.55830000000003,2557.5341,963.0379
,,,,,,,2123,432.19550000000004,2543.1604,957.7216000000001
,,,,,,,2124,448.1444000000001,2636.4910000000004,992.7698000000001
,,,,,,,2125,476.10420000000005,2801.6901,1054.9902
,,,,,,,2126,494.4159,2909.3944,1095.7485000000001
,,,,,,,2127,534.7804,3146.4620000000004,1184.9442000000001
,,,,,,,2128,567.6627,3340.4085000000005,1257.9941000000001
,,,,,,,2129,551.9107,3247.0779,1222.749
,,,,,,,2130,518.8315,3053.1314,1149.6991
,,,,,,,2131,427.273,2514.413,946.8921000000001
,,,,,,,2132,313.8586,1846.3313,695.2539
,,,,,,,2133,227.0257,1336.1634000000001,503.2764
,,,,,,,2134,170.9092,1005.7652,378.8356
,,,,,,,2135,101.40350000000001,596.2132,224.466
,,,,,,,2136,57.297900000000006,337.6835,127.1974
,,,,,,,2137,56.3134,331.77650000000006,125.0315
,,,,,,,2138,39.7738,234.11410000000004,88.21120000000002
,,,,,,,2139,38.592400000000005,226.6319,85.4546
,,,,,,,2140,53.95060000000001,317.9935,119.71520000000001
,,,,,,,2141,100.2221,589.7155,222.10320000000002
,,,,,,,2142,164.6084,968.3542000000001,364.65880000000004
,,,,,,,2143,249.86610000000002,1470.2523,553.6828
,,,,,,,2144,339.4556,1996.7629000000002,751.9611
,,,,,,,2145,430.22650000000004,2531.5433,953.3898000000002
,,,,,,,2146,476.498,2803.4622,1055.7778
,,,,,,,2147,491.85620000000006,2894.6269,1090.0384000000001
,,,,,,,2148,514.4997,3026.9437,1139.8541
,,,,,,,2149,546.5944000000001,3216.5584000000003,1211.3288000000002
,,,,,,,2150,570.6162,3357.1450000000004,1264.2948999999999
,,,,,,,2151,598.576,3522.1472000000003,1326.3184
,,,,,,,2152,614.1311000000001,3613.3119,1360.7759
,,,,,,,2153,583.6116000000001,3433.5422000000003,1293.0423
,,,,,,,2154,527.8889,3105.7037,1169.586
,,,,,,,2155,438.69320000000005,2580.7683,971.8984
,,,,,,,2156,341.03080000000006,2006.6079,755.7022000000001
,,,,,,,2157,260.3018,1531.0944000000002,576.5232000000001
,,,,,,,2158,203.20080000000002,1195.1830000000002,450.1134
,,,,,,,2159,141.768,834.4622,314.2524
,,,,,,,2160,91.75540000000001,539.7029,203.20080000000002
,,,,,,,2161,56.7072,333.9424,125.8191
,,,,,,,2162,73.04990000000001,429.6358,161.85180000000003
,,,,,,,2163,26.778400000000005,157.3231,59.2669
,,,,,,,2164,41.7428,245.73120000000003,92.543
,,,,,,,2165,77.97240000000001,458.9739,172.8782
,,,,,,,2166,127.98500000000001,753.1425,283.536
,,,,,,,2167,195.5217,1150.2898,433.18
,,,,,,,2168,276.8414,1628.363,613.3435000000001
,,,,,,,2169,361.7053,2128.489,801.5799000000001
,,,,,,,2170,465.4716,2739.0759000000003,1031.5591000000002
,,,,,,,2171,531.8269,3128.9379000000004,1178.2496
,,,,,,,2172,545.413,3209.8638000000005,1208.7691
,,,,,,,2173,543.0502,3195.0963000000006,1203.2559
,,,,,,,2174,526.7075,3099.4029,1167.2232000000001
,,,,,,,2175,515.4842,3033.2445000000002,1142.2169000000001
,,,,,,,2176,493.0376,2900.9277000000006,1092.4012
,,,,,,,2177,469.2127,2761.1286999999998,1039.8289000000002
,,,,,,,2178,420.5784,2474.2454000000002,931.7308
,,,,,,,2179,361.7053,2128.489,801.5799000000001
,,,,,,,2180,289.2461,1702.0036,640.9095
,,,,,,,2181,230.56990000000002,1356.2472,510.75860000000006
,,,,,,,2182,179.179,1054.7933,397.1473000000001
,,,,,,,2183,129.1664,760.4278,286.4895
,,,,,,,2184,88.0143,517.8470000000001,194.931
,,,,,,,2185,31.897800000000004,187.2519,70.4902
,,,,,,,2186,24.021800000000002,141.1773,53.163000000000004
,,,,,,,2187,34.4575,202.6101,76.3972
,,,,,,,2188,78.76,463.69950000000006,174.6503
,,,,,,,2189,162.24560000000002,954.965,359.7363
,,,,,,,2190,264.04290000000003,1553.9348000000002,585.1868000000001
,,,,,,,2191,330.5951,1945.372,732.6649000000001
,,,,,,,2192,378.8356,2229.4987,839.5816000000001
,,,,,,,2193,398.5256,2344.6852,882.8996000000001
,,,,,,,2194,421.9567,2482.909,935.0781000000001
,,,,,,,2195,500.32290000000006,2943.4581000000003,1108.547
,,,,,,,2196,532.8114,3135.4356000000002,1180.8093000000001
,,,,,,,2197,548.5634,3227.5848,1215.4637
,,,,,,,2198,538.1277,3166.1520000000005,1192.2295
,,,,,,,2199,532.8114,3135.4356000000002,1180.8093000000001
,,,,,,,2200,510.75860000000006,3004.8909000000003,1131.5843
,,,,,,,2201,484.5709,2851.3089000000004,1073.6957
,,,,,,,2202,428.4544000000001,2521.1076,949.4518
,,,,,,,2203,356.78280000000007,2098.954,790.3566000000001
,,,,,,,2204,271.9189,1600.0094000000001,602.5140000000001
,,,,,,,2205,206.745,1216.0544,457.98940000000005
,,,,,,,2206,144.13080000000002,847.6545,319.17490000000004
,,,,,,,2207,89.19570000000002,525.1323000000001,197.6876
,,,,,,,2208,52.769200000000005,310.1175,116.7617
,,,,,,,2209,49.02810000000001,288.8523,108.88570000000001
,,,,,,,2210,35.442,208.714,78.5631
,,,,,,,2211,32.6854,192.5682,72.45920000000001
,,,,,,,2212,48.437400000000004,284.9143,107.3105
,,,,,,,2213,87.2267,513.7121000000001,193.35580000000002
,,,,,,,2214,143.1463,842.732,317.4028
,,,,,,,2215,216.19620000000003,1272.1709,479.0577
,,,,,,,2216,295.35,1737.6425000000002,654.2986999999999
,,,,,,,2217,373.1255,2195.0412,826.5862
,,,,,,,2218,413.8838,2435.8499,917.3571000000002
,,,,,,,2219,426.8792,2512.0502,946.1045
,,,,,,,2220,445.3878,2620.3452,986.8628
,,,,,,,2221,473.9383,2788.8916,1050.2646000000002
,,,,,,,2222,495.2035,2913.3324000000002,1097.1268
,,,,,,,2223,518.2408,3049.7841,1148.5177
,,,,,,,2224,531.2362,3125.9844,1177.2651
,,,,,,,2225,505.44230000000005,2973.5838000000003,1119.7703000000001
,,,,,,,2226,457.5956,2692.6075,1014.0350000000001
,,,,,,,2227,379.8201,2235.2088,841.7475000000001
,,,,,,,2228,293.9717,1729.5696000000003,651.3452
,,,,,,,2229,224.466,1320.2145,497.1725
,,,,,,,2230,173.86270000000002,1023.2893,385.3333
,,,,,,,2231,122.07800000000002,718.2912,270.54060000000004
,,,,,,,2232,77.77550000000001,457.3987,172.28750000000002
,,,,,,,2233,33.2761,195.3248,73.6406
,,,,,,,2234,24.4156,143.34320000000002,53.95060000000001
,,,,,,,2235,34.260600000000004,201.82250000000002,76.0034
,,,,,,,2236,79.7445,469.0158,176.61930000000004
,,,,,,,2237,171.49990000000003,1009.5063000000001,380.2139
,,,,,,,2238,275.66,1621.8653000000002,610.7838
,,,,,,,2239,341.03080000000006,2006.0172,755.5053
,,,,,,,2240,390.84650000000005,2299.2013,865.7693
,,,,,,,2241,411.71790000000004,2423.0514000000003,912.4346000000002
,,,,,,,2242,393.99690000000004,2318.6944000000003,873.2515000000001
,,,,,,,2243,391.831,2305.699,868.3290000000001
,,,,,,,2244,406.2047,2390.3660000000004,900.2268
,,,,,,,2245,431.80170000000004,2540.2069,956.5402
,,,,,,,2246,448.34130000000005,2637.8693000000003,993.3605000000001
,,,,,,,2247,484.7678000000001,2852.8840999999998,1074.2864000000002
,,,,,,,2248,514.6966,3028.7158,1140.6417000000001
,,,,,,,2249,500.32290000000006,2944.0488000000005,1108.7439000000002
,,,,,,,2250,470.39410000000004,2768.2171000000003,1042.3886
,,,,,,,2251,387.49920000000003,2279.7082,858.484
,,,,,,,2252,284.5205,1673.8469000000002,630.4738000000001
,,,,,,,2253,205.95740000000004,1211.5257000000001,456.2173000000001
,,,,,,,2254,154.96030000000002,911.8439000000001,343.39360000000005
,,,,,,,2255,91.95230000000001,540.6874,203.5946
,,,,,,,2256,51.98160000000001,306.1795,115.1865
,,,,,,,2257,34.6544,203.9884,76.791
,,,,,,,2258,25.400100000000002,149.644,56.3134
,,,,,,,2259,35.835800000000006,210.87990000000002,79.3507
,,,,,,,2260,83.28870000000002,489.69030000000004,184.2984
,,,,,,,2261,179.179,1054.2026,396.9504
,,,,,,,2262,287.8678,1693.3400000000001,637.7591000000001
,,,,,,,2263,355.9952,2094.6222000000002,788.7814000000001
,,,,,,,2264,407.9768,2400.6048,903.9679
,,,,,,,2265,430.0296,2529.7712,952.7991000000001
,,,,,,,2266,411.521,2421.0824000000002,911.647
,,,,,,,2267,409.1582,2407.4963000000002,906.5276
,,,,,,,2268,424.12260000000003,2495.9044000000004,940.0006000000001
,,,,,,,2269,450.70410000000004,2652.243,998.8737
,,,,,,,2270,468.03130000000004,2754.2372,1037.2692
,,,,,,,2271,506.22990000000004,2978.7032000000004,1121.7393
,,,,,,,2272,537.537,3162.4109000000003,1190.8512
,,,,,,,2273,522.3757,3074.0028,1157.5751
,,,,,,,2274,491.26550000000003,2890.2951,1088.4632000000001
,,,,,,,2275,404.43260000000004,2380.3241000000003,896.2888000000002
,,,,,,,2276,297.1221,1747.6844000000003,658.2367
,,,,,,,2277,215.0148,1264.8856,476.3011000000001
,,,,,,,2278,161.85180000000003,952.0115000000001,358.55490000000003
,,,,,,,2279,95.89030000000001,564.5123000000001,212.65200000000002
,,,,,,,2280,54.3444,319.56870000000004,120.30590000000001
,,,,,,,2281,36.623400000000004,215.6055,81.12280000000001
,,,,,,,2282,26.778400000000005,158.1107,59.463800000000006
,,,,,,,2283,37.8048,222.6939,83.8794
,,,,,,,2284,87.8174,517.2563,194.7341
,,,,,,,2285,189.2209,1113.4695,419.39700000000005
,,,,,,,2286,304.0136,1788.8365000000001,673.5949
,,,,,,,2287,376.07900000000006,2212.5653,833.2808000000001
,,,,,,,2288,431.01410000000004,2535.8751,954.965
,,,,,,,2289,454.24830000000003,2672.3268000000003,1006.3559
,,,,,,,2290,434.55830000000003,2557.5341,963.0379
,,,,,,,2291,432.19550000000004,2543.1604,957.7216000000001
,,,,,,,2292,448.1444000000001,2636.4910000000004,992.7698000000001
,,,,,,,2293,476.10420000000005,2801.6901,1054.9902
,,,,,,,2294,494.4159,2909.3944,1095.7485000000001
,,,,,,,2295,534.7804,3146.4620000000004,1184.9442000000001
,,,,,,,2296,567.6627,3340.4085000000005,1257.9941000000001
,,,,,,,2297,551.9107,3247.0779,1222.749
,,,,,,,2298,518.8315,3053.1314,1149.6991
,,,,,,,2299,427.273,2514.413,946.8921000000001
,,,,,,,2300,313.8586,1846.3313,695.2539
,,,,,,,2301,227.0257,1336.1634000000001,503.2764
,,,,,,,2302,170.9092,1005.7652,378.8356
,,,,,,,2303,101.40350000000001,596.2132,224.466
,,,,,,,2304,57.297900000000006,337.6835,127.1974
,,,,,,,2305,56.3134,331.77650000000006,125.0315
,,,,,,,2306,39.7738,234.11410000000004,88.21120000000002
,,,,,,,2307,38.592400000000005,226.6319,85.4546
,,,,,,,2308,53.95060000000001,317.9935,119.71520000000001
,,,,,,,2309,100.2221,589.7155,222.10320000000002
,,,,,,,2310,164.6084,968.3542000000001,364.65880000000004
,,,,,,,2311,249.86610000000002,1470.2523,553.6828
,,,,,,,2312,339.4556,1996.7629000000002,751.9611
,,,,,,,2313,430.22650000000004,2531.5433,953.3898000000002
,,,,,,,2314,476.498,2803.4622,1055.7778
,,,,,,,2315,491.85620000000006,2894.6269,1090.0384000000001
,,,,,,,2316,514.4997,3026.9437,1139.8541
,,,,,,,2317,546.5944000000001,3216.5584000000003,1211.3288000000002
,,,,,,,2318,570.6162,3357.1450000000004,1264.2948999999999
,,,,,,,2319,598.576,3522.1472000000003,1326.3184
,,,,,,,2320,614.1311000000001,3613.3119,1360.7759
,,,,,,,2321,583.6116000000001,3433.5422000000003,1293.0423
,,,,,,,2322,527.8889,3105.7037,1169.586
,,,,,,,2323,438.69320000000005,2580.7683,971.8984
,,,,,,,2324,341.03080000000006,2006.6079,755.7022000000001
,,,,,,,2325,260.3018,1531.0944000000002,576.5232000000001
,,,,,,,2326,203.20080000000002,1195.1830000000002,450.1134
,,,,,,,2327,141.768,834.4622,314.2524
,,,,,,,2328,91.75540000000001,539.7029,203.20080000000002
,,,,,,,2329,56.7072,333.9424,125.8191
,,,,,,,2330,73.04990000000001,429.6358,161.85180000000003
,,,,,,,2331,26.778400000000005,157.3231,59.2669
,,,,,,,2332,41.7428,245.73120000000003,92.543
,,,,,,,2333,77.97240000000001,458.9739,172.8782
,,,,,,,2334,127.98500000000001,753.1425,283.536
,,,,,,,2335,195.5217,1150.2898,433.18
,,,,,,,2336,276.8414,1628.363,613.3435000000001
,,,,,,,2337,361.7053,2128.489,801.5799000000001
,,,,,,,2338,465.4716,2739.0759000000003,1031.5591000000002
,,,,,,,2339,531.8269,3128.9379000000004,1178.2496
,,,,,,,2340,545.413,3209.8638000000005,1208.7691
,,,,,,,2341,543.0502,3195.0963000000006,1203.2559
,,,,,,,2342,526.7075,3099.4029,1167.2232000000001
,,,,,,,2343,515.4842,3033.2445000000002,1142.2169000000001
,,,,,,,2344,493.0376,2900.9277000000006,1092.4012
,,,,,,,2345,469.2127,2761.1286999999998,1039.8289000000002
,,,,,,,2346,420.5784,2474.2454000000002,931.7308
,,,,,,,2347,361.7053,2128.489,801.5799000000001
,,,,,,,2348,289.2461,1702.0036,640.9095
,,,,,,,2349,230.56990000000002,1356.2472,510.75860000000006
,,,,,,,2350,179.179,1054.7933,397.1473000000001
,,,,,,,2351,129.1664,760.4278,286.4895
,,,,,,,2352,88.0143,517.8470000000001,194.931
,,,,,,,2353,31.897800000000004,187.2519,70.4902
,,,,,,,2354,24.021800000000002,141.1773,53.163000000000004
,,,,,,,2355,34.4575,202.6101,76.3972
,,,,,,,2356,78.76,463.69950000000006,174.6503
,,,,,,,2357,162.24560000000002,954.965,359.7363
,,,,,,,2358,264.04290000000003,1553.9348000000002,585.1868000000001
,,,,,,,2359,330.5951,1945.372,732.6649000000001
,,,,,,,2360,378.8356,2229.4987,839.5816000000001
,,,,,,,2361,398.5256,2344.6852,882.8996000000001
,,,,,,,2362,421.9567,2482.909,935.0781000000001
,,,,,,,2363,500.32290000000006,2943.4581000000003,1108.547
,,,,,,,2364,532.8114,3135.4356000000002,1180.8093000000001
,,,,,,,2365,548.5634,3227.5848,1215.4637
,,,,,,,2366,538.1277,3166.1520000000005,1192.2295
,,,,,,,2367,532.8114,3135.4356000000002,1180.8093000000001
,,,,,,,2368,510.75860000000006,3004.8909000000003,1131.5843
,,,,,,,2369,484.5709,2851.3089000000004,1073.6957
,,,,,,,2370,428.4544000000001,2521.1076,949.4518
,,,,,,,2371,356.78280000000007,2098.954,790.3566000000001
,,,,,,,2372,271.9189,1600.0094000000001,602.5140000000001
,,,,,,,2373,206.745,1216.0544,457.98940000000005
,,,,,,,2374,144.13080000000002,847.6545,319.17490000000004
,,,,,,,2375,89.19570000000002,525.1323000000001,197.6876
,,,,,,,2376,52.769200000000005,310.1175,116.7617
,,,,,,,2377,49.02810000000001,288.8523,108.88570000000001
,,,,,,,2378,35.442,208.714,78.5631
,,,,,,,2379,32.6854,192.5682,72.45920000000001
,,,,,,,2380,48.437400000000004,284.9143,107.3105
,,,,,,,2381,87.2267,513.7121000000001,193.35580000000002
,,,,,,,2382,143.1463,842.732,317.4028
,,,,,,,2383,216.19620000000003,1272.1709,479.0577
,,,,,,,2384,295.35,1737.6425000000002,654.2986999999999
,,,,,,,2385,373.1255,2195.0412,826.5862
,,,,,,,2386,413.8838,2435.8499,917.3571000000002
,,,,,,,2387,426.8792,2512.0502,946.1045
,,,,,,,2388,445.3878,2620.3452,986.8628
,,,,,,,2389,473.9383,2788.8916,1050.2646000000002
,,,,,,,2390,495.2035,2913.3324000000002,1097.1268
,,,,,,,2391,518.2408,3049.7841,1148.5177
,,,,,,,2392,531.2362,3125.9844,1177.2651
,,,,,,,2393,505.44230000000005,2973.5838000000003,1119.7703000000001
,,,,,,,2394,457.5956,2692.6075,1014.0350000000001
,,,,,,,2395,379.8201,2235.2088,841.7475000000001
,,,,,,,2396,293.9717,1729.5696000000003,651.3452
,,,,,,,2397,224.466,1320.2145,497.1725
,,,,,,,2398,173.86270000000002,1023.2893,385.3333
,,,,,,,2399,122.07800000000002,718.2912,270.54060000000004
,,,,,,,2400,77.77550000000001,457.3987,172.28750000000002
,,,,,,,2401,33.2761,195.3248,73.6406
,,,,,,,2402,24.4156,143.34320000000002,53.95060000000001
,,,,,,,2403,34.260600000000004,201.82250000000002,76.0034
,,,,,,,2404,79.7445,469.0158,176.61930000000004
,,,,,,,2405,171.49990000000003,1009.5063000000001,380.2139
,,,,,,,2406,275.66,1621.8653000000002,610.7838
,,,,,,,2407,341.03080000000006,2006.0172,755.5053
,,,,,,,2408,390.84650000000005,2299.2013,865.7693
,,,,,,,2409,411.71790000000004,2423.0514000000003,912.4346000000002
,,,,,,,2410,393.99690000000004,2318.6944000000003,873.2515000000001
,,,,,,,2411,391.831,2305.699,868.3290000000001
,,,,,,,2412,406.2047,2390.3660000000004,900.2268
,,,,,,,2413,431.80170000000004,2540.2069,956.5402
,,,,,,,2414,448.34130000000005,2637.8693000000003,993.3605000000001
,,,,,,,2415,484.7678000000001,2852.8840999999998,1074.2864000000002
,,,,,,,2416,514.6966,3028.7158,1140.6417000000001
,,,,,,,2417,500.32290000000006,2944.0488000000005,1108.7439000000002
,,,,,,,2418,470.39410000000004,2768.2171000000003,1042.3886
,,,,,,,2419,387.49920000000003,2279.7082,858.484
,,,,,,,2420,284.5205,1673.8469000000002,630.4738000000001
,,,,,,,2421,205.95740000000004,1211.5257000000001,456.2173000000001
,,,,,,,2422,154.96030000000002,911.8439000000001,343.39360000000005
,,,,,,,2423,91.95230000000001,540.6874,203.5946
,,,,,,,2424,51.98160000000001,306.1795,115.1865
,,,,,,,2425,34.6544,203.9884,76.791
,,,,,,,2426,25.400100000000002,149.644,56.3134
,,,,,,,2427,35.835800000000006,210.87990000000002,79.3507
,,,,,,,2428,83.28870000000002,489.69030000000004,184.2984
,,,,,,,2429,179.179,1054.2026,396.9504
,,,,,,,2430,287.8678,1693.3400000000001,637.7591000000001
,,,,,,,2431,355.9952,2094.6222000000002,788.7814000000001
,,,,,,,2432,407.9768,2400.6048,903.9679
,,,,,,,2433,430.0296,2529.7712,952.7991000000001
,,,,,,,2434,411.521,2421.0824000000002,911.647
,,,,,,,2435,409.1582,2407.4963000000002,906.5276
,,,,,,,2436,424.12260000000003,2495.9044000000004,940.0006000000001
,,,,,,,2437,450.70410000000004,2652.243,998.8737
,,,,,,,2438,468.03130000000004,2754.2372,1037.2692
,,,,,,,2439,506.22990000000004,2978.7032000000004,1121.7393
,,,,,,,2440,537.537,3162.4109000000003,1190.8512
,,,,,,,2441,522.3757,3074.0028,1157.5751
,,,,,,,2442,491.26550000000003,2890.2951,1088.4632000000001
,,,,,,,2443,404.43260000000004,2380.3241000000003,896.2888000000002
,,,,,,,2444,297.1221,1747.6844000000003,658.2367
,,,,,,,2445,215.0148,1264.8856,476.3011000000001
,,,,,,,2446,161.85180000000003,952.0115000000001,358.55490000000003
,,,,,,,2447,95.89030000000001,564.5123000000001,212.65200000000002
,,,,,,,2448,54.3444,319.56870000000004,120.30590000000001
,,,,,,,2449,36.623400000000004,215.6055,81.12280000000001
,,,,,,,2450,26.778400000000005,158.1107,59.463800000000006
,,,,,,,2451,37.8048,222.6939,83.8794
,,,,,,,2452,87.8174,517.2563,194.7341
,,,,,,,2453,189.2209,1113.4695,419.39700000000005
,,,,,,,2454,304.0136,1788.8365000000001,673.5949
,,,,,,,2455,376.07900000000006,2212.5653,833.2808000000001
,,,,,,,2456,431.01410000000004,2535.8751,954.965
,,,,,,,2457,454.24830000000003,2672.3268000000003,1006.3559
,,,,,,,2458,434.55830000000003,2557.5341,963.0379
,,,,,,,2459,432.19550000000004,2543.1604,957.7216000000001
,,,,,,,2460,448.1444000000001,2636.4910000000004,992.7698000000001
,,,,,,,2461,476.10420000000005,2801.6901,1054.9902
,,,,,,,2462,494.4159,2909.3944,1095.7485000000001
,,,,,,,2463,534.7804,3146.4620000000004,1184.9442000000001
,,,,,,,2464,567.6627,3340.4085000000005,1257.9941000000001
,,,,,,,2465,551.9107,3247.0779,1222.749
,,,,,,,2466,518.8315,3053.1314,1149.6991
,,,,,,,2467,427.273,2514.413,946.8921000000001
,,,,,,,2468,313.8586,1846.3313,695.2539
,,,,,,,2469,227.0257,1336.1634000000001,503.2764
,,,,,,,2470,170.9092,1005.7652,378.8356
,,,,,,,2471,101.40350000000001,596.2132,224.466
,,,,,,,2472,57.297900000000006,337.6835,127.1974
,,,,,,,2473,56.3134,331.77650000000006,125.0315
,,,,,,,2474,39.7738,234.11410000000004,88.21120000000002
,,,,,,,2475,38.592400000000005,226.6319,85.4546
,,,,,,,2476,53.95060000000001,317.9935,119.71520000000001
,,,,,,,2477,100.2221,589.7155,222.10320000000002
,,,,,,,2478,164.6084,968.3542000000001,364.65880000000004
,,,,,,,2479,249.86610000000002,1470.2523,553.6828
,,,,,,,2480,339.4556,1996.7629000000002,751.9611
,,,,,,,2481,430.22650000000004,2531.5433,953.3898000000002
