Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_Tonne,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_liqH2_tonne_per_hr_z1,Load_liqH2_tonne_per_hr_z2,Load_liqH2_tonne_per_hr_z3
,,,,,,,7206,3.25,19.125,7.2
,,,,,,,7207,4.965,29.21,11
,,,,,,,7208,7.03,41.35,15.575
,,,,,,,7209,9.185,54.05,20.355
,,,,,,,7210,11.82,69.555,26.195
,,,,,,,7211,13.505,79.455,29.92
,,,,,,,7212,13.85,81.51,30.695
,,,,,,,7213,13.79,81.135,30.555
,,,,,,,7214,13.375,78.705,29.64
,,,,,,,7215,13.09,77.025,29.005
,,,,,,,7216,12.52,73.665,27.74
,,,,,,,7217,11.915,70.115,26.405
,,,,,,,7218,10.68,62.83,23.66
,,,,,,,7219,9.185,54.05,20.355
,,,,,,,7220,7.345,43.22,16.275
,,,,,,,7221,5.855,34.44,12.97
,,,,,,,7222,4.55,26.785,10.085
,,,,,,,7223,3.28,19.31,7.275
,,,,,,,7224,2.235,13.15,4.95
,,,,,,,7225,0.81,4.755,1.79
,,,,,,,7226,0.61,3.585,1.35
,,,,,,,7227,0.875,5.145,1.94
,,,,,,,7228,2,11.775,4.435
,,,,,,,7229,4.12,24.25,9.135
,,,,,,,7230,6.705,39.46,14.86
,,,,,,,7231,8.395,49.4,18.605
,,,,,,,7232,9.62,56.615,21.32
,,,,,,,7233,10.12,59.54,22.42
,,,,,,,7234,10.715,63.05,23.745
,,,,,,,7235,12.705,74.745,28.15
,,,,,,,7236,13.53,79.62,29.985
,,,,,,,7237,13.93,81.96,30.865
,,,,,,,7238,13.665,80.4,30.275
,,,,,,,7239,13.53,79.62,29.985
,,,,,,,7240,12.97,76.305,28.735
,,,,,,,7241,12.305,72.405,27.265
,,,,,,,7242,10.88,64.02,24.11
,,,,,,,7243,9.06,53.3,20.07
,,,,,,,7244,6.905,40.63,15.3
,,,,,,,7245,5.25,30.88,11.63
,,,,,,,7246,3.66,21.525,8.105
,,,,,,,7247,2.265,13.335,5.02
,,,,,,,7248,1.34,7.875,2.965
,,,,,,,7249,1.245,7.335,2.765
,,,,,,,7250,0.9,5.3,1.995
,,,,,,,7251,0.83,4.89,1.84
,,,,,,,7252,1.23,7.235,2.725
,,,,,,,7253,2.215,13.045,4.91
,,,,,,,7254,3.635,21.4,8.06
,,,,,,,7255,5.49,32.305,12.165
,,,,,,,7256,7.5,44.125,16.615
,,,,,,,7257,9.475,55.74,20.99
,,,,,,,7258,10.51,61.855,23.295
,,,,,,,7259,10.84,63.79,24.025
,,,,,,,7260,11.31,66.54,25.06
,,,,,,,7261,12.035,70.82,26.67
,,,,,,,7262,12.575,73.98,27.86
,,,,,,,7263,13.16,77.445,29.165
,,,,,,,7264,13.49,79.38,29.895
,,,,,,,7265,12.835,75.51,28.435
,,,,,,,7266,11.62,68.375,25.75
,,,,,,,7267,9.645,56.76,21.375
,,,,,,,7268,7.465,43.92,16.54
,,,,,,,7269,5.7,33.525,12.625
,,,,,,,7270,4.415,25.985,9.785
,,,,,,,7271,3.1,18.24,6.87
,,,,,,,7272,1.975,11.615,4.375
,,,,,,,7273,0.845,4.96,1.87
,,,,,,,7274,0.62,3.64,1.37
,,,,,,,7275,0.87,5.125,1.93
,,,,,,,7276,2.025,11.91,4.485
,,,,,,,7277,4.355,25.635,9.655
,,,,,,,7278,7,41.185,15.51
,,,,,,,7279,8.66,50.94,19.185
,,,,,,,7280,9.925,58.385,21.985
,,,,,,,7281,10.455,61.53,23.17
,,,,,,,7282,10.005,58.88,22.175
,,,,,,,7283,9.95,58.55,22.05
,,,,,,,7284,10.315,60.7,22.86
,,,,,,,7285,10.965,64.505,24.29
,,,,,,,7286,11.385,66.985,25.225
,,,,,,,7287,12.31,72.445,27.28
,,,,,,,7288,13.07,76.91,28.965
,,,,,,,7289,12.705,74.76,28.155
,,,,,,,7290,11.945,70.295,26.47
,,,,,,,7291,9.84,57.89,21.8
,,,,,,,7292,7.225,42.505,16.01
,,,,,,,7293,5.23,30.765,11.585
,,,,,,,7294,3.935,23.155,8.72
,,,,,,,7295,2.335,13.73,5.17
,,,,,,,7296,1.32,7.775,2.925
,,,,,,,7297,0.88,5.18,1.95
,,,,,,,7298,0.645,3.8,1.43
,,,,,,,7299,0.91,5.355,2.015
,,,,,,,7300,2.115,12.435,4.68
,,,,,,,7301,4.55,26.77,10.08
,,,,,,,7302,7.31,43,16.195
,,,,,,,7303,9.04,53.19,20.03
,,,,,,,7304,10.36,60.96,22.955
,,,,,,,7305,10.92,64.24,24.195
,,,,,,,7306,10.45,61.48,23.15
,,,,,,,7307,10.39,61.135,23.02
,,,,,,,7308,10.77,63.38,23.87
,,,,,,,7309,11.445,67.35,25.365
,,,,,,,7310,11.885,69.94,26.34
,,,,,,,7311,12.855,75.64,28.485
,,,,,,,7312,13.65,80.305,30.24
,,,,,,,7313,13.265,78.06,29.395
,,,,,,,7314,12.475,73.395,27.64
,,,,,,,7315,10.27,60.445,22.76
,,,,,,,7316,7.545,44.38,16.715
,,,,,,,7317,5.46,32.12,12.095
,,,,,,,7318,4.11,24.175,9.105
,,,,,,,7319,2.435,14.335,5.4
,,,,,,,7320,1.38,8.115,3.055
,,,,,,,7321,0.93,5.475,2.06
,,,,,,,7322,0.68,4.015,1.51
,,,,,,,7323,0.96,5.655,2.13
,,,,,,,7324,2.23,13.135,4.945
,,,,,,,7325,4.805,28.275,10.65
,,,,,,,7326,7.72,45.425,17.105
,,,,,,,7327,9.55,56.185,21.16
,,,,,,,7328,10.945,64.395,24.25
,,,,,,,7329,11.535,67.86,25.555
,,,,,,,7330,11.035,64.945,24.455
,,,,,,,7331,10.975,64.58,24.32
,,,,,,,7332,11.38,66.95,25.21
,,,,,,,7333,12.09,71.145,26.79
,,,,,,,7334,12.555,73.88,27.825
,,,,,,,7335,13.58,79.9,30.09
,,,,,,,7336,14.415,84.825,31.945
,,,,,,,7337,14.015,82.455,31.05
,,,,,,,7338,13.175,77.53,29.195
,,,,,,,7339,10.85,63.85,24.045
,,,,,,,7340,7.97,46.885,17.655
,,,,,,,7341,5.765,33.93,12.78
,,,,,,,7342,4.34,25.54,9.62
,,,,,,,7343,2.575,15.14,5.7
,,,,,,,7344,1.455,8.575,3.23
,,,,,,,7345,1.43,8.425,3.175
,,,,,,,7346,1.01,5.945,2.24
,,,,,,,7347,0.98,5.755,2.17
,,,,,,,7348,1.37,8.075,3.04
,,,,,,,7349,2.545,14.975,5.64
,,,,,,,7350,4.18,24.59,9.26
,,,,,,,7351,6.345,37.335,14.06
,,,,,,,7352,8.62,50.705,19.095
,,,,,,,7353,10.925,64.285,24.21
,,,,,,,7354,12.1,71.19,26.81
,,,,,,,7355,12.49,73.505,27.68
,,,,,,,7356,13.065,76.865,28.945
,,,,,,,7357,13.88,81.68,30.76
,,,,,,,7358,14.49,85.25,32.105
,,,,,,,7359,15.2,89.44,33.68
,,,,,,,7360,15.595,91.755,34.555
,,,,,,,7361,14.82,87.19,32.835
,,,,,,,7362,13.405,78.865,29.7
,,,,,,,7363,11.14,65.535,24.68
,,,,,,,7364,8.66,50.955,19.19
,,,,,,,7365,6.61,38.88,14.64
,,,,,,,7366,5.16,30.35,11.43
,,,,,,,7367,3.6,21.19,7.98
,,,,,,,7368,2.33,13.705,5.16
,,,,,,,7369,1.44,8.48,3.195
,,,,,,,7370,1.855,10.91,4.11
,,,,,,,7371,0.68,3.995,1.505
,,,,,,,7372,1.06,6.24,2.35
,,,,,,,7373,1.98,11.655,4.39
,,,,,,,7374,3.25,19.125,7.2
,,,,,,,7375,4.965,29.21,11
,,,,,,,7376,7.03,41.35,15.575
,,,,,,,7377,9.185,54.05,20.355
,,,,,,,7378,11.82,69.555,26.195
,,,,,,,7379,13.505,79.455,29.92
,,,,,,,7380,13.85,81.51,30.695
,,,,,,,7381,13.79,81.135,30.555
,,,,,,,7382,13.375,78.705,29.64
,,,,,,,7383,13.09,77.025,29.005
,,,,,,,7384,12.52,73.665,27.74
,,,,,,,7385,11.915,70.115,26.405
,,,,,,,7386,10.68,62.83,23.66
,,,,,,,7387,9.185,54.05,20.355
,,,,,,,7388,7.345,43.22,16.275
,,,,,,,7389,5.855,34.44,12.97
,,,,,,,7390,4.55,26.785,10.085
,,,,,,,7391,3.28,19.31,7.275
,,,,,,,7392,2.235,13.15,4.95
,,,,,,,7393,0.81,4.755,1.79
,,,,,,,7394,0.61,3.585,1.35
,,,,,,,7395,0.875,5.145,1.94
,,,,,,,7396,2,11.775,4.435
,,,,,,,7397,4.12,24.25,9.135
,,,,,,,7398,6.705,39.46,14.86
,,,,,,,7399,8.395,49.4,18.605
,,,,,,,7400,9.62,56.615,21.32
,,,,,,,7401,10.12,59.54,22.42
,,,,,,,7402,10.715,63.05,23.745
,,,,,,,7403,12.705,74.745,28.15
,,,,,,,7404,13.53,79.62,29.985
,,,,,,,7405,13.93,81.96,30.865
,,,,,,,7406,13.665,80.4,30.275
,,,,,,,7407,13.53,79.62,29.985
,,,,,,,7408,12.97,76.305,28.735
,,,,,,,7409,12.305,72.405,27.265
,,,,,,,7410,10.88,64.02,24.11
,,,,,,,7411,9.06,53.3,20.07
,,,,,,,7412,6.905,40.63,15.3
,,,,,,,7413,5.25,30.88,11.63
,,,,,,,7414,3.66,21.525,8.105
,,,,,,,7415,2.265,13.335,5.02
,,,,,,,7416,1.34,7.875,2.965
,,,,,,,7417,1.245,7.335,2.765
,,,,,,,7418,0.9,5.3,1.995
,,,,,,,7419,0.83,4.89,1.84
,,,,,,,7420,1.23,7.235,2.725
,,,,,,,7421,2.215,13.045,4.91
,,,,,,,7422,3.635,21.4,8.06
,,,,,,,7423,5.49,32.305,12.165
,,,,,,,7424,7.5,44.125,16.615
,,,,,,,7425,9.475,55.74,20.99
,,,,,,,7426,10.51,61.855,23.295
,,,,,,,7427,10.84,63.79,24.025
,,,,,,,7428,11.31,66.54,25.06
,,,,,,,7429,12.035,70.82,26.67
,,,,,,,7430,12.575,73.98,27.86
,,,,,,,7431,13.16,77.445,29.165
,,,,,,,7432,13.49,79.38,29.895
,,,,,,,7433,12.835,75.51,28.435
,,,,,,,7434,11.62,68.375,25.75
,,,,,,,7435,9.645,56.76,21.375
,,,,,,,7436,7.465,43.92,16.54
,,,,,,,7437,5.7,33.525,12.625
,,,,,,,7438,4.415,25.985,9.785
,,,,,,,7439,3.1,18.24,6.87
,,,,,,,7440,1.975,11.615,4.375
,,,,,,,7441,0.845,4.96,1.87
,,,,,,,7442,0.62,3.64,1.37
,,,,,,,7443,0.87,5.125,1.93
,,,,,,,7444,2.025,11.91,4.485
,,,,,,,7445,4.355,25.635,9.655
,,,,,,,7446,7,41.185,15.51
,,,,,,,7447,8.66,50.94,19.185
,,,,,,,7448,9.925,58.385,21.985
,,,,,,,7449,10.455,61.53,23.17
,,,,,,,7450,10.005,58.88,22.175
,,,,,,,7451,9.95,58.55,22.05
,,,,,,,7452,10.315,60.7,22.86
,,,,,,,7453,10.965,64.505,24.29
,,,,,,,7454,11.385,66.985,25.225
,,,,,,,7455,12.31,72.445,27.28
,,,,,,,7456,13.07,76.91,28.965
,,,,,,,7457,12.705,74.76,28.155
,,,,,,,7458,11.945,70.295,26.47
,,,,,,,7459,9.84,57.89,21.8
,,,,,,,7460,7.225,42.505,16.01
,,,,,,,7461,5.23,30.765,11.585
,,,,,,,7462,3.935,23.155,8.72
,,,,,,,7463,2.335,13.73,5.17
,,,,,,,7464,1.32,7.775,2.925
,,,,,,,7465,0.88,5.18,1.95
,,,,,,,7466,0.645,3.8,1.43
,,,,,,,7467,0.91,5.355,2.015
,,,,,,,7468,2.115,12.435,4.68
,,,,,,,7469,4.55,26.77,10.08
,,,,,,,7470,7.31,43,16.195
,,,,,,,7471,9.04,53.19,20.03
,,,,,,,7472,10.36,60.96,22.955
,,,,,,,7473,10.92,64.24,24.195
,,,,,,,7474,10.45,61.48,23.15
,,,,,,,7475,10.39,61.135,23.02
,,,,,,,7476,10.77,63.38,23.87
,,,,,,,7477,11.445,67.35,25.365
,,,,,,,7478,11.885,69.94,26.34
,,,,,,,7479,12.855,75.64,28.485
,,,,,,,7480,13.65,80.305,30.24
,,,,,,,7481,13.265,78.06,29.395
,,,,,,,7482,12.475,73.395,27.64
,,,,,,,7483,10.27,60.445,22.76
,,,,,,,7484,7.545,44.38,16.715
,,,,,,,7485,5.46,32.12,12.095
,,,,,,,7486,4.11,24.175,9.105
,,,,,,,7487,2.435,14.335,5.4
,,,,,,,7488,1.38,8.115,3.055
,,,,,,,7489,0.93,5.475,2.06
,,,,,,,7490,0.68,4.015,1.51
,,,,,,,7491,0.96,5.655,2.13
,,,,,,,7492,2.23,13.135,4.945
,,,,,,,7493,4.805,28.275,10.65
,,,,,,,7494,7.72,45.425,17.105
,,,,,,,7495,9.55,56.185,21.16
,,,,,,,7496,10.945,64.395,24.25
,,,,,,,7497,11.535,67.86,25.555
,,,,,,,7498,11.035,64.945,24.455
,,,,,,,7499,10.975,64.58,24.32
,,,,,,,7500,11.38,66.95,25.21
,,,,,,,7501,12.09,71.145,26.79
,,,,,,,7502,12.555,73.88,27.825
,,,,,,,7503,13.58,79.9,30.09
,,,,,,,7504,14.415,84.825,31.945
,,,,,,,7505,14.015,82.455,31.05
,,,,,,,7506,13.175,77.53,29.195
,,,,,,,7507,10.85,63.85,24.045
,,,,,,,7508,7.97,46.885,17.655
,,,,,,,7509,5.765,33.93,12.78
,,,,,,,7510,4.34,25.54,9.62
,,,,,,,7511,2.575,15.14,5.7
,,,,,,,7512,1.455,8.575,3.23
,,,,,,,7513,1.43,8.425,3.175
,,,,,,,7514,1.01,5.945,2.24
,,,,,,,7515,0.98,5.755,2.17
,,,,,,,7516,1.37,8.075,3.04
,,,,,,,7517,2.545,14.975,5.64
,,,,,,,7518,4.18,24.59,9.26
,,,,,,,7519,6.345,37.335,14.06
,,,,,,,7520,8.62,50.705,19.095
,,,,,,,7521,10.925,64.285,24.21
,,,,,,,7522,12.1,71.19,26.81
,,,,,,,7523,12.49,73.505,27.68
,,,,,,,7524,13.065,76.865,28.945
,,,,,,,7525,13.88,81.68,30.76
,,,,,,,7526,14.49,85.25,32.105
,,,,,,,7527,15.2,89.44,33.68
,,,,,,,7528,15.595,91.755,34.555
,,,,,,,7529,14.82,87.19,32.835
,,,,,,,7530,13.405,78.865,29.7
,,,,,,,7531,11.14,65.535,24.68
,,,,,,,7532,8.66,50.955,19.19
,,,,,,,7533,6.61,38.88,14.64
,,,,,,,7534,5.16,30.35,11.43
,,,,,,,7535,3.6,21.19,7.98
,,,,,,,7536,2.33,13.705,5.16
,,,,,,,7537,1.44,8.48,3.195
,,,,,,,7538,1.855,10.91,4.11
,,,,,,,7539,0.68,3.995,1.505
,,,,,,,7540,1.06,6.24,2.35
,,,,,,,7541,1.98,11.655,4.39
,,,,,,,7542,3.25,19.125,7.2
,,,,,,,7543,4.965,29.21,11
,,,,,,,7544,7.03,41.35,15.575
,,,,,,,7545,9.185,54.05,20.355
,,,,,,,7546,11.82,69.555,26.195
,,,,,,,7547,13.505,79.455,29.92
,,,,,,,7548,13.85,81.51,30.695
,,,,,,,7549,13.79,81.135,30.555
,,,,,,,7550,13.375,78.705,29.64
,,,,,,,7551,13.09,77.025,29.005
,,,,,,,7552,12.52,73.665,27.74
,,,,,,,7553,11.915,70.115,26.405
,,,,,,,7554,10.68,62.83,23.66
,,,,,,,7555,9.185,54.05,20.355
,,,,,,,7556,7.345,43.22,16.275
,,,,,,,7557,5.855,34.44,12.97
,,,,,,,7558,4.55,26.785,10.085
,,,,,,,7559,3.28,19.31,7.275
,,,,,,,7560,2.235,13.15,4.95
,,,,,,,7561,0.81,4.755,1.79
,,,,,,,7562,0.61,3.585,1.35
,,,,,,,7563,0.875,5.145,1.94
,,,,,,,7564,2,11.775,4.435
,,,,,,,7565,4.12,24.25,9.135
,,,,,,,7566,6.705,39.46,14.86
,,,,,,,7567,8.395,49.4,18.605
,,,,,,,7568,9.62,56.615,21.32
,,,,,,,7569,10.12,59.54,22.42
,,,,,,,7570,10.715,63.05,23.745
,,,,,,,7571,12.705,74.745,28.15
,,,,,,,7572,13.53,79.62,29.985
,,,,,,,7573,13.93,81.96,30.865
,,,,,,,7574,13.665,80.4,30.275
,,,,,,,7575,13.53,79.62,29.985
,,,,,,,7576,12.97,76.305,28.735
,,,,,,,7577,12.305,72.405,27.265
,,,,,,,7578,10.88,64.02,24.11
,,,,,,,7579,9.06,53.3,20.07
,,,,,,,7580,6.905,40.63,15.3
,,,,,,,7581,5.25,30.88,11.63
,,,,,,,7582,3.66,21.525,8.105
,,,,,,,7583,2.265,13.335,5.02
,,,,,,,7584,1.34,7.875,2.965
,,,,,,,7585,1.245,7.335,2.765
,,,,,,,7586,0.9,5.3,1.995
,,,,,,,7587,0.83,4.89,1.84
,,,,,,,7588,1.23,7.235,2.725
,,,,,,,7589,2.215,13.045,4.91
,,,,,,,7590,3.635,21.4,8.06
,,,,,,,7591,5.49,32.305,12.165
,,,,,,,7592,7.5,44.125,16.615
,,,,,,,7593,9.475,55.74,20.99
,,,,,,,7594,10.51,61.855,23.295
,,,,,,,7595,10.84,63.79,24.025
,,,,,,,7596,11.31,66.54,25.06
,,,,,,,7597,12.035,70.82,26.67
,,,,,,,7598,12.575,73.98,27.86
,,,,,,,7599,13.16,77.445,29.165
,,,,,,,7600,13.49,79.38,29.895
,,,,,,,7601,12.835,75.51,28.435
,,,,,,,7602,11.62,68.375,25.75
,,,,,,,7603,9.645,56.76,21.375
,,,,,,,7604,7.465,43.92,16.54
,,,,,,,7605,5.7,33.525,12.625
,,,,,,,7606,4.415,25.985,9.785
,,,,,,,7607,3.1,18.24,6.87
,,,,,,,7608,1.975,11.615,4.375
,,,,,,,7609,0.845,4.96,1.87
,,,,,,,7610,0.62,3.64,1.37
,,,,,,,7611,0.87,5.125,1.93
,,,,,,,7612,2.025,11.91,4.485
,,,,,,,7613,4.355,25.635,9.655
,,,,,,,7614,7,41.185,15.51
,,,,,,,7615,8.66,50.94,19.185
,,,,,,,7616,9.925,58.385,21.985
,,,,,,,7617,10.455,61.53,23.17
,,,,,,,7618,10.005,58.88,22.175
,,,,,,,7619,9.95,58.55,22.05
,,,,,,,7620,10.315,60.7,22.86
,,,,,,,7621,10.965,64.505,24.29
,,,,,,,7622,11.385,66.985,25.225
,,,,,,,7623,12.31,72.445,27.28
,,,,,,,7624,13.07,76.91,28.965
,,,,,,,7625,12.705,74.76,28.155
,,,,,,,7626,11.945,70.295,26.47
,,,,,,,7627,9.84,57.89,21.8
,,,,,,,7628,7.225,42.505,16.01
,,,,,,,7629,5.23,30.765,11.585
,,,,,,,7630,3.935,23.155,8.72
,,,,,,,7631,2.335,13.73,5.17
,,,,,,,7632,1.32,7.775,2.925
,,,,,,,7633,0.88,5.18,1.95
,,,,,,,7634,0.645,3.8,1.43
,,,,,,,7635,0.91,5.355,2.015
,,,,,,,7636,2.115,12.435,4.68
,,,,,,,7637,4.55,26.77,10.08
,,,,,,,7638,7.31,43,16.195
,,,,,,,7639,9.04,53.19,20.03
,,,,,,,7640,10.36,60.96,22.955
,,,,,,,7641,10.92,64.24,24.195
,,,,,,,7642,10.45,61.48,23.15
,,,,,,,7643,10.39,61.135,23.02
,,,,,,,7644,10.77,63.38,23.87
,,,,,,,7645,11.445,67.35,25.365
,,,,,,,7646,11.885,69.94,26.34
,,,,,,,7647,12.855,75.64,28.485
,,,,,,,7648,13.65,80.305,30.24
,,,,,,,7649,13.265,78.06,29.395
,,,,,,,7650,12.475,73.395,27.64
,,,,,,,7651,10.27,60.445,22.76
,,,,,,,7652,7.545,44.38,16.715
,,,,,,,7653,5.46,32.12,12.095
,,,,,,,7654,4.11,24.175,9.105
,,,,,,,7655,2.435,14.335,5.4
,,,,,,,7656,1.38,8.115,3.055
,,,,,,,7657,0.93,5.475,2.06
,,,,,,,7658,0.68,4.015,1.51
,,,,,,,7659,0.96,5.655,2.13
,,,,,,,7660,2.23,13.135,4.945
,,,,,,,7661,4.805,28.275,10.65
,,,,,,,7662,7.72,45.425,17.105
,,,,,,,7663,9.55,56.185,21.16
,,,,,,,7664,10.945,64.395,24.25
,,,,,,,7665,11.535,67.86,25.555
,,,,,,,7666,11.035,64.945,24.455
,,,,,,,7667,10.975,64.58,24.32
,,,,,,,7668,11.38,66.95,25.21
,,,,,,,7669,12.09,71.145,26.79
,,,,,,,7670,12.555,73.88,27.825
,,,,,,,7671,13.58,79.9,30.09
,,,,,,,7672,14.415,84.825,31.945
,,,,,,,7673,14.015,82.455,31.05
,,,,,,,7674,13.175,77.53,29.195
,,,,,,,7675,10.85,63.85,24.045
,,,,,,,7676,7.97,46.885,17.655
,,,,,,,7677,5.765,33.93,12.78
,,,,,,,7678,4.34,25.54,9.62
,,,,,,,7679,2.575,15.14,5.7
,,,,,,,7680,1.455,8.575,3.23
,,,,,,,7681,1.43,8.425,3.175
,,,,,,,7682,1.01,5.945,2.24
,,,,,,,7683,0.98,5.755,2.17
,,,,,,,7684,1.37,8.075,3.04
,,,,,,,7685,2.545,14.975,5.64
,,,,,,,7686,4.18,24.59,9.26
,,,,,,,7687,6.345,37.335,14.06
,,,,,,,7688,8.62,50.705,19.095
,,,,,,,7689,10.925,64.285,24.21
,,,,,,,7690,12.1,71.19,26.81
,,,,,,,7691,12.49,73.505,27.68
,,,,,,,7692,13.065,76.865,28.945
,,,,,,,7693,13.88,81.68,30.76
,,,,,,,7694,14.49,85.25,32.105
,,,,,,,7695,15.2,89.44,33.68
,,,,,,,7696,15.595,91.755,34.555
,,,,,,,7697,14.82,87.19,32.835
,,,,,,,7698,13.405,78.865,29.7
,,,,,,,7699,11.14,65.535,24.68
,,,,,,,7700,8.66,50.955,19.19
,,,,,,,7701,6.61,38.88,14.64
,,,,,,,7702,5.16,30.35,11.43
,,,,,,,7703,3.6,21.19,7.98
,,,,,,,7704,2.33,13.705,5.16
,,,,,,,7705,1.44,8.48,3.195
,,,,,,,7706,1.855,10.91,4.11
,,,,,,,7707,0.68,3.995,1.505
,,,,,,,7708,1.06,6.24,2.35
,,,,,,,7709,1.98,11.655,4.39
,,,,,,,7710,3.25,19.125,7.2
,,,,,,,7711,4.965,29.21,11
,,,,,,,7712,7.03,41.35,15.575
,,,,,,,7713,9.185,54.05,20.355
,,,,,,,7714,11.82,69.555,26.195
,,,,,,,7715,13.505,79.455,29.92
,,,,,,,7716,13.85,81.51,30.695
,,,,,,,7717,13.79,81.135,30.555
,,,,,,,7718,13.375,78.705,29.64
,,,,,,,7719,13.09,77.025,29.005
,,,,,,,7720,12.52,73.665,27.74
,,,,,,,7721,11.915,70.115,26.405
,,,,,,,7722,10.68,62.83,23.66
,,,,,,,7723,9.185,54.05,20.355
,,,,,,,7724,7.345,43.22,16.275
,,,,,,,7725,5.855,34.44,12.97
,,,,,,,7726,4.55,26.785,10.085
,,,,,,,7727,3.28,19.31,7.275
,,,,,,,7728,2.235,13.15,4.95
,,,,,,,7729,0.81,4.755,1.79
,,,,,,,7730,0.61,3.585,1.35
,,,,,,,7731,0.875,5.145,1.94
,,,,,,,7732,2,11.775,4.435
,,,,,,,7733,4.12,24.25,9.135
,,,,,,,7734,6.705,39.46,14.86
,,,,,,,7735,8.395,49.4,18.605
,,,,,,,7736,9.62,56.615,21.32
,,,,,,,7737,10.12,59.54,22.42
,,,,,,,7738,10.715,63.05,23.745
,,,,,,,7739,12.705,74.745,28.15
,,,,,,,7740,13.53,79.62,29.985
,,,,,,,7741,13.93,81.96,30.865
,,,,,,,7742,13.665,80.4,30.275
,,,,,,,7743,13.53,79.62,29.985
,,,,,,,7744,12.97,76.305,28.735
,,,,,,,7745,12.305,72.405,27.265
,,,,,,,7746,10.88,64.02,24.11
,,,,,,,7747,9.06,53.3,20.07
,,,,,,,7748,6.905,40.63,15.3
,,,,,,,7749,5.25,30.88,11.63
,,,,,,,7750,3.66,21.525,8.105
,,,,,,,7751,2.265,13.335,5.02
,,,,,,,7752,1.34,7.875,2.965
,,,,,,,7753,1.245,7.335,2.765
,,,,,,,7754,0.9,5.3,1.995
,,,,,,,7755,0.83,4.89,1.84
,,,,,,,7756,1.23,7.235,2.725
,,,,,,,7757,2.215,13.045,4.91
,,,,,,,7758,3.635,21.4,8.06
,,,,,,,7759,5.49,32.305,12.165
,,,,,,,7760,7.5,44.125,16.615
,,,,,,,7761,9.475,55.74,20.99
,,,,,,,7762,10.51,61.855,23.295
,,,,,,,7763,10.84,63.79,24.025
,,,,,,,7764,11.31,66.54,25.06
,,,,,,,7765,12.035,70.82,26.67
,,,,,,,7766,12.575,73.98,27.86
,,,,,,,7767,13.16,77.445,29.165
,,,,,,,7768,13.49,79.38,29.895
,,,,,,,7769,12.835,75.51,28.435
,,,,,,,7770,11.62,68.375,25.75
,,,,,,,7771,9.645,56.76,21.375
,,,,,,,7772,7.465,43.92,16.54
,,,,,,,7773,5.7,33.525,12.625
,,,,,,,7774,4.415,25.985,9.785
,,,,,,,7775,3.1,18.24,6.87
,,,,,,,7776,1.975,11.615,4.375
,,,,,,,7777,0.845,4.96,1.87
,,,,,,,7778,0.62,3.64,1.37
,,,,,,,7779,0.87,5.125,1.93
,,,,,,,7780,2.025,11.91,4.485
,,,,,,,7781,4.355,25.635,9.655
,,,,,,,7782,7,41.185,15.51
,,,,,,,7783,8.66,50.94,19.185
,,,,,,,7784,9.925,58.385,21.985
,,,,,,,7785,10.455,61.53,23.17
,,,,,,,7786,10.005,58.88,22.175
,,,,,,,7787,9.95,58.55,22.05
,,,,,,,7788,10.315,60.7,22.86
,,,,,,,7789,10.965,64.505,24.29
,,,,,,,7790,11.385,66.985,25.225
,,,,,,,7791,12.31,72.445,27.28
,,,,,,,7792,13.07,76.91,28.965
,,,,,,,7793,12.705,74.76,28.155
,,,,,,,7794,11.945,70.295,26.47
,,,,,,,7795,9.84,57.89,21.8
,,,,,,,7796,7.225,42.505,16.01
,,,,,,,7797,5.23,30.765,11.585
,,,,,,,7798,3.935,23.155,8.72
,,,,,,,7799,2.335,13.73,5.17
,,,,,,,7800,1.32,7.775,2.925
,,,,,,,7801,0.88,5.18,1.95
,,,,,,,7802,0.645,3.8,1.43
,,,,,,,7803,0.91,5.355,2.015
,,,,,,,7804,2.115,12.435,4.68
,,,,,,,7805,4.55,26.77,10.08
,,,,,,,7806,7.31,43,16.195
,,,,,,,7807,9.04,53.19,20.03
,,,,,,,7808,10.36,60.96,22.955
,,,,,,,7809,10.92,64.24,24.195
,,,,,,,7810,10.45,61.48,23.15
,,,,,,,7811,10.39,61.135,23.02
,,,,,,,7812,10.77,63.38,23.87
,,,,,,,7813,11.445,67.35,25.365
,,,,,,,7814,11.885,69.94,26.34
,,,,,,,7815,12.855,75.64,28.485
,,,,,,,7816,13.65,80.305,30.24
,,,,,,,7817,13.265,78.06,29.395
,,,,,,,7818,12.475,73.395,27.64
,,,,,,,7819,10.27,60.445,22.76
,,,,,,,7820,7.545,44.38,16.715
,,,,,,,7821,5.46,32.12,12.095
,,,,,,,7822,4.11,24.175,9.105
,,,,,,,7823,2.435,14.335,5.4
,,,,,,,7824,1.38,8.115,3.055
,,,,,,,7825,0.93,5.475,2.06
,,,,,,,7826,0.68,4.015,1.51
,,,,,,,7827,0.96,5.655,2.13
,,,,,,,7828,2.23,13.135,4.945
,,,,,,,7829,4.805,28.275,10.65
,,,,,,,7830,7.72,45.425,17.105
,,,,,,,7831,9.55,56.185,21.16
,,,,,,,7832,10.945,64.395,24.25
,,,,,,,7833,11.535,67.86,25.555
,,,,,,,7834,11.035,64.945,24.455
,,,,,,,7835,10.975,64.58,24.32
,,,,,,,7836,11.38,66.95,25.21
