,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10
AnnualSum,113791.57481766747,0.0,0.0,34592.13985532928,-34592.139855329806,0.0,-57865.86399317617,0.0,4174.6427704628395,-51751.06759612672,744379.4682981103,0.0,0.0,97814.00084312892,-97814.00084312783,0.0,161840.68454887712,0.0,7766.3038429910575,-898453.8485460969,98938.47408738261,0.0,0.0,35800.3641146072,-35800.36411460695,0.0,-74403.76444711829,0.0,6059.21975497194,-18475.48942739113,94838.26252728868,0.0,0.0,39185.589691089095,-39185.5896910885,0.0,-75748.58880837061,0.0,4979.546095259069,-14110.127165757913,267685.7496555262,0.0,0.0,53805.58103210457,-53805.581032104645,0.0,95845.82590086553,0.0,3119.2626618984664,-360412.3124365912,117002.51945433006,0.0,0.0,28787.755323114812,-28787.755323117166,0.0,-93311.6722140635,0.0,6063.136486481812,-17627.710295879046,669728.2629558604,0.0,0.0,84110.04209508447,-84110.04209508284,0.0,56028.02038215994,0.0,7699.177866055356,-718057.1050140646,117179.23100329886,0.0,0.0,31881.385617911044,-31881.38561791115,0.0,49400.521047154005,0.0,5270.667922472469,-161309.08367007854,147451.2011554851,0.0,0.0,38835.946276846786,-38835.94627684675,0.0,-78407.53373373735,0.0,5742.220159860497,-63301.44680398479,118920.72838586873,0.0,0.0,44585.294428801484,-44585.29442880184,0.0,16622.371317436522,0.0,5165.724929516517,-130377.37431588695
t1,11.399198196023303,0,0,3.636714197908111,-2.9671690045114025,0.0,0.8390286340108206,0,0.6900124411586723,-12.21775953,83.349121408201,0,0,24.74113271828933,-2.6752045867298526,0.0,107.18823073672526,0,0.48991562421195783,-212.1133646,9.85206616127719,0,0,3.444055801058896,-4.386386646617136,0.0,-3.9217876542256955,0,0.6261228682222407,-4.361824741,9.407561931545171,0,0,4.454586841533318,-4.82228100838323,0.0,-5.2619271131195084,0,0.4467215803039723,-3.331219019,27.592946151987043,0,0,7.399251591283436,-2.6066448083483382,0.0,53.05735190125482,0,0.35420672390545604,-85.08869806,11.87134059777868,0,0,1.8198248931223624,-1.6148747835444466,0.0,-6.654585783509699,0,1.2600298475751062,-4.161675024,75.37156357016872,0,0,24.730097167917616,-1.4492944269010382,0.0,72.8493625947286,0,1.9777084536412723,-169.5240204,11.919888319214287,0,0,3.7948391197968956,-2.277704048339835,0.0,25.655096141266213,0,1.009125529665569,-38.08299395,8.843133361236783,0,0,2.624247150001878,-2.1131164686869193,0.0,7.61106556784884,0,2.02067448812874,-14.94465507,11.007437625566146,0,0,3.7847508414787523,-2.033244031673277,0.0,19.57951047815642,0,1.5580385012548268,-30.78041636
t2,11.405289318578795,0,0,3.467188801881023,-3.1358317329932155,0.0,1.1443303785540775,0,0.6632171837479124,-12.21775953,83.39903413974946,0,0,24.830330424344787,-2.7477535985126833,0.0,107.08562916087689,0,0.453875474185263,-212.1133646,9.802642931521765,0,0,3.3528683836822895,-3.318000591287764,0.0,-4.685731297286724,0,0.7899546333546162,-4.361824741,9.416620398531887,0,0,4.581773134560428,-4.815248476869206,0.0,-5.421971045717311,0,0.4299549392352954,-3.331219019,27.61339772645863,0,0,7.541781912676791,-2.665590944348341,0.0,52.938183669628536,0,0.33907425214307924,-85.08869806,11.884134101518056,0,0,1.6534937672288166,-1.6956638015594239,0.0,-6.677345489839756,0,1.0029435010755676,-4.161675024,75.4298667943348,0,0,24.289218240702375,-1.5644191428213288,0.0,72.89115199124639,0,1.5217974311905869,-169.5240204,11.97340166570035,0,0,3.66837545543767,-3.3610324257040656,0.0,26.44689465242688,0,0.6446453455887059,-38.08299395,8.84675686476016,0,0,2.5594284384817905,-2.1316052744970304,0.0,7.688432479747808,0,2.018357386221323,-14.94465507,11.009085650656468,0,0,3.733725235195423,-2.0392484518537373,0.0,19.652797562602704,0,1.5759435843303498,-30.78041636
t3,11.410050035172882,0,0,3.3653022495891047,-3.3475243481577612,0.0,1.412103318151479,0,0.6221716724826618,-12.21775953,83.28147597296197,0,0,25.135928913934933,-2.8319199903308645,0.0,106.95620423972782,0,0.4283244840215731,-212.1133646,9.795763594525223,0,0,3.3002801041767382,-3.2803398399729193,0.0,-4.6291449137314915,0,0.8247341517273561,-4.361824741,9.433510578997126,0,0,4.646642930838704,-4.967116632412209,0.0,-5.361228016480058,0,0.42058978967078664,-3.331219019,27.514789222830075,0,0,8.202737534402965,-2.7188638689875564,0.0,52.42043267794528,0,0.3303974539195724,-85.08869806,11.886197465212062,0,0,1.5652188292219822,-1.667604313559205,0.0,-6.690017365779682,0,0.9321195388231291,-4.161675024,75.29692492576186,0,0,24.364853540042418,-1.6100502671996668,0.0,72.80628497386088,0,1.333992720192816,-169.5240204,11.974166942033328,0,0,3.595255001033342,-3.497753055910179,0.0,26.593095649372092,0,0.5817705342562063,-38.08299395,8.839621383242461,0,0,2.532878488726139,-2.134827866497771,0.0,7.725966158850378,0,2.0189830420493595,-14.94465507,10.959365988802674,0,0,3.8428824663563996,-2.013941681918922,0.0,19.57490365696356,0,1.5827940179318,-30.78041636
t4,11.4048018916077,0,0,3.232995423572569,-3.4901154750824483,0.0,-0.751280281659576,0,0.6221938821670718,-9.774207624,82.80912389568451,0,0,4.310673451606191,-4.773262820021619,0.0,87.7875258550805,0,0.4433686300791489,-169.6906917,9.790338130554343,0,0,3.2252876826314707,-3.391383621626114,0.0,-5.314339698241666,0,0.8204426480489804,-3.489459793,9.440315106163776,0,0,4.550558420509816,-5.095278226922735,0.0,-5.8135677708484685,0,0.41705226163276987,-2.664975215,27.195821875764786,0,0,3.5961060024855556,-4.146430688054237,0.0,41.77911013236347,0,0.3536488202874717,-68.07095845,11.897552803680387,0,0,1.4416637081228247,-1.8135138638137003,0.0,-7.416236035287303,0,0.7801265414301511,-3.329340019,74.84241392991127,0,0,3.610983159926441,-2.7878365357580828,0.0,61.01409374314923,0,1.0604379449559438,-135.6192163,11.95589054084935,0,0,3.369350125568344,-3.68247666354195,0.0,19.398530229143915,0,0.5748990197476751,-30.46639516,8.817764893098094,0,0,2.403181746600751,-2.2322719949464207,0.0,4.997837948225376,0,2.030788480706704,-11.95572406,10.837484812842575,0,0,2.9378569717645915,-2.331532137948234,0.0,14.80735657028735,0,1.626833074673323,-24.62433309
t5,11.389238825317872,0,0,3.0794717389135124,-3.468558769311303,0.0,-2.9885853077174467,0,0.6809107169307024,-7.330655718,82.18309434113652,0,0,3.064965623532023,-8.795941964654794,0.0,51.31393140098966,0,0.4980305487328475,-127.2680188,9.783981828679984,0,0,3.1243253027104716,-3.541252139304801,0.0,-5.931784208273313,0,0.818175886542444,-2.617094845,9.407934075688008,0,0,4.32290494688644,-5.0606742335641695,0.0,-6.239928804539106,0,0.43150452019914776,-1.998731412,26.80379854436371,0,0,2.858368941649127,-5.50681876925124,0.0,27.297895790395618,0,0.4000256148851741,-51.05321884,11.892533191027779,0,0,1.286715151846015,-1.7075157795354767,0.0,-8.185516993481407,0,0.7892105035847959,-2.497005014,74.05533847421542,0,0,2.2341273051677244,-5.586279276686582,0.0,32.16987212932183,0,1.1586463797441742,-101.7144122,11.9237048744586,0,0,3.134103348461883,-3.713376630001488,0.0,12.143158037270522,0,0.637793207917793,-22.84979637,8.788602793713812,0,0,2.276761213467279,-2.2965138117129884,0.0,2.2412502688148894,0,2.0433073670116806,-8.966793045,10.68794303284347,0,0,2.5358780382601265,-2.621533868262926,0.0,9.532123999807059,0,1.6661613403749793,-18.46824981
t6,11.359198326503442,0,0,2.9305537782737874,-3.0131167597909987,0.0,-5.491241071200038,0,0.8982904095125851,-4.887103812,81.56749323179955,0,0,2.690795071405666,-9.016874123456923,0.0,10.27389548432994,0,0.6699637618108525,-84.84534585,9.775050314146398,0,0,3.0157557733768368,-3.370796541838094,0.0,-6.715282974475597,0,0.9599966229365893,-1.744729896,9.327501919270595,0,0,4.0061567330162795,-4.540642439164245,0.0,-6.966660321869116,0,0.49386823098024923,-1.332487608,26.412842375758004,0,0,2.5617447350812608,-5.123747523240659,0.0,10.699057218254467,0,0.5144175235807504,-34.03547923,11.87833828552496,0,0,1.3211672657293545,-1.7237799717458233,0.0,-8.801772014916578,0,1.009283503319952,-1.664670009,73.26745788031073,0,0,1.9469882430741714,-8.683285305575582,0.0,2.58563638575652,0,1.3071890012939504,-67.80960815,11.87606737783552,0,0,2.942253062136395,-3.4610107767993035,0.0,4.685711090513467,0,0.8098231214145748,-15.23319758,8.759183086115758,0,0,2.224237253353004,-2.4367960402693596,0.0,-0.5085914851964111,0,2.060170731730628,-5.97786203,10.535153779016362,0,0,2.3219411479414274,-2.946461322474193,0.0,4.094740644046945,0,1.693207656257869,-12.31216654
t7,11.338886492336885,0,0,3.0012520764312165,-2.666654739680716,0.0,-9.332261787764946,0,1.1194460360541922,-1.221775953,80.98471703698951,0,0,2.3532331360177507,-12.591695404798568,0.0,-48.53759201583485,0,0.9973262401005186,-21.21133646,9.746932856695759,0,0,3.072641277375638,-2.7120954406684676,0.0,-8.39407864591133,0,1.277217521217598,-0.436182474,9.2510699387565,0,0,4.0155147403538525,-3.4164662766241585,0.0,-8.878066136236644,0,0.6389303119780034,-0.333121902,26.083017445710965,0,0,2.3717765268622606,-5.100015724857126,0.0,-14.204582156545953,0,0.6413262328987793,-8.508869806,11.837113158319129,0,0,1.258169385441682,-0.9759103076228728,0.0,-9.392312972074455,0,2.3108917097915143,-0.416167502,72.483295885962,0,0,1.661776848051316,-8.497828764669222,0.0,-46.6365737133455,0,2.0582681637256792,-16.95240204,11.820035270713845,0,0,2.8560230663437385,-2.55742263488606,0.0,-7.075835434408758,0,1.234500820491555,-3.808299395,8.729613436264302,0,0,2.214178685985443,-2.4434359188005503,0.0,-4.930339314433285,0,2.0755513297430896,-1.494465507,10.391841678955537,0,0,2.143513455597878,-3.393985795653977,0.0,-4.338318888614392,0,1.7250087620137422,-3.078041636
t8,11.332888073333114,0,0,2.9106947687396003,-2.7218151531641235,0.0,-9.124389820615804,0,1.1756018630254403,-1.221775953,80.68342407918622,0,0,2.3421720912139508,-9.811720074577075,0.0,-50.823920720379256,0,1.1786188631707444,-21.21133646,9.740173513937295,0,0,2.9668495718763177,-2.7577108470964316,0.0,-8.15791724326279,0,1.355212469183457,-0.436182474,9.241394537640716,0,0,3.8413990910321982,-3.4710374694839286,0.0,-8.599367358994986,0,0.6792668459233755,-0.333121902,25.910134425936192,0,0,2.42424029782934,-4.69458175420148,0.0,-14.457706441396724,0,0.6732166698955836,-8.508869806,11.833264738679958,0,0,1.1639301673627194,-0.9636413527333705,0.0,-9.096145934082646,0,2.521240064954547,-0.416167502,72.13037023147736,0,0,1.6645475401237748,-7.993230504878181,0.0,-46.65374175024114,0,2.1955434242084912,-16.95240204,11.80597745330822,0,0,2.731727075765103,-2.6437463301549244,0.0,-6.753772311079754,0,1.3318864405667796,-3.808299395,8.7155407225982,0,0,2.214706039760515,-2.4619659085727545,0.0,-4.89610792574989,0,2.077707368764306,-1.494465507,10.31689625720314,0,0,2.1850601764092143,-3.249387507036456,0.0,-4.451361437388991,0,1.7231658009155204,-3.078041636
