Resource,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
BE0 0 CCGT,1,3641.0,3641.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
BE0 0 OCGT,1,3641.0,3640.9999999999995,0.0,4.547473508864641e-13,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
BE0 0 biomass,1,672.0,0.00023871915033120216,6827.107358813335,7499.107120094184,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
BE0 0 coal,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
BE0 0 nuclear,1,5943.0,0.0,0.1728024079914855,5943.172802407991,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
BE0 0 offwind-ac,1,1127.0,0.0012626122978930479,0.11517200511902542,1127.1139093928211,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
BE0 0 offwind-dc,1,1127.0,0.000981637844997111,0.0254953055540307,1127.024513667709,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
BE0 0 onwind,1,2629.0,0.0012531039821904724,0.0033000737208089548,2629.002046969739,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
BE0 0 ror,1,176.0,0.002920700678425526,0.0,175.99707929932157,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
BE0 0 solar,1,4788.0,4767.791689537402,0.8779666588705173,21.08627712146881,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DE0 0 CCGT,2,15971.0,15971.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DE0 0 OCGT,2,15971.0,15971.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DE0 0 biomass,2,8400.0,0.00021716457067373802,67955.2845053653,76355.28428820072,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DE0 0 coal,2,23499.0,23499.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DE0 0 lignite,2,20487.0,20487.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DE0 0 nuclear,2,8114.0,0.0,0.3042339742731155,8114.304233974273,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DE0 0 offwind-ac,2,3887.0,0.0005935282734797692,0.06301394647611475,3887.0624204182027,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DE0 0 offwind-dc,2,3887.0,0.00035246616023132344,0.05644098085224826,3887.056088514692,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DE0 0 oil,2,4184.0,4184.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DE0 0 onwind,2,54499.0,50045.28473669232,1.2786595329430352,4454.993922840622,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DE0 0 ror,2,3814.0,0.00036114630819101385,0.0,3813.999638853692,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
