Resource,Liquid_DAC_1,Liquid_DAC_2,Liquid_DAC_3,Liquid_DAC_4,Liquid_DAC_5,Liquid_DAC_6,Liquid_DAC_7,Liquid_DAC_8,Liquid_DAC_9,Liquid_DAC_10,Solid_DAC_1,Solid_DAC_2,Solid_DAC_3,Solid_DAC_4,Solid_DAC_5,Solid_DAC_6,Solid_DAC_7,Solid_DAC_8,Solid_DAC_9,Solid_DAC_10
Zone,1,2,3,4,5,6,7,8,9,10,1,2,3,4,5,6,7,8,9,10
AnnualSum,0.0,0.0,0.0,0.0,0.0,0.0008677817,0.0009735751,0.00086323614,0.00082818465,0.00083182036,0.0,0.0,0.0,0.0,0.0,0.0038263171,0.004721599,0.004128026,0.0038859602,0.0041231355
t1,0.0,0.0,0.0,0.0,0.0,1.034502787790876e-6,1.1605448271989998e-6,1.0269298156376772e-6,9.860669556848148e-7,9.900761465335358e-7,0.0,0.0,0.0,0.0,0.0,4.555502602941596e-6,5.6208055112967154e-6,4.914380026562669e-6,4.626101245992646e-6,4.908460448945326e-6
t2,0.0,0.0,0.0,0.0,0.0,1.0348650574134152e-6,1.159298814636645e-6,1.0269559578736076e-6,9.860101132167273e-7,9.900903044421584e-7,0.0,0.0,0.0,0.0,0.0,4.555613300412964e-6,5.620964406080302e-6,4.91445172668261e-6,4.626129809453086e-6,4.908469044687267e-6
t3,0.0,0.0,0.0,0.0,0.0,1.0351129791804259e-6,1.1589960369268909e-6,1.0270477185221752e-6,9.860207226657952e-7,9.900985348692513e-7,0.0,0.0,0.0,0.0,0.0,4.555691096746853e-6,5.62098936431907e-6,4.914453467239213e-6,4.626155847119202e-6,4.9084743983591345e-6
t4,0.0,0.0,0.0,0.0,0.0,1.035314825505152e-6,1.1589049608488357e-6,1.0271239162305937e-6,9.86017219714982e-7,9.900673938190506e-7,0.0,0.0,0.0,0.0,0.0,4.555773447291821e-6,5.621007304535351e-6,4.914466274698721e-6,4.626163954058454e-6,4.908472194518259e-6
t5,0.0,0.0,0.0,0.0,0.0,1.0353883745379848e-6,1.1588345420976372e-6,1.0270951521322492e-6,9.860169465912892e-7,9.90036052572911e-7,0.0,0.0,0.0,0.0,0.0,4.555813618065656e-6,5.621011328737977e-6,4.914471019721247e-6,4.626162764301606e-6,4.908465146960665e-6
t6,0.0,0.0,0.0,0.0,0.0,1.0354680737984302e-6,1.158766864917237e-6,1.0270310210166762e-6,9.86020917934719e-7,9.90088415703781e-7,0.0,0.0,0.0,0.0,0.0,4.555810466469639e-6,5.621029291860122e-6,4.91440746897303e-6,4.626152575249388e-6,4.908476239702526e-6
t7,0.0,0.0,0.0,0.0,0.0,1.0355217407461398e-6,1.1589570382789248e-6,1.0270559360176089e-6,9.860037846862933e-7,9.900557935465555e-7,0.0,0.0,0.0,0.0,0.0,4.555825335264821e-6,5.621093716809195e-6,4.914427676404415e-6,4.626150809778623e-6,4.908468671303733e-6
t8,0.0,0.0,0.0,0.0,0.0,1.0355840446293159e-6,1.1591911855616266e-6,1.0270890611477089e-6,9.859996123853755e-7,9.900104695547276e-7,0.0,0.0,0.0,0.0,0.0,4.555834782805618e-6,5.62116419574986e-6,4.914443137256132e-6,4.62614878353023e-6,4.908459054823541e-6
t9,0.0,0.0,0.0,0.0,0.0,1.0355797426914926e-6,1.1595007486236715e-6,1.0271119262179352e-6,9.860052043299566e-7,9.899694850352696e-7,0.0,0.0,0.0,0.0,0.0,4.555824815769891e-6,5.621188983215411e-6,4.914455257761528e-6,4.626147043441245e-6,4.90844732661474e-6
t10,0.0,0.0,0.0,0.0,0.0,1.0355431941878512e-6,1.1598594852152603e-6,1.0270266209822214e-6,9.859834777895938e-7,9.899629233469416e-7,0.0,0.0,0.0,0.0,0.0,4.5558091556901675e-6,5.621142270079116e-6,4.9144788667012276e-6,4.62614518708261e-6,4.9084459709218615e-6
t11,0.0,0.0,0.0,0.0,0.0,1.03556250593427e-6,1.159922934578362e-6,1.0270222984257013e-6,9.859776647190105e-7,9.900005289486037e-7,0.0,0.0,0.0,0.0,0.0,4.555780086628746e-6,5.621126407196874e-6,4.9144955665176256e-6,4.626139622261863e-6,4.908449252085916e-6
t12,0.0,0.0,0.0,0.0,0.0,1.0355591239699122e-6,1.1600299854283744e-6,1.0270065990033765e-6,9.859720019571705e-7,9.90001269405183e-7,0.0,0.0,0.0,0.0,0.0,4.555772399564916e-6,5.621103276633776e-6,4.9144980385489485e-6,4.626140581978405e-6,4.908452916169667e-6
t13,0.0,0.0,0.0,0.0,0.0,1.0355220885748221e-6,1.1600360060524886e-6,1.0270437827256737e-6,9.859699319917441e-7,9.899737807535138e-7,0.0,0.0,0.0,0.0,0.0,4.555750094550578e-6,5.621082407811525e-6,4.914489759101728e-6,4.626142393990016e-6,4.908446207666117e-6
t14,0.0,0.0,0.0,0.0,0.0,1.0354633769230931e-6,1.1599230848313126e-6,1.0271191346419451e-6,9.859792976346671e-7,9.89956123390653e-7,0.0,0.0,0.0,0.0,0.0,4.5557357590266545e-6,5.6210790420897764e-6,4.914468252183476e-6,4.626145066586947e-6,4.908444933017736e-6
t15,0.0,0.0,0.0,0.0,0.0,1.0353440099824309e-6,1.1597616443551316e-6,1.0271730933896756e-6,9.859757986569347e-7,9.899525907970743e-7,0.0,0.0,0.0,0.0,0.0,4.555737040961027e-6,5.621100312680238e-6,4.914449457580483e-6,4.626146389856995e-6,4.908444070362783e-6
t16,0.0,0.0,0.0,0.0,0.0,1.0351818795857697e-6,1.1594290893232035e-6,1.0273442154601404e-6,9.85978905883773e-7,9.899876168016896e-7,0.0,0.0,0.0,0.0,0.0,4.555697331959726e-6,5.62115282517583e-6,4.914415321616599e-6,4.626141658558277e-6,4.9084463781073044e-6
t17,0.0,0.0,0.0,0.0,0.0,1.0350387647724429e-6,1.1593390066839413e-6,1.0275394405977842e-6,9.859695635932256e-7,9.899846316801443e-7,0.0,0.0,0.0,0.0,0.0,4.555683320378146e-6,5.6212236744468046e-6,4.914379350078568e-6,4.626143129445458e-6,4.908448530834517e-6
t18,0.0,0.0,0.0,0.0,0.0,1.0348204363256524e-6,1.159478608942091e-6,1.027653135439868e-6,9.859741454206303e-7,9.899721685132021e-7,0.0,0.0,0.0,0.0,0.0,4.555620680743396e-6,5.621263043038926e-6,4.914352003094254e-6,4.6261432397830425e-6,4.908445451707445e-6
t19,0.0,0.0,0.0,0.0,0.0,1.0346594376288048e-6,1.1597937828459377e-6,1.027680284881393e-6,9.859707068538552e-7,9.899732809985465e-7,0.0,0.0,0.0,0.0,0.0,4.555555460656461e-6,5.621218033768131e-6,4.914328614496414e-6,4.626140172962547e-6,4.908446663099841e-6
t20,0.0,0.0,0.0,0.0,0.0,1.0345088314662387e-6,1.1599797287164273e-6,1.0276546675533e-6,9.859518183907383e-7,9.899891330777436e-7,0.0,0.0,0.0,0.0,0.0,4.555512431493847e-6,5.621050188912791e-6,4.914316939153513e-6,4.626136957183137e-6,4.908451483240472e-6
t21,0.0,0.0,0.0,0.0,0.0,1.0345269330864846e-6,1.160080647950232e-6,1.0276624130150988e-6,9.859435602853269e-7,9.90041644946983e-7,0.0,0.0,0.0,0.0,0.0,4.55550686017098e-6,5.620897251194435e-6,4.914301501749873e-6,4.6261300885473505e-6,4.908457590058048e-6
t22,0.0,0.0,0.0,0.0,0.0,1.0347589092950255e-6,1.1604631340103457e-6,1.0276134662321608e-6,9.85940357854765e-7,9.900392389281936e-7,0.0,0.0,0.0,0.0,0.0,4.555568887703408e-6,5.620759029198573e-6,4.914303673367623e-6,4.626130584712149e-6,4.908459189786813e-6
t23,0.0,0.0,0.0,0.0,0.0,1.035022657684229e-6,1.1609364391790131e-6,1.0275343234772573e-6,9.85969070799661e-7,9.90041854272736e-7,0.0,0.0,0.0,0.0,0.0,4.555633591732371e-6,5.62056033841011e-6,4.914311697391017e-6,4.626133556114903e-6,4.908455597939772e-6
t24,0.0,0.0,0.0,0.0,0.0,1.035031461581825e-6,1.1613633730975539e-6,1.0275607561088313e-6,9.85970751669571e-7,9.900426600433342e-7,0.0,0.0,0.0,0.0,0.0,4.5556247494132444e-6,5.6203970607844825e-6,4.914304222319616e-6,4.626132174539787e-6,4.908457795364509e-6
t25,0.0,0.0,0.0,0.0,0.0,1.0349119003083247e-6,1.1618162231887805e-6,1.027471705251437e-6,9.859118761479598e-7,9.900273086030885e-7,0.0,0.0,0.0,0.0,0.0,4.55560222102289e-6,5.620304703251935e-6,4.914314381248195e-6,4.626131759194943e-6,4.908453897152774e-6
t26,0.0,0.0,0.0,0.0,0.0,1.0346693181391418e-6,1.1620689735305087e-6,1.027705999258571e-6,9.85915942261913e-7,9.900739655228673e-7,0.0,0.0,0.0,0.0,0.0,4.555533069934312e-6,5.620246488468193e-6,4.914349078129469e-6,4.626124018325367e-6,4.908464181243654e-6
t27,0.0,0.0,0.0,0.0,0.0,1.034519347609128e-6,1.1624555304813467e-6,1.0277942877346175e-6,9.859028085078852e-7,9.900399811341716e-7,0.0,0.0,0.0,0.0,0.0,4.555494751049368e-6,5.620179373032807e-6,4.914346773660232e-6,4.6261261719963486e-6,4.908456186872299e-6
t28,0.0,0.0,0.0,0.0,0.0,1.0344883147621422e-6,1.1628653162354094e-6,1.0276762982463486e-6,9.85942542751812e-7,9.900117320452826e-7,0.0,0.0,0.0,0.0,0.0,4.555493497836356e-6,5.620141132892109e-6,4.914399226974945e-6,4.626126267252429e-6,4.9084527862002675e-6
t29,0.0,0.0,0.0,0.0,0.0,1.0343297193410467e-6,1.163237597254844e-6,1.0275133060287924e-6,9.859251189476617e-7,9.899724738546734e-7,0.0,0.0,0.0,0.0,0.0,4.555455270905585e-6,5.620064619041772e-6,4.914333822948726e-6,4.626127147551214e-6,4.9084431885891206e-6
t30,0.0,0.0,0.0,0.0,0.0,1.0340482846414788e-6,1.1635819660567376e-6,1.0275237741001116e-6,9.858969856079324e-7,9.899474835491999e-7,0.0,0.0,0.0,0.0,0.0,4.555396410126806e-6,5.620006038207762e-6,4.914367746590561e-6,4.626123391618677e-6,4.908438074206991e-6
t31,0.0,0.0,0.0,0.0,0.0,1.0336762170268475e-6,1.1637503039250409e-6,1.0276247270850658e-6,9.858807280853374e-7,9.900000907991713e-7,0.0,0.0,0.0,0.0,0.0,4.555289464911091e-6,5.619995027747613e-6,4.9143822691126375e-6,4.626110421247266e-6,4.908445596081123e-6
t32,0.0,0.0,0.0,0.0,0.0,1.0333921390020715e-6,1.1642302330605964e-6,1.0277001408610274e-6,9.858666858779735e-7,9.89982292797713e-7,0.0,0.0,0.0,0.0,0.0,4.555221594205611e-6,5.6199613861089495e-6,4.9143997398157155e-6,4.626104382645072e-6,4.90844145965097e-6
t33,0.0,0.0,0.0,0.0,0.0,1.033102828619807e-6,1.164768616916847e-6,1.0278130617582753e-6,9.8584723762801e-7,9.899434588390362e-7,0.0,0.0,0.0,0.0,0.0,4.555142725258242e-6,5.619888447181565e-6,4.914400349412601e-6,4.626101910079954e-6,4.908432330448865e-6
t34,0.0,0.0,0.0,0.0,0.0,1.0329899288384915e-6,1.1652435668542037e-6,1.0278697458426891e-6,9.858346693675092e-7,9.899701927898766e-7,0.0,0.0,0.0,0.0,0.0,4.555105620992406e-6,5.619808752510073e-6,4.914396795199917e-6,4.6260951955647364e-6,4.908447055346295e-6
t35,0.0,0.0,0.0,0.0,0.0,1.0330910671203323e-6,1.1654387670642744e-6,1.0278068951159155e-6,9.858232050609645e-7,9.899468020317794e-7,0.0,0.0,0.0,0.0,0.0,4.555139026186888e-6,5.619783882749372e-6,4.9144329565693e-6,4.6260942172974646e-6,4.908440073518114e-6
t36,0.0,0.0,0.0,0.0,0.0,1.0329869768560863e-6,1.1651821372736871e-6,1.0277436640326867e-6,9.858084860760318e-7,9.900443457692934e-7,0.0,0.0,0.0,0.0,0.0,4.5550831960845375e-6,5.619827384118295e-6,4.914433286352334e-6,4.62608849136655e-6,4.9084625817119365e-6
t37,0.0,0.0,0.0,0.0,0.0,1.0329165678718927e-6,1.1650537513553235e-6,1.0276298924383103e-6,9.8585277904745e-7,9.900411746766249e-7,0.0,0.0,0.0,0.0,0.0,4.555063095360491e-6,5.619864351917047e-6,4.914443175292933e-6,4.626092291103785e-6,4.908459469489109e-6
t38,0.0,0.0,0.0,0.0,0.0,1.0327223175562595e-6,1.16485937078431e-6,1.0275576249537484e-6,9.85857426948183e-7,9.900363024011557e-7,0.0,0.0,0.0,0.0,0.0,4.555003639164661e-6,5.619902130553971e-6,4.914441391663017e-6,4.626096358784481e-6,4.908457482741303e-6
t39,0.0,0.0,0.0,0.0,0.0,1.0325178159759048e-6,1.1646467669261588e-6,1.027581716833781e-6,9.858653749748237e-7,9.900146827731335e-7,0.0,0.0,0.0,0.0,0.0,4.554955693045833e-6,5.619946069429967e-6,4.914423563129221e-6,4.626101554171905e-6,4.9084500660909955e-6
t40,0.0,0.0,0.0,0.0,0.0,1.032304880359006e-6,1.1645885533150119e-6,1.0275861828745138e-6,9.858756015855918e-7,9.900050086868387e-7,0.0,0.0,0.0,0.0,0.0,4.5549217811568725e-6,5.619956959238164e-6,4.914414412722942e-6,4.626105234042599e-6,4.908448095328069e-6
t41,0.0,0.0,0.0,0.0,0.0,1.0322031655977727e-6,1.1644888547324028e-6,1.0276214366241298e-6,9.858819877337107e-7,9.90075406611736e-7,0.0,0.0,0.0,0.0,0.0,4.554895044822054e-6,5.619971193139512e-6,4.91441128496751e-6,4.626100045864483e-6,4.908462906348976e-6
t42,0.0,0.0,0.0,0.0,0.0,1.0320856670113365e-6,1.1648334403290323e-6,1.0276076475785485e-6,9.858480230779145e-7,9.900673748706733e-7,0.0,0.0,0.0,0.0,0.0,4.554881312375425e-6,5.619927434665369e-6,4.914421623517401e-6,4.6261021429733594e-6,4.908463061810428e-6
