Resource,Zone,Capacity
CAPTURE_COMP_1,1,0.0
CAPTURE_COMP_2,2,0.0
CAPTURE_COMP_3,3,0.0
CAPTURE_COMP_4,4,0.0
CAPTURE_COMP_5,5,0.0
CAPTURE_COMP_6,6,1.0565463205225822e-5
CAPTURE_COMP_7,7,1.2565160809861945e-5
CAPTURE_COMP_8,8,1.072198691308978e-5
CAPTURE_COMP_9,9,1.0104143779170292e-5
CAPTURE_COMP_10,10,1.014618352432453e-5
Total,n/a,5.410293823167237e-5
