Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10
50000,1,1.0,1.0,2000,5,168,1684.6153846153848,1,10618.38970539754,66200.47363893499,2638.2713028513717,2014.90432692503,66370.12154637692,1158.5873177248616,47194.55003422566,15968.348749720946,15726.042625243019,17542.26840890313
,2,0.9,0.04,1800,,,1347.6923076923078,2,10252.457384432519,64864.79387481403,2603.7258450733466,1988.5212192114354,64577.27451421298,1149.7681850281729,46835.3064769033,15542.173168737918,15698.853472971956,17452.851910511403
,3,0.55,0.024,1100,,,1010.7692307692308,3,9991.946013247585,64523.98683418666,2642.2882167069183,2017.9721289787158,62816.01528529723,1129.3964960295357,46005.474604128285,15482.674639173314,15679.432662795265,17495.103660653847
,4,0.2,0.003,400,,,2695.3846153846157,4,9877.7534664414,64474.31921849142,2657.077988446824,2029.267395699793,62461.54722585724,1080.2711544432582,44004.37520745823,15380.161500277361,15802.55332455225,17687.70676708215
,,,,,,,2021.5384615384617,5,10240.996153196913,66864.7329141109,2781.931197266448,2124.6204660882076,65488.365223701505,1041.6781194464306,42432.304717693776,15808.984152734254,16240.291235334871,18405.017644703476
,,,,,,,,6,11124.24793642419,75092.6896507494,3259.469433536615,2489.32664903117,71237.58894320656,1053.4457172639848,42911.652684907895,17661.620659861892,17423.78847518944,20172.726686058093
,,,,,,,,7,11679.755431291474,80973.51856862295,3780.1530879070674,2886.983914255659,73428.41016905231,1179.0412740055285,48027.73302119365,20486.928938802834,18667.87502443868,21375.939563591044
,,,,,,,,8,11676.714437961184,83898.00560987295,3952.076995799949,3018.2858870913024,74079.25716798687,1336.6704263950205,54448.6879192078,22390.88216451745,19348.57463741607,21828.917625626793
,,,,,,,,9,11871.337732919808,84912.01757773971,3988.229219514385,3045.896115429275,73324.14805796111,1429.3558757089884,58224.18931776,23376.067264334317,19538.89863322137,21913.421125911686
,,,,,,,,10,12093.992214888374,87649.21120946317,4084.306266836923,3119.2722141659447,72252.39099602641,1495.3275333325676,60911.5161125656,23785.75889512188,19487.634983136577,22210.152241833697
,,,,,,,,11,12171.030596680746,89698.25472066927,4038.5134504604644,3084.299259125261,71319.86971690135,1485.9407356327783,60529.148994525334,23848.024814413166,19118.639469621463,22145.30072410075
,,,,,,,,12,11875.04101302742,89432.76943796562,3942.910903852,3011.2855440337694,69567.03691153246,1470.7067021508437,59908.59728849549,23616.949090572238,18755.470205167254,22015.597678759466
,,,,,,,,13,11705.75930266122,88862.24348859683,3946.124433753861,3013.739788238966,67076.46375722003,1452.3961846658294,59162.7263085755,23654.30864214701,18582.624936518347,21959.58954576835
,,,,,,,,14,11552.696206831568,87678.97888826528,3889.084258778969,2970.1769839002345,64377.15667656557,1420.141216588646,57848.83425244249,23449.522970898535,18446.679225228847,21841.677680082845
,,,,,,,,15,11517.217994363175,86804.14605026666,3787.858032378548,2892.868345145199,62561.69312180965,1403.0505569382285,57152.653610342095,23358.199639250317,18641.858433591482,21864.277457548735
,,,,,,,,16,11328.01439928781,84236.09562133189,3756.0516047737897,2868.5770950351834,60820.321163085966,1380.2089269764272,56222.209820309945,23176.8163525644,18757.21077328042,21598.006902237998
,,,,,,,,17,11572.307165871189,85729.28066156707,4123.197521710106,3148.974299122017,62505.821325198034,1427.1620416547235,58134.82450331879,23459.088486726898,19082.509453884813,22451.885289828777
