,CO2 Pipeline Compressors Power Consumption,CO2 Pipeline Compressors Power Consumption,CO2 Pipeline Compressors Power Consumption,CO2 Pipeline Compressors Power Consumption,CO2 Pipeline Compressors Power Consumption,CO2 Pipeline Compressors Power Consumption,CO2 Pipeline Compressors Power Consumption,CO2 Pipeline Compressors Power Consumption,CO2 Pipeline Compressors Power Consumption,CO2 Pipeline Compressors Power Consumption
Zone,1,2,3,4,5,6,7,8,9,10
AnnualSum,47669.860519847476,40214.34317967494,158.12973374507493,4105.623020540873,6835.0769449475665,406.12922651706083,52548.68286486273,57535.94969174659,16179.559793209999,17.48369045676201
t1,59.52090998219188,51.78492698811482,0.3334631582450417,122.91105850480187,5.703832622824478,0.04088053903373395,43.00493087312001,50.234844556098395,0.39526197000578733,0.021047359954764158
t2,59.27759653334271,51.77838030421371,0.33228240361184,1.149678851108539,5.6259796449506005,0.040948974145807046,43.000628220420836,80.19864810421485,0.3369010833044349,0.02091060765397449
t3,58.345766092614504,51.81341844654434,0.34840148322532216,1.0568508946286193,6.343950662320416,0.04111114085041673,43.17510447025236,80.39863849434377,0.31669760971196226,0.020918569728406333
t4,59.04781507168372,51.745017269511635,0.31249987856812644,1.2027701166622191,5.896324669763301,0.04109788374539314,43.06154011183006,80.31676803904912,0.30825776155716866,0.020987841069467314
t5,58.363729272697405,51.80693919697095,0.338690906086607,1.1946910439753486,6.35032779652853,0.04107134372965333,43.15919091019745,80.35943322400072,0.31434043289108815,0.021021999998398242
t6,0.6841506139845301,51.464830821922476,0.24812090487224853,0.965590335535927,4.615127555879268,0.04159999988175577,72.83912146764136,61.38941470834484,90.37962792189326,0.021630416394484802
t7,0.6255431810226157,42.08812252716911,0.1723731080096881,0.09254063073055341,4.5316122742851315,0.013091038712571243,72.77580071609036,61.53403600925543,123.3582478245441,0.02620692441274071
t8,56.35997033969443,42.07891044931425,0.13133671464412283,0.08030845330535988,4.521562844116179,0.008749989251198327,44.406284813884845,61.763156372723124,86.6717002034008,0.026808825090150576
t9,0.6089396337618528,42.086768431430194,0.22731712899525064,0.08483804723267588,4.540773611431137,0.007863321429300761,72.74875552542191,61.52892187867763,123.3656623513454,0.027687777997545994
t10,21.33435793926535,42.09526568436126,0.420994670206133,0.09944989198045898,4.527467863136863,0.001616451126238717,19.4495979942411,61.536386895726416,98.58621979189071,0.028775309637739967
t11,0.5482877716077764,42.09382045733078,0.21604879667199323,0.09476531130173231,4.5235896804321865,0.0016398574238642338,5.557190574987678,61.52261645845192,84.21962329139161,0.028429528604465338
t12,0.6414503811949198,42.0769730330164,0.0793121701867191,0.08029123245700533,4.535549874009637,0.001636849995344867,5.557308845414109,61.535707704047866,84.14813529254735,0.02838392148907537
t13,0.6426593468814343,42.07645603792678,0.0788513488151319,0.0799515163300762,4.535506681245191,0.0016287073881271644,5.55738156252253,61.53570506848167,84.14840039896444,0.028299207940039824
t14,0.6464887792182723,42.07665671311146,0.07875832965254684,0.0799357555778606,4.536083442833834,0.0017931661862189893,5.564527489775383,61.53623277571006,84.15075028889022,0.028193584212307967
t15,0.6333703189035406,42.0725807556255,0.12142863865938805,0.07893591946633513,4.534706195437411,0.001670023738295782,5.56446214485523,61.533389005701956,84.13714221859037,0.02814987857220102
t16,0.6331615626806849,42.07309473596589,0.12011927382865015,0.07884176460697166,4.534370621381295,0.0018830660381337766,5.564405850454795,61.533099369401185,84.13812778115592,0.028103437465997343
t17,0.6456658637248667,42.07700746403309,0.07868411027656536,0.07960392880196952,4.5354848530167455,0.0019031302823338647,5.56438102137474,61.535160970113495,84.15016574138481,0.027402525077885966
t18,0.652957595488582,42.079880122590794,0.07864821354484106,0.07981918848890596,4.5133534729281735,0.00037504851129351507,5.552179255819007,61.53575331218511,84.15319418340958,0.02766212031603773
t19,0.6314693342683677,42.07263549454741,0.12073530440056747,0.07936247572096423,4.535867909494605,0.00019811653460260708,5.551676714125078,61.529669285373366,84.13337544196196,0.02799240927013352
t20,0.6324045197982645,42.07326452270524,0.12345631008735078,0.08077054065579548,4.533183515495352,0.0004372664046858019,5.552335992352241,61.52976828689349,84.12478429839585,0.02800762117861991
t21,37.43865987198575,42.08500089212999,0.3444551835678718,0.09442786668850947,4.581548068837433,0.008602960577219019,28.75498525203884,61.66889682473979,84.30280035262732,0.02620460949954825
t22,0.6596063595730202,42.08324050464087,0.1720924777349292,0.09065715448203555,4.5536482467905275,0.011102367861658437,72.74283702340497,61.5438467884364,123.3340593205131,0.025920359118348165
t23,0.6528333713870033,42.09087846842902,0.11824617286506013,0.10442936085880473,4.545889018528294,0.012740335368199514,72.78506226274516,61.53598215440342,123.34999170516394,0.02494016084670085
t24,59.490434497199736,51.5752435769433,0.3670258076467619,0.8305268478762571,4.693625772429405,0.012338108493521736,43.1202571831905,80.51231601949031,0.4784085218569656,0.022564687619215207
t25,59.6122183629168,51.7871148689795,0.20721580269174578,0.8273985476249954,4.875757179488341,0.012385228435594371,43.30873455744051,80.86125878919238,0.30218780710367654,0.022428078131779255
t26,59.61087449756378,51.79372539836211,0.20641922847937885,0.8342968055262883,4.880060764918277,0.012457680351283376,43.309014214836516,80.8679951920583,0.30212832649958427,0.022476799991178822
t27,55.965204218558135,51.74899021233582,0.19638554203711273,0.8227819722142204,8.830034037140267,0.22316134974156102,43.627446218368505,80.86636361554709,0.2936879138657197,0.019995176359558962
t28,55.97214507820288,51.74813531863866,0.19584053682727684,0.8214305446563375,8.825351972969498,0.2570540425136757,43.62164098934513,80.86601262250473,0.2927580691928492,0.02000950718145431
t29,59.628645262392446,51.787841269588256,0.19549866357869444,0.8132654523711368,4.8762582947878474,0.2518089761417996,43.296915095759424,80.86992112565639,0.29273373254348944,0.020020644477975816
t30,0.45346171583082334,42.06502457789473,0.08396841181476322,0.07063992659307243,3.197104791706276,0.27150484186599094,251.78049662627083,51.41574784925634,35.36636882829667,0.022974100706969525
t31,0.4470327137885224,42.06571699944063,0.05873374031624598,0.06585331282325457,3.115959722848189,0.2842516837111154,252.24574669089498,51.4125159347075,35.5544861418357,0.023120622209522997
t32,0.6514212249400562,42.07723734869197,0.07716916187704459,0.07873895914377439,4.538666641050266,0.02098548261370726,72.80787983338016,61.5328417591742,123.41711019764277,0.024634206427814765
t33,0.6569036972903655,42.077792600341645,0.07815405520506075,0.07886921961731326,4.542701672723136,0.014746015224021572,72.78640972017372,61.53618977430646,123.41085259822826,0.024557344770939918
t34,0.6628502529592631,42.07844019717322,0.0788353051444133,0.07882945923098199,4.546896631377215,0.012927669003436408,72.77325028950119,61.54006668836332,123.40489110785279,0.024983020310766327
t35,0.66289463899721,42.07875046494737,0.07876091882078648,0.07897759677754562,4.5467395469515175,0.012895451822902894,72.77316590394666,61.541016746886875,123.4052926020023,0.024793205430320358
t36,0.6627550732251818,42.07878442239491,0.07862099945027397,0.07898816822992508,4.546808677037788,0.012909336426062346,72.7732172435009,61.540880894657036,123.40571170878091,0.02513617020295144
t37,0.6627303331805219,42.078741843598365,0.07856124634925507,0.07899239259698071,4.546681506549681,0.012899423440202853,72.77326145092337,61.540610934448274,123.40583061950642,0.025130717392248068
t38,0.6627946412527526,42.07868152025134,0.07852982319503413,0.07902018479345883,4.5463203382183,0.011596661933769606,72.77329519965726,61.54054723409917,123.40578463972106,0.02494587724539659
t39,0.6628696015565766,42.07846132882591,0.07824925804478126,0.07872211122279255,4.546012838109403,0.01723438526714385,72.77336121182631,61.54040973606144,123.4059404278954,0.024496456608288288
t40,0.6793645963475999,42.08335206921004,0.07025595833192251,0.08453708636281355,4.552835640829969,0.017151564112591673,72.76688513060621,61.53722329442992,123.37995999968877,0.024989483887893727
t41,0.665918058476149,42.0819991233476,0.058201505602089705,0.07977587575709849,4.545477629450468,0.017544014350631378,72.77365347222963,61.54214473451123,123.41594239434036,0.020553646638816342
t42,0.6656165013947062,42.08234889887221,0.05831813812190015,0.08006114944051285,4.546768142817554,0.017566350953420795,72.77357682301678,61.542152718329355,123.415693462618,0.020492868297969237
t43,0.6641198939104607,42.07892229284781,0.07633734579633393,0.07884265274109256,4.546358680355934,0.01724926525700821,72.77323101089813,61.54020240352163,123.40673281233232,0.024604228983399555
t44,0.6624315327871788,42.07843446190887,0.0783492252816626,0.07869905910793007,4.546083053989769,0.017234187878603015,72.77338052995175,61.54042821638349,123.40571653087854,0.02424441592507514
t45,0.7073946244725903,42.087375937733036,0.0684022677894647,0.09003234123470963,4.568997303953106,0.01712916050188342,72.74925382655273,61.53160573065549,123.35246335341328,0.024855341915930675
t46,0.6607234162587732,42.08388912260878,0.06448047411392815,0.08960426296716045,4.543127761162789,0.03517364495201903,72.81372708048187,61.53499269983986,123.39836923841956,0.023698771085834933
t47,0.4538981276834519,42.06471596720397,0.08341374666076654,0.07212611950939642,3.1923666470565166,0.3755434865008039,251.81390997247826,51.41570761766177,35.38075240821926,0.022770249915864384
t48,0.4537840008969846,42.06483332965562,0.08343609900685653,0.07204515064722537,3.1925546305921433,0.3758690626912389,251.80986918122045,51.41552942319663,35.379947694188346,0.022781371944169262
t49,0.8354326516202413,51.52365503043036,0.045730416794123804,0.3453467117204952,4.7864173941296695,0.35933391581200474,108.26367871717375,80.73090726734983,0.3549527594744283,0.020469577489471102
t50,1.2130744883954456,51.57047230291572,0.0469087605144123,0.4118650188427102,5.188109132397266,0.3560755739423547,107.40702780883915,80.80834472902532,0.34282350550748364,0.020522890099023333
t51,6.252044017426309,51.616388684372424,0.04658049171613395,0.6406043023345557,59.7178645449435,1.9185249766971781,49.24729334822259,80.65892974497362,0.3337811601419073,0.020335814762254975
t52,6.182033238092149,51.61714656476643,0.04696018569012502,0.6464533395027435,59.84198026598866,1.971068220998654,49.20662201332671,80.65403814922584,0.33329711257923267,0.02031691262728857
t53,0.46180946300164927,42.07705658631292,0.05816187911769794,0.08058693634822958,4.510201469389151,2.191001354330352,245.01583715502207,51.42249705077857,32.559269555379274,0.022235423060851467
t54,0.4464761026164612,42.066159127736974,0.05840960283950719,0.06672171155515866,3.1132673975759935,2.1804235906721248,252.2743578300307,51.411464115657935,35.5721394262004,0.02239986053250248
t55,0.4473592079487569,42.06671543985492,0.04676681845609042,0.06462030479620334,3.0992205752516564,2.0785840145206222,252.33925718142876,51.41292712187735,35.5963674006031,0.021501259896271028
t56,0.6688685780457208,42.092897551117396,0.02910877663921959,0.038626912985488746,4.533646769284438,0.02295658411315509,72.7888745563967,61.54383573320378,123.46708404306004,0.010684367818040757
t57,0.6610145171933232,42.09115479769452,0.035131312829158365,0.047618834641508886,4.538940194148071,0.01900581243336438,72.78300597167329,61.5398498695732,123.47044557967098,0.012713281614483016
t58,0.6640584681155757,42.09276140545759,0.034181798018873874,0.04565921437292965,4.542086301156228,0.01670076501025065,72.77487806217914,61.54313811228599,123.46927603898078,0.012003857539864948
t59,0.664107168317317,42.09295304915009,0.03399162803402407,0.04557569822276046,4.542416534529633,0.01669904431137678,72.77489356213141,61.54333098965159,123.46939375460985,0.01197206932366511
t60,0.6802113365732919,42.08845798495823,0.041369000636172895,0.044572273612759124,4.538779542465004,0.01636211674886819,72.76601737223997,61.55215097430723,123.44910317768982,0.014416193073810339
t61,0.6629824801114156,42.08995312340711,0.04352731978815617,0.04720199100944355,4.541833302906332,0.01635073183288597,72.77473494919401,61.54207690081185,123.46593468343049,0.014971566314280801
t62,0.6629339973226225,42.0910269842597,0.042442900208674916,0.045034221479169835,4.541588948839005,0.0163838393368372,72.77482544828017,61.542373531376796,123.46783397120146,0.01421246032592248
t63,0.6841278968856871,42.087940030685374,0.04115274105939798,0.04475748915060675,4.537623994474132,0.016365311896878332,72.76331796737341,61.55454232314605,123.44738767592392,0.014315085808911011
t64,0.6796878295437184,42.08919467950125,0.04784935273401407,0.05176057261729035,4.546227630714312,0.015984171683468808,72.76155237707535,61.55189194650289,123.43625714755852,0.01654861006107433
t65,0.6844405680635511,42.08982110207501,0.033484298270087906,0.04516532406960565,4.537477134143683,0.01666842519854431,72.7638206558727,61.5557820779515,123.44919324207542,0.012141623076079197
t66,0.6896912216493616,42.09454688994222,0.02797328152429763,0.046633803455401426,4.521728475999383,0.014388535974502684,72.76619990579414,61.558879841585316,123.45465723230029,0.010400758847966842
t67,0.6897303999752612,42.092282414253575,0.03319899945472947,0.045208616003926075,4.523090394210586,0.014037010250839182,72.76574898675509,61.55772115886009,123.45371406356197,0.01199323901804749
t68,0.683668201376984,42.08880067145828,0.040178074383970475,0.04306439922075028,4.537553166229394,0.013793371840568195,72.76368274894021,61.55606476544488,123.44916374698072,0.013967851950598811
t69,0.6712557961952736,42.07938502610165,0.07522686018737221,0.07899304779037747,4.552450607772503,0.012896064491103663,72.75959299864222,61.54591972561727,123.4000689330998,0.023468927281620967
