Resource,Liquid_DAC_1,Liquid_DAC_2,Liquid_DAC_3,Liquid_DAC_4,Liquid_DAC_5,Liquid_DAC_6,Liquid_DAC_7,Liquid_DAC_8,Liquid_DAC_9,Liquid_DAC_10,Solid_DAC_1,Solid_DAC_2,Solid_DAC_3,Solid_DAC_4,Solid_DAC_5,Solid_DAC_6,Solid_DAC_7,Solid_DAC_8,Solid_DAC_9,Solid_DAC_10
Zone,1,2,3,4,5,6,7,8,9,10,1,2,3,4,5,6,7,8,9,10
AnnualSum,2.6362996,2.725729,2.4259155,2.7569604,2.7537706,2.4758892,2.7577615,2.7322423,2.864937,2.4916317,1630.3446,120567.26,30.161148,58.530575,10706.903,2113.838,184865.94,196188.56,46.169334,11875.286
t1,0.003290438794776212,0.003407079553089817,0.0030234869647566896,0.0034107167625573196,0.003463492004756932,0.0029306912662510126,0.0034835282695934227,0.0033896830113458363,0.003409023335582113,0.0029701376235232546,2.0082529060040386,148.55470334298656,0.03674956959381931,0.07175682410944105,13.19233631954872,2.5255118605092193,228.45475803753357,241.49282022561354,0.05496454562377059,14.160826186269755
t2,0.0032891868158119097,0.0034034351316168127,0.0030273552992348823,0.003412689846511669,0.0034638208923884095,0.002929602470772097,0.003484793625215981,0.003412082993920785,0.003407718273844239,0.0029671287684800026,2.0082527440243556,148.55470331771457,0.03675010871828428,0.07175964900857157,13.192336438180785,2.5255127483434885,228.45475811793048,241.49284747416218,0.05496518724693636,14.160826187568563
t3,0.0032893175126429714,0.0034048210194571717,0.0030281892778102172,0.0034138286724260053,0.0034621363983711557,0.0029337153662022464,0.003484811675263412,0.0034146520564581864,0.003407469664312307,0.0029663206453275945,2.0082528365098247,148.5547032785283,0.036750073048310974,0.07176091698194187,13.192336478835973,2.525513665464554,228.45475988251698,241.49285226223978,0.05496538209478452,14.16082619472258
t4,0.003290295705333587,0.003406785745441612,0.003028592993784854,0.003413274455988002,0.003462859029476078,0.0029337488099804507,0.003480781406030453,0.0034137138211131385,0.0034076049435443415,0.0029662878648826062,2.0082542165778645,148.5547033739332,0.036750253257937085,0.07176188213094822,13.192337711771778,2.52551397426171,228.45476013801914,241.49285253721425,0.0549654579228393,14.160826202172224
t5,0.0032876373900842205,0.003404530250061076,0.0030253161426416434,0.003412704018098239,0.0034600919406339407,0.002934482882461376,0.0034772218338247497,0.0034122556872076965,0.0034076608026366233,0.002967518404525536,2.008253085279304,148.5547033315034,0.03674991394988843,0.07176207754796346,13.192336719836973,2.525514629605495,228.45475917661156,241.49285257065648,0.05496540048935621,14.160826190283299
t6,0.003253375923832651,0.003372684208613502,0.0030009861779362605,0.00340083793312255,0.003434607253526473,0.002933508865476764,0.0034463874494007904,0.0033804591789547917,0.0034066558833265185,0.0029655041079747323,2.0082246721804538,148.5546793467984,0.03673605935127751,0.07174703450690188,13.192309460201434,2.5255157557092445,228.4547341248584,241.49281818464812,0.05496366904716854,14.160825522767409
t7,0.003117911671160254,0.003258077176782507,0.002937722556049088,0.0033582577047210783,0.0033240136946981846,0.002826827617189745,0.003282212530304759,0.0032931417470505797,0.0034048232495200066,0.0029653303750170586,2.0081171179628146,148.554601963855,0.03669364213672213,0.07169929364674427,13.192208442549438,2.525485896932715,228.45458669877522,241.49272610024983,0.05496121801896302,14.160823145894344
t8,0.003120601634835534,0.0032191889819239298,0.002915340607905015,0.00334485947073673,0.003280713848593966,0.002715695146023557,0.0031116771407191184,0.003292202393046239,0.0034059595980442396,0.002966440850076962,2.0081290267909853,148.55458264815326,0.03668310018810177,0.07168856096130485,13.192176008558596,2.5254609860369097,228.45449433328557,241.4927289126536,0.05496440858792348,14.160826205885348
t9,0.0030429204239338405,0.0032116619220355835,0.002904449021789762,0.0033386763587945805,0.0032896591447765153,0.002494195263469571,0.0025695071885646716,0.003233520563294851,0.003401890301695223,0.0029626456897382833,2.0080689758358665,148.5545758623732,0.03667665475447097,0.07168185606410102,13.192176718781152,2.5254566158699876,228.45356650341165,241.4926674085517,0.05495865783613686,14.1608206161692
t10,0.003044699171765226,0.003222652361597694,0.0028880211941219097,0.003343680875251623,0.003290335423751723,0.0010227283449613864,0.000636173167061535,0.003253557506827173,0.003405386054795484,0.002967380116195658,2.0080685519884884,148.55458285577154,0.036667745891047696,0.07168856625991026,13.192175695595044,2.5243540609445194,114.22731983998074,241.49267122692862,0.0549646232777153,14.160826364600442
