,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption
Zone,1,2,3,4,5,6,7,8,9,10
AnnualSum,375.87560761855354,27731.39552168213,7.761875367959844,14.399398992410301,2463.5241452515643,487.0244899105184,42520.10385500628,45124.297426257755,11.593025823030043,2732.162985560178
t1,0.4630169175711528,34.168740175934964,0.009480386574595715,0.01766371324444093,3.035414940777823,0.5818641629476459,52.54577874824438,55.544501144114975,0.013800913427565155,3.257999869634042
t2,0.46301645464297786,34.1687389310191,0.009481825806945246,0.017665033819785427,3.035415079884993,0.5818639969590649,52.54577919695659,55.54451502727523,0.013800617279902404,3.257998846922053
t3,0.46301652035155827,34.16873939320813,0.009482101155566998,0.017665712654471474,3.03541451650772,0.5818656062813562,52.5457796089485,55.544517002014345,0.013800577567666625,3.257998573805605
t4,0.46301717035272233,34.16874008315809,0.00948227986721238,0.01766574620515401,3.0354150457775306,0.5818656886755867,52.54577829742246,55.54451674625846,0.013800641003058115,3.2579985643736715
t5,0.46301600632686857,34.1687393065308,0.009481087696972498,0.017665597202185,3.0354138768223193,0.5818660889893007,52.545776866044164,55.54451625818464,0.013800646785448381,3.2579989800226974
t6,0.4629978224156075,34.16872296239456,0.009469628951292155,0.017658102833849103,3.035398942312529,0.5818660168273883,52.54576062045023,55.54449753858991,0.01379990688117978,3.2579981416332155
t7,0.4629270270996419,34.16866619792676,0.00943836336050278,0.017632645158356348,3.0353381064425684,0.581822877684369,52.545670892978606,55.544446671251464,0.013798720049198297,3.2579975358832054
t8,0.4629306807177707,34.168648533329105,0.009428328849951111,0.017625621241150607,3.0353159246769987,0.5817793631381373,52.54559166688353,55.54444699872397,0.013799840238557442,3.2579986172426563
t9,0.4628904573863868,34.16864441339933,0.009423143260936842,0.01762197685673339,3.0353191294288893,0.5817030480396769,52.54519392822879,55.54441290095841,0.013797134004887853,3.2579960412534272
t10,0.4628909646757525,34.1686497586304,0.00941550876094242,0.01762522173736491,3.0353191240309356,0.5809491616545264,26.272499862072372,55.544420591745904,0.013799694612504984,3.2579989730976084
t11,0.46289525275972726,34.16865077638895,0.009415697863057399,0.017624572576155382,3.0353220564239964,0.580906452677049,10.513480774774578,55.54443054142363,0.013799435753021583,3.257997819067521
t12,0.46293167295369897,34.16865130461519,0.009420402655291475,0.017625502083270017,3.035351761017392,0.5808988126583714,10.513628105966689,55.54445981558304,0.013799728533420964,3.2579988010671888
t13,0.4629351142517445,34.16865119443105,0.00942147206481015,0.017625652600984955,3.035354334756569,0.5808649000605437,10.513766623215657,55.54445678247239,0.01379979382286931,3.257998799839236
t14,0.4629336877990626,34.168649946334085,0.009422015393229621,0.0176257535155834,3.0353558252233066,0.5809528418132354,10.522696476888967,55.54445041207286,0.01379966309829567,3.257998703341117
t15,0.4629310173072993,34.168649197434796,0.009431320688728088,0.01762590020017026,3.0353537711067045,0.5808640619640842,10.52255712359735,55.54444529344674,0.013799806691470759,3.2579991349134017
t16,0.46292914533587487,34.168649186177525,0.009430884234226835,0.01762595130036498,3.035351428339792,0.5809521700835862,10.522529236124987,55.54444105914358,0.013799974516854068,3.2579985565643343
t17,0.4629296742223168,34.168649294264924,0.009421688298942195,0.017625568116097987,3.035349426202492,0.4058712315146356,10.522750739316969,55.54443875090522,0.013800208429626414,3.257998660747373
t18,0.4629365773757148,34.16865044875601,0.009422352685338038,0.01762575049813981,3.0353196495941446,0.11630639517957855,10.509069998655676,55.544438508256874,0.01380043695483379,3.2579988970962606
t19,0.46293607718696345,34.168650594500235,0.009432792437893689,0.017626476441277586,3.035353233311217,0.11624649101528166,10.509022150196815,55.54443733136199,0.013800583826070755,3.257999387798454
t20,0.46293432310853,34.16865199917345,0.00943461002837592,0.0176275728382501,3.035350861346924,0.11639348447083742,10.509362829951291,55.54443742448292,0.013800546449368888,3.257999707786078
t21,0.4629311540758151,34.16866288901597,0.009439272967565573,0.017631838334701,3.035352837817268,0.407449044666458,36.78240433640943,55.54443814434869,0.013800585980673944,3.2579990604228315
t22,0.462934660327348,34.16866278014107,0.009439438419427851,0.017631640496938373,3.035351487407198,0.5817844089577768,52.54563727829067,55.544438088586276,0.013800006652542099,3.257998693767166
t23,0.46295542310838095,34.16867697578058,0.009443360993993358,0.017638089656325313,3.0353629096622137,0.581808390804677,52.545707605016965,55.54445732807138,0.013799830853256746,3.2579987248327678
t24,0.4630134301596338,34.16873550446317,0.009480240147478794,0.0176640039233618,3.035410537852191,0.5818105272976063,52.545775414606915,55.54451127968848,0.013801073519879291,3.2579995443858247
t25,0.46302213743622705,34.168742329858425,0.009480893128533938,0.017668114650083618,3.035415893075741,0.5818165768663082,52.5457820572679,55.544517973033656,0.013801509685510197,3.257999992013462
t26,0.46302235879408205,34.16874418011781,0.009481144263946471,0.01766859809161509,3.035416169977982,0.5818192002798088,52.545781730380995,55.54451933344896,0.013801778101749642,3.2579995990425736
t27,0.46302178213267003,34.16874376602652,0.009481056474776916,0.017668573639938297,3.035416229939124,0.5818719098389927,52.5457799943624,55.54451987401647,0.013801940506018275,3.2579998899057627
t28,0.4630210506909949,34.16874235562912,0.009480430321624251,0.01766857635574035,3.035413380230473,0.5818830307879911,52.545778023930964,55.54452003444287,0.013801663320097171,3.2579998690748875
t29,0.46301870800281003,34.168738138727925,0.009477925036184658,0.01766822365106536,3.035409859883367,0.5818868996043862,52.54577678417271,55.544518008884644,0.013801530973478039,3.2579998249388757
t30,0.46295223375979916,34.16865333162313,0.00943409296385446,0.017629544643429907,3.0353557225141845,0.5818907898642202,52.545770799717175,55.544451340058636,0.013796037082576094,3.2579958294141727
t31,0.4629404386232587,34.16863883530508,0.009415094985647472,0.017622910082150608,3.035346981835891,0.5818864167445192,52.545772719137936,55.54444067653307,0.01379602073482211,3.2579950027164526
t32,0.4629307572622228,34.16864340563846,0.009418218441619193,0.017626707906920273,3.035344993415561,0.5818536221899562,52.545718944444424,55.544440911701514,0.013799931617266127,3.2579991808435653
t33,0.46293039410949144,34.16864251844625,0.009416596577058973,0.0176267373036312,3.0353450969700293,0.5818390882101301,52.545690416692665,55.544440094248166,0.013800068760822709,3.25799921364442
t34,0.46292996395117597,34.168642989021336,0.00941540168697718,0.017626630395622365,3.035345530326379,0.5818306926462552,52.54566974459628,55.54443956727747,0.013800244413912467,3.257999805020124
t35,0.4629309638696134,34.16864389536675,0.009416041774898121,0.01762689296697151,3.0353457912929764,0.5818298286572634,52.54566896422079,55.544442137653135,0.013800042575096426,3.2580000131259426
t36,0.4629308913968916,34.168645690508924,0.009416252275711322,0.017626909384812768,3.035348107717285,0.5818239235464776,52.54566998228899,55.54444299912048,0.01380025668417829,3.2579996931050985
