Resource,Zone,Capacity
CAPTURE_COMP_1,1,2.025226289385407
CAPTURE_COMP_2,2,148.5689068821875
CAPTURE_COMP_3,3,0.054229185632243604
CAPTURE_COMP_4,4,0.08874326625647293
CAPTURE_COMP_5,5,13.21021721801822
CAPTURE_COMP_6,6,2.5417704915214565
CAPTURE_COMP_7,7,228.47137713357847
CAPTURE_COMP_8,8,241.50981391360352
CAPTURE_COMP_9,9,0.07134286262793174
CAPTURE_COMP_10,10,14.178979957715258
Total,n/a,650.7206072005265
