,Captured CO2 Compressed,Captured CO2 Compressed,Captured CO2 Compressed,Captured CO2 Compressed,Captured CO2 Compressed,Captured CO2 Compressed,Captured CO2 Compressed,Captured CO2 Compressed,Captured CO2 Compressed,Captured CO2 Compressed
t32,2.0112486772937146,148.55778631615127,0.03956475263333145,0.07503596907829656,13.195559368425851,2.5284070414521773,228.45803456906452,241.4960023034475,0.05836983876413641,14.16379375646833
t33,2.01124814017938,148.55778364484704,0.03955982000994461,0.0750360424990265,13.195559551329433,2.528361061080674,228.45793639103985,241.49599982240773,0.05837028430071837,14.16379379138323
t34,2.011246952102458,148.55778507965962,0.03955637178496222,0.07503576542843234,13.195560704940101,2.5283348159855343,228.45786466885562,241.49599826273442,0.05837086122869122,14.163795591862081
t35,2.0112501147218254,148.55778784656192,0.03955845889268002,0.07503661010346646,13.195561378974388,2.5283322755821076,228.45786244887458,241.49600607923253,0.058370281915429714,14.16379618679412
t36,2.011249823291387,148.55779309876618,0.0395589806373082,0.07503662361147266,13.195568199724262,2.528314275564798,228.45786551926895,241.49600857039707,0.05837091122989509,14.16379530360573
t37,2.0112486112741994,148.55779114832174,0.039557202327112635,0.07503645313128089,13.195567305419553,2.528318187269721,228.45786479957593,241.49600882471037,0.05836978659891976,14.16379569506512
t38,2.011248063961348,148.55778414719973,0.03955277614794515,0.07503632582014283,13.195565719201076,2.5283280189732977,228.4578610150795,241.4960087932885,0.05836840266850987,14.16379423699841
t39,2.011249237680263,148.5577795543566,0.03955125185203829,0.07503649172377247,13.195562687012677,2.5284018064473464,228.45785994259992,241.49600681421938,0.05836745059560644,14.163793433634636
t40,2.011280917133861,148.55780586344764,0.039554628432918286,0.07505201124477699,13.195584866442868,2.52842020963091,228.45785834052572,241.49601523061278,0.058367448878245805,14.163795387352645
t41,2.0112503211168735,148.55777695447603,0.03952392025853292,0.07503828155581961,13.195561126481898,2.52842283691628,228.45785368091842,241.49600631687966,0.05836696420319328,14.163778735719163
t42,2.0112529751208057,148.55777537853143,0.03952649315924569,0.07503991274439269,13.195561294354988,2.528440293760413,228.4578513962509,241.4960089657685,0.058367269583277086,14.16377892546072
t43,2.0112588593892755,148.55777059167693,0.039552856102530745,0.07503820214031344,13.195558086826583,2.5284487416163532,228.45785021134935,241.49600694283288,0.05836725874846581,14.163791624785578
t44,2.011248560923076,148.55776861465947,0.039553895221707075,0.07503670944308134,13.195558573292326,2.5284515042871862,228.457846537224,241.49600437016895,0.05836749513286406,14.163791450690459
t45,2.0112914111065026,148.55780850694984,0.03955615682314885,0.07505657104193565,13.195595305698188,2.528457911991055,228.45785189508933,241.49600952936285,0.05836834694485821,14.163794728770467
t46,2.01129961920494,148.55781596194777,0.039564458717187875,0.07506247532787787,13.195604714252218,2.5285118934041058,228.45805451705854,241.4960453156164,0.05836796756374721,14.163792420028361
t47,2.0113183245015565,148.557788391448,0.03960181935617681,0.07504623685486839,13.19560667288516,2.5285803163290193,228.45821556890544,241.4960415511469,0.0583510429238805,14.163779050186319
t48,2.0113243199169926,148.55779766673618,0.03960490515385841,0.07504842696682455,13.195608993789621,2.5285905450597324,228.45821509536458,241.49604508691172,0.058351413661962344,14.163778775170147
t49,2.0115405189255764,148.55807068831385,0.03965554466406024,0.0751768794119807,13.195791010207003,2.528599472833085,228.4582275595519,241.49626537996065,0.05837001926047125,14.163795087017133
t50,2.011540615608491,148.55807156388414,0.03965613604869117,0.07517384625411885,13.19578930747088,2.528609889221892,228.4582251089652,241.4962669388432,0.0583695416040778,14.163795477247426
t51,2.0115461439910174,148.5580803860215,0.03965795628594701,0.07517797418533705,13.195794914208479,2.528610808497625,228.4582231741247,241.49627055044925,0.058369312970351334,14.163793177830012
t52,2.011539235473098,148.55806952095452,0.03965623071327811,0.07517654442695079,13.195785655465478,2.528617255725874,228.4582201622324,241.49626607198678,0.05836865124713234,14.163793597775141
t53,2.011349519929195,148.55782929045424,0.03957047595140391,0.07506758698147833,13.195626244935902,2.5286229349632223,228.45819981863553,241.49608082110473,0.05834918787785657,14.16377718053498
t54,2.0112864675424125,148.55774139358726,0.039537477841889566,0.07502727289238949,13.195569259987847,2.5286253150389313,228.45819891519167,241.4960143523767,0.05834789602367142,14.163775400678738
t55,2.0112834235666037,148.5577189400699,0.039488707503069174,0.07501466839987661,13.195536060615657,2.528622039137729,228.45820401398902,241.49601426382446,0.05834824044885873,14.163772138126772
t56,2.0112409391970156,148.55772168293774,0.03934458350898243,0.07492433719751132,13.195524475057809,2.528497816616107,228.45791246449252,241.49600556510768,0.05836409926198488,14.163715540773769
t57,2.0112021501365307,148.55771830141435,0.03937311345933247,0.07494925939565512,13.195525736942223,2.5284717949936484,228.4578400820691,241.49596992074822,0.05836438823342326,14.163729315927059
t58,2.0112000213339485,148.5577210366379,0.03935023850848391,0.07493789299083764,13.195526343258317,2.5284534859926198,228.45777096122927,241.4959689476799,0.058365672008217045,14.16372547449251
t59,2.0112051653609595,148.55772630066338,0.039349818860430624,0.07493797004291104,13.195529709986575,2.5284479334838825,228.45776946262748,241.49597175970817,0.058365153456868754,14.1637268029573
t60,2.0112432917638556,148.55772460935424,0.039418153651972335,0.07494328103023662,13.195527374625678,2.528451570383886,228.45776931263626,241.49600585295596,0.05836658917369753,14.163750654052253
t61,2.0112030999921364,148.5577281317489,0.039437487037318475,0.07495390098208898,13.195528747145492,2.5284416394325624,228.4577720950865,241.49596972480487,0.05836598556961091,14.163751889420531
t62,2.0112010342410245,148.55772249928467,0.039423422727926885,0.07494090911867995,13.195525470178984,2.528445428729292,228.45777577339982,241.49596830919384,0.05836530432749357,14.16374705630192
t63,2.011246417644847,148.55772149536114,0.03943052419663278,0.07494599346049381,13.195524654118932,2.5284494815313026,228.45777684447287,241.49600881530452,0.058365617134062,14.163748333754219
t64,2.011250552998177,148.5577466850895,0.03946679311171406,0.07497899729699418,13.195548867758678,2.5284541621276175,228.45777624017182,241.49601023119422,0.058365167387306675,14.163761524358634
t65,2.011256250501378,148.55772351206264,0.03937338843140918,0.0749458988805189,13.19552643959669,2.5284574243884683,228.45778063244398,241.49601571826008,0.0583655140329961,14.163728504777563
t66,2.0112761425918935,148.55775224763602,0.03932418972245357,0.07495349195127084,13.195480115252897,2.528422058043752,228.45779481980588,241.49603083189692,0.058366540417771756,14.163702913837225
t67,2.011275153332959,148.5577394103947,0.03937403909834754,0.07494634212787295,13.195480069921247,2.528412834152447,228.45779813664385,241.4960228296522,0.05836694710282958,14.163725829375373
t68,2.0112572080112634,148.55772426898395,0.039433702478651064,0.07494094877997466,13.19553166300168,2.5284127560492387,228.45779041666955,241.4960126858574,0.0583669833633778,14.163745840791059
t69,2.011242715297733,148.5577562520196,0.039551768347742176,0.07504160205352112,13.195561952628509,2.528411517237137,228.45777696623813,241.49599399781098,0.05836663646750378,14.163789352248287
t70,2.0112439851937034,148.55776579105796,0.03956655993096421,0.07504579426239881,13.195528547962612,2.5284088454557807,228.45784197349766,241.49599681057134,0.05836645440044611,14.163790576548283
t71,2.0112477059370373,148.55776855054026,0.03956447626248371,0.07504430444695116,13.195573830292846,2.528414355271623,228.45792402651,241.49600007754034,0.058366469639175654,14.163789329654337
t72,2.011248958699572,148.55776727386282,0.039564203105991985,0.07504559546878892,13.195575436763006,2.528463979880544,228.4580189743869,241.49599833939388,0.05836576228497242,14.16378930515312
t73,2.0112571348298522,148.55773934456445,0.03954573866520534,0.07503128366771587,13.195573557649976,2.5285664372409795,228.4581972786883,241.49597891174884,0.058351830307798516,14.1637761774853
t74,2.01125775311158,148.55773782516434,0.03954321955941336,0.07503157500423549,13.195572546044959,2.528573255455593,228.4582042322897,241.4959795711198,0.058350868397366557,14.163775195680213
t75,2.0113079291002034,148.55780105993853,0.03955975786663654,0.0750375033044998,13.195615780119917,2.52857222098016,228.45820794107632,241.4960347709653,0.05835253765204247,14.163777438543153
t76,2.011403419890307,148.5579194578701,0.039617031748799166,0.0751000965700657,13.195693523395024,2.5285540112630547,228.45821748231927,241.4961343640349,0.058362777106503116,14.16378497817529
t77,2.0112647517159408,148.55775282287522,0.03955682271950807,0.07503302524191353,13.195578463951838,2.5285444264350914,228.4582168713429,241.49598626984658,0.05835174434462394,14.163774181104312
t78,2.011254756167325,148.5577482295209,0.03947251735871021,0.07496949100750691,13.195575854014184,2.5285300648211226,228.45820334545846,241.4959813070838,0.05835260823410767,14.163746507672117
t79,2.011252442045121,148.55772445122872,0.03930582383284902,0.07494576553423889,13.195535850716421,2.528370778357366,228.45799104588863,241.49600520302326,0.0583666170314835,14.163695712921562
t80,2.01124659652363,148.55772877609093,0.0391762479180979,0.07485413374165717,13.19552395890786,2.5283299989375476,228.4578649564942,241.49600411144283,0.05836714007756342,14.163662114840758
t81,2.0112431323061752,148.55773731042856,0.027744804273864165,0.05373297296716132,13.195538498022941,2.528309672098696,228.457810854617,241.49600308279668,0.05836888140653244,9.92186336509086
t82,2.0112438379476165,148.5577400093404,0.007791242586796222,0.014967778849247687,13.195536674914242,2.528308707394929,228.45784845960026,241.49600442523277,0.05837026739021471,2.8396086870092034
t83,2.011242757793895,148.55766788079407,0.027656039866005257,0.05369867305627024,13.195480281033431,2.5283185636018604,228.4578545196308,241.49600417362873,0.05836850669189195,9.921827574684228
t84,2.0112422515291732,148.55773459130688,0.03922840935724128,0.07489370777092012,13.195536547571347,2.5283194444605877,228.4578571745674,241.49600106815637,0.05836812589117668,14.16367981666701
t85,2.011238980430288,148.55773531377034,0.03931194995808867,0.07494695131554781,13.195536648693523,2.528313025054428,228.4578660955921,241.49599719679574,0.05836813234644843,14.163696878474003
t86,2.0112371024139586,148.55773193137483,0.03939544807560197,0.07494614965785065,13.19553391046719,2.5282878530128743,228.45786382785138,241.49599485098892,0.05836783000190145,14.163725721386015
t87,2.011232647624893,148.55772878650274,0.039451921357549206,0.07494436337482509,13.195533860045915,2.5282842284079443,228.45785252093344,241.4959888813836,0.05836784003853227,14.1637442768526
t88,2.0112283571077008,148.55777040144747,0.0394906176655182,0.07497733680957382,13.195569731250368,2.528295633139559,228.4578530290993,241.49598288082726,0.05836779971168146,14.163757335812447
t89,2.0112328923550558,148.55772723619802,0.03933727866446378,0.07494730309881988,13.195535167574405,2.5282952352473864,228.45784918249365,241.49598558239813,0.05836796008912851,14.163697268354104
t90,2.0112491964441257,148.55772750673768,0.039316410784365874,0.07494545524734715,13.195488302524755,2.5283031028154115,228.45786444441512,241.49599331369873,0.058367951061184115,14.16369194002034
t91,2.0112368196876256,148.55772745316793,0.039389303426243034,0.07493971052220987,13.19547905289048,2.5283091164841225,228.4578656438567,241.49598100768765,0.058367510680607776,14.16372484787298
t92,2.0112741849554134,148.55780904675274,0.03953661935049155,0.07500778245618649,13.19553923585002,2.528304575514782,228.45785312472478,241.4960081290199,0.05836843906743177,14.163769959957966
t93,2.011394611198855,148.5579368569488,0.03963036110225538,0.07509160361607514,13.195646995351401,2.528300756122935,228.45787920813794,241.4961244270479,0.058370033867293045,14.16379018187724
t94,2.0114100805977575,148.5579492884249,0.03963502095762171,0.07509410211667934,13.19565827209726,2.5283956452849434,228.45802807614064,241.4961334220594,0.0583698250931473,14.163790357872037
t95,2.0114326256490442,148.55796627482877,0.039655049650491776,0.07510834831992078,13.195679256363425,2.528431115008707,228.45807065942464,241.49615388677154,0.058368064331947946,14.163790285724065
t96,2.0114356948997,148.557971624101,0.03965680969544937,0.07510823025577433,13.195680045829945,2.5284402993986794,228.45807321065658,241.49615849030528,0.05836779670239461,14.163788590245879
t97,2.0115455654113417,148.55809308242775,0.03968693424338136,0.07518667664759549,13.195804857915107,2.528483805357695,228.45824061100103,241.4962677341426,0.05837004733439568,14.163789724324149
t98,2.011541384645326,148.55809021870945,0.039684833554198565,0.07518521384613641,13.195803475095804,2.5284847784251645,228.45824150877652,241.49626631331725,0.058369558127202,14.163789874692522
t99,2.011543161521336,148.55809030940276,0.03968516054691846,0.07518375535517119,13.195803202683088,2.528480991081107,228.45824491701728,241.49626921476155,0.058369571319192126,14.16379015076717
t100,2.011541871060954,148.5580900218725,0.03972214938531272,0.07518295226278224,13.195804028184412,2.5284732615016976,228.45824270216224,241.49626773599806,0.05837010795052919,14.163791891392057
t101,2.011542404764823,148.55809433158151,0.039721381647820395,0.07518196755976927,13.195805099384849,2.528468535570315,228.45823950993605,241.49626786712312,0.05837063937369155,14.163790820112762
t102,2.0115429426326465,148.55809755887626,0.039696328140897054,0.07518088122946796,13.195803853674567,2.528461953951053,228.45823852882404,241.49626768276417,0.058371279567812615,14.16379271909718
t103,2.011542577571078,148.55810147576884,0.03968234438413083,0.07517979416912982,13.19580588773388,2.5284546609255556,228.4582430843455,241.49626741669297,0.05837183195513894,14.163792612731404
t104,2.0115418891947394,148.55810619188975,0.03968318586457545,0.07517971404131925,13.195807978537188,2.5284507065541497,228.4582476866382,241.4962662249119,0.05837232557022076,14.163793318297463
t105,2.0115364559225513,148.55811232875246,0.0396802867847301,0.07518006350147556,13.195807140426208,2.5284453564003515,228.45824903144393,241.49625987552608,0.05837332626717517,14.16379618834594
t106,2.0115365364828306,148.55812064130194,0.039680337767481595,0.07517967585805196,13.195809572481652,2.5284281271186444,228.45819409506115,241.49625319927662,0.05837468239595599,14.163795518830108
t107,2.0115382277312657,148.5581231767109,0.03968351881492666,0.07518037502736759,13.195813687340017,2.5284189422843175,228.45819783353602,241.4962537398065,0.058375808766129585,14.16379650555664
t108,2.011538946085245,148.55812371338794,0.03968390362715525,0.07518004204955663,13.195814898094689,2.5284164900113946,228.45819901817663,241.49625331194522,0.05837590936891033,14.16379633321433
t109,2.011536875347898,148.55812435837467,0.03972476441270501,0.07517960942666096,13.195811117738133,2.5284128674373045,228.45820035338937,241.49625291328874,0.05837602740169326,14.163796458542858
t110,2.0115431600053446,148.5581245241865,0.0397244786340603,0.0751808622965128,13.195812978595804,2.5284102923741534,228.45820548566323,241.49625942873274,0.05837710339825565,14.16379790129783
t111,2.0115439532668704,148.55812702981015,0.039726540932730224,0.07518103290465965,13.195813806700071,2.5284091977590064,228.45820563816935,241.49625950934688,0.058377668871490554,14.16379649678189
t112,2.011544020782981,148.55812772969634,0.039725520748790266,0.07518029728092641,13.195814448188173,2.528410647644171,228.45821266805137,241.49625848773337,0.058378386285910654,14.16379788512697
t113,2.011544776221724,148.558127481759,0.0396880520154984,0.0751808042232331,13.195814734492933,2.5284067335071256,228.45820605484482,241.49625817603973,0.0583781161082433,14.163797567431924
t114,2.011547825456092,148.55812883138802,0.03968696249162632,0.07518146808136182,13.19581664948066,2.5284086691007386,228.45820568754348,241.4962578896081,0.05837790618680995,14.163796991036083
t115,2.0115477383764673,148.55812928149686,0.03972461345346189,0.07518096802463166,13.195816024478715,2.528407673156869,228.45820848608858,241.49625778061224,0.05837730929509809,14.163798040458746
t116,2.01154788414966,148.55813115853178,0.03977934568120577,0.07518042736088833,13.195814549248636,2.5284063073087166,228.45820531499356,241.4962590915907,0.05837756642949891,14.163796289608394
t117,2.011546092267565,148.55812875685217,0.039779214230791504,0.07517960597318192,13.195812081905762,2.5284041669279356,228.45820285965925,241.49625836895265,0.05837734396654102,14.163797012465155
t118,2.011548790655845,148.5581279562616,0.03978247004710697,0.07518146271779694,13.195814838676894,2.5284094923369134,228.45820799279454,241.49625741126434,0.05837743578405334,14.163796892135192
t119,2.0115477400824355,148.55812515265632,0.03978398592553443,0.07518034710136062,13.195813887708544,2.5284100740733244,228.45825388791562,241.49625506516446,0.05837726035142949,14.163795825156878
t120,2.0115468500790925,148.5581263289688,0.03978320538806773,0.07518145482964037,13.195813376580526,2.528404443885525,228.45826061020512,241.49625693029265,0.058378015833342164,14.16379737462374
t121,2.011544078406612,148.55812909073197,0.03978432654233037,0.07518193391575208,13.195812888479368,2.528400045296725,228.45825747474103,241.49625539658334,0.05837900570632993,14.163796471644588
t122,2.011544260135287,148.55812918004125,0.03979215313917163,0.0751826795591714,13.195814898702745,2.5283970583157114,228.45825949480457,241.49625302415748,0.05837922432154519,14.16379851331583
t123,2.0115445989008265,148.5581298777988,0.03979275693219941,0.07518307786835794,13.19581476216257,2.528394621684743,228.45825619568834,241.4962518203073,0.05838002490501061,14.163799164175723
t124,2.011541787408098,148.55812887805473,0.03979117309560997,0.0751827956438444,13.195812099046014,2.5283934285965297,228.45824947658122,241.4962503745637,0.05838051189677695,14.163799682194547
t125,2.01153912102217,148.55812739827994,0.03978974007434587,0.0751827071173625,13.195810214869667,2.528391824429479,228.45824758686683,241.4962486244479,0.05838106350016239,14.163801194564495
t126,2.01153927741759,148.55812941981233,0.03979089160358436,0.07518362055384893,13.195810919697838,2.5283909846056987,228.45824741801667,241.49624920645041,0.0583816547996815,14.163800186247112
t127,2.011539124047354,148.5581290134109,0.03979067885159511,0.07518319550952304,13.195810565055302,2.528390321632809,228.4582472232717,241.4962490567442,0.0583819168517126,14.163801570395083
t128,2.011543851900775,148.55813322255682,0.039791434302233954,0.07518453713418322,13.195815841492358,2.52839090998263,228.45824955449584,241.4962518727482,0.05838226712273404,14.16380184801018
t129,2.0115475846694117,148.558137282394,0.039790645973770744,0.07518551495817308,13.195819411481837,2.5283916455077993,228.45825476399492,241.49625484148515,0.058382670883940696,14.1638020182061
t130,2.011549153807574,148.55814002689837,0.039781516581232565,0.07518603613743215,13.19581987999439,2.528391804685849,228.4582673230399,241.49625706007058,0.05838272044742846,14.163803532888648
t131,2.0115501773703555,148.5581435445837,0.039783173183808924,0.07518567814670173,13.195821411206616,2.5283901184298387,228.45827117845002,241.4962564019768,0.058383119339148706,14.163802508356389
t132,2.0115506362924727,148.5581431159527,0.039783366197394254,0.07518626633356876,13.19582155326933,2.528391017006457,228.4582169197928,241.49625706816076,0.05838368984750127,14.163803512591173
t133,2.0115496410806286,148.55814126344055,0.03978217983131143,0.07518614526823109,13.195820783567145,2.528387829612461,228.45820986553528,241.49625616364602,0.058383637742133836,14.163803522913748
t134,2.011549605561604,148.55814015627197,0.03978176938040664,0.07518589555262484,13.195821754956729,2.5283880307079265,228.4582107254206,241.49625720562548,0.05838383665896655,14.163803699473174
t135,2.011548798002061,148.55813768878446,0.039781344025656064,0.07518556535092487,13.195820411026263,2.5283957151656846,228.45821744904316,241.49625655801535,0.058383451008366276,14.163804489294147
t136,2.011550094751472,148.5581383006697,0.03978165957473524,0.07518533148801586,13.19581909643175,2.528397746477079,228.45822252071792,241.49625816081493,0.05838334354451544,14.163802476410199
t137,2.011548255660168,148.55813380576456,0.039778828344702796,0.07518440600612047,13.19581893970599,2.5283997409081054,228.45820843768695,241.49625593850186,0.058381989376909214,14.163802140092509
t138,2.0115511308234564,148.55813146728713,0.03978154654323856,0.07518499602991069,13.195815942430118,2.5284075705223614,228.45821026339044,241.49625787264566,0.05838094111850424,14.163800301921897
t139,2.0115505833734857,148.5581300535852,0.03977894191178983,0.0751845866115664,13.195815007415202,2.5284078200942344,228.45820861440978,241.49625768502338,0.05838033464501344,14.163799298159308
t140,2.0115501526811714,148.55812850765557,0.039781228942584686,0.0751845014490743,13.195813697527736,2.528408491176669,228.4582092039178,241.49625717292773,0.0583801472853237,14.163800213695884
t141,2.011549145751367,148.55812889973984,0.039782866313213434,0.075184846002693,13.195812777615563,2.5284101241924244,228.45820965086244,241.4962566981005,0.05837981056804302,14.163798119968003
t142,2.0115505450202784,148.5581280061626,0.03978151332283852,0.07518587209476431,13.195813671244117,2.528411961522503,228.4582601850193,241.4962568413043,0.058379429540575144,14.163798845551577
t143,2.0115492450417713,148.55812528496043,0.03979035305722535,0.07518597354030648,13.195811233161754,2.528412251162108,228.4582582792239,241.496260240602,0.05837908722384725,14.16379856859474
t144,2.0115499030127877,148.55812484091393,0.039790120911662334,0.07518568791931156,13.195811679453062,2.5284104976343484,228.45825389511535,241.49625969550198,0.058378985593046086,14.163798169250787
t145,2.011548981180294,148.55812350364207,0.03978964707447633,0.07518581250387088,13.195811197907094,2.528411569456427,228.4582531766,241.49625909796777,0.05837867011996741,14.163799150575553
t146,2.011549866878238,148.55812621083317,0.03979136771218983,0.07518601817687673,13.195811973457088,2.5284109348483894,228.45825210369125,241.49625989472545,0.058378877521372274,14.16379720741831
t147,2.011549506072599,148.55812660011776,0.0397912324079529,0.07518619548411878,13.195811619913794,2.528407772142739,228.45825011076792,241.49625867282768,0.0583792843402206,14.163798839170317
t148,2.0115495858035524,148.55812697364206,0.039791435055811626,0.07518628538573903,13.195813840515621,2.5284053918571763,228.4582492241635,241.4962567685849,0.058379700672901165,14.163798994412986
t149,2.011548414322527,148.55812747049436,0.03978363596956305,0.07518666941374066,13.195813256285986,2.528403142348998,228.45824824811135,241.49625775280444,0.05837956976405307,14.16379921858066
t150,2.01155264208095,148.5581332927255,0.03978075477567468,0.07518797821837664,13.195816274641992,2.528399429337126,228.4582501254107,241.4962622761127,0.05837996335957615,14.163800371651831
t151,2.011555572647543,148.55813624666388,0.039731740460511415,0.07518709285089702,13.195817726905638,2.5284013160329555,228.45825642358247,241.49625971551274,0.058379466429220477,14.163798483549488
t152,2.011479430144854,148.55804464236303,0.0396968905778275,0.07512755110212274,13.195736847576345,2.528399652490963,228.4581733005017,241.4961847017979,0.05837638030040301,14.163799067969537
t153,2.0114734875313367,148.55804273106324,0.0396952910572489,0.07512620275193285,13.195732764793426,2.5283937517816373,228.45816563197198,241.49618252651084,0.05837636380935984,14.163799280994132
t154,2.0114755700193223,148.5580450427339,0.03967103364494631,0.07512588593706766,13.195731399695397,2.5283853873634388,228.45816575222918,241.49618405341587,0.05837617822737216,14.163799004648165
t155,2.011478274950036,148.5580447092181,0.0396726326415369,0.07512501758549131,13.19573196023898,2.5283855955677295,228.45816830957114,241.49618630430695,0.05837516860154325,14.163799429759681
t156,2.011476089000234,148.55804719088977,0.03967540801625857,0.07512552439741599,13.195732901030453,2.528383523825763,228.45816935893816,241.49618579014782,0.05837516672789922,14.163797515354654
