,Fuel Usage Emissions,Fuel Usage Emissions,Fuel Usage Emissions,Fuel Usage Emissions,Fuel Usage Emissions,Fuel Usage Emissions,Fuel Usage Emissions,Fuel Usage Emissions,Fuel Usage Emissions,Fuel Usage Emissions
Zone,1,2,3,4,5,6,7,8,9,10
AnnualSum,338.4104331762101,24922.718025710106,7.539330571822839,13.58137689708968,2214.5983966799604,438.2621720946457,38213.273350279975,40553.64485968865,11.084394607566411,2455.962035113113
t1,0.41687596722068465,30.708090019440903,0.009222620847733311,0.016666930625839176,2.7287191027746798,0.5235998669339353,47.223472450390815,49.918389420610275,0.013195055683809777,2.9286405582365327
t2,0.41687526023740035,30.708088053700653,0.009224813255292766,0.016668575953002696,2.7287193042210283,0.523599464731751,47.22347314770691,49.9184071029559,0.013194486249356253,2.928638939891426
t3,0.416875349662507,30.708088791139218,0.009225254521083885,0.016669450674498952,2.728718406450899,0.5236018668327718,47.223473522156965,49.91840947467873,0.013194392784908766,2.928638506640311
t4,0.41687616114132875,30.70808986778375,0.009225508949422158,0.016669352030065743,2.728719050038133,0.5236019486522244,47.22347140688593,49.918409026792254,0.01319448123203056,2.928638490545912
t5,0.41687449726122794,30.708088645669772,0.00922367603237601,0.016669085555699993,2.728717356449766,0.5236024790060759,47.22346929329111,49.91840824930163,0.0131944994099283,2.928639150057272
t6,0.41685019331792555,30.70806655645325,0.009207723982329873,0.016659592798699895,2.7286980123956712,0.523602187799284,47.22344752773663,49.918384036782086,0.013193600924485236,2.9286379284909083
t7,0.4167550888664144,30.707988908546078,0.00916492367868707,0.016626818729036742,2.7286176382420315,0.5235386268126594,47.22332873686751,49.91831803052447,0.013192108431598943,2.928637343731601
t8,0.4167589974871564,30.707963996086104,0.009150704288903138,0.016617392702984537,2.7285876409839127,0.5234736940176327,47.22321790540798,49.91831810652284,0.013193379220891683,2.9286385736118006
t9,0.4167047963473288,30.7079585442835,0.009143512889020952,0.016612680595663225,2.7285925999089966,0.5233536348423098,47.222734462647274,49.91827382573466,0.013190001462526435,2.9286353766109685
t10,0.4167056656154717,30.7079659021259,0.00913283407705744,0.016616759772765062,2.728592752220703,0.5223341611104041,23.611129240279237,49.91828539386694,0.013193115059680982,2.9286391116964188
t11,0.4167118193548463,30.707967493646674,0.009133225565404244,0.016615875819113602,2.728597344139906,0.5222622547840492,9.448593308223877,49.91830029596692,0.013192723462519684,2.9286373398304284
t12,0.41676060936042025,30.70796836180065,0.009139751594436547,0.016617128075143317,2.7286363533859097,0.5222521819209002,9.448727324688384,49.918337999264125,0.013193152327155733,2.9286388415151863
t13,0.4167654742490148,30.707968177919245,0.009141378424678406,0.016617364936958635,2.728640110237988,0.5222216009890545,9.448852187621473,49.918333102180014,0.013193249493225073,2.9286388395577756
t14,0.4167633445791917,30.707966199148625,0.009142243278409765,0.016617522770559435,2.728642414978657,0.5223103387012945,9.456887510233086,49.91832329601389,0.013193062084663832,2.928638691924667
t15,0.4167594768640123,30.707965020547846,0.009154983334747369,0.016617745803037716,2.7286393054746836,0.522218705728974,9.456763599249081,49.91831536219157,0.013193302035544478,2.92863937923531
t16,0.41675673989162537,30.707965003010113,0.009154615106572906,0.01661788757863562,2.7286356097391824,0.5223379852497857,9.45673761211953,49.91830883505579,0.01319360172879682,2.9286384701671944
t17,0.41675764982499175,30.707965241623622,0.009142095174444084,0.016617380622946983,2.7286324348781648,0.3649891175680303,9.4569264912708,49.918305259492975,0.013193991776095466,2.9286387024750824
t18,0.4167671911316641,30.707967072702964,0.00914314457545281,0.01661766528844672,2.728593593744354,0.10455833364853892,9.444512671324468,49.91830477411862,0.013194374337099258,2.928639079960836
t19,0.4167667781982107,30.70796725940494,0.009157516967115897,0.016618682007307886,2.7286379335633977,0.104487476536562,9.444453865513049,49.91830296235599,0.013194590663204657,2.9286397903480683
t20,0.4167639172892755,30.70796885962919,0.00916006796765212,0.016620027575654818,2.7286346363027434,0.1046467124221283,9.444783792642639,49.918302499445176,0.013194538420231189,2.928640295872996
t21,0.41675954789230496,30.707983760311535,0.0091665197503205,0.0166254304394394,2.728637223865568,0.36672876816658984,33.05679412497243,49.91830357131022,0.013194611202560486,2.928639268922724
t22,0.4167646569833952,30.707983894368574,0.009166831541947154,0.016625391978637813,2.7286356048037215,0.523482474431356,47.22328039636019,49.918303824156865,0.013193988661418823,2.9286390071802586
t23,0.4167931865696228,30.70800364275077,0.009172630876619636,0.016633929472615966,2.728650767014393,0.5235167395119604,47.2233780357342,49.9183302449687,0.013193682558620214,2.9286389997638675
t24,0.4168710572229915,30.708083513304214,0.00922257999893383,0.016667312112449473,2.7287133689591534,0.5235202517995965,47.22346748818632,49.91840084169316,0.013195247989940777,2.9286400255061964
t25,0.41688348591192675,30.708093221971154,0.00922368279537301,0.016672954922066562,2.7287204782506267,0.5235295086810252,47.22347674109951,49.91841016525472,0.013195857402966162,2.9286407403783445
