,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss,Pipeline CO2 Loss
t54,0.0006622297088533226,0.06216137521792978,8.653466674886956e-5,9.890775002477755e-5,0.004606790528963891,0.0032204043479712578,0.3723412932186376,0.07616387576465432,0.05273277097242583,3.3110134648236286e-5
t55,0.0006635495701946448,0.062162177022620516,6.930757810958934e-5,9.579375279265107e-5,0.004586013905626556,0.0030700232485030665,0.3724370722370421,0.07616604103552702,0.05276851852122533,3.1782268358874634e-5
t56,0.0009885467461036247,0.062200619946538166,4.315343092751262e-5,5.7265584684743466e-5,0.006708233413551847,3.3909863865207385e-5,0.10761770434091399,0.09111040419750725,0.18315189718351635,1.5793345016683086e-5
t57,0.0009769894705636678,0.062198081375010164,5.207595750844275e-5,7.05928492392994e-5,0.0067160636994115265,2.8075302944608833e-5,0.10760903870335073,0.09110451928814617,0.18315687742889833,1.8791494958184197e-5
t58,0.0009814942119091314,0.06220044387362271,5.0666541438669716e-5,6.768714375384801e-5,0.006720719167848041,2.467075606820946e-5,0.10759705339321911,0.09110938542441055,0.18315514426751878,1.7742850761950797e-5
t59,0.0009815675808475398,0.06220072557313774,5.0384796429114435e-5,6.756330704298073e-5,0.0067212082729833115,2.466818974882261e-5,0.10759707648364125,0.09110967192579233,0.1831553190663481,1.7695957911546907e-5
t60,0.0010053252010396578,0.06219410874318261,6.130710793389639e-5,6.607702877370153e-5,0.006715830577828384,2.4170947760049573e-5,0.10758401489121713,0.0911227236310994,0.1831252268751049,2.1307879311556742e-5
t61,0.0009799105772648694,0.062196319784249846,6.450653588268504e-5,6.997517020167665e-5,0.006720345299454099,2.4154234704107436e-5,0.10759684410544955,0.09110782132886931,0.18315018714798215,2.2128599894536392e-5
t62,0.0009798383872011557,0.0621978934697392,6.289850500235437e-5,6.67619436727159e-5,0.00671998315307095,2.4203151178409904e-5,0.1075969772841035,0.09110825796695132,0.18315300550376137,2.100665469800141e-5
t63,0.0010111120865518393,0.062193344072529,6.098712730859238e-5,6.635128451260266e-5,0.0067141201619090275,2.4175799777214275e-5,0.10758004338987613,0.09112626113920823,0.18312268428327863,2.115832720136446e-5
t64,0.0010045671614719908,0.062195216795567866,7.090142502368986e-5,7.672962083067771e-5,0.006726846182787644,2.361331429682422e-5,0.10757743993654494,0.09112234719359395,0.18310617549042602,2.4458755261314645e-5
t65,0.0010115695681931446,0.062196107984623945,4.9632029413624736e-5,6.695407473925066e-5,0.006713902379357227,2.4623192316575826e-5,0.10758078154302134,0.09112809359864002,0.18312536506007776,1.7946465763644393e-5
t66,0.0010193205927227116,0.06220308191628596,4.147137057887474e-5,6.912911621389573e-5,0.006690620399640991,2.1256037834731805e-5,0.1075842915610252,0.09113267960228412,0.18313346639785605,1.5373734836790152e-5
t67,0.0010193819031630866,0.0621997426452442,4.920862499864955e-5,6.701760717772173e-5,0.006692632487471591,2.07371368904838e-5,0.10758362796976839,0.09113096605837592,0.18313206770300214,1.7726970609124014e-5
t68,0.0010104360508443075,0.06219460678213106,5.954146910757939e-5,6.38404858874455e-5,0.006714015587589867,2.0377439186767874e-5,0.10758058051377056,0.09112851563523146,0.183125320286261,2.0644809950212196e-5
t69,0.0009921465834012127,0.06218083673591178,0.00011141796243950602,0.0001170914472824848,0.006736052141062381,1.9053066820729822e-5,0.10757455426300586,0.09111353548734104,0.18305249090232084,3.468372497417198e-5
t70,0.0009860434576779403,0.06218422343472596,0.00011396315856757204,0.00011629671845206822,0.006706630672582396,1.910419047004845e-5,0.10759635246109779,0.09110741799320433,0.18306363533858458,3.442471457737071e-5
t71,0.0009726751712903798,0.06218168605568089,0.00010932917421884921,0.00011588289009403541,0.006722830951583746,2.228659272681758e-5,0.10761448627420772,0.09109882132209912,0.18306939551626333,3.496007488346067e-5
t72,0.0009663451215423864,0.06218101198336366,0.00010780321468365268,0.00011653333496387881,0.006716104001682109,3.176035642690466e-5,0.10764639246114986,0.09109268469372166,0.18307780425173462,3.411597223250819e-5
t73,0.0006911029064417043,0.06216996855042295,9.244241931541901e-5,0.00010735691117671613,0.00668207378636891,0.00021074555407305952,0.22349807108217692,0.07806565650470165,0.1838148029061676,3.167510057451335e-5
t74,0.0006904477233987583,0.062169472131007014,9.193841217144041e-5,0.00010760629228446272,0.006681653486248306,0.0002107846047532766,0.2235197528448641,0.07806337394100892,0.18381637472872206,3.14969741765353e-5
t75,0.000844821121461792,0.06218705551663694,8.454344584024162e-5,9.772680790397681e-5,0.00670793589586072,0.0002065041938116988,0.10923719294745217,0.091016921080595,0.1832473049095226,3.080272506744802e-5
t76,0.0009726922565287045,0.0622236807763672,7.896913974541296e-5,0.00012086825016894431,0.006738743728739308,0.00021097200006713344,0.10834634269868808,0.09109807888500261,0.18282145613588655,2.9415150647888236e-5
t77,0.0006768744804059618,0.06216742203312167,9.346968086323062e-5,0.00010521453561675777,0.00665457778878943,0.0002572871045034705,0.32084460375956664,0.07618509036096946,0.09361904193351464,3.1123030067779436e-5
t78,0.000690080024129865,0.06219036970228096,6.2129021517744e-5,7.138132118264878e-5,0.006683546271923509,0.00021249511200205665,0.22351877114701083,0.07807073257917939,0.1838660166496292,2.2332599056961256e-5
t79,0.00098687678819681,0.06219624722879977,3.979707278032949e-5,6.934694951402997e-5,0.006703577973286148,2.411632696056385e-5,0.10763568236494182,0.09110930604965792,0.1831457714745435,1.4946337497286271e-5
t80,0.0010010934005372568,0.06220124240690843,3.485097734508662e-5,5.887274040091948e-5,0.006705483961650566,2.1889088228741614e-5,0.10760158388571378,0.09112046092452147,0.1831429349941061,1.3502906171953887e-5
t81,0.0010038675066783916,0.0621966894117804,3.938710521798627e-5,6.474513860683303e-5,0.00671392134813915,2.1480232844669958e-5,0.10758248989143512,0.09112895867599992,0.18316426283043366,1.5786114568112827e-5
t82,0.001011532398555579,0.06221406047552475,2.3043300689810284e-6,4.385897422632984e-6,0.006717028678893303,2.4301274285322706e-5,0.1075865075941727,0.09113595708541086,0.18318263034265028,3.9687206480343945e-7
t83,0.0010134727661311462,0.06218801505642213,3.4015993856505935e-5,5.6143604641064126e-5,0.00669540575437876,2.213678304290756e-5,0.10758687677110365,0.09113540411145307,0.18317766303895983,1.3088413509223706e-5
t84,0.0010121835224266797,0.06219745810048897,4.0577631150788826e-5,7.01748716475122e-5,0.006715394018026141,2.15605271763192e-5,0.10758172579851646,0.09112850867350364,0.18312345978080075,1.4379751848138542e-5
t85,0.0010120800214909994,0.062197304568797365,4.099987980023534e-5,6.989511601552747e-5,0.0067149203327794395,2.1560723693328686e-5,0.10758178833261565,0.09112806510975317,0.18312356331981947,1.4127034223739835e-5
t86,0.0010109390043785483,0.062194597993733655,5.0374935784269046e-5,6.860390677265114e-5,0.006714081171800806,1.8887739010575883e-5,0.10758165950379062,0.09112708041695683,0.18312352240808372,1.782340262885885e-5
t87,0.0010090828699234281,0.062191952705636634,6.123135071639056e-5,6.725038620146246e-5,0.006713515047295986,1.7540117751136344e-5,0.10758151985646969,0.0911259491752358,0.18312124115012074,2.0309796732297306e-5
t88,0.0010006495612031247,0.06219994586262426,6.983616614738723e-5,7.56847679560274e-5,0.006736737465440625,1.7281969131887607e-5,0.1075758809262305,0.09112019533053693,0.1831021390891543,2.334778259258746e-5
t89,0.0010110960564298688,0.06219578854148159,4.175539169778926e-5,6.95874366619509e-5,0.00671384654529488,1.8231207914952137e-5,0.10758205917499493,0.09112749387938926,0.18312437485922364,1.4051512407634264e-5
t90,0.0010193968273303862,0.062197949366718686,4.07173385153151e-5,6.945080239456733e-5,0.006693564559462252,1.830418238923031e-5,0.10758455806576965,0.0911313791925442,0.18313145630020997,1.3332817733473045e-5
t91,0.0010158705830922692,0.062196156261033655,4.9240720369708034e-5,6.70427284566889e-5,0.006692972456075827,1.793041361721668e-5,0.10758547821565675,0.0911278125988485,0.1831317397549443,1.7508864298446807e-5
t92,0.0010808194093909066,0.06220455528027903,7.791549434799252e-5,8.474068000875493e-5,0.0067069336162958685,1.694017489958337e-5,0.10753009286877423,0.09114831562737741,0.1830469956961424,2.625933035266688e-5
t93,0.08886227189577875,0.06224783594340176,9.061443396706959e-5,0.0001261809094521846,0.006720271676174944,1.627030829692175e-5,0.0632795826436092,0.09118381322878517,0.1247141235342205,3.379409577973787e-5
t94,0.012041889699164685,0.062254578611692576,9.374371927025199e-5,0.00012834451603534723,0.006726636779266898,2.8735293335999447e-5,0.1020137796008893,0.09120849288832593,0.17563134643356984,3.1732616186600564e-5
t95,0.0019108079097580506,0.06228527238439915,0.0001040349451386418,0.0001440437171492018,0.006736743507647553,3.467524504440401e-5,0.10715023908357615,0.0911936409537803,0.18222313369726362,3.094484632283258e-5
t96,0.0019100691778473388,0.06228482553639831,0.0001039328356015545,0.00014354804877741295,0.006735848492737773,3.4992293889000084e-5,0.10715061494482478,0.09119358682177992,0.18222451487456912,3.134799796340372e-5
t97,0.08817416544721458,0.07648284113501236,7.017313823107804e-5,0.001244647337985024,0.00722568896340867,6.302588729256006e-5,0.06426795324779168,0.1194395056435886,0.00044832155120156546,2.9329913672202674e-5
t98,0.08791907146010348,0.07644852136178393,7.004263339273562e-5,0.0012529467856502278,0.007570383359343373,6.30899942682929e-5,0.06428531591554754,0.11942750003730322,0.0004491174475274327,2.9523616163574175e-5
t99,0.08791606766553361,0.07644924807083542,6.993381668100957e-5,0.0012573233754980802,0.007571034766178175,6.312563458824543e-5,0.06428857101951582,0.11943146322516515,0.0004491965784508954,2.9560625896920563e-5
t100,0.08276774057190214,0.07641222589478512,0.00010188610652527752,0.0012586993752134639,0.013052811757560847,6.149047856601093e-5,0.06473872013952403,0.11942456614275074,0.00044943954087128113,2.9260009644546908e-5
t101,0.08278585746306738,0.07641351624081087,0.00010182424212902463,0.0012589842699270756,0.013033316148606738,6.128377983735744e-5,0.06473529130418536,0.1194242756502966,0.00044978776411257486,2.970208554680227e-5
t102,0.08791722128256652,0.07644616327930118,7.723713724173731e-5,0.0012584495156513081,0.0075683779520746165,6.227239671395371e-5,0.06428349194902362,0.11943001949478155,0.00044948488289158265,3.0319520022791036e-5
t103,0.08791719319879143,0.07644721282886258,7.002445229514653e-5,0.0012598809252180512,0.00756899179423945,6.29369452380262e-5,0.06428669090847411,0.11942988453595806,0.00044928898782909196,3.0686398236029735e-5
t104,0.08791929444832665,0.07644957725943576,7.031796798522989e-5,0.0012604264928023337,0.00756832882175899,6.32471035916411e-5,0.06428655407966491,0.11943238017976905,0.0004489057251742851,3.094827392430735e-5
t105,0.08313406444553051,0.0766696449280625,7.161284333134331e-5,0.0015058741115069052,0.012385905080833174,6.286779099439235e-5,0.06452058747015392,0.1190337166885007,0.0004885631985393443,3.1009819338684546e-5
t106,0.08900765708687679,0.07642078658159603,7.102636323151124e-5,0.001649794376496652,0.007189528278162667,5.402324730372974e-5,0.06335765514858521,0.11871397109998563,0.00046605873592427946,3.200205303484323e-5
t107,0.08892882395334333,0.07640610481857625,7.078835678310444e-5,0.0015869833736120694,0.007185760879657011,5.408770531189468e-5,0.0633588781244152,0.11890265940757011,0.000442900974967622,3.204219566943689e-5
t108,0.08892921618102899,0.07640556295442208,7.060798915163585e-5,0.0015876399275318131,0.007186437779782886,5.4074525269829684e-5,0.06335890196227133,0.11890193833187632,0.0004425278147622042,3.2014803789180894e-5
t109,0.08892187774352495,0.07640331230558522,0.0001060248550369034,0.001585865274836682,0.007181238744779664,5.2706759458731255e-5,0.06335932048758816,0.11889968091239018,0.00044199531059539113,3.1510897869374304e-5
t110,0.08907173960123775,0.07632670411432207,0.00010216588333889778,0.0013338245831383752,0.007214438552061377,5.302714566682466e-5,0.06335513603510655,0.11927226163532643,0.00040874150567599035,3.166153505418027e-5
t111,0.08906870291170202,0.07632658272798847,0.00010218634300960312,0.0013344300374942988,0.007213945844027295,5.301382835449423e-5,0.06335498812656055,0.11927304650747708,0.0004092175740683117,3.1719868266157186e-5
t112,0.08905039197866378,0.07632662976843496,0.00010218860019576417,0.0013333565120538797,0.00722138481338689,5.877963184256918e-5,0.06336628393298954,0.11928135138875764,0.00040899723299501155,3.1514479372905524e-5
t113,0.08907462099360296,0.07632653097431716,6.987218325860901e-5,0.001336539535548644,0.007213515015668876,5.437881006462614e-5,0.06335458120109881,0.11927666178734464,0.0004092856241796019,3.238713232822108e-5
t114,0.0890978561967524,0.07636628604967052,7.011155202273067e-5,0.0013364349898902124,0.007108760515992117,5.428929676991315e-5,0.06335287762949286,0.11927738928410808,0.00040884977079397983,3.246875851867594e-5
t115,0.08909350176691404,0.07636546447695332,0.00010096310664894945,0.0013346789436941365,0.007105170667435704,5.297523780989989e-5,0.06335328118247004,0.11927495895002187,0.00040910040966402766,3.195844872081888e-5
t116,0.08905165151050282,0.07635728642518051,0.0002810518389688185,0.001323380469969074,0.007091542726964069,5.116555685757915e-5,0.06335347969263737,0.11926131258282653,0.00040783337714936255,3.1453340002582226e-5
t117,0.08905028244298165,0.07635481731408174,0.00027237302794866277,0.0013525538797209407,0.007090033997121521,5.120408179200948e-5,0.06335365723838544,0.11924074215653244,0.00040785973064757044,3.1432316807964004e-5
t118,0.0890242936791357,0.07634622472574297,0.00027680633110956744,0.001630258241189765,0.007105524906734011,5.87828130265955e-5,0.06337015093112763,0.11909449536895154,0.0004042297952138845,3.102773794603563e-5
t119,0.088481665154184,0.07642067899270293,0.0002953234524839015,0.0014582098276505295,0.007203239617715918,5.9376589348307544e-5,0.06385723068474547,0.11927414888599308,0.00042874418390157653,3.0303108289229364e-5
t120,0.052640201839124656,0.07644466702556203,0.00029940393937738367,0.0012255871354626153,0.007209150483269959,5.937673536551508e-5,0.06533566602218976,0.1559129917772359,0.00043165507693473536,3.029005725993015e-5
t121,0.003065388801813954,0.07641601506150032,0.00029309121927033745,0.0011483760008533567,0.007158462889872524,5.9049150159821294e-5,0.06672531571538454,0.20703834359198822,0.00042183730716004034,3.0522819229592506e-5
t122,0.0873458667956628,0.07634954539532902,0.0004150363462087894,0.0013365739563978136,0.007311692340525262,5.861462346766293e-5,0.06414303580963546,0.1205174498783609,0.00041249300276046676,3.0501289618685962e-5
t123,0.08843948748801052,0.07629059922598262,0.0003935206425821874,0.0013363804631813484,0.007437281834588402,5.848505314387606e-5,0.06402282401765792,0.11963203193349714,0.00040320479140173483,3.064124412339227e-5
t124,0.08844077537222857,0.07628734201850801,0.0003907177931815001,0.0013346201916116848,0.007434089732877334,5.817039898852601e-5,0.06401112962803622,0.11963023830101165,0.0004032641756571473,3.0780773441947214e-5
t125,0.08844450293843317,0.07628205054736242,0.0003906528752435824,0.0013330592118588822,0.007430474085975996,5.792535153565892e-5,0.06399853074288576,0.11962579710929448,0.00040332093737670965,3.083150422173349e-5
t126,0.08844841709537445,0.07628091724581854,0.00039191355561334713,0.001326798524956666,0.007429087141663624,5.773743655000262e-5,0.06398870441840013,0.11962858097651152,0.0004035536523519864,3.089696262353715e-5
t127,0.08845607244554539,0.07628629158647464,0.0003959492299894376,0.0011135628061471805,0.007425176857772548,5.780003896968396e-5,0.06398779831401408,0.1197620517192252,0.0004055474832193491,3.089166282749059e-5
t128,0.08845021738252164,0.07629512980214981,0.0003987723977457551,0.001117339139971539,0.0074336110731387075,5.8022072423660366e-5,0.06400177211503316,0.11976718931351833,0.0004054063124018988,3.091476867161359e-5
t129,0.08844181304470451,0.07630055531245387,0.00039682071363388374,0.0011183647244530999,0.007437036066340847,5.83804209128284e-5,0.06401915963248392,0.11977447575022389,0.00040552686122489936,3.0871378957545557e-5
t130,0.08742843988261383,0.07636786784568211,0.0002882481186041961,0.0011328035661813353,0.007318040076756609,5.918712436840612e-5,0.06413117585096993,0.12066252611101862,0.0004164883354041247,3.0731438957876206e-5
t131,0.08848519191355857,0.07637350469808482,0.00028866486483463164,0.0010791402664489637,0.0073093800195782495,5.908877354449107e-5,0.06393625809172163,0.1196764565691908,0.0004211870136209823,3.062424429206234e-5
