,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption,Power Consumption
Zone,1,2,3,4,5,6,7,8,9,10
AnnualSum,181.5874797806946,13407.38191692641,3.6236814926757246,6.8151740335494075,1190.9139166547016,235.33407913475537,20557.399198857474,21816.47153483115,5.452611132759454,1320.8088971965753
t1,0.2236836199416282,16.51966187898641,0.004422763889313651,0.008358630544966219,1.4673729390447467,0.2811628117574323,25.40455646211731,26.854378541839086,0.00649114086828002,1.5750141512169324
t2,0.2236834627094266,16.519661470916496,0.004423253998748131,0.008359164080685254,1.4673729888089369,0.28116278941054573,25.404556611764992,26.854384062755756,0.0064910670939108015,1.5750138167766792
t3,0.22368348752729839,16.51966162066971,0.004423342770664676,0.008359431716765708,1.467372806014059,0.28116334874838006,25.404556809994176,26.854384880869738,0.006491061115611567,1.5750137277089111
t4,0.22368374976589164,16.519661849756265,0.00442340770319148,0.008359477412467307,1.4673730234730993,0.28116338680557196,25.404556390240078,26.85438480711513,0.00649108459074186,1.575013724892126
t5,0.22368332836083593,16.51966159422698,0.004423005586289343,0.00835943571014606,1.4673726054696699,0.2811635413086607,25.404555887507126,26.854384648689418,0.006491084415669603,1.575013860406086
t6,0.2236763589491966,16.51965538584798,0.004418759462848571,0.008356443415330718,1.4673667403009916,0.281163558220709,25.404549672968624,26.854377289193568,0.00649078013227105,1.5750135621885426
t7,0.223649335295298,16.51963403656273,0.004407007753836159,0.008346399710282946,1.467343209134348,0.2811483749699494,25.404515022937172,26.85435733971005,0.006490303789055312,1.575013278561153
t8,0.22365095868095128,16.51962756428943,0.0044033466165159536,0.008343716352043024,1.4673347875316796,0.28113324694754216,25.404485788359402,26.854357547993185,0.00649078494227961,1.5750137423169792
t9,0.22363564286408977,16.51962597270163,0.004401418739920193,0.00834228320542599,1.467335861225363,0.2811081301980404,25.40432232437874,26.854344183317586,0.0064896929529269275,1.5750126987187139
t10,0.22363579352902022,16.519627972504402,0.00439860129987086,0.00834358588143,1.46733582264929,0.2808218989689903,12.702148708662035,26.854346836029222,0.006490745037775199,1.57501386441249
t11,0.223637340362692,16.51962830966971,0.00439864202710348,0.00834334080735046,1.467336792637273,0.2808089219715551,5.082999616329634,26.854350282468296,0.0064906562626918215,1.5750134746082136
t12,0.22365127359992593,16.51962847501809,0.004400390834594879,0.008343694794662312,1.467348336170086,0.28080596205862735,5.083070479185315,26.85436182823364,0.006490759885553778,1.5750138076892852
t13,0.22365253182756115,16.5196284411663,0.004400755514291084,0.008343744317609801,1.4673492500973262,0.2807895898154743,5.0831373627405325,26.854360858673058,0.006490782643085882,1.5750138072909987
t14,0.22365203616777757,16.519628033886114,0.0044009320254834805,0.008343777742341634,1.467349749807421,0.2808298868148341,5.087452441062928,26.8543587126755,0.006490735443187866,1.5750137745754953
t15,0.2236510809349542,16.519627787507495,0.0044044291712644285,0.008343827788524223,1.4673490458302378,0.2807896748200715,5.087384763504431,26.8543570008472,0.006490779487217992,1.5750139147010564
t16,0.2236504172288863,16.519627783763095,0.00440421266001526,0.008343830558873593,1.467348277089392,0.28082309706089786,5.087371492151013,26.8543555765269,0.0064908265588100545,1.5750137241739952
t17,0.22365057347115067,16.51962780364465,0.004400740504162463,0.008343682505805966,1.467347623890124,0.19617627387488337,5.08748091489352,26.854354804079957,0.006490898496741643,1.5750137428079114
t18,0.2236531472242905,16.519628180215804,0.004400958208388843,0.008343743048066893,1.467335992256749,0.05622376833239816,5.080893806509591,26.8543547479373,0.0064909684350923655,1.575013819299348
t19,0.22365289702175442,16.519628237928078,0.004404863601052419,0.00834401065286704,1.4673489891707505,0.05619870129470581,5.080874289661351,26.854354351506164,0.0064910201446384385,1.5750139948928161
t20,0.22365234292327074,16.51962883974087,0.004405532390060078,0.008344458296770517,1.4673481091188811,0.05626356000665705,5.081033563570987,26.85435452161561,0.006491006342433373,1.5750140997218303
t21,0.22365115893329288,16.519632934411693,0.004407269345924874,0.00834616140023926,1.467348879031542,0.19686549738683923,17.783353906791863,26.854354772412183,0.006491016929091492,1.5750138886111864
