,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions,Negative Emissions
Zone,1,2,3,4,5,6,7,8,9,10
AnnualSum,1224.1403825691984,95587.87164131619,24.813653679403597,41.637565700706816,8484.946111217865,1677.4516749048948,146577.59035755505,155552.59210736348,13.950448005609374,9421.789973636129
t1,1.506727653413573,117.7735551902055,0.030056986160392138,-0.12284877811069307,10.458641246881509,2.004782276692794,181.17094704789662,191.50332274075765,0.044592801995657995,11.235124654706501
t2,1.507086336371462,117.77356312643418,0.030060924446385213,0.056799940498754344,10.458756675252653,2.004782376531073,181.17095438357748,191.4594091514539,0.0446792672080709,11.235123467368034
t3,1.5084631804554969,117.77351198589517,0.030037424194341352,0.05693894030960771,10.45769357602698,2.0047847644648606,181.17070013905274,191.45911975538942,0.04470927141692192,11.235123087697964
t4,1.5074275053829498,117.77361392704353,0.030090866101739916,0.056723609571330054,10.458357332792282,2.004785044226832,181.1708647406226,191.45923976338162,0.04472191327857753,11.235122976206647
t5,1.508436071365359,117.77352145654504,0.03005033795873304,0.056735455664138054,10.457683386885506,2.0047859428188084,181.17071952616678,191.4591763780442,0.044712871693761445,11.235123484944614
t6,1.5936163670160581,117.77399313830654,0.030162135055909627,0.05705665152079383,10.46021729501503,2.004785614088561,181.1270408263439,191.4869310501776,-0.08889286976165503,11.235121126270295
t7,1.5935551372977026,117.78767735558621,0.030211309300683123,0.05829356356127654,10.460209582219372,2.0047547544625814,181.12694173431342,191.48660521710102,-0.1378164550013911,11.235112404826046
t8,1.5112209886058343,117.78765767260178,0.030253310050364864,0.05829698652657221,10.46017870074301,2.004690057633456,181.16850629058516,191.48626786121767,-0.08339223284881539,11.235114457207075
t9,1.5935065773811443,117.78763722274847,0.03010116659932438,0.05828209794950126,10.460154988475756,2.0045855567892823,181.12584297387878,191.486538643195,-0.1378306705413573,11.235106971585004
t10,1.5628358873977455,117.78763534965407,0.029799954253386843,0.058268076767873093,10.460174176092941,2.003040239066611,90.58794634945089,191.4865399055497,-0.10106639695733866,11.235112114836063
t11,1.5936038434044648,117.78763892237383,0.03010313612960401,0.05827370366073733,10.46018404510802,2.002995410950983,36.25356485142745,191.48657637314383,-0.07975521653584672,11.235110892510768
t12,1.5935435763336288,117.78766437802727,0.03031464745583518,0.05829709851990883,10.460231163217017,2.0029788703583886,36.25406791581014,191.48662317834726,-0.07964867027483455,11.23511245267121
t13,1.5935482409400406,117.7876650211154,0.030316983032828756,0.05829781055526947,10.4602356895033,2.002862230976507,36.254544415685174,191.48661936351144,-0.07964895518514468,11.235112576180544
t14,1.5935402633792517,117.7876630413742,0.03031784315265339,0.0582979756488837,10.460237025827224,2.0031356335977906,36.28530316021945,191.48660909281256,-0.07965267799170203,11.2351125854408
t15,1.593554820377555,117.78766798820308,0.030273428732565083,0.05829968300739466,10.460235842514967,2.002865829876329,36.28481855734964,191.48660582703022,-0.07963233492921931,11.235113223143076
t16,1.5935519008195702,117.78766721673156,0.030273787293017863,0.05829970548754659,10.460233123403905,2.0030467951724136,36.284725281214726,191.48659997545687,-0.07963367311536951,11.235112487337497
t17,1.5935340273175314,117.78766141160786,0.03031637947426055,0.05829775233142469,10.460228776661774,1.399183194413089,36.28552045543949,191.48659356672525,-0.07965127479120009,11.23511345808662
t18,1.5935368539653099,117.78765872603257,0.03031734089838971,0.058297694427203714,10.460195724846361,0.4010505393620275,36.238715786272955,191.48659266333908,-0.07965551588239422,11.235113385596229
t19,1.5935666551902532,117.78766972090727,0.030275826574143187,0.058299760080289746,10.460234987562371,0.4008962350254647,36.23859982554427,191.4865999038809,-0.07962587123393043,11.235113765693447
t20,1.5935631709288542,117.78767260386854,0.030275265572223996,0.058300353908653055,10.460234341759458,0.4013199075226741,36.23970123996898,191.48660175242816,-0.07961319803889522,11.235114180654042
t21,1.5391764665596965,117.78767721348022,0.029957478119309874,0.05829000977678242,10.460167115817557,1.4036316984608586,126.82276825332146,191.4863969484355,-0.07987728978849251,11.23511597007546
t22,1.5935228156916945,117.78767871617762,0.03021255425651242,0.058294491270713386,10.460204975221478,2.00469100292362,181.1269297740571,191.486580950538,-0.13777838776977525,11.235114917286879
t23,1.5935744390135398,117.78769505091935,0.030298788947533663,0.058287941724142,10.46024088169134,2.004732423908407,181.12700481986485,191.4866310442395,-0.13780218563335778,11.235116579584465
t24,1.5067660838399417,117.77385592666757,0.030006537805454796,0.057270067854912905,10.460126094683497,2.0047355152892314,181.17077132227615,191.45894393246704,0.04446984311578562,11.235122029535667
t25,1.506602092576197,117.77355546693545,0.03024359442486356,0.05728327016882019,10.459868176476025,2.0047446289711943,181.17050608790885,191.45844204604495,0.04473210181759779,11.235122818888904
t26,1.5066039580885162,117.773548297228,0.03024485020121353,0.057273700045973035,10.459862195279083,2.0047476737724907,181.17050489546193,191.45843405256127,0.04473260034432293,11.235122228690923
t27,1.5119893701559939,117.7736137883546,0.0302594931973986,0.05729062182857466,10.454019043482429,2.0045263067455688,181.17003975177204,191.4584372727938,0.04474525388265774,11.235126273451414
t28,1.511977842930105,117.7736131057137,0.03025943832818627,0.05729260525598545,10.454022012260635,2.004493352378191,181.17004538247187,191.45843799921894,0.04474615627964844,11.235126217259648
t29,1.5065722441679674,117.77354884108317,0.03025654437308295,0.05730439001638972,10.459859134783656,2.0045068898722866,181.17051524069828,191.45842944449882,0.04474595677360198,11.235126138306343
t30,1.5938598666218045,117.78768818116036,0.030333052024491502,0.05831737067392085,10.46222690129194,2.0044839625006863,180.86314275043418,191.5015460742364,-0.007263209055078754,11.235111359801289
t31,1.5938464788574491,117.7876598305149,0.03033319024728958,0.058310329229946105,10.46232820132006,2.004458724936832,180.86245931134235,191.50152890349898,-0.007540559990057975,11.235109896840966
t32,1.5935261615557816,117.78765254554891,0.030313831947693357,0.05829982380532528,10.460218411803917,2.0047906592088305,181.12699585566668,191.48659920617365,-0.13790182722452038,11.235117617645137
t33,1.5935183532439108,117.78765042638055,0.030309931075697794,0.05829965404169641,10.460212400688778,2.004775320075949,181.1269675730019,191.48659302624066,-0.13789229904183645,11.23511768580392
t34,1.593509091803616,117.78765018477543,0.030307397733093763,0.05829962410207449,10.460206602094315,2.0047642903914467,181.12694265398724,191.48658655704844,-0.13788313053672174,11.235117952073534
t35,1.593510711786175,117.7876511088868,0.030308681359614294,0.05829986917326911,10.460207049938711,2.0047631648650266,181.1269418292045,191.4865890241156,-0.13788397893066123,11.235118489900715
t36,1.593510703396038,117.7876534577044,0.030309029802531907,0.05829982419953897,10.460210107143697,2.0047541803300133,181.1269432500603,191.48659033308576,-0.13788430971469343,11.235117634385038
t37,1.5935101389143056,117.78765265114185,0.030308333932081124,0.05829977132771928,10.460209866281701,2.004756108767596,181.12694286765213,191.48659081514538,-0.1378850300502159,11.235117826395713
t38,1.593509740258134,117.78764950411347,0.03030627138996239,0.058299659663998214,10.460209666039962,2.00476192619963,181.12694106872382,191.48659086740244,-0.13788565504910913,11.235117384722155
t39,1.5935101550606112,117.78764771415558,0.030305988405413212,0.05830017865550097,10.460208723245687,2.00479278796848,181.1269404562959,191.48659013180563,-0.13788637462804695,11.235117669657543
t40,1.5935055204355995,117.78765761444662,0.03032000760485943,0.05830180910736586,10.460213601835331,2.004801863759328,181.126949434415,191.48660049949447,-0.13784775978486213,11.23511806968691
t41,1.5935060492378477,117.78764135751715,0.030318746701563738,0.05829946854313834,10.460208839635989,2.004802403601116,181.12693704918803,191.48658732612495,-0.13790147807994882,11.23511442142138
t42,1.5935079102901106,117.78764017716274,0.0303200545020644,0.058299885439739,10.460207106117688,2.0048109833319594,181.12693598839567,191.48658861838908,-0.13790094742798503,11.235114508458093
t43,1.5935137471746468,117.78764292653858,0.030309444412776155,0.05830081158848243,10.460206176706997,2.004815580752031,181.12693590842173,191.4865905071617,-0.13788766022790172,11.235116655044214
t44,1.5935102564827124,117.78764272486389,0.030307252629031695,0.058300298485906156,10.460206700157228,2.004816944946467,181.12693399376994,191.4865889236155,-0.13788603304190053,11.23511705546171
t45,1.5934704674797866,117.78765443592378,0.030323601140078694,0.0582966844803838,10.460195745255334,2.004820203142758,181.12697208152022,191.4866058390384,-0.13780649015490926,11.23511793153538
t46,1.5935435799898485,117.78766301660478,0.030333447469670947,0.05830042043654432,10.460238520939319,2.0048233176706476,181.12700181733354,191.4866228864664,-0.13787494358260732,11.235118465556166
