Resource,CCGT-H2_1.0,Fuel_cell_1.0,CCGT-H2_2.0,Fuel_cell_2.0,CCGT-H2_3.0,Fuel_cell_3.0,CCGT-H2_4.0,Fuel_cell_4.0,CCGT-H2_5.0,Fuel_cell_5.0,CCGT-H2_6.0,Fuel_cell_6.0,CCGT-H2_7.0,Fuel_cell_7.0,CCGT-H2_8.0,Fuel_cell_8.0,CCGT-H2_9.0,Fuel_cell_9.0,CCGT-H2_10.0,Fuel_cell_10.0
Zone,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,7.0,7.0,8.0,8.0,9.0,9.0,10.0,10.0
AnnualSum,38358.29,9949.976,57804.2,12033.393,59120.95,12249.61,43824.6,10584.224,31155.264,8390.742,53219.926,11984.378,67294.82,12856.227,46671.25,11378.752,53119.77,10803.592,48612.94,10235.01
t1,7.801444935676547,1.8611028441246114,3.86127468528227,1.2152786985181248,5.0482074015625145,1.6026749639472433,3.569492644730515,1.1553652472937925,4.564168126173895,1.3341831805388646,17.849414403644595,2.7970710744306575,23.212106938601686,2.868242000385758,11.794623457175486,2.1538773352274765,19.093557706666108,2.7977793857491933,14.778497180704111,2.454718285960078
t2,7.102927847490377,1.8090930083010028,3.6143289589195784,1.1401825533060739,7.1712651163109795,1.9159836398227692,3.297490894936346,1.0461976623005562,4.161916354308406,1.2459947684087027,11.178768672507665,2.47297673199502,16.95081020810285,2.6432927093190957,5.531472425368717,1.5708305520337587,19.133803282490316,2.7983164421187725,14.79151201440746,2.454039362423267
t3,6.522285940519129,1.7457164698482803,3.4750317660027674,1.110244524066335,7.464181939028427,1.9863650940111153,3.2077719374312497,1.0181032219477615,3.9825833101405057,1.2132949301040237,7.716427420714491,2.1564211865104124,11.378567281461152,2.299642637639947,4.7544818274288545,1.436920068935498,19.177264558504064,2.799554497123073,15.024225186913757,2.4656940858179124
t4,6.572953432046025,1.7531009892947895,3.6979597387071266,1.1656486026799244,7.458761310902113,1.9998116304353708,3.1912477114976907,1.0166449798172779,4.2550420183272895,1.2836025172388361,6.259264064268183,1.9317826559526214,9.60793665066941,1.9657897980276078,4.769443876306568,1.4374647535239524,19.352908522468027,2.8140842571311406,16.18936844728525,2.5417858686593484
t5,7.633790387745172,1.8690341777424495,4.0394851346363705,1.2645633307070057,7.671509101569255,2.051119737390385,3.315017753956191,1.0523694242074553,4.912733734051949,1.4281739261414332,6.589442677367294,1.969740353263497,11.417949782274073,2.1188144240978692,5.297272571129282,1.536675508760584,19.52716495424785,2.8269508541524897,17.34130031323446,2.6259097833599263
t6,11.40767576180708,2.177424109641433,5.239192631419085,1.496879264596032,11.249727165999557,2.3593403224886824,3.8995736145912625,1.2077444628555938,6.6697114687349135,1.6946752941492196,9.067356095131595,2.2038986069141315,12.62886673474287,2.235122974093031,7.921064761975372,1.8611739398952196,19.62937440279429,2.8392830032017367,17.895180650781136,2.675912860387404
t7,14.295818770359976,2.369210620958102,7.31327732356148,1.7499772883033535,17.25573521874074,2.6963465453569118,5.504903199544214,1.5293832788196113,8.252301253202269,1.8852973133534048,26.34071083190876,3.163778881843492,22.186109451507395,2.829464724956401,14.329549439959095,2.385074122237074,19.804465475377153,2.8536765878946664,18.343406259662757,2.716315206613527
t8,14.662852417935431,2.402796850561887,9.287990508657092,1.9813377179535308,18.54183156304464,2.7522256901641873,5.696902547503374,1.5821490843223545,8.428971021914858,1.920533532988788,28.953823297869533,3.34390377197301,22.634339118429676,2.9166961751999283,15.864012092266453,2.482149610262171,19.86982229693468,2.855457143865446,18.40942585876259,2.721949617071114
