Resource,Zone,StartCap,RetCap,NewCap,EndCap
CCGT-H2_1.0,1.0,0,0.004077890506416016,23.809877552758316,23.8057996622519
Fuel_cell_1.0,1.0,0,0.0017236204031953768,3.7320491342752335,3.7303255138720384
CCGT-H2_2.0,2.0,0,0.004091265733134666,29.83117324209843,29.827081976365296
Fuel_cell_2.0,2.0,0,0.001726061131269251,4.052262833191114,4.050536772059845
CCGT-H2_3.0,3.0,0,0.004054389495531419,29.560348328603503,29.55629393910797
Fuel_cell_3.0,3.0,0,0.0017205039517449682,4.239034531524816,4.237314027573071
CCGT-H2_4.0,4.0,0,0.0040895276750818185,25.663086282976373,25.658996755301292
Fuel_cell_4.0,4.0,0,0.0017202417228736537,3.8677621858844775,3.866041944161604
CCGT-H2_5.0,5.0,0,0.004067625887059945,22.19111242059448,22.18704479470742
Fuel_cell_5.0,5.0,0,0.0017226048012437272,3.620907160361493,3.619184555560249
CCGT-H2_6.0,6.0,0,0.003901018022164335,33.05639598486797,33.052494966845806
Fuel_cell_6.0,6.0,0,0.0017155260655956537,4.310633229643879,4.308917703578284
CCGT-H2_7.0,7.0,0,0.0040814536426585085,33.64725858150025,33.6431771278576
Fuel_cell_7.0,7.0,0,0.0017225138013042297,4.203024425388947,4.201301911587643
CCGT-H2_8.0,8.0,0,0.004044561500794479,24.601694645080602,24.597650083579808
Fuel_cell_8.0,8.0,0,0.0017201993463581654,3.7863494081386118,3.7846292087922535
CCGT-H2_9.0,9.0,0,0.004040422265703017,24.392543903945807,24.388503481680104
Fuel_cell_9.0,9.0,0,0.0017201479050464985,3.7919263266745866,3.79020617876954
CCGT-H2_10.0,10.0,0,0.0040769119521537524,23.277210946876597,23.273134034924443
Fuel_cell_10.0,10.0,0,0.0017204222335791184,3.705848168933633,3.704127746700054
Total,n/a,0,0.057736908042908604,309.34049929331917,309.28276238527627
