,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10
AnnualSum,71956.12288311971,0.0,0.0,19406.539428891665,-19406.53942889184,0.0,-17533.66114564863,0.0,2671.394133485074,-51751.06759612672,928536.2296686105,0.0,0.0,106670.29022107432,-106670.29022107071,0.0,-26204.898283449635,0.0,3877.4828312084805,-898453.8485460969,62249.37019929068,0.0,0.0,20910.09854261575,-20910.09854261543,0.0,-39810.968481227916,0.0,3962.912282810342,-18475.48942739113,60976.18356864029,0.0,0.0,22049.631952256696,-22049.631952256477,0.0,-43853.19444689541,0.0,3012.8619481274054,-14110.127165757913,310146.89623473457,0.0,0.0,49582.9136669188,-49582.91366691887,0.0,52450.64402382408,0.0,2185.227814104572,-360412.3124365912,64083.37012000213,0.0,0.0,18963.981748550184,-18963.98174855015,0.0,-42840.37705919713,0.0,3615.282757062295,-17627.710295879046,674483.6637628761,0.0,0.0,123937.49140786086,-123937.49140785412,0.0,48029.849700293744,0.0,4456.408441256289,-718057.1050140646,76847.6713125026,0.0,0.0,18386.822675862248,-18386.822675862055,0.0,87675.33279882911,0.0,3213.9204333900193,-161309.08367007854,102286.44816387865,0.0,0.0,26924.01186602021,-26924.011866020013,0.0,-35434.49186562919,0.0,3550.509486402807,-63301.44680398479,116122.30264254303,0.0,0.0,29769.90985908599,-29769.909859085805,0.0,17521.76475909845,0.0,3266.693077893194,-130377.37431588695
t1,7.056773341613459,0,0,1.9195914780314944,-1.4523081411072656,0.0,5.2288843988846025,0,0.5351815465269016,-12.21775953,105.24339650978662,0,0,29.28525087002095,-1.3310808963574146,0.0,79.19540437666633,0,0.2796062592199717,-212.1133646,6.055642088646685,0,0,1.9236322709759754,-2.4775557558294796,0.0,-0.7736462773465682,0,0.36624758454960127,-4.361824741,5.914518903490119,0,0,2.475163477099328,-2.5556441248195645,0.0,-2.2427441449403642,0,0.26007509093093273,-3.331219019,32.390985373075736,0,0,13.093409320292098,-1.3485481901260779,0.0,41.27823523958073,0,0.32538368192625977,-85.08869806,6.231950893117556,0,0,1.6571782361348542,-1.229172979014547,0.0,-1.3469320109773923,0,1.1513491143629482,-4.161675024,77.28195245220354,0,0,43.00175334027413,-0.7173667966128283,0.0,51.41644511434531,0,1.4587637093098251,-169.5240204,7.660810413328025,0,0,2.102628521801425,-1.1510501530417516,0.0,30.246695321412922,0,0.7760901526031554,-38.08299395,5.525442457919324,0,0,1.5609150545067911,-1.0936976513940009,0.0,10.173873474776506,0,1.2218782649108293,-14.94465507,11.437528625588694,0,0,5.368531470665234,-0.8487787212233118,0.0,15.783349823341402,0,0.9602148374772231,-30.78041636
t2,7.062978114484812,0,0,1.8361063861119158,-1.6231006589388568,0.0,5.434775859488531,0,0.4930001702545713,-12.21775953,105.2891956256751,0,0,29.033418266904633,-1.3963307069352588,0.0,79.44893705661124,0,0.261855641358714,-212.1133646,6.032040981449152,0,0,1.8585170958374266,-1.790217103015013,0.0,-1.236294161350718,0,0.5022220710231604,-4.361824741,5.9311566178276,0,0,2.5518676997067073,-2.6524402415048254,0.0,-2.2601655454936163,0,0.2391995106409336,-3.331219019,32.425890361022944,0,0,13.079742707292311,-1.4197866025666022,0.0,41.301029682653976,0,0.2981780875065307,-85.08869806,6.241087685523674,0,0,1.6425571093086708,-1.485354449835246,0.0,-1.4794488261088858,0,0.7571664939904016,-4.161675024,77.35225815078567,0,0,42.57137273474678,-0.8151929103785494,0.0,51.50831962150672,0,1.0927371957618779,-169.5240204,7.679904644306495,0,0,2.0667538975305124,-1.8914170768925636,0.0,30.619788262088342,0,0.39203577613454227,-38.08299395,5.526770955423799,0,0,1.527427016368594,-1.1059527283914432,0.0,10.220595303899524,0,1.2241854764025475,-14.94465507,11.45647806014966,0,0,5.319719681986292,-0.847703871692695,0.0,15.812840773897827,0,0.9609182834465415,-30.78041636
t3,7.063818005756365,0,0,1.7899858681258671,-1.7413774373248325,0.0,5.562261843214673,0,0.4569287488744467,-12.21775953,105.16210538138984,0,0,28.973542706732694,-1.429719996740208,0.0,79.65990111160355,0,0.2524646020885808,-212.1133646,6.030161604438572,0,0,1.8196698142210193,-1.8006691081265105,0.0,-1.1649961080006264,0,0.5223414606344974,-4.361824741,5.938663694133119,0,0,2.59461035023458,-2.714528201032051,0.0,-2.254816956017212,0,0.23270986742318386,-3.331219019,32.32867549063985,0,0,13.266388958630497,-1.4676642676854033,0.0,41.24767825015927,0,0.2863803708462647,-85.08869806,6.248083648233593,0,0,1.6422141447585261,-1.6910054953532359,0.0,-1.4924721576941957,0,0.5451451150470482,-4.161675024,77.27903870437534,0,0,42.310313301482104,-0.8798906505903602,0.0,51.57437083542365,0,0.7598117897922321,-169.5240204,7.676688738089263,0,0,2.0669579716761786,-1.9938480809262846,0.0,30.674504247305386,0,0.3413089252453516,-38.08299395,5.513153359635174,0,0,1.5351392178181638,-1.1020624426294399,0.0,10.225134911952766,0,1.2267099758794329,-14.94465507,11.398839611004213,0,0,5.412514695810375,-0.838429784108157,0.0,15.782179070484046,0,0.9746872322918907,-30.78041636
t4,7.056977389748557,0,0,1.716251987571239,-1.8160486610306095,0.0,3.277196095111659,0,0.46016918650290417,-9.774207624,104.55168005528685,0,0,2.145727286985068,-2.844015270312981,0.0,66.10516840362584,0,0.26786877468455583,-169.6906917,6.027157914808968,0,0,1.7638737234585,-1.858349961821738,0.0,-1.9205145572362292,0,0.522707325313239,-3.489459793,5.939403459153224,0,0,2.5535565307603565,-2.8007553043564335,0.0,-2.7955288571418873,0,0.23170061251834584,-2.664975215,31.960370258092695,0,0,2.64552103669214,-2.256021080503254,0.0,36.02642513437737,0,0.305336897759359,-68.07095845,6.254699537927246,0,0,1.623985076129509,-1.941196861898122,0.0,-2.1568092951240807,0,0.4513384371367404,-3.329340019,76.9808539499166,0,0,9.46197178885673,-1.0748046860134368,0.0,50.89397298657086,0,0.6427777384324209,-135.6192163,7.657531336804055,0,0,1.928367902869274,-2.141439600906005,0.0,23.364119465049075,0,0.34218394291948884,-30.46639516,5.478036862202137,0,0,1.3673167715177992,-1.1960261880228713,0.0,7.543785869526594,0,1.2373892543260543,-11.95572406,11.206792665264341,0,0,1.7083800329480063,-1.07261139250891,0.0,13.82628493785377,0,1.0445131526583757,-24.62433309
t5,7.044120631410317,0,0,1.6260936720388857,-1.8044515624850628,0.0,0.9909721086549987,0,0.5260791307203997,-7.330655718,103.50527951082333,0,0,1.5026700804479527,-7.285215046273447,0.0,29.837454694833824,0,0.2921704389348344,-127.2680188,6.023383004501906,0,0,1.6991795168361352,-1.9377172292465543,0.0,-2.6304207654030076,0,0.5373296807900785,-2.617094845,5.923763595640356,0,0,2.4214384092006567,-2.7948221695913458,0.0,-3.311146935286045,0,0.2405014870723238,-1.998731412,31.32370367366404,0,0,1.6100671270109328,-4.415505476399432,0.0,22.884791318697104,0,0.34983780207435067,-51.05321884,6.251508528631707,0,0,1.5619079611020303,-1.9679068044078112,0.0,-2.876558385119475,0,0.47194628530889654,-2.497005014,75.21013803400629,0,0,1.1590267783558001,-3.7677335865180113,0.0,29.865973733296673,0,0.7529927582428007,-101.7144122,7.631662305412511,0,0,1.8045180588763396,-2.1740635787407534,0.0,15.964736034468787,0,0.377056449120883,-22.84979637,5.4360580270119065,0,0,1.2664224750978048,-1.27853017451459,0.0,4.790749391508803,0,1.2479066732061805,-8.966793045,10.894830241031057,0,0,1.1314363744943967,-1.61694880524482,0.0,9.172924518907013,0,1.1139925182844577,-18.46824981
t6,7.024612808334172,0,0,1.5236257549516277,-1.5665665587746662,0.0,-1.3392241461242178,0,0.7553440454788947,-4.887103812,102.20051507329026,0,0,1.3495757909936141,-6.349990698081523,0.0,-11.982980504788955,0,0.3717738105168704,-84.84534585,6.012970903218468,0,0,1.6096896527532494,-1.768703482081643,0.0,-3.3537276519436054,0,0.7554995250456811,-1.744729896,5.8869905769336395,0,0,2.1978107643205167,-2.5096617345971617,0.0,-3.9612527934580575,0,0.28139920430508075,-1.332487608,30.711331829322482,0,0,1.4356542690294372,-4.575586326471775,0.0,6.926806788907758,0,0.4627273298902708,-34.03547923,6.247019209541417,0,0,1.4594271402347003,-2.0250494957696943,0.0,-3.3926612767731514,0,0.6240655673355853,-1.664670009,70.9322981339108,0,0,0.9917214120047626,-11.076316271396156,0.0,7.789329963456998,0,0.8274250870790628,-67.80960815,7.602526674584814,0,0,1.6567553925549765,-1.9174005048702647,0.0,8.433278834777656,0,0.5419628161491387,-15.23319758,5.393365891054635,0,0,1.19397580848192,-1.372655766867647,0.0,2.0174912278281467,0,1.2543151295987962,-5.97786203,10.575567655726248,0,0,0.9954103099903395,-2.15489562306546,0.0,4.043962473353539,0,1.1478782751122827,-12.31216654
t7,7.009175477573486,0,0,1.5495930717944884,-1.3575627809450812,0.0,-5.050843408179363,0,0.928586406342548,-1.221775953,99.92233366653896,0,0,1.1295421758847286,-17.526620466773622,0.0,-61.81195899663015,0,0.5019599181197862,-21.21133646,6.001193919139521,0,0,1.6430991177863983,-1.4482630154583263,0.0,-4.647177820210615,0,1.1126697263568857,-0.436182474,5.84613241108162,0,0,2.1631711777019778,-1.8169797526849367,0.0,-5.470746019032942,0,0.3884559141689729,-0.333121902,30.165098075112596,0,0,1.302048913576043,-5.257617026707925,0.0,-17.138721959529878,0,0.5619381955539186,-8.508869806,6.219778256095731,0,0,1.4553271003362334,-1.130356400354204,0.0,-4.477758053693501,0,1.6508233994864965,-0.416167502,61.094914841125416,0,0,0.8707012996451756,-8.195462134327906,0.0,-35.41906252373626,0,1.3986894418126927,-16.95240204,7.576898269335574,0,0,1.6180437024308305,-1.3447793095576248,0.0,-3.110571696555242,0,0.9312915697547648,-3.808299395,5.353877922400857,0,0,1.1661694105159104,-1.4150260228921496,0.0,-2.345599536728336,0,1.264956265398461,-1.494465507,10.287580057542726,0,0,0.8824005030706518,-3.4046179657899382,0.0,-3.512023885823787,0,1.175297072100669,-3.078041636
t8,7.003648703481102,0,0,1.4960532534211863,-1.395129427799789,0.0,-4.9317328906125795,0,0.9510636845863844,-1.221775953,98.87141781650871,0,0,1.0915810552298642,-13.227890665980787,0.0,-64.8983441195262,0,0.625427625333789,-21.21133646,5.999111556653403,0,0,1.57980026437567,-1.4856740202144265,0.0,-4.468718068511558,0,1.188337257409655,-0.436182474,5.845264586312347,0,0,2.0408887055201443,-1.9380536165577238,0.0,-5.213002160614795,0,0.40197561176203295,-0.333121902,29.9117571873938,0,0,1.3159320028941048,-5.057766212904134,0.0,-17.087341214604965,0,0.5737119558835224,-8.508869806,6.21622732667271,0,0,1.34790541693504,-1.0986726351391551,0.0,-4.2413938598567755,0,1.8078987457143383,-0.416167502,60.281790287019746,0,0,0.8694842571684287,-7.660089165498038,0.0,-35.11033107005935,0,1.428452267731294,-16.95240204,7.5665257668434425,0,0,1.5282059780217798,-1.3961376669156231,0.0,-2.8672011593942326,0,1.023093522654619,-3.808299395,5.333590893422207,0,0,1.1746087614696423,-1.3939491689901666,0.0,-2.3510364498131766,0,1.2687485281894624,-1.494465507,10.14066522066427,0,0,0.9022721194303311,-3.040401982844129,0.0,-3.745173946584953,0,1.1793197737648256,-3.078041636
t9,7.001549414767277,0,0,1.459747353297917,-1.4327671183124417,0.0,-4.866459025354955,0,0.9402946705014275,-1.221775953,98.1069143556775,0,0,1.0551609984138126,-9.170525778529871,0.0,-68.0376842327468,0,0.7425288819160752,-21.21133646,5.998471690304979,0,0,1.534462382906717,-1.5124046017690422,0.0,-4.364974932360059,0,1.2193720641865382,-0.436182474,5.832282564031464,0,0,1.9423967519118674,-1.691295944323116,0.0,-5.2569388573059275,0,0.4933226114133849,-0.333121902,29.803336043319288,0,0,1.3296683567996368,-4.9352189339555235,0.0,-17.120512805724864,0,0.5684028535410718,-8.508869806,6.215448962933481,0,0,1.2770062801235893,-1.1347311335236485,0.0,-4.142674988331153,0,1.7988816183044898,-0.416167502,60.1347756536959,0,0,0.871268027598076,-7.46715928581936,0.0,-35.15501246242223,0,1.4314698921495972,-16.95240204,7.562478964123644,0,0,1.4587180624256102,-1.4336445960891981,0.0,-2.7258376679147114,0,1.0534153666477866,-3.808299395,5.327624129491369,0,0,1.1722119333344403,-1.3933104725688836,0.0,-2.3419916483385754,0,1.2700684340206447,-1.494465507,10.079404152827792,0,0,0.9094438819074173,-2.8587357327705316,0.0,-3.8715598150356874,0,1.180510850029156,-3.078041636
t10,7.0026021418876105,0,0,1.4533465587536565,-1.4451965894079593,0.0,-2.4063114292704677,0,0.9391128220634769,-3.665327859,100.31850131060813,0,0,1.2468959230704226,-4.114438886254949,0.0,-33.22035065749719,0,0.5965982990263403,-63.63400939,5.9998185653365965,0,0,1.5104719998300944,-1.5369816712162936,0.0,-3.4345012709130724,0,1.230260200142059,-1.308547422,5.8501507093235094,0,0,1.9429122273409831,-2.130701668259924,0.0,-4.271284595818834,0,0.39171096569050246,-0.999365706,29.886343134276615,0,0,1.4611152967455328,-3.567724820514511,0.0,-1.6937165107442977,0,0.5594076788673267,-25.52660942,6.215486720602684,0,0,1.230734028899561,-1.1731517882087648,0.0,-3.227516238391582,0,1.7970502150045067,-1.248502507,64.55685670472725,0,0,0.9636029667181609,-3.6717391526625995,0.0,-9.593829063166838,0,1.3976853447173376,-50.85720611,7.5619743006010065,0,0,1.4275141317844637,-1.4371517351998384,0.0,4.960989659184387,0,1.0884281654714019,-11.42489819,5.334779276642317,0,0,1.2589535992177292,-1.2810496902048059,0.0,0.43634711411098337,0,1.2656337768694566,-4.483396522,10.115918713372178,0,0,1.06412621631802,-1.7921619494958234,0.0,1.0132875608539984,0,1.167045633150329,-9.234124907
