Network_zones,Time_Index,ESR_1
z1,1,0.026614856
,2,0.026487961
,3,0.026458526
,4,0.026371308
,5,0.026043023
,6,0.025418774
,7,0.024727992
,8,0.024406316
,9,0.02409987
,10,0.023630606
,11,0.023359028
,12,0.023332867
,13,0.023565453
,14,0.023852117
,15,0.02407608
,16,0.024061598
,17,0.023586018
,18,0.022399928
,19,0.021737713
,20,0.021811678
,21,0.022007042
,22,0.022479993
,23,0.023383061
,24,0.024371222
,25,0.025146478
,26,0.025582645
,27,0.025677896
,28,0.025415544
,29,0.024628115
,30,0.023229343
,31,0.021786018
,32,0.020811655
,33,0.020328509
,34,0.019865313
,35,0.019472301
,36,0.019254096
,37,0.019194963
,38,0.019179869
,39,0.019251502
,40,0.01929459
,41,0.019207499
,42,0.018720632
,43,0.018523664
,44,0.018866501
,45,0.019334506
,46,0.020061388
,47,0.021165365
,48,0.022284123
,49,0.02323744
,50,0.023812359
,51,0.024034995
,52,0.024059282
,53,0.023497897
,54,0.022417001
,55,0.02119093
,56,0.020451571
,57,0.020271229
,58,0.020183671
,59,0.02013004
,60,0.020331402
,61,0.020780084
,62,0.021309694
,63,0.021826436
,64,0.022162629
,65,0.022042454
,66,0.021217908
,67,0.02030828
,68,0.020217541
,69,0.020286856
,70,0.020661584
,71,0.021444962
,72,0.022332395
,73,0.022917908
,74,0.023212628
,75,0.023293734
,76,0.023095222
,77,0.022581519
,78,0.021445421
,79,0.020213454
,80,0.019674582
,81,0.020021222
,82,0.02094855
,83,0.021908685
,84,0.023025558
,85,0.024224219
,86,0.025180671
,87,0.026003745
,88,0.026632577
,89,0.02685501
,90,0.026002392
,91,0.024580292
,92,0.024353417
,93,0.024237136
,94,0.02432439
,95,0.024810818
,96,0.025543437
,97,0.026106934
,98,0.026317175
,99,0.026270162
,100,0.02593361
,101,0.025353684
,102,0.024428973
,103,0.023323071
,104,0.022481509
,105,0.022500731
,106,0.023492377
,107,0.024781305
,108,0.026123302
,109,0.027268761
,110,0.028124648
,111,0.028715004
,112,0.02905372
,113,0.029118015
,114,0.028344671
,115,0.026923698
,116,0.026901969
,117,0.027192386
,118,0.027367269
,119,0.0279314
,120,0.028592669
,121,0.029462023
,122,0.029985907
,123,0.030184123
,124,0.030046271
,125,0.029575299
,126,0.028777807
,127,0.027670172
,128,0.026863667
,129,0.026415194
,130,0.026681608
,131,0.027346314
,132,0.0278257
,133,0.02821352
,134,0.028472993
,135,0.02878112
,136,0.028869194
,137,0.028691935
,138,0.027817959
,139,0.02646693
,140,0.026485155
,141,0.026980358
,142,0.027876896
,143,0.029433407
,144,0.031385349
,145,0.032950015
,146,0.034162339
,147,0.03461645
,148,0.034690904
,149,0.033758693
,150,0.031660598
,151,0.028885872
,152,0.027715418
,153,0.027535314
,154,0.027253155
,155,0.026875218
,156,0.026702983
,157,0.026580192
,158,0.026387313
,159,0.026376873
,160,0.026490066
,161,0.026643931
,162,0.026195154
,163,0.025090325
,164,0.025281893
,165,0.025901368
,166,0.026897628
,167,0.028610666
,168,0.030660739
,169,0.032339435
,170,0.033283408
,171,0.033657568
,172,0.033530043
,173,0.032617914
,174,0.030215132
,175,0.02712968
,176,0.026028788
,177,0.026299179
,178,0.026369222
,179,0.026284663
,180,0.026261884
,181,0.026283281
,182,0.026286736
,183,0.026397761
,184,0.026632577
,185,0.026705835
,186,0.026045058
,187,0.02485213
,188,0.0249066
,189,0.025333131
,190,0.026297796
,191,0.02796186
,192,0.029822259
,193,0.031129374
,194,0.031812687
,195,0.03191727
,196,0.031678652
,197,0.0307418
,198,0.028471372
,199,0.02538651
,200,0.024355196
,201,0.024559766
,202,0.024738392
,203,0.02503881
,204,0.025545394
,205,0.026148576
,206,0.026544209
,207,0.026911381
,208,0.027150304
,209,0.026957084
,210,0.025911435
,211,0.024356383
,212,0.024099289
,213,0.024196085
,214,0.024770869
,215,0.026138324
,216,0.027602959
,217,0.028551035
,218,0.029007368
,219,0.029162171
,220,0.028895888
,221,0.028029263
,222,0.026064065
,223,0.02352277
,224,0.022799298
,225,0.023197012
,226,0.023518344
,227,0.023869767
,228,0.024360536
,229,0.024902879
,230,0.025344688
,231,0.02571289
,232,0.025871213
,233,0.025601639
,234,0.024816359
,235,0.023683774
,236,0.023592139
,237,0.023815761
,238,0.024547106
,239,0.026008479
,240,0.027548209
,241,0.028688642
,242,0.029341862
,243,0.029642804
,244,0.029568303
,245,0.028766217
,246,0.026897628
,247,0.024424199
,248,0.023607734
,249,0.023837902
,250,0.023848704
,251,0.023893721
,252,0.024216593
,253,0.024651793
,254,0.024969412
,255,0.025163563
,256,0.025342119
,257,0.025197803
,258,0.024605088
,259,0.024194914
,260,0.024634789
,261,0.025164196
,262,0.025999688
,263,0.027294066
,264,0.028798526
,265,0.030107786
,266,0.031074236
,267,0.031675641
,268,0.031775285
,269,0.031283238
,270,0.030064338
,271,0.028502209
,272,0.027148093
,273,0.026299179
,274,0.025731415
,275,0.025380711
,276,0.025225771
,277,0.025360757
,278,0.025610818
,279,0.025870544
,280,0.025919494
,281,0.025852486
,282,0.02532479
,283,0.024390244
,284,0.024454661
,285,0.024694407
,286,0.025053238
,287,0.025587882
,288,0.026360186
,289,0.027068727
,290,0.027430327
,291,0.027512587
,292,0.027349305
,293,0.026905588
,294,0.026100801
,295,0.024993752
,296,0.023979665
,297,0.023270967
,298,0.022956314
,299,0.023134225
,300,0.02362949
,301,0.024220699
,302,0.024717601
,303,0.025119317
,304,0.025183842
,305,0.024852747
,306,0.023737182
,307,0.022396918
,308,0.021992039
,309,0.022100424
