Region,Resource,Zone,Cluster,AnnualSum
BE0 0,BE0 0 CCGT,1,1,3.5297862e8
BE0 0,BE0 0 OCGT,1,1,2.5989806e7
BE0 0,BE0 0 biomass,1,1,3.6619437e8
BE0 0,BE0 0 coal,1,1,25837.74
BE0 0,BE0 0 nuclear,1,1,1.4702639e9
BE0 0,BE0 0 offwind-ac,1,1,1.1040734e8
BE0 0,BE0 0 offwind-dc,1,1,1.323477e8
BE0 0,BE0 0 onwind,1,1,1.3638422e8
BE0 0,BE0 0 ror,1,1,3.2890018e7
BE0 0,BE0 0 solar,1,1,1.2977754e8
DE0 0,DE0 0 CCGT,2,1,7.393348e8
DE0 0,DE0 0 OCGT,2,1,2.681557e7
DE0 0,DE0 0 biomass,2,1,1.3962625e10
DE0 0,DE0 0 coal,2,1,26742.934
DE0 0,DE0 0 lignite,2,1,26885.703
DE0 0,DE0 0 nuclear,2,1,2.0172204e9
DE0 0,DE0 0 offwind-ac,2,1,4.2883178e8
DE0 0,DE0 0 offwind-dc,2,1,4.8560864e8
DE0 0,DE0 0 oil,2,1,1.0596257e8
DE0 0,DE0 0 onwind,2,1,2.3797494e9
DE0 0,DE0 0 ror,2,1,7.370906e8
DE0 0,DE0 0 solar,2,1,268437.4
DK0 0,DK0 0 OCGT,3,1,1.0015409e7
DK0 0,DK0 0 biomass,3,1,3.8638515e8
DK0 0,DK0 0 coal,3,1,28946.082
DK0 0,DK0 0 offwind-ac,3,1,3.369538e7
DK0 0,DK0 0 offwind-dc,3,1,3.9126544e7
DK0 0,DK0 0 onwind,3,1,1.3566146e8
DK0 0,DK0 0 solar,3,1,653869.25
BE0 0,DK0 0 nuclear,3,1,554047.0
DK3 0,DK3 0 CCGT,4,1,1.4316029e6
DK3 0,DK3 0 OCGT,4,1,357210.7
DK3 0,DK3 0 biomass,4,1,2.5696758e8
DK3 0,DK3 0 coal,4,1,26251.53
DK3 0,DK3 0 offwind-ac,4,1,4.559088e7
DK3 0,DK3 0 offwind-dc,4,1,5.668091e7
DK3 0,DK3 0 oil,4,1,411145.44
DK3 0,DK3 0 onwind,4,1,2.2173104e8
BE0 0,DK3 0 nuclear,4,1,523061.62
FR0 0,FR0 0 CCGT,5,1,2.661407e6
FR0 0,FR0 0 OCGT,5,1,551610.9
FR0 0,FR0 0 coal,5,1,20899.572
FR0 0,FR0 0 nuclear,5,1,1.1193873e10
FR0 0,FR0 0 offwind-ac,5,1,402325.84
FR0 0,FR0 0 offwind-dc,5,1,512636.03
FR0 0,FR0 0 oil,5,1,296559.6
FR0 0,FR0 0 onwind,5,1,6.8967776e8
FR0 0,FR0 0 ror,5,1,8.068977e8
FR0 0,FR0 0 solar,5,1,49740.59
GB4 0,GB4 0 CCGT,6,1,5.8809e7
GB4 0,GB4 0 coal,6,1,64503.098
GB4 0,GB4 0 offwind-ac,6,1,1.6665061e7
GB4 0,GB4 0 offwind-dc,6,1,1.8282536e7
GB4 0,GB4 0 oil,6,1,269272.06
GB4 0,GB4 0 onwind,6,1,7.223627e7
GB4 0,GB4 0 solar,6,1,9.185807e6
GB5 0,GB5 0 CCGT,7,1,1.6800283e9
GB5 0,GB5 0 OCGT,7,1,9.3604296e7
GB5 0,GB5 0 biomass,7,1,8.66795e9
GB5 0,GB5 0 coal,7,1,31432.83
GB5 0,GB5 0 nuclear,7,1,2.0019004e9
GB5 0,GB5 0 offwind-ac,7,1,5.1685597e8
GB5 0,GB5 0 offwind-dc,7,1,6.626193e8
GB5 0,GB5 0 oil,7,1,7.808009e6
GB5 0,GB5 0 onwind,7,1,8.175463e8
GB5 0,GB5 0 ror,7,1,2.5855285e8
GB5 0,GB5 0 solar,7,1,3.3795178e8
NL0 0,NL0 0 CCGT,8,1,1.1668116e9
NL0 0,NL0 0 OCGT,8,1,2.1668891e8
NL0 0,NL0 0 coal,8,1,38400.773
NL0 0,NL0 0 nuclear,8,1,1.2365987e9
NL0 0,NL0 0 offwind-ac,8,1,1.4159502e8
NL0 0,NL0 0 offwind-dc,8,1,1.2795078e9
NL0 0,NL0 0 onwind,8,1,3.6764128e8
NL0 0,NL0 0 solar,8,1,2.4460987e8
NO3 0,NO3 0 CCGT,9,1,6595.7676
NO3 0,NO3 0 OCGT,9,1,4183.579
NO3 0,NO3 0 offwind-ac,9,1,2117.7822
NO3 0,NO3 0 offwind-dc,9,1,2157.7144
NO3 0,NO3 0 onwind,9,1,6064.4927
NO3 0,NO3 0 solar,9,1,451.10284
SE3 2,NO3 0 coal,9,1,3024.9053
NL0 0,NO3 0 nuclear,9,1,18661.857
SE3 0,SE3 0 CCGT,10,1,50459.61
SE3 1,SE3 0 biomass,10,1,6.947367e8
SE3 2,SE3 0 coal,10,1,17936.705
SE3 3,SE3 0 nuclear,10,1,0.0
SE3 4,SE3 0 offwind-ac,10,1,46486.305
SE3 5,SE3 0 offwind-dc,10,1,121480.44
SE3 6,SE3 0 oil,10,1,36293.168
SE3 7,SE3 0 onwind,10,1,4.5549462e8
SE3 8,SE3 0 ror,10,1,0.0
SE3 9,SE3 0 solar,10,1,5629.6104
DE0 0,DE0 0 hydro,2,1,3.524195e8
FR0 0,FR0 0 hydro,5,1,1.2851603e9
GB5 0,GB5 0 hydro,7,1,0.0
NO3 0,NO3 0 hydro,9,1,5.6572045e8
SE3 0,SE3 0 hydro,10,1,2.1671885e9
DE0 0,DE0 0 PHS,2,1,9.6350086e8
FR0 0,FR0 0 PHS,5,1,4.238244e8
GB5 0,GB5 0 PHS,7,1,102850.51
NO3 0,NO3 0 PHS,9,1,0.0
SE3 0,SE3 0 PHS,10,1,0.0
BE0 0,BE0 0 Battery,1,1,197019.58
DE0 0,DE0 0 Battery,2,1,132719.03
DK0 0,DK0 0 Battery,3,1,150834.92
DK3 0,DK3 0 Battery,4,1,125650.14
FR0 0,FR0 0 Battery,5,1,91290.27
GB4 0,GB4 0 Battery,6,1,336604.44
GB5 0,GB5 0 Battery,7,1,394681.34
