Line,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Total
Sum,-3.7206458e6,2.0943224e6,491818.6,-2.3947608e6,1.6376908e6,345848.8,-4.3285065e6,0.0,316458.88,0.0,-712395.0,146100.95,-84704.06,0.0,-156077.9,0.0,100638.2,100638.2,-27056.129,-66170.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-513660.0,-6.7704595e6
t1,-7918.532839714334,3177.935866132054,1338.0944130543771,6740.041935120428,4754.606928615538,2377.1902152181165,-5152.995807556051,0.0,-292.06858173132514,0.0,-1999.899500853803,581.9960176375421,-250.73357381950194,0.0,-699.957048082157,0.0,-12.857773206113364,-12.857773206113364,-249.89394468316686,-599.8913733988393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7097186639131223,1779.4674408627384
t2,-6519.154338839597,2311.9423032758377,1679.0061504204864,6740.028256324817,4754.5855594806,2377.2126996818606,-5152.995896940318,0.0,-13.480696824680876,0.0,-1999.8538158723265,597.7712553648932,-232.9008567566712,0.0,-699.9424158274797,0.0,-0.029288500661465378,-0.029288500661465378,-249.89520659988452,-599.8919906247826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.29663657057597,2967.075792690857
t3,-7466.545767279287,3371.9734478758683,1764.2284811512168,6740.036619054755,4754.589760941415,2377.234188090686,-5152.995875351223,0.0,-13.480596052824012,0.0,-1999.855791064306,597.5252070002541,-241.34458796623994,0.0,-699.9420203032615,0.0,-0.013901392511115773,-0.013901392511115773,-249.89225224004497,-599.888891461001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-95.98228857573599,3085.631831035248
t4,-6528.403921974888,2694.0977883893274,1408.9529994552317,6740.042627849926,4754.5936899973385,2377.2298446382074,-5152.9958882428145,0.0,204.1107444535221,0.0,-1622.836779038057,597.513613746195,-226.07805645521705,0.0,-699.9422502426258,0.0,77.2537817430873,77.2537817430873,-249.89217166414826,-599.8885452337001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-95.87976907502525,3755.1314900894467
t5,-6762.311045281157,2554.1266605541023,1475.337333645362,6740.062335947726,4754.594846898852,2377.2258011523636,-5152.9961614374215,0.0,636.3272139164469,0.0,-629.3334500941221,597.7783891101985,-232.28095489442018,0.0,-699.941648251351,0.0,82.18084092116436,82.18084092116436,-249.8897406090104,-599.8859097569637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-173.93467910592062,4799.240673637012
t6,-1997.864556624645,-0.7979515141687443,-3027.4879867558257,4863.373078052936,4752.916722717544,-2377.0925690254294,-5152.996134751526,0.0,2.309657461451934,0.0,0.6489114658006656,-599.7250521288439,513.7949084005288,0.0,-699.9472394209565,0.0,1.2841364079777122,1.2841364079777122,10.07466024994153,11.79132123537363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-939.8919523147184,-4638.325910136584
t7,-875.0139678300602,-888.6639873741783,-2708.40659010875,2492.471719152697,2176.9407122031344,-2377.1716008739772,-5152.99651669302,0.0,124.7061742588885,0.0,117.66651256453179,-599.8255114849175,350.8298187740302,0.0,-699.9549996827571,0.0,-0.005725107950581787,-0.005725107950581787,143.53538227516162,441.51575863640255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-939.8939116568005,-8394.272458055515
t8,-950.2409257159825,-708.8128175977849,-2651.739172672671,1590.1803714924927,3365.9432821588916,-2377.162425275652,-5152.996659063583,0.0,992.1130856292878,0.0,1987.9785585205464,-599.8082216033438,327.82545161979897,0.0,-699.9547341716528,0.0,0.596081878813095,0.596081878813095,217.66140910468783,563.0057816728595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-939.8988534110457,-5034.713705555525
t9,-1501.7980621895322,-53.80735626004844,-2597.8321228594405,3533.4284195067603,4629.629726474277,-2377.175785657546,-5152.996798231123,0.0,127.26463643355282,0.0,25.181696985286862,-575.7307002157562,309.72054098537035,0.0,-699.9533174277191,0.0,44.21293411500994,44.21293411500994,249.86718328160333,599.8525610008983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-939.9327088752482,-4335.856218818645
t10,-1463.2944945816207,12.244587539585154,-2608.1813846321174,3021.1740660321893,4754.44107391682,-2377.1773040445382,-5152.9970139904535,0.0,606.9966494335267,0.0,-10.753785080690704,-523.0806234542479,318.3847507152884,0.0,-699.9642141666652,0.0,51.2740811112601,51.2740811112601,249.86459582082557,599.8485880010551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-939.9331056044356,-4109.879451872959
t11,-1695.468969091191,362.3708854452898,-2406.9267374549304,1557.7345453616426,4754.223975849549,-2377.2016845074404,-5152.99676993761,0.0,999.7746013916224,0.0,1032.192933379623,-394.6959661696394,261.1361261667398,0.0,-699.9671271854871,0.0,42.17958152126829,42.17958152126829,249.88995421506132,599.8701077749774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-939.9385868556917,-3765.643548574949
t12,-545.7304237960434,0.0648234180853251,-2682.1121758771,0.05507036332892312,4635.623592078722,-2377.1766957688856,-5152.996941845254,0.0,991.8881301566664,0.0,-0.05295130260537917,-432.9818549168376,336.32462005151115,0.0,-699.9531940180801,0.0,20.224463106638837,20.224463106638837,249.8557443705916,599.8407940440586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-939.9330308628507,-5976.835567691416
t13,-511.5605687657762,0.06219252317350765,-2635.2267561827953,0.016734147376155306,4208.588883773891,-2377.1749951583693,-5152.9969805431565,0.0,993.0672462535247,0.0,-0.02222564272551608,-397.91197740625006,325.2203467806736,0.0,-699.9536513825085,0.0,0.028812238886018804,0.028812238886018804,249.8567632809648,599.8405591655617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-939.9331357928191,-6338.069940471463
t14,-579.2986565846722,195.93250823301696,-2630.276025448859,-149.13993676530026,3181.1167513213377,-2377.17528520054,-5152.9970096063225,0.0,992.4234626886271,0.0,-3.942862001856156,-438.0672959483339,324.8311818158902,0.0,-699.9538437431264,0.0,-0.01577844455863442,-0.01577844455863442,249.85705674673022,599.8402654394697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-939.9329544473114,-7426.814200390367
t15,-948.475366494562,215.8466567633759,-2804.2693395182887,-196.0127810818476,2329.905821345893,-2377.179024939235,-5152.997130341055,0.0,992.1610780578771,0.0,-4.356940206430863,-595.2474247963681,375.7085612141252,0.0,-699.9539080372979,0.0,-0.03224655594343062,-0.03224655594343062,249.85186509793732,599.8389805245745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-939.9319166235733,-8955.175362146765
t16,-800.6169702417801,4.9558353195016025,-2678.9255006970907,-6.315598744580711,1199.7335850689988,-2377.171312743403,-5152.99679930117,0.0,962.1413446881952,0.0,-6.627610693018369,-599.8296628357887,343.813564941888,0.0,-699.9539337155896,0.0,-0.03975076398350552,-0.03975076398350552,218.1004534126605,563.5748363539474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-939.9015181619666,-9970.098788877163
t17,-1613.3057600911743,194.88500007542007,-2337.169014447341,-150.97140664905055,792.3316423289643,-2377.1854011694845,-5152.996838781062,0.0,575.9572807676839,0.0,-110.47612060819097,-356.48536811923077,265.312481539317,0.0,-699.9536858178025,0.0,-0.029655541453678325,-0.029655541453678325,249.86339197599915,599.8392238646809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-939.9330801768232,-11060.346966391
