Resource,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
BE0 0 CCGT,1,3641.0,0.6239931681576004,0.00011503825879294101,3640.376121870101,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
BE0 0 OCGT,1,3641.0,2216.792545818528,1.049580776701151,1425.2570349581729,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
BE0 0 biomass,1,672.0,0.0001685193532719554,829.4507529899246,1501.4505844705714,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
BE0 0 coal,1,0.0,0.0,0.5763626501385175,0.5763626501385175,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
BE0 0 nuclear,1,5943.0,0.0,0.062030404564020404,5943.062030404564,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
BE0 0 offwind-ac,1,1127.0,0.0004071007895345274,0.007301705888140544,1127.0068946050985,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
BE0 0 offwind-dc,1,1127.0,0.00029855993979350484,0.021930852999237582,1127.0216322930594,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
BE0 0 onwind,1,2629.0,0.0008220647721621365,0.024550533216054746,2629.0237284684436,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
BE0 0 ror,1,176.0,0.006419934867602081,0.0,175.9935800651324,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
BE0 0 solar,1,4788.0,0.5154134206716638,0.023198692384073308,4787.507785271712,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DE0 0 CCGT,2,15971.0,5619.736910755412,1.3281723772885352,10352.591261621877,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DE0 0 OCGT,2,15971.0,14466.619341601163,0.328935089115514,1504.7095934879526,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DE0 0 biomass,2,8400.0,0.00012089021742807491,48289.94273691533,56689.94261602511,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DE0 0 coal,2,23499.0,23496.827509612987,0.7710645753750017,2.943554962388589,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DE0 0 lignite,2,20487.0,20486.999635601613,3.7014100931876888,3.701774491575634,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
