Time_Index,CT_NG,ME_NG,MA_NG,None,uranium
4583,1.89,1.89,2.34,0,0.74
4584,1.89,1.89,2.34,0,0.74
4585,1.89,1.89,2.34,0,0.74
4586,1.89,1.89,2.34,0,0.74
4587,1.89,1.89,2.34,0,0.74
4588,1.89,1.89,2.34,0,0.74
4589,1.89,1.89,2.34,0,0.74
4590,1.89,1.89,2.34,0,0.74
4591,1.89,1.89,2.34,0,0.74
4592,1.89,1.89,2.34,0,0.74
4593,1.89,1.89,2.34,0,0.74
4594,1.89,1.89,2.34,0,0.74
4595,1.89,1.89,2.34,0,0.74
4596,1.89,1.89,2.34,0,0.74
4597,1.89,1.89,2.34,0,0.74
4598,1.89,1.89,2.34,0,0.74
4599,1.89,1.89,2.34,0,0.74
4600,1.89,1.89,2.34,0,0.74
4601,1.89,1.89,2.34,0,0.74
4602,1.89,1.89,2.34,0,0.74
4603,1.89,1.89,2.34,0,0.74
4604,1.89,1.89,2.34,0,0.74
4605,1.89,1.89,2.34,0,0.74
4606,1.89,1.89,2.34,0,0.74
4607,1.89,1.89,2.34,0,0.74
4608,1.89,1.89,2.34,0,0.74
4609,1.89,1.89,2.34,0,0.74
4610,1.89,1.89,2.34,0,0.74
4611,1.89,1.89,2.34,0,0.74
4612,1.89,1.89,2.34,0,0.74
4613,1.89,1.89,2.34,0,0.74
4614,1.89,1.89,2.34,0,0.74
4615,1.89,1.89,2.34,0,0.74
4616,1.89,1.89,2.34,0,0.74
4617,1.89,1.89,2.34,0,0.74
4618,1.89,1.89,2.34,0,0.74
4619,1.89,1.89,2.34,0,0.74
4620,1.89,1.89,2.34,0,0.74
4621,1.89,1.89,2.34,0,0.74
4622,1.89,1.89,2.34,0,0.74
4623,1.89,1.89,2.34,0,0.74
4624,1.89,1.89,2.34,0,0.74
4625,1.89,1.89,2.34,0,0.74
4626,1.89,1.89,2.34,0,0.74
4627,1.89,1.89,2.34,0,0.74
4628,1.89,1.89,2.34,0,0.74
4629,1.89,1.89,2.34,0,0.74
4630,1.89,1.89,2.34,0,0.74
4631,1.89,1.89,2.34,0,0.74
4632,1.89,1.89,2.34,0,0.74
4633,1.89,1.89,2.34,0,0.74
4634,1.89,1.89,2.34,0,0.74
4635,1.89,1.89,2.34,0,0.74
4636,1.89,1.89,2.34,0,0.74
4637,1.89,1.89,2.34,0,0.74
4638,1.89,1.89,2.34,0,0.74
4639,1.89,1.89,2.34,0,0.74
4640,1.89,1.89,2.34,0,0.74
4641,1.89,1.89,2.34,0,0.74
4642,1.89,1.89,2.34,0,0.74
4643,1.89,1.89,2.34,0,0.74
4644,1.89,1.89,2.34,0,0.74
4645,1.89,1.89,2.34,0,0.74
4646,1.89,1.89,2.34,0,0.74
4647,1.89,1.89,2.34,0,0.74
4648,1.89,1.89,2.34,0,0.74
4649,1.89,1.89,2.34,0,0.74
4650,1.89,1.89,2.34,0,0.74
4651,1.89,1.89,2.34,0,0.74
4652,1.89,1.89,2.34,0,0.74
4653,1.89,1.89,2.34,0,0.74
4654,1.89,1.89,2.34,0,0.74
4655,1.89,1.89,2.34,0,0.74
4656,1.89,1.89,2.34,0,0.74
4657,1.89,1.89,2.34,0,0.74
4658,1.89,1.89,2.34,0,0.74
4659,1.89,1.89,2.34,0,0.74
4660,1.89,1.89,2.34,0,0.74
4661,1.89,1.89,2.34,0,0.74
4662,1.89,1.89,2.34,0,0.74
4663,1.89,1.89,2.34,0,0.74
4664,1.89,1.89,2.34,0,0.74
4665,1.89,1.89,2.34,0,0.74
4666,1.89,1.89,2.34,0,0.74
4667,1.89,1.89,2.34,0,0.74
4668,1.89,1.89,2.34,0,0.74
4669,1.89,1.89,2.34,0,0.74
4670,1.89,1.89,2.34,0,0.74
4671,1.89,1.89,2.34,0,0.74
4672,1.89,1.89,2.34,0,0.74
4673,1.89,1.89,2.34,0,0.74
4674,1.89,1.89,2.34,0,0.74
4675,1.89,1.89,2.34,0,0.74
4676,1.89,1.89,2.34,0,0.74
4677,1.89,1.89,2.34,0,0.74
4678,1.89,1.89,2.34,0,0.74
4679,1.89,1.89,2.34,0,0.74
4680,1.89,1.89,2.34,0,0.74
4681,1.89,1.89,2.34,0,0.74
4682,1.89,1.89,2.34,0,0.74
4683,1.89,1.89,2.34,0,0.74
4684,1.89,1.89,2.34,0,0.74
4685,1.89,1.89,2.34,0,0.74
4686,1.89,1.89,2.34,0,0.74
4687,1.89,1.89,2.34,0,0.74
4688,1.89,1.89,2.34,0,0.74
4689,1.89,1.89,2.34,0,0.74
4690,1.89,1.89,2.34,0,0.74
4691,1.89,1.89,2.34,0,0.74
4692,1.89,1.89,2.34,0,0.74
4693,1.89,1.89,2.34,0,0.74
4694,1.89,1.89,2.34,0,0.74
4695,1.89,1.89,2.34,0,0.74
4696,1.89,1.89,2.34,0,0.74
4697,1.89,1.89,2.34,0,0.74
4698,1.89,1.89,2.34,0,0.74
4699,1.89,1.89,2.34,0,0.74
4700,1.89,1.89,2.34,0,0.74
4701,1.89,1.89,2.34,0,0.74
4702,1.89,1.89,2.34,0,0.74
4703,1.89,1.89,2.34,0,0.74
4704,1.89,1.89,2.34,0,0.74
4705,1.89,1.89,2.34,0,0.74
4706,1.89,1.89,2.34,0,0.74
4707,1.89,1.89,2.34,0,0.74
4708,1.89,1.89,2.34,0,0.74
4709,1.89,1.89,2.34,0,0.74
4710,1.89,1.89,2.34,0,0.74
4711,1.89,1.89,2.34,0,0.74
4712,1.89,1.89,2.34,0,0.74
4713,1.89,1.89,2.34,0,0.74
4714,1.89,1.89,2.34,0,0.74
4715,1.89,1.89,2.34,0,0.74
4716,1.89,1.89,2.34,0,0.74
4717,1.89,1.89,2.34,0,0.74
4718,1.89,1.89,2.34,0,0.74
4719,1.89,1.89,2.34,0,0.74
4720,1.89,1.89,2.34,0,0.74
4721,1.89,1.89,2.34,0,0.74
4722,1.89,1.89,2.34,0,0.74
4723,1.89,1.89,2.34,0,0.74
4724,1.89,1.89,2.34,0,0.74
4725,1.89,1.89,2.34,0,0.74
4726,1.89,1.89,2.34,0,0.74
4727,1.89,1.89,2.34,0,0.74
4728,1.89,1.89,2.34,0,0.74
4729,1.89,1.89,2.34,0,0.74
4730,1.89,1.89,2.34,0,0.74
4731,1.89,1.89,2.34,0,0.74
4732,1.89,1.89,2.34,0,0.74
4733,1.89,1.89,2.34,0,0.74
4734,1.89,1.89,2.34,0,0.74
4735,1.89,1.89,2.34,0,0.74
4736,1.89,1.89,2.34,0,0.74
4737,1.89,1.89,2.34,0,0.74
4738,1.89,1.89,2.34,0,0.74
4739,1.89,1.89,2.34,0,0.74
4740,1.89,1.89,2.34,0,0.74
4741,1.89,1.89,2.34,0,0.74
4742,1.89,1.89,2.34,0,0.74
4743,1.89,1.89,2.34,0,0.74
4744,1.89,1.89,2.34,0,0.74
4745,1.89,1.89,2.34,0,0.74
4746,1.89,1.89,2.34,0,0.74
4747,1.89,1.89,2.34,0,0.74
4748,1.89,1.89,2.34,0,0.74
4749,1.89,1.89,2.34,0,0.74
4750,1.89,1.89,2.34,0,0.74
4751,1.89,1.89,2.34,0,0.74
4752,1.89,1.89,2.34,0,0.74
4753,1.89,1.89,2.34,0,0.74
4754,1.89,1.89,2.34,0,0.74
4755,1.89,1.89,2.34,0,0.74
4756,1.89,1.89,2.34,0,0.74
4757,1.89,1.89,2.34,0,0.74
4758,1.89,1.89,2.34,0,0.74
4759,1.89,1.89,2.34,0,0.74
4760,1.89,1.89,2.34,0,0.74
4761,1.89,1.89,2.34,0,0.74
4762,1.89,1.89,2.34,0,0.74
4763,1.89,1.89,2.34,0,0.74
4764,1.89,1.89,2.34,0,0.74
4765,1.89,1.89,2.34,0,0.74
4766,1.89,1.89,2.34,0,0.74
4767,1.89,1.89,2.34,0,0.74
4768,1.89,1.89,2.34,0,0.74
4769,1.89,1.89,2.34,0,0.74
4770,1.89,1.89,2.34,0,0.74
4771,1.89,1.89,2.34,0,0.74
4772,1.89,1.89,2.34,0,0.74
4773,1.89,1.89,2.34,0,0.74
4774,1.89,1.89,2.34,0,0.74
4775,1.89,1.89,2.34,0,0.74
4776,1.89,1.89,2.34,0,0.74
4777,1.89,1.89,2.34,0,0.74
4778,1.89,1.89,2.34,0,0.74
4779,1.89,1.89,2.34,0,0.74
4780,1.89,1.89,2.34,0,0.74
4781,1.89,1.89,2.34,0,0.74
4782,1.89,1.89,2.34,0,0.74
4783,1.89,1.89,2.34,0,0.74
4784,1.89,1.89,2.34,0,0.74
4785,1.89,1.89,2.34,0,0.74
4786,1.89,1.89,2.34,0,0.74
4787,1.89,1.89,2.34,0,0.74
4788,1.89,1.89,2.34,0,0.74
4789,1.89,1.89,2.34,0,0.74
4790,1.89,1.89,2.34,0,0.74
4791,1.89,1.89,2.34,0,0.74
4792,1.89,1.89,2.34,0,0.74
4793,1.89,1.89,2.34,0,0.74
4794,1.89,1.89,2.34,0,0.74
4795,1.89,1.89,2.34,0,0.74
4796,1.89,1.89,2.34,0,0.74
4797,1.89,1.89,2.34,0,0.74
4798,1.89,1.89,2.34,0,0.74
4799,1.89,1.89,2.34,0,0.74
4800,1.89,1.89,2.34,0,0.74
4801,1.89,1.89,2.34,0,0.74
4802,1.89,1.89,2.34,0,0.74
4803,1.89,1.89,2.34,0,0.74
4804,1.89,1.89,2.34,0,0.74
4805,1.89,1.89,2.34,0,0.74
4806,1.89,1.89,2.34,0,0.74
4807,1.89,1.89,2.34,0,0.74
4808,1.89,1.89,2.34,0,0.74
4809,1.89,1.89,2.34,0,0.74
4810,1.89,1.89,2.34,0,0.74
4811,1.89,1.89,2.34,0,0.74
4812,1.89,1.89,2.34,0,0.74
4813,1.89,1.89,2.34,0,0.74
4814,1.89,1.89,2.34,0,0.74
4815,1.89,1.89,2.34,0,0.74
4816,1.89,1.89,2.34,0,0.74
4817,1.89,1.89,2.34,0,0.74
4818,1.89,1.89,2.34,0,0.74
4819,1.89,1.89,2.34,0,0.74
4820,1.89,1.89,2.34,0,0.74
4821,1.89,1.89,2.34,0,0.74
4822,1.89,1.89,2.34,0,0.74
4823,1.89,1.89,2.34,0,0.74
4824,1.89,1.89,2.34,0,0.74
4825,1.89,1.89,2.34,0,0.74
4826,1.89,1.89,2.34,0,0.74
4827,1.89,1.89,2.34,0,0.74
4828,1.89,1.89,2.34,0,0.74
4829,1.89,1.89,2.34,0,0.74
4830,1.89,1.89,2.34,0,0.74
4831,1.89,1.89,2.34,0,0.74
4832,1.89,1.89,2.34,0,0.74
4833,1.89,1.89,2.34,0,0.74
4834,1.89,1.89,2.34,0,0.74
4835,1.89,1.89,2.34,0,0.74
4836,1.89,1.89,2.34,0,0.74
4837,1.89,1.89,2.34,0,0.74
4838,1.89,1.89,2.34,0,0.74
4839,1.89,1.89,2.34,0,0.74
4840,1.89,1.89,2.34,0,0.74
4841,1.89,1.89,2.34,0,0.74
4842,1.89,1.89,2.34,0,0.74
4843,1.89,1.89,2.34,0,0.74
4844,1.89,1.89,2.34,0,0.74
4845,1.89,1.89,2.34,0,0.74
4846,1.89,1.89,2.34,0,0.74
4847,1.89,1.89,2.34,0,0.74
4848,1.89,1.89,2.34,0,0.74
4849,1.89,1.89,2.34,0,0.74
4850,1.89,1.89,2.34,0,0.74
4851,1.89,1.89,2.34,0,0.74
4852,1.89,1.89,2.34,0,0.74
4853,1.89,1.89,2.34,0,0.74
4854,1.89,1.89,2.34,0,0.74
4855,1.89,1.89,2.34,0,0.74
4856,1.89,1.89,2.34,0,0.74
4857,1.89,1.89,2.34,0,0.74
4858,1.89,1.89,2.34,0,0.74
4859,1.89,1.89,2.34,0,0.74
4860,1.89,1.89,2.34,0,0.74
4861,1.89,1.89,2.34,0,0.74
4862,1.89,1.89,2.34,0,0.74
4863,1.89,1.89,2.34,0,0.74
4864,1.89,1.89,2.34,0,0.74
4865,1.89,1.89,2.34,0,0.74
4866,1.89,1.89,2.34,0,0.74
4867,1.89,1.89,2.34,0,0.74
4868,1.89,1.89,2.34,0,0.74
4869,1.89,1.89,2.34,0,0.74
4870,1.89,1.89,2.34,0,0.74
4871,1.89,1.89,2.34,0,0.74
4872,1.89,1.89,2.34,0,0.74
4873,1.89,1.89,2.34,0,0.74
4874,1.89,1.89,2.34,0,0.74
4875,1.89,1.89,2.34,0,0.74
4876,1.89,1.89,2.34,0,0.74
4877,1.89,1.89,2.34,0,0.74
4878,1.89,1.89,2.34,0,0.74
4879,1.89,1.89,2.34,0,0.74
4880,1.89,1.89,2.34,0,0.74
4881,1.89,1.89,2.34,0,0.74
4882,1.89,1.89,2.34,0,0.74
4883,1.89,1.89,2.34,0,0.74
4884,1.89,1.89,2.34,0,0.74
4885,1.89,1.89,2.34,0,0.74
4886,1.89,1.89,2.34,0,0.74
4887,1.89,1.89,2.34,0,0.74
4888,1.89,1.89,2.34,0,0.74
4889,1.89,1.89,2.34,0,0.74
4890,1.89,1.89,2.34,0,0.74
4891,1.89,1.89,2.34,0,0.74
4892,1.89,1.89,2.34,0,0.74
4893,1.89,1.89,2.34,0,0.74
4894,1.89,1.89,2.34,0,0.74
4895,1.89,1.89,2.34,0,0.74
4896,1.89,1.89,2.34,0,0.74
4897,1.89,1.89,2.34,0,0.74
4898,1.89,1.89,2.34,0,0.74
4899,1.89,1.89,2.34,0,0.74
4900,1.89,1.89,2.34,0,0.74
4901,1.89,1.89,2.34,0,0.74
4902,1.89,1.89,2.34,0,0.74
4903,1.89,1.89,2.34,0,0.74
4904,1.89,1.89,2.34,0,0.74
4905,1.89,1.89,2.34,0,0.74
4906,1.89,1.89,2.34,0,0.74
4907,1.89,1.89,2.34,0,0.74
4908,1.89,1.89,2.34,0,0.74
4909,1.89,1.89,2.34,0,0.74
4910,1.89,1.89,2.34,0,0.74
4911,1.89,1.89,2.34,0,0.74
4912,1.89,1.89,2.34,0,0.74
4913,1.89,1.89,2.34,0,0.74
4914,1.89,1.89,2.34,0,0.74
4915,1.89,1.89,2.34,0,0.74
4916,1.89,1.89,2.34,0,0.74
4917,1.89,1.89,2.34,0,0.74
4918,1.89,1.89,2.34,0,0.74
4919,1.89,1.89,2.34,0,0.74
4920,1.89,1.89,2.34,0,0.74
4921,1.89,1.89,2.34,0,0.74
4922,1.89,1.89,2.34,0,0.74
4923,1.89,1.89,2.34,0,0.74
4924,1.89,1.89,2.34,0,0.74
4925,1.89,1.89,2.34,0,0.74
4926,1.89,1.89,2.34,0,0.74
4927,1.89,1.89,2.34,0,0.74
4928,1.89,1.89,2.34,0,0.74
4929,1.89,1.89,2.34,0,0.74
4930,1.89,1.89,2.34,0,0.74
4931,1.89,1.89,2.34,0,0.74
4932,1.89,1.89,2.34,0,0.74
4933,1.89,1.89,2.34,0,0.74
4934,1.89,1.89,2.34,0,0.74
4935,1.89,1.89,2.34,0,0.74
4936,1.89,1.89,2.34,0,0.74
4937,1.89,1.89,2.34,0,0.74
4938,1.89,1.89,2.34,0,0.74
4939,1.89,1.89,2.34,0,0.74
4940,1.89,1.89,2.34,0,0.74
4941,1.89,1.89,2.34,0,0.74
4942,1.89,1.89,2.34,0,0.74
4943,1.89,1.89,2.34,0,0.74
4944,1.89,1.89,2.34,0,0.74
4945,1.89,1.89,2.34,0,0.74
4946,1.89,1.89,2.34,0,0.74
4947,1.89,1.89,2.34,0,0.74
4948,1.89,1.89,2.34,0,0.74
4949,1.89,1.89,2.34,0,0.74
4950,1.89,1.89,2.34,0,0.74
4951,1.89,1.89,2.34,0,0.74
4952,1.89,1.89,2.34,0,0.74
4953,1.89,1.89,2.34,0,0.74
4954,1.89,1.89,2.34,0,0.74
4955,1.89,1.89,2.34,0,0.74
4956,1.89,1.89,2.34,0,0.74
4957,1.89,1.89,2.34,0,0.74
4958,1.89,1.89,2.34,0,0.74
4959,1.89,1.89,2.34,0,0.74
4960,1.89,1.89,2.34,0,0.74
4961,1.89,1.89,2.34,0,0.74
4962,1.89,1.89,2.34,0,0.74
4963,1.89,1.89,2.34,0,0.74
4964,1.89,1.89,2.34,0,0.74
4965,1.89,1.89,2.34,0,0.74
4966,1.89,1.89,2.34,0,0.74
4967,1.89,1.89,2.34,0,0.74
4968,1.89,1.89,2.34,0,0.74
4969,1.89,1.89,2.34,0,0.74
4970,1.89,1.89,2.34,0,0.74
4971,1.89,1.89,2.34,0,0.74
4972,1.89,1.89,2.34,0,0.74
4973,1.89,1.89,2.34,0,0.74
4974,1.89,1.89,2.34,0,0.74
4975,1.89,1.89,2.34,0,0.74
4976,1.89,1.89,2.34,0,0.74
4977,1.89,1.89,2.34,0,0.74
4978,1.89,1.89,2.34,0,0.74
4979,1.89,1.89,2.34,0,0.74
4980,1.89,1.89,2.34,0,0.74
4981,1.89,1.89,2.34,0,0.74
4982,1.89,1.89,2.34,0,0.74
4983,1.89,1.89,2.34,0,0.74
4984,1.89,1.89,2.34,0,0.74
4985,1.89,1.89,2.34,0,0.74
4986,1.89,1.89,2.34,0,0.74
4987,1.89,1.89,2.34,0,0.74
4988,1.89,1.89,2.34,0,0.74
4989,1.89,1.89,2.34,0,0.74
4990,1.89,1.89,2.34,0,0.74
4991,1.89,1.89,2.34,0,0.74
4992,1.89,1.89,2.34,0,0.74
4993,1.89,1.89,2.34,0,0.74
4994,1.89,1.89,2.34,0,0.74
4995,1.89,1.89,2.34,0,0.74
4996,1.89,1.89,2.34,0,0.74
4997,1.89,1.89,2.34,0,0.74
4998,1.89,1.89,2.34,0,0.74
4999,1.89,1.89,2.34,0,0.74
5000,1.89,1.89,2.34,0,0.74
5001,1.89,1.89,2.34,0,0.74
5002,1.89,1.89,2.34,0,0.74
5003,1.89,1.89,2.34,0,0.74
5004,1.89,1.89,2.34,0,0.74
5005,1.89,1.89,2.34,0,0.74
5006,1.89,1.89,2.34,0,0.74
5007,1.89,1.89,2.34,0,0.74
5008,1.89,1.89,2.34,0,0.74
5009,1.89,1.89,2.34,0,0.74
5010,1.89,1.89,2.34,0,0.74
5011,1.89,1.89,2.34,0,0.74
5012,1.89,1.89,2.34,0,0.74
5013,1.89,1.89,2.34,0,0.74
5014,1.89,1.89,2.34,0,0.74
5015,1.89,1.89,2.34,0,0.74
5016,1.89,1.89,2.34,0,0.74
5017,1.89,1.89,2.34,0,0.74
5018,1.89,1.89,2.34,0,0.74
5019,1.89,1.89,2.34,0,0.74
5020,1.89,1.89,2.34,0,0.74
5021,1.89,1.89,2.34,0,0.74
5022,1.89,1.89,2.34,0,0.74
5023,1.89,1.89,2.34,0,0.74
5024,1.89,1.89,2.34,0,0.74
5025,1.89,1.89,2.34,0,0.74
5026,1.89,1.89,2.34,0,0.74
5027,1.89,1.89,2.34,0,0.74
5028,1.89,1.89,2.34,0,0.74
5029,1.89,1.89,2.34,0,0.74
5030,1.89,1.89,2.34,0,0.74
5031,1.89,1.89,2.34,0,0.74
5032,1.89,1.89,2.34,0,0.74
5033,1.89,1.89,2.34,0,0.74
5034,1.89,1.89,2.34,0,0.74
5035,1.89,1.89,2.34,0,0.74
5036,1.89,1.89,2.34,0,0.74
5037,1.89,1.89,2.34,0,0.74
5038,1.89,1.89,2.34,0,0.74
5039,1.89,1.89,2.34,0,0.74
5040,1.89,1.89,2.34,0,0.74
5041,1.89,1.89,2.34,0,0.74
5042,1.89,1.89,2.34,0,0.74
5043,1.89,1.89,2.34,0,0.74
5044,1.89,1.89,2.34,0,0.74
5045,1.89,1.89,2.34,0,0.74
5046,1.89,1.89,2.34,0,0.74
5047,1.89,1.89,2.34,0,0.74
5048,1.89,1.89,2.34,0,0.74
5049,1.89,1.89,2.34,0,0.74
5050,1.89,1.89,2.34,0,0.74
5051,1.89,1.89,2.34,0,0.74
5052,1.89,1.89,2.34,0,0.74
5053,1.89,1.89,2.34,0,0.74
5054,1.89,1.89,2.34,0,0.74
5055,1.89,1.89,2.34,0,0.74
5056,1.89,1.89,2.34,0,0.74
5057,1.89,1.89,2.34,0,0.74
5058,1.89,1.89,2.34,0,0.74
5059,1.89,1.89,2.34,0,0.74
5060,1.89,1.89,2.34,0,0.74
5061,1.89,1.89,2.34,0,0.74
5062,1.89,1.89,2.34,0,0.74
5063,1.89,1.89,2.34,0,0.74
5064,1.89,1.89,2.34,0,0.74
5065,1.89,1.89,2.34,0,0.74
5066,1.89,1.89,2.34,0,0.74
5067,1.89,1.89,2.34,0,0.74
5068,1.89,1.89,2.34,0,0.74
5069,1.89,1.89,2.34,0,0.74
5070,1.89,1.89,2.34,0,0.74
5071,1.89,1.89,2.34,0,0.74
5072,1.89,1.89,2.34,0,0.74
5073,1.89,1.89,2.34,0,0.74
5074,1.89,1.89,2.34,0,0.74
5075,1.89,1.89,2.34,0,0.74
5076,1.89,1.89,2.34,0,0.74
5077,1.89,1.89,2.34,0,0.74
5078,1.89,1.89,2.34,0,0.74
5079,1.89,1.89,2.34,0,0.74
5080,1.89,1.89,2.34,0,0.74
5081,1.89,1.89,2.34,0,0.74
5082,1.89,1.89,2.34,0,0.74
5083,1.89,1.89,2.34,0,0.74
5084,1.89,1.89,2.34,0,0.74
5085,1.89,1.89,2.34,0,0.74
5086,1.89,1.89,2.34,0,0.74
5087,1.89,1.89,2.34,0,0.74
5088,1.89,1.89,2.34,0,0.74
5089,1.89,1.89,2.34,0,0.74
5090,1.89,1.89,2.34,0,0.74
5091,1.89,1.89,2.34,0,0.74
5092,1.89,1.89,2.34,0,0.74
5093,1.89,1.89,2.34,0,0.74
5094,1.89,1.89,2.34,0,0.74
5095,1.89,1.89,2.34,0,0.74
5096,1.89,1.89,2.34,0,0.74
5097,1.89,1.89,2.34,0,0.74
5098,1.89,1.89,2.34,0,0.74
5099,1.89,1.89,2.34,0,0.74
5100,1.89,1.89,2.34,0,0.74
5101,1.89,1.89,2.34,0,0.74
5102,1.89,1.89,2.34,0,0.74
5103,1.89,1.89,2.34,0,0.74
5104,1.89,1.89,2.34,0,0.74
5105,1.89,1.89,2.34,0,0.74
5106,1.89,1.89,2.34,0,0.74
5107,1.89,1.89,2.34,0,0.74
5108,1.89,1.89,2.34,0,0.74
5109,1.89,1.89,2.34,0,0.74
5110,1.89,1.89,2.34,0,0.74
5111,1.89,1.89,2.34,0,0.74
5112,1.89,1.89,2.34,0,0.74
5113,1.76,1.76,2.11,0,0.74
5114,1.76,1.76,2.11,0,0.74
5115,1.76,1.76,2.11,0,0.74
5116,1.76,1.76,2.11,0,0.74
5117,1.76,1.76,2.11,0,0.74
5118,1.76,1.76,2.11,0,0.74
5119,1.76,1.76,2.11,0,0.74
5120,1.76,1.76,2.11,0,0.74
5121,1.76,1.76,2.11,0,0.74
5122,1.76,1.76,2.11,0,0.74
5123,1.76,1.76,2.11,0,0.74
5124,1.76,1.76,2.11,0,0.74
5125,1.76,1.76,2.11,0,0.74
5126,1.76,1.76,2.11,0,0.74
5127,1.76,1.76,2.11,0,0.74
5128,1.76,1.76,2.11,0,0.74
5129,1.76,1.76,2.11,0,0.74
5130,1.76,1.76,2.11,0,0.74
5131,1.76,1.76,2.11,0,0.74
5132,1.76,1.76,2.11,0,0.74
5133,1.76,1.76,2.11,0,0.74
5134,1.76,1.76,2.11,0,0.74
5135,1.76,1.76,2.11,0,0.74
5136,1.76,1.76,2.11,0,0.74
5137,1.76,1.76,2.11,0,0.74
5138,1.76,1.76,2.11,0,0.74
5139,1.76,1.76,2.11,0,0.74
5140,1.76,1.76,2.11,0,0.74
5141,1.76,1.76,2.11,0,0.74
5142,1.76,1.76,2.11,0,0.74
5143,1.76,1.76,2.11,0,0.74
5144,1.76,1.76,2.11,0,0.74
5145,1.76,1.76,2.11,0,0.74
5146,1.76,1.76,2.11,0,0.74
5147,1.76,1.76,2.11,0,0.74
5148,1.76,1.76,2.11,0,0.74
5149,1.76,1.76,2.11,0,0.74
5150,1.76,1.76,2.11,0,0.74
5151,1.76,1.76,2.11,0,0.74
5152,1.76,1.76,2.11,0,0.74
5153,1.76,1.76,2.11,0,0.74
5154,1.76,1.76,2.11,0,0.74
5155,1.76,1.76,2.11,0,0.74
5156,1.76,1.76,2.11,0,0.74
5157,1.76,1.76,2.11,0,0.74
5158,1.76,1.76,2.11,0,0.74
5159,1.76,1.76,2.11,0,0.74
5160,1.76,1.76,2.11,0,0.74
5161,1.76,1.76,2.11,0,0.74
5162,1.76,1.76,2.11,0,0.74
5163,1.76,1.76,2.11,0,0.74
5164,1.76,1.76,2.11,0,0.74
5165,1.76,1.76,2.11,0,0.74
5166,1.76,1.76,2.11,0,0.74
5167,1.76,1.76,2.11,0,0.74
5168,1.76,1.76,2.11,0,0.74
5169,1.76,1.76,2.11,0,0.74
5170,1.76,1.76,2.11,0,0.74
5171,1.76,1.76,2.11,0,0.74
5172,1.76,1.76,2.11,0,0.74
5173,1.76,1.76,2.11,0,0.74
5174,1.76,1.76,2.11,0,0.74
5175,1.76,1.76,2.11,0,0.74
5176,1.76,1.76,2.11,0,0.74
5177,1.76,1.76,2.11,0,0.74
5178,1.76,1.76,2.11,0,0.74
5179,1.76,1.76,2.11,0,0.74
5180,1.76,1.76,2.11,0,0.74
5181,1.76,1.76,2.11,0,0.74
5182,1.76,1.76,2.11,0,0.74
5183,1.76,1.76,2.11,0,0.74
5184,1.76,1.76,2.11,0,0.74
5185,1.76,1.76,2.11,0,0.74
5186,1.76,1.76,2.11,0,0.74
5187,1.76,1.76,2.11,0,0.74
5188,1.76,1.76,2.11,0,0.74
5189,1.76,1.76,2.11,0,0.74
5190,1.76,1.76,2.11,0,0.74
5191,1.76,1.76,2.11,0,0.74
5192,1.76,1.76,2.11,0,0.74
5193,1.76,1.76,2.11,0,0.74
5194,1.76,1.76,2.11,0,0.74
5195,1.76,1.76,2.11,0,0.74
5196,1.76,1.76,2.11,0,0.74
5197,1.76,1.76,2.11,0,0.74
5198,1.76,1.76,2.11,0,0.74
5199,1.76,1.76,2.11,0,0.74
5200,1.76,1.76,2.11,0,0.74
5201,1.76,1.76,2.11,0,0.74
5202,1.76,1.76,2.11,0,0.74
5203,1.76,1.76,2.11,0,0.74
5204,1.76,1.76,2.11,0,0.74
5205,1.76,1.76,2.11,0,0.74
5206,1.76,1.76,2.11,0,0.74
5207,1.76,1.76,2.11,0,0.74
5208,1.76,1.76,2.11,0,0.74
5209,1.76,1.76,2.11,0,0.74
5210,1.76,1.76,2.11,0,0.74
5211,1.76,1.76,2.11,0,0.74
5212,1.76,1.76,2.11,0,0.74
5213,1.76,1.76,2.11,0,0.74
5214,1.76,1.76,2.11,0,0.74
5215,1.76,1.76,2.11,0,0.74
5216,1.76,1.76,2.11,0,0.74
5217,1.76,1.76,2.11,0,0.74
5218,1.76,1.76,2.11,0,0.74
5219,1.76,1.76,2.11,0,0.74
5220,1.76,1.76,2.11,0,0.74
5221,1.76,1.76,2.11,0,0.74
5222,1.76,1.76,2.11,0,0.74
5223,1.76,1.76,2.11,0,0.74
5224,1.76,1.76,2.11,0,0.74
5225,1.76,1.76,2.11,0,0.74
5226,1.76,1.76,2.11,0,0.74
5227,1.76,1.76,2.11,0,0.74
5228,1.76,1.76,2.11,0,0.74
5229,1.76,1.76,2.11,0,0.74
5230,1.76,1.76,2.11,0,0.74
5231,1.76,1.76,2.11,0,0.74
5232,1.76,1.76,2.11,0,0.74
5233,1.76,1.76,2.11,0,0.74
5234,1.76,1.76,2.11,0,0.74
5235,1.76,1.76,2.11,0,0.74
5236,1.76,1.76,2.11,0,0.74
5237,1.76,1.76,2.11,0,0.74
5238,1.76,1.76,2.11,0,0.74
5239,1.76,1.76,2.11,0,0.74
5240,1.76,1.76,2.11,0,0.74
5241,1.76,1.76,2.11,0,0.74
5242,1.76,1.76,2.11,0,0.74
5243,1.76,1.76,2.11,0,0.74
5244,1.76,1.76,2.11,0,0.74
5245,1.76,1.76,2.11,0,0.74
5246,1.76,1.76,2.11,0,0.74
5247,1.76,1.76,2.11,0,0.74
