Time_Index,MA_natural_gas_turbine,MA_natural_gas_combined_cycle,MA_solar_pv,MA_onshore_wind,CT_natural_gas_turbine,CT_natural_gas_combined_cycle,CT_solar_pv,ME_natural_gas_turbine,ME_natural_gas_combined_cycle,ME_onshore_wind,ME_solar_pv,MA_fission,CT_fission,ME_fission,MA_battery,CT_battery,ME_battery,COAST_offshore_wind_fixed,COAST_offshore_wind_floating
1846,0.9,0.9,0,0.321,0.9,0.9,0,0.9,0.9,0.064,0,0.9,0.9,0.9,1,1,1,0.449,0.449
1847,0.9,0.9,0,0.198,0.9,0.9,0,0.9,0.9,0.105,0,0.9,0.9,0.9,1,1,1,0.462,0.462
1848,0.9,0.9,0,0.315,0.9,0.9,0,0.9,0.9,0.23,0,0.9,0.9,0.9,1,1,1,0.604,0.604
1849,0.9,0.9,0,0.406,0.9,0.9,0,0.9,0.9,0.494,0,0.9,0.9,0.9,1,1,1,0.654,0.654
1850,0.9,0.9,0,0.665,0.9,0.9,0,0.9,0.9,0.728,0,0.9,0.9,0.9,1,1,1,0.99,0.99
1851,0.9,0.9,0,0.989,0.9,0.9,0,0.9,0.9,0.644,0,0.9,0.9,0.9,1,1,1,1,1
1852,0.9,0.9,0,0.987,0.9,0.9,0,0.9,0.9,0.769,0,0.9,0.9,0.9,1,1,1,1,1
1853,0.9,0.9,0,0.845,0.9,0.9,0,0.9,0.9,0.886,0,0.9,0.9,0.9,1,1,1,1,1
1854,0.9,0.9,0,0.714,0.9,0.9,0,0.9,0.9,0.986,0,0.9,0.9,0.9,1,1,1,1,1
1855,0.9,0.9,0,0.655,0.9,0.9,0,0.9,0.9,0.985,0.001,0.9,0.9,0.9,1,1,1,1,1
1856,0.9,0.9,0.038,0.629,0.9,0.9,0.033,0.9,0.9,0.989,0.029,0.9,0.9,0.9,1,1,1,1,1
1857,0.9,0.9,0.228,0.616,0.9,0.9,0.223,0.9,0.9,0.988,0.221,0.9,0.9,0.9,1,1,1,1,1
1858,0.9,0.9,0.474,0.712,0.9,0.9,0.475,0.9,0.9,0.984,0.513,0.9,0.9,0.9,1,1,1,1,1
1859,0.9,0.9,0.663,0.891,0.9,0.9,0.693,0.9,0.9,0.982,0.708,0.9,0.9,0.9,1,1,1,1,1
1860,0.9,0.9,0.807,0.698,0.9,0.9,0.835,0.9,0.9,0.983,0.869,0.9,0.9,0.9,1,1,1,1,1
1861,0.9,0.9,0.833,0.572,0.9,0.9,0.854,0.9,0.9,0.979,0.898,0.9,0.9,0.9,1,1,1,1,1
1862,0.9,0.9,0.842,0.552,0.9,0.9,0.849,0.9,0.9,0.978,0.918,0.9,0.9,0.9,1,1,1,1,1
1863,0.9,0.9,0.783,0.632,0.9,0.9,0.818,0.9,0.9,0.984,0.824,0.9,0.9,0.9,1,1,1,1,1
1864,0.9,0.9,0.647,0.641,0.9,0.9,0.684,0.9,0.9,0.985,0.646,0.9,0.9,0.9,1,1,1,1,1
1865,0.9,0.9,0.426,0.652,0.9,0.9,0.477,0.9,0.9,0.921,0.408,0.9,0.9,0.9,1,1,1,1,1
1866,0.9,0.9,0.195,0.566,0.9,0.9,0.239,0.9,0.9,0.919,0.17,0.9,0.9,0.9,1,1,1,0.998,0.998
1867,0.9,0.9,0.03,0.578,0.9,0.9,0.043,0.9,0.9,0.94,0.017,0.9,0.9,0.9,1,1,1,0.996,0.996
1868,0.9,0.9,0,0.516,0.9,0.9,0,0.9,0.9,0.809,0,0.9,0.9,0.9,1,1,1,0.991,0.991
1869,0.9,0.9,0,0.448,0.9,0.9,0,0.9,0.9,0.699,0,0.9,0.9,0.9,1,1,1,0.987,0.987
1870,0.9,0.9,0,0.303,0.9,0.9,0,0.9,0.9,0.582,0,0.9,0.9,0.9,1,1,1,0.979,0.979
1871,0.9,0.9,0,0.142,0.9,0.9,0,0.9,0.9,0.401,0,0.9,0.9,0.9,1,1,1,0.963,0.963
1872,0.9,0.9,0,0.205,0.9,0.9,0,0.9,0.9,0.315,0,0.9,0.9,0.9,1,1,1,0.96,0.96
1873,0.9,0.9,0,0.241,0.9,0.9,0,0.9,0.9,0.325,0,0.9,0.9,0.9,1,1,1,0.881,0.881
1874,0.9,0.9,0,0.202,0.9,0.9,0,0.9,0.9,0.232,0,0.9,0.9,0.9,1,1,1,0.845,0.845
1875,0.9,0.9,0,0.129,0.9,0.9,0,0.9,0.9,0.214,0,0.9,0.9,0.9,1,1,1,0.86,0.86
1876,0.9,0.9,0,0.174,0.9,0.9,0,0.9,0.9,0.224,0,0.9,0.9,0.9,1,1,1,0.949,0.949
1877,0.9,0.9,0,0.137,0.9,0.9,0,0.9,0.9,0.167,0,0.9,0.9,0.9,1,1,1,0.79,0.79
1878,0.9,0.9,0,0.124,0.9,0.9,0,0.9,0.9,0.199,0,0.9,0.9,0.9,1,1,1,0.65,0.65
1879,0.9,0.9,0,0.108,0.9,0.9,0,0.9,0.9,0.184,0,0.9,0.9,0.9,1,1,1,0.484,0.484
1880,0.9,0.9,0.046,0.281,0.9,0.9,0.036,0.9,0.9,0.348,0.053,0.9,0.9,0.9,1,1,1,0.434,0.434
1881,0.9,0.9,0.24,0.218,0.9,0.9,0.208,0.9,0.9,0.333,0.285,0.9,0.9,0.9,1,1,1,0.283,0.283
1882,0.9,0.9,0.489,0.229,0.9,0.9,0.455,0.9,0.9,0.25,0.555,0.9,0.9,0.9,1,1,1,0.208,0.208
1883,0.9,0.9,0.687,0.253,0.9,0.9,0.676,0.9,0.9,0.296,0.752,0.9,0.9,0.9,1,1,1,0.113,0.113
1884,0.9,0.9,0.815,0.237,0.9,0.9,0.807,0.9,0.9,0.222,0.857,0.9,0.9,0.9,1,1,1,0.1,0.1
1885,0.9,0.9,0.849,0.194,0.9,0.9,0.838,0.9,0.9,0.195,0.89,0.9,0.9,0.9,1,1,1,0.085,0.085
1886,0.9,0.9,0.84,0.16,0.9,0.9,0.83,0.9,0.9,0.127,0.863,0.9,0.9,0.9,1,1,1,0.063,0.063
1887,0.9,0.9,0.779,0.135,0.9,0.9,0.735,0.9,0.9,0.107,0.771,0.9,0.9,0.9,1,1,1,0.093,0.093
1888,0.9,0.9,0.645,0.11,0.9,0.9,0.649,0.9,0.9,0.127,0.615,0.9,0.9,0.9,1,1,1,0.111,0.111
1889,0.9,0.9,0.429,0.136,0.9,0.9,0.444,0.9,0.9,0.14,0.397,0.9,0.9,0.9,1,1,1,0.083,0.083
1890,0.9,0.9,0.19,0.156,0.9,0.9,0.22,0.9,0.9,0.139,0.175,0.9,0.9,0.9,1,1,1,0.09,0.09
1891,0.9,0.9,0.032,0.192,0.9,0.9,0.04,0.9,0.9,0.119,0.021,0.9,0.9,0.9,1,1,1,0.086,0.086
1892,0.9,0.9,0,0.175,0.9,0.9,0,0.9,0.9,0.156,0,0.9,0.9,0.9,1,1,1,0.088,0.088
1893,0.9,0.9,0,0.178,0.9,0.9,0,0.9,0.9,0.168,0,0.9,0.9,0.9,1,1,1,0.1,0.1
1894,0.9,0.9,0,0.142,0.9,0.9,0,0.9,0.9,0.14,0,0.9,0.9,0.9,1,1,1,0.12,0.12
1895,0.9,0.9,0,0.122,0.9,0.9,0,0.9,0.9,0.127,0,0.9,0.9,0.9,1,1,1,0.181,0.181
1896,0.9,0.9,0,0.202,0.9,0.9,0,0.9,0.9,0.163,0,0.9,0.9,0.9,1,1,1,0.301,0.301
1897,0.9,0.9,0,0.224,0.9,0.9,0,0.9,0.9,0.179,0,0.9,0.9,0.9,1,1,1,0.341,0.341
1898,0.9,0.9,0,0.223,0.9,0.9,0,0.9,0.9,0.185,0,0.9,0.9,0.9,1,1,1,0.341,0.341
1899,0.9,0.9,0,0.134,0.9,0.9,0,0.9,0.9,0.161,0,0.9,0.9,0.9,1,1,1,0.288,0.288
1900,0.9,0.9,0,0.088,0.9,0.9,0,0.9,0.9,0.286,0,0.9,0.9,0.9,1,1,1,0.237,0.237
1901,0.9,0.9,0,0.076,0.9,0.9,0,0.9,0.9,0.313,0,0.9,0.9,0.9,1,1,1,0.227,0.227
1902,0.9,0.9,0,0.096,0.9,0.9,0,0.9,0.9,0.235,0,0.9,0.9,0.9,1,1,1,0.168,0.168
1903,0.9,0.9,0,0.096,0.9,0.9,0,0.9,0.9,0.23,0.002,0.9,0.9,0.9,1,1,1,0.121,0.121
1904,0.9,0.9,0.054,0.096,0.9,0.9,0.053,0.9,0.9,0.147,0.074,0.9,0.9,0.9,1,1,1,0.105,0.105
1905,0.9,0.9,0.262,0.084,0.9,0.9,0.246,0.9,0.9,0.115,0.316,0.9,0.9,0.9,1,1,1,0.085,0.085
1906,0.9,0.9,0.495,0.09,0.9,0.9,0.48,0.9,0.9,0.186,0.557,0.9,0.9,0.9,1,1,1,0.09,0.09
1907,0.9,0.9,0.671,0.096,0.9,0.9,0.669,0.9,0.9,0.126,0.753,0.9,0.9,0.9,1,1,1,0.074,0.074
1908,0.9,0.9,0.784,0.084,0.9,0.9,0.785,0.9,0.9,0.072,0.849,0.9,0.9,0.9,1,1,1,0.061,0.061
1909,0.9,0.9,0.818,0.028,0.9,0.9,0.816,0.9,0.9,0.056,0.897,0.9,0.9,0.9,1,1,1,0.049,0.049
1910,0.9,0.9,0.785,0.002,0.9,0.9,0.817,0.9,0.9,0.03,0.863,0.9,0.9,0.9,1,1,1,0.042,0.042
1911,0.9,0.9,0.757,0,0.9,0.9,0.747,0.9,0.9,0.033,0.778,0.9,0.9,0.9,1,1,1,0.034,0.034
1912,0.9,0.9,0.626,0.007,0.9,0.9,0.625,0.9,0.9,0.049,0.63,0.9,0.9,0.9,1,1,1,0.014,0.014
1913,0.9,0.9,0.418,0.002,0.9,0.9,0.444,0.9,0.9,0.075,0.399,0.9,0.9,0.9,1,1,1,0.008,0.008
1914,0.9,0.9,0.193,0.01,0.9,0.9,0.215,0.9,0.9,0.076,0.183,0.9,0.9,0.9,1,1,1,0.028,0.028
1915,0.9,0.9,0.037,0.025,0.9,0.9,0.035,0.9,0.9,0.066,0.025,0.9,0.9,0.9,1,1,1,0.01,0.01
1916,0.9,0.9,0,0.026,0.9,0.9,0,0.9,0.9,0.075,0,0.9,0.9,0.9,1,1,1,0.003,0.003
1917,0.9,0.9,0,0.014,0.9,0.9,0,0.9,0.9,0.097,0,0.9,0.9,0.9,1,1,1,0.016,0.016
1918,0.9,0.9,0,0.015,0.9,0.9,0,0.9,0.9,0.105,0,0.9,0.9,0.9,1,1,1,0.032,0.032
1919,0.9,0.9,0,0.015,0.9,0.9,0,0.9,0.9,0.172,0,0.9,0.9,0.9,1,1,1,0.046,0.046
1920,0.9,0.9,0,0.034,0.9,0.9,0,0.9,0.9,0.266,0,0.9,0.9,0.9,1,1,1,0.069,0.069
1921,0.9,0.9,0,0.036,0.9,0.9,0,0.9,0.9,0.362,0,0.9,0.9,0.9,1,1,1,0.099,0.099
1922,0.9,0.9,0,0.035,0.9,0.9,0,0.9,0.9,0.252,0,0.9,0.9,0.9,1,1,1,0.115,0.115
1923,0.9,0.9,0,0.048,0.9,0.9,0,0.9,0.9,0.196,0,0.9,0.9,0.9,1,1,1,0.107,0.107
1924,0.9,0.9,0,0.075,0.9,0.9,0,0.9,0.9,0.214,0,0.9,0.9,0.9,1,1,1,0.095,0.095
1925,0.9,0.9,0,0.085,0.9,0.9,0,0.9,0.9,0.322,0,0.9,0.9,0.9,1,1,1,0.093,0.093
1926,0.9,0.9,0,0.085,0.9,0.9,0,0.9,0.9,0.384,0,0.9,0.9,0.9,1,1,1,0.096,0.096
1927,0.9,0.9,0.001,0.082,0.9,0.9,0,0.9,0.9,0.341,0.002,0.9,0.9,0.9,1,1,1,0.102,0.102
1928,0.9,0.9,0.056,0.064,0.9,0.9,0.053,0.9,0.9,0.195,0.074,0.9,0.9,0.9,1,1,1,0.11,0.11
1929,0.9,0.9,0.261,0.055,0.9,0.9,0.246,0.9,0.9,0.192,0.316,0.9,0.9,0.9,1,1,1,0.09,0.09
1930,0.9,0.9,0.498,0.009,0.9,0.9,0.471,0.9,0.9,0.126,0.557,0.9,0.9,0.9,1,1,1,0.092,0.092
1931,0.9,0.9,0.685,0.011,0.9,0.9,0.669,0.9,0.9,0.119,0.753,0.9,0.9,0.9,1,1,1,0.074,0.074
1932,0.9,0.9,0.795,0.012,0.9,0.9,0.785,0.9,0.9,0.074,0.849,0.9,0.9,0.9,1,1,1,0.051,0.051
1933,0.9,0.9,0.835,0.003,0.9,0.9,0.817,0.9,0.9,0.061,0.88,0.9,0.9,0.9,1,1,1,0.055,0.055
1934,0.9,0.9,0.824,0.007,0.9,0.9,0.846,0.9,0.9,0.009,0.863,0.9,0.9,0.9,1,1,1,0.061,0.061
1935,0.9,0.9,0.76,0.008,0.9,0.9,0.771,0.9,0.9,0.006,0.778,0.9,0.9,0.9,1,1,1,0.062,0.062
1936,0.9,0.9,0.631,0.006,0.9,0.9,0.632,0.9,0.9,0.023,0.618,0.9,0.9,0.9,1,1,1,0.067,0.067
1937,0.9,0.9,0.424,0.003,0.9,0.9,0.444,0.9,0.9,0.07,0.399,0.9,0.9,0.9,1,1,1,0.083,0.083
1938,0.9,0.9,0.195,0.025,0.9,0.9,0.219,0.9,0.9,0.074,0.183,0.9,0.9,0.9,1,1,1,0.076,0.076
1939,0.9,0.9,0.033,0.031,0.9,0.9,0.042,0.9,0.9,0.094,0.026,0.9,0.9,0.9,1,1,1,0.08,0.08
1940,0.9,0.9,0,0.038,0.9,0.9,0,0.9,0.9,0.103,0,0.9,0.9,0.9,1,1,1,0.125,0.125
1941,0.9,0.9,0,0.04,0.9,0.9,0,0.9,0.9,0.109,0,0.9,0.9,0.9,1,1,1,0.196,0.196
1942,0.9,0.9,0,0.064,0.9,0.9,0,0.9,0.9,0.123,0,0.9,0.9,0.9,1,1,1,0.174,0.174
1943,0.9,0.9,0,0.074,0.9,0.9,0,0.9,0.9,0.196,0,0.9,0.9,0.9,1,1,1,0.193,0.193
1944,0.9,0.9,0,0.159,0.9,0.9,0,0.9,0.9,0.295,0,0.9,0.9,0.9,1,1,1,0.269,0.269
1945,0.9,0.9,0,0.194,0.9,0.9,0,0.9,0.9,0.395,0,0.9,0.9,0.9,1,1,1,0.375,0.375
1946,0.9,0.9,0,0.194,0.9,0.9,0,0.9,0.9,0.422,0,0.9,0.9,0.9,1,1,1,0.428,0.428
1947,0.9,0.9,0,0.137,0.9,0.9,0,0.9,0.9,0.409,0,0.9,0.9,0.9,1,1,1,0.327,0.327
1948,0.9,0.9,0,0.118,0.9,0.9,0,0.9,0.9,0.479,0,0.9,0.9,0.9,1,1,1,0.238,0.238
1949,0.9,0.9,0,0.164,0.9,0.9,0,0.9,0.9,0.572,0,0.9,0.9,0.9,1,1,1,0.211,0.211
1950,0.9,0.9,0,0.108,0.9,0.9,0,0.9,0.9,0.449,0,0.9,0.9,0.9,1,1,1,0.199,0.199
1951,0.9,0.9,0.001,0.083,0.9,0.9,0,0.9,0.9,0.441,0.003,0.9,0.9,0.9,1,1,1,0.167,0.167
1952,0.9,0.9,0.059,0.073,0.9,0.9,0.045,0.9,0.9,0.161,0.082,0.9,0.9,0.9,1,1,1,0.154,0.154
1953,0.9,0.9,0.244,0.069,0.9,0.9,0.233,0.9,0.9,0.15,0.316,0.9,0.9,0.9,1,1,1,0.137,0.137
1954,0.9,0.9,0.483,0.052,0.9,0.9,0.489,0.9,0.9,0.216,0.557,0.9,0.9,0.9,1,1,1,0.132,0.132
1955,0.9,0.9,0.666,0.082,0.9,0.9,0.644,0.9,0.9,0.247,0.753,0.9,0.9,0.9,1,1,1,0.135,0.135
1956,0.9,0.9,0.774,0.109,0.9,0.9,0.723,0.9,0.9,0.144,0.849,0.9,0.9,0.9,1,1,1,0.123,0.123
1957,0.9,0.9,0.824,0.065,0.9,0.9,0.783,0.9,0.9,0.105,0.886,0.9,0.9,0.9,1,1,1,0.116,0.116
1958,0.9,0.9,0.812,0.032,0.9,0.9,0.712,0.9,0.9,0.071,0.841,0.9,0.9,0.9,1,1,1,0.127,0.127
1959,0.9,0.9,0.728,0.048,0.9,0.9,0.669,0.9,0.9,0.062,0.727,0.9,0.9,0.9,1,1,1,0.113,0.113
1960,0.9,0.9,0.582,0.058,0.9,0.9,0.565,0.9,0.9,0.058,0.619,0.9,0.9,0.9,1,1,1,0.128,0.128
1961,0.9,0.9,0.383,0.081,0.9,0.9,0.383,0.9,0.9,0.065,0.405,0.9,0.9,0.9,1,1,1,0.125,0.125
1962,0.9,0.9,0.173,0.062,0.9,0.9,0.178,0.9,0.9,0.079,0.178,0.9,0.9,0.9,1,1,1,0.227,0.227
1963,0.9,0.9,0.032,0.04,0.9,0.9,0.027,0.9,0.9,0.093,0.026,0.9,0.9,0.9,1,1,1,0.247,0.247
1964,0.9,0.9,0,0.019,0.9,0.9,0,0.9,0.9,0.1,0,0.9,0.9,0.9,1,1,1,0.291,0.291
1965,0.9,0.9,0,0.001,0.9,0.9,0,0.9,0.9,0.09,0,0.9,0.9,0.9,1,1,1,0.261,0.261
1966,0.9,0.9,0,0,0.9,0.9,0,0.9,0.9,0.09,0,0.9,0.9,0.9,1,1,1,0.177,0.177
1967,0.9,0.9,0,0.003,0.9,0.9,0,0.9,0.9,0.091,0,0.9,0.9,0.9,1,1,1,0.137,0.137
1968,0.9,0.9,0,0.048,0.9,0.9,0,0.9,0.9,0.121,0,0.9,0.9,0.9,1,1,1,0.12,0.12
1969,0.9,0.9,0,0.045,0.9,0.9,0,0.9,0.9,0.292,0,0.9,0.9,0.9,1,1,1,0.159,0.159
1970,0.9,0.9,0,0.089,0.9,0.9,0,0.9,0.9,0.2,0,0.9,0.9,0.9,1,1,1,0.145,0.145
1971,0.9,0.9,0,0.085,0.9,0.9,0,0.9,0.9,0.223,0,0.9,0.9,0.9,1,1,1,0.157,0.157
1972,0.9,0.9,0,0.091,0.9,0.9,0,0.9,0.9,0.286,0,0.9,0.9,0.9,1,1,1,0.141,0.141
1973,0.9,0.9,0,0.155,0.9,0.9,0,0.9,0.9,0.21,0,0.9,0.9,0.9,1,1,1,0.12,0.12
1974,0.9,0.9,0,0.092,0.9,0.9,0,0.9,0.9,0.14,0,0.9,0.9,0.9,1,1,1,0.085,0.085
1975,0.9,0.9,0.001,0.047,0.9,0.9,0,0.9,0.9,0.205,0.001,0.9,0.9,0.9,1,1,1,0.076,0.076
1976,0.9,0.9,0.028,0.071,0.9,0.9,0.025,0.9,0.9,0.179,0.051,0.9,0.9,0.9,1,1,1,0.085,0.085
1977,0.9,0.9,0.124,0.12,0.9,0.9,0.105,0.9,0.9,0.159,0.184,0.9,0.9,0.9,1,1,1,0.082,0.082
1978,0.9,0.9,0.272,0.183,0.9,0.9,0.161,0.9,0.9,0.154,0.293,0.9,0.9,0.9,1,1,1,0.055,0.055
1979,0.9,0.9,0.349,0.212,0.9,0.9,0.33,0.9,0.9,0.165,0.441,0.9,0.9,0.9,1,1,1,0.048,0.048
1980,0.9,0.9,0.389,0.064,0.9,0.9,0.506,0.9,0.9,0.195,0.517,0.9,0.9,0.9,1,1,1,0.041,0.041
1981,0.9,0.9,0.522,0.06,0.9,0.9,0.516,0.9,0.9,0.156,0.439,0.9,0.9,0.9,1,1,1,0.048,0.048
1982,0.9,0.9,0.526,0.046,0.9,0.9,0.485,0.9,0.9,0.094,0.388,0.9,0.9,0.9,1,1,1,0.055,0.055
1983,0.9,0.9,0.508,0.037,0.9,0.9,0.331,0.9,0.9,0.064,0.323,0.9,0.9,0.9,1,1,1,0.048,0.048
1984,0.9,0.9,0.368,0.018,0.9,0.9,0.174,0.9,0.9,0.061,0.179,0.9,0.9,0.9,1,1,1,0.046,0.046
1985,0.9,0.9,0.147,0.043,0.9,0.9,0.106,0.9,0.9,0.073,0.119,0.9,0.9,0.9,1,1,1,0.048,0.048
1986,0.9,0.9,0.055,0.127,0.9,0.9,0.047,0.9,0.9,0.075,0.044,0.9,0.9,0.9,1,1,1,0.032,0.032
1987,0.9,0.9,0.009,0.136,0.9,0.9,0.011,0.9,0.9,0.094,0.013,0.9,0.9,0.9,1,1,1,0.056,0.056
1988,0.9,0.9,0,0.163,0.9,0.9,0,0.9,0.9,0.102,0,0.9,0.9,0.9,1,1,1,0.07,0.07
1989,0.9,0.9,0,0.222,0.9,0.9,0,0.9,0.9,0.094,0,0.9,0.9,0.9,1,1,1,0.1,0.1
1990,0.9,0.9,0,0.23,0.9,0.9,0,0.9,0.9,0.089,0,0.9,0.9,0.9,1,1,1,0.113,0.113
1991,0.9,0.9,0,0.363,0.9,0.9,0,0.9,0.9,0.089,0,0.9,0.9,0.9,1,1,1,0.171,0.171
1992,0.9,0.9,0,0.496,0.9,0.9,0,0.9,0.9,0.085,0,0.9,0.9,0.9,1,1,1,0.209,0.209
1993,0.9,0.9,0,0.527,0.9,0.9,0,0.9,0.9,0.082,0,0.9,0.9,0.9,1,1,1,0.329,0.329
1994,0.9,0.9,0,0.51,0.9,0.9,0,0.9,0.9,0.087,0,0.9,0.9,0.9,1,1,1,0.434,0.434
1995,0.9,0.9,0,0.517,0.9,0.9,0,0.9,0.9,0.097,0,0.9,0.9,0.9,1,1,1,0.663,0.663
1996,0.9,0.9,0,0.544,0.9,0.9,0,0.9,0.9,0.103,0,0.9,0.9,0.9,1,1,1,0.731,0.731
1997,0.9,0.9,0,0.537,0.9,0.9,0,0.9,0.9,0.145,0,0.9,0.9,0.9,1,1,1,0.84,0.84
1998,0.9,0.9,0,0.534,0.9,0.9,0,0.9,0.9,0.179,0,0.9,0.9,0.9,1,1,1,0.876,0.876
1999,0.9,0.9,0,0.504,0.9,0.9,0,0.9,0.9,0.129,0,0.9,0.9,0.9,1,1,1,0.954,0.954
2000,0.9,0.9,0.018,0.313,0.9,0.9,0.031,0.9,0.9,0.113,0.029,0.9,0.9,0.9,1,1,1,0.989,0.989
2001,0.9,0.9,0.073,0.369,0.9,0.9,0.129,0.9,0.9,0.092,0.105,0.9,0.9,0.9,1,1,1,0.993,0.993
2002,0.9,0.9,0.143,0.188,0.9,0.9,0.21,0.9,0.9,0.15,0.139,0.9,0.9,0.9,1,1,1,0.999,0.999
2003,0.9,0.9,0.196,0.122,0.9,0.9,0.297,0.9,0.9,0.127,0.148,0.9,0.9,0.9,1,1,1,1,1
2004,0.9,0.9,0.223,0.117,0.9,0.9,0.365,0.9,0.9,0.108,0.162,0.9,0.9,0.9,1,1,1,0.997,0.997
2005,0.9,0.9,0.277,0.092,0.9,0.9,0.532,0.9,0.9,0.104,0.223,0.9,0.9,0.9,1,1,1,1,1
2006,0.9,0.9,0.38,0.129,0.9,0.9,0.682,0.9,0.9,0.101,0.301,0.9,0.9,0.9,1,1,1,0.998,0.998
2007,0.9,0.9,0.468,0.159,0.9,0.9,0.718,0.9,0.9,0.108,0.187,0.9,0.9,0.9,1,1,1,0.953,0.953
2008,0.9,0.9,0.494,0.183,0.9,0.9,0.594,0.9,0.9,0.098,0.164,0.9,0.9,0.9,1,1,1,0.455,0.455
2009,0.9,0.9,0.359,0.063,0.9,0.9,0.391,0.9,0.9,0.102,0.14,0.9,0.9,0.9,1,1,1,0.267,0.267
2010,0.9,0.9,0.152,0,0.9,0.9,0.17,0.9,0.9,0.097,0.061,0.9,0.9,0.9,1,1,1,0.208,0.208
2011,0.9,0.9,0.02,0,0.9,0.9,0.028,0.9,0.9,0.085,0.013,0.9,0.9,0.9,1,1,1,0.098,0.098
2012,0.9,0.9,0,0.03,0.9,0.9,0,0.9,0.9,0.09,0,0.9,0.9,0.9,1,1,1,0.074,0.074
2013,0.9,0.9,0,0.015,0.9,0.9,0,0.9,0.9,0.091,0,0.9,0.9,0.9,1,1,1,0.054,0.054
2014,0.9,0.9,0,0.008,0.9,0.9,0,0.9,0.9,0.091,0,0.9,0.9,0.9,1,1,1,0.065,0.065
2015,0.9,0.9,0,0.019,0.9,0.9,0,0.9,0.9,0.082,0,0.9,0.9,0.9,1,1,1,0.062,0.062
2016,0.9,0.9,0,0.028,0.9,0.9,0,0.9,0.9,0.094,0,0.9,0.9,0.9,1,1,1,0.064,0.064
2017,0.9,0.9,0,0.082,0.9,0.9,0,0.9,0.9,0.092,0,0.9,0.9,0.9,1,1,1,0.072,0.072
2018,0.9,0.9,0,0.142,0.9,0.9,0,0.9,0.9,0.096,0,0.9,0.9,0.9,1,1,1,0.11,0.11
2019,0.9,0.9,0,0.094,0.9,0.9,0,0.9,0.9,0.111,0,0.9,0.9,0.9,1,1,1,0.198,0.198
2020,0.9,0.9,0,0.107,0.9,0.9,0,0.9,0.9,0.135,0,0.9,0.9,0.9,1,1,1,0.289,0.289
2021,0.9,0.9,0,0.145,0.9,0.9,0,0.9,0.9,0.123,0,0.9,0.9,0.9,1,1,1,0.47,0.47
2022,0.9,0.9,0,0.147,0.9,0.9,0,0.9,0.9,0.142,0,0.9,0.9,0.9,1,1,1,0.47,0.47
2023,0.9,0.9,0,0.236,0.9,0.9,0,0.9,0.9,0.217,0,0.9,0.9,0.9,1,1,1,0.634,0.634
2024,0.9,0.9,0.008,0.38,0.9,0.9,0.01,0.9,0.9,0.131,0.005,0.9,0.9,0.9,1,1,1,0.671,0.671
2025,0.9,0.9,0.029,0.545,0.9,0.9,0.052,0.9,0.9,0.113,0.02,0.9,0.9,0.9,1,1,1,0.914,0.914
2026,0.9,0.9,0.067,0.541,0.9,0.9,0.064,0.9,0.9,0.095,0.042,0.9,0.9,0.9,1,1,1,0.963,0.963
2027,0.9,0.9,0.127,0.568,0.9,0.9,0.098,0.9,0.9,0.084,0.074,0.9,0.9,0.9,1,1,1,0.991,0.991
2028,0.9,0.9,0.194,0.678,0.9,0.9,0.152,0.9,0.9,0.092,0.086,0.9,0.9,0.9,1,1,1,1,1
2029,0.9,0.9,0.175,0.806,0.9,0.9,0.225,0.9,0.9,0.097,0.089,0.9,0.9,0.9,1,1,1,1,1
2030,0.9,0.9,0.209,0.959,0.9,0.9,0.272,0.9,0.9,0.083,0.079,0.9,0.9,0.9,1,1,1,1,1
2031,0.9,0.9,0.279,0.991,0.9,0.9,0.424,0.9,0.9,0.093,0.084,0.9,0.9,0.9,1,1,1,1,1
2032,0.9,0.9,0.326,0.995,0.9,0.9,0.468,0.9,0.9,0.094,0.16,0.9,0.9,0.9,1,1,1,1,1
2033,0.9,0.9,0.284,0.989,0.9,0.9,0.369,0.9,0.9,0.126,0.141,0.9,0.9,0.9,1,1,1,1,1
2034,0.9,0.9,0.145,0.974,0.9,0.9,0.21,0.9,0.9,0.198,0.051,0.9,0.9,0.9,1,1,1,1,1
2035,0.9,0.9,0.028,0.991,0.9,0.9,0.044,0.9,0.9,0.193,0.018,0.9,0.9,0.9,1,1,1,1,1
2036,0.9,0.9,0,0.991,0.9,0.9,0,0.9,0.9,0.292,0,0.9,0.9,0.9,1,1,1,0.5,0.5
2037,0.9,0.9,0,0.857,0.9,0.9,0,0.9,0.9,0.346,0,0.9,0.9,0.9,1,1,1,1,1
2038,0.9,0.9,0,0.737,0.9,0.9,0,0.9,0.9,0.249,0,0.9,0.9,0.9,1,1,1,1,1
2039,0.9,0.9,0,0.764,0.9,0.9,0,0.9,0.9,0.28,0,0.9,0.9,0.9,1,1,1,1,1
2040,0.9,0.9,0,0.74,0.9,0.9,0,0.9,0.9,0.194,0,0.9,0.9,0.9,1,1,1,1,1
2041,0.9,0.9,0,0.697,0.9,0.9,0,0.9,0.9,0.13,0,0.9,0.9,0.9,1,1,1,1,1
2042,0.9,0.9,0,0.607,0.9,0.9,0,0.9,0.9,0.118,0,0.9,0.9,0.9,1,1,1,1,1
2043,0.9,0.9,0,0.6,0.9,0.9,0,0.9,0.9,0.103,0,0.9,0.9,0.9,1,1,1,1,1
2044,0.9,0.9,0,0.612,0.9,0.9,0,0.9,0.9,0.212,0,0.9,0.9,0.9,1,1,1,1,1
