Time_Index,MA_natural_gas_turbine,MA_natural_gas_combined_cycle,MA_solar_pv,MA_onshore_wind,CT_natural_gas_turbine,CT_natural_gas_combined_cycle,CT_solar_pv,ME_natural_gas_turbine,ME_natural_gas_combined_cycle,ME_onshore_wind,ME_solar_pv,MA_fission,CT_fission,ME_fission,MA_battery,CT_battery,ME_battery,COAST_offshore_wind_fixed,COAST_offshore_wind_floating
3729,0.9,0.9,0.42,0.432,0.9,0.9,0.396,0.9,0.9,0.096,0.392,0.9,0.9,0.9,1,1,1,0.475,0.475
3730,0.9,0.9,0.593,0.503,0.9,0.9,0.576,0.9,0.9,0.053,0.549,0.9,0.9,0.9,1,1,1,0.347,0.347
3731,0.9,0.9,0.736,0.481,0.9,0.9,0.725,0.9,0.9,0.063,0.662,0.9,0.9,0.9,1,1,1,0.243,0.243
3732,0.9,0.9,0.813,0.469,0.9,0.9,0.812,0.9,0.9,0.064,0.777,0.9,0.9,0.9,1,1,1,0.332,0.332
3733,0.9,0.9,0.839,0.258,0.9,0.9,0.846,0.9,0.9,0.053,0.781,0.9,0.9,0.9,1,1,1,0.308,0.308
3734,0.9,0.9,0.812,0.106,0.9,0.9,0.829,0.9,0.9,0.068,0.721,0.9,0.9,0.9,1,1,1,0.295,0.295
3735,0.9,0.9,0.742,0.077,0.9,0.9,0.761,0.9,0.9,0.088,0.586,0.9,0.9,0.9,1,1,1,0.297,0.297
3736,0.9,0.9,0.605,0.157,0.9,0.9,0.634,0.9,0.9,0.112,0.445,0.9,0.9,0.9,1,1,1,0.622,0.622
3737,0.9,0.9,0.452,0.267,0.9,0.9,0.448,0.9,0.9,0.152,0.249,0.9,0.9,0.9,1,1,1,0.933,0.933
3738,0.9,0.9,0.269,0.45,0.9,0.9,0.299,0.9,0.9,0.248,0.135,0.9,0.9,0.9,1,1,1,0.993,0.993
3739,0.9,0.9,0.113,0.466,0.9,0.9,0.153,0.9,0.9,0.282,0.093,0.9,0.9,0.9,1,1,1,1,1
3740,0.9,0.9,0.03,0.514,0.9,0.9,0.039,0.9,0.9,0.348,0.023,0.9,0.9,0.9,1,1,1,1,1
3741,0.9,0.9,0.001,0.667,0.9,0.9,0.002,0.9,0.9,0.344,0,0.9,0.9,0.9,1,1,1,1,1
3742,0.9,0.9,0,0.609,0.9,0.9,0,0.9,0.9,0.338,0,0.9,0.9,0.9,1,1,1,1,1
3743,0.9,0.9,0,0.522,0.9,0.9,0,0.9,0.9,0.281,0,0.9,0.9,0.9,1,1,1,1,1
3744,0.9,0.9,0,0.352,0.9,0.9,0,0.9,0.9,0.267,0,0.9,0.9,0.9,1,1,1,1,1
3745,0.9,0.9,0,0.446,0.9,0.9,0,0.9,0.9,0.405,0,0.9,0.9,0.9,1,1,1,1,1
3746,0.9,0.9,0,0.621,0.9,0.9,0,0.9,0.9,0.447,0,0.9,0.9,0.9,1,1,1,1,1
3747,0.9,0.9,0,0.591,0.9,0.9,0,0.9,0.9,0.349,0,0.9,0.9,0.9,1,1,1,1,1
3748,0.9,0.9,0,0.574,0.9,0.9,0,0.9,0.9,0.454,0,0.9,0.9,0.9,1,1,1,1,1
3749,0.9,0.9,0,0.529,0.9,0.9,0,0.9,0.9,0.581,0,0.9,0.9,0.9,1,1,1,1,1
3750,0.9,0.9,0.009,0.514,0.9,0.9,0.006,0.9,0.9,0.583,0.014,0.9,0.9,0.9,1,1,1,0.97,0.97
3751,0.9,0.9,0.076,0.537,0.9,0.9,0.07,0.9,0.9,0.345,0.091,0.9,0.9,0.9,1,1,1,0.845,0.845
3752,0.9,0.9,0.219,0.529,0.9,0.9,0.202,0.9,0.9,0.327,0.246,0.9,0.9,0.9,1,1,1,0.666,0.666
3753,0.9,0.9,0.408,0.538,0.9,0.9,0.387,0.9,0.9,0.302,0.407,0.9,0.9,0.9,1,1,1,0.58,0.58
3754,0.9,0.9,0.583,0.583,0.9,0.9,0.579,0.9,0.9,0.275,0.58,0.9,0.9,0.9,1,1,1,0.485,0.485
3755,0.9,0.9,0.732,0.574,0.9,0.9,0.707,0.9,0.9,0.125,0.692,0.9,0.9,0.9,1,1,1,0.508,0.508
3756,0.9,0.9,0.81,0.399,0.9,0.9,0.795,0.9,0.9,0.068,0.759,0.9,0.9,0.9,1,1,1,0.475,0.475
3757,0.9,0.9,0.843,0.142,0.9,0.9,0.848,0.9,0.9,0.03,0.769,0.9,0.9,0.9,1,1,1,0.311,0.311
3758,0.9,0.9,0.827,0.077,0.9,0.9,0.828,0.9,0.9,0.01,0.734,0.9,0.9,0.9,1,1,1,0.219,0.219
3759,0.9,0.9,0.749,0.056,0.9,0.9,0.77,0.9,0.9,0.025,0.636,0.9,0.9,0.9,1,1,1,0.182,0.182
3760,0.9,0.9,0.61,0.096,0.9,0.9,0.649,0.9,0.9,0.011,0.517,0.9,0.9,0.9,1,1,1,0.155,0.155
3761,0.9,0.9,0.434,0.145,0.9,0.9,0.474,0.9,0.9,0.028,0.358,0.9,0.9,0.9,1,1,1,0.16,0.16
3762,0.9,0.9,0.269,0.161,0.9,0.9,0.309,0.9,0.9,0.042,0.202,0.9,0.9,0.9,1,1,1,0.191,0.191
3763,0.9,0.9,0.12,0.185,0.9,0.9,0.142,0.9,0.9,0.081,0.098,0.9,0.9,0.9,1,1,1,0.254,0.254
3764,0.9,0.9,0.038,0.18,0.9,0.9,0.04,0.9,0.9,0.11,0.026,0.9,0.9,0.9,1,1,1,0.623,0.623
3765,0.9,0.9,0.002,0.167,0.9,0.9,0.002,0.9,0.9,0.164,0,0.9,0.9,0.9,1,1,1,0.773,0.773
3766,0.9,0.9,0,0.159,0.9,0.9,0,0.9,0.9,0.129,0,0.9,0.9,0.9,1,1,1,0.858,0.858
3767,0.9,0.9,0,0.19,0.9,0.9,0,0.9,0.9,0.105,0,0.9,0.9,0.9,1,1,1,0.945,0.945
3768,0.9,0.9,0,0.226,0.9,0.9,0,0.9,0.9,0.099,0,0.9,0.9,0.9,1,1,1,0.987,0.987
3769,0.9,0.9,0,0.126,0.9,0.9,0,0.9,0.9,0.148,0,0.9,0.9,0.9,1,1,1,0.995,0.995
3770,0.9,0.9,0,0.086,0.9,0.9,0,0.9,0.9,0.227,0,0.9,0.9,0.9,1,1,1,0.996,0.996
3771,0.9,0.9,0,0.098,0.9,0.9,0,0.9,0.9,0.184,0,0.9,0.9,0.9,1,1,1,0.994,0.994
3772,0.9,0.9,0,0.106,0.9,0.9,0,0.9,0.9,0.206,0,0.9,0.9,0.9,1,1,1,0.993,0.993
3773,0.9,0.9,0,0.186,0.9,0.9,0,0.9,0.9,0.178,0,0.9,0.9,0.9,1,1,1,0.991,0.991
3774,0.9,0.9,0.01,0.307,0.9,0.9,0.006,0.9,0.9,0.141,0.013,0.9,0.9,0.9,1,1,1,0.991,0.991
3775,0.9,0.9,0.074,0.326,0.9,0.9,0.067,0.9,0.9,0.168,0.077,0.9,0.9,0.9,1,1,1,0.952,0.952
3776,0.9,0.9,0.211,0.32,0.9,0.9,0.202,0.9,0.9,0.279,0.179,0.9,0.9,0.9,1,1,1,0.955,0.955
3777,0.9,0.9,0.388,0.22,0.9,0.9,0.387,0.9,0.9,0.181,0.385,0.9,0.9,0.9,1,1,1,0.908,0.908
3778,0.9,0.9,0.56,0.262,0.9,0.9,0.562,0.9,0.9,0.132,0.569,0.9,0.9,0.9,1,1,1,0.774,0.774
3779,0.9,0.9,0.698,0.113,0.9,0.9,0.689,0.9,0.9,0.087,0.697,0.9,0.9,0.9,1,1,1,0.699,0.699
3780,0.9,0.9,0.778,0.148,0.9,0.9,0.749,0.9,0.9,0.075,0.776,0.9,0.9,0.9,1,1,1,0.572,0.572
3781,0.9,0.9,0.767,0.075,0.9,0.9,0.781,0.9,0.9,0.079,0.821,0.9,0.9,0.9,1,1,1,0.516,0.516
3782,0.9,0.9,0.741,0.069,0.9,0.9,0.759,0.9,0.9,0.068,0.776,0.9,0.9,0.9,1,1,1,0.52,0.52
3783,0.9,0.9,0.703,0.083,0.9,0.9,0.692,0.9,0.9,0.078,0.696,0.9,0.9,0.9,1,1,1,0.512,0.512
3784,0.9,0.9,0.6,0.089,0.9,0.9,0.599,0.9,0.9,0.098,0.59,0.9,0.9,0.9,1,1,1,0.53,0.53
3785,0.9,0.9,0.458,0.154,0.9,0.9,0.419,0.9,0.9,0.102,0.418,0.9,0.9,0.9,1,1,1,0.652,0.652
3786,0.9,0.9,0.278,0.154,0.9,0.9,0.248,0.9,0.9,0.19,0.25,0.9,0.9,0.9,1,1,1,0.759,0.759
3787,0.9,0.9,0.116,0.163,0.9,0.9,0.111,0.9,0.9,0.2,0.103,0.9,0.9,0.9,1,1,1,0.809,0.809
3788,0.9,0.9,0.028,0.217,0.9,0.9,0.035,0.9,0.9,0.213,0.026,0.9,0.9,0.9,1,1,1,0.936,0.936
3789,0.9,0.9,0.001,0.154,0.9,0.9,0.001,0.9,0.9,0.278,0.001,0.9,0.9,0.9,1,1,1,0.983,0.983
3790,0.9,0.9,0,0.145,0.9,0.9,0,0.9,0.9,0.285,0,0.9,0.9,0.9,1,1,1,0.993,0.993
3791,0.9,0.9,0,0.171,0.9,0.9,0,0.9,0.9,0.293,0,0.9,0.9,0.9,1,1,1,0.998,0.998
3792,0.9,0.9,0,0.282,0.9,0.9,0,0.9,0.9,0.312,0,0.9,0.9,0.9,1,1,1,1,1
3793,0.9,0.9,0,0.379,0.9,0.9,0,0.9,0.9,0.523,0,0.9,0.9,0.9,1,1,1,1,1
3794,0.9,0.9,0,0.384,0.9,0.9,0,0.9,0.9,0.569,0,0.9,0.9,0.9,1,1,1,1,1
3795,0.9,0.9,0,0.344,0.9,0.9,0,0.9,0.9,0.46,0,0.9,0.9,0.9,1,1,1,1,1
3796,0.9,0.9,0,0.25,0.9,0.9,0,0.9,0.9,0.259,0,0.9,0.9,0.9,1,1,1,1,1
3797,0.9,0.9,0,0.261,0.9,0.9,0,0.9,0.9,0.181,0,0.9,0.9,0.9,1,1,1,1,1
3798,0.9,0.9,0.009,0.248,0.9,0.9,0.006,0.9,0.9,0.121,0.014,0.9,0.9,0.9,1,1,1,1,1
3799,0.9,0.9,0.071,0.205,0.9,0.9,0.071,0.9,0.9,0.106,0.079,0.9,0.9,0.9,1,1,1,1,1
3800,0.9,0.9,0.209,0.217,0.9,0.9,0.207,0.9,0.9,0.15,0.184,0.9,0.9,0.9,1,1,1,1,1
3801,0.9,0.9,0.379,0.217,0.9,0.9,0.357,0.9,0.9,0.212,0.36,0.9,0.9,0.9,1,1,1,0.996,0.996
3802,0.9,0.9,0.533,0.172,0.9,0.9,0.476,0.9,0.9,0.269,0.434,0.9,0.9,0.9,1,1,1,0.981,0.981
3803,0.9,0.9,0.647,0.131,0.9,0.9,0.61,0.9,0.9,0.3,0.465,0.9,0.9,0.9,1,1,1,0.905,0.905
3804,0.9,0.9,0.709,0.104,0.9,0.9,0.703,0.9,0.9,0.242,0.574,0.9,0.9,0.9,1,1,1,0.787,0.787
3805,0.9,0.9,0.723,0.079,0.9,0.9,0.736,0.9,0.9,0.127,0.547,0.9,0.9,0.9,1,1,1,0.768,0.768
3806,0.9,0.9,0.639,0.065,0.9,0.9,0.644,0.9,0.9,0.104,0.57,0.9,0.9,0.9,1,1,1,0.798,0.798
3807,0.9,0.9,0.467,0.056,0.9,0.9,0.419,0.9,0.9,0.083,0.505,0.9,0.9,0.9,1,1,1,0.755,0.755
3808,0.9,0.9,0.299,0.044,0.9,0.9,0.155,0.9,0.9,0.088,0.375,0.9,0.9,0.9,1,1,1,0.626,0.626
3809,0.9,0.9,0.183,0.054,0.9,0.9,0.084,0.9,0.9,0.094,0.228,0.9,0.9,0.9,1,1,1,0.586,0.586
3810,0.9,0.9,0.089,0.058,0.9,0.9,0.051,0.9,0.9,0.094,0.145,0.9,0.9,0.9,1,1,1,0.611,0.611
3811,0.9,0.9,0.044,0.103,0.9,0.9,0.029,0.9,0.9,0.084,0.043,0.9,0.9,0.9,1,1,1,0.605,0.605
3812,0.9,0.9,0.015,0.061,0.9,0.9,0.009,0.9,0.9,0.093,0.015,0.9,0.9,0.9,1,1,1,0.812,0.812
3813,0.9,0.9,0,0.14,0.9,0.9,0.001,0.9,0.9,0.089,0,0.9,0.9,0.9,1,1,1,0.933,0.933
3814,0.9,0.9,0,0.099,0.9,0.9,0,0.9,0.9,0.104,0,0.9,0.9,0.9,1,1,1,0.964,0.964
3815,0.9,0.9,0,0.09,0.9,0.9,0,0.9,0.9,0.1,0,0.9,0.9,0.9,1,1,1,0.912,0.912
3816,0.9,0.9,0,0.109,0.9,0.9,0,0.9,0.9,0.092,0,0.9,0.9,0.9,1,1,1,0.979,0.979
3817,0.9,0.9,0,0.127,0.9,0.9,0,0.9,0.9,0.107,0,0.9,0.9,0.9,1,1,1,0.977,0.977
3818,0.9,0.9,0,0.106,0.9,0.9,0,0.9,0.9,0.196,0,0.9,0.9,0.9,1,1,1,0.989,0.989
3819,0.9,0.9,0,0.1,0.9,0.9,0,0.9,0.9,0.264,0,0.9,0.9,0.9,1,1,1,0.987,0.987
3820,0.9,0.9,0,0.107,0.9,0.9,0,0.9,0.9,0.301,0,0.9,0.9,0.9,1,1,1,0.99,0.99
3821,0.9,0.9,0,0.116,0.9,0.9,0,0.9,0.9,0.196,0,0.9,0.9,0.9,1,1,1,0.983,0.983
3822,0.9,0.9,0.01,0.089,0.9,0.9,0.006,0.9,0.9,0.24,0.012,0.9,0.9,0.9,1,1,1,0.915,0.915
3823,0.9,0.9,0.07,0.094,0.9,0.9,0.053,0.9,0.9,0.224,0.056,0.9,0.9,0.9,1,1,1,0.671,0.671
3824,0.9,0.9,0.175,0.093,0.9,0.9,0.166,0.9,0.9,0.155,0.135,0.9,0.9,0.9,1,1,1,0.531,0.531
3825,0.9,0.9,0.294,0.067,0.9,0.9,0.316,0.9,0.9,0.112,0.194,0.9,0.9,0.9,1,1,1,0.535,0.535
3826,0.9,0.9,0.434,0.118,0.9,0.9,0.456,0.9,0.9,0.065,0.367,0.9,0.9,0.9,1,1,1,0.508,0.508
3827,0.9,0.9,0.622,0.084,0.9,0.9,0.588,0.9,0.9,0.058,0.586,0.9,0.9,0.9,1,1,1,0.468,0.468
3828,0.9,0.9,0.735,0.049,0.9,0.9,0.707,0.9,0.9,0.069,0.62,0.9,0.9,0.9,1,1,1,0.459,0.459
3829,0.9,0.9,0.712,0.035,0.9,0.9,0.746,0.9,0.9,0.1,0.612,0.9,0.9,0.9,1,1,1,0.362,0.362
3830,0.9,0.9,0.682,0.026,0.9,0.9,0.735,0.9,0.9,0.098,0.583,0.9,0.9,0.9,1,1,1,0.175,0.175
3831,0.9,0.9,0.652,0.014,0.9,0.9,0.679,0.9,0.9,0.074,0.59,0.9,0.9,0.9,1,1,1,0.145,0.145
3832,0.9,0.9,0.552,0.016,0.9,0.9,0.53,0.9,0.9,0.075,0.555,0.9,0.9,0.9,1,1,1,0.123,0.123
3833,0.9,0.9,0.424,0.011,0.9,0.9,0.404,0.9,0.9,0.097,0.409,0.9,0.9,0.9,1,1,1,0.09,0.09
3834,0.9,0.9,0.262,0.014,0.9,0.9,0.238,0.9,0.9,0.163,0.249,0.9,0.9,0.9,1,1,1,0.066,0.066
3835,0.9,0.9,0.106,0.038,0.9,0.9,0.094,0.9,0.9,0.217,0.11,0.9,0.9,0.9,1,1,1,0.054,0.054
3836,0.9,0.9,0.037,0.018,0.9,0.9,0.026,0.9,0.9,0.272,0.033,0.9,0.9,0.9,1,1,1,0.079,0.079
3837,0.9,0.9,0.001,0.022,0.9,0.9,0.002,0.9,0.9,0.281,0.001,0.9,0.9,0.9,1,1,1,0.125,0.125
3838,0.9,0.9,0,0.039,0.9,0.9,0,0.9,0.9,0.262,0,0.9,0.9,0.9,1,1,1,0.158,0.158
3839,0.9,0.9,0,0.043,0.9,0.9,0,0.9,0.9,0.097,0,0.9,0.9,0.9,1,1,1,0.223,0.223
3840,0.9,0.9,0,0.029,0.9,0.9,0,0.9,0.9,0.086,0,0.9,0.9,0.9,1,1,1,0.304,0.304
3841,0.9,0.9,0,0.033,0.9,0.9,0,0.9,0.9,0.105,0,0.9,0.9,0.9,1,1,1,0.473,0.473
3842,0.9,0.9,0,0.045,0.9,0.9,0,0.9,0.9,0.235,0,0.9,0.9,0.9,1,1,1,0.676,0.676
3843,0.9,0.9,0,0.086,0.9,0.9,0,0.9,0.9,0.254,0,0.9,0.9,0.9,1,1,1,0.727,0.727
3844,0.9,0.9,0,0.218,0.9,0.9,0,0.9,0.9,0.318,0,0.9,0.9,0.9,1,1,1,0.753,0.753
3845,0.9,0.9,0,0.173,0.9,0.9,0,0.9,0.9,0.284,0,0.9,0.9,0.9,1,1,1,0.705,0.705
3846,0.9,0.9,0.01,0.237,0.9,0.9,0.006,0.9,0.9,0.371,0.013,0.9,0.9,0.9,1,1,1,0.654,0.654
3847,0.9,0.9,0.078,0.277,0.9,0.9,0.064,0.9,0.9,0.382,0.081,0.9,0.9,0.9,1,1,1,0.505,0.505
3848,0.9,0.9,0.212,0.321,0.9,0.9,0.203,0.9,0.9,0.583,0.215,0.9,0.9,0.9,1,1,1,0.42,0.42
3849,0.9,0.9,0.406,0.349,0.9,0.9,0.351,0.9,0.9,0.539,0.378,0.9,0.9,0.9,1,1,1,0.278,0.278
3850,0.9,0.9,0.572,0.305,0.9,0.9,0.505,0.9,0.9,0.46,0.506,0.9,0.9,0.9,1,1,1,0.286,0.286
3851,0.9,0.9,0.681,0.202,0.9,0.9,0.652,0.9,0.9,0.335,0.662,0.9,0.9,0.9,1,1,1,0.386,0.386
3852,0.9,0.9,0.761,0.149,0.9,0.9,0.766,0.9,0.9,0.236,0.766,0.9,0.9,0.9,1,1,1,0.51,0.51
3853,0.9,0.9,0.797,0.144,0.9,0.9,0.791,0.9,0.9,0.317,0.817,0.9,0.9,0.9,1,1,1,0.547,0.547
3854,0.9,0.9,0.722,0.087,0.9,0.9,0.8,0.9,0.9,0.371,0.842,0.9,0.9,0.9,1,1,1,0.646,0.646
3855,0.9,0.9,0.643,0.102,0.9,0.9,0.74,0.9,0.9,0.334,0.782,0.9,0.9,0.9,1,1,1,0.633,0.633
3856,0.9,0.9,0.563,0.093,0.9,0.9,0.648,0.9,0.9,0.273,0.649,0.9,0.9,0.9,1,1,1,0.694,0.694
3857,0.9,0.9,0.456,0.115,0.9,0.9,0.508,0.9,0.9,0.224,0.463,0.9,0.9,0.9,1,1,1,0.728,0.728
3858,0.9,0.9,0.3,0.114,0.9,0.9,0.325,0.9,0.9,0.167,0.258,0.9,0.9,0.9,1,1,1,0.727,0.727
3859,0.9,0.9,0.142,0.079,0.9,0.9,0.149,0.9,0.9,0.158,0.112,0.9,0.9,0.9,1,1,1,0.659,0.659
3860,0.9,0.9,0.036,0.07,0.9,0.9,0.038,0.9,0.9,0.131,0.038,0.9,0.9,0.9,1,1,1,0.551,0.551
3861,0.9,0.9,0.001,0.065,0.9,0.9,0.002,0.9,0.9,0.101,0.002,0.9,0.9,0.9,1,1,1,0.463,0.463
3862,0.9,0.9,0,0.052,0.9,0.9,0,0.9,0.9,0.087,0,0.9,0.9,0.9,1,1,1,0.332,0.332
3863,0.9,0.9,0,0.036,0.9,0.9,0,0.9,0.9,0.053,0,0.9,0.9,0.9,1,1,1,0.339,0.339
3864,0.9,0.9,0,0.017,0.9,0.9,0,0.9,0.9,0.041,0,0.9,0.9,0.9,1,1,1,0.377,0.377
3865,0.9,0.9,0,0.043,0.9,0.9,0,0.9,0.9,0.064,0,0.9,0.9,0.9,1,1,1,0.341,0.341
3866,0.9,0.9,0,0.087,0.9,0.9,0,0.9,0.9,0.056,0,0.9,0.9,0.9,1,1,1,0.362,0.362
3867,0.9,0.9,0,0.109,0.9,0.9,0,0.9,0.9,0.034,0,0.9,0.9,0.9,1,1,1,0.479,0.479
3868,0.9,0.9,0,0.138,0.9,0.9,0,0.9,0.9,0.038,0,0.9,0.9,0.9,1,1,1,0.437,0.437
3869,0.9,0.9,0,0.138,0.9,0.9,0,0.9,0.9,0.058,0,0.9,0.9,0.9,1,1,1,0.388,0.388
3870,0.9,0.9,0.007,0.124,0.9,0.9,0.006,0.9,0.9,0.07,0.014,0.9,0.9,0.9,1,1,1,0.286,0.286
3871,0.9,0.9,0.069,0.101,0.9,0.9,0.065,0.9,0.9,0.073,0.059,0.9,0.9,0.9,1,1,1,0.299,0.299
3872,0.9,0.9,0.202,0.105,0.9,0.9,0.209,0.9,0.9,0.025,0.132,0.9,0.9,0.9,1,1,1,0.236,0.236
3873,0.9,0.9,0.369,0.094,0.9,0.9,0.424,0.9,0.9,0.045,0.153,0.9,0.9,0.9,1,1,1,0.172,0.172
3874,0.9,0.9,0.495,0.106,0.9,0.9,0.611,0.9,0.9,0.069,0.174,0.9,0.9,0.9,1,1,1,0.139,0.139
3875,0.9,0.9,0.58,0.178,0.9,0.9,0.74,0.9,0.9,0.093,0.208,0.9,0.9,0.9,1,1,1,0.12,0.12
3876,0.9,0.9,0.624,0.193,0.9,0.9,0.802,0.9,0.9,0.074,0.242,0.9,0.9,0.9,1,1,1,0.139,0.139
3877,0.9,0.9,0.647,0.112,0.9,0.9,0.844,0.9,0.9,0.081,0.253,0.9,0.9,0.9,1,1,1,0.16,0.16
3878,0.9,0.9,0.594,0.088,0.9,0.9,0.826,0.9,0.9,0.091,0.194,0.9,0.9,0.9,1,1,1,0.161,0.161
3879,0.9,0.9,0.44,0.049,0.9,0.9,0.759,0.9,0.9,0.171,0.161,0.9,0.9,0.9,1,1,1,0.188,0.188
3880,0.9,0.9,0.275,0.055,0.9,0.9,0.622,0.9,0.9,0.145,0.131,0.9,0.9,0.9,1,1,1,0.132,0.132
3881,0.9,0.9,0.151,0.065,0.9,0.9,0.414,0.9,0.9,0.114,0.096,0.9,0.9,0.9,1,1,1,0.125,0.125
3882,0.9,0.9,0.101,0.069,0.9,0.9,0.24,0.9,0.9,0.125,0.082,0.9,0.9,0.9,1,1,1,0.172,0.172
3883,0.9,0.9,0.056,0.062,0.9,0.9,0.124,0.9,0.9,0.124,0.04,0.9,0.9,0.9,1,1,1,0.208,0.208
3884,0.9,0.9,0.014,0.061,0.9,0.9,0.038,0.9,0.9,0.2,0.016,0.9,0.9,0.9,1,1,1,0.186,0.186
3885,0.9,0.9,0.001,0.053,0.9,0.9,0.002,0.9,0.9,0.174,0,0.9,0.9,0.9,1,1,1,0.258,0.258
3886,0.9,0.9,0,0.061,0.9,0.9,0,0.9,0.9,0.292,0,0.9,0.9,0.9,1,1,1,0.363,0.363
3887,0.9,0.9,0,0.05,0.9,0.9,0,0.9,0.9,0.225,0,0.9,0.9,0.9,1,1,1,0.49,0.49
3888,0.9,0.9,0,0.054,0.9,0.9,0,0.9,0.9,0.121,0,0.9,0.9,0.9,1,1,1,0.315,0.315
3889,0.9,0.9,0,0.034,0.9,0.9,0,0.9,0.9,0.213,0,0.9,0.9,0.9,1,1,1,0.529,0.529
3890,0.9,0.9,0,0.054,0.9,0.9,0,0.9,0.9,0.165,0,0.9,0.9,0.9,1,1,1,0.542,0.542
3891,0.9,0.9,0,0.063,0.9,0.9,0,0.9,0.9,0.28,0,0.9,0.9,0.9,1,1,1,0.541,0.541
3892,0.9,0.9,0,0.051,0.9,0.9,0,0.9,0.9,0.195,0,0.9,0.9,0.9,1,1,1,0.591,0.591
3893,0.9,0.9,0,0.046,0.9,0.9,0,0.9,0.9,0.161,0,0.9,0.9,0.9,1,1,1,0.647,0.647
3894,0.9,0.9,0.003,0.061,0.9,0.9,0.002,0.9,0.9,0.131,0.016,0.9,0.9,0.9,1,1,1,0.644,0.644
3895,0.9,0.9,0.025,0.057,0.9,0.9,0.023,0.9,0.9,0.069,0.095,0.9,0.9,0.9,1,1,1,0.363,0.363
3896,0.9,0.9,0.074,0.049,0.9,0.9,0.062,0.9,0.9,0.04,0.235,0.9,0.9,0.9,1,1,1,0.209,0.209
3897,0.9,0.9,0.146,0.056,0.9,0.9,0.107,0.9,0.9,0.073,0.436,0.9,0.9,0.9,1,1,1,0.144,0.144
3898,0.9,0.9,0.241,0.07,0.9,0.9,0.164,0.9,0.9,0.069,0.643,0.9,0.9,0.9,1,1,1,0.087,0.087
3899,0.9,0.9,0.328,0.028,0.9,0.9,0.323,0.9,0.9,0.071,0.741,0.9,0.9,0.9,1,1,1,0.082,0.082
3900,0.9,0.9,0.435,0.015,0.9,0.9,0.437,0.9,0.9,0.029,0.813,0.9,0.9,0.9,1,1,1,0.068,0.068
3901,0.9,0.9,0.558,0,0.9,0.9,0.416,0.9,0.9,0.005,0.823,0.9,0.9,0.9,1,1,1,0.056,0.056
3902,0.9,0.9,0.616,0,0.9,0.9,0.359,0.9,0.9,0,0.806,0.9,0.9,0.9,1,1,1,0.055,0.055
3903,0.9,0.9,0.604,0,0.9,0.9,0.322,0.9,0.9,0,0.738,0.9,0.9,0.9,1,1,1,0.034,0.034
3904,0.9,0.9,0.542,0,0.9,0.9,0.37,0.9,0.9,0.003,0.62,0.9,0.9,0.9,1,1,1,0.048,0.048
3905,0.9,0.9,0.441,0,0.9,0.9,0.399,0.9,0.9,0.006,0.435,0.9,0.9,0.9,1,1,1,0.047,0.047
3906,0.9,0.9,0.295,0,0.9,0.9,0.286,0.9,0.9,0.026,0.234,0.9,0.9,0.9,1,1,1,0.044,0.044
3907,0.9,0.9,0.142,0,0.9,0.9,0.15,0.9,0.9,0.038,0.105,0.9,0.9,0.9,1,1,1,0.035,0.035
3908,0.9,0.9,0.033,0,0.9,0.9,0.043,0.9,0.9,0.027,0.036,0.9,0.9,0.9,1,1,1,0.053,0.053
3909,0.9,0.9,0.001,0,0.9,0.9,0.003,0.9,0.9,0.091,0.002,0.9,0.9,0.9,1,1,1,0.066,0.066
3910,0.9,0.9,0,0.01,0.9,0.9,0,0.9,0.9,0.121,0,0.9,0.9,0.9,1,1,1,0.091,0.091
3911,0.9,0.9,0,0.04,0.9,0.9,0,0.9,0.9,0.103,0,0.9,0.9,0.9,1,1,1,0.143,0.143
3912,0.9,0.9,0,0.055,0.9,0.9,0,0.9,0.9,0.161,0,0.9,0.9,0.9,1,1,1,0.176,0.176
3913,0.9,0.9,0,0.047,0.9,0.9,0,0.9,0.9,0.266,0,0.9,0.9,0.9,1,1,1,0.185,0.185
3914,0.9,0.9,0,0.06,0.9,0.9,0,0.9,0.9,0.345,0,0.9,0.9,0.9,1,1,1,0.269,0.269
3915,0.9,0.9,0,0.101,0.9,0.9,0,0.9,0.9,0.364,0,0.9,0.9,0.9,1,1,1,0.364,0.364
3916,0.9,0.9,0,0.144,0.9,0.9,0,0.9,0.9,0.235,0,0.9,0.9,0.9,1,1,1,0.494,0.494
3917,0.9,0.9,0,0.144,0.9,0.9,0,0.9,0.9,0.227,0,0.9,0.9,0.9,1,1,1,0.512,0.512
3918,0.9,0.9,0.011,0.186,0.9,0.9,0.006,0.9,0.9,0.2,0.017,0.9,0.9,0.9,1,1,1,0.53,0.53
3919,0.9,0.9,0.079,0.171,0.9,0.9,0.056,0.9,0.9,0.208,0.1,0.9,0.9,0.9,1,1,1,0.32,0.32
3920,0.9,0.9,0.221,0.156,0.9,0.9,0.174,0.9,0.9,0.256,0.237,0.9,0.9,0.9,1,1,1,0.393,0.393
3921,0.9,0.9,0.422,0.158,0.9,0.9,0.352,0.9,0.9,0.208,0.432,0.9,0.9,0.9,1,1,1,0.452,0.452
3922,0.9,0.9,0.602,0.177,0.9,0.9,0.555,0.9,0.9,0.102,0.604,0.9,0.9,0.9,1,1,1,0.488,0.488
3923,0.9,0.9,0.731,0.21,0.9,0.9,0.704,0.9,0.9,0.09,0.729,0.9,0.9,0.9,1,1,1,0.518,0.518
