region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
MA,MA_natural_gas_combined_cycle,1,1,1,7.588724482964156e8,0.0,1.1936576262423895e8,0.0,5.08014096875e6,2.5758460612313006e7,0.0,0.0,0.0,5.8228987e9,0.0,0.0,0.0,4.913821681245231e9,0.0,5.822898688e9,5.822898493746948e9,194.2530517578125
MA,MA_solar_pv,1,1,2,6.896173377877314e8,0.0,1.5166730664593014e8,0.0,0.0,0.0,0.0,0.0,0.0,8.412847e8,0.0,0.0,0.0,0.0,0.0,8.41284672e8,8.412846444336616e8,27.566338419914246
CT,CT_natural_gas_combined_cycle,2,1,3,2.016640330079686e8,0.0,2.990424758579938e7,0.0,1.1815384678125e6,5.957336934225337e6,0.0,0.0,0.0,1.3729555e9,0.0,0.0,0.0,1.1342483964346707e9,0.0,1.37295552e9,1.3729555524304767e9,-32.430476665496826
CT,CT_onshore_wind,2,1,4,1.2020674233806156e8,0.0,5.343140229131635e7,0.0,5517.65625,0.0,0.0,0.0,0.0,1.7364366e8,0.0,0.0,0.0,0.0,0.0,1.73643664e8,1.736436622856279e8,1.7143720984458923
CT,CT_solar_pv,2,1,5,2.4663309988524172e8,0.0,5.424193380828997e7,0.0,0.0,0.0,0.0,0.0,0.0,3.0087504e8,0.0,0.0,0.0,0.0,0.0,3.0087504e8,3.008750336935317e8,6.306468307971954
ME,ME_natural_gas_combined_cycle,3,1,6,2.823531123179965e6,0.0,703335.5585279024,0.0,16594.98046875,66379.92150819808,0.0,0.0,0.0,1.6047851e7,0.0,0.0,0.0,1.2438009155008465e7,0.0,1.6047851e7,1.604785073869328e7,0.26130671985447407
ME,ME_onshore_wind,3,1,7,1.5023467684917533e9,0.0,6.677869560975947e8,0.0,116367.35,0.0,0.0,0.0,0.0,2.17025e9,0.0,0.0,0.0,0.0,0.0,2.170249984e9,2.1702500919393477e9,-107.93934774398804
MA,MA_battery,1,0,8,463489.84145902866,1.143272398633977e6,115848.79360406175,285741.8611683213,21.04182357788086,0.0,24.86037723031889,0.0,200991.08,2.20939e6,0.0,0.0,0.0,0.0,0.0,2.20939e6,2.209389875191197e6,0.12480880320072174
CT,CT_battery,2,0,9,2.4112318008680926e6,5.706076758094702e6,602684.8276781716,1.4261386829380465e6,137.7153533935547,0.0,162.7071714195998,0.0,695992.4,1.0842425e7,0.0,0.0,0.0,0.0,0.0,1.0842425e7,1.0842424867103826e7,0.13289617374539375
ME,ME_battery,3,0,10,1.4909201889431655e7,7.340146272384304e7,3.7265391773267947e6,1.834547094484954e7,1876.157666015625,0.0,2216.6323652889514,0.0,1.1647131e7,1.22033896e8,0.0,0.0,0.0,0.0,0.0,1.22033896e8,1.2203389852548233e8,-2.525482326745987
