,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10
AnnualSum,1.019094379370935e7,2082.6669663604375,-1849.2185165455635,0.0,0.0,0.0,753.8771386191239,0.022643093076681362,-335141.2994269976,-416485.7320674491,-8.730586021225803e6,6.5242943740106225e7,15217.169381247,-1.7619420997380582e6,0.0,0.0,0.0,5265.064387546137,0.013684709637816664,-2.2084135811090223e6,-590144.744634534,-6.081681395187197e7,2.522227801107062e6,23096.906095768045,-102.36936266846445,0.0,0.0,0.0,38.87917959096521,0.017831368987847235,147986.94383200997,-114557.3874926185,-2.547332067421252e6,2.3191294968547984e6,6640.325322401408,-191.70431742083895,0.0,0.0,0.0,162.90876078289494,0.017957610056156453,-58595.944402089706,-314814.4447302495,-1.9454520837113075e6,5.4593550027719684e7,11.91125335330532,-893314.9113253515,0.0,0.0,0.0,2085.262274368617,0.014130398646383434,-5.108496677768854e6,-544675.812770519,-4.646819260735328e7,530803.4533817058,214512.70873809358,-3863.510009607622,0.0,0.0,0.0,53.0648045320482,0.014228901175833064,258126.1533765551,-20986.384705390472,-981654.7816806745,4.683688497120901e7,102663.52081306391,-325200.09295507113,0.0,0.0,0.0,2159.15923502677,0.014818213097287506,118311.67371711122,-150946.97085011427,-3.9987280186638124e7,1.0423623891745327e7,494707.17317572376,-282451.56140445085,0.0,0.0,0.0,929.3097001865248,0.021131656719070437,5.410858476103025e6,-479589.7402691884,-1.5604848404970476e7,1.1192882048827766e7,4.4953274778725785,-17.792458700175104,0.0,0.0,0.0,0.11029920619687147,0.020278023927452652,4.158445260914186e6,-409009.2172414212,-1.2095565038829677e7,7.857883799006654e6,13.395051121018875,-14.923916289655216,0.0,0.0,0.0,0.1148202805367544,0.019729643725927084,6.274116753882117e6,-500352.8696879878,-1.362486092959761e7
t1,11767.798607431165,0.010468753627395074,-0.13551386049139647,0,0,-0.0,0.00012269466514305393,2.7144568331806505e-5,399.2497520943225,-376.62717829904034,-10718.867086235105,79645.42479684326,0.009392617684039548,-0.44025413732345053,0,0,-0.0,0.00017678012482336307,1.6374408866942283e-5,-11555.679737383882,-866.722909958298,-67034.88808643493,3561.447856254613,0.012235907041529588,-0.12071938582699047,0,0,-0.0,9.08441806675737e-5,2.0843907271442317e-5,-635.7988662599757,-137.68414479544342,-2651.4403901092824,3838.0858910450534,0.009225176014429733,-0.08600599565553148,0,0,-0.0,8.494532854122142e-5,2.1849466095899805e-5,-1461.905732709331,-336.9744163458346,-2024.9618410257272,68599.36371061938,0.0093211637155205,-0.20149091467911265,0,0,-0.0,0.00017392636020670634,1.559699404894018e-5,575.8563227310515,-749.7163317788599,-67055.76393922513,464.88708317260523,228.98922556126448,-0.04627335368348027,0,0,-0.0,7.250248381818302e-5,1.6944215065506296e-5,499.9637342730192,-37.498439289260446,-1156.3403132881874,54589.8702442401,0.009263998303590669,-0.19633756434187286,0,0,-0.0,0.0001655973330618309,1.7234526681132034e-5,1499.7989701664665,-187.50579139927382,-47103.01928713508,10249.869873548576,0.010486029861366807,-0.11490610013405314,0,0,-0.0,0.000136035638599485,2.604977446544942e-5,6365.576980267835,-582.4594998315589,-16035.798125952651,18478.215529380952,0.0071279127772394734,-0.01908551436556267,0,0,-0.0,0.00013412809303271018,2.4415736466407026e-5,6238.738496776781,-467.91852685182675,-15684.23602805982,9661.804671154912,0.000709227295637588,-0.017914781124208273,0,0,-0.0,0.0001387276189418562,2.3858846070803696e-5,8380.386498040862,-628.5311297754951,-17413.51157076614
t2,11770.8353904704,0.010025231628328713,-0.6985005708114064,0,0,-0.0,0.0001215315164463023,2.7098885776665554e-5,-65.36489143768631,-274.31001760326126,-10349.472100761199,80612.66556649128,0.009189261096725857,-289.62225209880114,0,0,-0.0,0.00017617442213539817,1.6263423212874566e-5,-11560.750154673367,-867.1105076555225,-65682.37293683783,3489.1828621059994,0.012108014212785253,-0.13166158527136473,0,0,-0.0,9.06158948613224e-5,2.083740196186591e-5,-600.8667450529813,-135.06551643318707,-2616.722496635447,3665.1321792856616,0.008879955418690518,-0.20781730471597132,0,0,-0.0,8.456013409623348e-5,2.1838163347439514e-5,-1302.9088051973804,-348.90283916670893,-1998.4470404697956,68444.13198837145,0.009142053576073955,-392.8575329405565,0,0,-0.0,0.00017235262024985822,1.5618253025630266e-5,1336.2122932436498,-669.6070735458061,-65244.395742710374,414.7829814877445,270.38472925578975,-0.05743518531681796,0,0,-0.0,7.243793471319268e-5,1.6744033945274845e-5,499.9651310087877,-37.4985082937976,-1147.5382847233961,54307.31974073694,0.01037138588777944,-0.19082786137146057,0,0,-0.0,0.00016541594988382747,1.7280166602049143e-5,1524.5902546946604,-189.35393462719645,-46744.47245922673,10509.238054559082,0.010054084504942025,-0.6504832790174945,0,0,-0.0,0.00013498252597349606,2.6157657069157053e-5,5891.091769248602,-550.5597620922551,-15607.822404106406,19213.042786711772,0.0068490289340938605,-0.020163633601146154,0,0,-0.0,0.00013407445991734293,2.443338594300297e-5,6203.831098294978,-465.30008932046803,-15657.119156270492,9573.04557291452,0.0006861369258259198,-0.018293431589852017,0,0,-0.0,0.00013861760694124022,2.392221963181801e-5,8380.386472490602,-628.5311174804095,-17324.751372081028
t3,11770.837703979249,0.00989472381724885,-0.8671137959838174,0,0,-0.0,0.0001208004487320783,2.7088399253194113e-5,-396.76256338586154,-205.80481642198322,-10086.495619424793,77896.44597605505,0.009127298271235833,-446.58982330183414,0,0,-0.0,0.00017602717500708393,1.6245852338338402e-5,-9208.730384802675,-690.7075482136215,-65337.2702423748,3462.6820281424116,0.012001080025173026,-0.1557055168310865,0,0,-0.0,9.082452105109776e-5,2.0832716334420735e-5,-540.1403729068583,-130.511374134393,-2655.4773546279334,3607.564342469996,0.008739092681387964,-0.2817658496211899,0,0,-0.0,8.486274211945706e-5,2.1781998839354757e-5,-1208.5450537968425,-355.9795735179493,-2028.0449561947808,68443.95538168102,0.009073783914187119,-578.2571129562069,0,0,-0.0,0.00017146875550122455,1.570610679752274e-5,-487.79538810282565,-439.4485974810645,-63464.94167003054,364.54000410720255,300.3314264184297,-0.0690031329993831,0,0,-0.0,7.231510288343342e-5,1.663345728991002e-5,499.96630149352393,-37.49856708013359,-1127.2061052851195,54131.528769541044,0.01073077839922245,-0.16641817482394877,0,0,-0.0,0.00016506246786021487,1.7404137294106203e-5,1525.267080941151,-189.404578865237,-45916.24999116517,10706.910576160644,0.009895053165476866,-0.6399622197778382,0,0,-0.0,0.0001348565168626831,2.6193875416820344e-5,5599.442444720214,-528.78370924771,-15548.072556213981,19269.9305394693,0.006675773653971623,-0.02060625359082879,0,0,-0.0,0.00013403284786736184,2.444806271038416e-5,6143.0982791731385,-460.74568553437365,-15637.749974975102,9614.988904568658,0.0006796673982122777,-0.01884668099146236,0,0,-0.0,0.00013875730415557858,2.3973528269395166e-5,8380.386076849005,-628.5310911577917,-17366.693002595428
t4,11794.475520334825,0.009802405787982353,-1.2217268856237606,0,0,-0.0,0.00012046508251774454,2.7083640071559277e-5,-607.6033784885276,-132.36193612396187,-9971.222516307096,77105.32667822762,0.00908195005146287,-692.4335240114082,0,0,-0.0,0.00017601966797455812,1.624204816171086e-5,-8290.666631457512,-621.852445830663,-65286.976598286856,3477.7327963282905,0.0119058584933156,-0.19832318241309765,0,0,-0.0,9.090006229791109e-5,2.082983443395146e-5,-538.2442566085462,-130.36935101120235,-2670.3409503882713,3958.8523019698005,0.008659145484552301,-0.3862067789895752,0,0,-0.0,8.506763056795122e-5,2.1821263849675124e-5,-1575.887912023577,-328.42861344269437,-2039.39660390765,68443.85911887317,0.009166129981784465,-1059.10651177379,0,0,-0.0,0.00017130771467034975,1.572919537343401e-5,-443.1877901038911,-353.49760433015183,-63106.81174704713,283.1489991395368,332.7254041766216,-0.0875928967410557,0,0,-0.0,7.19838944170254e-5,1.6491692473321694e-5,499.9697579519933,-37.49873980197249,-1078.1760390905267,54078.078666494825,0.010244014810480918,-1173.3473877527244,0,0,-0.0,0.0001640215925765884,1.7721811160773257e-5,1499.5067927856544,-187.4938049721111,-43919.03159606514,10932.549751904715,0.0097633515939534,-0.8344790107587496,0,0,-0.0,0.00013459832896679482,2.6224753032210188e-5,5240.712378201963,-498.0766810325837,-15445.126407782574,19419.56662557119,0.006535149725645081,-0.021158619722905694,0,0,-0.0,0.0001343016356611643,2.445850732448451e-5,6141.201943255644,-460.6035990456158,-15760.543328964095,9806.18275137704,0.0006753957001190988,-0.01927153934913129,0,0,-0.0,0.00013919884643489948,2.4017104766793704e-5,8380.385530480331,-628.5310615348366,-17557.882439683992
t5,11794.472356666525,0.009818052728857083,-2.283416750842033,0,0,-0.0,0.00012151892810565048,2.710684883750138e-5,-144.72369193820214,-227.50179986640933,-10337.902416687857,83901.3193810388,0.009048836676046852,-900.3185754767653,0,0,-0.0,0.00017725260919693967,1.6308723111896788e-5,-12166.927201005554,-912.5733731812577,-67707.51992309908,3531.0219099653405,0.011833838078614153,-0.3074374635478981,0,0,-0.0,9.16111795075683e-5,2.0849421868299395e-5,-468.9596400680322,-125.17217117138728,-2795.817371384596,3988.055223872558,0.008591649447989205,-0.5251216322490222,0,0,-0.0,8.607811369357182e-5,2.1694417104722644e-5,-1503.6851757803909,-333.84198989160427,-2135.2256347856824,68288.81951713967,0.009194572381734968,-400.21197745923837,0,0,-0.0,0.00017282774638888762,1.5582344976290543e-5,2495.344174033017,-703.7234554244257,-66164.89855510907,207.38486284154328,370.01998755652346,-0.12136977279356854,0,0,-0.0,7.174594707573913e-5,1.6354341298923435e-5,499.9704532111123,-37.49877792148378,-1039.6578527646072,53902.28683281403,0.010234293705358293,-2441.3872963142085,0,0,-0.0,0.00016328808731376208,1.8018162238261524e-5,1499.4251548750708,-187.4870660188569,-42350.01003432951,10973.046731154513,0.009633428332935878,-2.519525556312829,0,0,-0.0,0.00013568430114617013,2.612716512155894e-5,5643.422490943874,-528.2925448742741,-15875.76038217861,19942.85683886783,0.006358557872613067,-0.023072741819843832,0,0,-0.0,0.00013527017831667382,2.4448880459615386e-5,6071.935590595087,-455.4082830672926,-16197.117543771576,10518.330143912426,0.0007059875129046397,-0.021062465809216113,0,0,-0.0,0.00014050403473678805,2.3966667610618894e-5,8380.384236964894,-628.5309973131929,-18269.92839498108
t6,11794.582690874311,0.013990465382036486,-0.11869245754975491,0,0,-0.0,0.00012395471459406379,2.7106521626052398e-5,-431.7519300931144,-99.69776447426314,-11229.512042136133,90656.21946032575,0.01185282416108106,-0.28114657140861865,0,0,-0.0,0.00018129341055152183,1.6372452529204686e-5,-11548.82241002891,-866.2023468772541,-76039.18476931851,3561.7575747260835,0.014049156002160189,-0.10141110416474144,0,0,-0.0,9.446648874159239e-5,2.1123225974225647e-5,-17.37405117556989,-126.22450040906278,-3275.739268006764,3782.488399860964,0.01211710021486972,-0.09360669592179639,0,0,-0.0,8.993698568116332e-5,2.1092984424688624e-5,-983.3754444959203,-282.8138001192372,-2501.7522702079727,68288.91517631785,0.008433930598204251,-0.2252417848418207,0,0,-0.0,0.00017606470895464935,1.5235817102230604e-5,4953.3066047626435,-438.8224161345253,-71973.5151371887,145.2289197161603,444.02681613377644,-0.20088033587381746,0,0,-0.0,7.192602010925488e-5,1.636993975158954e-5,499.96602562717703,-37.49856073897074,-1051.402628094723,53955.78368883612,0.01139663456101344,-0.2835935373640276,0,0,-0.0,0.00016316546771319662,1.7903820865985683e-5,-1500.9973033659398,-112.58262188428475,-42828.428337471756,10962.513459793605,0.014514638350557319,-0.10580825796581177,0,0,-0.0,0.00014005108277017963,2.5487707006354816e-5,7334.884983748735,-550.1283208654273,-17736.22231814353,23647.434986794826,0.005808273487321941,-0.019486557993733344,0,0,-0.0,0.0001377303359083618,2.4372561407976405e-5,3620.43312165249,-501.43805336182265,-17377.468538028756,12285.79953635335,0.000890844161348548,-0.019203247257353097,0,0,-0.0,0.0001435735242486957,2.378219481186113e-5,8379.916745657416,-628.4965824300302,-20024.66279579289
t7,11845.321210768449,0.020445174825468072,-0.020283642551112122,0,0,-0.0,0.0001300834952939094,2.7429679536178824e-5,229.06707870488572,-241.2768303758781,-11790.276072096638,90936.88303496719,0.005288442889747476,-0.05711430326215163,0,0,-0.0,0.00018885457267433972,1.656077678381129e-5,-7862.347720299215,-1080.3368561274954,-81994.13775825404,3564.2070061903314,0.003907737590043343,-0.02299887991778655,0,0,-0.0,9.790993882397635e-5,2.1701651797995237e-5,408.25283725191525,-120.61910126786964,-3799.0219456356517,3663.8594472631694,0.004501195813255447,-0.0276826360291889,0,0,-0.0,9.436783008652188e-5,2.1041055218059892e-5,-293.75483913751987,-468.62871225058774,-2901.3944651875854,68288.96849593772,0.005894380651992631,-0.049604702148184354,0,0,-0.0,0.0001842399454214823,1.530076587603424e-5,6655.666644657249,-757.6326128614564,-74186.96883488462,126.00508973057104,588.2764579875067,-0.01896101195554392,0,0,-0.0,7.723153806679692e-5,1.6929136875558373e-5,499.9917187219214,-37.49963613491525,-1176.754600456473,53886.876001642304,0.0019982106799867508,-0.06408716635340526,0,0,-0.0,0.00016866056583445058,1.722600213277779e-5,-3499.966192718284,-262.49817209127735,-47934.58637012253,11013.653848208187,2215.6157187483445,-0.015617487312182972,0,0,-0.0,0.00015233356005711374,2.43712575173137e-5,7948.6364179358325,-596.1490467919056,-20573.464534905073,25272.540732230013,0.001533500089811945,-0.02047149624680252,0,0,-0.0,0.0001399756865128659,2.425236852052854e-5,3513.109101680423,-509.48179289993425,-18618.247769190097,19102.24201403502,0.0018239548633376653,-0.023242469784794086,0,0,-0.0,0.00014554678936311074,2.363960548639198e-5,2707.531254515514,-569.903456964292,-21219.044324830553
t8,11896.040725149665,0.012049327470176353,-0.0027030940772656024,0,0,-0.0,0.00014083802855797454,2.814966385423662e-5,221.8000729907817,-345.9940979146384,-11787.206303118302,90272.21449202538,0.001305698857338255,-0.010756687673394844,0,0,-0.0,0.0001980985738790804,1.678430497120462e-5,-8314.941003404969,-1100.6115130998833,-84955.4860801658,3555.7820349135354,0.0010867324297634583,-0.07054409269106068,0,0,-0.0,9.865048787242783e-5,2.1906479598354144e-5,715.9673039846068,-143.70047614827007,-3971.804021883818,3709.598054025626,0.0016770483299426624,-0.00546667108867553,0,0,-0.0,9.822006563754145e-5,2.131309170179e-5,-202.5982241833682,-461.7960545449725,-3033.3518395852766,68191.15161192277,0.002019157146283385,-0.004292969127075933,0,0,-0.0,0.00020051988556905743,1.5609837925780207e-5,2799.2514735343993,-801.0852249120527,-74844.53946613039,121.6914284941772,749.8989097984394,-0.00603170981133315,0,0,-0.0,9.283775814881108e-5,1.794985131506028e-5,499.9922922074187,-37.49953505777065,-1334.0780413994908,53764.50716111911,0.002844844160141442,-0.01316565972449844,0,0,-0.0,0.0001888671643814721,1.700317876886588e-5,830.4505551701741,-166.22867180877947,-54343.08824552233,11043.551264331207,4067.228008206228,-0.0022842425160684793,0,0,-0.0,0.00017315808400052328,2.3839310970550722e-5,7843.377851113703,-588.2537549748305,-22485.459948291165,25914.328853529572,0.0007272722097814198,-0.020936975887992253,0,0,-0.0,0.00014117170364821472,2.418084147787096e-5,3513.106753778316,-509.4818895855959,-19297.137789302924,19891.274694921212,0.0006581827843151151,-0.03874718720966594,0,0,-0.0,0.0001462483702976728,2.358412189142948e-5,2399.7790433961177,-592.9843438592526,-21668.697615995534
