Region,Resource,Zone,Cluster,AnnualSum
BE0 0,BE0 0 CCGT,1,1,0.0
BE0 0,BE0 0 OCGT,1,1,0.0
BE0 0,BE0 0 biomass,1,1,1.7031153e9
BE0 0,BE0 0 coal,1,1,0.0
BE0 0,BE0 0 nuclear,1,1,1.47053e9
BE0 0,BE0 0 offwind-ac,1,1,1.1873183e8
BE0 0,BE0 0 offwind-dc,1,1,1.4144323e8
BE0 0,BE0 0 onwind,1,1,1.7768827e8
BE0 0,BE0 0 ror,1,1,3.471429e7
BE0 0,BE0 0 solar,1,1,1246.4598
DE0 0,DE0 0 CCGT,2,1,0.0
DE0 0,DE0 0 OCGT,2,1,0.0
DE0 0,DE0 0 biomass,2,1,1.5960561e10
DE0 0,DE0 0 coal,2,1,0.0
DE0 0,DE0 0 lignite,2,1,0.0
DE0 0,DE0 0 nuclear,2,1,2.0122049e9
DE0 0,DE0 0 offwind-ac,2,1,3.41223e8
DE0 0,DE0 0 offwind-dc,2,1,2.9646573e8
DE0 0,DE0 0 oil,2,1,0.0
DE0 0,DE0 0 onwind,2,1,2.319336e9
DE0 0,DE0 0 ror,2,1,7.513393e8
DE0 0,DE0 0 solar,2,1,1097.3502
DK0 0,DK0 0 OCGT,3,1,0.0
DK0 0,DK0 0 biomass,3,1,5.339674e8
DK0 0,DK0 0 coal,3,1,0.0
DK0 0,DK0 0 offwind-ac,3,1,2.8862392e7
DK0 0,DK0 0 offwind-dc,3,1,3.0978162e7
DK0 0,DK0 0 onwind,3,1,1.151058e8
DK0 0,DK0 0 solar,3,1,1452.3179
BE0 0,DK0 0 nuclear,3,1,13064.517
DK3 0,DK3 0 CCGT,4,1,0.0
DK3 0,DK3 0 OCGT,4,1,0.0
DK3 0,DK3 0 biomass,4,1,3.3201597e8
DK3 0,DK3 0 coal,4,1,0.0
DK3 0,DK3 0 offwind-ac,4,1,4.0177024e7
DK3 0,DK3 0 offwind-dc,4,1,5.0459988e7
DK3 0,DK3 0 oil,4,1,0.0
DK3 0,DK3 0 onwind,4,1,1.8970021e8
BE0 0,DK3 0 nuclear,4,1,14590.923
FR0 0,FR0 0 CCGT,5,1,0.0
FR0 0,FR0 0 OCGT,5,1,0.0
FR0 0,FR0 0 coal,5,1,0.0
FR0 0,FR0 0 nuclear,5,1,1.3570502e10
FR0 0,FR0 0 offwind-ac,5,1,531114.75
FR0 0,FR0 0 offwind-dc,5,1,662005.2
FR0 0,FR0 0 oil,5,1,0.0
FR0 0,FR0 0 onwind,5,1,1.0789935e9
FR0 0,FR0 0 ror,5,1,8.7489626e8
FR0 0,FR0 0 solar,5,1,1.5857786e8
GB4 0,GB4 0 CCGT,6,1,0.0
GB4 0,GB4 0 coal,6,1,0.0
GB4 0,GB4 0 offwind-ac,6,1,1.5694569e7
GB4 0,GB4 0 offwind-dc,6,1,1.1641418e8
GB4 0,GB4 0 oil,6,1,0.0
GB4 0,GB4 0 onwind,6,1,2.8763932e7
GB4 0,GB4 0 solar,6,1,9.596492e6
GB5 0,GB5 0 CCGT,7,1,0.0
GB5 0,GB5 0 OCGT,7,1,0.0
GB5 0,GB5 0 biomass,7,1,1.192012e10
GB5 0,GB5 0 coal,7,1,0.0
GB5 0,GB5 0 nuclear,7,1,2.0002845e9
GB5 0,GB5 0 offwind-ac,7,1,4.274075e8
GB5 0,GB5 0 offwind-dc,7,1,5.2163885e8
GB5 0,GB5 0 oil,7,1,0.0
GB5 0,GB5 0 onwind,7,1,6.1383686e8
GB5 0,GB5 0 ror,7,1,3.352034e8
GB5 0,GB5 0 solar,7,1,205806.14
NL0 0,NL0 0 CCGT,8,1,0.0
NL0 0,NL0 0 OCGT,8,1,0.0
NL0 0,NL0 0 coal,8,1,0.0
NL0 0,NL0 0 nuclear,8,1,3.2436541e9
NL0 0,NL0 0 offwind-ac,8,1,1.2378086e8
NL0 0,NL0 0 offwind-dc,8,1,1.2487887e8
NL0 0,NL0 0 onwind,8,1,2.9966454e8
NL0 0,NL0 0 solar,8,1,2115.0024
NO3 0,NO3 0 CCGT,9,1,0.0
NO3 0,NO3 0 OCGT,9,1,0.0
NO3 0,NO3 0 offwind-ac,9,1,168.4546
NO3 0,NO3 0 offwind-dc,9,1,159.05035
NO3 0,NO3 0 onwind,9,1,690.7044
NO3 0,NO3 0 solar,9,1,43.795166
SE3 2,NO3 0 coal,9,1,0.0
NL0 0,NO3 0 nuclear,9,1,661.3315
SE3 0,SE3 0 CCGT,10,1,0.0
SE3 1,SE3 0 biomass,10,1,1.8702726e8
SE3 2,SE3 0 coal,10,1,0.0
SE3 3,SE3 0 nuclear,10,1,0.0
SE3 4,SE3 0 offwind-ac,10,1,2408.5432
SE3 5,SE3 0 offwind-dc,10,1,4175.0737
SE3 6,SE3 0 oil,10,1,0.0
SE3 7,SE3 0 onwind,10,1,4.2846685e8
SE3 8,SE3 0 ror,10,1,0.0
SE3 9,SE3 0 solar,10,1,286.1544
DE0 0,DE0 0 hydro,2,1,3.533356e8
FR0 0,FR0 0 hydro,5,1,1.5769782e9
GB5 0,GB5 0 hydro,7,1,0.0
NO3 0,NO3 0 hydro,9,1,9.338027e8
SE3 0,SE3 0 hydro,10,1,2.7338998e9
DE0 0,DE0 0 PHS,2,1,1.4719429e9
FR0 0,FR0 0 PHS,5,1,7.2518106e8
GB5 0,GB5 0 PHS,7,1,32796.24
NO3 0,NO3 0 PHS,9,1,0.0
SE3 0,SE3 0 PHS,10,1,0.0
BE0 0,BE0 0 Battery,1,1,2.639166e6
DE0 0,DE0 0 Battery,2,1,3.675237e7
DK0 0,DK0 0 Battery,3,1,61223.66
DK3 0,DK3 0 Battery,4,1,116338.5
FR0 0,FR0 0 Battery,5,1,39374.277
GB4 0,GB4 0 Battery,6,1,5.6985005e6
GB5 0,GB5 0 Battery,7,1,4.227186e8
NL0 0,NL0 0 Battery,8,1,3.3949187e8
NO0 0,NO0 0 Battery,9,1,1256.3921
SE3 0,SE3 0 Battery,10,1,4200.684
