Region,Resource,Zone,Cluster,AnnualSum
GB5 0,GB5 0 offwind-dc,7,1,6.239013e8
GB5 0,GB5 0 oil,7,1,1301.3737
GB5 0,GB5 0 onwind,7,1,9.27335e8
GB5 0,GB5 0 ror,7,1,2.8749373e8
GB5 0,GB5 0 solar,7,1,2326.5327
NL0 0,NL0 0 CCGT,8,1,40040.445
NL0 0,NL0 0 OCGT,8,1,4275.58
NL0 0,NL0 0 coal,8,1,1120.468
NL0 0,NL0 0 nuclear,8,1,1.4078334e8
NL0 0,NL0 0 offwind-ac,8,1,1.0104162e8
NL0 0,NL0 0 offwind-dc,8,1,2.5989524e9
NL0 0,NL0 0 onwind,8,1,2.4474459e8
NL0 0,NL0 0 solar,8,1,1883.2323
NO3 0,NO3 0 CCGT,9,1,263.055
NO3 0,NO3 0 OCGT,9,1,186.15494
NO3 0,NO3 0 offwind-ac,9,1,92.315254
NO3 0,NO3 0 offwind-dc,9,1,88.7451
NO3 0,NO3 0 onwind,9,1,136.77016
NO3 0,NO3 0 solar,9,1,19.065609
SE3 2,NO3 0 coal,9,1,99.11659
NL0 0,NO3 0 nuclear,9,1,511.87936
SE3 0,SE3 0 CCGT,10,1,1440.5383
SE3 1,SE3 0 biomass,10,1,1.8276854e8
SE3 2,SE3 0 coal,10,1,625.2567
SE3 3,SE3 0 nuclear,10,1,0.0
SE3 4,SE3 0 offwind-ac,10,1,1633.9642
SE3 5,SE3 0 offwind-dc,10,1,3534.241
SE3 6,SE3 0 oil,10,1,876.13806
SE3 7,SE3 0 onwind,10,1,4.5342563e8
SE3 8,SE3 0 ror,10,1,0.0
SE3 9,SE3 0 solar,10,1,231.66682
DE0 0,DE0 0 hydro,2,1,3.5244797e8
FR0 0,FR0 0 hydro,5,1,1.7199324e9
GB5 0,GB5 0 hydro,7,1,0.0
NO3 0,NO3 0 hydro,9,1,5.529391e8
SE3 0,SE3 0 hydro,10,1,2.2101798e9
DE0 0,DE0 0 PHS,2,1,1.2991352e9
FR0 0,FR0 0 PHS,5,1,7.519336e8
GB5 0,GB5 0 PHS,7,1,10936.497
NO3 0,NO3 0 PHS,9,1,0.0
SE3 0,SE3 0 PHS,10,1,0.0
BE0 0,BE0 0 Battery,1,1,177927.95
DE0 0,DE0 0 Battery,2,1,14303.243
DK0 0,DK0 0 Battery,3,1,1.9135704e6
DK3 0,DK3 0 Battery,4,1,103011.74
FR0 0,FR0 0 Battery,5,1,19548.79
GB4 0,GB4 0 Battery,6,1,669805.4
GB5 0,GB5 0 Battery,7,1,3.7909133e8
NL0 0,NL0 0 Battery,8,1,5.322838e7
NO0 0,NO0 0 Battery,9,1,453.0652
SE3 0,SE3 0 Battery,10,1,3299.4895
