Region,Resource,Zone,Cluster,AnnualSum
BE0 0,BE0 0 CCGT,1,1,24856.873
BE0 0,BE0 0 OCGT,1,1,5046.7383
BE0 0,BE0 0 biomass,1,1,1.7992859e9
BE0 0,BE0 0 coal,1,1,746.05096
BE0 0,BE0 0 nuclear,1,1,1.4660911e9
BE0 0,BE0 0 offwind-ac,1,1,6.755495e7
BE0 0,BE0 0 offwind-dc,1,1,7.421958e7
BE0 0,BE0 0 onwind,1,1,1.1838517e8
BE0 0,BE0 0 ror,1,1,2.5439474e7
BE0 0,BE0 0 solar,1,1,6473.517
DE0 0,DE0 0 CCGT,2,1,13804.066
DE0 0,DE0 0 OCGT,2,1,3314.4988
DE0 0,DE0 0 biomass,2,1,1.8490919e10
DE0 0,DE0 0 coal,2,1,977.9223
DE0 0,DE0 0 lignite,2,1,926.2744
DE0 0,DE0 0 nuclear,2,1,2.0173969e9
DE0 0,DE0 0 offwind-ac,2,1,3.6932682e8
DE0 0,DE0 0 offwind-dc,2,1,5.3381664e8
DE0 0,DE0 0 oil,2,1,1420.1924
DE0 0,DE0 0 onwind,2,1,4349.89
DE0 0,DE0 0 ror,2,1,6.3744576e8
DE0 0,DE0 0 solar,2,1,480.2814
DK0 0,DK0 0 OCGT,3,1,2535.4988
DK0 0,DK0 0 biomass,3,1,4.5433834e8
DK0 0,DK0 0 coal,3,1,1057.2751
DK0 0,DK0 0 offwind-ac,3,1,4.01248e7
DK0 0,DK0 0 offwind-dc,3,1,4.850855e7
DK0 0,DK0 0 onwind,3,1,1.5604539e8
DK0 0,DK0 0 solar,3,1,982.9925
BE0 0,DK0 0 nuclear,3,1,7399.4995
DK3 0,DK3 0 CCGT,4,1,12639.832
DK3 0,DK3 0 OCGT,4,1,3480.104
DK3 0,DK3 0 biomass,4,1,2.6225166e8
DK3 0,DK3 0 coal,4,1,1031.9413
DK3 0,DK3 0 offwind-ac,4,1,4.701531e7
DK3 0,DK3 0 offwind-dc,4,1,6.6264068e7
DK3 0,DK3 0 oil,4,1,1420.0438
DK3 0,DK3 0 onwind,4,1,4.4471142e8
BE0 0,DK3 0 nuclear,4,1,8105.3467
FR0 0,FR0 0 CCGT,5,1,16250.492
FR0 0,FR0 0 OCGT,5,1,3248.7847
FR0 0,FR0 0 coal,5,1,902.8725
FR0 0,FR0 0 nuclear,5,1,1.4666906e10
FR0 0,FR0 0 offwind-ac,5,1,359933.22
FR0 0,FR0 0 offwind-dc,5,1,314678.62
FR0 0,FR0 0 oil,5,1,939.6465
FR0 0,FR0 0 onwind,5,1,7.4769306e8
FR0 0,FR0 0 ror,5,1,6.856912e8
FR0 0,FR0 0 solar,5,1,2.81159e8
GB4 0,GB4 0 CCGT,6,1,6495.3667
GB4 0,GB4 0 coal,6,1,788.4495
GB4 0,GB4 0 offwind-ac,6,1,1.5246677e7
GB4 0,GB4 0 offwind-dc,6,1,1.8060618e7
GB4 0,GB4 0 oil,6,1,826.9643
GB4 0,GB4 0 onwind,6,1,1.8826629e8
GB4 0,GB4 0 solar,6,1,2139.308
GB5 0,GB5 0 CCGT,7,1,9925.101
GB5 0,GB5 0 OCGT,7,1,2746.6082
GB5 0,GB5 0 biomass,7,1,9.564423e9
GB5 0,GB5 0 coal,7,1,846.45886
GB5 0,GB5 0 nuclear,7,1,1.9963717e9
GB5 0,GB5 0 offwind-ac,7,1,5.4449555e8
