Resource,Liquid_DAC_1,Liquid_DAC_2,Liquid_DAC_3,Liquid_DAC_4,Liquid_DAC_5,Liquid_DAC_6,Liquid_DAC_7,Liquid_DAC_8,Liquid_DAC_9,Liquid_DAC_10,Solid_DAC_1,Solid_DAC_2,Solid_DAC_3,Solid_DAC_4,Solid_DAC_5,Solid_DAC_6,Solid_DAC_7,Solid_DAC_8,Solid_DAC_9,Solid_DAC_10
Zone,1,2,3,4,5,6,7,8,9,10,1,2,3,4,5,6,7,8,9,10
AnnualSum,20.077436,60.550106,59.80057,57.00307,57.381542,57.522423,58.26069,36.01097,27.97124,44.6541,165000.28,518049.72,3181.5374,1475.9135,57501.7,28793.082,930287.0,629629.9,408.9805,6529.6343
t1,0.023182845334538453,0.0730563413769442,0.07212039313853878,0.06894687850171942,0.06747546259204075,0.0673112802134097,0.06721028892162118,0.04186535879115784,0.0332564771997668,0.05325410670030789,196.66250177639384,617.4608316126574,3.792194452289784,1.7593144772389295,68.53543423903064,34.33424603194167,1108.1434620796335,750.4518925323019,0.4868809914000203,7.773382410464032
t2,0.023336988207868347,0.07305187056788914,0.07212498443731846,0.06897295759858789,0.06764288902210842,0.06736346054304956,0.06769778157111729,0.04219795053893691,0.03325432690086273,0.05325722988439047,196.66268431389904,617.4608388799967,3.7922006577022223,1.7593333690372301,68.53554727129541,34.33431344347984,1108.143731147193,750.4521161386406,0.48687668460879896,7.7733817007493275
t3,0.023330836132711228,0.07303806233348384,0.07212333419660383,0.06897187025279417,0.06760752371335148,0.06734050106994464,0.06775873027899312,0.042224013572283794,0.033252903254288216,0.05326087767253328,196.66268432015636,617.4608332406982,3.792202045161644,1.7593334810149748,68.53552895420943,34.33429852050297,1108.1437198645297,750.4521145244896,0.4868766027064688,7.773381452163342
t4,0.023315823818312167,0.07303799457813034,0.072124453747319,0.06896666046700725,0.06759941573452768,0.06778285792407045,0.06847165675797595,0.04221730315257172,0.03325035879032335,0.05326396393227093,196.66268003350905,617.4608336474381,3.7922039339128806,1.75932508794629,68.53552588551251,34.33442458975098,1108.143987112684,750.4521105555987,0.48687674190050534,7.773381288033436
t5,0.02327146833778964,0.07300905225763088,0.07209284077368212,0.06891432655582935,0.0675627056307273,0.06781841964848945,0.06855029659738066,0.0422183868084784,0.033238231344485385,0.05326285864069062,196.66267452322816,617.4608536654247,3.792209476077299,1.759339679047681,68.53553407932475,34.334436859505296,1108.1440052626779,750.4521213023148,0.4868758047014643,7.773380148827778
t6,0.02270423375985756,0.07137760820148585,0.0712414548561528,0.06729800852976969,0.06671350163803094,0.0674789218019135,0.06824483471452751,0.041974988154818524,0.03324863835388269,0.053265301388706436,196.66233266199157,617.4603598632197,3.7919692873790787,1.7587040033985102,68.53525243827437,34.33433754095825,1108.1438999831576,750.4520175368638,0.48687590081390864,7.7733811224081455
t7,0.022425608837225164,0.07099798021529677,0.07118657772690812,0.06690483291082881,0.06627701807149071,0.0674578725827873,0.06793176125645806,0.04169516996780828,0.03323521500594274,0.05326499414466808,196.66218648569748,617.4602853939816,3.791969197390924,1.7586058006244503,68.53513275139231,34.33434766695538,1108.1437854995327,750.4518965575653,0.4868738552984778,7.773379720685151
t8,0.022366529286396715,0.07094746257635395,0.07112791625702458,0.06682200371896019,0.0661944699172121,0.06703122066698726,0.06814110112830499,0.041638498515633664,0.033224994605983625,0.053260513131401024,196.66216777831892,617.4602738630367,3.7919574181785336,1.7585848964065498,68.53511703947892,34.33422502799014,1108.1438908272783,750.4518814721706,0.48687280234551544,7.773379277658023
