Resource,natural_gas_combined_cycle,solar_pv,onshore_wind,battery,Total
t49,16002.736606026463,0.0,206.46869349265728,25.66528821131797,16234.870587730438
t50,16003.266878771958,0.0,202.884326217922,25.66528821131797,16231.816493201197
t51,16003.547313903935,0.0,195.37848336413632,25.66528821131797,16224.59108547939
t52,16003.731016085709,0.0,282.13401633783747,25.66528821131797,16311.530320634864
t53,16003.382096652345,0.0,126.8750273776656,25.66528821131797,16155.922412241329
t54,16002.599449336145,0.0,136.5309104983827,25.66528821131797,16164.795648045845
t55,16000.965373164707,0.0,149.3190905797253,25.66528821131797,16175.94975195575
t56,15999.450621130109,0.0,203.95987187335186,25.66528821131797,16229.075781214779
t57,15998.686753371487,0.0,141.7166992223815,25.66528821131797,16166.068740805185
t58,15998.229946582791,0.0,100.05983111372454,25.66528821131797,16123.955065907832
t59,15997.865079150288,0.0,55.76334125376621,25.66528821131797,16079.293708615372
t60,15997.698139413733,0.0,36.274458442681734,25.66528821131797,16059.637886067732
t61,15997.688422780431,0.0,3.316071012251226,25.66528821131797,16026.669782004
t62,15997.688422780431,0.0,9.022690519227888,25.639622923106653,16032.350736222766
t63,15997.793127180323,0.0,18.52857073953271,25.66528821131797,16041.986986131173
t64,15997.904561407548,0.0,9.117925544286834,25.66528821131797,16032.687775163153
t65,15997.870661133536,0.0,6.747231334648784,25.66528821131797,16030.283180679502
t66,15997.929509590926,0.0,53.98842444023767,25.66528821131797,16077.583222242481
t67,15998.288685547646,0.0,172.3881847986833,25.66528821131797,16196.342158557647
t68,15998.604790433144,0.0,250.9543209923872,25.66528821131797,16275.224399636849
t69,15998.67159484734,0.0,356.1097743175107,25.66528821131797,16380.446657376167
t70,15999.117850845236,0.0,335.7089992660299,25.66528821131797,16360.492138322583
t71,16000.683702095594,0.0,480.68357169686266,25.66528821131797,16507.032562003777
t72,16002.060219997704,0.0,424.72776536798176,25.66528821131797,16452.453273577004
t73,16002.99231318613,0.0,363.23368347549604,25.66528821131797,16391.891284872945
t74,16003.512014595115,0.0,301.84503173417363,25.66528821131797,16331.022334540607
t75,16003.955960663727,0.0,385.24655166263506,25.66528821131797,16414.867800537682
t76,16004.062240954026,0.0,375.40056733640836,25.66528821131797,16405.128096501754
t77,16003.95889269777,0.0,451.3994765095104,25.66528821131797,16481.023657418602
t78,16003.207580353153,0.0,401.6118415930292,25.66528821131797,16430.484710157503
t79,16001.403862230422,0.0,229.36877658383685,25.66528821131797,16256.437927025576
t80,15999.810760035714,0.0,146.50273350700598,25.66528821131797,16171.978781754038
t81,15999.101520033848,0.0,221.16453593002515,25.66528821131797,16245.931344175191
t82,15998.653288611515,0.0,225.86927425167556,25.66528821131797,16250.187851074508
t83,15998.249566873377,0.0,190.00085235751206,25.66528821131797,16213.915707442207
t84,15998.007020811678,0.0,106.22559034766778,25.66528821131797,16129.897899370662
t85,15997.930637876636,0.0,85.56140540873595,25.66528821131797,16109.15733149669
t86,15997.783087434393,0.0,62.041519754584534,25.66528821131797,16085.489895400295
t87,15997.707416217103,0.0,26.340501086836,25.66528821131797,16049.713205515256
t88,15997.689702199543,0.0,37.53190650815825,25.66528821131797,16060.886896919019
t89,15997.688422780431,0.0,35.089143978978505,25.65415549330932,16058.43172225272
t90,15997.80921557967,0.0,46.14929751526232,25.66528821131797,16069.623801306248
t91,15998.216995604052,0.0,80.8226674480616,25.66528821131797,16104.704951263431
t92,15998.69095906276,0.0,201.37649598712656,25.66528821131797,16225.732743261204
t93,15998.718766353946,0.0,276.3323113021122,25.66528821131797,16300.716365867376
t94,15998.926278314557,0.0,169.87514072463998,25.66528821131797,16194.466707250514
t95,16000.338920283848,0.0,133.74722979385348,25.66528821131797,16159.751438289019
t96,16001.88420182689,0.0,194.05334154145564,25.66528821131797,16221.602831579663
t97,16002.900269381797,0.0,162.096900578583,25.66528821131797,16190.662458171697
t98,16003.4680898383,0.0,73.18954643867315,25.66528821131797,16102.32292448829
t99,16003.780644153147,0.0,37.8090961690491,25.66528821131797,16067.255028533513
t100,16003.962366896265,0.0,88.29247842695449,25.66528821131797,16117.920133534537
t101,16003.883294931788,0.0,162.78741946608076,25.66528821131797,16192.336002609185
t102,16003.440086892277,0.0,278.44604746724525,25.66528821131797,16307.55142257084
t103,16001.779918014352,0.0,205.0533747122197,25.66528821131797,16232.498580937889
t104,16000.123248407825,0.0,83.88003085200174,25.66528821131797,16109.668567471144
t105,15999.158874706482,0.0,52.74281726592332,25.66528821131797,16077.566980183723
t106,15998.567851266742,0.0,72.27672784341088,25.66528821131797,16096.50986732147
t107,15998.112008082082,0.0,75.6764515071959,25.66528821131797,16099.453747800595
t108,15997.9198932408,0.0,103.17362578427846,25.66528821131797,16126.758807236396
t109,15997.870433063383,0.0,119.90383555528119,25.66528821131797,16143.439556829982
t110,15997.76402256941,0.0,143.78189413140834,25.66528821131797,16167.211204912137
t111,15997.76494222223,0.0,144.70062729685085,25.66528821131797,16168.130857730397
t112,15997.778902737218,0.0,119.80251035083907,25.66528821131797,16143.246701299375
t113,15997.866425577315,0.0,169.44301217380777,25.66528821131797,16192.97472596244
t114,15998.09902927843,0.0,169.79593705718764,25.66528821131797,16193.560254546936
t115,15998.617520988926,0.0,198.53626716078904,25.66528821131797,16222.819076361033
t116,15999.215962732698,0.0,333.3930801127907,25.66528821131797,16358.274331056806
t117,15999.270593083987,0.0,315.108570260094,25.66528821131797,16340.044451555399
t118,15999.679525513659,0.0,456.36381158346586,25.66528821131797,16481.708625308445
t119,16000.889449916001,0.0,439.60030395742854,25.66528821131797,16466.15504208475
t120,16002.089804103762,0.0,282.6163018800072,25.66528821131797,16310.371394195086
t121,16003.083592413135,0.0,210.95675486514833,25.66528821131797,16239.705635489601
t122,16003.720314238066,0.0,208.30802754818757,25.66528821131797,16237.693629997571
t123,16004.04220852144,0.0,169.89969402475572,25.66528821131797,16199.607190757513
t124,16004.192164285098,0.0,118.67442490261935,25.66528821131797,16148.531877399035
t125,16004.219519293114,0.0,94.06325861676278,25.66528821131797,16123.948066121195
t126,16004.245757032033,0.0,125.28971562468665,25.66528821131797,16155.200760868038
t127,16003.577052035456,0.0,108.96149816795639,25.66528821131797,16138.20383841473
t128,16002.350278021257,0.0,24.195992836207797,25.66528821131797,16052.211559068783
t129,16001.149627049283,0.0,52.027317479692954,25.66528821131797,16078.842232740293
t130,16000.319553237787,0.0,57.419087312030655,25.66528821131797,16083.403928761136
t131,15999.880005509676,0.0,66.59941222454137,25.66528821131797,16092.144705945535
t132,15999.727012264544,0.0,75.4369819197062,25.66528821131797,16100.829282395567
t133,15999.776427529876,0.0,122.70312001880029,25.66528821131797,16148.144835759993
t134,16000.01925178808,0.0,238.25197986451371,25.66528821131797,16263.936519863912
t135,16000.14466076274,0.0,248.0513872769821,25.66528821131797,16273.86133625104
t136,16000.317231968644,0.0,391.05405441334614,25.66528821131797,16417.03657459331
t137,16000.294604192388,0.0,411.49300129127045,25.66528821131797,16437.45289369498
t138,16000.278756129877,0.0,429.25617834062854,25.66528821131797,16455.200222681826
t139,16000.52370842422,0.0,503.8868509315235,25.66528821131797,16530.075847567063
t140,16000.595944937975,0.0,319.88626800374703,25.66528821131797,16346.14750115304
t141,16000.41422582779,0.0,238.53583745253715,25.66528821131797,16264.615351491644
t142,16000.536053308315,0.0,222.15741469561797,25.66528821131797,16248.35875621525
t143,16001.322771842371,0.0,61.83702642830309,25.66528821131797,16088.825086481993
t144,16002.422915999163,0.0,10.331106381358046,25.66528821131797,16038.419310591838
t145,16003.319631177084,0.0,1.5805827081240171,25.66528821131797,16030.565502096526
t146,16003.8908708674,0.0,0.5188938591672028,25.66528821131797,16030.075052937886
t147,16004.227425287527,0.0,0.279720653008823,25.66528821131797,16030.172434151853
t148,16004.435268054438,0.0,6.872671795432857,25.66528821131797,16036.973228061188
t149,16004.483632184394,0.0,10.56773423330751,25.66528821131797,16040.71665462902
t150,16004.55922763481,0.0,7.522750298939975,25.66528821131797,16037.747266145068
t151,16004.212113708081,0.0,4.554696251899159,25.66528821131797,16034.432098171297
t152,16003.364667259642,0.0,2.1870135116034337,25.66528821131797,16031.216968982564
t153,16002.298484337729,0.0,18.647766302044797,25.66528821131797,16046.611538851092
t154,16001.483204507482,0.0,33.569443480016666,25.66528821131797,16060.717936198816
t155,16000.970125544143,0.0,28.08399952077685,25.66528821131797,16054.719413276238
t156,16000.668911289005,0.0,17.98106628955764,25.66528821131797,16044.31526578988
t157,16000.586785660407,0.0,58.770713483237,25.66528821131797,16085.022787354961
t158,16000.645148864736,0.0,49.88477161294575,25.66528821131797,16076.195208689
t159,16000.730810771689,0.0,94.5166332698594,25.66528821131797,16120.912732252866
t160,16000.797590633518,0.0,202.17409862471325,25.66528821131797,16228.636977469549
t161,16000.703055288663,0.0,262.06211880691546,25.66528821131797,16288.430462306897
t162,16000.565921609734,0.0,285.6935391537042,25.66528821131797,16311.924748974756
t163,16000.770392211683,0.0,456.36427900424394,25.66528821131797,16482.799959427248
t164,16000.733395913378,0.0,315.0345225832911,25.66528821131797,16341.433206707987
t165,16000.52565541588,0.0,381.1690815799589,25.66528821131797,16407.36002520716
t166,16000.688319980287,0.0,380.9088039339785,25.66528821131797,16407.262412125583
t167,16001.657001100913,0.0,198.8545807106351,25.66528821131797,16226.176870022866
t168,16002.825841006317,0.0,132.92126072100498,25.66528821131797,16161.41238993864
