Resource,natural_gas_combined_cycle,solar_pv,onshore_wind,battery,Total
Zone,1,1,1,1,0
AnnualSum,0.0,0.0,3.066991105526995e-12,0.0,3.066991105526995e-12
t1,16003.177288469662,0.0,258.26374005653577,25.66528821131797,16287.106316737516
t2,16003.760844752826,0.0,276.41394738551276,25.66528821131797,16305.840080349655
t3,16003.923545176527,0.0,158.640122855695,25.66528821131797,16188.22895624354
t4,16004.022948590471,0.0,168.63007865695917,25.66528821131797,16198.318315458748
t5,16003.847352378581,0.0,203.10798771303703,25.66528821131797,16232.620628302937
t6,16003.07967185967,0.0,146.0666945505028,25.66528821131797,16174.811654621491
t7,16001.325392488852,0.0,97.43484955567506,25.66528821131797,16124.425530255845
t8,15999.725353847562,0.0,38.085119889284115,25.66528821131797,16063.475761948162
t9,15998.931281618285,0.0,73.14333445258939,25.66528821131797,16097.73990428219
t10,15998.450142542613,0.0,172.00590119012182,25.66528821131797,16196.121331944052
t11,15998.092733293626,0.0,265.3422787164023,25.66528821131797,16289.100300221346
t12,15997.843523084273,0.0,293.54325942639645,25.66528821131797,16317.052070721988
t13,15997.81270381143,0.0,414.9839235797364,25.66528821131797,16438.461915602486
t14,15997.73882090031,0.0,489.2045891567892,25.66528821131797,16512.608698268417
t15,15997.794072932878,0.0,546.50108166051,25.66528821131797,16569.96044280471
t16,15997.741194264758,0.0,503.12399606733453,25.66528821131797,16526.530478543413
t17,15997.70744040189,0.0,487.25143879462814,25.66528821131797,16510.624167407837
t18,15997.745669314296,0.0,381.6118524401815,25.66528821131797,16405.022809965794
t19,15998.199674990603,0.0,385.8251617903086,25.66528821131797,16409.69012499223
t20,15998.487595117374,0.0,308.42916389993485,25.66528821131797,16332.582047228627
t21,15998.358022131913,0.0,263.24046830933247,25.66528821131797,16287.263778652563
t22,15999.075853581042,0.0,405.0875106880889,25.66528821131797,16429.82865248045
t23,16000.680879234567,0.0,448.74728597016485,25.66528821131797,16475.09345341605
t24,16002.188651042952,0.0,453.21414106255264,25.66528821131797,16481.068080316825
t25,16003.183900665206,0.0,469.4303622812684,25.66528821131797,16498.279551157793
t26,16003.761102711827,0.0,454.09730977388045,25.66528821131797,16483.523700697027
t27,16003.967711259382,0.0,380.1877009738125,25.66528821131797,16409.820700444514
t28,16003.917228704073,0.0,214.17053188464095,25.66528821131797,16243.753048800032
t29,16003.60206207469,0.0,143.1010154710465,25.66528821131797,16172.368365757053
t30,16002.88510889894,0.0,104.69472462864051,25.66528821131797,16133.245121738897
t31,16001.167936984215,0.0,106.69277806814225,25.66528821131797,16133.526003263674
t32,15999.740175569632,0.0,188.31920622669455,25.66528821131797,16213.724670007645
t33,15998.887241529312,0.0,137.28245195184056,25.66528821131797,16161.83498169247
t34,15998.445493483678,0.0,196.75745887343663,25.66528821131797,16220.868240568432
t35,15998.092983970744,0.0,269.79212909311076,25.66528821131797,16293.550401275172
t36,15997.949314022575,0.0,359.78739269028756,25.66528821131797,16383.40199492418
t37,15997.850791121506,0.0,386.28544265068297,25.66528821131797,16409.801521983507
t38,15997.72695900197,0.0,426.9614654674924,25.66528821131797,16450.353712680782
t39,15997.688422780431,0.0,335.1142794420719,25.651819769570704,16358.454521992075
t40,15997.688422780431,0.0,277.32791364240603,25.66528821131797,16300.681624634155
t41,15997.688422780431,0.0,201.14633564585873,25.639622923106653,16224.474381349397
t42,15997.817567096217,0.0,204.62186830105438,25.66528821131797,16228.104723608589
t43,15998.4095656672,0.0,472.67279754759795,25.66528821131797,16496.747651426118
t44,15998.47748918227,0.0,335.8064721659871,25.66528821131797,16359.949249559575
t45,15998.34714927742,0.0,306.2706597916804,25.66528821131797,16330.283097280419
t46,15999.006961477866,0.0,285.001950290431,25.66528821131797,16309.674199979614
t47,16000.32434014776,0.0,132.45090158972081,25.66528821131797,16158.440529948797
t48,16001.736595093373,0.0,140.80334531282034,25.66528821131797,16168.205228617511
