Resource,Zone,StartCap,RetCap,NewCap,EndCap
CCGT-H2_1.0,1.0,0,1.101372876217069e-6,0.0026779112860792344,0.002676809913203017
Fuel_cell_1.0,1.0,0,4.6830294557428486e-7,0.0007629703409352194,0.000762502037989645
CCGT-H2_2.0,2.0,0,1.1013667463678093e-6,0.0029218458095180253,0.0029207444427716573
Fuel_cell_2.0,2.0,0,4.6633996955543193e-7,0.0007506735701901716,0.0007502072302206162
CCGT-H2_3.0,3.0,0,1.1016770955576768e-6,0.0033025402204225206,0.0033014385433269627
Fuel_cell_3.0,3.0,0,4.755257209581303e-7,0.0007804256643751347,0.0007799501386541766
CCGT-H2_4.0,4.0,0,1.1013868776673092e-6,0.003648965329905861,0.0036478639430281936
Fuel_cell_4.0,4.0,0,4.741383032423229e-7,0.0007801518483725875,0.0007796777100693452
CCGT-H2_5.0,5.0,0,1.1012217644441177e-6,0.003464381721597973,0.003463280499833529
Fuel_cell_5.0,5.0,0,4.828218091399907e-7,0.0007409002224598332,0.0007404174006506932
CCGT-H2_6.0,6.0,0,1.1008817865333353e-6,0.0037699528246258594,0.003768851942839326
Fuel_cell_6.0,6.0,0,4.794526124449741e-7,0.0008312803783843007,0.0008308009257718557
CCGT-H2_7.0,7.0,0,1.1014043032612438e-6,0.0027726534433707988,0.0027715520390675374
Fuel_cell_7.0,7.0,0,4.716883397816057e-7,0.0007638034377379215,0.0007633317493981399
CCGT-H2_8.0,8.0,0,1.1016145746837276e-6,0.0027762996765372428,0.002775198061962559
Fuel_cell_8.0,8.0,0,4.77154958628644e-7,0.0007661024451068837,0.0007656252901482551
CCGT-H2_9.0,9.0,0,1.1017115486196346e-6,0.002938011651367238,0.002936909939818618
Fuel_cell_9.0,9.0,0,4.800095058785898e-7,0.0007534859440645312,0.0007530059345586526
CCGT-H2_10.0,10.0,0,1.1012068803530504e-6,0.0029925983464527137,0.0029914971395723607
Fuel_cell_10.0,10.0,0,4.78938003577131e-7,0.0007677278669398655,0.0007672489289362885
Total,n/a,0,1.576821662248608e-5,0.03896268202844391,0.03894691381182143
